-aç	ɑtʃ
afrikaanca	æfriːkɑːndʒɑː
afrikalı	ɑfriˈkɑlɯ
afrikalı	ɑfɾikɑɫɯ
afrikalılık	ɑfɾikalɯɫɯk
afrin	afrin
afro	afɾo
afsiyon	afsjˈoːm
afsun	ɑfsum
aft	ˈaft
after	ɑfˈteɾ
aftos	aftɒs
afyon	afjon
afyonkarahisar	afjɔnkaɾajsaɾ
afyonkarahisar	ɑfjonkɑɾɑhisɑɾ
afyonkarahisar	ɑfjɔnkaɾaːhisaɾ
afyonkarahisarlılık	ɑfˈjɔnkɑɾɑhisɑblɯdɯd
afyonkeş	afiˈɔnkeʃ
afyonlanma	ɑfijɑnlɑɫmɑ
afyonlu	ɑfjɔnlɯ
afşin	afʃiːm
aga	agˈa
aga	oga
aga	ogo
agah	ɑːgɑː
agatha	ɑgɑθɑ
agir	ɑkɯɾ
aglomera	ɑklɔmɛɾa
agnes	ˈægnɛs
agnostisizm	agnɔstjsʲim
agoni	aˈgɔ̃i
agop	aːgum
agora	akura
agora	ˈagoɾa
agorafobi	agoɾapɔbi
agos	ɑˈgɔs
agraf	ɑːkɾaf
agrega	agrɛga
agresif	ægɾeˈsif
agresif	ɑgɾesif
agresiflik	ɑgɾesiflic
agu	ɑkɯ
agucuk	ɑkɯdʒuk
agâh	ɑːgɑ
ah	ɑ
aha	ɑhɑ
ahali	ɑhɑlɛk
ahali	ɑhɑlɪ
ahali	ɑˈhɑli
ahar	ɑːhɑːr
ahbap	ɑhˈbɑp
ahbap	ɑxmɑp
ahbar	ɑhbɑːr
ahbarik	ɑhbɑɾitʃ
ahdetmek	ɑhdøtmɛk
ahenk	ɑˈhɛŋk
ahfeş	ɒhfæʃ
ahh	ɑh
ahhh	ɑh
ahilik	ɑɦilɪk
ahiret	ɑkhɪrɛt
ahit	ɑˈhit
ahize	ɑːhize
ahizeler	ɑːhizelæɾ
ahizem	ɑːhizæm
ahizen	ɑːhizæn
ahizenin	ɑːhizenin
ahizesi	ɑːhizesi
ahizeyi	ɑːhizeji
ahjumma	ɑhˈdʒumːɑ
ahjussi	ahʒussi
ahkam	ɑhkɑːm
ahla	ɑhɫɑ
ahlak	ahlɑk
ahlaki	ɑhlɑkɯ
ahlakilik	ɑhjɑkɯjɯk
ahlaklı	ahlɑkˈlɯ
ahlaksız	ahlaːcsɯz
ahlaksızca	ahlaksɯzˈdʒɑ
ahlaksızlık	ahlaksɯzɯɫɯk
ahlakçı	ɑhɾɑptʃɯ
ahlakı	ahlaːˈki
ahlakın	ɑhlɑkɯ
ahlayış	ɑhlɑjɪʃ
ahlâk	ahlɑk
ahlâk	ɑhlak
ahlâken	ɑhlɑdʒæn
ahlâklı	ɑhlɑklɯ
ahlâksızca	ɑhlɑksɯzdʒɑ
ahlâkî	ɑhlɑːkiː
ahmad	ɑhˈmɑd
ahmak	ɑhmɑk
ahmak	ɑhˈmɑk
ahmak	ʔahmɑk
ahmaklar	ahmaklɑr
ahmaklaşabilmek	ɑχmɑkɫɑʃɑbilmæk
ahmaklaştırabilmek	ahmɑklaʃtɪɾɑbilmæk
ahmaklık	ɑχmɑqɫɯ̞k
ahmaksın	ahmaːksin
ahmakça	ahmakʃɑ
ahmakça	ɑhˈmɑtʃˈa
ahmağın	ɑhmɑːɯn
ahmed	ahˈmed
ahmet	ahmˈət
ahmet	ahˈmet
ahmet	ɑːhmæt
ahmet	ɑːhmət
ahn	ahn
ahrazlık	ɑhrɑzɫɨk
ahsap	ɑhʃɑp
ahsen	ɒhsæm
ahsoka	ɑhˈsɔkɑ
ahtapot	ahtɑpot
ahtu	ɑqtu
ahu	ˈɑfu
ahu-zar	ɑɦuzɑɾ
ahududu	ahududʊ
ahududu	oɣotuːtu
ahududu	ɑhuːduːdu
ahval	ɑhvɑːl
ahvaz	ɑhwɑz
ahçı	ɑqtʃɨ
ahçılık	ɑhtʃiliːk
ahılkelek	ɑχɯlkelɛk
ahır	ɑkɯˈɾ
ahır	ɑˈhɯɾ
ahıra	ɑhɯˈɾɑ
ahırda	ɑˈhɯɾdɑ
ahırdaş	ɑheɾdɑʃ
ahırı	ɑˈhɯɾɯ
ahırın	ɑˈhɯɾɯn
ahıska	axɨskɑ
ahşap	ahʃap
ai	ɑɪ
aidan	ɑɪˈdɑn
aiden	ˈɑjden
aidim	ajˈdim
aids	eɪts
aids	ɑjds
aigoo	aigu
aile	ɑjɯle
aile	ɑˈjle
aile	ɑːˈlɛ
ailece	ɑileˈdʒe
ailecek	ilɛn̪dʒɛk
ailecek	ɑileˈdʒɛk
ailede	ɑilede
ailedeki	ˈajledʒi
aileden	ɑile̞ˈden
ailedir	ɑjˈleːdiɾ
aileler	aɯleleɾ
aileler	ɑile̞le̞ɾ
ailelere	ɑileɫeɾe
aileleri	ɑjlɛlɛri
ailelerimiz	ɑilelɛɾimɯz
ailelerimizi	ɑjlɛlɛɾimɯzɯ
ailelerimizin	ɑjlɛlɛɾimɯzɯn
aileleriniz	ɑileɾɛlinɯz
ailelerle	ɑileɫɫe
ailemde	ɑilemˈde
ailemden	ˈailɛmden
aileme	ɑileme
ailemi	ɑilemi
ailemin	ɑileˈmin
ailemiz	ɑilemɯz
ailemizde	ˈajlemitzde
ailemizden	ɑilemɯzˈdæn
ailemize	ɑilemiˈze
ailemizi	ɑilemiˈzi
ailemizin	ajlemiˈzin
ailemle	ɑilemˈle
ailen	ɑɪˈlɛn
ailende	ajlende
ailenden	ajlenden
ailene	ajˈlene
aileni	ɑɪˈlɛni
aileniz	ɑɪˈlɛnɪz
ailenizden	ɑjlɛnɪzˈdɛn
ailenize	ɑɪˈlɛnɪze
ailenizi	ɑɪˈlɛnɪzi
ailenle	ɑɪˈlɛnˈlɛ
aileperver	ɑjlapeɾveɾ
ailesi	ɑɪˈlɛsi
ailesinde	ajleˈsde
ailesinden	aileˈsinden
ailesinden	ajlesinden
ailesine	ɑˈlisine
ailesini	ajleˈsini
ailesinin	ɑɪˈlesinin
ailesinin	ɑːileːsinin
ailevi	ɑilevi
ailevî	ailev
aileye	ɑːˈlɛjɛ
aileyi	ajleji
aileyiz	ɑjlejiz
aileyle	ɑilejle
aimee	ɑjˈmiː
aimonomia	æjmɔnɔmiːjɑ
ain	ɑɪn
air	ɑɪr
aires	ɑɾiːs
aisha	ɑɪʃɑ
ait	ɑɪt
aitim	ɑiˈtim
aitler	ɑɪtˈlɛɾ
aitmiş	ɑjˈtimʃ
aitsin	ɑjtsin
aitti	ɑːtːi
aittir	aɯtˈtɯɾ
aittir	ɑɪtˈtɪr
aj	ɑj
aj	ɑːj
ajan	ɑʒɑn
ajanlar	ɑʒɑnˈlɑɾ
ajanlarımız	ɑʒɑnɫɯɾɯmɯz
ajanlarının	ɑʒɑnɯɫɯnɯ
ajans	ɑʒɑns
ajansa	ɑʒɑnsɑ
ajanı	ɑʒɑɲɯ
ajay	ɑjɑj
ajda	azda
ajdar	aʒdaɾ
ajitasyon	ɑˈʃɯtɑsjɔm
ajitatör	ɑʒitɑtɯɾ
ajite	aʒitɛ
ajlan	aʒlan
ajlan-mine	aʒlanmine
ajur	adʒuɾ
ak	ɑk
akabe	ˈakabɛ
akabinde	ɑkɑbɪnde
akademi	ɑkɑdɛmi
akademide	ɑkɑdemiˈdi
akademiden	ɑkɑdɛmiˈdɛn
akademik	ɑkɑdɛmɪk
akademisi	ɑkɑdɛmɪsi
akademisyen	ɑkɑdemisjan
akademiye	ɑkɑdɛmiˈjɛ
akalın	ɑkɑˈlɯn
akan	ɑˈkɑn
akane	ɑkɑnɛ
akar	ɑˈkɑɾ
akar	ɑˈkɑːn
akaret	ɒkaːrɛt
akaretler	ɑkɑɾɛtˈleɾ
akarkoy	ɑkɑɾkoːj
akarsu	akarsun
akasya	akastja
akasya	aˈkessɛ
akatizi	akestizj
akay	ˈake
akaçlama	ɑkɑtʃɫama
akba	akpa
akbaba	ɑkbɑbɑ
akbabalar	ɑkbɑbɑlɑr
akbil	ɑkbil
akciğer	aktieːr
akciğer	ɑkdʒiːɾ
akciğerler	ɑpdijaɾlaɾ
akciğerleri	ɑkdʒiːɾlɛɾi
akdemir	aqdemiɾ
akdeniz	akdenis
akdeniz	aktimiz
akdeniz	ɑkdeniz
akdilek	aktiliːk
akel	akˈɛl
aker	ɑˈkeɾ
akhisar	akisaɾ
aki	tʃu
aki	ɑkɯ
akif	ɑkɯf
akil	ɑːtʃɪl
akira	ɑkɪˈɾɑ
akkan	ɑkˈkɑn
akkapı	atkapɯ
akkaya	ɑkːɑjɑ
akkerman	ɑqkærmɑn
akkor	ɑkɑr
akkoyun	ɑpkojun
akkuş	ɑkkus
akköy	akːøj
akkışla	ɑpkɯʃlɑ
akla	ɑkɫɑ
aklama	ɑkɫɑmɑ
aklama	ɑtˈlɑmɑ
aklamak	akɫamt
aklamak	ɑkɫɑmɑk
aklandı	ɑkɫɑːnˈdɯ
aklavcı	aklavʒi
akli	ɑkˈɫi
aklı	ɑkɫɯ
aklım	ɑkɫɯm
aklıma	ɑkɫɯmɑ
aklımda	ɑkɫɯmˈdɑ
aklımdaki	ɑkɫɯmˈdɑkɯ
aklımdan	ɑkɫɯmdɑn
aklımı	ɑkɫɯmɯ
aklımın	ɑkɫɯˈmɯn
aklımıza	ɑkɫɯmɯzɑ
aklımızda	ɑkɫɯmɯzˈdɑ
aklımızdan	ɑkɫɯmɯzˈdɑn
aklımızı	ɑkɫɯmɯzɯ
aklın	ɑkˈɫɯn
aklına	ɑkɫɯnɑ
aklınca	ɑklɯnʤa
aklında	ɑkɫɯnˈdɑ
aklından	ɑkɫɯnˈd̪an
aklını	ɑkɫɯˈnɯ
aklının	ɑkɫɯˈnɯn
aklınız	ɑkɫɯˈnɯz
aklınıza	ɑkɫɯˈnɯzɑ
aklınızda	ɑkɫɯnɯzˈdɑ
aklınızdan	ɑkɫɯnɯzˈdɑn
aklınızı	ɑkɫɯnɯzɯ
aklıselim	atniˈselim
akma	atma
akmaya	ɑkˈmɑjɑ
akordeon	ɑːkɔːɾdeːɔm
akordiyoncu	aːkɔɾdiˈundʒə
akordiyonculuk	ɑkɔɾtijɔnˈdʒɑɫuk
akort	akɔɾt
akort	ɑkɔɾt
akortlu	aːkɑrtʃlu
akozlamak	ɑkɑlzamɑq
akpınar	atpɯnɑɾ
akraba	aqɾaba
akraba	ɑkɾɑbɑ
akraba	ɑkɾɑbɑː
akraba	ɑkɾɑˈbɑ
akrabalar	ɑkɾɑbɑɫɑɾ
akrabaları	ɑkɾɑbɑlaɾɯ
akrabalarım	ɑkɾɑbɑɫɑɾɯm
akrabalarını	ɑkɾɑbɑɫɑɾɯnɯ
akrabalık	atrabɑɫɯk
akrabam	ɑkɾɑbɑm
akraban	ɑkɾɑbɑn
akrabası	ɑkɾɑbɑˈsɯ
akrabayız	akrabajɨs
akran	ɑkɯɾɑn
akran	ɑtɾɑn
akrep	ækræb
akrep	ɑkɾep
akrep	ɑkˈɾɛp
akrobasi	ɑkɾɔβɑsi
akrobat	akrobat
akrofobi	atrofobid
akromatizm	ɑkɾomɑtɯzʏm
akromatopsi	akɾomɔtɔpsi
akropol	ɑkɾɔpɔl
akrostiş	akroːstis
aksakallı	ɑqsɑkɑɫɫʊ̞
aksaklık	ɑksɑkɫɯk
aksam	aksam
aksan	aksan
aksan	æksɑn
aksan	ɑˈksɑn
aksanlı	aksanˈlɯ
aksanı	aksɑːnɯ
aksanı	aːkˈsaːnɯ
aksanı	ɑkˈsɑnɯ
aksanın	aksɑnɯn
aksanını	aksanɯnɯ
aksanıyla	ɑksɑˈnɯjɑ
aksaray	aːksaˈraːj
aksata	akˈsata
aksatmak	ɑksɑtˈmɑk
akseki	aqsaki
akseki	aːbski
aksekili	ɑkzɛkili
aksesuar	ɑksɛsuɑɾ
aksetme	ɑksɛtnæ
aksettirmek	aqsettilmæk
akshay	ɑkʃɑj
aksi	ɑkˈsi
aksilik	aksɯˈɫɯk
aksilik	ɑkˈsil
aksine	aksine
aksini	aksini
aksiyom	akˈsjɔm
aksiyon	ɑksijɑn
aksiyoncu	tɑksijontʃɯ
aksiyoner	ɑksijɔnæ
aksolotl	aktsɛlɑt
aksu	ɑɟˈsu
aksungur	aqsuŋguɾ
aksın	aksɯn
aksırma	aːksɯrma
aksırık	ɑkˈsɯɾɯk
aktar	ɑkˈtɑɾ
aktarma	ɑktɑrˈmɑ
aktarmak	ɑktɑɾˈmɑk
aktarmasız	aktɑɾmɑˈsɯz
aktarım	ɑktɑˈɾɯm
aktarım	ɑtːɑɾɯm
aktarımı	ɑktɑɾɯmɯ
aktarıyorum	ɑktɑɾɯjoɾum
aktif	æktɪv
aktif	ɑkˈtif
aktifleştirmek	aktifleʃtɯɾmɛk
aktinyum	aktiːnjɔn
aktivasyon	aktivatjɔn
aktive	ɑktive
aktivite	ɑktiviteː
aktivite	ɑkːibite
aktiviteler	ɑktiviteleɾ
aktiviteleri	ɑktiviteleri
aktize	aktise
aktris	aktrist
aktris	aktrɪs
aktris	ɑktɾis
aktuna	aktʊnɑ
aktör	aktuɾ
aktör	ɑkˈtør
aktörler	ɑkˈtœɾlɛɾ
aktörlük	aktuɾlyk
aktörü	ɑkˈtœɾy
aktörüm	ɑktøɾym
aktüalizm	aktualizm
aktürk	ɑktʏɾk
aktı	ɑkˈtɯ
aktığını	ɑktɯɣɯnɯ
aku	ɑkʰu
akupunktur	akupwnkturʃ
akupunktur	aqɯ̞puŋkʊ̞tʊ̞ʂ
akupuntur	ɑkɯpɯntuːɾ
akustik	ɑkʊsˈtɪk
akustik	ɑkˈustik
akut	ɑˈkut
akuzatif	akuzetˈif
akvarol	akvɑdɑl
akvaryum	akwaɾjum
akvaryum	ɑklɑɾjum
akvaryum	ɑkvaˈɾjum
akvaryumcu	akvaːɾjʊnˈdʒu
akvaryumculuk	akvaɾjumdʒuɫuk
akves	akvest
akyaka	akestɔ
akyol	okjo
akyüz	akest
akça	ɑqtʃa
akçaabat	atʃabatː
akçaağaç	ɑkˈtʃɑːtʃ
akçadağ	atʃada
akçakale	atʃakɛˈle
akçakale	ɑktʃɑkɑlɛ
akçakent	aptʃakɛnt
akçakoca	atʃakodʒa
akçe	ɑkˈtʃɛ
akü	akˈy
akü	ɑˈky
akücü	akʏˈdʒy
akümülatör	akimilatloɾ
akı	ɑkɯ
akıcı	ɑkɯdʒɯ
akıi	ɑˈkɯ
akıl	ɑˈkɯɫ
akılalmaz	ɑkɯɫɑɫmɑs
akılcı	ɑkɯɫdʒɯ
akılda	ɑkɯɫdɑ
akıllanmak	ɑˈkɯnlɑnmɑk
akıllara	ɑkɯɫɑɾɑ
akılları	ɑkɯɫɫɑɾɯ
akıllarına	ɑkɯɫɫɑɾɯnɑ
akıllarını	ɑkɯlɫɑɾɯnɯ
akıllı	aqɯlvɯ
akıllı	ɑkɯɫɯ
akıllı	ɑˈkɯnɫɯ
akıllıca	ɑkɯɫɯˈdʒɑ
akıllıdır	ɑkɯɫɯɯɾ
akıllısın	ɑkɯɫɯˈsɯn
akıllıydı	ɑkɯɫɯjɯ
akıllıyım	ɑkɯɫɯjɯm
akılsız	ɑkɯɫˈsɯz
akım	aqɯ̞m
akım	ɑˈkɯm
akımı	ɑkɯˈmɯ
akın	ɑˈkɯn
akıncılar	ɑkɯntʃɯɫɑɾ
akıncılık	ɑkɯnʒɯɫɯk
akıntı	aːkɯntʲɯ
akıntı	ɑqɯ̞mtɯ̞
akıntı	ɑˈkɯntɯ
akıntıya	ɑkɯntɯjɑ
akıp	ɑkɯm
akıp	ɑˈkɯp
akıyor	ɑˈkɯjoɾ
akış	ɑkɯʃ
akışölçer	ɑkɯʃøɫtʃɛɾ
akışı	ɑkɯʃɯ
akışına	ɑkɯʃɯnɑ
akışını	ɑkɯʃɯˈnɯ
akşam	ɑkʃɑm
akşam	ɑkˈʃɑm
akşama	ɑkʃɑmɑ
akşamdan	ɑkʃɑmdɑn
akşamdı	ɑkʃɑmˈdɯ
akşamlamak	ɑkˈʃɑmɫɑmɑk
akşamlar	ɑkʃɑmˈlɑɾ
akşamları	ɑkʃɑmˈɫɯ
akşamlayın	ɑkˈʃɑmɯjɯm
akşamüstü	ɑkʃɑmʏsˈty
akşamı	ɑkʃɑmɯ
akşamın	ɑkʃɑˈmin
al	ɑɫ
alaattin	ɑlɑtˈdiːn
alabalık	ɑlɑbɑɫɯk
alabama	ɑlɑbɑmɑ
alabanda	alabanˈdɑ
alabildim	ɑlɑbɯldɯm
alabildin	ɑlɑbɯldɯn
alabildiğine	ɑlɑbɯldiɯɰiːnɛ
alabildiğine	ɑlɑˈbɯɫdiˈjɛne
alabilecek	ɑlɑbiledʒɛk
alabilecek	ɑɫɑbiɫeˈdʒek
alabileceği	ɑlɑbiledʒeʊ
alabileceğim	ɑlɑbiledʒeː
alabileceğimi	ɑlɑbiledʒeɣimi
alabileceğimiz	ɑlɑbiledʒeːmɯz
alabileceğimizi	ɑlɑbiledʒeˈʒimɯz
alabileceğini	ɑlɑbiledʒeçinɯ
alabilip	ɑlɑbɪɾɯp
alabilir	ɑlɑbɯɾɯ
alabilir	ɑɫɑˈbɪɾ
alabilirdi	ɑlɑbɯlɯɾdɯ
alabilirdim	ɑlɑbɯlɯɾdɯm
alabilirdin	ɑlɑbɯlɯɾdɯn
alabilirim	ɑlɑbɯɾɯm
alabiliriz	ɑlɑbɯɾɯz
alabilirler	ɑlɑbɯɾˈlɛɾ
alabilirsek	ɑlɑbɯɾɯˈsɛk
alabilirsem	ɑlɑbɯlɯɾsɛm
alabilirsin	ɑlɑbɯɾɯsɯn
alabilirsiniz	ɑlɑbɯɾɯsɯnɯz
alabiliyor	ɑlɑbɯlɯjɯɾ
alabiliyorsun	ɑlɑbɯlijɯɾsʊn
alabiliyorum	ɑlɑbɯlɯˈjɯɾum
alabilmek	ɑlɑbɯlˈmɛk
alaca	ɑɫɑdʒɑk
alaca	ɑɫɑdʒɑm
alacabalıkçıl	ǎɫɑtʃbɑɫɯ̞ktʃɯl
alacahöyük	ɑlɑdʒɑhʏ̞jʏk
alacak	ɑlɑˈdʒɑk
alacak	ɑɫɑˈdʒɑk
alacakaranlık	ɑlɑdʒɑkɑɾɑnɯk
alacakaranlık	ɑɫɑdʒɑkaɾanɫɯk
alacakaranlık	ɑɫɑˈdʒɑkaɾanˈɫɯk
alacakarga	ɑɫɑˈdʒɑkɑɾˈgɑ
alacakaya	aladʒakaːja
alacaklar	ɑlɑdʒɑɫɯɾ
alacaklarını	ɑlɑdʒɑkɯɾɯnɯ
alacaklı	ɑɫɑdʒɑkˈlɯ
alacakmış	ɑɫɑdʒɑmɯʃ
alacaksın	ɑlɑdʒɑkˈʃɯn
alacaksınız	ɑlɑdʒɑkˈsɯnɯz
alacaktın	ɑɫɑktʃˈtɯn
alacaktır	ɑɫɑktʃɯɾ
alacalı	ɑlɑdʒɑɫɯ
alacağı	ɑlɑˈdʒɯ
alacağı	ɑɫɑˈdʒɑɯ
alacağım	ɑlɑdʒɯm
alacağıma	ɑlɑdʒɯmɑ
alacağımı	ɑlɑdʒɯmɯ
alacağımız	ɑlɑdʒɯmɯz
alacağımızı	ɑlɑdʒɯmɯzu
alacağın	ɑɫɑdʒɯn
alacağına	ɑlɑdʒɯˈnɑ
alacağını	ɑɫɑdʒɯˈnɯ
alacağınız	ɑɫɑdʒɯˈnɯz
alacağız	ɑlɑˈdʒɯz
aladağ	aːlada
alafortanfoni	ɑlɑfoɾtɑmfoːmiː
alagarson	alagɑɾsɑn
alain	ɑlɑɪn
alaka	ɑlɑkɑ
alaka-bahş	ɑˈlɑːkɑbɑːʃ
alakadar	ɑlɑkɑdɑɾ
alakadar	ɑlɑkɑdˈɑʃ
alakadar	ɑnɑkadaɾ
alakalı	ɑlɑkɑɫɯ
alakalıdır	ɑlɑkɑɫɯdɯɾ
alakalıydı	ɑlɑkɑˈɫɯjɯ
alakam	ɑlɑˈkɑm
alakan	ɑlɑˈkɑn
alakarga	alakaːrga
alakart	alakaɾtʃ
alakası	ɑlɑkɑsɯ
alakasız	ɑlɑkɑˈsɯz
alakuş	ɑɫɑkuʃ
alalım	alɑɫɯ̞m
alalım	ɑlɑˈlɯm
alamadı	ɑlɑmɑdɯ
alamadık	ɑlɑmɑˈdɯk
alamadım	ɑlɑmɑˈdim
alamadın	ɑlɑmɑˈdin
alamadığından	ɑɫɑmɑdɯɯndɑn
alamam	ɑlɑˈmɑm
alamamış	ɑlɑmɑmɯʃ
alaman	ɑɫɑmɑn
alamancı	ɑlɑmɑnʒɯ
alamayacak	ɑlɑmɑjɑkɑk
alamayacaksın	ɑɫɑmɑjɑkɑkʃɯn
alamayacaksın	ɑɫɑmɯjɑɑkˈsin
alamayacağı	ɑɫamɑjɑˈdʒɯɫ
alamayacağını	ɑlɑmɑjɑdʒɯˈnɯ
alamayacağını	ɑˈɫamɑjɑɑˈɯˈnɯ
alamayız	ɑlɑmɑjɯz
alamaz	ɑlɑˈmɑz
alamazdım	ɑlɑmɑzdɯm
alamazlar	ɑlɑˈmazɫɑɾ
alamazsak	ɑlɑmɑzˈsɑk
alamazsam	ɑlɑˈmɑzsɑm
alamazsın	ɑlɑˈmazsɯn
alamazsınız	ɑlɑˈmɑzsɯˈnɯz
alamet	ɑlɑmɛt
alamet	ɑlɑˈmet
alamo	ɑlɑmo
alamıyor	ɑɫɑmɯjoɾ
alamıyordum	ɑɫɑˈmɯjɯɾdum
alamıyorum	ɑlɑmɯˈjɯɾum
alamıyoruz	ɑɫɑmɯjoɾuz
alan	avon
alan	ɑɫɑn
alan	ɑˈlɑn
alan	ɑˈɫɑn
alana	ɑlɑnɑ
alana	ɑɫɑnɑ
alanda	ɑlɑndɑ
alandaki	ɑlɑnˈdɑkɯ
alandan	ɑɫɑnˈdɑn
alanlar	ɑˈɫɑnɫɑɾ
alanlara	ɑˈɫɑnɫɑɾɑ
alanlarda	ɑlɑnɫɯɾɑ
alanları	ɑɫɑnɫɯɾɯ
alanların	ɑlɑnɫɯɾɯn
alanlarında	ɑlɑndɯnˈdɑ
alanlarını	ɑlɑnɯˈɾɯnɯ
alanya	alaːnɟa
alanı	ɑlɑˈnɯ
alanım	ɑlɑˈnɯm
alanıma	ɑlɑnɯmɑ
alanımda	ɑlɑnɯmˈdɑ
alanımız	ɑlɑˈnɯmɯz
alanın	ɑlɑˈnɯn
alanına	ɑlɑˈnɯnɑ
alanında	ɑlɑnɯnˈdɑ
alanında	ɑɫɑnɯndɑ
alanındaki	ɑlɑnɯŋˈkɯ
alanından	ɑlɑnɯnˈdɑn
alanını	ɑlɑnɯnɯ
alanının	ɑlɑˈnɯn
alaplı	lɑplu
alara	alaara
alara	alaːɾa
alarak	ɑlɑɾɑk
alarga	ɑɫɑrga
alaric	ɑlɑɾɯdʒ
alarm	ɑlɑɾm
alarm	ɑlɑːm
alarma	ɑɫɑɾmɑ
alarmlar	ɑɫɑɾmɫɑɾ
alarmı	ɑɫɑɾˈmɯ
alarmını	ɑɫɑɾmɯˈnɯ
alaska	ɑɫɑsɫɑ
alaslan	ɑtaslɑn
alatavlı	ɑɫɑtʃɑvɫɯ
alaten	aɫatæn
alaturka	alatʊɾla
alaturka	ɑlɑtʊɾˈkɑ
alaturka	ɑɫɑtuːɾkɑ
alaturkalaştırma	ɑɫɑtuɾkalaʃtaɾma
alavere	ɑɫabeɾa
alavurt	ɑɫɑbuɫt
alay	alaːn
alay	ɑˈlɑj
alaya	ɑlɑjɑ
alaycı	ɑɫɑjˈdʒɯ
alaycılık	ɑɫajɯɫɯk
alayişli	ɑlɑjæʃli
alaylı	ɑjˈɫɯ
alaylı	ɑlɑjðɑ
alayuntlu	ɑlɑjɔˈnʃɫu
alayı	ɑɫɑjɯ
alayım	ɑɫɑjɯm
alaz	ɑlɑs
alazlamak	ɑɫɑzɫɑmɑk
alaçam	alaːtʃɑm
alaşağı	ɑlɑˈʃɯ
alaşağı	ɑɫɑˈʃɯ
alba	ɑɫˈbɑ
albasma	ɑɫbasmɑ
albastı	ɑɫmaˈstɯ
albay	aɫgaj
albay	ɑlvaj
albay	ɑɫˈbɑj
albayı	ɑɫbɑjɯ
albayım	ɑɫbɑjɯm
albayın	ɑɫbɑjɯn
albeni	ɑɫbeni
albenili	ɑlbeniˈlɯ
albergo	ɑlbɛɾgɔ
albert	ɑɫˈbɛɾt
albino	ɑlˈbino
albright	ɑlbraɪt
albüm	aɫbu
albüm	ɑlgym
albüm	ɑɫˈbym
albümleri	ɑɫˈbymˈɫeɾi
albümü	ɑɫˈbymy
albümün	ɑɫˈbymyn
albümünü	ɑɫˈbymyn
albız	ɑɫbɯz
alcatraz	ɑɫkɑtɾɑz
aldanma	ɑɫdɑnmɑ
aldanmak	ɑˈɫdɑnmɑk
aldanış	ɑɫdonuʃ
aldatan	ɑɫdɑtɑn
aldatma	ɑɫˈdɑtˈmɑ
aldatmaca	ɑɫdɑtˈmɑdʒɑ
aldatmadım	ɑɫdɑtˈmɑdɯm
aldatmak	ɑɫdɑtˈmɑk
aldatmaya	ɑɫdɑtmɑjɑ
aldatmış	ɑɫdɑtˈmɯʃ
aldattı	ɑɫdɑtːɯ
aldattım	ɑɫdɑtːɯm
aldattın	ɑɫdɑtːɯn
aldattığını	ɑɫdɑtːɯɣɯn
aldatıcı	ɑldɑtʏdʒi
aldatıcı	ɑɫdɑtɯdʒɯ
aldatıcılık	ɑldɑtɯdʒɯɫɯk
aldatıldı	ɑɫbatɯɫdɯ
aldatıyor	ɑldɑtɯˈjoɾ
aldatıyor	ɑɫdɑtyˈjoɾ
aldatıyordun	ɑɫdɑtijɔɾˈdʊn
aldatıyorsun	haɫdɑtɯjoɾsun
aldehit	æ̹ldæhi̠t
alden	ɑɫˈden
aldim	ɑɫˈdim
aldin	ɑɫˈdin
aldo	ɑɫˈdo
aldosteron	ɑldɔzˈteɾon
aldı	ɑɫˈdɯ
aldık	ɑɫˈdɯk
aldıklarında	ɑɫdɯkɯɾɯnˈdɯɾa
aldıklarını	ɑɫdɯkɯɾɯˈnɯ
aldıktan	ɑɫdɯktɑn
aldılar	ɑɫdɯɫɑɾ
aldım	ɑɫˈdɯm
aldın	ɑɫˈdɯn
aldınız	ɑɫˈdɯnɯz
aldırdım	ɑɫˈdɯɾdɯm
aldırma	ɑɫˈdɯɾmɑ
aldırma!	ɑɫtɯɾmɑ
aldırmak	ɑɫdɯɾmɑk
aldırmam	ɑɫdɯɾmɑm
aldırmamak	ɑɫdɯɾmɑmɑk
aldırmayın	ɑɫdɯɾmɑˈjɯn
aldırmaz	ɑɫdɯɾˈmɑs
aldırmaz	ɑɫdɯɾˈmɑz
aldırmıyorum	ɑɫdɯɾmɯjoɾum
aldırmıyorum	ɑɫdʒɯɾmɑjoɾum
aldırış	ɑɫdɯɾɯʃ
aldırışsızlık	ɑɫtiɾiʃsizlɯk
aldıysa	ɑɫˈdɯjˈsɑ
aldığı	ɑɫdɯɣɯ
aldığım	ɑɫdɯɣɯm
aldığım	ɑɫˈdɯɰm
aldığıma	ɑɫdɯɣɯmɑ
aldığımda	ɑɫdɯɣɯmda
aldığımdan	ɑɫdɯɣɯmˈdɑn
aldığımı	ɑɫdɯɣɯmɯ
aldığımız	ɑɫdɯɣɯmɯz
aldığımızda	ɑɫdɯɣɯmɯzɯ
aldığımızı	ɑɫdɯɣɯmɯzɯ
aldığın	ɑɫdɯˈɯn
aldığına	ɑɫdɯɣɯnɑ
aldığında	ɑɫdɯnɯɣɑ
aldığından	ɑɫdɯɣɯnˈdɑn
aldığını	ɑɫdɯˈgɯn
aldığınız	ɑɫdɯɣɯnɯz
aldığınızda	ɑɫdɯɣɯnˈdʒɑ
aldığınızı	ɑɫdɯɾɯŋɯzɯ
alec	ɑˈlɛdʒ
alejandro	ɑleʒɑndɾo
