ᆜ	jɯ
강남병원에서	kaŋnampjʌŋwʌnɛsʌ
강남역	kaŋnamjʌ
강남역	kaŋnamjʌk
강남의	kaŋnamɰi
강남천자국	ka̠ŋna̠mtɕʰʌ̹ɲdʑa̠guk̚
강녕	ka̠ŋɲʌ̹ŋ
강단	ka̠ŋda̠n
강단	ka̠ːŋda̠n
강당	ka̠ːŋda̠ŋ
강도	kaŋto
강도	ka̠ŋdo̞
강도	ka̠ːŋdo̞
강도다리	ka̠ŋdo̞da̠ɾi
강독	ka̠ŋdo̞k̚
강독	ka̠ːŋdo̞k̚
강력	kaŋnjʌ
강력	kaŋnjʌk
강력	ka̠ŋɲʌ̹k̚
강력부	kaŋnjʌk̚p͈u
강력한	kaŋnjʌkʰa
강력한	kaŋnjʌkʰan
강력히	kaŋnjʌkʰi
강렬하다	ka̠ŋɲʌ̹ɾɦa̠da̠
강릉방향으로	kaŋnɯŋpaŋhjaŋɯɾo
강림	ka̠ːŋnim
강모씨와	kaŋmos͈iwa
강물	ka̠ŋmuɭ
강물을	kaŋmuɾɯl
강박	kaŋpak
강변	ka̠ŋbjʌ̹n
강변에서	kaŋpjʌnɛsʌ
강북	ka̠ŋbuk̚
강사	ka̠ːŋsʰa̠
강사는	kaŋsanɯn
강사들에게	kaŋsadɯɾɛgɛ
강산	ka̠ŋsʰa̠n
강서	ka̠ŋsʰʌ̹
강설	ka̠ːŋsʰʌ̹ɭ
강세	ka̠ŋsʰe̞
강세에	kaŋsɛɛ
강소	ka̠ŋsʰo̞
강속구	ka̠ŋsʰo̞k̚k͈u
강수	ka̠ːŋsʰu
강수량	kaŋsuɾjaŋ
강수량	ka̠ːŋsʰuɾja̠ŋ
강습	kaŋsɯp
강신명	kaŋsinmjʌŋ
강신무	ka̠ːŋɕʰinmu
강씨는	kaŋs͈inɯn
강씨를	kaŋs͈iɾɯl
강아지	ka̠ŋa̠dʑi
강아지가	kaŋadʑiga
강아지들이	kaŋadʑidɯɾi
강아지풀	ka̠ŋa̠dʑipʰuɭ
강압	ka̠ːŋa̠p̚
강어귀	ka̠ŋʌ̹gɥi
강여사도	kaŋjʌsado
강연	ka̠ŋjʌ̹n
강연	ka̠ːŋjʌ̹n
강연에서	kaŋjʌnɛsʌ
강연회에	kaŋjʌnhwɛɛ
강요	ka̠ŋjo
강요	ka̠ːŋjo
강요하다	ka̠ːŋjoɦa̠da̠
강요해야	k͈aŋjohɛja
강용석	kaŋjoŋsʌk
강원	kaŋwʌ
강원	kaŋwʌn
강원	ka̠ŋwʌ̹n
강원대	kaŋwʌntɛ
강원도	kaŋwʌnto
강원도	ka̠ŋwʌ̹ndo̞
강원도교육청은	kaŋwʌntogjojuk̚tɕʰʌŋɯn
강원도지사는	kaŋwʌntodʑisanɯn
강원지방경찰청	kaŋwʌntɕibaŋkjʌŋtɕʰaltɕʰʌŋ
강의	ka̠ːŋɰi
강의를	kaŋɰiɾɯl
강의하다	ka̠ːŋɰiɦa̠da̠
강이나	kaŋina
강점	ka̠ŋtɕ͈ʌ̹m
강점	ka̠ːŋdʑʌ̹m
강점기	ka̠ːŋdʑʌ̹mgi
강점되다	ka̠ːŋdʑʌ̹mdwe̞da̠
강점하다	ka̠ːŋdʑʌ̹mɦa̠da̠
강정	ka̠ŋdʑʌ̹ŋ
강제	kaŋtɕɛ
강제	ka̠ːŋdʑe̞
강제로	kaŋtɕɛɾo
강제로	k͈aŋtɕɛɾo
강제수용소	ka̠ŋdʑe̞sʰujoŋsʰo̞
강제적으로	kaŋtɕɛdʑʌgɯɾo
강제적인	kaŋtɕɛdʑʌgin
강제징용자들의	kaŋtɕɛdʑiŋjoŋtɕadɯɾɰi
강제철거가	kaŋtɕɛtɕʰʌlkʌga
강제하는	kaŋtɕɛhanɯn
강제하야	kaŋtɕɛhaja
강조	ka̠ŋdʑo̞
강조하다	ka̠ŋdʑo̞ɦa̠da̠
강조한	kaŋtɕohan
강조해	kaŋtɕohɛ
강준치	ka̠ŋdʑuɲtɕʰi
강직한	kaŋtɕikʰan
강진과	kaŋtɕinkwa
강진이	kaŋtɕini
강창	ka̠ːŋtɕʰa̠ŋ
강철	ka̠ŋtɕʰʌ̹ɭ
강철만큼이나	kaŋtɕʰʌlmankʰɯmina
강청	ka̠ŋtɕʰʌ̹ŋ
강추	ka̠ŋtɕʰu
강타	ka̠ŋtʰa̠
강타하다	ka̠ŋtʰa̠ɦa̠da̠
강탈	ka̠ːŋtʰa̠ɭ
강퇴	ka̠ːŋtʰwe̞
강퇴시켜버릴	kaŋtʰwɛsikʰjʌbʌɾil
강판	ka̠ŋpʰa̠n
강판	ka̠ːŋpʰa̠n
강퍅	ka̠ŋpʰja̠k̚
강풍	ka̠ŋpʰuŋ
강풍을	kaŋpʰuŋɯl
강하	ka̠ŋɦa̠
강하게	kaŋhagɛ
강하다	ka̠ŋɦa̠da̠
강한	kaŋha
강한	kaŋhan
강행할	kaŋhɛŋhal
강화	kaŋhwa
강화	ka̠ŋβwa̠
강화도	ka̠ŋβwa̠do̞
강화될	kaŋhwadwɛl
강화를	k͈aŋhwaɾɯ
강화방안을	kaŋhwabaŋanɯl
강화시키는	kaŋhwasikʰinɯ
강화와	k͈aŋhwawa
강화하는	kaŋhwahanɯn
강화하다	ka̠ŋβwa̠ɦa̠da̠
강화한다는	kaŋhwahantanɯ
강화할	kaŋhwaha
강화했다고	kaŋhwahɛt̚t͈ago
강활	ka̠ŋβwa̠ɭ
강희자전	ka̠ŋʝidʑa̠dʑʌ̹n
갖	ka̠t̚
갖가지	ka̠t̚k͈a̠dʑi
갖고	k͈at̚k͈o
갖고도	kat̚k͈odo
갖기	k͈at̚k͈i
갖는	kannɯn
갖다	ka̠t̚t͈a̠
갖추다	ka̠t̚tɕʰuda̠
갖춘	kat̚tɕʰun
갖춰야	kat̚tɕʰwʌja
갗	ka̠t̚
같다고	k͈at̚t͈ago
같아서	k͈atʰasʌ
같았는데	katʰannɯntɛ
같으면	katʰɯmjʌn
같은	katʰɯ
같은	katʰɯl
같은	katʰɯn
같은	ka̠tʰɯn
같이	katɕʰi
같이	ka̠tɕʰi
같이하다	ka̠tɕʰiɦa̠da̠
같잖다	ka̠t̚tɕ͈a̠ntʰa̠
같지만	kat̚tɕ͈iman
갚다	ka̠p̚t͈a̠
갚아도	kapʰado
갚으면서	kapʰɯmjʌnsʌ
개	kɛ
개	kɛː
개	k͈ɛ
개가	kɛga
개가	kɛːga̠
개가	k͈ɛga
개각	kɛgak
개같다	kɛːga̠t̚t͈a̠
개걸	kɛːgʌ̹ɭ
개고기	kɛːgo̞gi
개국	kɛguk
개국	k͈ɛgu
개국	k͈ɛguk
개국가	k͈ɛguk̚k͈a
개기장	kɛːgidʑa̠ŋ
개꿈	kɛːk͈um
개꿩	kɛːk͈wʌ̹ŋ
개나	kɛna
개나리꽃	kɛːna̠ɾik͈o̞t̚
개념이	kɛnjʌmi
개는	k͈ɛnɯn
개다	kɛːda̠
개독교	kɛːdo̞k̚k͈jo
개들을	kɛdɯɾɯl
개들의	kɛdɯɾɰi
개똥벌레	kɛːt͈o̞ŋbʌ̹ɭɭe̞
개랑	kɛɾaŋ
개량	kɛːɾja̠ŋ
개량하다	kɛːɾja̠ŋɦa̠da̠
개로	kɛɾo
개로	k͈ɛɾo
개를	kɛɾɯl
개를	k͈ɛɾɯl
개마고원	kɛːma̠go̞wʌ̹n
개만	kɛman
개명	kɛːmjʌ̹ŋ
개명되다	kɛːmjʌ̹ŋdwe̞da̠
개명하다	kɛːmjʌ̹ŋɦa̠da̠
개미	kɛːmi
개발	kɛbal
개발과	kɛbalkwa
개발도상국의	kɛbaltosaŋkugɰi
개발사	kɛbalsa
개발업체를	kɛbaɾʌp̚tɕʰɛɾɯl
개발에	kɛbaɾɛ
개발을	kɛbaɾɯl
개발툴이	kɛbaltʰuɾi
개발하고	kɛbalhago
개발한	kɛbalhan
개발할	kɛbalhal
개방돼	kɛbaŋtwɛ
개방적인	kɛbaŋtɕʌgin
개별기준	kɛbjʌlkidʑun
개비	kɛːbi
개뿔	kɛːp͈uɭ
개사	kɛːsʰa̠
개사곡	kɛːsʰa̠go̞k̚
개사되다	kɛːsʰa̠dwe̞da̠
개사하다	kɛːsʰa̠ɦa̠da̠
개선	kɛsʌn
개선되고	kɛsʌntwɛgo
개선되기를	kɛsʌntwɛgiɾɯl
개선되지	kɛsʌntwɛdʑi
개선문	kɛːsʰʌ̹nmun
개선에	kɛsʌnɛ
개선을	kɛsʌnɯl
개선이	kɛsʌni
개선하고자	kɛsʌnhagodʑa
개선하다	kɛːsʰʌ̹nɦa̠da̠
개선하자	kɛsʌnhadʑa
개선한다는	kɛsʌnhantanɯn
개설하고	kɛsʌlhago
개성	kɛsʌŋ
개성	kɛːsʰʌ̹ŋ
개성공단	kɛsʌŋkoŋtan
개성공단은	kɛsʌŋkoŋtanɯn
개성공단을	kɛsʌŋkoŋtanɯl
개성을	kɛsʌŋɯl
개소	kɛso
개소리	kɛːsʰo̞ɾi
개소주	kɛːsʰo̞dʑu
개시	kɛsi
개신교	kɛːɕʰingjo
개씩	k͈ɛs͈ik
개에	kɛɛ
개에서	kɛɛsʌ
개였던	k͈ɛjʌt̚t͈ʌn
개오동	kɛːo̞do̞ŋ
개와	kɛwa
개완	kɛːwa̠n
개요	kɛːjo
개원의사가	kɛwʌnɰisaga
개월	kɛwʌ
개월	kɛwʌl
개월	k͈ɛwʌ
개월	k͈ɛwʌl
개월간	kɛwʌlka
개월간	k͈ɛwʌlka
개월까지는	kɛwʌlk͈adʑinɯn
개월여간	k͈ɛwʌɾjʌgan
개월의	kɛwʌɾɰi
개월이	k͈ɛwʌɾi
개의	kɛɰi
개의	k͈ɛɰi
개의치	kɛɰitɕʰi
개인	kɛi
개인	kɛin
개인	kɛːin
개인기	kɛːingi
개인별	kɛinpjʌl
개인사를	kɛinsaɾɯl
개인사업자로	kɛinsaʌp̚tɕ͈aɾo
개인에	kɛinɛ
개인연금은	kɛinjʌnkɯmɯn
개인의	kɛinɰi
개인이	kɛini
개인이나	kɛinina
개인적으로	kɛintɕʌgɯɾo
개인적인	kɛintɕʌgi
개인적인	kɛintɕʌgin
개인주의	kɛːiɲdʑuɰi
개인택시	kɛintʰɛk̚s͈i
개인투자자의	kɛintʰudʑatɕaɰi
개입	kɛːip̚
개입했다는	kɛipʰɛt̚t͈anɯn
개자식	kɛːdʑa̠ɕʰik̚
개장	kɛːdʑa̠ŋ
개장국	kɛːdʑa̠ŋk͈uk̚
개전	kɛːdʑʌ̹n
개정	kɛːdʑʌ̹ŋ
개정	k͈ɛdʑʌŋ
개정돼야	kɛdʑʌŋtwɛja
개정된	kɛdʑʌŋtwɛ
개정안을	k͈ɛdʑʌŋanɯl
개정을	kɛdʑʌŋɯ
개정을	k͈ɛdʑʌŋɯl
개정판	kɛːdʑʌ̹ŋpʰa̠n
개조	kɛːdʑo̞
개조하다	kɛːdʑo̞ɦa̠da̠
개종이	kɛdʑoŋi
개지랄	kɛːdʑiɾa̠ɭ
개지랄하다	kɛːdʑiɾa̠ɾɦa̠da̠
개진이	kɛdʑini
개집	kɛːdʑip̚
개천	kɛːtɕʰʌ̹n
개체	kɛːtɕʰe̞
개최	kɛtɕʰwɛ
개최를	kɛtɕʰwɛɾɯl
개최와	kɛtɕʰwɛwa
개최하는	kɛtɕʰwɛhanɯn
개통	kɛtʰoŋ
개통했는데	kɛtʰoŋhɛnnɯntɛ
개판	kɛːpʰa̠n
개편	kɛpʰjʌn
개편도	k͈ɛpʰjʌnto
개편됐고	kɛpʰjʌntwɛt̚k͈o
개편안을	kɛpʰjʌnanɯl
개편작업에	kɛpʰjʌntɕagʌbɛ
개편하게	kɛpʰjʌnhagɛ
개한민국	kɛːɦa̠nminguk̚
개함하는	kɛhamhanɯn
개헌	kɛhʌn
개헌으로	kɛhʌnɯɾo
개혁	kɛːʝʌ̹k̚
개혁개방의	kɛhjʌk̚k͈ɛbaŋɰi
개혁안과	kɛhjʌgankwa
개혁의	kɛhjʌgɰi
개혁이	kɛhjʌgi
개회나무	kɛːβwe̞na̠mu
갠	kɛ
갤럭시	kɛllʌk̚s͈i
갯과	kɛːt̚k͈wa̠
갯벌에서	kɛt̚p͈ʌɾɛsʌ
갱가리	kɛːŋga̠ɾi
갱지	kɛːŋdʑi
갸름하다	kja̠ɾɯmɦa̠da̠
갸울다	kja̠uɭda̠
갸웃	kja̠ut̚
갸웃거리다	kja̠ut̚k͈ʌ̹ɾida̠
갹출	kja̠k̚tɕʰuɭ
갹출하다	kja̠k̚tɕʰuɾɦa̠da̠
거	kʌ
거	kʌ̹
거	k͈ʌ
거구	kɘːgu
거국중립내각	kʌguk̚tɕ͈uŋnimnɛgak
거기	kʌgi
거기	kʌ̹gi
거기서	kʌgisʌ
거기엔	kʌgiɛn
거꾸러지다	kʌ̹k͈uɾʌ̹dʑida̠
거꾸로	kʌ̹k͈uɾo̞
거냐고	k͈ʌnjago
거년	kɘːɲʌ̹n
거담제	kɘːda̠mdʑe̞
거대양당의	kʌdɛjaŋtaŋɰi
거대한	kʌdɛha
거대한	kʌdɛhan
거동	kɘːdo̞ŋ
거동하다	kɘːdo̞ŋɦa̠da̠
거두어	kʌduʌ
거두절미	kɘːdudʑʌ̹ɭmi
거둔	kʌdu
거둬	kʌdwʌ
거뒀던	kʌdwʌt̚t͈ʌn
거들다	kɘːdɯɭda̠
거듭	kʌdɯp
거듭씨	kʌ̹dɯpɕ͈i
거듭하고	kʌdɯpʰago
거듭홀소리	kʌ̹dɯpʰo̞ɭsʰo̞ɾi
거뜨다	kʌ̹t͈ɯda̠
거라고	k͈ʌɾago
거라는	k͈ʌɾanɯ
거란	kʌ̹ɾa̠n
거래	k͈ʌɾɛ
거래가	kʌɾɛga
거래도	kʌɾɛdo
거래되고	kʌɾɛdwɛgo
거래량이	kʌɾɛljaŋi
거래를	kʌɾɛlɯl
거래선	kʌɾɛsʌn
거론되고	kʌɾontwɛgo
거론한	kʌɾonha
거류	kʌ̹ɾju
거르다	kʌ̹ɾɯda̠
거를	kʌɾɯl
거리	kɘːɾi
거리	kʌ̹ɾi
거리가	kʌɾiga
거리는	kʌɾinɯn
거리는	k͈ʌɾinɯ
거리로	kʌɾilo
거리를	kʌɾilɯl
거리에	kʌɾiɛ
거리의	kʌɾiɰi
거릿모테이	kʌ̹ɾinmo̞tʰe̞i
거만	kɘːma̠n
거머리	kɘːmʌ̹ɾi
거문고	kʌ̹mungo̞
거문고자리	kʌ̹mungo̞dʑa̠ɾi
거문도	kɘːmundo̞
거미가	kʌmiga
거미줄은	kʌmidʑuɾɯ
거미줄처럼	kʌmidʑultɕʰʌɾʌ
거부	kɘːbu
거부	kʌbu
거부감	kɘːbuga̠m
거부당한	kʌbudaŋhan
거부되다	kɘːbudwe̞da̠
거부를	k͈ʌbuɾɯ
거부하고	kʌbuhago
거부하는	kʌbuhanɯ
거부하는	kʌbuhanɯn
거부하다	kɘːbuɦa̠da̠
거부하면	kʌbuhamjʌ
거부한다고	kʌbuhantago
거부한다는	kʌbuhantanɯn
거부해야	kʌbuhɛja
거북	kʌ̹buk̚
거북선	kʌ̹buks͈ʌ̹n
거서간	kʌ̹sʰʌ̹ga̠n
거성	kɘːsʰʌ̹ŋ
거성불연삼	kɘːsʰʌ̹ŋbuɾjʌ̹nsʰa̠m
거세	kɘːsʰe̞
거세다	kʌ̹sʰe̞da̠
거세지고	kʌsɛdʑigo
거세질	kʌsɛdʑil
거센	kʌsɛn
거센소리	kʌ̹sʰe̞nsʰo̞ɾi
거스러미	kʌ̹sʰɯɾʌ̹mi
거스르는	kʌsɯɾɯnɯn
거스르다	kʌ̹sʰɯɾɯda̠
거스른	kʌsɯɾɯn
거스름돈	kʌ̹sʰɯɾɯmt͈o̞n
거슬러	kʌsɯllʌ
거슬리다	kʌ̹sʰɯʎʎida̠
거시기	kʌ̹ɕʰigi
거식증에	kʌsik̚tɕ͈ɯŋɛ
거실	kʌsil
거실에	kʌsiɾɛ
거액	kʌɛk
거액을	kʌɛgɯl
거액의	kʌɛgɰi
거야	kɘːja̠
거역	kɘːjʌ̹k̚
거역하다	kɘːjʌ̹kʰa̠da̠
거예요	kʌjɛjo
거울	kʌ̹uɭ
거웃	kʌ̹ut̚
거위	kʌ̹ɥi
거유	kɘːju
거의	kʌɰi
거의	kʌ̹ɰi
거이	kʌ̹i
거인	kɘːin
거자필반	kɘːdʑa̠pʰiɭba̠n
거장인	kʌdʑaŋi
거적	kɘːdʑʌ̹k̚
거적	kʌ̹dʑʌ̹k̚
거절	kɘːdʑʌ̹ɭ
거제시	kʌdʑɛsi
거제에	kʌdʑɛɛ
거죠	kʌdʑjo
거주자	kʌ̹dʑudʑa̠
거주하는	kʌdʑuhanɯn
거즈	kʌ̹dʑɯ
거지	kɘːdʑi
거지	kʌdʑi
거진	kʌ̹dʑin
거짓	kɘːdʑit̚
거짓말	kɘːdʑinma̠ɭ
거짓말하다	kɘːdʑinma̠ɾɦa̠da̠
거짓밖에	kʌdʑit̚p͈ak͈ɛ
거처	kʌtɕʰʌ
거처가	kʌtɕʰʌga
거천하다	kɘːtɕʰʌ̹nɦa̠da̠
거쳐	kʌtɕʰʌ
거쳐야	kʌtɕʰʌja
거취를	kʌtɕʰwiɾɯl
거치고	kʌtɕʰigo
거치는	kʌtɕʰinɯn
거치다	kʌ̹tɕʰida̠
거치지	kʌtɕʰidʑi
거친	kʌtɕʰin
거칠고	kʌtɕʰilko
거품	kʌpʰum
거품	kʌ̹pʰum
거품기	kʌ̹pʰumgi
거품이	kʌpʰumi
거품이	k͈ʌpʰumi
걱정	kʌk̚tɕ͈ʌŋ
걱정	kʌ̹k̚tɕ͈ʌ̹ŋ
걱정돼	kʌk̚tɕ͈ʌŋtwɛ
걱정되다	kʌ̹k̚tɕ͈ʌ̹ŋdwe̞da̠
걱정스럽다	kʌ̹k̚tɕ͈ʌ̹ŋsʰɯɾʌ̹p̚t͈a̠
걱정에	kʌk̚tɕ͈ʌŋɛ
걱정을	kʌk̚tɕ͈ʌŋɯl
걱정이	kʌk̚tɕ͈ʌŋi
걱정하는	kʌk̚tɕ͈ʌŋhanɯn
걱정하다	kʌ̹k̚tɕ͈ʌ̹ŋɦa̠da̠
걱정하지	kʌk̚tɕ͈ʌŋhadʑi
걱정할	kʌk̚tɕ͈ʌŋhal
건	kʌ
건	kʌn
건	k͈ʌ
건강	kɘːnga̠ŋ
건강	k͈ʌnkaŋ
건강검진을	kʌnkaŋkʌmtɕinɯl
건강보험을	kʌnkaŋpohʌmɯl
건강은	kʌnkaŋɯn
건강이	kʌnkaŋi
건강하다	kɘːnga̠ŋɦa̠da̠
건강하시기	kʌnkaŋhasigi
건강하시길	kʌnkaŋhasigi
건강함을	kʌnkaŋhamɯ
건강히	kɘːnga̠ŋʝi
건과	kʌ̹ngwa̠
건국대병원에서	kʌnkuk̚t͈ɛbjʌŋwʌnɛsʌ
건너	kʌnnʌ
건너	kʌ̹nnʌ̹
건너가다	kɘːnnʌ̹ga̠da̠
건너다	kɘːnnʌ̹da̠
건너오다	kɘːnnʌ̹o̞da̠
건너편	kɘːnnʌ̹pʰjʌ̹n
건넌편	kɘːnnʌ̹npʰjʌ̹n
건널목	kɘːnnʌ̹ɭmo̞k̚
건네다	kɘːnne̞da̠
건네줬다고	kʌnnɛdʑwʌt̚t͈ago
건넨	kʌnnɛn
건망증	kɘːnma̠ŋtɕ͈ɯŋ
건물	kʌnmul
건물의	kʌnmuɾɰi
건설업	kɘːnsʰʌ̹ɾʌ̹p̚
건수가	kʌnsuga
건에	kʌnɛ
건을	k͈ʌnɯl
건의	kɘːnɰi
건전하다	kɘːɲdʑʌ̹nɦa̠da̠
건조	kʌ̹ɲdʑo̞
건조	k͈ʌntɕo
건조기	kʌ̹ɲdʑo̞gi
건조하다	kɘːɲdʑo̞ɦa̠da̠
건조하다	kʌ̹ɲdʑo̞ɦa̠da̠
건지다	kʌ̹ɲdʑida̠
건초	kʌ̹ɲtɕʰo̞
건축을	kʌntɕʰugɯl
건포도	kʌ̹npʰo̞do̞
걷고	kʌt̚k͈o
걷기	kɘːt̚k͈i
걷는	kʌnnɯn
걷다	kɘːt̚t͈a̠
걷다	kʌ̹t̚t͈a̠
걷히다	kʌ̹tɕʰida̠
걸	kʌ
걸	kʌl
걸	kʌ̹ɭ
걸그룹	kʌ̹ɭgɯɾup̚
걸다	kɘːɭda̠
걸레	kʌ̹ɭɭe̞
걸려	kʌlljʌ
걸로	kʌllo
걸리는데	kʌllinɯntɛ
걸리다	kʌ̹ʎʎida̠
걸리지	kʌllidʑi
걸릴	kʌlli
걸림갈음이름씨	kʌ̹ʎʎimga̠ɾɯmiɾɯmɕ͈i
걸림씨	kʌ̹ʎʎimɕ͈i
걸상	kɘːɭsʰa̠ŋ
걸신	kʌ̹ɭɕ͈in
걸어가야	kʌɾʌgaja
걸어서	kʌɾʌsʌ
걸어오다	kʌ̹ɾʌ̹o̞da̠
걸었다는	kʌɾʌt̚t͈anɯn
걸우다	kʌ̹ɾuda̠
걸음	kʌɾɯm
걸작	kʌ̹ʎtɕ͈a̠k̚
걸프렌드	kʌ̹ɭpʰɯɾe̞ndɯ
걸핏	kʌ̹ɭpʰit̚
걸핏걸핏	kʌ̹ɭpʰit̚k͈ʌ̹ɭpʰit̚
검	kɘːm
검거	kɘːmgʌ̹
검거	kʌmkʌ
검거를	kʌmkʌɾɯl
검거하다	kɘːmgʌ̹ɦa̠da̠
검다	kɘːmt͈a̠
검도	kɘːmdo̞
검둥오리	kʌ̹mduŋo̞ɾi
검둥이	kʌ̹mduŋi
검문소	kɘːmmunsʰo̞
검버섯	kʌ̹mbʌ̹sʰʌ̹t̚
검붉은	kʌmpulkɯn
검사	kɘːmsʰa̠
검사	kʌmsa
검사들이	kʌmsadɯɾi
검사를	kʌmsaɾɯl
검사를	k͈ʌmsaɾɯl
검사장과	kʌmsadʑaŋkwa
검사하기	kʌmsahagi
검사하다	kɘːmsʰa̠ɦa̠da̠
검소하다	kɘːmsʰo̞ɦa̠da̠
검술	kɘːmsʰuɭ
검스	kʌ̹ms͈ɯ
검시	kɘːmɕʰi
검양옻나무	kʌ̹mja̠ŋo̞nna̠mu
검역	kɘːmjʌ̹k̚
검역하다	kɘːmjʌ̹kʰa̠da̠
검열	kɘːmɲʌ̹ɭ
검열되다	kɘːmɲʌ̹ɭdwe̞da̠
검열하다	kɘːmɲʌ̹ɾɦa̠da̠
검은	kʌmɯn
검은	kʌ̹mɯn
검은금	kʌ̹mɯngɯm
검은담비	kʌ̹mɯnda̠mbi
검은등자칼	kʌ̹mɯndɯŋdʑa̠kʰa̠ɭ
검은딸기	kʌ̹mɯnt͈a̠ɭgi
검은머리흰따오기	kʌ̹mɯnmʌ̹ɾiʝint͈a̠o̞gi
검은머리흰죽지	kʌ̹mɯnmʌ̹ɾiʝiɲdʑuk̚tɕ͈i
검은목논병아리	kʌ̹mɯnmo̞ŋno̞nbjʌ̹ŋa̠ɾi
검은목두루미	kʌ̹mɯnmo̞k̚t͈uɾumi
검은무리	kʌ̹mɯnmuɾi
검은색	kʌmɯnsɛk
검은색과	kʌmɯnsɛk̚k͈wa
검은지빠귀	kʌ̹mɯɲdʑip͈a̠gɥi
검은코뿔소	kʌ̹mɯnkʰo̞p͈uɭsʰo̞
검인정	kʌmintɕʌŋ
검정	kʌmtɕʌŋ
검정	kʌ̹mdʑʌ̹ŋ
검정교과서는	kʌmtɕʌŋkjogwasʌnɯn
검정망둑	kʌ̹mdʑʌ̹ŋma̠ŋduk̚
검정파리	kʌ̹mdʑʌ̹ŋpʰa̠ɾi
검증	kɘːmdʑɯŋ
검증된	kʌmtɕɯŋtwɛ
검증이	kʌmtɕɯŋi
검증이라도	kʌmtɕɯŋiɾado
검진	kɘːmdʑin
검질기다	kɘːmdʑiɭgida̠
검찰	kɘːmtɕʰa̠ɭ
검찰	kʌmtɕʰal
검찰과	kʌmtɕʰalkwa
검찰수사를	kʌmtɕʰalsusaɾɯl
검찰수사에	kʌmtɕʰalsusaɛ
검찰에	kʌmtɕʰaɾɛ
검찰에서	kʌmtɕʰaɾɛsʌ
검찰은	kʌmtɕʰaɾɯ
검찰은	kʌmtɕʰaɾɯn
검찰을	kʌmtɕʰaɾɯl
검찰의	kʌmtɕʰaɾɰi
검찰이	kʌmtɕʰaɾi
검찰이	k͈ʌmtɕʰaɾi
검찰조사에서	kʌmtɕʰaltɕosaɛsʌ
검찰조직을	kʌmtɕʰaltɕodʑigɯl
검찰총장은	kʌmtɕʰaltɕʰoŋtɕaŋɯn
검출	kɘːmtɕʰuɭ
검출되다	kɘːmtɕʰuɭdwe̞da̠
검출하다	kɘːmtɕʰuɾɦa̠da̠
검토	kɘːmtʰo̞
검토	kʌmtʰo
검토되고	kʌmtʰodwɛgo
검토되었을	kʌmtʰodwɛʌs͈ɯl
검토하기로	kʌmtʰohagiɾo
검토해보라는	kʌmtʰohɛboɾanɯ
검토했던	kʌmtʰohɛt̚t͈ʌn
검투사	kɘːmtʰusʰa̠
검푸르다	kɘːmpʰuɾɯda̠
겁	kʌ̹p̚
겁나다	kʌ̹mna̠da̠
겁먹다	kʌ̹mmʌ̹k̚t͈a̠
겁박	kʌ̹p̚p͈a̠k̚
겁박해	kʌp̚p͈akʰɛ
것	kʌ
것	kʌn
것	k͈ʌ
것	k͈ʌt
것도	k͈ʌt̚t͈o
것뿐만	kʌt̚p͈unma
것은	kʌsɯ
것은	kʌsɯn
것을	kʌsɯ
것을	kʌsɯl
것을	k͈ʌsɯ
것을	k͈ʌsɯl
것이	k͈ʌsi
것인가의	k͈ʌsinkaɰi
것인지	k͈ʌsintɕi
것처럼	kʌt̚tɕʰʌɾʌ
것처럼	kʌt̚tɕʰʌɾʌm
겉	kʌ̹t̚
겉멋	kʌ̹nmʌ̹t̚
겉옷	kʌ̹do̞t̚
겉으로	kʌtʰɯɾo
겉으로는	kʌtʰɯɾonɯ
겉장	kʌ̹t̚tɕ͈a̠ŋ
겉핥다	kʌ̹tʰa̠ɭt͈a̠
게	ke̞
게	ke̞ː
게	kɛ
게	k͈ɛ
게놈	ke̞no̞m
게니자	ke̞nidʑa̠
게다	ke̞da̠
게다가	ke̞da̠ga̠
게롭다	ke̞ɾo̞p̚t͈a̠
게르마늄	ke̞ɾɯma̠ɲum
게르만	ke̞ɾɯma̠n
게릴라	ke̞ɾiɭɭa̠
게사니	ke̞sʰa̠ni
게스트하우스	ke̞sʰɯtʰɯɦa̠usʰɯ
게시	ke̞ːɕʰi
게시되다	ke̞ːɕʰidwe̞da̠
게시판	ke̞ːɕʰipʰa̠n
게시판에	kɛsipʰanɛ
게시판에	k͈ɛsipʰanɛ
게시판을	kɛsipʰanɯl
게시하다	ke̞ːɕʰiɦa̠da̠
게양	ke̞ːja̠ŋ
게양되다	ke̞ːja̠ŋdwe̞da̠
게양하다	ke̞ːja̠ŋɦa̠da̠
게우다	ke̞uda̠
게으르다	ke̞ɯɾɯda̠
게으름	ke̞ɯɾɯm
게이	ke̞i
게이기	ke̞igi
게이다	ke̞ida̠
게이샤	ke̞iɕʰa̠
게이츠는	kɛitɕʰɯnɯn
게이트	ke̞itʰɯ
게이트의	kɛitʰɯɰi
게임	kɛim
게임기	k͈e̞imgi
게임머니를	kɛimmʌniɾɯl
게임성	k͈e̞imsʰʌ̹ŋ
게임을	kɛimɯl
게임이	kɛimi
게장	ke̞ːdʑa̠ŋ
게재하거나	kɛdʑɛhagʌna
게젓	ke̞dʑʌ̹t̚
게타	k͈e̞tʰa̠
게톱치	ke̞tʰo̞p̚tɕʰi
게하	ke̞ɦa̠
겐마이차	ke̞nma̠itɕʰa̠
겜	k͈e̞m
겨	kjʌ̹
