'day	daɪ̯
dinamarka	dɪnɐmaɾkɐ
dinglasan	dɪnlasɐn
diokno	dʒokno
dionisio	dʒoniʃo
dipasupil	dɪpɐsupɪl
dipolog	dɪpoloɡ
disyembre	dɪʃɛmbɾɛ
divinagracia	dɪbinɐɡɾaʃɐ
divinagracia	dɪvinɐɡɾaʃɐ
diyawa	dʒawɐ
diyos	dʒos
dizon	dison
dizon	dizon
diño	diɲo
docena	dosɛnɐ
doktor	doktoɾ
doktora	doktoɾɐ
dolores	doloɾɛs
domantay	domɐntaɪ̯
domeng	domɛŋ
dominador	domɪnɐdoɾ
dominggo	domiŋɡo
domingo	domiŋɡo
dominguez	domiŋɡɛs
dominikano	domɪnɪxano
don	don
dorothy	doɾotɪ
drakula	dɾaxʊlɐ
du	du
dublin	dablɪn
dublin	dublɪn
ducut	duxʊt
dueñas	dwɛɲɐs
dulay	dulaɪ̯
dumaguete	dʊmɐɣɛtɛ
dumaguing	dʊmaɣɪŋ
dumlao	dʊmlaʊ̯
dumpit	dʊmpit
durante	dʊɾantɛ
dwight	dwaɪ̯t
dy	di
e	ɛ
e	ʔɛ
e	ʔɪ
eba	ʔɛbɐ
ebanghelyo	ʔɛbɐŋhɛljo
ebreo	ʔɛbɾɛo
echague	ʔɛtʃaɣɛ
echano	ʔɛtʃano
echegaray	ʔɛtʃɛɣɐɾaɪ̯
echevarria	ʔɛtʃɛbaɾjɐ
echevarria	ʔɛtʃɛvaɾjɐ
echiverri	ʔɛtʃɪbɛɾɪ
echiverri	ʔɛtʃɪvɛɾɪ
eden	ʔɛdɛn
edison	ʔɛdɪson
edna	ʔɛdnɐ
edrada	ʔɛdɾadɐ
efren	ʔɛfɾɛn
efren	ʔɛpɾɛn
eguia	ʔɛɣiɐ
ehipto	ʔɛhipto
ekwador	ʔɛkwɐdoɾ
elamparo	ʔɛlampɐɾo
elcano	ʔɛlkano
elefante	ʔɛlɛfantɛ
elefante	ʔɛlɛpantɛ
elena	ʔɛlɛnɐ
elenita	ʔɛlɛnitɐ
eliseo	ʔɛlɪsɛo
elizaga	ʔɛlɪsaɣɐ
elizaga	ʔɛlɪzaɣɐ
elizalde	ʔɛlɪzaldɛ
elorde	ʔɛloɾdɛ
eloriaga	ʔɛloɾjaɣɐ
emeterio	ʔɛmɛtɛɾjo
emiko	ʔɛmixo
emily	ʔɛmɪlɪ
emma	ʔɛmɐ
emong	ʔɛmoŋ
emperador	ʔɛmpɛɾɐdoɾ
emperadora	ʔɛmpɛɾɐdoɾɐ
encarnacion	ʔɛŋkɐɾnɐʃon
encarnado	ʔɛŋkɐɾnado
encinas	ʔɛnsinɐs
endaya	ʔɛndajɐ
endozo	ʔɛndoso
endozo	ʔɛndozo
endrinal	ʔɛndɾɪnal
enero	ʔɛnɛɾo
enriquez	ʔɛnɾixɛs
ensano	ʔɛnsano
enteng	ʔɛntɛŋ
epikureismo	ʔɛpɪxʊɾɛismo
epipanya	ʔɛpɪpaɲɐ
erfe	ʔɛɾfɛ
erfe	ʔɛɾpɛ
escalante	ʔɛskɐlantɛ
escalona	ʔɛskɐlonɐ
escamillas	ʔɛskɐmiljɐs
escaño	ʔɛskaɲo
escovido	ʔɛskobido
escovido	ʔɛskovido
escuadro	ʔɛskwadɾo
escueta	ʔɛskwɛtɐ
esguerra	ʔɛsɡɛɾɐ
eskorpiyo	ʔɛskoɾpjo
eskosya	ʔɛskoʃɐ
eslobakya	ʔɛslobakjɐ
eslobenya	ʔɛslobɛɲɐ
espanya	ʔɛspaɲɐ
espanyol	ʔɛspɐɲol
espanyola	ʔɛspɐɲolɐ
españa	ʔɛspaɲɐ
espeleta	ʔɛspɛlɛtɐ
esperanto	ʔɛspɛɾanto
espina	ʔɛspinɐ
espino	ʔɛspino
espinoza	ʔɛspɪnosɐ
espinoza	ʔɛspɪnozɐ
espiritu	ʔɛspiɾɪtʊ
esquivel	ʔɛskɪbɛl
esquivel	ʔɛskɪvɛl
estabillo	ʔɛstɐbiljo
este	ʔɛstɛ
estigoy	ʔɛstɪɣoɪ̯
estonya	ʔɛstoɲɐ
estrada	ʔɛstɾadɐ
estrella	ʔɛstɾɛljɐ
etiyopiya	ʔɛtʃopiɐ
eugenio	jʊhɛɲo
eugenio	ʔɛʊ̯hɛɲo
eukaristiya	jʊxɐɾistʃɐ
eukaristiya	jʊxɐɾɪstiɐ
euklides	jʊklidɛs
euklides	ʔɛʊ̯klidɛs
eva	ʔɛbɐ
eva	ʔɛvɐ
evangeline	ʔɛvandʒɛlɪn
evangelista	ʔɛbɐŋhɛlistɐ
evangelista	ʔɛvɐŋhɛlistɐ
evasco	ʔɛbasko
evasco	ʔɛvasko
exconde	ʔɛkskondɛ
ezra	ʔɛsɾɐ
ezra	ʔɛzɾɐ
f	f
f	p
f	ʔɛf
f	ʔɛfɛ
f	ʔɛp
f	ʔɛpɛ
fabregas	fabɾɛɣɐs
fabregas	pabɾɛɣɐs
fabros	fabɾos
fabros	pabɾos
facebook	fɛɪ̯sbʊk
facebook	pɛɪ̯sbʊk
faith	fɛɪ̯t
faith	pɛɪ̯t
fajardo	fɐhaɾdo
fajardo	pɐhaɾdo
fajiculay	fɐhɪxʊlaɪ̯
fajiculay	pɐhɪxʊlaɪ̯
falcon	fɐlkon
falcon	pɐlkon
faltado	fɐltado
faltado	pɐltado
fandiño	fɐndiɲo
fariñas	fɐɾiɲɐs
fariñas	pɐɾiɲɐs
farrales	fɐɾalɛs
farrales	pɐɾalɛs
feliciano	fɛlɪʃano
feliciano	pɛlɪʃano
felicidad	fɛlɪsɪdad
felicidad	pɛlɪsɪdad
felicity	fɛlisɪtɪ
felicity	pɛlisɪtɪ
feling	fɛliŋ
feling	pɛliŋ
fely	fɛlɪ
fely	pɛlɪ
ferdie	fɛɾdɪ
ferdie	pɛɾdɪ
ferido	fɛɾido
ferido	pɛɾido
fernandez	fɛɾnandɛs
fernandez	pɛɾnandɛs
fernando	fɛɾnando
ferrer	fɛɾɛɾ
ferriols	fɛɾjols
ferriols	pɛɾjols
ferrol	fɛɾol
ferrol	pɛɾol
festejo	fɛstɛho
festejo	pɛstɛho
fidel	fɪdɛl
fidel	pɪdɛl
figueras	fɪɣɛɾɐs
figueras	pɪɣɛɾɐs
figueroa	fɪɣɛɾoɐ
figueroa	pɪɣɛɾoɐ
filipina	fɪlɪpinɐ
filipina	pɪlɪpinɐ
filipinas	fɪlɪpinɐs
filipinas	pɪlɪpinɐs
filipino	fɪlɪpino
filipino	pɪlɪpino
fiscal	fɪskal
flojo	floho
flojo	ploho
flora	floɾɐ
flora	ploɾɐ
florence	floɾɛns
florence	ploɾɛns
florendo	floɾɛndo
florendo	ploɾɛndo
flores	floɾɛs
flores	ploɾɛs
fojas	fohɐs
fojas	pohɐs
fonacier	fonɐʃɛɾ
fontanilla	fontɐniljɐ
fontelera	fontɛlɛɾɐ
fontelera	pontɛlɛɾɐ
fontillas	fontiljɐs
fontillas	pontiljɐs
forteza	foɾtɛzɐ
forteza	poɾtɛsɐ
fortich	foɾtɪtʃ
francisca	fɾɐnsiskɐ
francisco	fɾɐnsisko
francisco	pɾɐnsisko
franco	fɾaŋko
franco	pɾaŋko
frias	fɾiɐs
froilan	fɾoɪ̯lɐn
froilan	pɾoɪ̯lɐn
fronda	fɾondɐ
fronda	pɾondɐ
fuentebella	fwɛntɛbɛljɐ
fuentebella	pwɛntɛbɛljɐ
fuentes	fwɛntɛs
fuentes	pwɛntɛs
fujihara	fʊdʒɪhaɾɐ
fujii	fudʒɪ
fujii	pudʒɪ
fujimori	fʊdʒɪmoɾɪ
fujimori	pʊdʒɪmoɾɪ
fujimoto	fʊdʒɪmoto
fujimoto	pʊdʒɪmoto
fujinami	fʊdʒɪnamɪ
fujinami	pʊdʒɪnamɪ
fukien	fukjɛn
fukien	pukjɛn
fukushima	fʊxʊʃɪmɐ
fukushima	pʊxʊʃɪmɐ
fulgencio	fʊlhɛnʃo
fulgencio	pʊlhɛnʃo
fung	fuŋ
furagganan	fʊɾɐɡɡanɐn
furuichi	fʊɾwitʃɪ
g	dʒ
g	dʒɪ
g	h
g	hɛ
g	s
g	ɡ
g	ɡɐ
g	ɣ
gg	dʒidʒɪ
gi	dʒiʔaɪ̯
gro	dʒiʔɐɾʔo
gabaldon	ɡɐbɐldon
gabon	ɡɐbon
gabriel	ɡɐbɾjɛl
gabrielle	ɡɐbɾjɛl
gacula	ɡaxʊlɐ
gacusan	ɡɐxusɐn
gacutan	ɡɐxutɐn
gaffud	ɡafʊd
gaffud	ɡapʊd
gail	ɡɛɪ̯l
galang	ɡalɐŋ
gales	ɡalɛs
gales	ɡɐlɛs
gallardo	ɡɐljaɾdo
gallo	ɡaljo
galura	ɡɐluɾɐ
gamboa	ɡɐmboɐ
gamiao	ɡamjaʊ̯
gan	ɡan
gancayco	ɡɐŋkaɪ̯xo
ganzon	ɡɐnson
ganzon	ɡɐnzon
gao	ɡaʊ̯
gaoiran	ɡɐwiɾɐn
gapan	ɡɐpan
gapo	ɡɐpo
garay	ɡɐɾaɪ̯
garces	ɡaɾsɛs
garchitorena	ɡɐɾtʃɪtoɾɛnɐ
garcia	ɡɐɾsiɐ
garciano	ɡɐɾʃano
gascon	ɡɐskon
gaston	ɡɐston
gat	ɡat
gatan	ɡatɐn
gatbonton	ɡɐtbonton
gatchalian	ɡɐtʃɐljan
gatdula	ɡɐtdulɐʔ
gatmaitan	ɡɐtmaɪ̯tan
gavilan	ɡɐbɪlan
gavilan	ɡɐvɪlan
gaviola	ɡɐbjolɐ
gaviola	ɡɐvjolɐ
gay	ɡɛɪ̯
gemma	dʒɛmɐ
geraldine	dʒɛɾɐldin
gerda	ɡɛɾdɐ
gerodias	hɛɾodiɐs
gerodias	hɛɾodʒɐs
geron	hɛɾon
geronimo	hɛɾonɪmo
gilberto	hɪlbɛɾto
gilberto	ɡɪlbɛɾto
giligoryo	ɡɪlɪɣoɾjo
gina	dʒinɐ
ginang	ɡinɐŋ
gining	ɡinɪŋ
ginoo	ɡɪnoʔo
giron	hɪɾon
gloria	ɡloɾjɐ
go	ɡo
godiñez	ɡodiɲɛs
godoy	ɡodoɪ̯
goh	ɡo
gomburza	ɡombuɾsɐ
gomburza	ɡombuɾzɐ
gomez	ɡomɛs
gonda	ɡondɐ
gonzaga	ɡonsaɣɐ
gonzaga	ɡonzaɣɐ
gonzales	ɡonsalɛs
gonzales	ɡonzalɛs
gorospe	ɡoɾospɛ
gorriceta	ɡoɾɪsɛtɐ
goryo	ɡoɾjo
gotamco	ɡotamko
gotiko	ɡotɪxo
goyong	ɡojoŋ
gozon	ɡoson
gozon	ɡozon
grace	ɡɾɛɪ̯s
gregorio	ɡɾɛɣoɾjo
gregoryano	ɡɾɛɣoɾjano
gresya	ɡɾɛʃɐ
griyega	ɡɾjɛɣɐ
griyego	ɡɾjɛɣo
guagua	ɡwaɡwɐ
guanzon	ɡwɐnson
guanzon	ɡwɐnzon
gubat	ɡubɐt
guerra	ɡɛɾɐ
guerrero	ɡɛɾɛɾo
guevara	ɡɛbaɾɐ
guevara	ɡɛvaɾɐ
guevarra	ɡɛbaɾɐ
guevarra	ɡɛvaɾɐ
guico	ɡixo
guico	ɡwixo
guidote	ɡɪdotɛ
guillermo	ɡɪljɛɾmo
guimaras	ɡɪmɐɾas
guimba	ɡimbɐ
guinayangan	ɡɪnɐjaŋɐn
guingona	ɡɪŋɡonɐ
guinhawa	ɡɪnhawɐ
guinhawa	ɡɪnhawɐʔ
guinto	ɡinto
guiuan	ɡiwɐn
gulod	ɡulod
gumaca	ɡʊmaxɐ
gumapac	ɡʊmapɐk
gumiran	ɡʊmiɾɐn
gupit	ɡʊpit
guwam	ɡwam
guwatemala	ɡwɐtɛmalɐ
guzman	ɡʊsman
g̃	ŋ
h	h
h	hɐ
h	ʔatʃɛ
h	ʔɛɪ̯tʃ
haba	habɐ
habanes	hɐbɐnɛs
habanesa	hɐbɐnɛsɐ
hagonoy	hɐɣonoɪ̯
halasan	hɐlasɐn
halili	hɐlilɪ
halimaw	hɐlimaʊ̯
hamayka	hɐmaɪ̯xɐ
hamtic	hɐmtik
hanako	hɐnaxo
hannah	hanɐ
hanunuo	hanʊnuʔo
hapon	hɐpon
hapones	hɐponɛs
haponesa	hɐponɛsɐ
hari	haɾɪʔ
haruko	haɾʊxo
hasegawa	hɐsɛɣawɐ
hatague	hɐtaɣɛ
hatsuko	hɐtsuxo
hau	haʊ̯
haw	haʊ̯
haway	hɐwaɪ̯
hawayana	hɐwɐjanɐ
hawayano	hɐwɐjano
hayag	hajɐɡ
hayashi	hɐjaʃɪ
hazel	hɛɪ̯sɛl
hazel	hɛɪ̯zɛl
heather	hɛdɛɾ
hehoba	hɛhobɐ
hekasi	hɛxɐsɪ
helen	hɛlɛn
heminis	hɛmɪnɪs
henesis	hɛnɛsɪs
heng	hɛŋ
henry	hɛnɾɪ
henson	hɛnson
heoba	hɛoba
heorhiya	hɛoɾhɪɐ
herminio	hɛɾmiɲo
hermogenes	hɛɾmohɛnɛs
hermogenes	ʔɛɾmohɛnɛs
hermosa	hɛɾmosɐ
hernandez	hɛɾnandɛs
hernandez	ʔɛɾnandɛs
herradura	hɛɾɐduɾɐ
herradura	ʔɛɾɐduɾɐ
herusalem	hɛɾusɐlɛm
herusalem	hɛɾʊsɐlɛm
herusalen	hɛɾʊsɐlɛn
hesukristo	hɛsʊkɾisto
heswita	hɛswitɐ
hideo	hɪdɛo
hilario	hɪlaɾjo
hilda	hildɐ
hinduismo	hɪndwismo
hipolito	hɪpolɪto
hipolito	ʔɪpolɪto
hiroko	hɪɾoxo
hispanismo	hɪspɐnismo
hizon	hison
hizon	hizon
ho	ho
holandes	holɐndɛs
hong	hoŋ
hongkong	hoŋkoŋ
hontiveros	ʔontɪbɛɾos
hontiveros	ʔontɪvɛɾos
hope	hoʊ̯p
hortaleza	hoɾtɐlɛsɐ
hortaleza	hoɾtɐlɛzɐ
huang	hwaŋ
hudas	hudɐs
hudiyo	hʊdio
huk	huk
hukbalahap	hʊkbɐlɐhap
hulyo	huljo
humayao	hʊmajaʊ̯
hung	huŋ
hunyo	huɲo
hupiter	hupɪtɛɾ
huwana	hwanɐ
huwana	hwɐna
huwebes	hwɛbɛs
huwebes	wɛbɛs
hwan	hwɐn
hwang	hwɐŋ
i	ɪ
i	ʔaɪ̯
i	ʔɪ
iba	ʔibɐʔ
ibaloy	ʔɪbɐloɪ̯
ibarra	ʔɪbaɾɐ
ibañez	ʔɪbaɲɛs
icasiano	ʔɪxɐʃano
ichiro	ʔɪtʃiɾo
ifugao	ʔɪfʊɣaʊ̯
ifugao	ʔɪpʊɣaʊ̯
ignacio	ʔɪɡnaʃo
igorot	ʔɪɣoɾot
ikuko	ʔɪxuxo
ilagan	ʔɪlaɣɐn
ilao	ʔilaʊ̯
iligan	ʔɪliɣɐn
ilijan	ʔɪlihɐn
ilijan	ʔɪlɪhan
ilocos	ʔɪloxos
iloilo	ʔɪloʔilo
ilokana	ʔɪloxanɐ
ilokano	ʔɪloxano
iloko	ʔɪloxo
ilustre	ʔɪlustɾɛ
imperial	ʔɪmpɛɾjal
imus	ʔimʊs
indarapatra	ʔɪndɐɾɐpatɾɐ
indio	ʔindʒo
indio	ʔɪndʒo
indiya	ʔindʒɐ
indiyan	ʔindʒɐn
indiyana	ʔɪndʒanɐ
indiyano	ʔɪndʒano
indiyo	ʔɪndʒo
indoismo	ʔɪndoismo
indones	ʔɪndonɛs
indonesa	ʔɪndonɛsɐ
indonesya	ʔɪndonɛʃɐ
indotsina	ʔɪndotʃinɐ
infanta	ʔɪmfantɐ
infanta	ʔɪmpantɐ
infantahin	ʔɪmfɐntahɪn
infantahin	ʔɪmpɐntahɪn
infante	ʔɪmfantɛ
infante	ʔɪmpantɛ
inggo	ʔɪŋɡoʔ
inglatera	ʔɪŋɡlɐtɛɾɐ
ingles	ʔɪŋɡlɛs
inglesa	ʔɪŋɡlɛsɐ
inglesera	ʔɪŋɡlɛsɛɾɐ
inglesero	ʔɪŋɡlɛsɛɾo
ingson	ʔinson
inocencio	ʔɪnosɛnʃo
intramuros	ʔɪntɾɐmuɾos
intsik	ʔɪntʃik
ip	ʔip
ipil	ʔipɪl
irak	ʔɪɾak
iran	ʔɪɾan
irene	ʔaɪ̯ɾin
iriga	ʔɪɾɪɣa
irlanda	ʔɪɾlandɐ
irlandes	ʔɪɾlɐndɛs
irlandesa	ʔɪɾlɐndɛsɐ
isa	ʔisɐ
isabang	ʔɪsabɐŋ
isabel	ʔɪsɐbɛl
isabela	ʔɪsɐbɛlɐ
isagani	ʔɪsɐɣanɪ
isay	ʔisaɪ̯
isda	ʔɪsdaʔ
ishii	ʔiʃɪ
isidro	ʔɪsidɾo
isip	ʔisɪp
isko	ʔɪskoʔ
islam	ʔɪslam
islandiya	ʔɪslandʒɐ
islaw	ʔɪslaʊ̯
islobenya	ʔɪslobɛɲɐ
ismael	ʔɪsmɐʔɛl
ison	ʔison
ispanismo	ʔɪspɐnismo
israelita	ʔɪsɾɐʔɛlitɐ
ita	ʔitɐ
italya	ʔɪtaljɐ
italyana	ʔɪtɐljanɐ
italyano	ʔɪtɐljano
itawit	ʔɪtawɪt
itchon	ʔɪtʃon
itneg	ʔitnɛɡ
ituralde	ʔɪtʊɾaldɛ
iturralde	ʔɪtʊɾaldɛ
ivy	ʔaɪ̯bɪ
ivy	ʔaɪ̯vɪ
iñigo	ʔiɲɪɣo
iñigo	ʔɪɲiɣo
j	dʒ
j	dʒɛɪ̯
j	h
j	hotɐ
j	s
jacinto	hɐsinto
jacinto	kɐsinto
jalajala	hɐlɐhalɐ
jalandoni	hɐlɐndonɪ
jamisola	hɐmɪsolɐ
january	dʒɐɲwaɾɪ
jara	haɾɐ
jaramillo	hɐɾɐmiljo
jaranilla	hɐɾɐniljɐ
jaro	haɾo
jaruda	hɐɾudɐ
jasmine	dʒasmɪn
javier	hɐbjɛɾ
javier	hɐvjɛɾ
jefferson	dʒɛfɛɾson
jefferson	dʒɛpɛɾson
jimenez	hɪmɛnɛs
jiro	dʒiɾo
joaquin	hoɐxin
joaquin	wɐxin
jocson	dʒokson
jocson	hokson
joemar	dʒomɐɾ
jolo	holo
joma	dʒomɐ
jomalig	homalɪɡ
jomar	dʒomɐɾ
jomari	dʒomaɾɪ
jonald	dʒonɐld
jonas	honas
jose	hosɛ
josef	dʒosɛf
josef	hosɛp
josef	kʊsɛp
josemari	hosɛmɐɾi
josie	dʒoʊ̯sɪ
joson	hoson
jovellanos	hobɛljanos
jovellanos	hovɛljanos
jovencio	hobɛnʃo
jovencio	hovɛnʃo
jovito	hobito
jovito	hovito
joy	dʒoɪ̯
juan	hwan
juana	hwanɐ
juana	wanɐ
juarez	hwaɾɛs
jumarang	hʊmaɾɐŋ
junard	dʒunɐɹd
june	dʒun
junichi	dʒʊnitʃɪ
junsay	hʊnsaɪ̯
juntilla	hʊntiljɐ
jurado	hʊɾado
jusay	husaɪ̯
jusi	husɪ
justiniano	hʊstɪɲano
k	k
k	kɐ
k	kɛɪ̯
k	x
kbl	kɛɪ̯bɪʔɛl
kbp	kɛɪ̯bɪʔpi
ksp	kɛɪ̯ʔɛspɪ
ka	ka
ka	kaʔ
kabankalan	kɐbɐŋkɐlan
kabigting	kɐbɪɡtiŋ
kabikulan	kɐbixʊlɐn
kabikulan	kɐbɪxulɐn
kabiling	kɐbilɪŋ
kabisayaan	kɐbɪsɐjaʔɐn
kakristiyanuhan	kɐkɾɪstʃɐnuhɐn
kalantiaw	kɐlɐntʃaʊ̯
kalaw	kalaʊ̯
kalibo	kɐlibo
kaligayahan	kɐlɪɣɐjahɐn
kalilayan	kɐlɪlajɐn
kalookan	kɐloʔoxɐn
kalusugan	kɐlʊsuɣɐn
kamaliing	kɐmɐlɪʔiŋ
kamatayan	kɐmɐtajɐn
kamaynilaan	kɐmaɪ̯nɪlaʔɐn
kambal	kɐmbal
kambing	kɐmbiŋ
kambodya	kɐmbodʒɐ
kamuning	kɐmʊniŋ
kana	kɐnaʔ
kanada	kɐnɐda
kang	kaŋ
kankanaey	kɐŋkɐnaʔəɪ̯
kankanaey	kɐŋkɐnaʔɛɪ̯
kankanay	kɐŋkɐnaɪ̯
kankanaëy	kɐŋkɐnaʔəɪ̯
kanluran	kɐnluɾɐn
kano	kɐnoʔ
kanor	kɐnoɾ
kanoy	kɐnoɪ̯
kansas	kansɐs
kanser	kansɛɾ
kapampangan	kɐpɐmpaŋɐn
kapaskuhan	kɐpɐskʊhan
kapitan	kɐpɪtan
kapitolyo	kɐpɪtoljo
kaprikorniyo	kɐpɾɪxoɾɲo
kaputsino	kɐpʊtʃino
karding	kɐɾdiŋ
kardo	kaɾdo
karingal	kɐɾiŋɐl
karingal	kɐɾɪŋal
karmelita	kaɾmɛlitɐ
karuhatan	kɐɾʊhatɐn
karunungan	kɐɾʊnuŋɐn
kasilag	kɐsilɐɡ
kastila	kɐstilɐʔ
kastor	kɐstoɾ
katagalugan	kɐtɐɣɐluɣɐn
katatluhan	kɐtɐtlʊhan
katigbak	kɐtɪɡbak
katipunan	kɐtɪpunɐn
katipunero	kɐtɪpʊnɛɾo
katolika	kɐtolɪxɐ
katoliko	kɐtolɪxo
katolisismo	kɐtolɪsismo
kaunlaran	kɐʔʊnlɐɾan
kawi	kawɪ
kawit	kawɪt
kaye	kɛɪ̯
kayser	kaɪ̯sɛɾ
keiko	kɛɪ̯xo
kenji	kɛndʒɪ
kenji	kɛndʒɪʔ
kenya	kɛɲɐ
kenzo	kɛnzo
kerry	kɛɾɪ
khoo	ku
kiamzon	kjamson
kiko	kixo
kiko	kixoʔ
kikuko	kɪxuxo
king	kiŋ
kiyoko	kjoxo
ko	ko
koa	koɐ
koa	kwɐ
koji	kodʒɪ
kokoy	koxoɪ̯
kolombiya	kolombjɐ
kong	koŋ
konggo	koŋɡo
kongreso	koŋɡɾɛso
konyo	koɲo
kopina	kopinɐ
kopino	kopino
korea	koɾiɐ
korea	koɾɛɐ
koreana	koɾjanɐ
koreana	koɾɛanɐ
koreano	koɾjano
koreano	koɾɛano
korinto	koɾinto
koronadal	koɾonɐdal
kristiyanismo	kɾɪstʃɐnismo
kristiyano	kɾɪstʃano
kristo	kɾisto
kroasya	kɾoaʃɐ
kua	kuɐ
kua	kwɐ
kuba	kubɐ
kulalaying	kʊlɐlɐjiŋ
kulas	kʊlas
kumiko	kʊmixo
kumintang	kʊmɪntaŋ
kuniko	kʊnixo
kupido	kupɪdo
kurisma	kʊɾismɐ
kurisma	kʊɾɪsma
kurita	kʊɾitɐ
kuwaresma	kwɐɾɛsmɐ
kuwerbo	kwɛɾbo
kuya	kujɐ
kwok	kwok
kyoko	kjoxo
kyusi	kjusɪ
l	l
l	lɐ
l	ʔɛl
l	ʔɛlɛ
ll	j
ll	lj
ll	ʔɛljɛ
labastida	lɐbɐstidɐ
lacambra	lɐxambɾɐ
lacandola	lɐxɐndolɐ
lacanilao	lɐxɐnɪlaʊ̯
lacap	lɐxap
lacerna	lɐsɛɾnɐ
lacsamana	lɐksɐmanɐ
lacson	lakson
ladya	ladʒɐ
ladya	lɐdʒaʔ
lagdameo	lɐɡdɐmɛo
lagman	lɐɡman
lagmay	lɐɡmaɪ̯
laguna	lɐɣunɐ
lagunda	lɐɣundɐ
lagunday	lɐɣʊndaɪ̯
lakambini	lɐxɐmbinɪ
lakan	lɐxan
lalamunan	lɐlɐmunɐn
lam	lam
lanao	lanaʊ̯
lanao	lɐnaʊ̯
landicho	lɐnditʃo
landrito	lɐndɾito
langgam	laŋɡɐm
langkiwa	lɐŋkiwɐʔ
lansangan	lɐnsaŋɐn
lantican	lɐntixɐn
lanting	lɐntiŋ
lanuza	lɐnusɐ
lanuza	lɐnuzɐ
lao	laʊ̯
laoag	lɐwaɡ
laos	laʔos
lapeña	lɐpɛɲɐ
lapitan	lɐpitɐn
lapuz	lapʊs
laqui	laxɪ
laquindanum	lɐxɪndanʊm
lardizabal	lɐɾdɪzɐbal
larrazabal	lɐɾɐsɐbal
larrazabal	lɐɾɐzɐbal
lasam	lɐsam
lascano	lɐskano
lastimosa	lɐstɪmosɐ
lataya	lɐtajɐ
latayan	lɐtajɐn
latin	lɐtin
laude	laʊ̯dɛ
laurel	laʊ̯ɾɛl
lautinco	laʊ̯tiŋko
laviña	lɐbiɲɐ
laviña	lɐviɲɐ
lawag	lɐwaɡ
laxamana	lɐksɐmanɐ
layco	laɪ̯xo
laygo	laɪ̯ɣo
laylo	laɪ̯lo
layno	laɪ̯no
layson	laɪ̯son
lazaro	lasɐɾo
lazaro	lazɐɾo
lazarte	lɐsaɾtɛ
lazarte	lɐzaɾtɛ
lazatin	lɐsɐtin
lazatin	lɐzɐtin
leachon	lɛɐtʃon
ledesma	lɛdɛsmɐ
lee	li
legarda	lɛɣaɾdɐ
legaspi	lɛɣaspɪ
legazpi	lɛɣaspɪ
lemery	lɛmɛɾɪ
leo	lɛo
leodigario	ljodɪɣaɾjo
leodigario	lɛodɪɣaɾjo
leody	ljodɪ
leody	lɛodɪ
leong	lɛoŋ
leonor	lɛonoɾ
lerma	lɛɾmɐ
letlet	lɛtlɛt
leung	ljuŋ
leviste	lɛbistɛ
leviste	lɛvistɛ
lew	lu
leynes	lɛɪ̯nɛs
leyson	lɛɪ̯son
leyte	lɛɪ̯tɛ
li	li
libano	libɐno
libjo	lɪbhoʔ
libra	libɾɐ
librada	lɪbɾadɐ
libtong	lɪbtoŋ
libunao	lɪbunaʊ̯
libya	libjɐ
lichauco	lɪtʃaʊ̯xo
licup	lixʊp
ligao	lɪɣaʊ̯
lilia	liljɐ
liliw	liliʊ̯
lily	lilɪ
lim	lim
lima	limɐ
limcaoco	lɪmkaʊ̯xo
limjoco	lɪmhoxo
limon	lɪmon
lina	linɐ
linao	linaʊ̯
linatoc	lɪnatok
lindsay	lindsɛɪ̯
lingad	liŋɐd
linggo	lɪŋɡo
lingunan	lɪŋunɐn
liong	ljoŋ
lipa	lɪpa
liquigan	lɪxiɣɐn
lising	lɪsiŋ
litwanya	lɪtwaɲɐ
liu	lju
liwag	liwɐɡ
liwanag	lɪwanɐɡ
liyag	liɐɡ
lizada	lɪsadɐ
lizada	lɪzadɐ
llamas	ljamɐs
llanera	ljɐnɛɾɐ
llanes	ljanɛs
llanto	ljanto
llorente	ljoɾɛntɛ
lo	lo
locsin	loksin
logarta	loɣaɾtɐ
lojo	loho
lola	lolɐ
loleng	lolɛŋ
lolo	lolo
lomocso	lomokso
londres	londɾɛs
lontoc	lontok
loo	lu
lopez	lopɛs
lorenzana	loɾɛnsanɐ
lorenzana	loɾɛnzanɐ
lorico	loɾɪxo
lotlot	lotlot
lourdes	luɾdɛs
love	lab
love	lav
lovely	lablɪ
lovely	lavlɪ
lozada	losadɐ
lozada	lozadɐ
lu	lu
lua	luɐ
luansing	lwɐnsiŋ
lubao	lʊbaʊ̯
lubiano	lʊbjano
lubigan	lʊbiɣɐn
lucban	lʊkban
lucena	lʊsɛnɐ
lucenahin	lʊsɛnahɪn
lucero	lʊsɛɾo
lucy	lusɪ
luis	lwis
lukban	lʊkban
luksemburgo	lʊksɛmbuɾɡo
lumacad	lʊmaxɐd
lumad	lumɐd
lumagui	lʊmaɣɪ
lumangbayan	lʊmɐmbajɐn
lumanglas	lʊmɐnlas
lumanlan	lʊmɐnlan
lumanog	lʊmanoɡ
lumbang	lʊmbaŋ
lumbao	lumbaʊ̯
lumbera	lʊmbɛɾɐ
lumibao	lʊmibaʊ̯
lunes	lunɛs
lupa	lupɐʔ
lupao	lʊpaʊ̯
lusacan	lʊsɐxan
lusiper	lʊsɪpɛɾ
luy	luɪ̯
luzano	lʊsano
luzano	lʊzano
luzon	lʊson
luzon	lʊzon
