ԱԱ	ɑɑ́
Դուշանբե	duʃɑnbé
Դուրգարյան	duɾɡɑɾjɑ́n
Դուք	dukʰ
Դրասխանակերտ	dɾɑsχɑnɑkéɾt
Դրաստամատ	dəɾɑstɑmɑ́t
Դևեջյան	devedʒjɑ́n
Ե	e
Ե	je
ԵԱՀԿ	jeɑhəkə́
ԵԱՏՄ	jeɑtəmə́
ԵԽ	jeχə́
ԵՄ	jemə́
ԵՊՀ	jepəhə́
ԵՏՄ	jetəmə́
Եգարյան	jeɡɑɾjɑ́n
Եգիպտոս	jeɡiptós
Եդեսիա	jedesijɑ́
Եզնիկ	jɛznik
Եզոպոս	jezopós
Եզր	jézəɾ
Եզրաս	jezɾɑ́s
Եթովպիա	jetʰofpijɑ́
Ելենա	jelénɑ
Ելիզավետա	jelizɑvétɑ
Ելիսեյ	jeliséj
Ելցին	jeltsʰín
Ելցին	jéltsʰin
Եկատերինբուրգ	jekɑteɾinbúɾɡ
Եկարյան	jekɑɾjɑ́n
Եկբատան	jekbɑtɑ́n
Եհովա	jehovɑ́
Եհովայի	jehovɑjí
Եղեգնաձոր	jeʁeɡnɑdzóɾ
Եղիա	jeʁijɑ́
Եղիազար	jeʁijɑzɑ́ɾ
Եղիազարյան	jeʁijɑzɑɾjɑ́n
Եղիշե	jeʁiʃé
Եղիսաբեթ	jeʁisɑbétʰ
Եղիսե	jeʁisé
Եմեն	jemén
Եմեն	jémen
Ենիսեյ	jeniséj
Եպիփանես	jepipʰɑnés
Եսայան	jesɑjɑ́n
Եսայի	jesɑjí
Եսավ	jesɑ́v
Եսթեր	jestʰéɾ
Եվա	jevɑ́
Եվգենի	jevɡéni
Եվգենիոս	jevɡenijós
Եվգենյա	jevɡénjɑ
Եվսեբիոս	jefsebjós
Եվրախորհուրդ	jevɾɑχoɾúɾtʰ
Եվրախորհրդարան	jevɾɑχoɾəɾtʰɑɾɑ́n
Եվրահանձնաժողով	jevɾɑhɑndznɑʒoʁóv
Եվրամիություն	jevɾɑmijutsʰjún
Եվրասիա	jevɾɑsijɑ́
Եվրասիա	jevɾɑ́sijɑ
Եվրատեսիլ	jevɾɑtesíl
Եվրիպիդես	jevɾipidés
Եվրոպա	jevɾopɑ́
Եվրոպա	jevɾópɑ
Եվրոպայի	jevɾopɑjí
Եվրոպայում	jevɾopɑjúm
Երազգավորս	jeɾɑzɡɑvóɾs
Երասխ	jeɾɑ́sχ
Երեմեյ	jeɾeméj
Երեմիա	jeɾemijɑ́
Երեմյան	jeɾemjɑ́n
Երիմանթոս	jeɾimɑntʰós
Երիքով	jeɾikʰóv
Երկիր	jeɾkíɾ
Երկվորյակներ	jeɾkvoɾjɑknéɾ
Երուսաղեմ	jeɾusɑʁém
Երվազ	jeɾvɑ́z
Երվանդ	jeɾvɑ́nd
Երվինյան	jeɾvinjɑ́n
Երևակ	jeɾevɑ́k
Երևան	jeɾevɑ́n
Եփեսոս	jepʰesós
Եփրատ	jepʰɾɑ́t
Եփրեմ	jepʰɾém
Եֆրեմ	jefɾém
Զ	zə
ԶԼՄ	zələmə́
Զագրեբ	zɑɡɾéb
Զագրեբ	zɑ́ɡɾeb
Զադոյան	zɑdojɑ́n
Զալցբուրգ	zɑltsʰbúɾɡ
Զալցբուրգ	zɑ́ltsʰbuɾɡ
Զախար	zɑχɑ́ɾ
Զախարի	zɑχɑ́ɾi
Զախարյան	zɑχɑɾjɑ́n
Զամբիա	zɑ́mbijɑ
Զանգի	zɑŋɡí
Զապորոժիե	zɑpoɾóʒije
Զավեն	zɑvén
Զավզավաթճյան	zɑvzɑvɑtʰtʃjɑ́n
Զարդարյան	zɑɾtʰɑɾjɑ́n
Զարեհ	zɑɾéh
Զարմանյան	zɑɾmɑnjɑ́n
Զարուհի	zɑɾuhí
Զաքարիա	zɑkʰɑɾijɑ́
Զաքարյան	zɑkʰɑɾjɑ́n
Զեմպերեկճյան	zempeɾektʃjɑ́n
Զեմպերեքճյան	zempeɾekʰtʃjɑ́n
Զեմֆիրա	zemfiɾɑ́
Զեյնալյան	zejnɑljɑ́n
Զենճիրճյան	zentʃiɾtʃjɑ́n
Զենոն	zenón
Զենջիրջյան	zendʒiɾdʒjɑ́n
Զեփյուռ	zepʰjúr
Զիլճյան	ziltʃjɑ́n
Զիմբաբվե	zimbɑbvé
Զիմբաբվե	zimbɑ́bve
Զինճիրճյան	zintʃiɾtʃjɑ́n
Զինջիրջյան	zindʒiɾdʒjɑ́n
Զմյուռնիա	zmjurnijɑ́
Զոհրաբ	zohɾɑ́b
Զոյա	zojɑ́
Զոյա	zójɑ
Զորաբաբել	zoɾɑbɑbél
Զորիկ	zoɾík
Զվարթ	zəvɑ́ɾtʰ
Զրադաշտ	zəɾɑdɑ́ʃt
Զևս	zefs
Զևքսիս	zefkʰsís
Է	e
Էբերդին	ebeɾdín
Էդգար	edɡɑ́ɾ
Էդեսսա	edesːɑ́
Էդմոն	edmón
Էդո	edó
Էդուլ	edúl
Էդուլիկ	edulík
Էդվարդ	edvɑ́ɾtʰ
Էլար	elɑ́ɾ
Էլբակյան	elbɑkjɑ́n
Էլեն	elén
Էլեքճյան	elekʰtʃjɑ́n
Էլզաս	elzɑ́s
Էլիստա	elistɑ́
Էլչիբեյ	eltʃʰibéj
Էկվադոր	ekvɑdóɾ
Էմիլ	emíl
Էմին	emín
Էմպեդոկլես	empedoklés
Էյերճյան	ejeɾtʃjɑ́n
Էնգելս	éŋɡels
Էնֆիաջյան	enfijɑdʒjɑ́n
Էնֆիեճյան	enfijetʃjɑ́n
Էպիկուր	epikúɾ
Էպիրոս	epiɾós
Էջմիածին	etʃʰmijɑtsín
Էջմիածին	etʃʰmjɑtsín
Էստոնիա	estónijɑ
Էսքիլես	eskʰilés
Էսքիլոս	eskʰilós
Էվրիպիդես	evɾipidés
Էրեբունի	eɾebuní
Էրզրում	eɾzəɾúm
Էրիկ	eɾík
Էրիտրեա	eɾitɾéɑ
Էրոս	eɾós
Էքմեքջյան	ekʰmekʰdʒjɑ́n
Էքսերճյան	ekʰseɾtʃjɑ́n
Էքսերջյան	ekʰseɾdʒjɑ́n
Ը	ə
Թ	tʰə
Թադևոսյան	tʰɑtʰevosjɑ́n
Թաթարստան	tʰɑtʰɑɾstɑ́n
Թաթուլ	tʰɑtʰúl
Թաթուլյան	tʰɑtʰuljɑ́n
Թաիլանդ	tʰɑjlɑ́nd
Թալես	tʰɑlés
Թալիբան	tʰɑlibɑ́n
Թալին	tʰɑlín
Թախտաջյան	tʰɑχtɑdʒjɑ́n
Թահաթ	tʰɑhɑ́tʰ
Թահմազ	tʰɑhmɑ́z
Թահմազյան	tʰɑhmɑzjɑ́n
Թամիլնադ	tʰɑmilnɑ́d
Թայբեյ	tʰɑjbéj
Թայմիր	tʰɑjmíɾ
Թայվան	tʰɑjvɑ́n
Թաշճյան	tʰɑʃtʃjɑ́n
Թասլաքյան	tʰɑslɑkʰjɑ́n
Թավուքճյան	tʰɑvukʰtʃjɑ́n
Թավրիզ	tʰɑvɾíz
Թարախչյան	tʰɑɾɑχtʃʰjɑ́n
Թարթառ	tʰɑɾtʰɑ́r
Թարխանյան	tʰɑɾχɑnjɑ́n
Թբիլիսի	tʰəbilísi
Թեբե	tʰebé
Թելավ	tʰelɑ́v
Թելավի	tʰelɑ́vi
Թելֆեյան	tʰelfejɑ́n
Թեհրան	tʰehɾɑ́n
Թեմզա	tʰémzɑ
Թենեդոս	tʰenedós
Թենեդոս	tʰenédos
Թեոգնիդես	tʰeoɡnidés
Թեոդոսիա	tʰeodósijɑ
Թեսալիա	tʰesɑ́lijɑ
Թեսևս	tʰeséfs
Թերմոպիլե	tʰeɾmopilé
Թեքսաս	tʰekʰsɑ́s
Թեքսաս	tʰékʰsɑs
Թթուջուր	tʰətʰudʒúɾ
Թիֆլիս	tʰiflís
Թհիմփհու	tʰhimpʰhú
Թյուլպենտճյան	tʰjulpent̚tʃjɑ́n
Թյուրինգիա	tʰjuɾíŋɡijɑ
Թոմաս	tʰomɑ́s
Թոմասյան	tʰomɑsjɑ́n
Թովմաս	tʰovmɑ́s
Թովմասյան	tʰovmɑsjɑ́n
Թորգոմ	tʰoɾɡóm
Թորոյան	tʰoɾojɑ́n
Թորոս	tʰoɾós
Թորոսյան	tʰoɾosjɑ́n
Թուզճյան	tʰuztʃjɑ́n
Թութունճյան	tʰutʰuntʃjɑ́n
Թութունջյան	tʰutʰundʒjɑ́n
Թուլումբաջյան	tʰulumbɑdʒjɑ́n
Թուլումպաճյան	tʰulumpɑtʃjɑ́n
Թուկիդիդես	tʰukididés
Թուղլաճյան	tʰuʁlɑtʃjɑ́n
Թուն	tʰun
Թունիս	tʰunís
Թուրին	tʰuɾín
Թուրքեստան	tʰuɾkʰestɑ́n
Թուրքիա	tʰuɾkʰijɑ́
Թուրքմենստան	tʰuɾkʰmenstɑ́n
Թոփալյան	tʰopʰɑljɑ́n
Թոփուզյան	tʰopʰuzjɑ́n
Թռփանճյան	tʰərpʰɑntʃjɑ́n
Թվիթեր	tʰvitʰéɾ
Թվիթեր	tʰvítʰeɾ
Թրակիա	tʰəɾɑ́kijɑ
Թրամփ	tʰəɾɑ́mpʰ
Թրփանճյան	tʰəɾpʰɑntʃjɑ́n
Ժ	ʒə
Ժամկոչյան	ʒɑmkotʃʰjɑ́n
Ժընև	ʒənév
Ժիրայր	ʒiɾɑ́jɾ
Ժնև	ʒnev
Ժնև	ʒənév
Ժորա	ʒoɾɑ́
Ի	i
ԻԻՀ	iihə́
Իբիկոս	ibikós
Իգնատի	iɡnɑ́ti
Իգնատիոս	iɡnɑtijós
Իզմիր	izmíɾ
Իթակե	itʰɑ́ke
Իժևսկ	iʒéfsk
Իլանջյան	ilɑndʒjɑ́n
Իլիոն	ilijón
Իլլիրիա	ilːíɾijɑ
Իլհամ	ilhɑ́m
Իլյա	iljɑ́
Իլով	ilóv
Իմերեթ	imeɾétʰ
Իմերեթիա	imeɾétʰijɑ
Իյնեճյան	ijnetʃjɑ́n
Ինգա	iŋɡɑ́
Ինգուշեթիա	iŋɡuʃétʰijɑ
Ինգուշիա	iŋɡúʃijɑ
Ինդոնեզիա	indonézijɑ
Ինդոս	indós
Ինդոստան	indostɑ́n
Ինեքճյան	inekʰtʃjɑ́n
Ինճիճյան	intʃitʃjɑ́n
Ինստագրամ	instɑɡɾɑ́m
Իշխանյան	iʃχɑnjɑ́n
Իջևան	idʒevɑ́n
Իռլանդիա	irlɑ́ndijɑ
Իսախանյան	isɑχɑnjɑ́n
Իսահակ	isɑhɑ́k
Իսլամաբադ	islɑmɑbɑ́d
Իսլանդիա	islɑ́ndijɑ
Իսկանդարյան	iskɑndɑɾjɑ́n
Իսկեճյան	isketʃjɑ́n
Իսմայիլի	ismɑjilí
Իսպանիա	ispɑ́nijɑ
Իսսոս	ísːos
Իսրայել	isɾɑjél
Իսրայելյան	isɾɑjeljɑ́n
Իսքեճյան	iskʰetʃjɑ́n
Իվան	ivɑ́n
Իվանե	ivɑné
Իվանովո	ivɑnovó
Իտալիա	itɑ́lijɑ
Իտանագար	itɑnɑɡɑ́ɾ
Իրան	iɾɑ́n
Իրաք	iɾɑ́kʰ
Իրկուտսկ	iɾkútsk
Իփիգենիա	ipʰiɡenijɑ́
Իֆիգենիա	ifiɡenijɑ́
Լ	lə
ԼՂԻՄ	ləʁím
ԼՂՀ	ləʁəhə́
Լադոգա	lɑ́doɡɑ
Լաթաքիա	lɑtʰɑkʰijɑ́
Լայպցիգ	lɑjptsʰíɡ
Լաոս	lɑós
Լատիոն	lɑtijón
Լատվիա	lɑ́tvijɑ
Լացիում	lɑtsʰijúm
Լեհաստան	lehɑstɑ́n
Լեյդեն	lejdén
Լեյդեն	léjden
Լենա	lenɑ́
Լենին	lenín
Լենինական	leninɑkɑ́n
Լենինգրադ	leniŋɡɾɑ́d
Լեռնիկ	lerník
Լեսբոս	lesbós
Լեսոթո	lesótʰo
Լեստեր	lésteɾ
Լիանա	lijɑnɑ́
Լիբանան	libɑnɑ́n
Լիբերիա	libéɾijɑ
Լիբիա	líbijɑ
Լիբրևիլ	libɾevíl
Լիգուրիա	liɡúɾijɑ
Լիլիթ	lilítʰ
Լիլոնգվե	lilóŋɡve
Լիխտենշտեյն	liχtenʃtéjn
Լիկիա	likijɑ́
Լիմա	límɑ
Լիմասոլ	limɑsól
Լիմպոպո	limpopó
Լինց	lintsʰ
Լիոն	lijón
Լիպարիտ	lipɑɾít
Լիպարիտյան	lipɑɾitjɑ́n
Լիպեցկ	lipétsʰk
Լիսաբոն	lisɑbón
Լիվերպուլ	liveɾpúl
Լիտվա	litvɑ́
Լճաշեն	lətʃɑʃén
Լյուբլյանա	ljubljɑ́nɑ
Լյուդովիկոս	ljudovikós
Լյուդվիգ	ljudvíɡ
Լյուլեճյան	ljuletʃjɑ́n
Լյուկիա	ljukijɑ́
Լյուրիկե	ljuɾiké
Լյուքսեմբուրգ	ljukʰsembúɾɡ
Լոզան	lozɑ́n
Լոթարինգիա	lotʰɑɾiŋɡijɑ́
Լոկրիս	lokɾís
Լոձ	lodz
Լոնդոն	londón
Լոռի	lorí
Լոս	los
Լուանդա	luɑ́ndɑ
Լուար	luɑ́ɾ
Լուարա	luɑ́ɾɑ
Լուգանսկ	luɡɑ́nsk
Լուդովիկոս	ludovikós
Լութեր	lútʰeɾ
Լուսաբեր	lusɑbéɾ
Լուսին	lusín
Լուսինե	lusiné
Լուսինյան	lusinjɑ́n
Լուսնթագ	lusəntʰɑ́ɡ
Լուսո	lusó
Լուվեն	luvén
Լոքանթաճյան	lokʰɑntʰɑtʃjɑ́n
Լվով	lvov
Լևանտ	levɑ́nt
Լևոն	levón
Լևոնյան	levonjɑ́n
Խ	χə
ԽՍՀՄ	χəsəhəmə́
ԽՍՀՄ	χəsəhə́m
Խաբարովսկ	χɑbɑɾófsk
Խադ	χɑd
Խազոյան	χɑzojɑ́n
Խաժակ	χɑʒɑ́k
Խալաճյան	χɑlɑtʃjɑ́n
Խալըճյան	χɑlətʃjɑ́n
Խաղխաղ	χɑʁχɑ́ʁ
Խանճյան	χɑntʃjɑ́n
Խանջյան	χɑndʒjɑ́n
Խաչանյան	χɑtʃʰɑnjɑ́n
Խաչատուր	χɑtʃʰɑtúɾ
Խաչատրյան	χɑtʃʰɑtəɾjɑ́n
Խաչիկ	χɑtʃʰík
Խաչիկյան	χɑtʃʰikjɑ́n
Խաչիյան	χɑtʃʰijɑ́n
Խաչո	χɑtʃʰó
Խառան	χɑrɑ́n
Խառատյան	χɑrɑtjɑ́n
Խարաճճյան	χɑɾɑt̚tʃjɑ́n
Խարբերդ	χɑɾbéɾtʰ
Խարկով	χɑɾkóv
Խարկով	χɑ́ɾkov
Խեցգետին	χetsʰɡetín
Խոյ	χoj
Խոսրով	χosɾóv
Խոսրովյան	χosɾovjɑ́n
Խորեն	χoɾén
Խորենյան	χoɾenjɑ́n
Խորխոռունի	χoɾχoruní
Խորվաթիա	χoɾvɑ́tʰijɑ
Խուդավերդյան	χudɑveɾdjɑ́n
Խուրշուդյան	χuɾʃudjɑ́n
Խչո	χətʃʰó
Խրիմ	χəɾím
Խրլոպյան	χəɾlopjɑ́n
Խրուշչով	χɾuʃtʃʰóv
Ծ	tsə
Ծաղկազարդ	tsɑχkɑzɑ́ɾtʰ
Ծաղկոտն	tsɑχkótən
Ծառուկ	tsɑrúk
Ծառուկյան	tsɑrukjɑ́n
Ծատուրյան	tsɑtuɾjɑ́n
Ծղուկ	tsəʁúk
Ծովակ	tsovɑ́k
Ծոփք	tsopʰkʰ
Կ	kə
ԿԸՀ	kəəhə́
Կաբակչյան	kɑbɑktʃʰjɑ́n
Կադիս	kɑdís
Կադիս	kɑ́dis
Կազան	kɑzɑ́n
Կալաձե	kɑlɑ́dze
Կալինին	kɑlinín
Կալինինգրադ	kɑliniŋɡɾɑ́d
Կալիֆոռնիա	kɑlifórnijɑ
Կալլինոս	kɑlːinós
Կալկաթա	kɑlkɑ́tʰɑ
Կալուգա	kɑluɡɑ́
Կալվին	kɑlvín
Կակոսյան	kɑkosjɑ́n
Կահիրե	kɑhiɾé
Կամա	kɑmɑ́
Կամբոջա	kɑmbódʒɑ
Կամերուն	kɑmeɾún
Կամո	kɑmó
Կամչատկա	kɑmtʃʰɑ́tkɑ
Կամպալա	kɑmpɑ́lɑ
Կամպուչիա	kɑmpútʃʰijɑ
Կամսար	kɑmsɑ́ɾ
Կանադա	kɑnɑdɑ́
Կանադա	kɑnɑ́dɑ
Կանբեռա	kɑnbérɑ
Կանբերա	kɑnbéɾɑ
Կանն	kɑnː
Կաննե	kɑ́nːe
Կաունաս	kɑunɑ́s
Կապադովկիա	kɑpɑdófkijɑ
Կապան	kɑpɑ́n
Կապիտոլիում	kɑpitólijum
Կապուտան	kɑputɑ́n
Կապուտյան	kɑputjɑ́n
Կառլեն	kɑrlén
Կառնատակա	kɑrnɑtɑkɑ́
Կասյան	kɑsjɑ́n
Կասպարյան	kɑspɑɾjɑ́n
Կասպք	kɑspkʰ
Կատալոնիա	kɑtɑlónijɑ
Կատար	kɑtɑ́ɾ
Կատմանդու	kɑtmɑndú
Կարագանդա	kɑɾɑɡɑndɑ́
Կարակաշյան	kɑɾɑkɑʃjɑ́n
Կարակաս	kɑɾɑkɑ́s
Կարակաս	kɑɾɑ́kɑs
Կարայան	kɑɾɑjɑ́n
Կարապետ	kɑɾɑpét
Կարապետյան	kɑɾɑpetjɑ́n
Կարապետյան	kɑɾɑpetsjɑ́n
Կարելիա	kɑɾélijɑ
Կարեն	kɑɾén
Կարթագեն	kɑɾtʰɑɡén
Կարթաձուկ	kɑɾtʰɑdzúk
Կարիա	kɑɾijɑ́
Կարիճ	kɑɾítʃ
Կարին	kɑɾín
Կարո	kɑɾó
Կարպատներ	kɑɾpɑtnéɾ
Կարպիս	kɑɾpís
Կարս	kɑɾs
Կեմերովո	kemeɾovó
Կեմերովո	kémeɾovo
Կեչրոր	ketʃʰɾóɾ
Կեսարիա	kesɑ́ɾijɑ
Կետիկյան	ketikjɑ́n
Կերալա	keɾɑlɑ́
Կերչ	keɾtʃʰ
Կեֆալոնիա	kefɑlónijɑ
Կզըլ	kəzə́l
Կիլիկիա	kilikijɑ́
Կիկերոն	kikeɾón
Կիշինյով	kiʃinjóv
Կիպրոս	kipɾós
Կիտո	kíto
Կիրակոս	kiɾɑkós
Կիրակոսյան	kiɾɑkosjɑ́n
Կիրով	kiɾóv
Կիրովական	kiɾovɑkɑ́n
Կիև	kijév
Կլարա	klɑɾɑ́
Կլարա	klɑ́ɾɑ
Կլեոպատրա	kleopɑtɾɑ́
Կլերմոն	kleɾmón
Կյոզյուքյուչյուքյան	kjozjukʰjutʃʰjukʰjɑ́n
Կյուսյու	kjusjú
Կյուրեղ	kjuɾéʁ
Կյուրեղյան	kjuɾeʁjɑ́n
Կյուրոս	kjuɾós
Կնյազ	kənjɑ́z
Կշեռք	kəʃérkʰ
Կոդոմանոս	kodomɑnós
Կոդոր	kodóɾ
Կոլխիդա	kolχídɑ
Կոլոմնա	kolomnɑ́
Կոլումբիա	kolúmbijɑ
Կոհիմա	kohimɑ́
Կողքիս	koχkʰís
Կոմնենոս	komnenós
Կոյամպուտուր	kojɑmputúɾ
Կոնակրի	konɑkɾí
Կոնգո	koŋɡó
Կոնրադ	konɾɑ́d
Կոշկակարյան	koʃkɑkɑɾjɑ́n
Կոպելյան	kopeljɑ́n
Կոպենհագեն	kopenhɑ́ɡen
Կոսովո	kosovó
Կոստանդնուպոլիս	kostɑndnupolís
Կոստանյան	kostɑnjɑ́n
Կոստրոմա	kostɾomɑ́
Կովկաս	kofkɑ́s
Կոտայք	kotɑ́jkʰ
Կորդիլերներ	koɾdileɾnéɾ
Կորեա	koɾéɑ
Կորյուն	koɾjún
Կորնթոս	koɾəntʰós
Կորսիկա	koɾsikɑ́
Կուբա	kúbɑ
Կուկըլ	kúkəl
Կույբիշև	kujbiʃév
Կույումջյան	kujumdʒjɑ́n
Կուր	kuɾ
Կուրգան	kuɾɡɑ́n
Կուրսկ	kuɾsk
Կտրիճ	kətɾítʃ
Կրասնոդար	kɾɑsnodɑ́ɾ
Կրասնոյարսկ	kɾɑsnojɑ́ɾsk
Կրեմլ	kəɾéməl
Կրեսոս	kɾesós
Կրետե	kəɾéte
Կրիշնա	kɾiʃnɑ́
Կրյուչկյան	kɾjutʃʰkjɑ́n
Հ	hə
ՀԱԿ	hɑk
ՀԱՀ	hɑh
ՀԱՊԿ	hɑpk
ՀԱՊԿ	hɑpəkə́
ՀՀ	həhə́
ՀՀԿ	həhəkə́
ՀՅԴ	hojidɑ́
ՀՏՀ	hətəhə́
ՀՕՊ	hop
Հաագա	hɑɑ́ɡɑ
Հաբեշստան	hɑbeʃstɑ́n
Հաբսբուրգ	hɑ́bsbuɾɡ
Հադես	hɑdés
Հազկերտ	hɑzkéɾt
Հալեպ	hɑlép
Հալեպյան	hɑlepjɑ́n
Հալըճյան	hɑlətʃjɑ́n
Հալիկառնաս	hɑlikɑrnɑ́s
Հալլեյ	hɑlːéj
Հալվաճյան	hɑlvɑtʃjɑ́n
Հալվաջյան	hɑlvɑdʒjɑ́n
Հակոբ	hɑkópʰ
Հակոբյան	hɑkopʰjɑ́n
Հաճճարյան	hɑt̚tʃɑɾjɑ́n
Համա	hɑmɑ́
Համադան	hɑmɑdɑ́n
Համազասպ	hɑmɑzɑ́sp
Համալյան	hɑmɑljɑ́n
Համամճյան	hɑmɑmtʃjɑ́n
Համամչյան	hɑmɑmtʃʰjɑ́n
Համամջյան	hɑmɑmdʒjɑ́n
Համասյան	hɑmɑsjɑ́n
Համբարձում	hɑmbɑɾdzúm
Համբարձումյան	hɑmbɑɾtsʰumjɑ́n
Համբուրգ	hɑmbúɾɡ
Համեստ	hɑmést
Համիլկար	hɑmilkɑ́ɾ
Համլետ	hɑmlét
Համսուն	hɑmsún
Համսուն	hɑ́msun
Հայասա	hɑjɑsɑ́
Հայաստան	hɑjɑstɑ́n
Հայաստանի	hɑjɑstɑní
Հայաքաղաք	hɑjɑkʰɑʁɑ́kʰ
Հայդարաբադ	hɑjdɑɾɑbɑ́d
Հայդելբերգ	hɑjdelbéɾɡ
Հայդոստյան	hɑjdostjɑ́n
Հայիթի	hɑjítʰi
Հայկ	hɑjk
Հայկազն	hɑjkɑ́zən
Հայկազունի	hɑjkɑzuní
Հայնե	hɑ́jne
Հայնրիխ	hɑjnɾíχ
Հայտոսթյան	hɑjtostʰjɑ́n
Հայրապետ	hɑjɾɑpét
Հայրապետյան	hɑjɾɑpetjɑ́n
Հայրիկյան	hɑjɾikjɑ́n
Հայք	hɑjkʰ
Հայֆա	hɑ́jfɑ
Հանկոու	hɑŋkóu
Հաննիբալ	hɑnːibɑ́l
Հաննովեր	hɑnːovéɾ
Հաննովեր	hɑnːóveɾ
Հանոյ	hɑnój
Հաուրան	hɑuɾɑ́n
Հասդրուբալ	hɑsdɾubɑ́l
Հասմիկ	hɑsmík
Հաստրուբալ	hɑstɾubɑ́l
Հավանա	hɑvɑ́nɑ
Հավր	hɑ́vəɾ
Հարավսլավիա	hɑɾɑfslɑ́vijɑ
Հարբութլյան	hɑɾbutʰljɑ́n
Հարթման	hɑɾtʰmɑ́n
Հարթման	hɑ́ɾtʰmɑn
Հարյանա	hɑɾjɑnɑ́
Հարոյան	hɑɾojɑ́n
Հարություն	hɑɾutsʰjún
Հարությունյան	hɑɾutsʰjunjɑ́n
Հարուն	hɑɾún
Հարտման	hɑɾtmɑ́n
Հարտման	hɑ́ɾtmɑn
Հարց	hɑɾtsʰ
Հեբե	hebé
Հեգել	heɡél
Հեգել	héɡel
Հեզաբել	hezɑbél
Հեթում	hetʰúm
Հեթումյան	hetʰumjɑ́n
Հելգոլանդ	helɡolɑ́nd
Հելգոլանդ	hélɡolɑnd
Հելենոս	helenós
Հելիոս	helijós
Հելլադա	helːɑ́dɑ
Հելլեսպոնտոս	helːespontós
Հելլեսպոնտոս	helːespóntos
Հելսինգֆորս	helsiŋɡfóɾs
Հելսինկի	helsiŋkí
Հելսինկի	hélsiŋki
Հելվաճյան	helvɑtʃjɑ́n
Հելվեցիա	helvétsʰijɑ
Հելվեցիուս	helvétsʰijus
Հեկուբ	hekúb
Հեկուբե	hekubé
Հեկտոր	hektóɾ
Հեղինե	heʁiné
Հեմոս	hemós
Հենան	henɑ́n
Հենդալֆ	hendɑ́lf
Հենրիկ	henɾík
Հեջաս	hedʒɑ́s
Հեսիոդոս	hesijodós
Հեսու	hesú
Հեսպերիա	hespeɾijɑ́
Հեսպերիդ	hespeɾíd
Հեսպերյան	hespeɾjɑ́n
Հեսսեն	hésːen
Հերա	heɾɑ́
Հերաթ	heɾɑ́tʰ
Հերակլես	heɾɑklés
Հերակլիտ	heɾɑklít
Հերբարտ	heɾbɑ́ɾt
Հերբարտ	héɾbɑɾt
Հերկուլանում	heɾkulɑ́num
Հերկուլես	heɾkulés
Հերմես	heɾmés
Հերմիոնե	heɾmijoné
Հերոդոտ	heɾodót
Հերոդոտոս	heɾodotós
Հերոստրատ	heɾostɾɑ́t
Հերոստրատոս	heɾostɾɑtós
Հերովդես	heɾovdés
Հերցեգովինա	heɾtsʰeɡovínɑ
Հեփեստոս	hepʰestós
Հիակինթոս	hijɑkintʰós
Հիացինտ	hijɑtsʰínt
Հիլդեբրանդ	hildebɾɑ́nd
Հիլդեբրանդ	híldebɾɑnd
Հիմալայներ	himɑlɑjnéɾ
Հինդուկուշ	hindukúʃ
Հինդուստան	hindustɑ́n
Հիպոկրատ	hipokɾɑ́t
Հիպոկրատես	hipokɾɑtés
Հիջազ	hidʒɑ́z
Հիսուս	hisús
Հիտլեր	hitléɾ
Հմայակ	həmɑjɑ́k
Հյուգո	hjuɡó
Հյունքյարպեյենտյան	hjuŋkʰjɑɾpejentjɑ́n
Հյուսնյան	hjusənjɑ́n
Հնարակերտ	hənɑɾɑkéɾt
Հնդկաչին	həndkɑtʃʰín
Հնդկաստան	həndkɑstɑ́n
Հնդստան	həndəstɑ́n
Հոբս	hobs
Հոլանդիա	holɑ́ndijɑ
Հոլբախ	holbɑ́χ
Հոլբախ	hólbɑχ
Հոլշտայն	hólʃtɑjn
Հոլոքոստ	holokʰóst
Հոկայդո	hokɑjdó
Հոկտեմբերյան	hoktembeɾjɑ́n
Հոհան	hohɑ́n
Հոհենցոլեր	hohentsʰóleɾ
Հոհենցոլերն	hohentsʰóleɾn
Հոմերոս	homeɾós
Հոմս	homs
Հոնդուրաս	honduɾɑ́s
Հոնկոնգ	hoŋkóŋɡ
Հոնոլուլու	honolúlu
Հոնորիոս	honoɾijós
Հոնսյու	honsjú
Հոուգանգ	houɡɑ́ŋɡ
Հովակիմ	hovɑkím
Հովակիմյան	hovɑkimjɑ́n
Հովիկ	hovík
Հովհանիսյան	hovɑnisjɑ́n
Հովհաննես	hovhɑnːés
Հովհաննես	hovɑnés
Հովհաննիսյան	hovhɑnːisjɑ́n
Հովհաննիսյան	hovɑnisjɑ́n
Հովնան	hovnɑ́n
Հովո	hovó
Հովսեփ	hofsépʰ
Հովսեփյան	hofsepʰjɑ́n
Հորացիոս	hoɾɑtsʰijós
Հորդանան	hoɾdɑnɑ́n
Հուանհե	huɑnhé
Հուբեյ	hubéj
Հուդա	hudɑ́
Հուդզոն	hudzón
Հուդիթ	hudítʰ
Հունան	hunɑ́n
Հունանյան	hunɑnjɑ́n
Հունաստան	hunɑstɑ́n
Հունգարիա	huŋɡɑ́ɾijɑ
Հուս	hus
Հուսիկ	husík
Հուրոն	huɾón
Հռենոս	hrenós
Հռենոս	hərenós
Հռիփսիմե	hripʰsimé
Հռոդոս	hrodós
Հռոմ	hrom
Հռոմ	həróm
Հռութ	hərútʰ
