abadžija	âbadʒija
avionski	aʋǐonskiː
avioprevoznik	aʋioprěːʋozniːk
avioprijevoznik	aʋioprijěːʋozniːk
avitaminoza	aʋitaminǒːza
avlija	ǎʋlija
avokado	aʋokǎːdo
azbest	ǎzbest
azbuka	ǎzbuka
azbučni	ǎzbutʃniː
azerbajdžan	azerbǎjdʒaːn
azerbajdžanac	azerbajdʒǎːnats
azerski	ǎzerskiː
azija	âːzija
azijac	azǐːjats
azijatski	azǐjatski
azijatski	azǐjatskiː
azijski	âːziːjskiː
azil	ǎziːl
azilant	azǐlant
azilantski	azǐlantski
azilantski	azǐlantskiː
azimut	ǎzimut
azorski	ǎzorskiː
aztek	ǎzteːk
aztečki	ǎztetʃkiː
ađutant	adʑǔtant
ašenbeher	ǎʃenbexer
ašigdžija	aʃǐgdʒija
ašik	ǎʃik
ašiklija	aʃǐklija
ašikluk	aʃǐkluk
ašikovati	ǎʃikoʋati
aždaha	aʒdǎxa
aždaja	aʒdǎja
aždava	aʒdǎʋa
ažur	ǎʒuːr
ažuran	âʒuːran
ažurirati	aʒurǐːrati
b	b
baba	bâba
babaroga	babarǒːga
babica	bâbitsa
babilon	bâbilon
babilonija	babǐloːnija
babilonski	bâbiloːnskiː
babo	bǎːbo
babun	bǎbuːn
babuna	bǎbuna
bacakati	batsǎkati
bacanje	bǎtsaːɲe
bacati	bǎtsati
bacač	bǎtsaːtʃ
bacačica	batsǎtʃitsa
bacil	bǎtsiːl
baciti	bǎːtsiti
badanj	bǎdaɲ
badava	badǎʋa
badem	bǎːdem
badnjak	bâdɲaːk
badža	bǎːdʒa
bagdad	bǎgdaːd
bagdadski	bǎgdadskiː
bager	bǎːger
bagrem	bǎgrem
bahat	bâxat
bahatiti	baxǎtiti
bahato	bǎxato
bahatost	bǎxatoːst
bahoriti	bâxoriti
bahrein	bǎxrein
bahreinski	baxreǐnskiː
baht	bâxt
bajagi	bajǎgi
bajam	bǎjam
bajan	bâːjan
bajat	bǎjat
bajati	bâjati
bajbok	bǎjbok
bajbuk	bǎjbuk
bajer	bâjer
bajer	bǎjer
bajka	bâːjka
bajonet	bajǒneːt
bajoneta	bajoněːta
bajoslovan	bâjosloːʋan
bajrak	bǎjrak
bajram	bǎjram
bajramovati	bǎjramoʋati
bajt	bâjt
bajta	bâːjta
bajunet	bajǔneːt
bajuneta	bajuněːta
baka	bǎːka
bakalar	bakǎlaːr
bakalin	bakǎliːn
bakar	bǎkar
baklava	baklǎʋa
baklja	bâkʎa
bakljada	bakʎǎːda
bakljonoša	bâkʎonoʃa
bakren	bǎkren
bakrorez	bâkroreːz
baktati	bǎktati
bakterija	bǎkteːrija
bakteriolog	bakteriǒlog
bakteriologija	bakteriolǒgija
bakteriološki	bakteriǒloʃkiː
baku	bǎku
bakšiš	bǎkʃiʃ
bala	bâla
balada	balǎːda
balans	bǎlans
balansirati	balansǐːrati
balast	bǎlast
balati	bǎlati
balav	bâlaʋ
balavac	bâlaʋats
balavica	bâlaʋitsa
balaviti	bâlaʋiti
balec	balets
balega	balěːga
balega	bâlega
balegati	balěgati
balerina	balerǐːna
balet	bǎleːt
baletan	balětaːn
balija	bǎlija
balistika	balǐstika
balistički	balǐstitʃki
balistički	balǐstitʃkiː
baliti	bâliti
baljezgati	baʎězgati
balkan	bǎlkaːn
balkanac	balkǎːnats
balkanizirati	balkanizǐːrati
balkanski	bǎlkaːnski
balkanski	bǎlkaːnskiː
balkon	bǎlkoːn
balon	bǎloːn
baltik	bǎltik
baltički	bǎltitʃkiː
balun	bǎlûːn
balvan	bǎlʋan
balzam	bǎlzam
balzamirati	balzamǐːrati
balčak	bǎltʃak
bambus	bǎmbus
bambusov	bǎmbusoʋ
bamija	bǎmija
ban	bâːn
banalan	bǎnaːlan
banalizirati	banalizǐːrati
banalno	bǎnaːlno
banalnost	banǎːlnoːst
banana	banǎːna
banda	bâːnda
bandera	banděːra
bandit	bǎndiːt
banditski	bǎndiːtski
banditski	bǎndiːtskiː
bandoglav	bandǒglaʋ
bandoglavost	bandǒglaʋoːst
bangkok	bǎngkok
bangladeš	bǎngladeʃ
banj	bâɲ
banja	bâɲa
banjati	bâɲati
banjica	bâɲitsa
bankar	bǎnkaːr
bankarski	bǎnkaːrskiː
banket	bǎnkeːt
bankina	bankǐːna
banknota	banknǒːta
bankrot	bǎnkroːt
bankroter	bankrǒteːr
bankrotirati	bankrotǐːrati
banuti	bǎnuti
bančiti	bâːntʃiti
bar	bâr
bar	bâːr
bara	bâra
baraba	barǎba
baraka	barǎka
barakuda	barakǔːda
baran	bǎran
baratati	barǎtati
baraž	bǎraːʒ
barbados	barbǎːdos
barbadoski	barbǎːdoskiː
barbar	bǎrbar
barbarizam	barbarǐzam
barbarski	bǎrbarski
barbarski	bǎrbarskiː
barbarstvo	bǎrbaːrstʋo
barbika	bǎrbika
barel	bǎrel
barem	bǎrem
barijera	barijěːra
barikada	barikǎːda
bariton	bǎritoːn
baritona	barǐtona
barjak	bǎrjaːk
barjaktar	barjǎktaːr
barjaktariti	barjaktǎːriti
barka	bâːrka
barok	bǎrok
barokni	bǎrokniː
barometar	bârometar
baron	bǎroːn
barselona	barselǒːna
barun	bǎruːn
barut	bǎːrut
barčica	bâːrtʃitsa
baršun	bǎrʃuːn
baršunast	bǎrʃunast
bas	bâs
basamak	bâsamak
bask	bâsk
baskijski	bâskiːjski
baskijski	bâskiːjskiː
basna	bâsna
basnoslovan	bâsnosloːʋan
bat	bât
bat	bâːt
batak	bâtaːk
bataljun	batǎʎuːn
baterija	bǎteːrija
batina	bǎtina
batinati	batǐnati
batlija	bǎtlija
bauljati	baǔʎati
bavarska	bǎʋaːrska
bavarski	bǎʋarski
bavarski	bǎʋarskiː
baviti	bâʋiti
baza	bǎːza
bazati	bǎːzati
bazdeti	bǎzdeti
bazdjeti	bǎzdjeti
bazen	bǎzeːn
bazga	bǎzga
bazirati	bazǐːrati
baća	bǎːtɕa
bačka	bâːtʃkaː
bački	bâːtʃkiː
bačva	bâtʃʋa
bačvar	bâtʃʋaːr
baš	bâʃ
bašta	bǎːʃta
baština	bâʃtina
baštinica	bâʃtinitsa
baštinik	bâʃtiniːk
baštiniti	bâʃtiniti
bašton	bǎʃtoːn
baštun	bǎʃtuːn
bašča	bǎːʃtʃa
baščaršija	bâʃtʃarʃija
bašče	bǎːʃtʃe
baščovan	baʃtʃǒʋaːn
baždar	bǎʒdaːr
baždariti	baʒdǎːriti
bdeti	bdêti
bdjeti	bdjêti
beatifikacija	beatifikǎːtsija
beba	běːba
bedak	bědaːk
bedan	bêːdan
bedast	bêdast
bedastoća	bedastǒtɕa
bedem	bědem
bedinati	bedǐnati
bedinerica	bedǐːneritsa
bednik	bêːdniːk
bedno	bêːdno
bedro	bědro
beduin	bedǔiːn
befel	běfel
beg	bêːg
begati	bêgati
beglajter	beglǎjter
begunac	begǔːnats
behandlati	bexǎndlati
behar	běxaːr
bejzbol	bějzboːl
bekati	běːkati
beketati	bekětati
bekhend	bêkxend
beknuti	běːknuti
bekrija	běkrija
bekstvo	běkstʋo
bel	bêːl
bela	bêla
belac	běːlats
beladona	beladǒːna
belaj	bělaːj
belance	belǎːntse
belanjak	belǎːɲak
belančevina	belǎːntʃeʋina
belasati	belǎsati
belasnuti	belǎsnuti
beleg	běleg
beleti	běːleti
beletristika	beletrǐstika
beleška	běleʃka
beležiti	běleʒiti
beležnica	běleʒnitsa
belgija	běːlgija
belgijanac	belgijǎːnats
belgijski	bělgiːjski
belgijski	bělgiːjskiː
belica	belǐtsa
belihtati	belǐxtati
belilo	bělilo
belina	belǐna
beliti	běːliti
belize	běliːze
belič	belitʃ
belkinja	bêlkiɲa
belorusija	belorǔsija
beloruski	bêloruskiː
bend	bênd
benediktinski	benedǐktiːnskiː
beneficija	benefǐːtsija
benevolentan	beneʋolěntan
bengalski	běngaːlski
bengalski	běngaːlskiː
benigan	běniːgan
benigno	běniːgno
benin	bênin
benzen	běnzeːn
benzin	běnziːn
beo	bêo
beocija	beǒtsija
beograd	beǒgrad
beograd	bêograd
beogradski	beǒgradskiː
beograđanin	bêogradʑanin
beograđanka	bêogradʑaːnka
beograđanski	bêogradʑanskiː
beotija	beǒtija
berač	běraːtʃ
beračica	berǎtʃitsa
berba	běrba
berber	běrber
berberski	běrberskiː
beril	běriːl
berilij	běriːlij
berilijum	běriːlijum
berlin	běrliːn
berlinac	berlǐːnats
berlinski	běrliːnskiː
bern	bêːrn
berza	bêrza
bes	bêːs
besa	běːsa
besadržajan	bêsadrʒaːjan
besadržajno	bêsadrʒaːjno
besan	běsan
besan	běːsan
besavesno	besǎːʋesno
besavestan	besǎːʋestan
besavjesno	besǎːʋjesno
besavjestan	besǎːʋjestan
besciljan	bêstsiːʎan
besciljno	bêstsiːʎno
beseda	běseda
besediti	běsediti
besiti	besiti
besjeda	běsjeda
besjediti	běsjediti
beskamatni	běskamatniː
beskarakteran	beskarǎkteːran
beskarakterno	beskarǎkteːrno
beskičmen	běskitʃmen
besklasan	běsklasan
beskompromisan	bêskompromisan
beskompromisno	bêskompromisno
beskonačan	bêskonatʃan
beskonačno	bêskonatʃno
beskonačnost	bêskonatʃnoːst
beskorisno	bêskorisno
beskorisnost	bêskoriːsnoːst
beskoristan	bêskoriːstan
beskraj	bêskraːj
beskrajan	bêskraːjan
beskrajno	bêskraːjno
beskrajnost	bêskrajnoːst
beskrupulozan	bêskrupuloːzan
beskrupulozno	bêskrupuloːzno
beskućnica	běskutɕnitsa
beskućnik	běskutɕniːk
beskućnički	běskutɕnitʃkiː
besmisao	bêsmiːsao
besmislen	běsmislen
besmisleno	běsmisleno
besmislenost	běsmislenoːst
besmislica	běsmislitsa
besmrtan	běsmrtan
besmrtnica	běsmr̩tnitsa
besmrtnik	běsmrtniːk
besmrtnički	běsmrtnitʃki
besmrtnički	běsmrtnitʃkiː
besmrtnost	běsmrtnoːst
besneti	běsneti
besnilo	běsnilo
besnjeti	běsɲeti
besno	bêːsno
besolica	běsolitsa
besparica	běsparitsa
besperspektivan	bêsperspektiːʋan
besperspektivno	bêsperspektiːʋno
besplatan	běsplatan
besplatno	běsplatno
besplodan	běsplodan
besplodno	běsplodno
bespogovoran	bêspogoʋoːran
bespogovorno	bêspogoʋoːrno
bespolan	bêspoːlan
bespolno	bêspoːlno
bespomoćan	bêspomotɕan
bespomoćno	bêspomotɕno
bespomoćnost	bêspomotɕnoːst
besposlen	běsposlen
besposleno	běsposleno
besposlenost	běsposlenoːst
besposlica	běsposlitsa
besposličar	běsposlitʃaːr
besposličariti	besposlitʃǎːriti
besposličarka	běsposlitʃaːrka
besposličarski	běsposlitʃarski
besposličarski	běsposlitʃarskiː
besposličiti	běsposlitʃiti
bespovratan	bêspoʋratan
bespovratno	bêspoʋratno
bespoštedan	bêspoʃteːdan
bespoštedno	bêspoʃteːdno
bespoštednost	bêspoʃteːdnoːst
bespravan	bêspraːʋan
bespravlje	běspraːʋʎe
bespravno	bêspraːʋno
bespredmetan	besprěːdmetan
bespredmetno	besprěːdmetno
besprekoran	besprěːkoːran
besprekorno	besprěːkoːrno
besprijekoran	besprjěːkoːran
besprijekorno	besprijěːkoːrno
besprimeran	besprǐːmeːran
besprimerno	besprǐːmeːrno
besprimjeran	besprǐːmjeːran
besprimjerno	besprǐːmjeːrno
besprincipijelan	bêsprintsipijeːlan
besprincipijelno	bêsprintsipijeːlno
besprizoran	bêsprizoːran
besputan	běsputan
bespuće	běspuːtɕe
besraman	bêsraːman
besramnik	běsraːmniːk
besramnički	běsraːmnitʃki
besramnički	běsraːmnitʃkiː
besramno	bêsraːmno
besramnost	bêsraːmnoːst
bestelesan	bêstelesan
bestidan	bêstiːdan
bestidnički	běstidnitʃki
bestidnički	běstidnitʃkiː
bestidno	bêstiːdno
bestidnost	běstiːdnoːst
bestija	bêstija
bestijalan	bêstijaːlan
bestijalno	bêstijaːlno
bestijalnost	bestijǎːlnoːst
bestjelesan	bêstjelesan
bestseler	bestsěler
besvesno	bêsʋesno
besvesnost	běsʋesnoːst
besvest	bêsʋeːst
besvestan	bêsʋestan
besvijest	bêsʋijeːst
besvjesno	bêsʋjesno
besvjesnost	běsʋjesnoːst
besvjestan	bêsʋjestan
beta	bêta
beteg	bêteg
beton	bětoːn
betonirati	betonǐːrati
betonski	bětoːnskiː
betula	bêtula
bevanda	běʋaːnda
bez	bêz
bezakonit	bezǎːkonit
bezakonito	bezǎːkonito
bezakonje	bezǎːkoɲe
bezalkoholan	bězalkoxoːlan
bezazlen	bezǎzlen
bezazleno	bezǎzleno
bezazlenost	bezǎzlenoːst
bezbednost	bězbednôːst
bezbjednost	bězbjednôːst
bezbojan	bêzboːjan
bezbojno	bêzboːjno
bezbojnost	bêzboːjnoːst
bezbolan	bězboːlan
bezbolno	bězboːlno
bezbolnost	bězboːlnoːst
bezboštvo	bězboʃtʋo
bezbožac	bězboʒats
bezbožan	bězboʒan
bezbožje	bězboːʒje
bezbožnica	bězboʒnitsa
bezbožnik	bězboʒniːk
bezbožnički	bězboʒnitʃki
bezbožnički	bězboʒnitʃkiː
bezbožništvo	bězboʒniːʃtʋo
bezbožno	bězboʒno
bezbožnost	bězboʒnoːst
bezbrižan	bězbriʒan
bezbrižno	bězbriʒno
bezbrižnost	bězbriʒnoːst
bezbroj	bězbroːj
bezbrojan	bězbroːjan
bezdan	bězdan
bezdimni	bězdimniː
bezdušan	bězduʃan
bezdušno	bězduʃno
bezdušnost	bězduʃnoːst
bezemljaš	bezěmʎaːʃ
bezglasan	bězglasan
bezglasno	bězglasno
bezglav	bězglaʋ
bezglavo	bězglaʋo
bezglavost	bězglaʋoːst
bezgotovinski	bezgotǒʋiːnskiː
bezgraničan	bêzgranitʃan
bezgranično	bêzgranitʃno
bezgraničnost	bêzgranitʃnoːst
bezgrešan	bězgreʃan
bezgrešno	bězgreʃno
bezidejan	bêzideːjan
bezidejno	bêzideːjno
bezidejnost	beziděːjnoːst
bezimen	bězimen
bezimeno	bězimeno
bezimenost	bězimenoːst
bezizgledan	bêzizgleːdan
bezizgledno	bêzizgleːdno
bezizglednost	bezizglěːdnoːst
bezizlazan	bêzizlazan
bezizlazno	bêzizlazno
bezizlaznost	bêzizlaznoːst
bezizniman	bêzizniːman
beziznimno	bêzizniːmno
bezizrazno	bêzizraːzno
bezizražajan	bêzizraʒaːjan
bezizražajno	bêzizraʒaːjno
bezjak	bêzjaːk
bezličan	bězlitʃan
bezlično	bězlitʃno
bezličnost	bězlitʃnoːst
bezmalo	bězmalo
beznadan	běznadan
beznadno	běznadno
beznadnost	běznadnoːst
beznačajan	bêznatʃaːjan
beznačajno	bêznatʃaːjno
beznačajnost	beznatʃǎːjnoːst
beznađe	běznaːdʑe
bezobrazan	bezǒbrazan
bezobrazluk	bezobrǎzluk
bezobraznica	bezǒbraznitsa
bezobraznik	bezǒbrazniːk
bezobraznost	bezǒbraznoːst
bezobraština	bezobrǎʃtina
bezobziran	bêzobziːran
bezobzirno	bêzobziːrno
bezobzirnost	bezobzǐːrnoːst
bezopasan	bêzopaːsan
bezopasnost	bêzopaːsnoːst
bezosećajan	bêzosetɕaːjan
bezosećajno	bêzosetɕaːjno
bezosećajnost	bezosetɕǎːjnoːst
bezosjećajan	bêzosjetɕaːjan
bezosjećajno	bêzosjetɕaːjno
bezosjećajnost	bezosjetɕǎːjnoːst
bezočan	bězotʃan
bezrazložan	bezrǎːzloʒan
bezrazložno	bezrǎːzloʒno
bezrazložnost	bezrǎːzloʒnoːst
bezrezervan	bezrězeːrʋan
bezub	bězub
bezuman	bězuːman
bezumlje	bězuːmʎe
bezumnik	bězuːmniːk
bezumno	bězuːmno
bezumnost	bězuːmnoːst
bezuspeh	bêzuspex
bezuspešan	bezǔspeʃan
bezuspešno	bezǔspeʃno
bezuspešnost	bezǔspeʃnoːst
bezuspjeh	bêzuspjex
bezuspješan	bezǔspjeʃan
bezuspješno	bezǔspjeʃno
bezuspješnost	bezǔspjeʃnoːst
bezuvjetan	bêzuʋjetan
bezuvjetno	bêzuʋjetno
bezverac	bězʋerats
bezveran	bězʋeːran
bezvernica	bězʋeːrnitsa
bezvezan	bězʋezan
bezvezno	bězʋezno
bezvjerac	bězʋjerats
bezvjeran	bězʋjeːran
bezvjernica	bězʋjeːrnitsa
bezvlađe	bězʋlaːdʑe
bezvlašće	bězʋlaːʃtɕe
bezvodan	bězʋodan
bezvolja	bězʋoʎa
bezvoljan	bêzʋoːʎan
bezvoljno	bězʋoːʎno
bezvredan	bêzʋredan
bezvredno	bêzʋredno
bezvremen	bězʋremen
bezvremenost	bězʋremenoːst
bezvremenski	bězʋremenskiː
bezvrijedan	bêzʋrijedan
bezvrijedno	bêzʋrjedno
bećar	bětɕaːr
bećaruša	betɕǎruʃa
beč	bêːtʃ
bečanin	běːtʃanin
bečiti	běːtʃiti
bečki	bêːtʃkiː
bešavan	bêʃaːʋan
bešavno	bêʃaːʋno
bešika	běʃika
beštija	běʃtija
beštima	běʃtiːma
beštimati	beʃtǐmati
bešuman	bêʃuːman
bešumno	bêʃuːmno
bešćutan	běʃtɕutan
bešćutno	běʃtɕutno
bešćutnost	běʃtɕutnoːst
beščasno	běʃtʃasno
beščastan	běʃtʃastan
beščašće	běʃtʃaːʃtɕe
bežati	běʒati
beženstvo	běʒeːnstʋo
beživotan	bêʒiʋotan
biber	bǐber
biblija	bǐblija
bibliobus	bibliǒːbus
bibliofil	bibliǒfiːl
biblioteka	bibliotěːka
bibliotekar	bibliotěkaːr
bibliotekarski	bibliotěkaːrski
bibliotekarski	bibliotěkaːrskiː
bibliotekarstvo	bibliotekǎːrstʋo
bibliotečni	bibliǒtetʃniː
biceps	bǐtseps
biciklist	bitsǐklist
biciklistika	bitsiklǐstika
biciklistički	bitsiklǐstitʃki
biciklistički	bitsiklǐstitʃkiː
biciklizam	bitsiklǐzam
bide	bǐdeː
bife	bǐfeː
bifora	bǐfora
biftek	bǐftek
bifurkacija	bifurkǎːtsija
bigamija	bigǎmija
bigamist	bigǎmist
biglisati	bǐglisati
bigot	bǐgot
bigotan	bǐgotan
bihevioristički	bixeʋiorǐstitʃki
bihevioristički	bixeʋiorǐstitʃkiː
biheviorizam	bixeʋiorǐzam
bijedan	bijêːdan
bijednik	bijêːdniːk
bijedno	bjêːdno
bijeg	bjêːg
bijekcija	bijěktsija
bijel	bjêːl
bijelac	bijěːlats
bijeliti	bijěːliti
bijeljeti	bijěːʎeti
bijen	bǐjeːn
bijes	bijêːs
bijesan	bjěːsan
bijesno	bjêːsno
bikini	bǐkiːni
bikovski	bǐkoʋski
bikovski	bǐkoʋskiː
bilabijalan	bîlabijaːlan
bilanca	bilǎntsa
bilateralan	bîlateraːlan
bildati	bîldati
bilder	bîlder
bilderski	bîlderski
bilderski	bîlderskiː
bile	bǐle
bilesi	bilěsi
bilijun	bilǐjuːn
bilingvalan	bîlingʋaːlan
bilingvizam	bilingʋǐzam
biljar	bǐʎaːr
bilje	bîːʎe
biljeg	bǐʎeg
bilješka	bǐʎeʃka
bilježiti	bǐʎeʒiti
bilježnica	bǐʎeʒnitsa
bilježnik	bǐʎeʒniːk
bilježnički	bǐʎeʒnitʃki
bilježnički	bǐʎeʒnitʃkiː
biljka	bîːʎka
biljni	bîːʎniː
biljojed	bîʎojeːd
biljojedski	bîʎojedski
biljojedski	bîʎojedskiː
biljožder	bîʎoʒder
biljožderski	bîʎoʒderski
biljožderski	bîʎoʒderskiː
biljur	bǐʎuːr
bilo	bîlo
bilokakav	bilokǎkaʋ
bilten	bǐlteːn
bilur	bǐluːr
bimbaša	bîmbaʃa
binarni	bǐnaːrniː
bio	bîo
biograf	biǒgraf
biografski	biǒgrafskiː
biokemija	biokěːmija
biokemijski	biokěːmiːjskiː
biolog	biǒlog
biologija	biolǒgija
biološki	biǒloʃki
biološki	biǒloʃkiː
bira	bîra
biralište	bǐraliːʃte
birati	bǐːrati
birač	bǐraːtʃ
biračica	birǎtʃitsa
birački	bǐraːtʃkiː
bircuz	bîrtsuz
birokracija	birokrǎtsija
birokratski	birǒkratski
birokratski	birǒkratskiː
birtija	bǐrtija
biseksualnost	biseksuǎːlnoːst
biser	bǐser
biseran	bǐseːran
biskup	bîskup
biskupija	biskǔpija
biskvit	bǐskʋiːt
bista	bîsta
bistar	bîstar
bistrina	bistrǐna
bistriti	bǐstriti
bistrouman	bîstrouːman
bistroumlje	bîstrouːmʎe
bit	bît
bit	bîːt
bitan	bîtan
bitanga	bǐtaːnga
biter	bǐter
biti	bîti
bitka	bîtka
bitno	bîtno
bitnost	bîtnoːst
bitva	bîtʋa
bivati	bǐːʋati
bivovati	biʋǒʋati
bivstvovati	bîʋstʋoʋati
bivši	bîːʋʃiː
bizant	bǐzant
bizantijski	bizǎntiːjskiː
bizantinac	bizantǐːnats
bizantinski	bizǎntiːnskiː
bizantski	bǐzantskiː
bizaran	bîzaːran
bizmut	bǐzmut
biznismen	bǐznismen
bizon	bǐzoːn
biće	bǐːtɕe
bič	bîtʃ
bičak	bîtʃaːk
bičevalac	bitʃěʋalats
bičevati	bîtʃeʋati
bičji	bîtʃjiː
bjankarija	bjankǎrija
bjegati	bjêgati
bjegunac	bjegǔːnats
bjekstvo	bjěkstʋo
bjelance	bjelǎːntse
bjelanjak	bjelǎːɲak
bjelančevina	bjelǎːntʃeʋina
bjelasati	bjelǎsati
bjelasnuti	bjelǎsnuti
bjeleg	bjěleg
bjelilo	bjělilo
bjelina	bjelǐna
bjeljeg	bjěʎeg
bjelkinja	bjêlkiɲa
bjeloočnica	bjeloǒtʃnitsa
bjelorusija	bjelorǔsija
bjeloruski	bjêloruski
bjeloruski	bjêloruskiː
bjesnilo	bjěsnilo
bjesnjeti	bjěsɲeti
bječva	bjêtʃʋa
bježati	bjěʒati
blag	blâːg
blagajna	blǎgaːjna
blagdan	blâgdaːn
blago	blâgo
blago	blâːgo
blagonaklon	blagonǎːklon
blagonaklonost	blagonǎːklonoːst
blagosiljati	blagosǐːʎati
blagosivati	blagosǐːʋati
blagosivljati	blagosǐːʋʎati
blagoslivljati	blagoslǐːʋʎati
blagoslov	blâgosloːʋ
blagosloviti	blagoslǒʋiti
blagoslovljen	blagǒsloʋʎen
blagostanje	blagostǎːɲe
blagovati	blagǒʋati
blamaža	blamǎːʒa
blamirati	blamǐːrati
blanak	blânak
blasfemija	blasfěmija
blatan	blǎtan
blatiti	blâtiti
blatnjav	blâtɲaʋ
blato	blâto
blazan	blâːzan
blazina	blǎzina
blazinja	blǎziɲa
blažiti	blǎːʒiti
blebetati	blebětati
blebetuša	blebětuʃa
blebnuti	blêbnuti
bled	blêːd
bledeti	blěːdeti
bledilo	blědilo
bledoća	bledǒtɕa
blef	blêf
blefer	blêfer
blefirati	blefǐːrati
blejati	blěːjati
blenuti	blênuti
blesak	blêːsak
blesirati	blesǐːrati
bleskati	blêskati
blesnuti	blêsnuti
blesti	blesti
blesura	blesǔːra
bleštati	blěːʃtati
bleštav	blêʃtaʋ
bleštiti	blěːʃtiti
blic	blîts
blickrig	blîtskriːg
blijed	bljêːd
blijedjeti	blijěːdjeti
blijesak	bljêːsak
bliještati	bljěːʃtati
bliještiti	blijěːʃtiti
bliskati	blîskati
blisko	blîsko
bliskost	blîskoːst
blistati	blǐstati
blistav	blîstaʋ
blitva	blîtʋa
blizak	blîzak
blizanac	blizǎːnats
blizina	blizǐna
blizu	blǐːzu
bližiti	blǐːʒiti
bljak	bʎâk
bljedilo	bʎědilo
bljedoća	bʎedǒtɕa
bljeskati	bʎêskati
bljesnuti	bʎêsnuti
blještav	bʎêʃtaʋ
bljutav	bʎûtaʋ
bljuvati	bʎǔʋati
bljuzgati	bʎûzgati
bljuzgavica	bʎûzgaʋitsa
blokada	blokǎːda
blokirati	blokǐːrati
blud	blûːd
bludan	blûːdan
bludnica	blǔːdnitsa
bludnik	blûːdniːk
bludničenje	blûːdnitʃeːɲe
bludničiti	blûːdnitʃiti
blutdruk	blûːtdruk
bluz	blûːz
bob	bôb
boca	bôtsa
bockati	bôtskati
bocnuti	bôtsnuti
bocun	bǒtsuːn
bocvana	botsʋǎna
bod	bôːd
bodar	bôdar
bodež	bǒːdeʒ
bodlja	bôdʎa
bodljika	bǒdʎika
bodljikav	bǒdʎikaʋ
bodovati	bôdoʋati
bodriti	bǒdriti
bodro	bôdro
bodrost	bôdroːst
bodul	bôːdul
boem	bǒeːm
boemka	bǒeːmka
boemski	bǒeːmski
boemski	bǒeːmskiː
bofl	bǒfl
bog	bôːg
bogac	bǒːgats
bogalj	bôgaːʎ
bogat	bǒgat
bogatašev	bogatǎːʃeʋ
bogatiti	bǒgatiti
bogato	bǒgato
bogatstvo	bogǎtstʋo
bogaz	bôgaz
bogdan	bǒgdaːn
boginja	bǒgiɲa
boginje	bǒgiɲe
bogohulan	bôgoxuːlan
bogohuliti	bogoxǔːliti
bogohulnik	bôgoxuːlniːk
bogomoljka	bogǒmoːʎka
bogoraditi	bogorǎːditi
bogoslov	bôgosloʋ
bogoslovac	bogoslǒːʋats
bogoslužje	bôgosluːʒje
bogota	bogǒta
bogumil	bôgumil
boj	bôːj
boja	bǒja
bojadisati	bojǎdisati
bojan	bǒjan
bojati	bǒjati
bojazan	bôjaːzan
bojažljiv	bojǎʒʎiʋ
bojažljivo	bojǎʒʎiʋo
bojevati	bojěʋati
boji	bǒji
bojiti	bǒjiti
bojkot	bǒjkot
bojna	bôːjna
bojnik	bôːjniːk
bojovati	bojǒʋati
bojovnik	bǒjoːʋniːk
boka	bôka
bokal	bǒkaːl
bokserice	bôkseritse
bokvica	bôkʋitsa
bol	bôːl
bolan	bôːlan
bolesnica	bolěsnitsa
bolesnik	bolěsniːk
bolesnički	bolěsniːtʃki
bolesnički	bolěsniːtʃkiː
bolest	bôleːst
bolestan	bôlestan
boleti	bǒleti
bolešljiv	bolěʃʎiʋ
bolešljivost	bolěʃʎiʋoːst
bolivija	bolǐːʋija
bolivijac	boliʋǐːjats
bolivijski	bǒliːʋiːjskiː
bolje	bôʎeː
boljeti	bǒʎeti
boljitak	boʎǐːtak
bolnica	bǒːlnitsa
bolničar	bǒːlnitʃaːr
bolničarka	bǒːlnitʃaːrka
bolnički	bǒːlnitʃki
bolnički	bǒːlnitʃkiː
bolno	bôːlno
bolovanje	bolǒʋaːɲe
bolovanje	bôloʋaːɲe
bolovati	bolǒʋati
bomba	bôːmba
bombaj	bombaj
bombarder	bombǎrdeːr
bombardirati	bombardǐːrati
bombastičan	bombǎstitʃan
bombastično	bombǎstitʃno
bonaca	bǒnatsa
bor	bôːr
borac	bǒːrats
boranija	borǎnija
boravak	bǒraʋak
boraviti	bǒraʋiti
boravišni	bǒraʋiːʃniː
boravište	bǒraʋiːʃte
borba	bǒrba
borben	bôrben
borbeno	bôrbeno
borbenost	bôrbenoːst
borer	bǒːrer
borija	bǒrija
boris	bôːris
boriti	bǒriti
borovina	bǒroʋina
borovnica	borǒːʋnitsa
bos	bôːs
bosanac	bosǎːnats
bosanski	bǒsanski
bosanski	bǒsanskiː
bosiljak	bǒsiʎak
bosna	bôsna
bosonog	bosǒnog
bosti	bôsti
boston	bôston
botanika	botǎnika
botaničar	botǎnitʃaːr
botanički	botǎnitʃkiː
botilja	bǒtiʎa
botiljun	botǐʎuːn
botun	bǒtuːn
bova	bôːʋa
bozon	bǒzoːn
bočica	bôtʃitsa
bočni	bôtʃniː
bošnjak	bǒʃɲaːk
bošnjački	bǒʃɲaːtʃki
bošnjački	bǒʃɲaːtʃkiː
bošča	bôʃtʃa
bošče	bôʃtʃe
božanski	boʒǎnskiː
božanstven	boʒǎnstʋen
božanstvo	boʒǎnstʋo
boži	bôʒiː
božij	bôʒiːj
