cәғәт	sɛʁɛt
ахун	ɑχuːn
ахунйән	ɑχuːnjˈæn
ахылдап	ɑχɪ̞ɫdɑp
ахыры	ɑχɯ̞rɯ̞
ахырызаман	ɑχɯ̞rɯ̞zɑmɑn
ахырғы	ɑχɪ̞ɾʁæ
аш	ɑʂ
аша	aʃa
аша	ɑʂɑ
ашай	aʃai
ашалып	ɑʂɑɫːɯ̞p
ашалған	äsɑɫɢän
ашамай	aʃɑmɑj
ашамаһа	ɑsɑmɑhɑ
ашамлыҡ	ɑʂɑnɫɯ̞q
ашамһаҡланыу	ɑʂɑnhɑqɫɑnɯ̞w
ашамһаҡлыҡ	ɑʂɑnhɑqɫɯ̞q
ашап	aʃop
ашарлыҡ	ɑʂɑɾɫɯ̞q
ашат	aʃat
ашатам	ɑsɑtɑm
ашатлау	aʃatlɑu
ашатмай	bɑʃatmɑj
ашатып	ɑʂɑtəp
ашатыу	aʃatɐu
ашау	pɔʂau̯
ашкаҙан	ɑʃqɑðɑn
ашлама	ɑʃɫama
ашланмаған	pɑʂɫɑnmɑʁɑn
ашланған	pɑʂɫɑnʁɑn
ашлы	ɑʂɫɑ
ашлыҡлы	ɑʂɫɯ̞qɫæ
ашмаған	ɑʃmɑˈgɑˈn
ашмаҫлыҡ	ɑʂmɑsɫɯ̞q
ашнаҡ	χäʃnɑq
аштырыу	ɑstɯ̞rɯ̞w
ашуғ	aʃuɢ
ашхана	ɑʂχɑnɑ
ашъяулыҡ	ɑsjɑuɫɯ̞q
ашъяулыҡ	ɑʂjɑwɫɯ̞q
ашыу	aʃo
ашыу	ɑʂɯ̞w
ашығырға	hɑʃɯ̞ʁɯ̞rʁä
ашығыңҡырау	ɑʂɯ̞ʁɯ̞nqɯ̞rɑu
ашыҡмайым	qɑʂɯ̞qmɑjɯ̞m
ашыҡманы	ɑʂɯ̞qmɑɫɯ̞
ашыҡтырыу	ɑʂɯ̞tɯ̞rɯ̞w
ашыҡтырыңҡырау	ɑʂɯ̞qtɯ̞rɯ̞nqɯ̞rɑu
ашыҡҡан	ɢɑʃɯ̞qqɑn
ашҡаҙан	aʃqɑðɑn
ашҡаҙан	ɑʂqɑðɑn
ашҡаҙаны	pɑʂqɑðɑnɯ̞
ашҡыныусы	ɑʂqɯ̞nɯ̞ʁsɯ̞
аюп	ajuːp
аяныс	ajɑnɯz
аят	ɑjɑt
аят	ɑjˈjɑt
аяулы	pajɑwˈɫɯ̞
аяусан	əjɑlsɑn
аяуһыҙ	ɑjɑwhɯ̞ð
аяғы	ʊ̞jɑʁɯ̞
аяҙ	ɑjɑð
аяҙғол	ɑjɑðʁɑl
аяҡ	ɑjɑq
аяҡландырыу	ɑjɑqlændɯ̞rɯ̞w
аяҡлы	ɑjɑqɫɑ
аяҡсы	ɑjɑqsɑ
ағай	ɑʁɑj
ағайрыҡ	äʁäjrɑq
ағайым	ɑɣɑjɯ̞m
ағартырға	ɑʁɑrtɯ̞rʁa
ағартҡансы	ɑʁɑrtqɑnsɯ
ағарырға	ɑʁɑɾɯ̞ŋʁä
ағарҙы	ɑʁɑrðä
ағас	ɑʁɑs
ағасаҡ	ɦɑʁɑsɑq
ағастағы	ɑʁɑstɑʁæ
ағзам	ɑqzɑm
ағиҙел	äʁɪ̈iðɪ̞l
ағыла	aqɯ̞ɫä
ағылырға	ɑʁɑɫɯ̞rʁɑ
ағым	ɑʁɯ̞m
ағын	ɑɢæn
ағыр	ɑgɯ̞r
ағыу	ɑʁɯ̞w
ағыуланыу	ɑʁɯ̞uðɑnɯ̞w
ағыуларға	ɑʁwɯ̞uɫɑrʁɑ
ағыусанлыҡ	ɑʁʊ̞ɫsɑnɫɯ̞q
ағыш	ɑʁɯ̞ʂ
ағыҙып	ɑʁɯ̞ðɑp
аҙ-маҙ	ɑðmɑð
аҙайтып	adajtɯ̞p
аҙан	ɑðɑn
аҙап	æðˈæp
аҙау	aðˈɑf
аҙаш	ɑðɑʂ
аҙаштырыу	ɑðɑʂtɑrɯ̞w
аҙағынаса	ɑðɑʁɯnɑsɑ
аҙаҡ	ɑðɑq
аҙаҡтан	pɑðäqtɑn
аҙаҡҡы	ɑðɑqqɑ
аҙаҡҡы	ɑðɑqːɯ̞
аҙбар	ɑðbɑɾ
аҙлап	ɦɑðɫɑp
аҙман	ɑːðmæn
аҙна	ɑðnɑ
аҙнабай	ʔaðnɑbaj
аҙнай	aznaj
аҙналыҡ	ɑðnɑɫɯ̞q
аҙналыҡ	ɑðɯ̞nɑɫɯ̞q
аҙнаш	aðnɑʃ
аҙнаҡай	ɑðɯ̞nɑqɑj
аҙым	ɑðɑm
аҙым	ɑðɯ̞m
аҙымлы	ɑðɯ̞mɫɑ
аҙыҡ	ɑðɯ̞q
аҙға	qɑðɢä
аҙған	ɑðʁɑn
аҙҙан	ɑðˈzɑn
аҡ	ɑq
аҡай	qɑqɑj
аҡайтыу	əqajtɯ̞w
аҡайған	ɑqɑjˈʁɑn
аҡбарс	aqbɑrs
аҡбаш	ɑkbɑʂ
аҡбулат	ɑqbwlɑt
аҡбулатов	ɑqbwɫɑtɯ̞w
аҡбур	ɑqbur
аҡбур	ɑqbɔr
аҡбуҙ	ɑqboð
аҡбуҙат	ɑqbuðɑt
аҡбуҙатлы	aqpuzɑtˈɫɯ
аҡегет	ɑqjɯ̞gɯ̞t
аҡкилде	ɑqkeɫdæ
аҡлан	ɑqɫɑn
аҡланырға	ɑqwɑŋɯ̞rʁä
аҡланыу	ækɫɑnɯ̞w
аҡлау	ɑqlɑu
аҡмал	aqmɑɫ
аҡморат	ɑqmɯ̞rɑt
аҡмулла	aqmullɑ
аҡмырҙин	ɑqmɯ̞rðiŋ
аҡрын	ɑqrɯ̞n
аҡрын	ɑqɯ̞rɯ̞n
аҡрынайтыу	ɑqɾɯ̞näjtɯ̞u
аҡрынлап	ɑqɯ̞rɯ̞nɫɑp
аҡрынлыҡ	ɑqɯ̞rɯ̞nɫɯ̞q
аҡрыныраҡ	ɑqrɯ̞nʊ̞rɑq
аҡса	qsɑ
аҡса	ɑqsɑ
аҡсалланыу	aqsɑllɑnɯ̞w
аҡсарлаҡ	ɑqsɑrlɑq
аҡсарлаҡ	ɑqsɑrɫɑq
аҡсаһыҙ	æqsahɯ̞ð
аҡсаһыҙҙыҡ	ɑqsɑhɯ̞ðːɑq
аҡсолтан	ɑqsɯ̞ɫtɑn
аҡсулпанов	aqsulpɑŋɯf
аҡсәсәк	aqsɛsɛk
аҡтамыр	ɑqtʊ̞mʊ̞r
аҡтарылыу	ɑqtärɯ̞ɫɯ̞
аҡтарыу	ɑqtäɾɯ̞w
аҡтуған	ʔɑqtuʁɑn
аҡты	ɑqtɑ
аҡтыҡҡы	ɑqtɯ̞qqæ
аҡш	ɑqɯ̞ʂ
аҡшайырға	ɑpʂɑjɯ̞rʁɑ
аҡъюл	ɑqjoɫ
аҡъюлай	ɑkjuɫäj
аҡъяр	ɑqjɑr
аҡыл	ɑqɯ̞ɫ
аҡылбай	ɑqɯ̞ɫbɑjɯ̞
аҡылландырыу	ɑqɯ̞ɫɑndɯ̞rɯ̞w
аҡыллы	ɑqɯ̞ɫːɯ̞
аҡыллыҡ	ɑqɯ̞nɫɯ̞q
аҡылы	ɑqɯ̞ɫæ
аҡылһыҙ	hɑqɯ̞ɫhɯ̞ð
аҡылһыҙлыҡ	ɑqɯ̞ɫhɯ̞ðɫɑq
аҡырайтыу	ɑqrɑjtɯ̞w
аҡырайыу	ɑqɯ̞ɾajɯ̞u
аҡырыусан	ɑqɯ̞ɾɯ̞ɫsɑn
аҡҡол	ɑqqɯ̞ɫ
аҡҡош	aqːɯ̞ʂ
аҡҡош	ɑqːʊ̞ʂ
аҡҡужа	ɑqɢoʐa
аҡҡужин	äqquʃiŋ
аҡһабыраҡ	ɑqhɑbrɑq
аҡһап	ˈɑqħap
аҡһарға	ɑqˈhɑrʁɑ
аҡһау	ˈɑχhaʊ
аҡһаҡ	ɑqhaq
аҡһаҡ	ɑqhɑq
аҡһаҡал	ɑqhɑqɑɫ
аҡһаҡлау	ɑqħɑqlaʊ
аҡһаҡлыҡ	ɑχhɑqɫɯ̞q
аҡһаңҡырау	äqhɑnqɯ̞rɑu
аҡһым	ɑqhæm
аҡһым	ɑqhɯ̞m
аң	ɑŋ
аң	ɔŋ
аңдып	ɑŋdɯp
аңлайышлы	ɑŋɫäjɯ̞ʂɫɑ
аңламағас	ɑŋɫɑrmɑʁˈɑs
аңлар	ɑŋvaɾ
аңларлыҡ	ɑŋɫɑrˈɫɯ̞k
аңларға	pɑŋɫɑrʁɑ
аңлатма	ɑŋlɑtmɑ
аңлатмалы	ɑŋɫɑtmɑɫä
аңлатмыйынса	ɑŋlɑtmɑjɯnsɑ
аңлатып	ɑŋɫɑtɑp
аңлатырға	ɑŋwɑtɯ̞rʁä
аңлатҡан	hɑŋɫɑtqɑn
аңлашылмай	ɑnɫɑʃɯ̞ɫmɑj
аңлашылмаусанлыҡ	ɑŋlɑʃɯ̞ɫmɑɫsɑnɫɯ̞q
аңлашылмаған	ɑŋɫɑrʃɯ̞ɫmɑʁɑn
аңлашылып	ɑŋɫɑrʃɯ̞ɫɯ̞p
аңлаған	ɑŋɫɑrʁɑn
аңра	aɾa
аңралыҡ	ɑŋɾɑɫɯ̞q
аңыш	ɑŋɯɾ
аңҡыш	pɑŋqɯ̞ʂ
аҫау	aθo
аҫрарға	hɑθrɑrʁɑ
аҫтында	ɑθˈtɯmda
аҫтыртын	ɑθtɯ̞ɾtɯ̞n
аҫылзада	aθɯ̞ɫzɑdɑ
аҫылмалы	ɑsɯ̞ɫmɑɫɯ̞
аҫырға	ɑθɪ̞rʁɑ
аҫҡа	ɑsˈqɑ
аҫҡа	ɑθqɑ
аҫҡы	ɑθqɑ
аһылай	axɯ̞ɫäj
аһәңлек	ʔɑhɛŋlɪk
ба	bãː
бабай	bɑβɑj
бабасыр	bɑbɑsər
баббит	babit
бабиш	babʲiʃ
багажник	bagaʒnik
багет	bˌɐgˈɛt
бадминтон	batminton
бажа	baʒa
бажа	bɑʒɑ
бажат	bazat
база	baza
базар	bæðɑr
базилика	bˌɐzilˈikɐ
базис	bazis
бай	bɑj
байбикә	bɑjbʲiɟæ
байбисә	bɑjbʲisɛ
байбул	bæjbɔɫ
байбулат	bajbwlɑt
байгилде	bɑjgildɛ
байгилдин	bɑjgildiːn
байдарка	bɑjdaːrka
байдаш	bajdärʃ
байдәүләтов	bajdɛwlætæv
байегет	bɑjjɪ̞gɛt
байлыҡ	bɑjlɯ̞q
байлыҡ	bɑjɫɯ̞q
баймаҡтан	bʊ̞jmæqtän
байморат	bajmɾat
баймырҙа	bajmrða
баймөхәмәт	bɑjmʏ̞χʏ̞mæt
байназар	bɑjˈnæzɑr
байрам	bɑjrɑm
байрам	bəjram
байрамбикә	bäjrämbʲekæ
байрамбикә	bɑjrɑnbʲekæ
байрамса	bəjrɑŋsɑ
байрас	bɑjrɑs
байрас	bɑjˈɾɑs
байрат	bəjrät
байраҡ	bɑjrɑq
байраҡ	bʊ̞jrɑq
байсал	bajsaːl
байтал	bɑjtɑɫ
байтаҡ	bɑjtɑq
байтаҡ	bəjtɑq
байтирәк	bəjt̪iɾɛk
байтүрә	bʊ̞jtʏræ
байым	bɑjˈjɯm
байып	bwajɯp
байырға	bwjɯ̞rʁa
байышев	bɑjɯ̞rʂɯ̞f
байыған	bəjɯɣan
байыҡ	bəjɯ̞q
байыҡтырыу	bäjɯ̞qtɑrɯ̞w
байғара	bʊ̞jɢärɑ
байғужа	bajɣuʒa
байғура	bajɣoɾa
байҙарса	bajðaːrsa
байҡау	bəjqäu
байһаҡал	bɑjhɑqɑl
бак	bak
бакалавр	bakaɫavr
бакелит	bakɛlɪt
бакен	bˈɑkən
бакира	bˈɑkira
баклажан	baklazan
баклан	bɑqɫɑn
баку	bakuu
бал	bɑɫ
бала	bɑɫɑ
бала-саға	bɑɫɑsɑʁɑ
балаган	bɑɫɑɣɑn
балалайка	balaɫajka
балалайкасы	bɯ̞ɫɑɫäjkäsɯ̞
балаларса	bɯ̞ɫɑɫarsɑ
балаларға	bɯ̞ɫɑɫɑrʁɑ
балалау	balaˈlau
балалылыҡ	bɑɫɑɫɑɫɯ̞q
балалыҡ	bɑɫɑɫˈɯ̞q
балан	bɑɫɑn
баланлыҡ	bʊ̞ɫɑnɫɯ̞q
баланс	balanz
балансир	bɑɫänsʲir
баланы	bɑɫɑnɯ
баласаҡ	bɯ̞ɫɑsɑq
балауыҙ	bɑɫɑwɯ̞ð
балаятҡы	bɑɫäjjɑtqɯ̞
балаҡ	bɑɫɑq
балаҡ	bəɫˈq
балаҫ	bɑɫɑs
балаҫ	bɑɫɑθ
балдар	bɑɫdɑr
балдаҡ	bɑɫdɑq
балет	bʲalʲet
балетмейстер	bɑɫɯ̞tmɛjstʲɪr
балканист	bɐɫkɐnˈist
балкон	bˌɐlkˈon
балл	bɐlˈ
баллада	bɑɫˈlɑɾdɑ
балласт	ballast
баллистика	balˈistiˈkˈa
баллы	bɑɫˈla
балсыҡ	bɑɫsɯ̞q
балта	bɑɫta
балта	bɑɫtɑ
балтабай	bɑɫtɑβɑj
балтас	baltɑs
балтырған	bɑltɯ̞rʁɑn
балтырған	bɑɫtɯ̞rʁɑn
балыҡ	bɑɫɯ̞q
балыҡлы	bɑɫɯ̞qɫɑ
балыҡсы	bɑɫɯ̞qsɑ
балыҡсы	bɑɫɯ̞qsɯ̞
балыҡҫылыҡ	pɑɫɯ̞qsɯ̞ɫɯ̞q
балға	bɑɫʁɑ
балғалаҡ	bɑlʁɑlɑq
балғаҙый	bɯ̞ɫʁɑðɯ̞j
балҡар	pɯ̞ɫqɑr
балҡып	bɑɫqɯ̞t
балҡыусы	bɑɫqɯ̞ɫsɯ̞
бамбук	bambuːk
банан	banaːn
банат	bɔnat
банда	bãndɑ
бандаж	bandaːʒ
бандура	banð̞uɾa
банк	bank
банка	banka
банкет	bänkʲet
банкетка	bankɛtkɑ
банкир	bæŋkiɾ
банкротланыу	bɑŋkrʊ̞tɫɑnɯ̞w
бант	bant
банту	bantʊ
баныу	bɑnɑu
баныу	bɑnɯ̞w
баптизм	bɑptizm
баптист	baptist
бар	bɑɾ
бара	bara
барабан	bäräbän
барабансы	bäräbänsɯ̞
барабансы	bɯ̞rɑbɑnsɯ̞
барабыҙ	bɑraːbɯ̞ð
барак	bɑrɑq
баранка	baranka
барасаҡ	bʊ̞rɑsɑq
барбарис	barbariz
баржа	barʒɐ
барис	bˈɑːɾˌɪs
баритон	bˌɑritˈon
барлай	bäɾɯ̞ɫɑj
барлайыҡ	bʊ̞rɫäjɯ̞q
барлап	bɑrɫɑt
барлау	barao
барлыбай	bɑrɫɑbɑj
барлыҡҡа	bɑrɫɯ̞qqɑ
бармай	bʊ̞rmɑj
барманы	bɑɾbɑnɯ̞
бармаҡ	bɑrmɑq
бармаҡлы	bɑrmɑqɫæ
бармы	bɑrma
барс	barθ
барсын	bɑrsən
барсынһылыу	bɑrsɯnhɯ̞ɫo
бары	bara
барыбер	bɑrɯ̞βɯ̞r
барыбер	bɑɾɑbɯ̞r
барыбыҙ	bɑrɑbɯ̞ð
барын	bˈɑrən
барып	bɑrɑp
барыр	bɑrɑr
барған	bɑrɣɑn
барғас	barʁas
барҙыбаш	bɑɾðɯ̞bɑʂ
барһа	barha
басир	bɐsˈiːr
баскетбол	baskʲitbɔɫ
бата	bɑtɑ
батмай	bɑtmai̯
батмус	bɑtmus
батон	baton
батрак	bɑtrɑq
баттал	bɑtːɑl
батты	bɑtːɑ
батша	bɑtʂɑ
батша	bʌtʃˈa
батып	bɑtɑp
батыр	bɑtɯ̞ɾ
батырбай	bʊ̞tɯ̞rβɑj
батырлыҡ	bɑtɯ̞rɫɯ̞q
батырша	bɑtɑrʃa
батыршин	bɑtɑrʃin
батҡаҡ	bɑtqɑq
бау	bɑw
бау	bəʊ
бауыр	bɑwɯ̞r
бауырһаҡ	bɑwɯ̞rhɑq
бахыр	bɑqɯ̞r
бахыр	bɑχɯ̞ɾ
баш	bɑʂ
баш	bɔʃ
баш-байбаҡ	bɑʂbɑjbɑq
башакүл	bɑʂɑkɵɫ
башаҡ	bɑʂɑq
башбаштаҡлыҡ	bɑʂbɑʂtɑqlɯ̞q
башватҡыс	bɑʂwɑtqɯ̞s
башкиҫәр	bɔʃkiθær
башламай	bäʃɫɑnmaj
башланы	bɑʂɫɑnɑ
башланырға	bɯ̞ʂɫɑnɯ̞rʁä
башланғыс	bɑʂɫɑnʁɯ̞z
башланғыс	bɑʂɫɑŋɢɯ̞s
башлап	bˈɑʃɫɑp
башлы	bɑʂɫɑ
башлыса	bɑʂɫɯ̞sɑ
башлыҡ	bɑʂɫɯ̞q
башлыҡлы	bɑʂɫɯ̞qɫæ
башмаҡ	bɑʂmɑq
баштан-аяҡ	bɑʂtɑnäjɑq
башынан	bɑʃɯnɑn
башҡа	bɑʂqɑ
башҡала	bɑʂqɑɫɑ
башҡалар	bɑʂqɑɫæɾ
башҡарылырға	bɑʂqɑɾɑɫɯ̞rʁɑ
башҡарырлыҡ	bɑʂqɑrɯ̞nɫɯ̞q
башҡаһы	bʊ̞ʂqɑhɯ̞
башҡорт	bɑʂqʊ̞ɾt
башҡортостан	bɑʂqʊ̞rtʊ̞stɑn
башҡортса	bɑʂqɯ̞rtsɑ
башҡултай	bɑʃqɔltaj
баяғы	bɑjɑʁɑ
баған	bɑʁɑn
бағана	bɐɣɐnɑ
бағана	bɑʁɑnɑ
бағышлау	bawɯ̞ʂɫɑu
баҙам	badam
баҙамлы	bɑðɑmɫɑ
баҙамша	bãðɑmʃa
баҙар	bɑðɑr
баҙар	bəðär
баҙарбай	bɑðɑrbɑːj
баҙау	badau
баҙлап	bazɫɑp
баҙнат	bɑðɫnɑt
баҙнатғыҙ	bɑðnɑtqɯ̞ð
баҙы-ҡуян	bɑðɯ̞qujɑn
баҙыян	bɑðɯ̞jɑn
баҙыҡ	bɑðˈɯ̞q
баҡа	bɑqɑ
баҡса	bɑqsɑ
баҡсасы	bɑqsɑsɯ̞
баҡтиһәң	bɑqtʰiːhæŋ
баҡтиһәң	bɑqtʲihæŋ
баҡты	bɑqtɑ
баҡтыбай	bɑqtɑbɑj
баҡыр	bɑqɯ̞r
баҡһаң	bɑqhɑŋ
баҫалҡы	pɑsɑɫqɯ̞
баҫма	bɑθmɑ
баҫтырыла	bastɯ̞rɯ̞ɫɑ
баҫтырылмай	bɑstɯ̞rɯ̞ɫmɑj
баҫтырып	bäθtʊ̞rʊ̞p
баҫылыр	bwθɯ̞ɫɯ̞r
баҫым	bɑθɯ̞m
баҫыу	bɐθɐu̯
баҫыу	bɑθɯ̞w
баҫҡан	bɑsqɑn
баҫҡандай	bɑsqɑndɑj
баҫҡас	bɑtqɑs
баҫҡынсы	bɑsqɯ̞nsɯ̞
баҫҡыс	bɑθqɯ̞s
баһа	bɑhɑ
баһа	væhɑ
баһаларға	bähɑɫɑrʁa
баһалау	baɣɑlaw
баһау	baɣɑw
баһман	bæˈhmæn
бей	bɪ̞j
бейек	bɪ̞jɪ̞k
бейеп	bɪ̞jːɪ̞p
бейергә	bʲɪjɪ̞rgæ
бейеүсе	bɪ̞jɪ̞wsɪ̞
бейә	bɪ̞jæ
бейәләй	bɪ̞jælæj
бел	bɛl
белгертмәҫкә	bɪ̞ɫkɪ̞rtmæθkæ
белгес	bɪ̞lgɪ̞s
белгестәр	bʏ̞ɫwɪ̞stær
белград	bɪlgɾad
белгән	bɛlgɛn
белгәс	bɪlgæs
белде	bɪ̞ɫdæ
белдергән	bʏ̞ɫtɪ̞rgæn
белдереп	bʏ̞ɫdʲɪrɪ̞p
белдермәйенсә	bʏ̞ɫdʲɪrmæjɪ̞nsæ
белекһеҙ	bʏ̞lʏ̞khʏ̞ð
белем	bɪ̞lɪ̞m
белеш	bˈɪlɪʃ
белеште	bɪ̞ɫɪ̞ʂtæ
белмәгән-күрмәгән	bʏ̞ɫmægænkʏrmægæn
белмәй	balmaj
белһен	bəlˈhɪn
беләйек	bʏlæjjɪ̞k
беләк	blˈɛk
беләҙек	bɪ̞læðɪ̞k
беләһең	blæhɪ̞ŋ
бер	bær
бер	bɪ̞ɾ
бер-беренән	bɪ̞ɾbɪ̞rɪ̞næn
бергә	bɪ̞rgæ
бергә	bɪ̞ɾgæ
бергәләшеп	bʏ̞rgæ̹læʂɪ̞p
беребеҙгә	bɪ̞ræbɪ̞ðgæ
берекмә	d̪ɪ̞rɪ̞kmæ
беренсенән	bɪ̞rɪ̞nsɪ̞næn
береһенән	bɪ̞rɪ̞hɪ̞nɪ̞ŋ
берлин	bɛrlʲɪn
берҙәм	bɪrðæm
берҙәм	bɪ̞rðæm
берҙән-бер	bɪ̞rðænbɪ̞ɾ
берәй	brɛj
берәмек	bɪ̞ræmɪ̞k
берәр	brɛr
берәҙәк	brɛðɛk
берәү	bɪ̞ræw
бесергә	bʲɪsʲɪrgæ
бесәй	bɪ̞sæj
бесән	bɪ̞sæn
бесәнлек	bɛsˈɛnlɪk
бет	bɛt
бет	bɪ̞t
бетеү	bɪ̞tɪ̞w
бетле	bɪ̞tɫæ
беш	bɪ̞ɾ
бешергә	bʲɪʃɪ̞rgæ
бешергән	bʲɪʃɪ̞rgæn
бешергәс	β̞ɯ̞ʂɯ̞rgæs
бешереүсе	bʲɪʃærɪ̞wsɪ̞
бешерәйне	bʲɪʂɪ̞ræjnæ
бешкән	bʲɪʃkæn
бешкәнсе	bɛʃkænsɪ̞
бешкәс	bʲɪʃkæs
бешмәгән	bəʃmɛgɛn
беҙ	bɪ̞ð
беҙгә	bɪ̞ðgæ
беҙҙе	bɪ̞ðːɪ̞
беҙҙең	bɪ̞ðːɪ̞ŋ
беҙҙә	bɪ̞ðːæ
беҙҙән	bɪ̞ðːæn
биби	bibɪ
бибигөл	bibjgəl
бибизада	biˈbiːzaˈda
бибинур	bibinuɾ
бибисафа	vibisafa
библия	bibˈliə
бигерәк	bʲigɪ̞ræk
бик	bik
бик	bʲek
бик-ҡарамалы	bʲekqɑrɑmɑɫɯ̞
бикбай	bikbaːj
бикбулат	bʲikbuɫät
бикле	bʲeklɪ̞
бикләргә	bʲeklɛrgæ
бикмырҙа	bʲekmɯ̞rðːɑ
бикмәт	bʲikmæt
бикте	bʲektɪ̞
биктимер	bʲiktʲimɪ̞r
бикҡол	bʲekqɑɫ
бикҡолов	bʲekqʊ̞ɫɯ̞f
бикҡужа	bʲekqʊ̞ʒɑ
бикә	bʲekæ
бикәс	bikes
бил	bɪl
бил	bʲil
билбау	bʲilbæw
билдә	bildæ
билдә	bʲiɫdæ
билдәле	bʲiɫdæ̹lɪ̞
билдәләмә	bildælæmæ
билдәләп	bʲiɫdælæp
билет	bʲilʲet
билмәү	bilmæw
билғау	bˈɪlrˈaʊ
биләй	bjɪlæj
биләп	bjlæp
бина	bina
бинт	bint
бир	bɪr
бирбикә	bʲirbʲikæ
биргән	bʲirgæn
биргәнсе	bʲirgænsɪ̞
биргәс	bʲirgæs
бирелгән	bʲirɪ̞ɫgæn
бирелергә	bʲirɪ̞ɫɪ̞rgæ
бирергә	bʲirɪ̞rgæ
бирешкәйне	bʲirɪ̞skæjnɪ̞
бирешкән	bʲirɪ̞ʂkæn
бирешмә	bʲirɪ̞ʂbæ
бирешмәгән	bʲirɯ̞ʂmægæn
бирешмәү	bʲirɪ̞ʃmæw̜
биреүсе	bʲirɪ̞wsʲɪ
бирмәй	vi̠rmæj
бирмәйем	bʲirmæjɪ̞m
бирнә	bʲirnæ
бирсәткә	bʲirsætkæ
бирһә	bʲirhæ
бирһәм	bʲirhæm
бирә	bʲirɛ
бирән	bʲiræn
бисмилла	bʲismʲiɫä
бисура	bisurɑ
бисә	bʲesæ
бисә	visɛ
бисәле	bʲisæ̹lʲɪ
бит	bit
бит	bʲet
бит	bʲit
бит	βit
битлек	bʲetlɪ̞k
бихисап	biχisap
биш	biz
биш	bʲiʃ
бишбармаҡ	bʲiʂbɑrmɑq
бишек	bʲeʃɪ̞k
бишенсе	bʲiʂɪ̞nsɪ̞
бишенсеһе	biʃɪ̞nsʲɪhɪ̞
бишул	bʲesuɫ
бишҡаҙаҡ	bʲesqɑðɑq
бишәү	bjˈʃɛʋ
бишәү	bʲiʃæw
биҙ	bʲið
биҙ	bˈið
биҙгәк	bʲiðgæk
биҙергә	bʲisɪ̞rgæ
биҙрә	bʲiðræ
биҙҙереү	bʲiðːɪ̞rʲɪw
биҙәк	biðæk
биҙәк	bʲiðæk
биҙәлгән	bʲiðælgæn
биҙәнеүсе	bʲiðænɪ̞w̜sɪ̞
биҙәргә	bʲidɛrgæ
биҙәү	biðɛw
бойондороҡһоҙ	bʊ̞jʊ̞ndʊ̞rʊ̞qhʊ̞ð
бойондороҡһоҙлоҡ	bʊ̞jʊ̞ndʊ̞rʊ̞qhʊ̞ðɫʊ̞q
бойороҡ	bʊ̞jʊ̞rʊ̞q
бойоҡ	bʊ̞jʊ̞q
бойҙай	bʊ̞jðɑj
бола	bɯ̞ɫa
болан	bʊ̞ɫɑn
болон	bʊ̞ɫʊ̞n
болғап	bɯ̞ɫʁæp
болғарға	bɯ̞ɫʁɑrʁä
болғау	bʊ̞ɫʁɑw
болғауыс	bɯ̞ɫʁɑoɯ̞s
болғағансы	bɯ̞ɫʁɑʁɑnsɯ̞
болғаҡ	bɯ̞ɫʁɑq
бомж	bɔmʒ
боралыҡ	bɯ̞rɑɫɯ̞q
бормалы	bɯ̞rmäɫɯ̞
борнаҡ	bərnɑq
боролайыҡ	bʊ̞rɯ̞ɫɑjɯ̞q
боролдо	bʊ̞rʊ̞ɫdä
боролоп	bʊ̞rɯ̞ɫʊ̞p
боролорға	bʊ̞rɯ̞ɫʊ̞rʁɑ
борон	bʊ̞rən
борон	bʊ̞rʊ̞n
боронғо	bʊ̞rʊ̞ŋɢʊ̞
борос	bʊ̞rʊ̞s
борослап	bʊ̞rɯ̞sɫæp
бороу	bɐrəu
борсаҡ	bɯ̞rsɑq
борсаҡ	bʊ̞rsɑq
борсола	bʊ̞rsɯ̞ɫæ
борсолоп	bʊ̞rsɯ̞ɫʊ̞p
борсолорға	bʊ̞rsʊ̞ɫɯ̞rʁɑ
борсорға	bʊ̞rsʊ̞rʁäː
борсоу	bɤrsɐu
борсоусан	bʊ̞rsʊ̞ɫsɑn
боршайтыу	bɯ̞rʂäjtɯ̞w
борғаҡ	bʊ̞rʁɑq
борғо	bʊ̞rʁʊ̞
борһаланыу	bʊ̞rgɑlanɯ̞w
борһан	bʊ̞rgɑn
бостама	bustamɑ
бот	bɔt
ботаҡ	bɯ̞tɑq
ботаҡ	bʊ̞tɑq
ботаҡланыу	bʊ̞tɑqlänɯ̞w
ботлау	bɯ̞tɫɑu
ботлоҡ	bʊ̞tɫɯ̞q
бохар	bʊ̞xɑr
бохара	bʊ̞χɑrɑ
бохарбай	bʊ̞xɑrbɑj
бошорғоланыу	bʊ̞ʂʊ̞rʁäɫänɯ̞w
бошоу	bʊ̞ʂɔu
боҙ	bɯ̞ð
боҙ	bʊ̞ð
боҙбармаҡ	bʊ̞ðbɑrmɑq
боҙлауыҡ	bʊ̞ðɫɑwɯ̞q
боҙло	bʊ̞ðɫæ
боҙмағыҙ	bɯ̞ðmɑɢɯ̞ð
боҙолдо	bɐdɐldɐ
боҙолорға	bʊ̞ðɯ̞ɫʊ̞rʁɑ
боҙолһа	bʊ̞dʊ̞ɫhæ
боҙорға	bʊ̞ðʊ̞rʁa
боҙоҡ	bʊ̞ðʊ̞q
боҙған	bʊ̞ðgɑn
боҫ	bʊ̞θ
боҫландырыу	bʊ̞sɫɑndɯ̞rɯ̞w
боҫланыу	pɯ̞θɫɑnɯ̞w
бригада	brigaːda
