-åringar	oːrɪŋaːr
anklagad	ˈanklˌɑːgad
anklagade	anklˈagadə
anklagades	anplˈɑːgadəs
anklagande	anklˈɑːgandə
anklagar	ˈanklˌɑːgar
anklagar	ˈaŋklɑːgˌar
anklagat	ˈanklˌɑːgat
anklagelse	anklˈɑːgəlsə
anklagelse	ˈaŋklɑːgˌɛlsə
anklagelsen	ˈanklˌɑːgəlsən
anklagelser	anklˈɑgəlsər
anklang	anklˈaŋ
anklang	ˈaŋklaŋ
ankn	ˈaŋkn
anknyta	ˈaŋknyːtˌa
anknytning	ˈaŋknytnˌɪŋ
anknytningar	ˈanknˌyːtnɪŋˈar
anknytningsfall	ˈaŋknytnˌɪŋsfal
ankom	ankom
ankomma	ˈaŋkɔmˌa
ankommande	ankˈɔmandə
ankomna	ankomna
ankomst	ankomst
ankomst	ˈaŋkɔmst
ankomstdag	ankˈɔmtdˈɑːg
ankomstdagar	ankˈuːnstdˈagaːr
ankomstdagarna	ankˈɔmstdˌɑːgarnˌa
ankomstdagen	ˈankˌɔmtdˈɑːgən
ankomstorter	ankˈɔmstˈuːrtˈʉr
ankomstplats	ˈankˌʊmstplˌats
ankomstplatsen	ankˌʊmstˌplˈatsən
ankomstplatser	ankˈɔmstplatsˌeːr
ankomsttider	ankˈɔmsttˈiːdər
ankomsttiderna	ankˈomsttˈiːdərna
ankopplade	ankuːpladə
ankopplat	ankˈɔplat
ankra	antra
ankra	ˈaŋkra
ankrar	ˈaŋkrar
ankringen	ˈanklˌɪŋən
ankstek	ankstek
anlag	anlaːg
anlag	ˈanlɑːg
anlagda	amlagda
anlagda	ˈanlɑːgdˌa
anlagra	anlˈɑːgra
anlagrad	anlaːdrad
anlagrade	anlˈɑːgradə
anlagrar	anlˈɑːgrar
anlagrat	anlˈɑːgrat
anledning	ˈanleːdnˌɪŋ
anledningar	ˈanlednɪŋar
anledningen	ˈanleːdnˌɪŋən
anledningen	ˈanlˌeːtˈnɪŋən
anlete	anlˈeːtə
anlete	ˈanlətə
anletes	anlˈiːtəs
anlita	anlˈita
anlita	ˈanliːtˌa
anlitad	anliːtadə
anlitar	anlitar
anlitar	ˈanliːtˌar
anlitat	anliːtat
anlopp	ˈanlˈɔp
anlupen	ˈanlˈøːpən
anlägga	anlˈɛga
anlägga	ˈanləgˌa
anläggas	ˈanləgˌas
anläggning	ˈanləgnˌɪŋ
anläggningsarbeten	ˈanlˈɛgnɪŋsarbeːtən
anläggningslag	ˈanlˈɛgŋiːŋslˈɑːg
anlända	ˈanləndˌa
anlände	ˈanlˌɛndə
anlänt	ˈanlˌɛnt
anlöpa	ˈanløːpˌa
anmana	anmona
anmana	ˈanmanˌa
anmanar	ˈanmanˌar
anmoda	anmuːdaː
anmoda	ˈanmuːdˌa
anmodan	anmuːran
anmodan	ˈanmuːdˌan
anmodar	ˈanmuːdˌar
anmäl	ænmɛl
anmäla	ˈanmɛːlˌa
anmälan	anmɛɾlɛn
anmälan	ˈanmɛːlˌan
anmälas	anmˌeːlas
anmäld	anmelˈld
anmäldes	amˈɛldəs
anmälning	ˈanməlnˌɪŋ
anmälningar	ˈanmˈɛlnˈɪŋar
anmälningsfrekvens	ˈanmˈɛlnˈɪŋsfrˈɛkvəns
anmälningsplikt	ˈanmˈɛlˈnɪŋsplˈɪkt
anmält	ˈanmˌɛlt
anmälts	anmˈɛlˈtˈs
anmärka	anmærka
anmärka	ˈanmərkˌa
anmärkning	anmˈarknɪŋ
anmärkning	ˈanmərknˌɪŋ
anmärkningsvärd	ˈanmərknˌɪŋsvɛːrd
anmärkningsvärd	ˈanmˈɛrkˈnɪŋsvæːrˈd
anmärkta	annˈɛrkta
anna-greta	ˈannagrˈeːta
anna-lisa	ˈanalˈiːsa
annalkande	ˈanalkˌandə
annan	ˈanan
annan	ˈannˈann
annandag	ˈanandˌɑːg
annans	aŋnaŋs
annanstans	ˌananstˈans
annars	ˈanaʂ
annat	ˈanat
anne	anːə
annektera	ˈanəktˌeːra
annekterar	ˈanəktˌeːrar
annex	aːnˈɛks
anni	anna
anno	ˈannˈo
annons	ˈanɔns
annonsbladen	anˈɔnsbladən
annonsera	ˈanɔnsˌeːra
annonserar	ˈanɔnsˌeːrar
annonserat	annˈansˈeːrˌat
annonsplats	anˈɔnsplats
annonsplatsen	anˈɔnsplatsən
annonstavlor	annˈɔnˈnˈstˈavlˌuːr
annorlunda	ˈanuːrlˌɵnda
annorstädes	ˈanɔʂtˌɛːdəs
annullerar	ˈanɵlˌeːrar
anny	annɛ
anod	anːod
anomalin	anˈɔmaliːn
anomi	anumˈiː
anonyma	ˈɑːnuːnˌyːma
anonymisering	ˈanˈɔnymisˈeːrˌɪŋ
anonymitet	ˈanɔnɪmˌiːtˌeːt
anorak	ˈɑːnuːrˌak
anordna	anˈɔrdna
anordnades	ˈɑːnuːrdnˌadəs
anordnar	anˈuːrnˈar
anordning	ˈɑːnuːrdnˌɪŋ
anpassa	ˈanpasˌa
anpassad	ˈanpasˌad
anpassade	ˈanpasˌadə
anpassar	aːmˈpˈasˈsˈar
anpassar	ˈanpasˌar
anpassas	ˈanpasˌas
anpasslig	ˈanpaslˌɪg
anpassning	ˈanpasnˌɪŋ
anpassningsbar	ˈanpˈasnɪŋsbˌɑːr
anpassningsbara	anpasnˈiːngsbˌaːrˌa
anpassningsbidrag	ˈanpasnˌɪŋsbɪdrˌɑːg
anpassningsgrupp	ˈanpasnˌɪŋsgrɵp
anrik	ˈanriːk
anrika	ˈanriːka
anrikar	ˈanriːkar
anrikning	ˈanrˌiːknɪŋ
anrop	anruːt
anropa	ˈanruːpˌa
anropar	ˈanruːpˌar
anropar	ˈanrˌuːpar
anrätta	ˈanrətːˌa
anrättad	anrˈettad
anrättade	anrɛtːadɯ
anrättar	ˈanrətːˌar
anrättat	anrˈɛtat
anrättning	ˈanrətnˌɪŋ
ansa	anˈsa
ansa	ˈansa
ansamla	antˀsamla
ansamlad	onsamlad
ansamlade	aːnˈsamladə
ansamlat	aːnsamlatt
ansamling	ansamlˈɛŋ
ansamling	ˈansamlˌɪŋ
ansamlingen	anˌsɑːmˈlɪŋən
ansar	ˈansar
ansat	antˢsatˢ
ansats	anzats
ansats	ˈansats
anse	ˈanseː
ansedd	ˈansəd
ansedd	ˈansˌɛd
ansedel	ˈɑːnsˈeːdəl
anseende	anseːˀːandə
anseende	ˈansəˌɛndə
ansenlig	ˈanseːnlˌɪg
anser	ˈanseːr
anses	anses
anses	ˈanseːs
ansett	ˈɑːnsˌɛt
ansetts	ˈansəts
ansikte	ansˈiktə
ansikte	ˈansiːktˌɛ
ansikten	ansiktən
ansiktsblind	ansiːktˈsblˈeːnd
ansiktsblindhet	ansˈiːktsblˈɪndhət
ansiktskräm	ˈansiːktskrˌɛm
ansiktslyftning	ˈansɪktslˌyftnɪŋ
ansiktslöst	ansˈiːktˌslˈøːst
ansiktsmasken	ˈansiːktmˈaskən
ansiktstatuerad	ansˈiktstatˈʉərad
ansjovis	ˈansxuːvˌiːs
anskaffa	anskˈafːa
anskaffa	ˈanskafˌa
anskaffar	ˈanskafˌar
anskaffning	anskˈafnɪŋ
anskri	anskrˈi
anskrämlig	anskrˈɛmlɪg
anskrämlig	ˈanskrəmlˌɪg
anslag	ˈanslɑːg
anslag	ˈanslˌɑːg
anslagen	anslˈɑːgən
anslaget	anslˈɑːgət
anslaget	ˈanslɑːgət
anslagit	anslˈɑːgət
anslagna	anˈslagna
anslagskraft	anˈslagskrˈafˈt
anslagskrav	anslˈogskrˈav
anslagskraven	anslˈagskrˌɑːvən
anslagskravet	anslagskrˈoːvət
anslagsramen	anˈslˈogsramən
anslagstavla	anˈslagstˈɑːvla
anslagstitlarna	anˀslagstˀiːtlana
anslog	anˈslˈuːg
ansluta	ˈanslʉtˌa
ansluta	ˈanslˌʉta
anslutande	ˈanslˌʉtandə
ansluten	ˈanslˌʉtˌɛn
ansluter	ˈanslˌʉtər
anslutit	ˈɑːnslˈʉtˌɪt
anslutna	ˈanslˌʉtna
anslutning	ˈanslʉtnˌɪŋ
anslutning	ˈanslˌʉtnɪŋ
anslutningsflyg	ˈanslˈʉtnɪŋsflˈyːg
anslutningsgrad	ˈanˈslˈʉtnɪŋsgˌrˈɑːd
ansluts	ˈanslˈʉts
anslå	ˈansloː
anslår	ansˈlˈɔr
anslår	ˈansloːr
anslöt	ˈanslˌøːt
anspela	ˈanspeːlˌa
anspela	ˈanˈspˈeːla
anspelade	ˈanspˈeːladə
anspelar	ˈanspeːlˌar
anspelning	ˈansvˌeːlnɪŋ
anspråk	ˈansproːk
anspråket	annˈʌsprˈoːkət
anspråkslöst	ˈanstrˌoːkslˈøːst
anstalt	anstals
anstalt	ˈanstɑːlt
anstaltar	aːnstalˈtar
anstalter	anstˈaltər
anstifta	anstifta
anstifta	ˈanstɪftˌa
anstiftan	anstˈiftan
anstiftar	ˈanstɪftˌar
anstiftare	ˈanstˈɪftˌarə
anstormande	anstˈɔrmandə
anstormning	ˈanstɔrmnˌɪŋ
anstruken	anstrˈyːkən
anstruket	anstrˈʉkəlt
anstrukit	anstrˈʉkət
anstrykning	ˈanstrˌʉknɪŋ
anstränga	ˈanstrəŋˌa
anstränga	ˈanstrˌɛŋa
anstränger	ˈanstrˌɛŋər
ansträngning	antstrəŋnɪŋ
ansträngning	ˈanstrəŋnˌɪŋ
ansträngning	ˈanstrˌɛŋnɪŋ
ansträngningar	ˈanstrəŋnˌɪŋar
ansträngt	ˈanstrˌɛŋt
anströk	anstrˈɵk
anställa	anstˈɛla
anställa	ˈanstəlˌa
anställd	anstˈɛld
anställd	ˈanstəld
anställda	anstˈɛlda
anställda	ˈanstəldˌa
anställdas	anstˈɛldas
anställdas	ˈanstəldˌas
anställer	anstˈɛlər
anställer	ˈanstələr
anställning	ˈanstəlnˌɪŋ
anställning	ˈanstˈɛlnɪŋ
anställningar	ˈanstˈɛlnɪŋar
anställningarna	ˈanstˈɛlˈnɪŋarna
anställningen	ˈanstəlnˌɪŋən
anställningen	ˈanstˈɛlˈnɪŋən
anställningsavtal	ˈanstˈɛlˈnɪŋsavtal
anställningsbar	ˈanstˈɛlˈnɪŋsbˌɑːr
anställningsbevisen	ˈanstˈɛlˈnɪŋsbəvˌiːsən
anställningsdagarna	anstˈɛlnɪŋsdˈɑːgarna
anställningsförfarande	ˈanstˈɛlˈnɪŋsfˈøːrfarˌɑːndə
anställningsskydd	ˈanstəlnˌɪŋskyd
anställningstid	anstˈɛlnɪŋstˈiːd
anställningsår	ˈanstˈɛlˈnɪŋsˌoːr
anställt	anstˈɛlt
anständig	ˈanstəndˌɪg
anständig	ˈanstˈɛndig
anstå	ansto
anstå	ˈanstoː
anstådda	anstˈudˈdˈa
anstående	ˈænstˌoːəndə
anstånd	ˈanstoːnd
anstår	ˈanstoːr
anstöt	hˈanstˈøːt
anstöt	ˈanstøːt
anstöta	anstˈøːtːa
anstötlig	anstˈøːtlˌɪgːˀa
anstötlig	anstˈœtlɪg
anstötligt	anstˈøːtlˌɪçt
anstötväckande	anstˈøːtvˈɛkandə
ansvar	ansvˈɔr
ansvar	ˈansvɑːr
ansvara	ˈansvɑːrˌa
ansvarar	ˈansvɑːrˌar
ansvarat	ˈansvɑːrˌɔt
ansvaret	ˈansvɑːrət
ansvarig	ˈansvɑːrˌɪg
ansvariga	ansvarɪga
ansvarsfri	ansvˈɑːrʃfˈrɪ
ansvarsfrihet	anˈsvˈaːrˈsfrˈiːhət
ansvarsfördelning	ˈansvɑːrsfˈøːrˌeːlˌnɪŋ
ansvarslös	ˈansvɑːrˌʃlˌøːs
ansvarslös	ˈansvɑːʂlˌøːs
ansvarslösa	ˈansvɑːrslˈøːsa
ansvarslöst	ˈansvɑːrslˈøːst
ansvarsområde	ˈansvɑːrˈɔmrˌoːdə
ansvarsområden	ansvˈɑːrʃˈɔmrˈoːdən
ansvarstagande	ansvˈaʃtˈɑːgandə
ansätta	ˈansətːˌa
ansätts	ansˈɛts
ansåg	ˈansoːg
ansöka	ˈansøːkˌa
ansökan	ansøːkˢan
ansökan	ansˈøːka
ansökan	ˈansøːkˌan
ansöker	ˈansøːkər
ansökning	ansˈœknɪŋ
ansökningar	ˈansˌøːknɪŋar
ansökningen	ˈansøːknɪŋən
ansökningshandlingar	ansˈøːkningshˈandlˌɪŋar
ansökningstid	anˈsøːkˈnɪŋstˈiːd
ansökta	ansˈøːktˈa
anta	antˈo
anta	ˈanta
antagande	ˈantɑːgˌandə
antaganden	ˈantˌɑːgandən
antagandepoäng	ˈantɑːgˌandəpˌuːəŋ
antagen	ˈantˌɑːgən
antagligen	ˈantɑːglˌɪgən
antagning	ˈantˌɑːgnɪŋ
antagningsbesked	antˈɑːgnˈɪŋsbəsxˌeːt
antagningsbeskedet	ˈantˌɑːgɲɪŋsbəsxˌeːdət
antagningspoäng	antˈɑːgnɪŋsˈpwˈɛŋ
antagningsstatistik	ˈantˌɑːgnɪŋsˈstˈatˌiːstˌiːk
antagonist	antˈaːgɔnist
antal	antˈɑːl
antalet	antˈɑːlət
antalet	ˈantˌɑlət
antar	aːntɔr
antarktisk	antˈɑːrtˈɪsk
antasta	antastˈa
antasta	ˈantastˌa
antastar	ˈantastˌar
ante	antˈe
anteckna	ˈantəknˌa
antecknad	antˈɛknad
antecknade	antˈɛkˈnadə
antecknar	antˈɛknar
antecknar	ˈantəknˌar
antecknat	antˈɛknat
anteckning	ˈantəknˌɪŋ
anteckningarna	antˈɛknɪŋarna
anteckningsblock	antˈɛknɪŋsblˈɔk
antenn	ˈantən
antenner	antˈɛnər
antenngatan	antˈɛngˈɑːtan
anti-	ˈantiː
antibiotika	ˈantiːbˌiːuːtˌiːka
antifascist	antˈiːfˈasxˌɪst
antihjälte	ˈantɪjˌɛːltə
antik	ˈantiːk
antiken	antˈiːkˈɛn
antiken	ˈantiːkən
antiklimax	antˈiːkliːmˈaks
antiklimax	ˈantɪklˌiːmaks
antikmässa	antˈiːkmˈɛsa
antikommutativ	antˈiːkˈɔmˈʉtˈatiːv
antikropp	ˈantɪkrˌɔp
antikrundan	antˈiːkrˈɔndan
antiksamling	antˈiːksamlˈɪŋ
antiksamlingar	antˈiːksamlˈɪŋar
antiksamlingarna	antˈiːksˈamlɪŋarnˌa
antikva	antˈikvˈˈa
antikverad	antˈiːgvˈeːrad
antikverad	ˈantɪkvərˌad
antikvitet	ˈantɪkvˌiːteːt
antillerna	antˈɪlərnˈa
antingen	antˈɪŋən
antingen	ˈantɪŋən
antipati	antipatiː
antireflex	antˈiːrəflˈɛkːs
antisemit	ˈantɪsəmˌiːt
antisemitism	antˈiːsɛmɪtˈɪsm
antiseptisk	antˈɪsɛptˈɪsk
antiseptisk	ˈantɪsəptˌɪsk
antisladdsystemet	antˈiːsladːsysˌtˈəmət
antitoxin	antˈiːtˈɔksɪn
antog	antˈoːg
antog	ˈantuːg
antologi	ˌantuːlˈoːgiː
anton	antˈon
anträffa	ˈantrəfˌa
anträtt	antrɛt
antyda	antˈyːda
antydan	antˈyːdan
antyder	antˈyːdər
antydning	antˈyːdnɪŋ
antydningar	antˈyːtnɪŋar
antytts	ˈantyts
antända	ˈantəndˌa
antändas	antendas
antändning	antˈɛntnɪŋ
antågande	ˈantoːgˌandə
anus	aʁnəs
anvisa	ˈanviːsˌa
anvisad	ˈanvˈiːsad
anvisar	ˈanviːsˌar
anvisning	ˈanviːsnˌɪŋ
anvisning	ˈanvˌiːsnɪŋ
anvisningar	ˈanviːsnˌɪŋar
anvisningar	ˈanvˈɪsnɛŋar
använda	anrˈɛnda
använda	ˈanvəndˌa
användarstatistik	ˈanvˌɛndarstˈatˌɪstˌiːk
användarupplevelsen	anvˈɛndarˈɵplˌeːvəlsən
användbar	ˈanvəndbˌɑːr
användbarhet	anvˈɛndbɑːrhˌeːt
användbart	ˈanvˈəndbˌɑːrt
använder	anvˈɛndɛr
använder	ˈanvəndər
användes	ˈanvəndəs
användning	ˈanvəndnˌɪŋ
användning	ˈanvˌɛndnɪŋ
användningen	ˈanvˌɛndnɪŋən
användningsfall	ˈanvˈɛndnˌɪŋsfˌal
användningsmöjlighet	ˈanvˈɛndnɪŋsmˌøːjliːhˌeːt
användningsmöjlighet	ˈanvˈɛndnɪŋsmˌøːlˌiːghət
användningsområde	ˈanvˈɛndnɪŋsˈɔmˌrˈoːdə
användningssätt	ˈanvˈəndnɪŋsˈɛtː
används	anvˈɛnts
används	ˈanvənds
använt	ˈanvənt
använt	ˈanvˌɛnt
använts	ˈanvənts
ap-fonden	ˈɑːpfˈoːndən
apa	ˈɑːpa
apanage	ˈɑːpanˌagə
apar	ˈɑpˈar
apart	ˈɑːpɑːt
apartheid	ˈɑːpathəˌiːd
apati	ˈɑːpatˌiː
apatisk	ˈɑːpatˌɪsk
apatit	apːaːtˢiːtˢ
apelkastad	ˈɑpəlkastad
apelsin	ˌɑːpəlsˈiːn
apelsinsaft	apəlsiːnsaft
aperitif	ˈɑːpərˌiːtiːf
apliknande	ɑːbplˈiːknˌandə
aplomb	aplˈɔ̃b
apokalyps	apːoːkalˈyps
apostrof	ˈɑːpɔstrˌuːf
apoteket	apot̪eːkət
apparat	apːaːrat
apparat	ˈaparˌɑːt
apparaten	ˈaparˌɑːtən
apparaterna	apparaterna
appellera	ˈapəlˌeːra
appellerar	ˈapəlˌeːrar
applicera	ˈaplɪsˌeːra
applikation	ˌaplɪkasxˈuːn
applåd	ˈaploːd
applåder	aplˈoːdər
applådera	ˈaploːdˌeːra
applåderades	aplˌoːdəradəs
applåderar	ˈaploːdˌeːrar
apport	ˈapɔt
apportera	ˈapɔtˌeːra
apporterar	ˈapɔtˌeːrar
approach	ˈapruːˌaʃ
aprikos	ˈapriːkˌuːs
aprikosen	aprˈikˈuːsən
april	ˈapriːl
aprilväder	ˈaprɪlvˌɛːdər
apriorisk	apriːˈoːrˈɪsk
apropå	apropˈoː
apropå	ˈapruːpˌoː
apterar	ˈapteːrˌar
aptit	aptˈeːt
aptit	ˈaptiːt
aptitdämpande	apːtˈitdˈɛmpandə
aptitlöshet	apːtˈiːtlˈøːshˌeːt
aptitretande	aptˈitrˈeːtandə
ara	ora
arab	ˈɑːrab
arabdominerande	arabdˈuːmɪnərandə
arabesk	arabɛsk
arabförbundet	ˌɑːrabfˈœrbɵndət
arabiska	ˈɑːrabˌɪska
arabist	arabist
arabvärlden	aːrˈaːbvˈɛːrdən
araby	aːrɑːbɪ
aralsjön	aːrˈɔlsjˈøːn
arameiska	ʔaramiːskˈa
aranässkolan	aːranəsskˈuːlən
arbeta	arbeata
arbetade	ˈarbeːtadə
arbetar	ˈarbeːtˌar
arbetar	ˈaɾbeːtˌar
arbetarefrågan	ˈaːrbeːtadəfrˈoːgan
arbetarfik	ˈaːrbeːtˌarfˈiːk
arbetarklassens	ˈaːrbətˌarklˈasəns
arbetarkommun	ˌarbeːtˌarkɔmˈʉn
arbetarkvarteret	ˈaɾbətˌaːrkvˈɑːrtˈeːrət
arbetarpartier	ˈarbeːtarpartˈiːɛr
arbetarrörelse	ˈarbeːtˌarøːrˌɛlsə
arbetarskydd	ˈarbeːtˌaʂkyd
arbetarskyddsnämnden	ˈarbeːtˌaʂkydsnˌɛmndən
arbetarungar	ˈaɾbeːtˌarˈɵŋar
arbetarägda	ˈaɾbeːtarˈɛgda
arbetat	ˈaːrbeːtat
arbete	ˈarbeːtə
arbets-	ˈarbeːts
arbetsam	ˈarbeːtsˌam
arbetsamhet	arˈbətˈsamhˌeːt
arbetsanmälda	ˈarbeːtsˌanməldˌa
arbetsbiträde	ˈarbeːtsbˌɪtrɛːdə
arbetsbladen	ˈarbətsblˈɑdən
arbetsblusarna	arˈbˈeːtsblˈʉsarna
arbetsblusen	arˈbˈɛtsblˈysən
arbetsbord	arbitsbˈuːrd
arbetsborden	arˈbˈɛtsbˌuːrðən
arbetsbörda	ˌarbeːtsbˈœrda
arbetsdagar	arˈbˈeːtˈslˈɑːgˈar
arbetsdagens	arˈbˈiːtˈsdˈɑːgəns
arbetsdomstolen	ˈarbeːtsdˌɔmstuːlən
arbetsfolk	arˈbjətˌsfˈɔlk
arbetsfreden	ˈarbeːtˈsfrˈeːdˌeːn
arbetsför	ˈarbeːatsføːr
arbetsför	ˈarbeːtsfˌøːr
arbetsföra	arˈbjətˈsfˈøːra
arbetsfördelning	ˌarbeːtsfˈøːrdeːlnˌɪŋ
arbetsförhållandena	ˌarbeːtsfˈœrhɔlˌandənˌa
arbetsförmedling	ˌarbeːtsfˈœrmˈeːdlɪŋ
arbetsförmedlingen	ˌarbeːtsfˈœrmˈeːdlɪŋən
arbetsförmedlingens	ˌarbeːtsfˈœrmˈeːdlɪŋəns
arbetsgivarverket	ˈarbeːtsjˌiːvarvˌɛrkət
arbetsgrupp	ˈarbeːtsgrˌɵp
arbetsgruppen	ˈarbeːtsgrˌɵpən
arbetsinkomst	ˈarbeːtsˌɪŋkɔmst
arbetsinkomster	ˈarbeːtsˌɪŋkɔmstər
arbetskamrater	ˈarbeːtˌskamratər
arbetskraft	ˈarbeːtskrˌaft
arbetskraften	ˈɑrbeːtskrˌaftən
arbetslag	ˈɛrbətslˌɑːg
arbetslinjen	ɑːbətslˈiːnjən
arbetsliv	ˈarbeːtslˌiːv
arbetslivet	ˈarbeːtslˌiːvət
arbetslivets	ˈaɾbətslˈiːvəts
arbetslivserfarenhet	ˈarbeːtslˌɪvsərfˌɑːreːnhˌeːt
arbetslöshet	ˈaɾbətslˌøːshˌeːt
arbetslöshet	ˌarbeːtslˈœsheːt
arbetslösheten	ˌarbeːtslˈœsheːtən
arbetslöshetsförsäkring	ˌarbeːtslˈœshətsfˈœʂəkrˌɪŋ
arbetslöshetsförsäkringen	ˌarbeːtslˈœshətsfˈœʂəkrˌɪŋən
arbetslöshetskassa	arˈbətslˈøːsheːtˈtskassa
arbetslöshetskassa	ˌarbeːtslˈœshətskˌasa
arbetslöst	ˈarbətslˌœst
arbetsmarknad	ˈarbeːtsmˌarknad
arbetsmarknaden	ˈarbeːtsmˌarknadən
arbetsmarknadens	arˈbɪtsmˈˈarknˈadəns
arbetsmarknader	arˈbətsmarknadər
arbetsmarknadsinstitut	ˈarbeːtsmˌarknadsˌɪnstɪtˌʉt
arbetsmarknadslagstiftning	arbətsmˈarknatslˈɑːgstˈiːftˈnˈiːŋ
arbetsmarknadsstyrelsen	ˈarbeːtsmˌarknadstˌyːrəlsən
arbetsmarknadsstöd	ˈarbeːtsmˌarknadstˌøːd
arbetsmarknadsutbildning	ˈarbeːtsmˌarknadsˌʉtbɪldnˌɪŋ
arbetsmiljöforskningen	ˈarbeːtsmjljøːfˈɔʂxnɪŋən
arbetsmiljökrav	ˈarbeːtˈsmiljˈøːkrˈɑːv
arbetsmiljölagen	ˈarbeːtsmˌɪljøːlˌɑːgən
arbetsmöjligheter	ˌarbeːtsmˈœjlɪghˌeːtər
arbetsnamn	ˈarbeːtsnˌamn
arbetsnedläggelse	ˈarbeːtsnˌɛdləgˌɛlsə
arbetsområde	ˈarbeːtsˌɔmroːdə
arbetsplats	ˈarbeːtsplˌats
arbetsplats	ˈɑːrbətsplˌats
arbetsplatsdemokrati	arbeːtsplatsdəmˈuːkratˈiː
arbetsplatsen	ˈarbeːtsplˌatsən
arbetsplatser	arbiːətsplatsər
arbetsplatser	ˈarbeːtsplˌatsər
arbetspraktik	arˈbˈeːtˈspˈraktˈiːk
arbetsprövning	ˌarbeːtsprˈœvnɪŋ
arbetsrubrik	ˈarbeːtsrˈʉbrˈiːk
arbetsrum	arˈvətsrˈʉm
arbetsrätten	ˈaːrbeːtsrˌɛtːən
arbetsrättslagstiftningen	ˈarbeːtsrətːslˈagstˈɪftˌnɪŋən
arbetsskada	ˈarbeːtskˌɑːda
arbetsskadeförsäkring	ˌarbeːtskˌɑːdəfˈœʂəkrˌɪŋ
arbetsskygg	ˈarbeːtskˌyg
arbetsstyrka	ˈarbeːtstˌyrka
arbetssätt	ˈarbeːtsˌɛt
arbetssökande	ˈarbeːtsˌøːkandə
arbetstagare	ˈarbeːtstˌɑːgarə
arbetstakt	ärbʲiə̯tstakt
arbetsterapeut	ˈarbeːtstˌeːrapəˌʉt
arbetsterapi	arbeːtˈstˈɛrˈapˈi
arbetsterapi	ˈarbeːtstˌeːrapˌiː
arbetstid	ˈarbeːtstˌiːd
arbetstiderna	ˈarbeːtstˌiːdərnˌa
arbetstidsförkortning	ˈarbeːtstˌiːdsfœrkˌɔtnɪŋ
arbetstillstånd	ˈarbeːtstˌɪlstoːnd
arbetsträning	ˈarbeːtstrˌɛːnɪŋ
arbetsuppgifter	ˈarbeːtsˌɵpjɪftər
arbetsutbud	ˈɑːrbeːtˈɛsˈʉtbˈʉd
arbetsval	ˈarbeːtsvˌal
arbetsvägledare	ˈarbeːtsvˌɛgleːdˌarə
arbetsvägledning	ˈarbeːtsvˌɛgleːdnˌɪŋ
arbetsvård	ˌarbeːtsvˈoːrd
arbetsåren	arˈbˈɛtsˈoːrən
arbiträr	ˈaːrbɪtrər
arborist	arbuːrist
ardennerhäst	ˈɑːrdˈɛnərhˈɛst
area	ˈarəˌa
areal	ˈarəˌal
arg	ari
argast	aːriːast
argentina	argəntˈiːnˈɛ
argentinare	ˈarjəntˌiːnarə
argentinaren	arˈgəntˈiːnarˌɛn
argentinsk	ˈarjəntˌɪnsk
arginin	arginiːn
argsint	ˈargsɪnt
argument	ˈargʉmˌɛnt
argumentation	ˌargʉmˌɛntasxˈuːn
argumenterar	ˈargyməntˌeːrar
argumentet	ˈargyməntət
argus	argʊs
argusöga	arˈgʊsˈøːga
aristokratisk	arˈiːstˈuːkˈratˈiːs
ark	ˈark
arkad	ˈarkad
arkebusera	ˈarkəbˌʉseːrˌa
arkebuserar	ˈarkəbˌʉseːrˌar
arkeolog	ˌarkəuːlˈoːg
arkeologer	arkˈɛˈɔlˈoːgər
arkeologi	ˌarkəuːlˈoːgiː
arketyp	ˈarkətˌyːp
arkipelag	ˈarkiːpəlˌɑːg
arkitekt	arkiːtˢekːt
arkitekt	ˈaɾkɪtˌɛkt
arkitektur	ˈarkiːtˌɛktːur
arkiv	ˈarkiːv
arkivmappar	arkˈiːvmˈapar
arktisk	arktɨsk
arla	orla
arlanda	arˈlˈandna
arlanda	ˈɑːlandˌa
arlanda	ˈɑːrlanda
arm	aɾm
arm	ˈarm
armada	armɔda
armar	armˈar
armarna	armana
armatur	ˈarmatˌʉr
armband	armbald
armband	ˈarmband
armbandsklockan	ˈarmbandsklˈɔkːan
armbandsklockor	armbˈandsklˈɔkːuːr
armbandsur	ˈarmbandsˌʉr
armbåga	ˈarmboːgˌa
armbåge	ˈarmboːjə
armbågsben	armbogsbən
armbågsled	armboːg̊slˈeːd
armbågsrum	armbˈoːksrˈʉm
armenien	armˈeːnjən
armenier	ˈarmənˌiːər
armenisk	ˈarmənˌɪsk
armeniska	ˈarmənˌɪska
armerar	ˈarmeːrˌar
armering	ˈarmeːrˌɪŋ
armhåla	ˈarmhoːlˌa
armkrok	armkrok
armkroken	armkruːkən
armled	armled
armod	ˈarmuːd
armring	ˈarmrɪŋ
armsvett	armsvˈətː
armveck	ˈarmvˈək
armé	armeɛ
armé	armˈeː
arméledningen	armˈeːlˈədnɪŋən
armén	armɛn
aromglas	arˈɔmglˈɑːs
aronia	arˈuːnja
arrangemang	ˈaraŋəmˌaŋ
arrangerar	ˈaraŋˌeːrar
arrangör	ˈaraŋˌøːr
arrende	ˈarəndə
arrendera	ˈarəndˌeːra
arrenderar	ˈarəndˌeːrar
arrest	ˈarəst
arrestera	ˈarəstˌeːra
arresterar	arəstˈeːrˌar
arresterar	ˈarəstˌeːrar
arrogans	arɔgaːns
arrogans	ˌaruːgˈans
arsel	ˈaʂəl
arsenalgatan	aʂɛnˈalgˈɑːtˈan
