a	a˧˥
sám	ʂam˩˧
sàm	ʂam˦˨
săm	ʂăm˧˥
sắm	ʂăm˩˧
sạm	ʂam˨ˀ˩ʔ
sặm	ʂăm˨ˀ˩ʔ
sâm	ʂɤ̆m˧˥
sấm	ʂɤ̆m˩˧
sầm	ʂɤ̆m˦˨
sẩm	ʂɤ̆m˧˩˨
sậm	ʂɤ̆m˨ˀ˩ʔ
sang	ʂaŋ˧˥
sang,	ʂaŋ˧˥
sáng	ʂaŋ˩˧
sáng,	ʂaŋ˩˧
sàng	ʂaŋ˦˨
sàng,	ʂaŋ˦˨
săng	ʂăŋ˧˥
sằng	ʂăŋ˦˨
sảng	ʂaŋ˧˩˨
sanh	ʂan˧˥
sánh	ʂan˩˧
sành	ʂan˦˨
sảnh	ʂan˧˩˨
san	ʂaŋ˧˥
sán	ʂaŋ˩˧
sàn	ʂaŋ˦˨
săn	ʂăŋ˧˥
sắn	ʂăŋ˩˧
sẵn	ʂăŋ˧˩˨
sản	ʂaŋ˧˩˨
sạn	ʂaŋ˨ˀ˩ʔ
sân	ʂɤ̆ŋ˧˥
sấn	ʂɤ̆ŋ˩˧
sần	ʂɤ̆ŋ˦˨
sao	ʂaw˧˥
sao,	ʂaw˧˥
sáo	ʂaw˩˧
sào	ʂaw˦˨
sảo	ʂaw˧˩˨
sạo	ʂaw˨ˀ˩ʔ
sáp	ʂap˦˥
sắp	ʂăp˦˥
sẵp	ʂăp˧˩˨
sạp	ʂap˨ˀ˩ʔ
sấp	ʂɤ̆p˦˥
sập	ʂɤ̆p˨ˀ˩ʔ
sa	ʂa˧˥
sa,	ʂa˧˥
sá	ʂa˩˧
sà	ʂa˦˨
sã	ʂa˧˩˨
sả	ʂa˧˩˨
sát	ʂak˦˥
sắt	ʂăk˦˥
sạt	ʂak˨ˀ˩ʔ
sặt	ʂăk˨ˀ˩ʔ
sau	ʂăw˧˥
sáu	ʂăw˩˧
sâu	ʂɤ̆w˧˥
sầu	ʂɤ̆w˦˨
say	ʂăj˧˥
sảy	ʂăj˧˩˨
sây	ʂɤ̆j˧˥
sấy	ʂɤ̆j˩˧
sầy	ʂɤ̆j˦˨
sẩy	ʂɤ̆j˧˩˨
sém	ʂɛm˩˧
sênh	ʂen˧˥
sềnh	ʂen˦˨
sểnh	ʂen˧˩˨
sên	ʂen˧˥
sến	ʂen˩˧
sền	ʂen˦˨
sen	ʂɛŋ˧˥
sẻn	ʂɛŋ˧˩˨
seo	ʂeo˧˥
sẹo	ʂeo˨ˀ˩ʔ
sếp	ʂep˦˥
sê	ʂe˧˥
sề	ʂe˦˨
sệ	ʂe˨ˀ˩ʔ
se	ʂɛ˧˥
sè	ʂɛ˦˨
sẽ	ʂɛ˧˩˨
sẻ	ʂɛ˧˩˨
sét	ʂɛk˦˥
sêu	ʂɛu˧˥
sếu	ʂɛu˩˧
sỉa	ʂiə˧˩˨
siểm	ʂiəm˧˩˨
siêng	ʂiəŋ˧˥
siết	ʂiək˦˥
siêu	ʂiəw˧˥
sim	ʂim˧˥
sinh	ʂin˧˥
sính	ʂin˩˧
sình	ʂin˦˨
sin	ʂin˧˥
sín	ʂin˩˧
sìn	ʂin˦˨
si	ʂi˧˥
si,	ʂi˧˥
sì	ʂi˦˨
sĩ	ʂi˧˩˨
sỉ	ʂi˧˩˨
sít	ʂit˦˥
sịt	ʂit˨ˀ˩ʔ
soái	ʂwaj˩˧
soái,	ʂwaj˩˧
soàm	ʂwam˦˨
soán	ʂwaŋ˩˧
soàn	ʂwaŋ˦˨
soạn	ʂwaŋ˨ˀ˩ʔ
soát	ʂwak˦˥
sộc	ʂokp˨ˀ˩ʔ
sóc	ʂɔkp˦˥
sợi	ʂɤj˨ˀ˩ʔ
sôi	ʂoj˧˥
sôi,	ʂoj˧˥
sồi	ʂoj˦˨
soi	ʂɔj˧˥
sói	ʂɔj˩˧
sõi	ʂɔj˧˩˨
sỏi	ʂɔj˧˩˨
sơm	ʂɤm˧˥
sớm	ʂɤm˩˧
sờm	ʂɤm˦˨
sóm	ʂɔm˩˧
sòm	ʂɔm˦˨
sọm	ʂɔm˨ˀ˩ʔ
sông	ʂoŋm˧˥
sống	ʂoŋm˩˧
sống,	ʂoŋm˩˧
sồng	ʂoŋm˦˨
sổng	ʂoŋm˧˩˨
song	ʂɔŋm˧˥
sóng	ʂɔŋm˩˧
sòng	ʂɔŋm˦˨
sõng	ʂɔŋm˧˩˨
sơn	ʂɤŋ˧˥
sớn	ʂɤŋ˩˧
sờn	ʂɤŋ˦˨
sởn	ʂɤŋ˧˩˨
sồn	ʂoŋm˦˨
son	ʂɔŋm˧˥
son,	ʂɔŋm˧˥
sòn	ʂɔŋm˦˨
sốp	ʂop˦˥
sơ	ʂɤ˧˥
sớ	ʂɤ˩˧
sờ	ʂɤ˦˨
sở	ʂɤ˧˩˨
sở,	ʂɤ˧˩˨
sợ	ʂɤ˨ˀ˩ʔ
sô	ʂo˧˥
số	ʂo˩˧
sồ	ʂo˦˨
sỗ	ʂo˧˩˨
sổ	ʂo˧˩˨
so	ʂɔ˧˥
sò	ʂɔ˦˨
sọ	ʂɔ˨ˀ˩ʔ
sốt	ʂokp˦˥
sột	ʂokp˨ˀ˩ʔ
sót	ʂɔkp˦˥
sọt	ʂɔkp˨ˀ˩ʔ
sô-vanh	ʂo˧˥-jan˧˥
sủa	ʂuə˧˩˨
sứa	ʂɯə˩˧
sữa	ʂɯə˧˩˨
sửa	ʂɯə˧˩˨
suất	ʂwɤ̆k˦˥
suất;	ʂwɤ̆k˦˥
súc	ʂukp˦˥
sục	ʂukp˨ˀ˩ʔ
sức	ʂɯk˦˥
sực	ʂɯk˨ˀ˩ʔ
sui	ʂuj˧˥
sùi	ʂuj˦˨
sủi	ʂuj˧˩˨
sum	ʂum˧˥
sùm	ʂum˦˨
sụm	ʂum˨ˀ˩ʔ
sung	ʂuŋm˧˥
súng	ʂuŋm˩˧
sùng	ʂuŋm˦˨
sủng	ʂuŋm˧˩˨
sưng	ʂɯŋ˧˥
sừng	ʂɯŋ˦˨
sững	ʂɯŋ˧˩˨
sửng	ʂɯŋ˧˩˨
sựng	ʂɯŋ˨ˀ˩ʔ
sun-phát	ʂuŋm˧˥-fak˦˥
sun	ʂuŋm˧˥
sún	ʂuŋm˩˧
sụn	ʂuŋm˨ˀ˩ʔ
sừn	ʂɯŋ˦˨
suối	ʂuəj˩˧
sưởi	ʂɯəj˧˩˨
suông	ʂuəŋ˧˥
suồng	ʂuəŋ˦˨
sương	ʂɯəŋ˧˥
sướng	ʂɯəŋ˩˧
sường	ʂɯəŋ˦˨
sượng	ʂɯəŋ˨ˀ˩ʔ
suôn	ʂuəŋ˧˥
sườn	ʂɯəŋ˦˨
suốt	ʂuək˦˥
sướt	ʂɯək˦˥
súp	ʂup˦˥
sụp	ʂup˨ˀ˩ʔ
su	ʂu˧˥
sú	ʂu˩˧
sù	ʂu˦˨
sù;	ʂu˦˨
sủ	ʂu˧˩˨
sụ	ʂu˨ˀ˩ʔ
sư	ʂɯ˧˥
sư,	ʂɯ˧˥
sứ	ʂɯ˩˧
sử	ʂɯ˧˩˨
sự	ʂɯ˨ˀ˩ʔ
sự,	ʂɯ˨ˀ˩ʔ
sút	ʂukp˦˥
sụt	ʂukp˨ˀ˩ʔ
sứt	ʂɯk˦˥
sưu	ʂɯw˧˥
súy	ʂuj˩˧
suy	ʂwi˧˥
suý	ʂwi˩˧
suýt	ʂwit˦˥
suỵt	ʂwit˨ˀ˩ʔ
sỹ	ʂi˧˩˨
tách	tak˦˥
tác	tak˦˥
tắc	tăk˦˥
tạc	tak˨ˀ˩ʔ
tặc	tăk˨ˀ˩ʔ
tấc	tɤ̆k˦˥
tai	taj˧˥
tai,	taj˧˥
tai;	taj˧˥
tái	taj˩˧
tài	taj˦˨
tải	taj˧˩˨
tại	taj˨ˀ˩ʔ
tam	tam˧˥
tám	tam˩˧
tám,	tam˩˧
tàm	tam˦˨
tăm	tăm˧˥
tắm	tăm˩˧
tằm	tăm˦˨
tằm,	tăm˦˨
tạm	tam˨ˀ˩ʔ
tâm	tɤ̆m˧˥
tấm	tɤ̆m˩˧
tấm,	tɤ̆m˩˧
tầm	tɤ̆m˦˨
tẩm	tɤ̆m˧˩˨
tậm	tɤ̆m˨ˀ˩ʔ
tang	taŋ˧˥
táng	taŋ˩˧
tàng	taŋ˦˨
tăng	tăŋ˧˥
tằng	tăŋ˦˨
tảng	taŋ˧˩˨
tạng	taŋ˨ˀ˩ʔ
tặng	tăŋ˨ˀ˩ʔ
tâng	tɤ̆ŋ˧˥
tầng	tɤ̆ŋ˦˨
tanh	tan˧˥
tánh	tan˩˧
tành	tan˦˨
tạnh	tan˨ˀ˩ʔ
tan	taŋ˧˥
tán	taŋ˩˧
tàn	taŋ˦˨
tằn	tăŋ˦˨
tẳn	tăŋ˧˩˨
tản	taŋ˧˩˨
tân	tɤ̆ŋ˧˥
tấn	tɤ̆ŋ˩˧
tần	tɤ̆ŋ˦˨
tẩn	tɤ̆ŋ˧˩˨
tận	tɤ̆ŋ˨ˀ˩ʔ
tao	taw˧˥
táo	taw˩˧
tào	taw˦˨
tảo	taw˧˩˨
tạo	taw˨ˀ˩ʔ
táp	tap˦˥
tắp	tăp˦˥
tạp	tap˨ˀ˩ʔ
tấp	tɤ̆p˦˥
tập	tɤ̆p˨ˀ˩ʔ
ta	ta˧˥
ta,	ta˧˥
tá	ta˩˧
tà	ta˦˨
tà;	ta˦˨
tã	ta˧˩˨
tả	ta˧˩˨
tạ	ta˨ˀ˩ʔ
tát	tak˦˥
tát,	tak˦˥
tắt	tăk˦˥
tạt	tak˨ˀ˩ʔ
tất	tɤ̆k˦˥
tật	tɤ̆k˨ˀ˩ʔ
tật,	tɤ̆k˨ˀ˩ʔ
tàu	tăw˦˨
tàu,	tăw˦˨
tâu	tɤ̆w˧˥
tấu	tɤ̆w˩˧
tầu	tɤ̆w˦˨
tẩu	tɤ̆w˧˩˨
tậu	tɤ̆w˨ˀ˩ʔ
tay	tăj˧˥
tay,	tăj˧˥
táy	tăj˩˧
tày	tăj˦˨
tây	tɤ̆j˧˥
tầy	tɤ̆j˦˨
tẩy	tɤ̆j˧˩˨
tếch	tet˦˥
têm	tem˧˥
tem	tɛm˧˥
tèm	tɛm˦˨
teng	tɛŋ˧˥
tèng	tɛŋ˦˨
tênh	ten˧˥
tềnh	ten˦˨
tên	ten˧˥
ten	tɛŋ˧˥
tén	tɛŋ˩˧
tèn	tɛŋ˦˨
tẽn	tɛŋ˧˩˨
teo	teo˧˥
tèo	teo˦˨
tẻo	teo˧˩˨
tép	tɛp˦˥
tẹp	tɛp˨ˀ˩ʔ
tê	te˧˥
tế	te˩˧
tề	te˦˨
tễ	te˧˩˨
tể	te˧˩˨
tệ	te˨ˀ˩ʔ
te	tɛ˧˥
té	tɛ˩˧
tè	tɛ˦˨
tẻ	tɛ˧˩˨
tết	tet˦˥
tết,	tet˦˥
tẹt	tɛk˨ˀ˩ʔ
tếu	tɛu˩˧
thách	tʰak˦˥
thạch	tʰak˨ˀ˩ʔ
thác	tʰak˦˥
thắc	tʰăk˦˥
thạc	tʰak˨ˀ˩ʔ
thai	tʰaj˧˥
thái	tʰaj˩˧
thài	tʰaj˦˨
thải	tʰaj˧˩˨
tham	tʰam˧˥
thám	tʰam˩˧
thàm	tʰam˦˨
thăm	tʰăm˧˥
thắm	tʰăm˩˧
thắm,	tʰăm˩˧
thẳm	tʰăm˧˩˨
thảm	tʰam˧˩˨
thâm	tʰɤ̆m˧˥
thấm	tʰɤ̆m˩˧
thầm	tʰɤ̆m˦˨
thẩm	tʰɤ̆m˧˩˨
thậm	tʰɤ̆m˨ˀ˩ʔ
thang	tʰaŋ˧˥
tháng	tʰaŋ˩˧
thăng	tʰăŋ˧˥
thắng	tʰăŋ˩˧
thắng,	tʰăŋ˩˧
thằng	tʰăŋ˦˨
thẳng	tʰăŋ˧˩˨
thảng	tʰaŋ˧˩˨
thặng	tʰăŋ˨ˀ˩ʔ
thanh	tʰan˧˥
thánh	tʰan˩˧
thành	tʰan˦˨
thành,	tʰan˦˨
thảnh	tʰan˧˩˨
thạnh	tʰan˨ˀ˩ʔ
than	tʰaŋ˧˥
thán	tʰaŋ˩˧
thăn	tʰăŋ˧˥
thằn	tʰăŋ˦˨
thản	tʰaŋ˧˩˨
thân	tʰɤ̆ŋ˧˥
thân,	tʰɤ̆ŋ˧˥
thần	tʰɤ̆ŋ˦˨
thẫn	tʰɤ̆ŋ˧˩˨
thẩn	tʰɤ̆ŋ˧˩˨
thận	tʰɤ̆ŋ˨ˀ˩ʔ
thao	tʰaw˧˥
tháo	tʰaw˩˧
thào	tʰaw˦˨
thảo	tʰaw˧˩˨
thạo	tʰaw˨ˀ˩ʔ
tháp	tʰap˦˥
thắp	tʰăp˦˥
thấp	tʰɤ̆p˦˥
thập	tʰɤ̆p˨ˀ˩ʔ
tha	tʰa˧˥
tha,	tʰa˧˥
thà	tʰa˦˨
thả	tʰa˧˩˨
thát	tʰak˦˥
thắt	tʰăk˦˥
thất	tʰɤ̆k˦˥
thật	tʰɤ̆k˨ˀ˩ʔ
thau	tʰăw˧˥
tháu	tʰăw˩˧
thâu	tʰɤ̆w˧˥
thấu	tʰɤ̆w˩˧
thầu	tʰɤ̆w˦˨
thẩu	tʰɤ̆w˧˩˨
thay	tʰăj˧˥
tháy	tʰăj˩˧
thày	tʰăj˦˨
thảy	tʰăj˧˩˨
thây	tʰɤ̆j˧˥
thấy	tʰɤ̆j˩˧
thầy	tʰɤ̆j˦˨
thêm	tʰem˧˥
thêm,	tʰem˧˥
thềm	tʰem˦˨
thèm	tʰɛm˦˨
thênh	tʰen˧˥
then	tʰɛŋ˧˥
thèn	tʰɛŋ˦˨
thẹn	tʰɛŋ˨ˀ˩ʔ
theo	tʰeo˧˥
thèo	tʰeo˦˨
thếp	tʰep˦˥
thép	tʰɛp˦˥
thẹp	tʰɛp˨ˀ˩ʔ
thê	tʰe˧˥
thế	tʰe˩˧
thề	tʰe˦˨
thể	tʰe˧˩˨
thệ	tʰe˨ˀ˩ʔ
the	tʰɛ˧˥
thè	tʰɛ˦˨
thẽ	tʰɛ˧˩˨
thẻ	tʰɛ˧˩˨
thết	tʰet˦˥
thét	tʰɛk˦˥
thêu	tʰɛu˧˥
thều	tʰɛu˦˨
thia	tʰiə˧˥
thìa	tʰiə˦˨
thích	tʰit˦˥
thịch	tʰit˨ˀ˩ʔ
thiếc	tʰiək˦˥
thiêm	tʰiəm˧˥
thiềm	tʰiəm˦˨
thiểm	tʰiəm˧˩˨
thiêng	tʰiəŋ˧˥
thiên	tʰiəŋ˧˥
thiền	tʰiəŋ˦˨
thiển	tʰiəŋ˧˩˨
thiện	tʰiəŋ˨ˀ˩ʔ
thiếp	tʰiəp˦˥
thiệp	tʰiəp˨ˀ˩ʔ
thiết	tʰiək˦˥
thiệt	tʰiək˨ˀ˩ʔ
thiêu	tʰiəw˧˥
thiếu	tʰiəw˩˧
thiếu,	tʰiəw˩˧
thiều	tʰiəw˦˨
thiểu	tʰiəw˧˩˨
thiệu	tʰiəw˨ˀ˩ʔ
thinh	tʰin˧˥
thính	tʰin˩˧
thình	tʰin˦˨
thỉnh	tʰin˧˩˨
thịnh	tʰin˨ˀ˩ʔ
thin	tʰin˧˥
thi	tʰi˧˥
thí	tʰi˩˧
thì	tʰi˦˨
thì,	tʰi˦˨
thỉ	tʰi˧˩˨
thị	tʰi˨ˀ˩ʔ
thít	tʰit˦˥
thịt	tʰit˨ˀ˩ʔ
thịt,	tʰit˨ˀ˩ʔ
thiu	tʰiw˧˥
thoai	tʰwaj˧˥
thoái	tʰwaj˩˧
thoải	tʰwaj˧˩˨
thoại	tʰwaj˨ˀ˩ʔ
thoang	tʰwaŋ˧˥
thoáng	tʰwaŋ˩˧
thoảng	tʰwaŋ˧˩˨
thoán	tʰwaŋ˩˧
thoăn	tʰwăŋ˧˥
thoa	tʰwa˧˥
thoá	tʰwa˩˧
thoả	tʰwa˧˩˨
thóa	tʰwa˩˧
thỏa	tʰwa˧˩˨
thoát	tʰwak˦˥
thoắt	tʰwăk˦˥
thoạt	tʰwak˨ˀ˩ʔ
thốc	tʰokp˦˥
thóc	tʰɔkp˦˥
thóc,	tʰɔkp˦˥
thọc	tʰɔkp˨ˀ˩ʔ
thới	tʰɤj˩˧
thời	tʰɤj˦˨
thời,	tʰɤj˦˨
thôi	tʰoj˧˥
thối	tʰoj˩˧
thổi	tʰoj˧˩˨
thoi	tʰɔj˧˥
thói	tʰɔj˩˧
thói,	tʰɔj˩˧
thòi	tʰɔj˦˨
thơm	tʰɤm˧˥
thồm	tʰom˦˨
thom	tʰɔm˧˥
thòm	tʰɔm˦˨
thông	tʰoŋm˧˥
thống	tʰoŋm˩˧
thong	tʰɔŋm˧˥
thòng	tʰɔŋm˦˨
thõng	tʰɔŋm˧˩˨
thơn	tʰɤŋ˧˥
thờn	tʰɤŋ˦˨
thôn	tʰoŋm˧˥
thốn	tʰoŋm˩˧
thồn	tʰoŋm˦˨
thỗn	tʰoŋm˧˩˨
thổn	tʰoŋm˧˩˨
thon	tʰɔŋm˧˥
thoòng	tʰɔŋm˦˨
thộp	tʰop˨ˀ˩ʔ
thơ	tʰɤ˧˥
thớ	tʰɤ˩˧
thờ	tʰɤ˦˨
thở	tʰɤ˧˩˨
thợ	tʰɤ˨ˀ˩ʔ
thô	tʰo˧˥
thố	tʰo˩˧
thồ	tʰo˦˨
thổ	tʰo˧˩˨
thò	tʰɔ˦˨
thỏ	tʰɔ˧˩˨
thọ	tʰɔ˨ˀ˩ʔ
thớt	tʰɤk˦˥
thốt	tʰokp˦˥
thuần	tʰwɤ̆ŋ˦˨
thuận	tʰwɤ̆ŋ˨ˀ˩ʔ
thua	tʰuə˧˥
thùa	tʰuə˦˨
thủa;	tʰuə˧˩˨
thưa	tʰɯə˧˥
thừa	tʰɯə˦˨
thuật	tʰwɤ̆k˨ˀ˩ʔ
thúc	tʰukp˦˥
thục	tʰukp˨ˀ˩ʔ
thức	tʰɯk˦˥
thực	tʰɯk˨ˀ˩ʔ
thuê	tʰwe˧˥
thuế	tʰwe˩˧
thuể	tʰwe˧˩˨
thui	tʰuj˧˥
thùi	tʰuj˦˨
thủi	tʰuj˧˩˨
thum	tʰum˧˥
thùm	tʰum˦˨
thung	tʰuŋm˧˥
thúng	tʰuŋm˩˧
thúng,	tʰuŋm˩˧
thùng	tʰuŋm˦˨
thũng	tʰuŋm˧˩˨
thủng	tʰuŋm˧˩˨
thụng	tʰuŋm˨ˀ˩ʔ
thưng	tʰɯŋ˧˥
thừng	tʰɯŋ˦˨
thun	tʰuŋm˧˥
thùn	tʰuŋm˦˨
thuốc	tʰuək˦˥
thuộc	tʰuək˨ˀ˩ʔ
thước	tʰɯək˦˥
thược	tʰɯək˨ˀ˩ʔ
thuồi	tʰuəj˦˨
thười	tʰɯəj˦˨
thuông	tʰuəŋ˧˥
thuồng	tʰuəŋ˦˨
thương	tʰɯəŋ˧˥
thường	tʰɯəŋ˦˨
thưởng	tʰɯəŋ˧˩˨
thượng	tʰɯəŋ˨ˀ˩ʔ
thuôn	tʰuəŋ˧˥
thuồn	tʰuəŋ˦˨
thườn	tʰɯəŋ˦˨
thưỡn	tʰɯəŋ˧˩˨
thuở	tʰuə˧˩˨
thuở,	tʰuə˧˩˨
thướt	tʰɯək˦˥
thụp	tʰup˨ˀ˩ʔ
thu	tʰu˧˥
thú	tʰu˩˧
thù	tʰu˦˨
thủ	tʰu˧˩˨
thủ,	tʰu˧˩˨
thụ	tʰu˨ˀ˩ʔ
thư	tʰɯ˧˥
thứ	tʰɯ˩˧
thử	tʰɯ˧˩˨
thự	tʰɯ˨ˀ˩ʔ
thút	tʰukp˦˥
thụt	tʰukp˨ˀ˩ʔ
thuyên	tʰwiəŋ˧˥
thuyền	tʰwiəŋ˦˨
thuyết	tʰwiək˦˥
thùy	tʰuj˦˨
thủy	tʰuj˧˩˨
thụy	tʰuj˨ˀ˩ʔ
thuý	tʰwi˩˧
thuỳ	tʰwi˦˨
thuỷ	tʰwi˧˩˨
thuỵ	tʰwi˨ˀ˩ʔ
tia	tiə˧˥
tía	tiə˩˧
tỉa	tiə˧˩˨
tích	tit˦˥
tịch	tit˨ˀ˩ʔ
tiếc	tiək˦˥
tiếc,	tiək˦˥
tiệc	tiək˨ˀ˩ʔ
tiêm	tiəm˧˥
tiếm	tiəm˩˧
tiềm	tiəm˦˨
tiệm	tiəm˨ˀ˩ʔ
tiêng	tiəŋ˧˥
tiếng	tiəŋ˩˧
tiếng,	tiəŋ˩˧
tiên	tiəŋ˧˥
tiến	tiəŋ˩˧
tiền	tiəŋ˦˨
tiền,	tiəŋ˦˨
tiễn	tiəŋ˧˩˨
tiện	tiəŋ˨ˀ˩ʔ
tiếp	tiəp˦˥
tiệp	tiəp˨ˀ˩ʔ
tiết	tiək˦˥
tiệt	tiək˨ˀ˩ʔ
tiêu	tiəw˧˥
tiếu	tiəw˩˧
tiều	tiəw˦˨
tiễu	tiəw˧˩˨
tiểu	tiəw˧˩˨
tim	tim˧˥
tím	tim˩˧
tìm	tim˦˨
tỉm	tim˧˩˨
tinh	tin˧˥
tinh,	tin˧˥
tính	tin˩˧
tính,	tin˩˧
tính;	tin˩˧
tình	tin˦˨
tĩnh	tin˧˩˨
tỉnh	tin˧˩˨
tịnh	tin˨ˀ˩ʔ
tin	tin˧˥
tín	tin˩˧
típ	tip˦˥
ti	ti˧˥
tí	ti˩˧
tì	ti˦˨
tỉ	ti˧˩˨
tị	ti˨ˀ˩ʔ
tít	tit˦˥
tịt	tit˨ˀ˩ʔ
tiu	tiw˧˥
tíu	tiw˩˧
tỉu	tiw˧˩˨
toác	twak˦˥
toạc	twak˨ˀ˩ʔ
toại	twaj˨ˀ˩ʔ
toang	twaŋ˧˥
toan	twaŋ˧˥
toán	twaŋ˩˧
toàn	twaŋ˦˨
toát	twak˦˥
toa	twa˧˥
toá	twa˩˧
toà	twa˦˨
toả	twa˧˩˨
tòa	twa˦˨
tỏa	twa˧˩˨
toạ	twa˨ˀ˩ʔ
tọa	twa˨ˀ˩ʔ
tộc-ngôn	tokp˨ˀ˩ʔ-ŋoŋm˧˥
tốc	tokp˦˥
tộc	tokp˨ˀ˩ʔ
tộc;	tokp˨ˀ˩ʔ
tóc	tɔkp˦˥
tóc,	tɔkp˦˥
tọc	tɔkp˨ˀ˩ʔ
toen	twen˧˥
toèn	twen˦˨
toét	twet˦˥
toe	twe˧˥
toé	twe˩˧
tóe	twe˩˧
tơi	tɤj˧˥
tới	tɤj˩˧
tới,	tɤj˩˧
tôi	toj˧˥
tối	toj˩˧
tồi	toj˦˨
tội	toj˨ˀ˩ʔ
toi	tɔj˧˥
tỏi	tɔj˧˩˨
tởm	tɤm˧˩˨
tôm	tom˧˥
tôm;	tom˧˥
tồm	tom˦˨
tom	tɔm˧˥
tóm	tɔm˩˧
tòm	tɔm˦˨
tỏm	tɔm˧˩˨
tông	toŋm˧˥
tống	toŋm˩˧
tồng	toŋm˦˨
tổng	toŋm˧˩˨
tong	tɔŋm˧˥
tòng	tɔŋm˦˨
tỏng	tɔŋm˧˩˨
tớn	tɤŋ˩˧
tợn	tɤŋ˨ˀ˩ʔ
tôn	toŋm˧˥
tốn	toŋm˩˧
tốn,	toŋm˩˧
tồn	toŋm˦˨
tổn	toŋm˧˩˨
ton	tɔŋm˧˥
tòn	tɔŋm˦˨
toong	tɔŋm˧˥
toòng	tɔŋm˦˨
tô-pô	to˧˥-po˧˥
tốp	top˦˥
top	tɔp˧˥
tóp	tɔp˦˥
tô-tem	to˧˥-tɛm˧˥
tơ	tɤ˧˥
tớ	tɤ˩˧
tờ	tɤ˦˨
tở	tɤ˧˩˨
tô	to˧˥
tố	to˩˧
tồ	to˦˨
tổ	to˧˩˨
to	tɔ˧˥
tò	tɔ˦˨
tỏ	tɔ˧˩˨
tỏ,	tɔ˧˩˨
tốt	tokp˦˥
tốt,	tokp˦˥
tột	tokp˨ˀ˩ʔ
tót	tɔkp˦˥
tọt	tɔkp˨ˀ˩ʔ
trách	ʈak˦˥
trạch	ʈak˨ˀ˩ʔ
trác	ʈak˦˥
trắc	ʈăk˦˥
trai	ʈaj˧˥
trái	ʈaj˩˧
trài	ʈaj˦˨
trải	ʈaj˧˩˨
trại	ʈaj˨ˀ˩ʔ
trám	ʈam˩˧
tràm	ʈam˦˨
trăm	ʈăm˧˥
trắm	ʈăm˩˧
trằm	ʈăm˦˨
trảm	ʈam˧˩˨
trạm	ʈam˨ˀ˩ʔ
trâm	ʈɤ̆m˧˥
trầm	ʈɤ̆m˦˨
trẫm	ʈɤ̆m˧˩˨
trậm	ʈɤ̆m˨ˀ˩ʔ
trang	ʈaŋ˧˥
tráng	ʈaŋ˩˧
tráng,	ʈaŋ˩˧
tràng	ʈaŋ˦˨
trăng	ʈăŋ˧˥
trắng	ʈăŋ˩˧
trằng	ʈăŋ˦˨
trảng	ʈaŋ˧˩˨
trạng	ʈaŋ˨ˀ˩ʔ
trâng	ʈɤ̆ŋ˧˥
tranh	ʈan˧˥
tránh	ʈan˩˧
trán	ʈaŋ˩˧
tràn	ʈaŋ˦˨
trăn	ʈăŋ˧˥
trằn	ʈăŋ˦˨
trân	ʈɤ̆ŋ˧˥
trấn	ʈɤ̆ŋ˩˧
trần	ʈɤ̆ŋ˦˨
trận	ʈɤ̆ŋ˨ˀ˩ʔ
trao	ʈaw˧˥
tráo	ʈaw˩˧
trào	ʈaw˦˨
trào,	ʈaw˦˨
trảo	ʈaw˧˩˨
trập	ʈɤ̆p˨ˀ˩ʔ
trát	ʈak˦˥
trất	ʈɤ̆k˦˥
trật	ʈɤ̆k˨ˀ˩ʔ
tra	ʈa˧˥
trá	ʈa˩˧
trà	ʈa˦˨
trả	ʈa˧˩˨
trả,	ʈa˧˩˨
trau	ʈăw˧˥
trâu	ʈɤ̆w˧˥
trấu	ʈɤ̆w˩˧
trầu	ʈɤ̆w˦˨
trẩu	ʈɤ̆w˧˩˨
trày	ʈăj˦˨
trây	ʈɤ̆j˧˥
trầy	ʈɤ̆j˦˨
trẩy	ʈɤ̆j˧˩˨
tréc	ʈɛk˦˥
trém	ʈɛm˩˧
trên	ʈen˧˥
trèn	ʈɛŋ˦˨
trẽn	ʈɛŋ˧˩˨
treo	ʈeo˧˥
treo,	ʈeo˧˥
tréo	ʈeo˩˧
trèo	ʈeo˦˨
trẽo	ʈeo˧˩˨
trẹo	ʈeo˨ˀ˩ʔ
trết	ʈet˦˥
trệt	ʈet˨ˀ˩ʔ
trét	ʈɛk˦˥
trẹt	ʈɛk˨ˀ˩ʔ
trê	ʈe˧˥
trề	ʈe˦˨
trễ	ʈe˧˩˨
trệ	ʈe˨ˀ˩ʔ
tre	ʈɛ˧˥
tre,	ʈɛ˧˥
trẻ	ʈɛ˧˩˨
trêu	ʈɛu˧˥
trếu	ʈɛu˩˧
trệu	ʈɛu˨ˀ˩ʔ
trích	ʈit˦˥
trịch	ʈit˨ˀ˩ʔ
triền	ʈiəŋ˦˨
triển	ʈiəŋ˧˩˨
triết	ʈiək˦˥
triệt	ʈiək˨ˀ˩ʔ
triêu	ʈiəw˧˥
triều	ʈiəw˦˨
triệu	ʈiəw˨ˀ˩ʔ
trinh	ʈin˧˥
trình	ʈin˦˨
trịnh	ʈin˨ˀ˩ʔ
tri	ʈi˧˥
trí	ʈi˩˧
trí,	ʈi˩˧
trì	ʈi˦˨
trĩ	ʈi˧˩˨
trị	ʈi˨ˀ˩ʔ
trìu	ʈiw˦˨
trĩu	ʈiw˧˩˨
trốc	ʈokp˦˥
trộc	ʈokp˨ˀ˩ʔ
tróc	ʈɔkp˦˥
