абажур	abaʒur
исак	ɪsɑq
исакпен	ɪsɑqˈpɛn
исакты	ɪsɑqtɯ
исактың	ɯsɑqˈtɯŋ
испан	ɪsˈpɑn
ит	iːt
итере	ɪtɪˈrɪ
итни	itni
итнимен	itnimen
итнимін	itnimeen
иттер	ɪtːɪr
иттерге	itːerge
иттердің	itːerˈdiŋ
иығыма	iɯɣɯma
із	ɘs
ізгі	ɘzˈɣɘ
ізде	ɘzˈdɘ
іздеген	ɪzdegen
іздегендей	ɘzdegendɘj
іздей	ɘzˈdɛj
іздеңдер	ɪzdeŋdeɾ
іздеп	ɘzˈdɘp
іздері	ɘzdæɾɘ
іздерін	ɘzdæɾɘn
іздеу	ɘzˈdɘw
іздеумен	ɪzdewmen
ізі	ɯˈzɯ
ізіне	ɘzɘnɘ
ілінісіп	ilɪnisip
іліп	ɪlɪp
ілмекті	ɯlmɘktʃi
іргетасы	ɯɾgʲɪtɑsɯ
іргетасын	irgetɑsɯn
ірі	ɪˈri
іс	ɪs
ісі	ɪˈsɪ
ісігінен	ɯsiɣinɘn
ісік	ɯˈsɯq
ісім	ɪˈsɪm
ісімен	ɪsɪˈmɪn
ісін	ɪˈsɪn
ісінде	iɕɪndɘ
ісіне	ɪsɪne
іске	ɪske
істе	istɘ
істегендеріңді	istɪge̞ndɪrɪŋdɪ
істегені	istɪgɪni
істегенімді	istegeŋimdi
істегім	istɪˈɣɪm
істедік	istɪˈdɪk
істедіңіз	istɪˈdɪŋɪz
істей	iˈstej
істейді	istejdi
істейміз	iˈstejˈmɪz
істеймін	istʲejˈmin
істейсіз	iˈstejsɯz
істейсің	iˈstejsiŋ
істейсіңдер	istejsiŋdɘr
істейтін	istʲejˈtin
істейтініңді	istʲejˈtinɪŋdi
істемейді	istɪmɛjˈdɪ
істемеймін	istɪmɪjˈmɪn
істемейсің	istɪmejˈsiŋ
істемейтін	istɪmɛjˈtɪŋ
істемек	istɪˈmɛk
істемесе	istɪmɪsɪ
істемеші	istɪmeʃɪ
істеңдер	istɘŋdɘr
істеңдерші	istɘŋdɘɾʃi
істеп	istɪp
істер	ɪsˈtɜr
істерде	ɯsteɾde
істесек	istɪsɛk
істесем	istɪsɛm
істесең	isteseŋ
істетеді	istetedi
істеу	istɘw
істеуге	istɘwɘ
істеуде	ɪsteʊdɪ
істеуім	istɘwɘm
істі	istɪ
істуім	ɯstʉm
ішеміз	ɪʃeˈmɪz
ішерлер	ɪʃɪɾˈlɪr
ішімдік	ɘʃɘmdɘk
ішімізде	iʃimɪzde
ішінде	ɪʃɪndɛ
ішінен	ɯʃɯˈnɪn
ішіңдегі	ɪʃɪŋdægɪ
ішіңізді	iʃɪŋɪzdi
ішіңіздің	iʃiŋizdiŋ
ішіп	ɪʃɪp
ішке	ɪʃkʲe
ішкі	ɯʃki
ішпедің	ɯʃpeˈtɯŋ
іште	ɪʃtɛ
іштегі	ɪʃtegi
іштім	ɪʃtɪm
камералары	ˈkɑmʲerɑˌɫɑrɯ
кампалада	ˈkɑmpɑˌɫɑdɑ
кампаладамын	ˈkɑmpɑɫɑdɑmɯn
канада	qɑnɑdɑ
канибал	kanɪbɑɫ
канибалмын	kanɪbɑlˈmɯn
канингэм	kanɪŋɛm
капиталдық	kapʰɪtɑɫdɯq
капитан	kapʰi'tan
кар	kɑr
кард	kaɾd
картаны	ˈkɑrtɑnɯ
касетөм	qɑsɘtøm
католик	qɑtɑˈlɪq
кацурэ	katsure
кәдімгі	ˈkædɪmɣɪ
кәзір	ˈkæzɪr
кәне	qæne
кәріптасты	kerɪptɑstɯ
кәсіпкер	ˈkæsɪpkɪr
квантико	kwɑntʰɪkɔ
кедей	kedej
кедергі	kedeɾɣi
кез	ke̞z
кезде	ke̞zde
кездежүр	keʒdeʒʉr
кездесем	ˈkɛzdɛsɛm
кездесеміз	ke̞zdesemi̞z
кездесетін	kezd̪esetʰin
кездескен	ke̞z̪des̪q̟en
кездеспей	ke̞z̪d̪es̪pej
кездесу	ke̞z̪de̞s̪u
кездесулер	ke̞zdesʉ̞lʲɪ̞r
кезімде	keˈzɪmde
кезінде	keˈzʲinde
кезінен	keziˈnɪn
кей	kej
кейбір	kejˈbiɾ
кейде	kejde
кейін	keiin
кейіндеу	kejindew
кейінірекке	keiineˈrekke
кел	kel
келбетің	kelbɘtiŋ
келген	kelgen
келгенде	kelgenˈde
келгендерің	kelge̞ndɪ̞ˈrʲɪ̞ŋ
келгенім	kelgeˈnim
келгеніме	kelgeˈnime
келгенін	kelgɛniːn
келгеніне	kelgeˈnine
келгеніңе	kelgeˈniŋe
келгеніңізге	kelgəniŋizge
келгеніңізді	kelgəniŋizdi
келгенше	kelgenʃe
келгің	kelgɪŋ
келді	kelˈdi
келдік	kelˈdɪk
келдім	kelˈdim
келдің	kelˈdiŋ
келдіңіз	keldiŋiz
келе	kele
келеді	kelɪdi
келейін	kelejin
келек	keˈlek
келем	keˈlem
келеміз	kelɪˈmɪz
келемін	kelʲemin
келермін	kelɪrmɪn
келесі	kelɪˈsi
келесің	kelɪˈsiŋ
келіңдер	kelɪŋdɛr
келіңіз	kelɪŋɪz
келіп	kelip
келіпсіз	kelɪpˈsɪz
келіпті	kelɪptɪ
келісім	kɘˈlɘsɘm
келісімін	kelɪsɪmɪn
келісімшартқа	kelisɪmʃɑrtqɑ
келісіп	kelɪˈsɪp
келіскен	kelɪsˈken
келіскендей	kelɪskendɛj
келіспесеңіз	kelɪspeˈsɪŋɪz
келісті	kelɪsˈtɪ
келістік	kelɪsˈtɪk
келістім	kelistim
келмеген	kelmɛgen
келмеді	kelmɘdi
келмей	kelˈmej
келмейді	kelmɛjdi
келмеймін	kelmɛjˈmɪn
келмейтін	kelmɛjˈtin
келмес	kelˈmes
келмесін	kelmɘˈsɘn
келсе	kel'sɪ
келтірер	keltiˈrɪr
келу	kɘˈɫʉ
келуге	kelʊɣe
келуіне	kelʉiˈnæ
келуің	kelʉiŋ
келуіңізбен	keluɪŋɪzben
келші	kelʃi
кем	kem
кеміргіш	kemɪrɣɪʃ
кемпірлерді	kempirlɘɾˈdi
кенелген	kenelgen
кең	keŋ
кеңес	ˈkʲeŋɪs
кеңесшілерім	keŋesʃɪleɾɪm
кеңесшім	keŋeɕɪm
кеңесшімсің	ˈkʲeŋɪsʃɪmˈsɪŋ
кеп	kʲep
кепілгер	kepɪɫɣer
кептірілген	ˈkɛptɪrɪlgɛn
керегі	kerɪɣɪ
керегімізді	kerɪgimɪsdi
керегінің	kerɪginʲi
керек	kerɛk
керекпін	kerɪkˈpɪn
керексің	kerɪkʃiŋ
керекті	keretɕi
керектігін	keretkiˈtʰi
керемет	keremɪt
кереспе	kerespɘ
кері	keri
керуетте	kerʉjetʰ
кесел	kesɛl
кесетін	kʲesetʰin
кесіліп	kɘsɘlɘp
кесіп	ˈkɘsɘp
кесірінен	ˈkɛsɪrɪˌnɛn
кесіріңнен	ˈkɘsɪrɘŋnɘn
кесіртке	ˈkɘsɘrtkɘ
кет	ket
кете	ketɘ
кетеді	ketedi
кетейікші	ketejɪkʃi
кетейін	ketejiːn
кетемін	ketemin
кетесің	ketɪˈʃɪŋ
кететін	ketetin
кетіңдер	ketiŋdær
кетіңіз	ketiŋiz
кетіп	ketip
кетіппін	ketipˈpɪn
кетіпсің	ketipˈsiŋ
кетіресіңдер	ketiɾesiŋdɪr
кеткелі	ketkɛli
кеткен	ketken
кеткендеріңді	ketkendeəriŋdi
кеткені	ketkɛni
кеткенің	ketkɛniŋ
кеткеніңе	ketkɪˈniŋe
кеткенсің	ketkenˈsiŋ
кеткір	ketˈkɪr
кетпеді	ketpɘdi
кетпедің	ketpʲeˈdiŋ
кетпей	ketˈpej
кетпейміз	ketpejˈmɪz
кетпеймін	ketpæjˈmin
кетпекші	ketpɛkʃɪ
кетпесе	ketpese
кетпесін	ketpɪˈsɪn
кетсем	ketˈsem
кетсең	ketˈseŋ
кетсін	ketˈsɪn
кетсінші	ketˈsɪnʃi
кетті	keti
кеттік	ketˈtɪk
кеттім	ketem
кеттің	ketˈtɪŋ
кеттіңдер	ketˈtɪŋdɛr
кеттіңіздер	ketːiŋizdɛr
кету	ketu
кетуі	ketuɪ
кетуім	ketuim
кетші	ketʃi
кеудесіне	kwɘwˈdɘsɘnɘ
кеш	keʃ
кеше	keʃe
кешегі	keʃeɣi
кешір	ˈkæʃɪr
кешіреміз	kɛʃɪrɛˈmɪz
кешіремін	keʃiˈrɪmɪn
кешірер	keʃiˈrær
кешірілген	kɘʃɘɾɘlˈgʲɘn
кешірім	keʃiˈrim
кешіріңдер	keʃiˈrɪŋdɪr
кешіріңіз	keʃiˈrɪŋɪz
кешіріңізші	keʃiˈrɘŋɘʃi
кешірмеймін	kɛʃɪrmɛjmɪn
кешірмек	ˈkæʃɪrmæk
кешірші	keʃiɾʃi
кешке	kɘʃkɘ
кешкі	ˈkɛʃkɪ
кешкіріп	kɛʃkɪˈrip
кешріңіз	ˈkɘʃrɘˈnɘz
киім	kiːm
киімімді	kiːmɪmdɪ
киінесің	kiːnesiŋ
киінуім	kiːnuːm
киіп	kiɪp
кимегендіктен	kimʲegendɪktʲen
киндред	kin'drɛt
киуіме	kiwɪme
кілемімді	kilɪmɪmdɪ
кілең	kilæŋ
кілті	kilti
кілтті	kilttɪ
кім	kim
кімге	kimge
кімді	kimˈdi
кімдікі	kimˈdiqi
кіммен	kimˈmen
кімнен	kimˈnen
кімнің	kimˈnʲi
кімсіз	kimˈsiːs
кімсің	kimˈsiŋ
кімсіңдер	kimˈsɪŋdɪr
кінәлерді	kinælæɾˈdi
кінәлі	kinæli
кінәлісіз	kinælɪsɪz
кір	kir
кіргізгенімізді	kirgizʁeniˈmisdi
кіргізді	kirgɪsˈdi
кіргіңіз	kirgiŋiz
кірді	kirˈdi
кіре	kirɘ
кіретін	kiɾeˈtin
кіріңдер	kirɪŋdɪr
кіріңіз	kirəˈnɪz
кіріп	kirɪp
кіріпті	kirɪptɪ
кірісейік	kirisejɪk
кірісіңдер	kirisɪŋdɘr
кірме	kirme
кірпіктер	kirpɪkˈtɪr
кірсін	kirˈsɪn
кісі	kiˈsi
кісіге	kiˈsiɣe
кісіден	kiˈsɪdɪn
кісілер	kiˈsɪlæɾ
кісілерге	kiˈsɪlɪrge
кісіні	kiˈsini
кісінің	kiˈsɪniŋ
кітабы	kitɑbɯ
кітап	kitɑp
кітаптап	kitɑptɑp
кіш	kiʃ
кішкене	kiʃkɪnɛ
кішкенетайсың	kiʃkeneˈtajsɯŋ
кішкентай	kiʃkɘnˈtɑj
клайд	klɑj
клетка	klʲetkɑ
клеткаларды	klʲetqɑlɑɾdɯ
клеткалары	klʲetqɑˈɫɑɾɯ
клиникалық	klʲinʲɪkɑˈɫɯq
ковбойлар	koʊvbɔjˈlɑr
колумбия	koɫumˈbʲiə
комази	koˈmɑzɪ
команда	komɑˈmandɑ
комиссияға	komɪsɪjɑɣɑ
коммунистер	komʊnʲɪsʲtʲɪr
комплексті	komplʲekstʲi
конгресс	kɔŋˈgrɛs
конференцияда	kɔnferʲɛnsiʲə
концерті	kʰontsɛrˈtʲi
коридордың	koɾidoɾˈdɯŋ
кофе	kofe
кохаку	koχɑkʊ
кохакугава	koχɑkʊˈɣɑwɑ
коэль	kojɪl
көбеюде	kobejude
көбіне	kobine
көбірек	kobiˈrek
көз	koz
көзге	koʒge
көздерді	koːzdɘrˈdiː
көздері	koːzderi
көздерім	koːzdeˈrim
көзімді	koˈzɯmdɯ
көзімізді	koˈzɯmɯzdɯ
көзін	koˈzɪn
көзің	koˈziŋ
көзіңді	koziŋdi
көзіңізді	koziŋizˈdi
көк	koq
көкірек	kokiˈrek
көкөніс	koˈkøˈnɪs
көлігім	koːliɣim
көлігіне	koːlɪgɪne
көлігіңде	koːlɪɣeːŋde
көлігіңді	koːliɣiŋdi
көлік	koːˈlɪk
көлікте	koˈlɯktɛ
көліктегі	koliqteɣi
көлікті	koˈlɪkti
көмегімді	komɛɣɪmdi
көмегің	koˈmæʁɪŋ
көмегіңе	komeɣiŋe
көмегіңіз	komeɣiˈŋiz
көмегіңізге	komɛʁiŋizge
көмегіңмен	komæɣiŋˈmen
көмек	koˈmɛk
көмектес	koˈmɛktɪs
көмектесе	koˈmektʲesæ
көмектеседі	komɛktɛsɛdi
көмектесемін	komɛktɛsɛmin
көмектесер	komɛktɛsɛr
көмектесесің	komɛktɛsɛˈsɪŋ
көмектесесіңдер	komɛktɛsɪˈsɪŋdɛr
көмектесіңдер	komɛktɛˈsɪŋdɛr
көмектесіңізші	komɛktɛsiŋɯʃ
көмектескен	komɛktɛskʲɪn
көмектеспекшісің	komɛktɛspɛkʃiˈsɪŋ
көмектессең	komɛktɛsɛŋ
көмектесуі	komɛktɛsʉj
көмекші	koˈmekʃi
көмекшісі	koˈmekʃiˈsi
көмірге	komirɣe
көн	køn
көндірді	koːndirɪr
көндіре	koːndiɾe
көндіру	ˈkøndiɾu
көнсең	koːnseŋ
көңіл	koŋɯl
көңілдеріңді	koŋɯldɪrɪŋdɪ
көңілді	koŋɯldɯ
көңілдігіңді	koŋɯldɯʁɯŋdɯ
көңілі	koŋɯˈli
көңілімді	koŋiɫimdi
көңілін	koŋɯˈlɯn
көңілінен	koŋilɪnen
көңілің	koŋiˈliŋ
көңіліңді	koŋiɫiŋdi
көңіліңіз	koŋiˈlɪŋɪz
көп	kop
көпірге	kopirɣe
көптеген	koˈptechæŋ
көптеп	koˈptep
көпшілік	koepʃiˈlɪk
көр	koer
көргем	gøɾˈgem
көрген	gørˈgen
көргенімді	gørgeɲimˈdi
көргенің	gœrgɛniŋ
көргім	kʏrˈɣɪm
көргісі	koerɣiˈsi
көрді	gørˈdi
көрдім	gørˈdɪm
көрдің	koerˈdiŋ
көрдіңіз	koerˈdiŋiz
көрдіңізбе	gøɾdiŋɪzˈbɪ
көре	koˈre
көреді	koˈrɪdi
көрейік	koɾejik
көрейін	koɾejˈin
көреміз	koɾemiz
көрерміз	koˈrɪrmɪz
көресіз	ko̙ˈresɪz
көресің	koɾesiŋ
көресіңдер	koɾesɪŋdɛr
көрінбеген	koˈrɪnbegen
көрінбейді	koˈrinbɛjdi
көрінген	koˈrɪŋɪn
көрінді	koˈrɪndɪ
көрінеді	koɾinedi
көрінетін	ko̞rinetʰin
көріністен	koɾiniˈstʰen
көріңіз	koɾiŋiz
көріп	koˈrip
көріпкелдігі	koˈripkeldɪˌgɪ
көрісеміз	koˈɾisemiz
көріскеніме	koɾiskæniˈmæ
көркемдеуші	gøɾkɘmdɘwʃɘ
көрмеген	gøɾmɛgøn
көрмегені	ˈkørmɛgæni
көрмегенсің	koːrmɪge̞nsɪŋ
көрмедім	koːrmɘdiːm
көрмеймін	gørmɛjmin
көрмейсің	koɾmejˈsiŋ
көрсем	kórsem
көрсет	koɾˈsɛt
көрсете	koɾsɛtɛ
көрсетеді	ˈkørsɘtɘdɘ
көрсетемін	koɾseˈtemʏn
көрсететінімді	ko̞ɾsetetimˈdi
көрсетіңіз	koersɛtiŋiz
көрсетіп	koerˈsetip
көрсеткен	koɾsetˈken
көрсеткім	koɾˈsetkim
көрсетпедің	koɾsetpeˈdiŋ
көрсетпейін	koɾsetpeˈjin
көрсетсек	kʏrsɘtˈsɘk
көрсетуге	koɾsɛtʊɣe
көрсін	koɾˈsɪn
көру	koru
көруге	koruɣe
көруім	koruːm
көрші	koɾʃi
көршісімен	koɾʃiˈsimen
көтер	koˈtʲer
көтерем	kotɛˈrɛm
көтерілген	koteriɫgen
көтерілістер	koteɾiɫistər
көтеріңдер	koteriŋder
көтеріп	kotɛˈɾip
көтерме	køtɛrmɛ
көтерсеңіздер	kotɘrsɘŋɯzdɘr
көтеру	kø'tɛrʊ
көшеге	koʃege
көшесінде	koʃesinde
көшірме	koʃɪrˈmɘ
крис	krɪs
криспін	krɪsˈpɪn
криссман	krɯsˈman
кристиан	krɪstʲi̞ɑn
кристианға	krɯstʲiɑŋɑ
кристі	krɪsˈtɪ
крокодилдерге	ˈkɾokodɯldɪrɣe
крон	krɔn
куәлікті	kuælikti
курста	kurˈsta
күдік	gʉˈdɯq
күдіктенсең	gydɪktʲenˈseŋ
күдікті	gydɪtʃi
күдіктіге	gydɪtʃi
күдіктімін	gydɪktɪˈmɪn
күдіктінің	gydɯtɯˈnɯ
күзетшілік	ˈkʏzɪtʃɪlɪk
күзетшілікке	ˈkʏzɪtʃɪlɪkːe
күйде	kujˈde
күйе	kujɪe
күйеді	kujɪˈdɪ
күйеуі	kujɘwɘ
күйеуім	kujewim
күйеуңіз	kujewŋiz
күйзелісті	kujzɪlɪsˈtɪ
күкіртті	kuːkɪrtːi
күлдің	gʏlˈdiŋ
күліп	gʉˈlɪp
күлкілі	gʏlgɪlɪ
күн	kʰyn
күнәңды	qynæŋdɯ
күнәсінен	qynæsinɘn
күнге	gʏŋgɛ
күнде	qynde
күндегідей	qynd̪eɣidej
күндей	qynˈdej
күнді	qynˈdi
күні	kuni
күніңдегі	kuˈnɯndeɣi
күннен	qynˈnɛn
күректер	kuˈrɛktɛr
күресіп	ku̞ɾe̞ˈsip
күрескем	kuɾesqem
күресуде	kyresuˈde
күт	kuːt
күте	gʉˈtɘ
күтем	kuˈtem
күтіп	kuˈtɪp
күтпеген	ˈkʏtpɘgɘn
күтте	kuˈtːe
күттім	kwətˈtɪm
күтуге	kutuɣe
күш	kuʃ
күшейтеміз	kuʃejteˈmiz
күші	kuʃi
күшпен	kuʃˈpɛn
күштері	kuʃteˈri
күшті	kuʃti
кэмпбел	ˈkæmpbɛl
кэмпбелге	ˈkæmpbɛlɣe
кэмпбелдің	ˈkæmpbɛlˌdɪŋ
қабатта	qɑbɑtˈtɑ
қабатты	qɑbɑtːɯ
қабыл	qaˈbəl
қабылдайсың	qɑbɯɫdɑjsɯŋ
қабылданды	qabɯɫdɑnˈdɯ
қабылдап	qaβɯɫdɑp
қабылдауға	qɑbɯɫdɑwɑ
қабылдауымыз	qɑbɯɫdɑwɯˈmɯz
қабылдауын	qɑbɯɫdɑwɯn
қабырға	qabɯrɣɑ
қабырғадан	qabɯrʁɑˈdɑn
қабырғаны	qabɯrʁaˈnɯ
қағаз	qaˈɣɑz
қағаздарға	qaˈɣɑzˈdɑrɑ
қағазы	qaˈɣɑzy
қағып	qaˈɣɯp
қажет	qaˈʒet
қажеті	qɑˈʐɪtɪ
қажытпайды	qɑʒɯtpaɯdɯ
қаз	qɑz
қаза	qaˈzɑ
қазандарды	qɑzɑndɑrdɯ
қазандыққа	qɑzɑnˈdɯqqɑ
қазандықта	qazɑndɯqtɑ
қазғанды	qaʐɣɑnˈdɯ
қазір	ˈqɑziːr
қазынаңыз	qazinaˈɯz
қай	qɑj
қайғы	qaɪˈʁɯ
қайғылы	qɑjɣɯˈɫɯ
қайғырма	qaɪɣɯrmɑ
қайда	qaɯˈdɑ
қайдағы	qajɑˈdɑɣɯ
қайдамыз	qɑjdɑmɯz
қайдан	qɑjˈdɑn
қайдасыз	qaɪdɑsɯz
қайдасың	qaɯdasɯŋ
қайрылы	qɑjrɯˈɫɯ
қайсарлығың	qaɪsɑɾɫəɣɯ
қайсы	ˈqɑjsɯ
қайт	qɑjt
қайта	qaɪˈtɑ
қайтадан	qaɪtɑdɑn
қайтайық	qɑjtɑjɯq
қайтайықшы	qaɯtaɯjɯʃ
қайталауды	qaɪtɑɫɑwˈdɯ
қайтам	ˈqɑjtɑm
қайтамыз	qaɯtɑˈmɯz
қайтара	qaɪtɑrɑ
қайтарамын	qaɪtɑɾɑmɯn
қайтарасыз	qɑjˈtɑrɑˈsɯz
қайтаратын	qaɯtaɾɑtɯn
қайтарда	qaɪtɑɾdɑ
қайтардым	qaɪtɑɾdɯm
қайтармақ	qaɪtɑɾˈmɑq
қайтару	ˈqɑjtɑɾʊ
қайтаруға	qaɪtɑɾuʁɑ
қайтарыңдар	qɑjɑtəɾɯŋdɑɾ
қайтарыңыз	qajatəɾəˈjɯz
қайтарып	qɑjɑtɑˈɾɯp
қайтататын	qɑjtɑtɑjˈtɯn
қайтатын	qaɪtɑːtɯn
қайтер	qaɪtɘr
қайтіп	qɑjtʏp
қайтқым	qaɪtqɯm
қайту	ˈqɑjtʉ
қайтуды	qaɪtʉdɯ
қайтуым	qaɪtʉm
қайтыңыз	qaɪtɯŋɯz
қайтып	qɑjtɯp
қайырлы	qɑjɯɾˈɫɯ
қақиып	qaqijp
қақпаға	qaqpaʁa
қақпашадан	qaqpaʃaˈdɑn
қал	qɑl
қала	qɑˈlɑ
қалаға	qɑlɑɣɑ
қалады	qɑlɑdɯ
қалай	qɑlɑj
қалайды	qɑlɑjˈdɯ
қалаймыз	qalaɯmɯz
қалайсыз	qɑlɑjsɯz
қалайсыздар	qɑlɑjsɯzdɑr
қалайсың	qɑlɑjsɯŋ
қалам	qɑˈlɑm
қаламаймын	qɑlɑmɑjmɯn
қаламыз	qɑlɑˈmɯz
қалап	qaˈlap
қалар	qaˈɫɑr
қаларлық	qaɫɯɫɯq
қаласыз	qɑlɑˈsɯz
қаласыздар	qɑlɑsɯzˈdɑr
қаласың	qɑlɑsɯŋ
қалау	qɑˈɫɑw
қалауың	qalawɯŋ
қалған	qaɫˈɣɑn
қалғандары	qaɫɣɑnˈdɑrɯ
қалғаны	qaɫɣɑnɯ
қалғанын	qaɫɣaˈnɯn
қалғаның	qaɫɣaˈnɯŋ
қалғысы	qaɫɣɯsɯ
қалдары	qaɫdɑɾɯ
қалды	qaɫdɯ
қалдым	gɑɫˈdɯm
қалдырамын	qaɫdɯɾɑˈmɯn
қалдырған	gɑɫdɯɾˈʁɑn
қалдырдым	qɑɫdɯɾdɯm
қалдырдың	qɑɫdɯɾɯŋ
қалдырмайды	ˈqɑɫdɯrmɑjˈdɯ
қалдырсам	qɑɫdɯrsɑm
қалдырып	qɑɫdɯɾɯp
қалма	qɑlˈmɑ
қалмайды	qɑlˈmɑjdɯ
қалмайсыз	qɑlˈmɑjsɯz
қалмайын	qɑlˈmɑjɯn
қалмаш	qɑlˈmɑʃ
қалпын	qaɫpɯn
қалса	qɑlˈsɑ
қалсаңшы	qɑlˈsɑŋʃɯ
қалсын	qɑlˈsɯn
қалу	qaˈɫu
қалуға	qaɫuʁɑ
қалуың	qaloʊŋ
қалың	qaˈlɯŋ
қалып	qaˈlɯp
қалыптарыңа	qaɫɯpˈtɑɾɯˈŋɑ
қалыпты	qaɫɯpˈtɯ
қам	qɑm
қамап	qaˈmɑp
қамтып	qɑmˈtɯp
қамын	qɑˈmɯn
қан	qɑn
қана	qɑnɑ
қанға	qɑŋɑ
қандай	qɑnˈdɑj
қанды	qɑnˈdɯ
қане	qɑnɛ
қанмен	qɑnˈmen
қанша	qɑnʃɑ
қаншалықты	qɑnʃɑɫɯqtɯ
қаншауы	qɑnʃɑwɯ
қаны	qɑnɯ
қар	qɑr
қара	qɑrɑ
қарағаннан	qɑrɑʁɑnɑn
қарағаны	qɑrɑˈʁɑnɯ
қарағаным	qɑrɑʁɑnɯm
қарай	qɑrɑj
қарайлап	qɑrɑjˈlɑp
қараймын	qɑrɑjˈmɯn
қарайсың	qɑrɑjsɯŋ
қарайтын	qɑrɑjtɯn
қарайын	qɑrɑjɯn
қаралай	qɑrɑˈlɑj
қарама	qɑrɑmɑ
қараңғы	qɑrɑŋɣɯ
қараңғыдан	qɑrɑŋɣɯdɑn
қараңғылықтан	qɑrɑŋɣɯɫɯtɑn
қараңдар	qɑrɑŋdɑr
қараңқыға	qɑrɑŋqɯɣɑ
қараңқының	qɑrɑŋqɯˈnɯŋ
қараңыз	qɑrɑŋɯz
қарап	qɑrɑp
қарапайым	qɑrɑpɑjɯm
қарармын	qɑrɑɾmɯn
қарас	qɑrɑs
қарашы	qɑrɑʃɯ
қарғай	qɑrʁɑj
қарған	qɑrˈʁɑn
қарда	qɑrˈdɑ
қаржы	qɑrˈʐɯ
қаржылайды	qɑrʒɯɫɑjˈdɯ
қаржысын	qɑrˈʐɯsɯn
қарсы	qɑrsɯ
қарсымын	qɑrsɯˈmɯn
қаруымды	qaɾujɯmˈdɯ
қарым	qɑˈrɯm
қарындасым	qɑrɯndɑsɯm
қарындасыңды	qɑrɯndɑsɯŋdɯ
қарындасыңызды	qɑrɯndɑsɯŋɯzˈdɯ
қасында	qɑsɯˈdɑ
қасыңда	qɑˈsɯŋdɑ
қатар	qaˈtɑr
қатардан	qaˈtɑɾdɑn
қатарды	qaˈtɑɾdɯ
қатарлы	qɑtɑɾˈɫɯ
қатарынан	qɑtɑrɯnɑn
қате	ˈqɑte
қатем	qaˈtem
қатты	qɑtːɯ
қаттылығы	ˈqɑtːɯɫɯ
қатынас	ˈqɑtɯnɑs
қатынаста	qɑtənɑstɑ
қатынасты	ˈqɑtənɑstɯ
қатынасым	qɑtənɑsɯm
қатып	qɑtɯp
қатырады	ˈqɑtɯrɑdɯ
қатырмайды	qɑtɯrmɑjˈdɯ
қатысамыз	qɑtɯsɑmɯz
қатысшы	qɑtɯʃɯ
қатысы	qɑtɯsɯ
қатысымыз	qɑtɯsɯmɯz
қауіп	qɑwɪp
қауіпсіздігім	qɑwɪpˈsɪzˈdɪɣɪm
қауіпсіздігіме	qɑwɯpsɯzdɯɣɯmɘ
қауіпті	qɑwɪptɪ
қаупі	qɑwˈpɪ
қаша	qɑˈʃɑ
қашан	qaʃɑn
қашаннан	qaʃɑnˈnɑn
қашқалақтаса	qaʃqɑlɑqˈtɑsɑ
қашқындарына	qaʃqɯndɑɾɯnɑ
қашпты	qaʃptɯ
қаштық	qaʃˈtɯq
қашып	qaʃɯp
қәне	qæˈnæ
қиқулаған	qiqwɑˈɫɑɣɑn
қимайсыз	qiˈmɑjsɯz
қимылда	qɯmɯɫdɑ
қимылдай	qimɯɫdaɯ
қимылдама	qimɯɫdama
қиналып	qɪnɑˈlɯp
қиратты	qiˈrɑtː
қиын	qiˈjn
қиынддап	qiˈjɯndɑp
қиындық	qiˈjɯnqɯq
қиыншылық	qiˈjɯnʃɯɫɯq
қиынырақ	qiːnɯraq
қию	qiˈju
қоғамдық	qoɣɑmˈdɯq
қоғамның	qɔɣɑmnɯŋ
қожайынына	qɔʒɑjɯnɯnɑ
қозғадық	qozɣɑɯdɯq
қозғалма	qozɣɑlmɑ
қозғалу	qozɣɑˈɫu
қой	qɔj
қойған	qojˈɣɑn
қойғандай	qojɣɑndɑj
қойғанын	qojɣaˈnɯn
қойғаның	qojɣɑnɯŋ
қойды	qojdɯ
қойдық	qojdɯq
қойдым	qojdɯm
қойдың	qojˈdɯŋ
қоймас	qojmɑs
қоймасы	qojmɑsɯ
қойса	qojsɑ
қойсаңыз	qojsɑŋɯz
қойсын	qojsɯn
қойшы	qojʃɯ
қойыңдар	qojɯŋdɑr
қойыңыз	qojɯŋɯz
қойыңыздар	qojɯŋɯzdɑr
қойыпты	qojɯptɯ
қол	qɔl
қолға	qɑɫɣɑ
қолда	ˈqɔɫdɑ
қолдаймыз	ˈqɔɫdajˈmɯz
қолдайтын	qɔɫdɑjˈtɯn
қолдана	qɔldɑnɑ
қолданам	qɔldɑnɑm
қолданбағанымыз	ˈqɑɫdɑnbɑɣɑˈnɯmɯz
қолданбақпын	ˈqɔɫdɑnβɑqpɯn
қолданбаңдар	ˈqɑɫdɑnβɑŋdɑr
қолдануға	ˈqɔɫd̪ɑnʊʁɑ
қолданып	ˈqɔɫdɑnɯp
қолдары	qɑɫdɑɾɯ
қолдарымен	qɔɫdɑɾɯmɛn
қолдарын	qɔldɑrɯn
қолдарыңды	ˈqɔɫdɯɾɯŋdɯ
қолдауға	qɔɫdɑwɑ
қолды	ˈqɔɫdɯ
қолмен	qɑlˈmen
қолтығы	qoltɯɣɯ
қолы	qɑˈlʊ
қолым	qɑˈlɯm
