oн	uŋ
парадигма	pərɐdʲigmə
парадокс	pərɐdoks
паразит	pərɐzʲit
параллакс	pərɐɫaks
параллелограмм	pərəlʲɪɫɐgram
параметр	pɐramʲɪtr
паранойя	pərɐnoɪ̯ːə
паранормалды	parɑnɔrmɑɫdɯ
парасатты	pɑrɑsɑtːɯ̞
парақор	pɑrɑqor
парақорлық	pɑrɑqorɫɯq
париж	paɾɪʃ
парк	pɑrk
парламент	pɐrɫamʲɪnt
партизан	pərtʲɪzan
партизандық	pərtʲɪzandəq
партия	partʲɪjə
пастор	pastər
пасық	pɑsɯ̞q
пасық	pɑˈsɯq
патент	pɐtʲent
патоген	pətɐgʲen
патогенез	patəgʲɪnɛs
патологоанатом	patoloɣoanatom
патриарх	pətrʲɪarx
патша	paʈʃɑ
патшасы	pɑtˈʃɑsɯ
пациент	patsiˈjɪnt
пациентті	patsʲiˈjɛntɪ
пациетті	pɑtsʲjetɪ
пациетім	pɑtsʲjɪtɪm
пацифизм	pətsɨfʲizm
паштет	pɐʃtʲet
пе	pʲe
педагог	pʲɪdɐgog
педофил	pedɔfɪl
пен	pʲɪn
пеницилин	penʲɪtsɪlʲɪn
перкинс	pʲɪrkʲɪns
перудегі	perudegi
пері	pʲerɘ
перғауын	pʲerɣɑwɯn
пилотка	pʲɪɫotkə
пирамида	pʲɪrɐmʲidə
пиримидин	pʲɪrʲɪmʲɪdʲin
плазмид	pɫɐzmʲid
плазмида	pɫɐzmʲidə
планеталықтар	planjetɑlətqɯtɑr
планка	planqɑ
пластик	pɫasʲtʲɪk
плошка	ploʃkɑ
плутон	plut̪on
позитивизм	pəzʲɪtʲɪvʲizm
позитрон	pəzʲɪtron
пойыз	pojɯz
пойызы	pojezɑ
полимер	pəlʲɪmʲer
полицейлік	politsʲeˈlik
полицейліксіз	polʲitsɪjˈlɪksɪs
полиция	pɔlʲɪˈtsɪjə
полицияға	poliʦijəɣə
полонез	pəɫɐnɛz
порнография	pərnɐgrafʲɪɪ̯ə
порт	port
постмодернизм	postmədɛrnʲizm
пошта	poʃta
пошталық	poʃtaɫɯq
пошташы	poʃtaʃɯ
поэзия	pɐɛzʲɪjə
поэтика	pɐɛtʲɪkə
предикат	prʲɪdʲɪkat
предикатив	prʲɪdʲɪkɐtʲif
президентпен	prʲezʲɪˈdʲentpʲɪn
прес	prʲɪs
пресса	prʲɪˈsa
призма	prʲizmə
примат	prʲɪmat
принстон	prʲɪnˈstɔn
принтер	prʲintɘr
принтер	prʲintɛr
проблеманы	pɾobɫemɑnɯ
провинция	prɐvʲintsɨɪ̯ə
прогестерон	prəgʲɪstɛron
прокуратура	prəkʊrɐturə
прокуратурасына	prɑkʊrɑtʊrɑsɯnɑ
прокуратурасынанбын	prɑkʊrɑtʊrɑsɯnɑbɯn
прокуратураға	pɾokuraturaɣa
прокурор	prəkʊror
протекционизм	prətʲɪktsɨɐnʲizm
прототип	prətɐtʲip
профиль	profʲɪlʲ
психиатрия	psʲɪxʲɪɐtrʲijə
психоз	psʲɪxoz
психология	psʲɪxɐlogʲɪjə
пульмонология	pʊlʲmənɐɫogʲɪɪ̯ə
пысық	pəsə
пьеса	pjesə
пікіріңді	pikiriŋˈdi
пұл	pum
пәк	pæk
пәкістан	pækistan
пәкістан	pækistɑn
пәкістан	pækɘstɑn
пәкістан	pækɪstɑn
пәлсапа	pæɫsɑpɑ
пәтер	patʲir
раввин	rɐvʲin
радиан	rədʲɪan
радиозонд	radʲɪozond
радиостанция	rədʲɪɐstantsɨjə
радияциямен	radʲɪjɑtsʲɪɑˈmen
райхан	ɾajxan
райы	rajɯ
раритет	rərʲɪtʲet
рас	ras
расымен	rasɯmen
расында	raʃɯˈdɑ
раушан	ɾɑwˈʃɑn
рахмет	ɾɑχˈmɛt
рақмет	raqmet
режим	reʒɪm
резерфордий	rʲɪzʲɪrfordʲɪj
рейтинг	rɛjtʲɪnk
ренжімессің	renʒimeˈsɪŋ
ренжітсең	ɾeɲʐɪtˈseŋ
ресейде	ˈrʲesʲejdʲe
ресми	resmɘj
ресми	ɾesmi
рет	ɾet
ретке	ɾetˈkæ
ретінде	ɾetinde
реформатор	rʲɪfɐrmatər
реформизм	rʲɪfɐrmʲizm
рецептор	rʲɪtsɛptər
риддер	rɪdːər
риддер	ɾɪddɛɾ
рин	rin
роберт	ɾobɘrt
родригеспен	rodrʲigesˈpɛn
романтикалық	rɐmantʲɪkəɫɯq
роммель	romːl
россия	rɐsʲijə
рота	rotə
роуд	ruːd
руанда	rʊandə
рудный	rudnɨ
руларының	ɾʊɫɑɾɯˈnɯŋ
рухы	ɾʊχɯ
рэнди	ɾændʲi
рұқсат	rʊqsɑt
рұқсат	ɾʊqsɑt
рұқсатнама	rʊqsɑtnɑmɑ
рұқсатсыз	ɾʊqsɑtsɯs
рәміз	ræmɘz
рәмізі	ræmiˈzi
сабақ	tɑːbɑːq
сабыр	sabɐr
сабыр	sɑbɯr
сага	sagə
садақ	sɑdɑq
сазгер	sɑzgʲer
сай	sɑj
сайлаушы	sɑjɫɑwʃɯ
сайрам	sajram
сайтан	sɑjtɑn
сайтымызға	sɑjtɯmɪzʁɑ
сайын	sɑjɯn
сакэ	sakˈɛ
сал	saɫ
сал-сері	salseɾ
сала	saɫa
салайын	sɑlɑjɯn
саламандра	səɫɐmandrə
саламат	sɑlɑmɑt
саламатсызба	ˈsɑlɑmɑtsɯzβɑ
саламыз	ˈsɑlɑmɯz
саласыз	ˈsɑlɑsɯz
салат	sɐɫat
салауат	sɑɫɑwɑt
салем	ˈsɑlæm
салмаймыз	sɑlmɑjˈmɯz
салмаппыз	ˈsɑlmɑpɯz
салмақ	sɑmɑq
салмақты	sɑɫmɑqtɯ̞
салсам	ˈsɑɫsɑm
салт	sɑɫt
салтанат	saltɑnˈat
салу	sɑːlˈo
салым	sɑɫɯm
салынған	ˈsɑɫɯŋɑn
салық	sɑɫɯq
салыңдар	ˈsɑɫəŋdɑr
сальвадор	səlʲvɐdor
салған	ˈsaɫɣɑn
самал	sɑmɑl
самоа	sɐmoə
санаймыз	sɑnɑjmɯz
санайсың	ˈsɑnɑjsɯŋ
саналмайды	sɑnɑɫmɑjˈdɯ
сандал	ˈsɑndɑɫ
сандалып	ˈsɑndɑɫɯp
сандар	sandãɾ
сандуғаш	sanduwʁaʃ
сандырағын	ˈsɑndɯrɑɣɯn
сандырақ	ˈsɑndɯrɑq
сандырақтап	ˈsɑndɯrɑχˌtɑp
сандыраққа	ˈsɑndɯrɑqqɑ
сандық	sɑndɯq
санкция	sanktsɨjə
сапа	apa
сапарды	sɑpɑrdɯ
сапарым	ˈsɑpɑrɯm
сапарымда	ˈsɑpɑrɯmˈdɑ
сапарға	ˈsɑpɑrʁɑ
сапасыз	sɑpɑsɯz
сарайға	ˈsɑrɑjɣɑ
сарамын	ˈsɑrɑmɯn
саран	sɑɾɑm
саран	sɑɾɑn
сараның	ˈsɑrɑnɯŋ
сараңданып	ˈsɑrɑŋdɑˈnɯp
сараңсың	ˈsɑrɑŋsɯŋ
саркома	sɐrkomə
сары	tɑːrɑ
сарыағаш	saɾaʁɑʃ
сарғылт	sɑrɣɯɫt
сата	sɑtɑ
сатып	sɑtɯp
сатқаныңыз	ˈsɑtqɑˌnɯˈʁɯ
сатқын	ˈsɑtqɯn
сатқындар	ˈsɑtqɯndɑr
сау	sɑw
сауалдары	sɑwɑɫdɑrɯ̞
сауалымыз	ˈsɑwɑləmɯz
сауда	sɑwda
сауда	ˈsɑwdɑ
сауды	sɑwˈdɯ
сауле	sɛulɪ
саулығы	ˈsɑwɫɯɣɯ
саулық	sɑwˈɫɯq
сауран	sɑwrɑn
саусақ	sɑwsɑq
сауып	sɑwɯp
сауыққа	sɑwɯqˈqɑ
сая	sɑ̝̙jɑ̝̙
саябақ	sɑʕɑbaq
саяжол	sɑjɑʒoɫ
саяз	saˈjɑz
саясат	sɑjɑsɑt
саясаткер	sæjasætkir
саясаткер	sɑjɑsɑtkʲer
саясаткерлері	sɑjɑsætkɛnlærɪ̞
саясаттанушы	sɑjɑsɑtɑnʊwʃɯ
саясатшы	sɑjɑsɑtʃɯ
саясатын	sɑjɑsɑtɯn
саяси	sɑjɑsi
саяхатшы	sɑjɑxɑtʃɯ
саған	sɑˈɣɑn
сағат	sɑˈʁɑt
сағатта	sɑʁɑtːɑ
сағаттан	ˈsɑɣɑtˈtɑn
сағатшы	sɑɣɑtʃɯ
сағыз	sɑːgɯz
сағындым	sɑqɯndɯm
сақал	sɐqaɫ
сақал	sɑqɑɫ
сақалың	ˈsɑqɑɫɯŋ
сақау	sa˨˩kaːw˧
сақтадым	ˈsɑqtɑdɯm
сақтаймын	sɑqtɑjˈmɯn
сақтайсыз	sɑqtɑjsɯz
сақтайтын	sɯqtajtɯm
сақтандырғыш	sɑqtɑndɯrɣɯʃ
сақтап	ˈsɑqtɑp
сақтау	sɑqˈtɑw
сақтауым	ˈsɑqtɑwmɯ
сақтығын	ˈsɑqtɯʁɯn
сақтық	sɑqtɯ̞q
саңырауқұлақ	sɑŋɯrɑwɣʊɫɑq
себебі	ˈsɛbɪˌbɪ
себебім	ˈsɛbɪˌbɪm
себебін	ˈsɛbɪˌbɪn
себебінен	ˈsɛbɪˌbɪˈnɛn
себеп	ˈsɛbɪp
себіңіз	ˈsɛbɪŋɪz
себіңізді	ˈsɛbɪŋɪzˈdɪ
сегіз	sʲegiz
сезесің	sɛzɛˈsɪŋ
сезім	sɛˈzɪm
сезімсіз	ˈsɛzɪmsɪz
сезімталдықты	ˈsɛzɪmtɑɫtɯqtɯ
сезіміңіз	ˈsɛzɪmɪŋɪz
сезінем	ˈsɛzʏˈnæm
сезіп	ˈsɛzɪp
сейсмограф	sʲɪjsmogrəf
секанс	sɛkəns
секемім	sekemim
секстант	sʲɪkstant
секстет	sɛksʲtʲet
секунд	sʲekʊnd
секілді	ˈsɛkɪɫdɪ
секілдімісің	sɛkɪldɪmɪsɪŋ
секір	sekɪr
селенит	sʲɪlʲɪnʲit
селқос	silqos
семантика	sʲɪmanʲtʲɪkə
семей	sʲemʲej
семиотика	sʲɪmʲɪotʲɪkə
семсер	sʲimsʲir
семіріп	semɪrip
сен	sen
сен	sin
сенат	sʲɪnat
сенбеген	senbegen
сенбейді	senbejdi
сенбеймін	senbejmin
сенбейсіз	senbejsiz
сенбейсің	senbejsin
сенбейтін	senbejˈtin
сенбеуіміз	senbewimiz
сенгім	senˈɣim
сенгің	senˈɣɪŋ
сенде	sende
сендейлерге	sendejɫɪrˈʁe
сендер	sendeɾ
сендерге	sendeɾɣe
сендерді	sendeɾɯ
сендердің	senderiŋ
сендермен	sendɘrmɘn
сендерсіз	sendeɾˈsɯs
сенді	senˈdi
сендім	senˈdim
сендірудің	sendiru'diŋ
сене	sene
сенеді	senedi
сенем	senem
сенемін	senjemin
сенен	senen
сенер	senɪr
сенесіз	senesiːz
сенесің	senesiŋ
сенетін	senetʲin
сенетіп	senetip
сеннен	senen
сену	senu
сені	seni
сенікі	seniki
сенімді	senimde
сенімділікте	senimdɪlɪktʲe
сенімдіммін	senimdimmin
сенімдімін	senimdimi
сенімдісің	senimdisiŋ
сенімен	senimɪn
сеніміңізге	senimɪŋɪzge
сеніп	senip
сенің	seniŋ
сеніңше	seniŋʃe
сепсис	sɛpsʲɪs
сергіп	sergɪp
серт	sirt
серуендеп	serʉɪ̯ɪ̯ɪ̯ndɪp
сессия	sɛsʲɪɪ̯ə
сигнал	sʲɪgnaɫ
силикоз	sʲɪlʲɪkoz
символизм	sʲɪmvɐlʲizm
сименс	sʲimʲɪns
синагога	sʲɪnɐgogə
сингапур	sʲɪngɐpur
синдикат	sʲɪnʲdʲɪkat
синдром	sʲɪndrom
синоним	sʲɪnonʲɪm
синтезатор	sʲɪntɨzatər
синус	sʲinʊs
сионистер	siɔnɪstɪr
сияқты	ʃijɑqtɯ
сияқтымыз	ʃijɑqtɯmɯz
сияқтымын	sɪjɑqtɯmɯn
сияқтысың	ʃijɑqtɯsɯŋ
сиқырдың	sɯqɯɾɯŋ
сиқырлы	sɯqɯɾɯ
сиқырмен	sɯqɯrmɘn
сиқыршы	sɯqɯrʃɯ
сиқыршылық	sɯqɯɾʃɯɫɯq
сиқыршының	sɯqɯɾʃɯˈnɯŋ
сиқырымды	sɯqɯɾɯmˈdɯ
скалли	skɑlʏ
скаллимін	skɑlɯˈmɯn
скипидар	skʲɪpʲɪdar
скот	skot
содан	sodɑn
содан	sɔˈdɑn
созғансыз	sɔzɣɑnsɯz
сойып	sɔjɯp
сол	soɫ
солай	solaɪ
солардың	solaɾɯŋ
солақай	solɑqaj
солақай	sɔɫɑqɑj
солитон	səlʲɪton
соло	soɫo
сомали	səmɐlʲi
сомдалу	so̞mdɑɫu
сомерсет	sɔmʲɪrˈsʲɛt
сона	sonu
сонда	sɔnˈdɑ
сондай	somdaj
сондай	sondaj
сондықтан	sondɯtɑn
сондықтан	sɔndɯqˈtɑn
сонша	sɔnʃɑ
соншалықты	sɔnʃɑɫɯktɯ
соншама	sɔnʃɑmɑ
соны	sɔnɯ
сонысын	sɔnɯsɯn
сор	sɔr
сорпа	sorpa
сору	sorʊw
сосын	sɔˈsɯn
сот	sot
софтбол	sɐftboɫ
социализм	sətsɨɐlʲizm
социалистік	sətsɨəlʲɪstɘk
соға	sɔˈʁɑ
соған	sɔˈʁɑn
соғысу	soɣʊsʊw
соқпаған	sɔqpɑɣɑn
соққан	sɔqqɑn
соққаным	sɔqqɑnɯm
соққаныма	sɔqqɑnɯmɑ
соң	sɔŋ
соң	sɔ̃
соңы	sɔgɑ
соңымнан	sɔŋɯmˈnɑn
соңымыздан	sɔŋɯmɯzd̪
соңына	sɔŋɯnɑ
соңғы	sɔŋɣɯ
соңғым	sɔŋɣɯm
спам	spam
спектроскопия	spʲɪktrəskɐpʲijə
спидометр	spʲɪdomʲɪtr
спорт	sport
спорт	spɯrt
стадыңдар	staˈdɯŋdɑr
стамаңдар	staˈmaŋdɑr
стандартты	stɐndartɯ
стандарттық	stɐndartɯq
стандартқа	stanˈdɑrtqɑ
станциямыз	staɲiʝɑˈmɯz
статика	statʲɪkə
стационар	stətsɨɐnar
стақан	stɐqan
степлер	stɛplʲɪr
степногор	stipnogor
степногорск	stʲepnɐgɔɾsk
стерадиан	stɛrədʲɪan
стерлинг	sterlʲɪŋ
сто	sʰo
стоун	sˈtun
стратиграфия	strətʲɪgrafʲɪjə
студиясы	stʊdʲɪjəsɯ
су	suw
су	sʉ
су	sˈu
субтитірлерін	suβtɪtɪrleɾɪn
субъект	sʊbjekt
суды	sʊdɯ
сулы	suwlˠə
сумо	sʊmo
суреттегі	soɾetteɣi
суреттерді	soretˈtɘrdi
суретін	soɾetʰin
суринам	sʊrʲɪnam
сусиыр	sʊ̞sʲɪr
сусын	sʉsɯn
сусынға	sʉsɯŋɑ
суфле	sʊflʲe
суық	sʊwʊq
суға	sʊɣɑ
сыбайлас	sɯbɑjˈlɑs
сыйлады	sɯjɯɫɯ
сыйлаймын	sɯjlajmɯn
сыйлайтын	ˈsɯjɯɫɯtɯn
сыйлаңыз	sɯjlɑŋɯz
сыйлығым	sɯjɯˈlɯɣɯm
сыйлық	sɯjɯɫɯq
сыйырды	sɯjɯɾdɯ
сыйырдың	ˈsɯjɯɾdɯŋ
сыйырмен	sɯjɯrmʲen
сылақшы	sɯlɑqʃɯ
сымбатты	sɯmβɑtːɯ
сынап	sɯnɑp
сынау	snau
сынақ	snˈak
сынбаған	sɯmbaˈʁɑn
сынды	sɯndɯ
сындыр	sɯndɯɾ
сындыру	sɯndɯɾu
сынып	sɯnɯp
сынған	sɯŋˈɣɑn
сыра	sɯrɑ
сыртта	ˈsɯrtːɑ
сыртында	sɯrtɯnda
сыртында	sʊ̞rtʊ̞ndɑ
сыртқа	ˈsɯrtqɑ
сыртқы	sɯrtqɯ
сырқат	sɯrqɑt
сыңарым	sɯŋɑrɯm
сэн	sen
сэнге	ˈsæŋgʲe
сэнды	ˈsɛndɯ
сэнді	ˈsændi
сэннен	senen
сэннің	ˈsɛnnʲi
сэр	sɘr
сюрреализм	sʲʉrʲɪɐlʲizm
сюрреалистік	sʲʉrʲɪəlʲɪsʲtik
сіз	sɪz
сіз	sɯz
сізбен	sizbʲin
сізбен	sɪzˈbɪn
сізге	sizgeː
сізге	sɪzɣe
сізден	siːzˈdɛn
сіздер	sizdir
сіздерге	sɪzˈdʲɪrɣe
сіздердің	sʏ̞zdʲɪrdɪ̞ŋ
сізді	sizde
сізді	sɪzˈdɪ
сіздің	sɪzˈdiŋ
сізсіз	ˈsɪzˈsɪz
сізідң	siˈzɯŋ
сілеусін	sɪlewsɪn
сіріңке	sɘrɘŋkʲe
сірә	ˈsɪræ
сіізге	ɕiːzge
сіңілісі	ˈsɪŋɪlɪsɪ
сіңіріңізді	siŋiɾiŋizdi
сүзіп	sʉzɪp
сүйген	sɯjˈgen
сүйек	sʏjø̞k
сүйектері	sɯjɪkˈtæɾɪ
сүйер	sɯjɪr
сүйкімді	sɯjkɯmdɯ
сүйрей	sɯjˈrej
сүйіс	sʉjɘs
сүйісудемін	sɯjɯsʉdʉmʉn
сүр	sɯɾ
сүреді	sʉˈrɪdɪ
сүреміз	sʉrɪˈmɪz
сүріп	sɯrip
сүтін	sʉtɪn
сүю	si˥˩ju˥˩
сүю	sʉjʉ
сұйық	sɯjɯq
сұйықтық	sʉjɯqtɯq
сұмдық	sʉmˈdɯq
сұмырай	ˈsʊmɯɾaj
сұра	suˈrɑ
сұрадым	soɾɑdɯm
сұрай	sʊˈrɑj
сұрайм	sʉrɑjm
сұраймын	sorajmən
сұрайтын	sʉrɑjtɯn
сұрайын	soɾajˈjɯn
сұрануға	sōɾanuʁɑ
сұрап	sōˈrɑp
сұрау	sɯɾɑw
сұрау	sʊɾɑl
сұрауға	sʉrɑʊɣɑ
сұрашы	sʉrɑʃɯ
сұраған	sɯɾɑɣɑn
сұрағаны	so̙raʁaˈnɯ
сұрағанын	so̙ɾɑɣɑˈnɯn
сұрағы	sōrɑɣɯ
сұрақ	srɑq
сұрақ	sʊrɑq
сұрақ	sʊˈrɑq
сұрақтары	surɑqtˈɑri
сұхбатқа	sʊχbɑtqɑ
сәби	sebi
сәбихана	sæbɪjxɑnɑ
сәбиімді	sæbɪmˈdi
сәбиіңізді	ˈsæbɪjɪŋɪzˈdi
сәйкес	sɑjˈkɘs
сәл	ˈsæl
сәлден	ˈsældɘn
сәлем	salem
сәлем	sælje̘m
сәлем	sælɪm
сәлем!	sælɪm
сән	sen
сәния	seniɛ
сәнқой	senqoi
сәтбаев	sætpɑjef
сәтке	sɑtˈkæ
сәттен	sɛtˈtɛn
сәтті	sætdæ
сәтті	sætʲi
сәукеле	sæwkejɫe
сәулет	sæwlet
сәулет	sæwlʲet
сөз	køz
сөз	sɵz
сөздеріңді	sɵzdæɾɪŋdɪ
сөзді	sɵzdɪ
сөздік	søzdʏk
сөздікжасам	søzdʏkʒɑsɑm
сөзімді	søzɪmdɪ
сөзін	sɵˈzɯn
сөзіне	søzɪnɛ
сөзіңді	søzɪŋdɪ
сөйлеген	sɔjleˈgen
сөйлейді	sɔjleji
сөйлейсіз	sɔjlejsɯz
сөйлейтін	sɔjlejtɪn
сөйлесе	sɔjˈles
сөйлесейік	sɔjlesɛjɪk
сөйлесем	sɔjlesem
сөйлеспедік	sɔjlespedik
сөйлестік	sɔjlɛstɪk
сөйлестім	sɵjlɪsˈtɪm
сөйлестіңдер	sɔjlesˈtɪŋdɛr
сөйлестіңіз	sɔjlɛstɪŋɪz
сөйлесуге	sɔjlesuɣe
сөйлесуім	sɔjlesuim
сөйлесіп	sɔjlɛsip
сөйтіп	søjˈtip
сөмке	soŋkø
сөндірулі	søndirulɪ
та	tɑ
таба	tɑbɑ
табады	tɑbɑdɯ
табам	tɑbɑm
табамыз	tɑbɑmɯz
табамын	tɑbɑmɯn
табан	tɑbɑn
табандылық	taβɑndɯɫɯq
табандылықпен	tɑbɑndɯɫɯqpɛn
табанын	taːbɑnɯn
табасыз	tɑbɑsɯz
табатын	tɑbɑˈtɯn
табатындарың	taːbɑtɯndɑˈrɯŋ
табиғат	tɑbɯjɣɑt
табу	tɑɑᵐɓu
табуымыз	tɑbʊymɯz
табылады	taβɯɫɯˈdɯ
табылатын	taβɯɫɑtɯn
табылды	tabɯɫˈdɯ
табылған	tabɯɫˈʁɑn
табылғанын	taβɯɫʁɑˈnɯ
табыс	tɑbɯs
табыстар	taβɯstɑr
таж	tɑʒ
тазалай	tazɑɫaj
тазаламадың	tazɑlɑmɑˈðɯŋ
тазалағыш	tazalaɣɯʃ
таймстағы	tɑjmsˈtɑxɯ
тайфун	tɐjfun
тайыз	tɑjɯz
талап	tɑɫɑp
талапқа	talaqˈqɑ
талдықорған	tɑɫdɯqɔɾɣɑn
талпындым	tɑɫpɯnˈdɯm
талшық	taɫʃɯq
талшықты	taɫʃɯqˈtɯ
талып	taɫɯp
талғам	taɫˈʁɑm
талғамы	taɫɣɑmɯ
талқыладым	taɫqɯɫɯˈdɯm
талқылама	tɑɫqɯɫɑmɑ
тамам	tɑmɑm
тамарин	təmɐrʲin
тамаринд	təmɐrʲind
тамаша	tɐmɐʃa
тамаша	tɑmɑʃɑ
тамағымыз	tɑmɑɣɯmɯz
тамағына	tɑmɑɣɯnɑ
тамақ	tɑmɑq
тамақ	ˈtɑmɑq
тамақпен	tɑmɑqˈpɛn
тамақтан	tɑmɑqˈtɑn
тамақтанса	tɑmɑqˈtɑnsɑ
тамшы	taːmʃɯ
тамыз	tamoz
тамыз	tamɯz
тамызда	tɑmɯsˈdɑ
тамыр	tɑmɯr
тана	tɑnɑ
танау	tɑnɑw
танзанияға	taŋzɑniʲɑ
тани	tani
танимын	tanimɯn
танитын	tanitɯn
танк	tank
тану	tɐnˈu
тану	tɑnʊw
танымаймын	tɑnɯmɑjˈmɯn
танымайсыз	tɑnɯmajˈsɯz
таныс	tɑnɯs
танысайын	tɑnɯsɑjɯn
таныспын	tɑnɯspɯn
таныстыруым	tɑnɯstɯɾʊm
таныстырғым	tɑnɯstɯrɣɯm
таныстыққа	taˈnɯstɯqqɑ
танысып	tɑnɯsɯp
танысытырғым	tɑnɯsɯtɯɾɯɣɯm
танысыңыз	dɑnɯsɯnɯz
танысыңыз	taɾnɯsɯɴɯz
танысқаныма	tɑnɯsqɑnɯmɑ
тап	tap
тапанша	tɑpɑnʃɑ
таппай	tɑpɑj
таппасаң	tɑpɑsɑŋ
тапсаң	tapˈsaŋ
тапсырма	tapsɯrma
тапсырма	tapˈsɯrma
тапсырмаң	ˈtɑpsɯrmɑŋ
тапсыру	tapsəro
тапсырыс	tapˈsɯrɯs
тапсырыты	tapˈsɯrɯtɯ
тапты	tap'tɯ
таптым	tapˈtəm
таптық	ˈtɑpqɯq
таптың	ˈtɑptɯŋ
таптыңыз	tapˈtɯŋɯz
тапқыр	tapqɯr
тараз	taɾaz
тараз	tɑɾɑz
тараз	tˈɐɾɑs
таразы	tɑrɑzɯ
таралуы	tɑrɑɫʊɯ
тарап	tɑrɑp
таратады	tɑrɑtɑdɯ
тараңдар	taɾaŋdaɾ
тарбағатай	tɑrbɑɢɑtɑj
тарих	tɑrɪx
тарихшы	tɑrɯjxʃɯ
тарт	tɑrt
тарт	tɑɾt
тарта	tɾta
тартамыз	tɑrtɑˈmɯz
тартсаң	taɾtsɑŋ
тартып	tɑrtɯp
таскент	tæskiːn
таста	tɑˈstɑ
тастадым	tɑstɑˈdɯm
тастадың	tɑstɑˈdɯŋ
тастайды	tɐstajdɪ̞
тастайды	tɑstɑjˈdɯ
тастаймын	tɑstɑjmɯn
тастама	tɑstɑmɑ
тастап	tɑˈstɑp
тастапты	tɑstɑpˈtɯ
тастау	tastao
тастаңыз	tɑstɑŋɯz
тастаңызшы	tɑstɑŋɯʃ
тасымал	tɑsɯmɑɫ
тасымалдап	tɑsɯmɑɫdɑp
тасымалдаушы	tasɯmɑɫdɑwʃɯ
тасымалдаушылардан	tasɯmɑɫdɑwʃɯɫɑrˈdɑn
тату	tɑtʊ
татып	tɑtɯp
тау	tʰɑw
таулық	tɑwɫɯq
тауып	tawɯp
тауық	tɑwʊq
тауьымыз	tawɯmɯz
тахометр	tɐxomʲɪtr
таяқ	tajɑq
таяқ	tɑjɑq
таға	tɑɣɑ
тағамдармен	tɑʁɑmdɑrmʲɪn
тағаммен	tɑɣɑmˈmen
тағамын	tɑɣɑmɯn
тағдыр	tɑɣdɯr
тағдырым	tɑɣdɯɾɯm
тағы	tɑˈʁɯ
тағылатын	tɑʁɯɫɑtɯm
тағылған	tɑɣɯɫɣɑn
тақсыр	tɑqsɯ̞r
тақта	tɑqtɑ
тақта	tɑqˈtɑ
тақтайша	taqtaɪʃɑ
тақырбас	tɑqɯrbɑːs
тақырыбын	taqɯrɯbɯn
таң	tɑŋ
таңбасыз	t̪anmɑsɯz
таңдадың	tɑŋdɑɯdɯŋ
таңдай	taŋgaj
таңдап	taŋdɑp
таңертең	tɑŋerteŋ
таңертең	tɑŋɪrˈtɛŋ
таңғы	taŋɣɯ
таңғышын	taŋɯʃɯn
таңқурай	tankurai
таңқурай	tɑŋqʊwrɑj
твидлдам	tʋɪdɫɑm
твидлди	ˈtwɪdɫdɪ
те	te
театр	teˈɑtər
тегін	tʃeɣin
тез	te̞z
тездет	tezdɪt
тездетіп	tezdetiːp
тездетіңдер	tezdetiŋder
тезис	tɛzʲɪs
тезірек	teˈzʲiɾek
тек	tek
текелі	tekeldi
текпешекпен	tɛkpɛʃɛkpɛn
тексеру	tɛksɛɾʉ
тексеруге	teksɛɾuɣe
тексеруім	teksɛɾuwɪm
тексеріңіз	tegseɾiŋɪz
телевидение	tʲɪlʲɪvʲidʲɪnʲɪje
телеграф	tʲɪlʲɪgraf
теледидар	tʲɪlʲedʲɪˈdɑr
телескоп	tʲɛlʲɛskop
телефон	tʲilʲifon
телефон	tʲɪlʲɪˈfɔn
телефоны	telefoˈnɯ
телефоның	telefonɯŋ
телефонға	telefoŋʁa
темекі	tʲimjkʲi
теміртау	tʲemɘɾtɑw
теократия	tʲɪɐkratʲɪjə
теория	tʲɪorʲɪjə
терапия	terɑpʲiʲɑ
терапиясы	terɑˈpijɑsɯ
тербий	derbʲi
тергейтіндей	tʲergejˈtɪndej
терезе	terɪzɪ
терең	tereŋ
терең	terɪŋ
терең	tʲiɾʲɪn
терминал	tɛrmʲɪˈnɑɫ
террариум	tɛrarʲɪʊm
территория	tʲɪrʲɪtorʲɪjə
терроризм	tʲɪrɐrʲizm
теріңнен	teˈrɪŋnən
тесік	tesɘk
тетікті	teˈtʏkʲtʏ
техникум	tʲexnʲɪkʊm
тең	teŋ
теңдік	teŋdɘk
теңсіздік	teŋsɘzdɘk
теңіз	teŋiʒ
теңізші	teŋɘʃʃɘ
ти	tɪ
тибеттану	tʲɪbʲetanʊw
тигізе	tiɣɯze
тигізесіз	tɪɣɪzɪsɪz
тигізесің	tiɣɪˈzɪsɪŋ
тигізіп	tɪɣɪzɪp
тиеді	tiˈjɪdi
тиелген	tʰiɪ́lgen
тиер	tʲíjɪr
типология	tʲɪpɐɫogʲɪjə
титан	kɪtan
тихироның	tiχiˈroˈnɯŋ
тиым	tɪm
тиіс	tɪɪs
тиісіп	tʰiɪsɪp
тобы	tɔbɯ
тозақ	tozaq
тозбалаңға	tɔzbɑɫɑŋɣɑ
тойбастар	tʊ̞jpɑstɑr
тойдан	tojˈdɑn
тойдым	tɔjˈdɯm
токсикология	təksʲɪkɐɫogʲɪɪ̯ə
толды	tɔɫdɯ
толмағандар	toɫmɑχɑndɑr
толмағандардың	toɫmɑʁɑndɑrdɯ̞ŋ
толтыра	tɔɫtɯɾɑ
толы	toɫə
