--من	mæn
آزمون	ɑsmuːn
آزمون	ɑːzmʊn
آزمون	ɑːzæmɯːn
آزمون	ɒːzmuːn
آزوالد	ɑːzævɑːld
آزوگ	ɑːzug
آزي	ɑːzi
آزکابان	ɑːzgɑːbɑːn
آزکادليا	ɑːzgɑːd̪liːjɑː
آزگار	ɑːzgɑːr
آزگار	ɑːzɛgɑːr
آزگدا	ɑːzgdɑː
آزیتا	ɑːziːtʰɒː
آس	ɑːs
آسا	ɑːsɑː
آسامي	ɑːsɑːˈmiː
آسامی	ɑːsɑːmiːn
آسان	ɑːsɑːn
آسانتر	ɑːsɑːnˈt̪eɾ
آسانسور	ɑːsɑːnsɔːr
آسانسوره	ɑːsɑːnseɾohe
آسانسورها	ɑːsɑːnesoɾɑː
آسانو	ɑːsɑːnɔː
آساني	ɑːfɑːniː
آساني	ɑːsɑːniː
آسان‌گیر	ɑːsɑːngiːɾ
آسان‌یاب	ɑːsɑːniːɑːb
آساي	ɑːsɑːj
آسايش	ɑːsɑːjeʃ
آسايشگاه	ɑːsɑːjeʃgɑːh
آسايشگاه	ɒːsɒːæiːʃɣɑ
آسايي	ɑːsɑːjiː
آسای	ɔːsɔːj
آساید	ɒːsɒːjæd
آسایش	ɑːsiːʃ
آسایش	ɑːsɑːje̞s
آسایشگاه	mɑːsɑːjæʃgɑ
آسایشگاه	ɑːsiːʃgɑː
آسایش‌بخش	ɑːsɑːjæʃbæxʃ
آسایم	ɒːsɒːjæm
آسایند	ɒːsɒːjænd
آسایی	ɑːsɑːˈjiː
آسایی	ɒːsɒːjiː
آسایید	ɒːsɒːjiːd
آساییم	ɒːsɒːjiːm
آسب	ɑːsbe
آستارا	ɑstɑˈrɑ
آستان	mɑːstɑːn
آستانه	ɒːstɒːne̞
آستر	ɑːstæɾ
آسترا	ɑːstɾɑː
آسترو	ɑːstro
آستريد	ɑːstɾiːd
آستن	ɑːstæn
آستور	ɑːstɔːr
آستين	ɑːstæn
آستين	ɑːstˈiːn
آستينت	ɑːst̪iːn̪t̪
آستينش	ɑːstænɪʃ
آستينم	ɑːstejnæm
آستین	ɑːsˈtiːn
آستیگمات	ɑːst̪iːgmɑːt
آستیگماتیسم	ɒʃtigmɒːtiːsmɒː
آسرولا	ɑsɪrɔlɑ
آسفالت	ɑsfˈɑl
آسفالت	ɑːsfeˈlɑːt
آسفالت	ɒsfælæ
آسفالته	æzfæltæ
آسلی	ɑːseˈliː
آسم	ɑːsæm
آسمان	ɑːsmɑːn
آسمان	ɑːsæmɑːn
آسمان	ɒːse̞mɒːn
آسمانه	ɒːse̞mɒːne
آسمانها	ɑːsmɑːnæ
آسماني	ɑːsmɑːniː
آسمانی	ɑːsmɑːniː
آسمون	ɑːsmɔːn
آسمونا	ɑsmuːnɑm
آسمونا	ɑːsmʊnɑː
آسمونه	ɑːsmʊne
آسمونو	ɑːsmɒnʊ
آسموني	ɑːsmʊˈniː
آسنا	ɑːsˈnɑː
آسه	ɑːse
آسود	ɒːsuːd
آسودم	ɒːsuːdæm
آسودند	ɒːsuːdænd
آسوده	aːside
آسوده	ɑːsuːde
آسودهام	ɒːsuːde̞æm
آسودهاند	ɒːsuːde̞ænd
آسودهای	ɒːsuːde̞iː
آسودهاید	ɒːsuːde̞iːd
آسودهایم	ɒːsuːde̞iːm
آسودگي	ɑːsʊdgi
آسودی	ɒːsuːdiː
آسودید	ɒːsuːdiːd
آسودیم	ɒːsuːdiːm
آسورا	ɑːsæɾɑː
آسولد	ɑːsɔːlæd
آسون	ɑːˈsɔn
آسون	ɒːzæm
آسونتر	ɑːsɔːnˈtæɾ
آسونترش	ɑːsɔːnˈteɾeʃ
آسونتره	ɑːsɔːnˈteɾe
آسونش	ɑːsɔnɛʃ
آسونه	ɑːsone
آسونه	ɒːstuːne
آسوني	ɑːsuniː
آسونيا	ɑːsuniːjɑ
آسونيه	ɑːsuniːje
آسونی	ɑːsuːniː
آسونیه	ɑːsuniːe
آسيا	ɑːsiˈjɑː
آسيا	ɑːsiːjɑː
آسياب	ɑːsiːɑːb
آسياي	ɑːsiˈjɑː
آسيايي	ɑːsijiː
آسيب	ɑːsiːb
آسيب	ɒːsid
آسيبهاي	ɑːsiːbehɑːj
آسيبي	ɑːsiːbiː
آسپرین	ɑːspɾiːn
آسپيرين	ɑːspeˈɾiːn
آسکاریس	æskæɾˈɛs
آسیا	ɑːsiːjɑː
آسیا	ɒːsiːjɒː
آسیاب	ɑːsiːɑːb
آسیابک	ɑːsiːɑːbæk
آسیایی	ɑːsiˈjɑː
آسیایی	ɒːsiːjɒːjiː
آسیب	aːsˈid
آسیب	ɑːsiːb
آسیب	ɒːsiːb
آسیبی	ɑːsiːbiː
آسیمه	ɑːsæme
آسیمه‌سر	ɑːsiːmsæɾ
آش	ɑːʃ
آشام	ɑːʃɑm
آشاما	ɑːʃɑːmɑː
آشامان	ɑːʃɑːmɑːn
آشامد	ɒːʃɒːmæd
آشامم	ɑːʃɑːm
آشامم	ɒːʃɒːmæm
آشامند	ɒːʃɒːmænd
آشامه	ɑːʃɑːme
آشامها	ɑːʃɑːmhɑː
آشامهاي	ɑːʃɑːmhɑːj
آشامي	ɑːʃɑːmi
آشاميدن	ɑːʃɑːmiːdæn
آشاميدني	ɑːʃɑːmidei̯ni
آشامی	ɑːʃɑːmi
آشامی	ɒːʃɒːmiː
آشامید	ɒːʃɒːmiːd
آشامیدم	ɒːʃɒːmiːdæm
آشامیدن	ɑːʃɑːmiːdæm
آشامیدند	ɒːʃɒːmiːdænd
آشامیدنی	ɑːsɑːmiːdˈniː
آشامیدهام	ɒːʃɒːmiːde̞æm
آشامیدهاند	ɒːʃɒːmiːde̞ænd
آشامیدهای	ɒːʃɒːmiːde̞iː
آشامیدهاید	ɒːʃɒːmiːde̞iːd
آشامیدهایم	ɒːʃɒːmiːde̞iːm
آشامیدی	ɒːʃɒːmiːdiː
آشامیدید	ɒːʃɒːmiːdiːd
آشامیدیم	ɒːʃɒːmiːdiːm
آشامیم	ɒːʃɒːmiːm
آشتي	ɑːʃti
آشتی	ɑːʃti
آشخور	ɑːʃkʰoːr
آشر	ɑːʃer
آشغال	ɑːʃɣɑːl
آشغالا	ɑːʃɣɑːlɑː
آشغالات	ɑːʃɣɑlɑt
آشغالارو	ɑːʃɣɑːlɑːɾu
آشغالاي	ɑːʃɣɑːlɑːj
آشغالايي	ɑːʃɣɑːlɑːji
آشغالای	ɑːʃɣɑːlɑːj
آشغالت	ɑːʃɣɑːlɑt
آشغالدوني	ɑːʃɣɑːlˈduni
آشغالدونی	ɑːʃɣɑːlˈduni
آشغالم	ɑːʃɣɑːlæm
آشغالن	ɑːʃɣɑːlæn
آشغاله	ɑːʃɣɑːle
آشغالها	ɑːʃɣɑːlɑː
آشغالهاي	ɑːʃɣɑːle
آشغالو	ɑːʃɣɑːˈluː
آشغالي	ɑːʃɣɑːli
آشغاليه	ɑːʃɣɑːliːjæ
آشغالِ	ɑːʃɣɑːl
آشغالی	ɑːʃɢɑːli
آشـــوب	ɑːʃuːb
آشفت	ɑːʃovt
آشفت	ɒːʃoft
آشفتم	ɒːʃoftæm
آشفتند	ɒːʃoftænd
آشفته	ɑːʃfeˈte
آشفتهام	ɒːʃofte̞æm
آشفتهای	ɒːʃofte̞iː
آشفتهاید	ɒːʃofte̞iːd
آشفتهایم	ɒːʃofte̞iːm
آشفتگي	ɑːʃɔfɛgi
آشفتگی	ɑːʃofegi
آشفتگی	ɑːʃæfˈtgiː
آشفتی	ɒːʃoftiː
آشفتید	ɒːʃoftiːd
آشفتیم	ɒːʃoftiːm
آشكار	aʃkaɾ
آشكار	ɑːʃkɑːr
آشميتا	ɑːʃmiˈtɑ
آشنا	ɑːʃnɑː
آشنا	ɒːʃe̞nɒː
آشنائي	ɑːʃnɑːje
آشنات	ɑːʃnɑːt
آشناس	ɑːʃnɑːs
آشناست	ɑːʃnɑːst
آشناش	ɑːʃnɑːʃ
آشنام	ɑːʃnɑːm
آشناهاي	ɑːʃnɑːj
آشناي	ɑːʃnɑːj
آشنايان	ɑːʃnɑːjɑːn
آشنايى	ɑːʃnɑːi
آشنايي	ɑːʃnɑːi
آشنايي	ɑːʃnɑːjiː
آشناييت	ɑːʃnɑːjejit
آشناييتون	ɑːʃnɑːjeˈtun
آشناييمون	ɑːʃnɑːjɪˈmɒn
آشناپنداري	ɑːʃnɑːpʰendɑːri
آشنای	ɑːʃnɑːj
آشنایی	ɑːʃnɑːi
آشنایی	ɑːʃnɑːji
آشنایی	ɒːʃe̞nɒːjiː
آشناییت	ɑːʃnɑːjiːt
آشناییتون	ɑːʃnɑːjitɔn
آشوب	ɑːʃoːb
آشوبد	ɒːʃobæd
آشوبم	ɒːʃobæm
آشوبند	ɒːʃobænd
آشوبي	ɑːʃoːbi
آشوبگر	ɑːʃoːbgæɾ
آشوبی	ɒːʃobiː
آشوبید	ɒːʃobiːd
آشوبیدن	ɑːʃuːbiːˈdæn
آشوبیم	ɒːʃobiːm
آشوب‌گر	ɑːʃbgæɾd
آشور	ɑːʃoːr
آشوربانیپال	ɑːʃouːrbɑːniːpɑːl
آشوریان	ɒːʃuːɾiːjɒːn
آشوک	ɑːʃoːk
آشيانه	ɑːʃiːjæne
آشيل	ɑːʃɪl
آشيل	ʔɒːʃiːl
آشيونه	ɑːʃiːˈne
آشِکار	aːʃekɑr
آشپرخونه	ɑːʃpæɾxune
آشپز	ɑːʃpæz
آشپزم	ɑːʃpæzæm
آشپزه	ɑːʃpeʒe
آشپزي	ɑːʃpeˈziː
آشپزی	ɑːʃpzi
آشکار	ɑːstɑːr
آشکار	ɑːʃkɑːr
آشکار	ɒːʃkɒːɾ
آشکارا	ɑːʃkɑːrɑ
آشکارسازی	ɑːʃkɑːrɑːsɒːziː
آشکاره	ɑːʃkɑːɾe
آشکاري	ɑːʃkɑːri
آشیان	ɒːæsjɒːn
آشیانه	ɑːʃiːjæne
آشیانه	ɑːʃiːne
آشیل	aʃiːl
آغاجاری	ɑːɣɑːdʒɑːri
آغاجی	ɑːɣɑːdʒiː
آغاز	ɑːɣɑːz
آغاز	ɒːɢɒːz
آغازد	ɒːɢɒːzæd
آغازم	ɒːɢɒːzæm
آغازند	ɒːɢɒːzænd
آغازي	ɑːɣɑːzi
آغازين	ɑːɣɑːziːn
آغازگر	ɑːɣɑːzgæɾ
آغازی	pɒːɢɒːziː
آغازی	ɒːɢɒːziː
آغازید	ɒːɢɒːziːd
آغازیدم	ɒːɢɒːziːdæm
آغازیدند	ɒːɢɒːziːdænd
آغازیدهام	ɒːɢɒːziːde̞æm
آغازیدهاند	ɒːɢɒːziːde̞ænd
آغازیدهای	ɒːɢɒːziːde̞iː
آغازیدهاید	ɒːɢɒːziːde̞iːd
آغازیدهایم	ɒːɢɒːziːde̞iːm
آغازیدی	ɒːɢɒːziːdiː
آغازیدید	ɒːɢɒːziːdiːd
آغازیدیم	ɒːɢɒːziːdiːm
آغازیم	ɒːɢɒːziːm
آغازین	ɑːkɑːziːn
آغالیدن	ɑːɣɑːliːdæn
آغشت	ɒːɢe̞ʃt
آغشتم	ɒːɢe̞ʃtæm
آغشتن	ɑːɢe̞ʃtæn
آغشتند	ɒːɢe̞ʃtænd
آغشته	ɑɣeʃte
آغشتهام	ɒːɢe̞ʃte̞æm
آغشتهاند	ɒːɢe̞ʃte̞ænd
آغشتهای	ɒːɢe̞ʃte̞iː
آغشتهاید	ɒːɢe̞ʃte̞iːd
آغشتهایم	ɒːɢe̞ʃte̞iːm
آغشتی	ɒːɢe̞ʃtiː
آغشتید	ɒːɢe̞ʃtiːd
آغشتیم	ɒːɢe̞ʃtiːm
آغل	ɑːɣl
آغوز	ɑːbuz
آغوش	ɑːkʊʃ
آغوش	ɑːɣoʃ
آغوشت	ɑːɣoʃt
آغوشش	ɑːɣoːʃeʃ
آغوشم	ɑːɣoʃm
آف	ɑːf
آفات	ɑːfɑːt
آفاق	ɑfɑ
آفت	ɑːfeˈt
آفتابه	ɑftɑbe
آفتابي	ɑːftɑːˈbiː
آفتابيه	ɑːfe'tɑːbiː
آفتابپرست	ɑːftɑːpæɾæst
آفتابی	ɑːftɑːbʲi
آفتابیه	ɑfˈtɑbiːhæ
آفريد	ɑːfeˈriːd
آفريده	ɑːfeˈriːde
آفريدگار	ɑːfeɾiːdgɑːɾ
آفريقايي	ɑːfeːriːjæiː
آفرين	ɑːfeˈriːn
آفرين	ɑːfeˈɾiːn
آفرينش	ɑːfeɾiːneʃ
آفريني	ɑːfeˈɾiːni
آفرید	ɒːfæɾiːd
آفریدم	ɒːfæɾiːdæm
آفریدن	ɑːfæɾiːdæn
آفریدند	ɒːfæɾiːdænd
آفریده	ɑːfeɾiːde
آفریده	ɑːfriˈde
آفریدهام	ɒːfæɾiːde̞æm
آفریدهاند	ɒːfæɾiːde̞ænd
آفریدهای	ɒːfæɾiːde̞iː
آفریدهاید	ɒːfæɾiːde̞iːd
آفریدهایم	ɒːfæɾiːde̞iːm
آفریدگادمان	ɑːfæɾiːdgɑːdæmæn
آفریدگار	æɒːfæɾiːdgɑːr
آفریدی	ɒːfæɾiːdiː
آفریدید	ɒːfæɾiːdiːd
آفریدیم	ɒːfæɾiːdiːm
آفریقا	ɑːfriːqɑː
آفریقا	ɒːfɾiːɢɒː
آفریقای	ɑːfiːɾɑːjɑː
آفریقایی	ɑfɾiːqɑj
آفریقایی	ɑːfiːriːkɑːjiː
آفرین	ɑːfeˈɾiːn
آفریند	ɒːfæɾiːnæd
آفرینش	ɑːfeˈriːnʃ
آفرینم	ɒːfæɾiːnæm
آفرینند	ɒːfæɾiːnænd
آفرینی	ɒːfæɾiːniː
آفرینید	ɒːfæɾiːniːd
آفرینیم	ɒːfæɾiːniːm
آفلاین	ɑːfeˈliːn
آفندیدن	ɑːfndiːdæn
آفَت	ɒfət
آفیش	afiʃ
آق	ɑːɣ
آقا	ɑːgɑː
آقاجاری	ɑqɑdʒaːɾiː
آقاجان	ɑːɣɑːdʒɑːn
آقاجری	ɑːɣɑːdʒæri
آقاجون	ɑːgɑːdʒuːn
آقاجون	ɑːqɑːdʒɔn
آقازاده	ɑgɑzɑˈde
آقاست	ɑːɣɑːst
آقامنش	ɑːɣɑːmænæʃ
آقاهه	ɑːqɑːhe
آقاى	ɑːɣɑːj
آقاي	ɑːɢɑːj
آقاي	ɑːɣɑːj
آقايان	ɑːɣɑːˈjɑːn
آقايون	ɑːɢɑːˈjɔːn
آقايي	ɑːɢɑːjiː
آقايِ	ɑːɣɑːji
آقای	ɑːɣɑːj
آقایان	ɑːɣɑːˈjɑːn
آقایم	ɑːgɑːjæm
آقایون	ɑːɢɑːˈjɔːn
آقایی	ɑːqɑːˈiː
آكادمي	ɑːkɑːdˈmiː
آكاردئون	ɑːkɑːɾdɑn
آكاردئونی	ɑːkɑːɾdɔːniː
آكريليك	akɾiliːk
آكل	ɑːkæl
آكوردئون	ɒːkɒɾde̞on
آل	ɑːl
آلا	ɑlɑ
آلاباما	ɑːlɑːbɑːmɑː
آلاتور	ɑːlɑːt̪oːɾ
آلادور	ɑːlɑːd̪uːɾ
آلارا	ɑlɑˈɾɑ
آلارم	ɑlɑɾm
آلاريک	ɑlɑːriːk
آلاریک	ɑlɑːɾiːk
آلاسکا	ɑlɑsˈkɑ
آلاسکا	ɑlɑˈskɑ
آلامد	ɑlɑmuːd
آلامو	ɑːlɑːmʊ
آلان	ɑːlɑːn
آلانا	ɑlɑnɑ
آلانون	ɑːlɑːnɔn
آلانیا	ɑlɑnia
آلاپلنگی	ɒːlɒːpælænˈgiː
آلاچيق	ɑlɑtiːq
آلاچیق	ɑlɑtʃiːr
آلاید	ɒːlɒːjæd
آلایم	ɒːlɒːjæm
آلایند	ɒːlɒːjænd
آلاینده	ɑlɑjande
آلایژا	ɑlɑːjeʒɑ
آلایی	ɒːlɒːjiː
آلایید	ɒːlɒːjiːd
آلاییدن	ɑlɑjiːdæn
آلاییم	ɒːlɒːjiːm
آلبا	ɑːlˈbɑː
آلبالو	albɔlɔ
آلبالو	ɑlæbɑlu
آلبالوگيلاس	ælbælugjælæst
آلبالویی	ɦɑːlbaloːˈjiː
آلباما	ɑːlbɑːmɑː
آلبان	ɑːlˈbɑːn
آلباني	ɑːlbɑːniː
آلباينو	ɑːlbejˈnuː
آلباکورکي	ɑːlbɑːkuːɾekiː
آلبرت	ɑːlbeɾt
آلبرتا	ɑlbeɾtɑ
آلبرتو	ɑlbeɾt̪o
آلبوس	ɑːlˈbuːs
آلبوم	ɑːlˈbuːm
آلبومش	ɑːlˈbumeʃ
آلبومین	albomin
آلبينيوس	ɑːlbejnɪus
آلت	ɑlɑt
آلت	ɑːlˈt
آلتت	ɑːlˈt̪e
آلترا	ɑːltˈrɑː
آلترناتيو	ɑlˈtæɾnɑːtæv
آلتش	ɑːlˈtʃ
آلتمن	ɑːlteˈmæn
آلتو	ɑːlˈtuː
آلتون	ɑːlˈt̪ʰon
آلخاندرو	ɑlxɑndɾu
آلدريج	ɑːldeɾiːdʒ
آلدرين	ɑːlædeˈɾin
آلدريچ	ɑːldæˈɾiːtʃ
آلدو	ɑːlˈdo
آلدوس	ɑːlˈd̪oːs
آلردایس	ɑːlæɾdɑːjɪs
آلريک	ɑlæˈɾiːk
آلرژي	ɑlɾˈʒi
آلرژي	ɒlɾʒiː
آلرژيک	ɑlɾʒiːk
آلرژی	ɑlɾzi
آلزايمر	ɑːlzɑːjɪmɛr
آلزایمر	ɑːlzɑːjˈmɛɾ
آلزیکسا	alzikˈsa
آلست	ɑːlɑːst
آلش	ɑːlɪʃ
آلفا	ɑlˈfɑ
آلفاها	ɑːlfevɑː
آلفاي	ɑːlfej
آلفای	ɑːlˈfɑːj
آلفرد	ɑːlfæred
آلفردو	ɑːlfæɾdʊ
آلفونس	ɑːlfoːnes
آلفونسو	ɑːlfoːnesu
آلفي	ɑːlfi
آلكس	ɑːlg̥es
آلما	ɑːlmaː
آلما	ɑːlˈmɑː
آلمان	ɑlɑmɑn
آلمان	ɑlˈmɑn
آلمان	ɒːlmɒːn
آلمانه	ɑːlmeˈnɑː
آلمانها	ɑːlˈmɑːnˈhɑː
آلماني	ɑːlæmɑːniː
آلمانيا	ɑːlˈmɑːnjɑː
آلمانيه	ɑːlæmɑːniːjæ
آلمانيها	ɑːlæmɑːnijɑː
آلمانی	ælˈmɑːni
آلمانی	ɒːlmɒːniː
آلمانی	əlmɑːniː
آلمانیه	ɑːlmeˈniːje
آلمانی‌ها	ɑːlmɑːniːe̞
آلميتا	ɑːlmeˈtɑː
آلميدا	ɑːlmeˈdɑː
آلن	ɑːlæne
آلنده	ɑːlænde
آلنزو	ɑːlænezu
آلنـه	ɑlæne
آله	ɑːle
آلهاندرو	ɑːleʃɑːndɾo
آلو	ɑːluː
آلو	ɑːlˌoʁ
آلوارز	ɑːlvæɾz
آلوارو	ɑːlvɑːɾuː
آلود	aːɾuːt
آلود	ɑːluːd
آلود	ɒːluːd
آلودم	ɒːluːdæm
آلودند	ɒːluːdænd
آلوده	ɑːluːde
آلوده	ɒːluːde̞
آلودهام	ɒːluːde̞æm
آلودهاند	ɒːluːde̞ænd
آلودهای	ɒːluːde̞iː
آلودهاید	ɒːluːde̞iːd
آلودهایم	ɒːluːde̞iːm
آلودگي	ɑːlʊdgiː
آلودگی	ɑːluːdgiː
آلودگی	ɒːluːde̞giː
آلودہ	ɒːælæˈde
آلودی	ɒːluːdiː
آلودید	ɒːluːdiːd
آلودیم	ɒːluːdiːm
آلومينيوم	ɑːlumeːniːm
آلومينيومي	ɑlumeːniːmi
آلومینیم	ɑːlˈmiːˈniːo
آلومینیمی	ɑːlɔmiːniːɑːmiː
آلومینیومی	ɑːlɔːminejumiː
آلونزو	ɑːlɔːnzo
آلونسو	ɑːlɔːnˈsɔː
آلونک	ɑlɔng
آلونک	ɑːlɔːnæk
آلويس	ɑːluːˈiːs
آلوين	ɑːluːˈvin
آلوین	ɑːluːˈvin
آلي	ɑːˈliː
آلياژ	ɑːliːɑːz
آلياژ	ɑːliːˈʒæɦ
آليس	ɑːlɪs
آليسا	ɑːlɪsɑː
آليستر	ɑːliːstæɾ
آليسه	ɑːlɪsɛ
آليسون	ɑːlɪsɒn
آليسيا	ɑːlɪsijɑː
آليشا	ɑːliːʃɑː
آليشيا	ɑːliːʃiɑː
آلين	ɑːliːn
آلينا	ɑːliːnɑː
آليو	ɑːliːu
آليوشا	ɑːliːjuʃɑː
آلپ	ɑlæp
آلک	ɑːlæk
آلکاتراز	ɑːlɑkɑtæɾɑz
آلکالوئید	ælkɑːlʊˌiːt
آلکس	ɑlɒks
آلکساندر	ɑːlgɒsɑːndɑːr
آلکسي	ɑːlg̥esi
آلکسيس	ɑlg̥esɪs
آلکمي	ɑːlgʲeˈmiː
آلکمی	ɑːlgæmi
آلکونوست	ælkænˈɑt
آلگرا	ɑlgʲeˈɾɑ
آلی	ɑːliː
آلیاژ	ɑːli̯ɑːz
آلیس	ɑːˈliːs
آلیسا	ɑːliːsɑː
آلیستر	ɑːliːstæɾ
آلیسون	ɑːliːsɒn
آلیسیا	ɑːliːsiˈjɑː
آلیشا	ɑːliːʃɑː
آلیشیا	ɑːliːʃiɑː
آلین	ɑːlˈiːn
آل‌بویه	ɒːlboːje
آم	ɑːm
آما	ɑːmɑː
آماتور	mæˈtoɾ
آماتور	ɑːmɑːt̪oːɾ
آماتورها	ɑːmɑːt̪oːrɑː
آماتوري	ɑːmɑːt̪uːriː
آماتوری	ɑːmɑːtɔːri
آماج	ɑːmɑːtʃ
آماد	ɑːmɑːd
آمادس	ɑːmɑːdæse
آمادست	ɑːmɑːdæst
آمادش	ɑːmɑːdæʃ
آمادم	ɑːmɑːdæm
آمادن	ɑːmɑːd̪æn
آماده	ɑːmɑːde
آماده	ɒːmɒːde̞
آمادو	ɑːmɑːdʊ
آمادور	ɑːmɑːd̪uːr
آمادگاه	ɑːmɑːdɛgɑː
آمادگي	ɑːmɑːdgiː
آمادگيش	ɑːmɑːdgeːʃ
آمادگيشو	ɑːmɑːdgeːʃu
آمادگی	ɑːmɑːdgi
آمادگی	ɒːmɒːde̞giː
آمادگیش	ɑːmɑːdgiːʃ
آمار	ɑːbɑːr
آمار	ɑːmɑːr
آمار	ɒːmɒːɾ
آمارا	ɑːmɑːrɑː
آمارش	ɑːmɑːrɑʃ
آمارشو	ɑːmɑːɾeʃo
آمارهای	ɑːmɑːrheje
آماري	ɑːmɑːriː
آماری	ɑːmɑːri
آماری	ɑːmɑːˈriː
آمازون	ɑːmɑːzun
آمازونی	ɑːmɑːzuːniː
آماس	ɑːmɑs
آماساندن	ɑːmɑːsɑːndænd
آماسیده	ɑːmɑːsˈiːde
آماسیدگی	ɑːmɑːsiːdæɣiː
آماندا	ɑːmɑːnɑːdɑː
آماه	ɑːmɑːhe
آمایا	ɑːmɑːjɑː
آمایش	ɑːmɑːjæʃ
آمبريج	ɑːmbreʒ
آمبلا	ɑːmˈbælɑ
آمبولانس	ɑːmboʊlɑːns
آمبولانس	ɑːmˈbɔlɑːn
آمبولي	ɑːmboːliː
آمد	ɑːmæd
آمد	ɒːmæd
آمدن	ɑːmˈdæm
آمدن	ɒːmædæn
آمدند	ɑːmˈdænd
آمدند	ɒːmædænd
آمدنی	ɑːmˈdˈniː
آمده	ɑːmde
آمده	ɒːmæde̞
آمدهام	ɒːmæde̞æm
آمدهاند	ɒːmæde̞ænd
آمدهای	ɒːmæde̞iː
آمدهاید	ɒːmæde̞iːd
آمدهایم	ɒːmæde̞iːm
آمده‌است	ɑmɑːdeæst
آمده‌اند	ɑːmdeænd
آمده‌اید	ɑːmdeæjˈd
آمدي	ɑːmdi
آمديد	ɑːmdiːd
آمديم	ɑːmædeːm
آمدين	ɑːmædeɪn
آمدگويي	ɑːmædgʊjiː
آمدگویی	ɑːmædegʊːiː
آمدی	ɑːmædi
آمدی	ɒːmædiː
آمدید	ɑːmædiːd
آمدید	ɒːmædiːd
آمدیم	ɒːmædiːm
آمدین	ɑːmædæin
آمر	ɑːmæɾ
آمرانه	ɑːmɾɑːne
آمرزش	ɑːmæɾæzɣ
آمرزش	ɑːmɾzʃ
آمرزند	ɒːmoɾzænd
آمرزگار	ɑːmɔːe̞ɾæzgɑːr
آمرزی	ɒːmoɾziː
آمرزید	ɑːmæɾˈzid
آمرزید	ɒːmoɾziːd
آمرزیدم	ɒːmoɾziːdæm
آمرزیدند	ɒːmoɾziːdænd
آمرزیدهام	ɒːmoɾziːde̞æm
آمرزیدهاند	ɒːmoɾziːde̞ænd
آمرزیدهاید	ɒːmoɾziːde̞iːd
آمرزیدهایم	ɒːmoɾziːde̞iːm
آمرزیدگی	ɑːmɑːrziːdgiː
آمرزیدی	ɒːmoɾziːdiː
آمرزیدید	ɒːmoɾziːdiːd
آمرزیدیم	ɒːmoɾziːdiːm
آمرزیم	ɒːmoɾziːm
آمرود	ɑːmɾuːd
آمريكا	ɑːmɪˈrɪkɑː
آمريكايي	ɑːmɪrɪkɑːjiː
آمريكايي	ɒːmbe̞ɾiːkɒːiː
آمريکا	ɑːmeɾiːkɑː
آمريکائي	ɑːmeɾikɑːji
آمريکاست	ɑːmeˈɾikɑːst
آمريکايي	ɑːmeɾiːkɑːjiː
آمريکاييم	ɑːmeɾikɑːjeːm
آمريکاييه	ɑːmeɾikɑːje
آمريکاييها	ɑːmeɾikɑːjeh
آمریت	ɑːmeːriːt
آمریکا	ɑːmeˈɾiːkɑ
آمریکا	ɒːmæɹˈikɑ
آمریکا	ɒːmɾiːkɒː
آمریکاست	ɑːmeɾikɑːst
آمریکای	ɑːmeɾiːkɑj
آمریکایی	ɒːmɾiːkɒːjiː
آمریکاییه	ɑːmeɾiːkɑːje
آمفتامین	ɑːmfʔtɑːmiːn
آمفي	ɑːmfi
آمل	ɑːmol
آمليا	ɑːmelijɑ
آمم	ɑːm
آممم	ɑːmɑm
آمندیل	ɑːmendil
آمنی	ɑːmˈniː
آمهاریک	ɑːmhaːɾiːk
آمو	ɑːmoː
آموخت	ɑːmoxt
آموخت	ɒːmuːxt
آموختار	ɑːmuːxteːɾ
آموختم	ɑːmuːxtæm
آموختم	ɑːmuːxt̪e
آموختم	ɒːmuːxtæm
آموختن	ɑːmuːxt̪an
آموخته	ɑːmuːxtʰe
آموخته	ɑːmɑːxte
آموختهام	ɒːmuːxte̞æm
آموختهاند	ɒːmuːxte̞ænd
آموختهای	ɒːmuːxte̞iː
آموختهاید	ɒːmuːxte̞iːd
آموختهایم	ɒːmuːxte̞iːm
آموخته‌ای	ɑːmʊːxte̞iː
آموخته‌اید	ɑːmʊːxte̞ʔiːd
آموختی	ɑmuːxiːm
آموختی	ɒːmuːxtiː
آموختید	ɒːmuːxtiːd
آموختیم	ɒːmuːxtiːm
آمودن	ɑːmuːdæn
آموز	ɑːmuːz
آموزا	ɑːmuːzɑː
آموزام	ɑːmuːzɑm
آموزان	ɑːmuːzɑːn
آموزاند	ɒːmuːzɒːnæd
آموزاندم	ɒːmuːzɒːndæm
آموزاندن	ɑːmoːzɑːndæn
آموزاندند	ɒːmuːzɒːndænd
آموزاندهام	ɒːmuːzɒːnde̞æm
آموزاندهاند	ɒːmuːzɒːnde̞ænd
آموزاندهای	ɒːmuːzɒːnde̞iː
آموزاندهاید	ɒːmuːzɒːnde̞iːd
آموزاندهایم	ɒːmuːzɒːnde̞iːm
آموزاندی	ɒːmuːzɒːndiː
آموزاندید	ɒːmuːzɒːndiːd
آموزاندیم	ɒːmuːzɒːndiːm
آموزانم	ɒːmuːzɒːnæm
آموزانند	ɒːmuːzɒːnænd
آموزاننده	ɑːmoːzɑːnande
آموزانی	ɒːmuːzɒːniː
آموزانید	ɒːmuːzɒːniːd
آموزانیم	ɒːmuːzɒːniːm
