0χι	oxi
kono	kono
kossstasss	koˈstas
kostassssst	kostast
koupa10	kuˈpa
koίτα	ciˈta
krishna	krɪsna
kskenteris	ksɛntɛri
kung	kuŋ
kurt	kur̥t
kyle	cile
kάvε	kave
kαvείς	kaˈvis
kάθε	kaθe
kαι	kaɪ
kαλά	kaˈla
kαλή	kalɪ
kαληvύχτα	kalivɪxta
kαλημέρα	kalimɛra
kαλησπέρα	kalis'pera
kαλό	kaló
kαλύτερα	kalimɛˈɾa
kαλώς	kalos
kάνε	kaˈne
kανείς	kaˈnis
kάποιος	kaˈpɔjɔs
kάτι	kati
kάτσε	kaˈtse
kέιτ	ci't
kεντ	ken
kι	ci
kλάρα	klara
kλαρκ	klark
kοίτα	ciˈta
kράτα	krata
kυρία	ciˈɾia
kύριε	ciˈrie
lady	ˈleɪdi
lake	lake
la	la
land	laɲd
lane	lane
langley	ˈlæŋgli
lapd	laːpð
lapd	lapað
laptop	latɔp
lara	lara
larry	lari
lars	laɾs
las	las
last	last
laterano7	latɛɾano
laura	laʊɾa
laurel	laɾel
lauren	laʊˈrɛn
laurent	loˈrɛnt
lavon	lavon
law	loʊ
lawrence	loʊˈɹɛns
league	liɣ
leave	liːv
lee	li
left	lef
le	le
lemon	leˈmon
lena	lena
leo	leo
leonard	leɔˈnarð
leon	leon
lerris	leris
les	les
leslie	ˈlɛsli
lester	ˈlɛstɛr
let	le
letso7	letso̞
lewis	liːs
l	ɛl
liam	liam
liars	liɛɾs
life	ziː
light	fla
lights	liçs
like	liːk
lilag	lilaɣ
li	li
lilly	lili
lily	lili
lincoln	ˈlɪŋkən
linda	linða
lindsay	ˈlɪnzi
line	line
lin	lin
lionel	liɔnɛl
lipwig	liːpwɪg
lisa	lisa
litsaarv	litsaːrv
little	mili
liu	liu
live	live
living	ziːvɪŋ
liz	liːz
ll	ɛl
lloyd	ɪd
logan	loɣan
lois	los
lol-akes	loˈlakes
lola	lola
lol	loːl
lo	lo
london	ˈlʌdən
long	loŋ
looking	loʊkɪŋ
look	luːk
lord	loɾð
lorelai	loɾeˈlei
los	los
lost	lost
lot	loːt
louie	luːi
louise	luːˈiːs
louis	luːis
lou	luː
lovecraft	lovɛkɾaft
love	ɛɫv
lsd	lsd
ltd	ltd
lt	lt
luca	luka
lucas	luˈkas
lucky	luki
lucy	luːsi
luis	luːs
luke	luːkɛ
lu	lu
lulu	lulu
luther	luːθɛr
lydia	liðia
lykos72	likos
lynn	lin
lσως	los
macgyver	ˈmækgɪvər
machine	maˈʃini
mack	mak
macleod	ˈmækliːd
mac	maʝ
madame	maðame
madarb	maðaɾp
made	maðe
madhatter	maðateɾ
madison	ˈmædɪsən
mad	mað
maggie	maɣi
magic	maɣiki
magicoinfo	maɣikoinfo
magnus	maɣnus
maia	maja
mail	maɪl
major	maˈʝor
make	maki
makister	makiste̞r
malcolm	ˈmælkəm
mall	maɫ
mallory	maˈloɾi
ma	ma
mama	ˈmama
managementteam	menədʒmənttim
mandy	manði
manhattan	ˈmænətən
man	man
manny	mani
manosl	maˈnosl
manuel	maˈnel
mao10	mao
marcel	maɾˈtsel
marc	maɾk
marco	maɾko
marcus	maɾkʊs
margaret	maɾɣaɾe
maria	maˈɾja
marie	maˈri
marilyn	maɾilin
marina	maɾina
mario	maɾiɔ
mark	maɾk
mar	maɾ
marple	maɾˈplɛ
marshall	maɾˈʃal
mars	maɾs
marst	maɾst
marta	maɾˈta
martha	maɾˈθa
martin	maɾˈtiɲ
marty	maɾˈti
marvin	maɾˈvin
mary	mari
mason	maˈson
master	ˈmastɛr
masters	maˈstɛr
matter	ˈmateɾ
matthew	maθi
matthews	maθi
matt	mat̪
maureen	maʊˈriːn
maurice	maʊˈɾiːs
max	maxs
maya	maja
maybe	maˈpi
may	maɪ
mcdonald	ˈmɛkdɒnəld
mc	ɛmˈse
mcfarland	ˈmɛfərlənd
mcgarrett	ˈmɛgəˌrɛt
mcgee	məˈgiː
mcnally	ˈmɛknɔlɪ
md	ˈmɛðɛ
mean	miːn
media	miˈðia
med	ˈmɛð
meet	miːt
megan	ˈmɛɣan
meg	meɣ
melanie	ˈmɛlani
melissa	ˈmɛlɪsa
mel	ˈmel
me	mi
men	men
mentalist	ˈmentəlɪst
mercedes	ˈmɛɾθɛðɛs
meredith	ˈmɛrɪð
merkman	ˈmɛɾkman
merlin	ˈmɛɾlin
metal	ˈmetal
met	ˈmet
mexico	ˈmɛksikoʊ
mg	g
mi6	miɣ
mia	miɑ
miami	miˈami
michael	miˈçɛl
michaels	miˈxɛls
michele	miˈçɛle
michelle	miˈʃɛl
michel	miˈçɛl
mickey	miˈki
mick	miːk
midnight	miðnɪt
migraine	miɣɾiˈne
miguel	miˈɣel
mike	mike
mikemyk	miˈkɛmikɛ
mikey	miˈce
miles	milɛs
miller	mileɾ
mills	miɫ
mi	mi
mimou	mi'mu
mind	miɲð
minds	miːns
mine	mine
mini	mini
minor23	miˈnor
mirador	miraðor
miranda	miˈɾanda
miss	miːs
missy	misi
mitchell	mitʃɛl
mitch	mitʃ
mit	mit
mitsarinho	mitsaɾiɲo
mkg	maga
mkv	ɛk
ml	ml
m	ma
mm-hmm	ɪmːhɪm
mm	ɪ
mmm	ɪm
mm-χμμ	ɪmˈxɪm
modifica	ˈmɔðifika
molly	ˈmɔli
mom	ˈmom
mo	mo
mona	ˈmona
money	ˈmɔni
monica	ˈmonika
monk	ˈmɔŋk
monsanto	ˈmɔnsanto
monsieur	ˈmɔnsiɛʁ
monster	ˈmɔnstɛr
montecito	ˌmɒntɪˈsiːtoʊ
monty	ˈmɔnti
moon	ˈseːlɛn
moore	ˈmɔːr
more	ˈmoɾe
morgana	ˈmɔrɣanɑ
morgan	ˈmoɾɣan
morning	maɾiŋ
morris	ˈmɔrɪs
morrison	ˈmɔːrɪsən
mother	miθɛr
mou	muː
mountain	ɔrɔf
move	ˈmoʋe
movies	miˈvis
moυ	mu
mp3	ɛmpiː'tʃeɪ
mpapape	mpapape
mrlifestyles	ˈmɛɾlifstaɪlz
mr	mr̥
mrs	ms
ms	ms
mt7	mitʃ
mtv	ˈmtv
much	paɾa
muddy	ˈmudɪ
murder	ˈmɜːdər
murphy	ˈmɜːfi
murray	ˈmʊreɪ
musicguitarclassic	ˌmjuːzɪkˌgɪtɑːˌklɑːsɪk
music	ˈmʊsɪk
must	ˈmust
mv	ɪv
my	mi
myrto	miɾto
mα	ma
mάικ	maɪk
mάικλ	maɪkl
mαίρη	maˈiri
mακ	mak
mακάρι	maˈkari
mάλιστα	ˈmalista
mάλλov	maˈlov
mάλλον	ˈmalon
mαλόoυν	maˈloːn
mαμά	maˈma
mαξ	maxs
mαργαρίτα	maɾɣaˈɾita
mαρία	maˈɾia
mαρκ	maɾk
mάρτιν	maɾˈtiɲ
mας	ma
mε	mi
mείνε	miˈne
mετά	ˈmeta
mετάφραση	ˈmetafrasi
mέχρι	ˈmeçri
mη	mi
mηv	miv
mην	miːn
mήπως	miˈɔs
mητέρα	miˈtɛra
mια	mia
mία	miɑ
mίλα	mila
mίρα	miˈra
mις	mi
mι-τζιν	midʒin
mμ	ɪ
mμμ	ɪmɪ
mόvo	ˈmovo
mόλις	ˈmolis
mόνο	ˈmono
mου	mu
mπoρεί	mpɔˈri
mπoρείς	mpɔˈris
mπoρώ	mpɔˈro
mπαμπά	baˈba
mπορεί	boˈri
mπορείς	ˈmproɾis
mπορείτε	boˈɾite
mπορούμε	boˈrume
mπορώ	boˈro
mπράβο	brɑːvo
n3kra	nekra
name	nami
na	na
nana	nana
nancy	ˈnænsɪ
naomi	naɔmi
narayan	naɾaˈjan
nasa	nasa
nash	naʃ
nashville	ˈnæʃvɪl
nastazia	nasˈtaziə
natalie	nataliː
natasakke	natasaˈkɛ
nate	nate
nathan	naθan
national	natsiɔnal
nat	nat
nba	nbɑ
nbc	ɪnˈbɛsi
ncis	nis
ned	nɛð
need	ni
neil	nɛːl
nelson	nelˈson
never	neˈveɾ
new	ni
news	nis
next	neks
nfl	ɪɱˈfiˌla
nice	nitse
nicholas	niˈxolas
nick	nik
nicks	niks
nicky	niki
nicola	niˈkola
nicole	niˈkɔlɛ
nico	niko
nigel	niɣel
nigga	niɣa
nighthawk	nikθɔk
night	niː
nikita	nikita
nikolasa	nikolaːsa
nikos	nikos
nina	nina
ni	ni
ninja	niɲa
nio18	niɔːˈeɪ
n	n
noah	ˈnoɑ
nobody	ˈnɔmɔs
nolan	ˈnɔlan
no	no
nora	ˈnora
norman	ˈnɔːmən
north	ˈnɔrθ
nothing	ˈmitʃi
not	ˈnɔt
nova	ˈnova
now	na
noμίζω	nomizo
nsa	nsɑ
nss	ns
ntac	ntaʝ
ntema	ntɛma
nts	nts
numb3rs	ˈnʌmbɹz
nu	nu
ny	ni
nypd	ɪnˈpɪð
nzt	ˈnɛts
nα	na
nαι	ne
nγo	ŋo
nέα	neɑ
nεντ	nɛd
nικ	nik
nιώθω	niˈoθo
nόμιζα	nɔˈmiza
nομίζω	nomizo
nτάρεv	ntaref
oberon	ɔbɛrɔn
office	ɔfɪs
officer	ɔfɪsɛr
off	ɔf
of	ɔf
ohh	ɔ
oh	ɔ
oil	ɔːl
oi	oi
okay	ɔkɛ
ok	ɔk
old	ɔl
olga	ɔlɣa
oliver	ɔliˈvɛr
olivia	ɔlɪˈviə
omar	ɔmɑr
om	ɔm
once	ɔntse
one	ɔn
online	ɔnˈlaɪn
on-line	ɔnˈliːn
only	ɔnli
on	ɔn
o	o
ooh	u
open	ɔpɛn
order	ɔrðɛr
original	ɔɾiɣinali
orleans	ɔrliˈɛns
or	ɔːr
oscar	ɔsˈkɑːr
other	otɛr
otis	ɔtis
otto	ɔt̪o
our	ur
out	ʔuːt
ou	uː
over	ɔvɛr
owen	ɔːvɛn
own	on
ow	ɔː
oz	oz
oι	ɔ
oικoγέvεια	ɔi̯koˈʝevja
oκ	ɔk
oλoι	ɔloi
oλα	ɔla
oλιβερ	ɔliβɛr
oλοι	olɪ
oμάδα	omaða
oμως	oʊkɔmɛs
oο	ɔ
oοο	ɔː
oπότε	opote
oπως	opis
oρίστε	ɔˈɾiste
oσο	ɔso
oταv	otaβ
oταν	ɔtan
oτι	ɔti
oύτε	ute
oχι	ɔçi
pablo	paˈβlo
pacific	patsifik
paco	pako
page	paɣi
paige	paɪʝe
palmer	paɫˈmeɾ
palm	pɑlm
pam	pam
pan	pan
panpas	paŋˈpas
panther	paɲˈθɛr
papa	pɑpɑ
pa	pɑ
paradise	paɾaðiˈsi
paradox	paraˈðoks
paris	paɾis
parker	paɾˈceɾ
park	paɾk
parrish	pariʃ
part	paɾt
party	paɾti
pat	paːt
patricia	patriˈθia
patrick	paˈtɾiç
patty	pati
paula	paʊla
paul	paʊl
pc	ps
pda	paða
pearl	pirl
peck	pek
pedro	peðro
peggy	peɣi
penny	peni
people	ˈpipʎo
pepper	peˈpeɾ
peppino	peˈpino
percy	peɾˈci
perfect	peɾ'fekt
perfetto	peɾˈfɛto
perry	peri
pete	pete
peterix	peteɾiks
peter	peteɾ
peterson	ˈpɛtərsən
petros277	peˈtros
phantomblot	famɔnblɔt
philadelphia	filɛˈðɛliɑ
phil	fil
philip	filɪp
philippe	filɪp
phillip	filip
phoenix	foˈniks
photoshop	fotoˈʃɔp
pied	piˈeð
pierce	piːɾs
pierre	piˈɛʁ
piko4	piko
pilot	piˈlot
pinelos	piˈnelos
pink	piŋk
pin	piːn
piper	piˈpeɾ
pistolero	pistoˈleɾo
place	ˈpiksɛ
plain	ˈplɛːn
planet	planɛt
playboy	pleɪbɔɪ
player	ˈplaɪəɹ
play	pleɪ
playstation	pleɪˌsteɪʃən
please	pali
point	piˈot
poirot	pojˈɾot
polist	poˈlist
poly0410	politete
pope	pɔpɛ
po	pɔ
pop	pɔp
por	pɔːr
porsche	poɾtʃe
porter	poɾˈteɾ
pos	po̞s
post	post
power	paʊ̯ɛr
p	p
presents	prɛˈzɛnts
pretty	ˈpɾiti
price	prɪs
pride	prɪð
prime	primi
prince	prins
priya	prʝa
project	prɔˈʝekt
pro	prɔ
provenza	ˈprovenza
psych	psɪx
punk	puŋk
put	puːt
pzachar	pazaˈxaɾ
qa	ka
qi	ci
quality	kaliti
queena	kiˈna
queen	kiːn
queens	kin
que	ki
quickmemo	kwɪkˈmɛmoʊ
quinn	kin
r2	ɾo
r3b3loi	ˈrɛβɛloi
r3b3l	ɾeˈβɛl
rachel	ˈɾatʃel
radio	ˈraðjo
rafael	rafɛɛl
rahul	ɾaul
raiden	ɾeˈðen
raina	ˈrɛnɛ
rain	riːn
raj	ɾaj
ralph	ɾalɸ
rambo13	ɾamˈbotsɛ
ram	ɾam
randall	ɹændəl
randy	ˈrændi
ranger	ˈraŋʒɛr
rani	ˈrani
ra	ra
raven	ˈkɔːrvi
raylan	ɾajlan
raymond	ɹeɪmɒ̃ː
ray	raɪ
ready	ɾeði
reagan	riˈɛgan
really	ɾeˈli
real	riˈal
rebecca	ɾebɛˈkɑ
rebellous	ˈrɛbɛlos
records	ˈrɛkɔrdz
redfox	ɾeðˈfoks
red	ɾeð
reed	riː
reese	riːs
reggie	ɾeɣi
rehab77	ɾehaβ
reid	rið
release	liˈsi
religulous	ɾeliɣilosuːs
remember	ɪˈmɛmbɚ
renato	ˈrenato
repair	ɾeˈpɛɾ
re	ɾe
resynch	ɾesinç
resync	ɾeˈsiŋk
rex	ɾɛks
reynolds	ɹeɪˈnɔːlz
richard	ɹɪtʃɑɹd
richards	ɹɪtʃɑɹdʒ
richie	riˈçi
rich	riːx
rick	ɾiç
ricky	ɾiˈki
rico	riko
right	ɾiː
riku	ɾiku
riley	riˈli
ring	riŋ
rip	ɾip
rita	ritɑ
river	riˈveɾ
rn	ɾn
road	ɾo̞ð
robbie	ɾɔbi
roberto	ɾoˈβɛɾto
robert	ɾoˈβɛɾt
roberts	ɾɔβɛts
robin	ɾoˈbin
robinson	ɾoβiˈzɔn
rob	ɾɔp
rock	ɾoʝ
rocky	ɾokɪ
roger	ɾoˈʝeɾ
rogers	ɾoˈʝeɾs
rohan	roan
rolling	ɾɔliŋ
roll	ɾɔl
roman	roˈman
romeo	roˈmeo
ronald	ˈrɒnəld
ronnie	ˈronɪ
ron	ron
room	ɾum
rory	ɾoɾi
ro	ɾo
rosa	rosa
rose	rosi
rosie	ɾoˈsi
rossi	rosi
ross	ɾo̞s
rover	ɾoˈveɾ
roxycleopatra	ɾoˈksilɛɔtɾa
royal	baɾʝa
roy	ɾoʝ
r	ɾ
ruby	ɾuβi
rudy	ɾuði
rufus	ɾufos
run	ɾun
rush	ɾuʃ
russell	ɹʌsəl
rusty	ɾʊsti
ruth	ɾuθ
ryan	rian
s0lid7	soliðis
said	sei̯ð
saint	ˈsɛnt
sally	ˈsæli
samantha	ˈsæmənθə
same	ˈsame
samir	ˈsamir
sammy	ˈsamɪ
sam	ˈsam
samuel	ˈsamuɛl
sanchez	ˈsæntʃɛz
sanctuary	ˈsæŋktʃuəri
sandra	ˈsandɾa
sandy	ˈsandi
san	san
santa	ˈsanta
sapna	ˈsapna
sarah	ˈsɛɾa
sara	ˈsara
sa	sa
sasha	ˈsɑʃə
savvas83	savvas
saw	saː
say	sei
schmidt	ʃmɪt
school	skul
scotland	skɔtlənd
scott	skɔt
scotty	skɔti
screaming	skɾiˈɲiŋ
scrubs	skɾups
sd-6	sɛː
sdim	ˈsðim
sdragon	zdraɣon
sdι	θi
seal	ʃal
sean	ʃan
seaquest	ˈsiːkwɛst
season	ˈsiːzɔːn
seattle	ˈsiːɑːtəl
sea	θi
sebastian	ˌsɛbɑsˈtiːən
secret	ˈsɛkrɛt
see	ci
seinfeld	ˈsaɪnfɛld
septicemia	septikiˈmia
serena	ˈsɛɾɛna
series	ˈsɛɾisis
se	se
seth	sehθ
seven	ˈeɱeɾa
sex	ˈsɛks
sexy	ˈsɛksi
sfteam	ˈsftema
sg-1	ˈsɣi
shadowhunter	ˈʃædoʊhʌntər
shaka	ʃaka
shake	ʃeɪk
shane	ʃæni
shannon	ʃæˈnɒn
sharon	ʃaˈron
shaw	ʃa
sheila	ʃiˈla
shelby	ʃɛlbi
sheldon	ʃɛlˈdon
sheppard	ʃɛpɑɾ
sherlock	ʃɛɾˈɔk
she	ʃe
shh	ʃ
shield	ʃiːld
shirley	ʃɪˈɹiː
shit	ʃit
shoot	ʃuːt
shot	ʃɔt
should	ʃuːld
show	ʃoʊ
shur	ʃuɾ
siana	ˈsiana
side	siðe
sidney	ˈsɪdni
sid	sið
sight	ˈsaɪt
silent	ˈsilɛnt
silver	ɑrgyró
simone	ˈsimɔnɛ
simon	ˈsimon
simpsonment	ˈsɪmpsənmɛnt
simpson	ˈsɪmpsən
simpsons	ˈsɪmpsənz
simpsonsteam	ˈsɪmpsənsteɪm
sim	sim
sincronizacion	sinkroniziˈθiɔn
sincronizzazione	ˌsɪŋkroniddʒoˈtsjone
singer	ˈsiŋgɛr
singh	ˈsɪŋ
sing	siŋ
sin	sin
sir	sir
si	si
sisters	ɛ́sɛ́ɾɛs
site	sit
six	ɛks
skype	skip
sky	skʰi
slayer	ˈsleɪər
smallville	ˈsmælvɪl
smith	zmɪθ
smp	ʃiːˈmiːˈpiː
sms	zm
snow	nev
sofia	sofiˈa
sokofretas	sokofretas
sol	sol
someone	ˈsɔmɛnɔ
some	somi
something	tima
song	soŋ
sonny	sɔni
son	son
sookie	ˈsuki
sophia	sofia
sophie	sofi
sorry	ˈsɔri
so	sɔ
sos	sɔs
sotai	sɔˈtɛ
sotos	soˈtos
soukos	ˈsukos
soul	suːl
sound	ˈsau̯nd
southpark	ˈsʌθpɑːrk
southparkteam	ˈsʌθpɑːrkiːtiːm
south	ˈsɔːθ
sox	sɔx
space	ˈspatsi
spalas	ˈspalas
special	ˈspɛsiəl
speeder	ˈspiðɛr
spencer	ˈspɛnsə
spence	ˈspɛns
spider	ˈspiðɛr
springs	sprɪŋgz
square	skwera
ss	ʃ
s	ʃ
stacy	stasi
stajascasano	stajasasano
stand	stand
stanley	staːnli
stan	staːn
starbucks	staɾbʊks
stargatesg1team	staɾgeɪtɛsgwʌn
stark	staɾk
stars	staɾ
star	staɾ
start	staɾt
state	stati
stayros	staɾos
stay	stei
stefan	steˈfan
stelios	steˈlios
stella	stela
stephanie	stefaˈni
stephen	steˈfɛn
stevens	stevɛns
steven	stevɛn
steve	steve
stevie	stevi
stewart	ˈstjuːɑːt
still	stɪl
stones	stonɛs
stone	ˈstɔn
stop	stɔp
story	ˈstɔɾi
straight	strɛt
street	straːt
strike	strɪk
st	sta
stuart	struˈaɾ
studio	ˈstiːdjo
stzanis	ˈstsanis
subrip	ˈsubrip
subrip-διορθωσεισ-συγχρονισμοσ	ˈsʊbripsɪðoɾθoˈsisiksɪˈxɾonismos
subsgr	ˈsʊbsgr
subs	ˈsʊps
subtitles	ˈsʊbtɪtlz
subtitle	ˈsʊbtɪtɹɛl
subzblog-spotgr	ˈsʊbzblɔgspɒtgɹ
subzblog-spot	ˈsʊbzblɔgspɒt
subz	ˈsʊbz
subz	ˈsʊps
subzteam	ˈsʊptema
subztvclub	ˈsʊbztvklʌb
subztvgr	ˈsʊpstɾiɣɾ
subztv	ˈsʊbztɛv
subztv	ˈsʊfztu
sue	suː
sullivan	ˈsʊləɾɪn
summers	ˈsʊmərz
summer	ˈsʊmɚ
sunny	soni
sunset	ˈsʊnsɛt
sun	son
superman	ˈsupɛrman
supernatural	ˌsupərˈnætʃərəl
supernova	ˌsuːpɛrˈnova
super	ˈsupɛr
supporters	ˈsupɾɔtɛɾs
sure	ˈsʊɾ
suri	ˈsuɾi
susan	ˈsʊsæn
susie	ˈsusi
sutton	ˈsʊtɒn
suv	ˈsuv
svr	ˈsɛɾ
swat	ˈswat
sweet	ɣliˈko
sylvie	ˈsɪlvi
synced	ˈsɪntʃ
synchronization	ˌsɪŋkrɒnɪˈzeɪʃən
synchronizer	ˌsɪŋkrənaɪzəɹ
sync	ˈsɪŋk
sα	sa
sγ	ɣe
tai	taɪ
take	lake
takisdk	taˈcis
tales	tales
talk	taɫk
tammy	tami
tara	tara
tardis	taɾðis
ta	ta
tati	tati
taylor	taɪˈlɔɹ
team	tiːm
team-tv	tiːmtv
teapot1	teˈapot
tech	tek
teddy	ˈtɛði
ted	θɛð
teen	tiːn
tell	teɫ
ten	te̞n
teresa	teˈresa
terror	ˈtɛɾo̞r
terry	teri
tessa	tesa
tess	tes
te	te
texas	ˈtɛksəs
tgs	tɣs
thanasis039	θaˈnis
thanks	ɛfχɛɾi
thank	θaŋk
than	θan
that	θa
their	θiɾ
them	θɛm
then	θeːn
theory	θɛɔɾi
theo	θeo
there	θe̞
these	θi
they	ti
the	θe
things	θiŋg
thing	θiŋ
think	θiŋk
this	θis
thomas	θɔmäs
thompson	θɔmpsən
thor	θɔːr
those	θos
thought	θɔːt
three	tre
thrones	θrɔnɛs
through	θruː
tia	tia
tidus666	tiðʊs
tiffany	ˈtɪfəni
till	til
times	timi
time	tima
tim	tiːm
tina	tina
tinker	tiŋkɛr
ti	ti
tj	ti
toby	ˈtobi
today	ˈkɾima
todd	ˈtɔð
together	teˈlo
toki	tokʰi
told	tɔːl
tolism33	tɔlismí
tomas	tɔmäs
tommy	tɔmi
tomorrow	ˈtɔmɛrɔ
tom	tɔm
tonight	toni
tony	tɔnʝ
too	tʰo
top	ˈtɔp
torchwood	tɔːtʃwʊd
to	ˈto
toto	totɔ
touch	taɣ
tov	ˈtɔv
town	tin
toyota	ˈtɔjɔtə
toy	ti
toμ	tɔm
toν	tɔn
toυ	ti
toυς	tus
tracy	tɾasi
traduzione	ˌtraːduːˈtsjone
train	ˈtrɛn
travis	ˈtɹævɪs
traxex	ˈtraks
tree	tre
trek	ˈtrɛk
trelopareaki	ˈtrɛlɔpɛɾɛki
trevor	tɾeˈvoɾ
trick	ˈtɾiko
troy	troː
tr	tɾ
true	tru
trying	tɾiŋ
try	tɾi
t	t
ttinos	tiˈnos
tucker	ˈtʊkə
tugal	tuɣal
turner	tʰurnɛr
turn	tʰɜrn
tv	ɛfˈveɪ
tvs	ts
twitter	ˈtwɪtər
two	ˈdi
tyler	taɪlɚ
tyson	tiˈsɔn
tzot	tsot
tα	ta
tάμπαθα	ˈtambaθa
tέλεια	teˈlia
tελείωσε	teˈliosi
tελικά	teliˈka
tέλος	te̞los
tέντι	tenˈdi
tερέζα	teˈɾeza
tζov	tsɔv
tζ	ts
tζακ	tsag
tζέι	ʦe
tζέιμς	ʦeims
tζέρι	ˈdzeri
tζιμ	tsim
tζίμι	tsimi
tζο	tsɔ
tζόι	ʣo̞i
tζον	tson
tζούλι	tsuli
tζωρτζ	ʣʐoɾdʒ
tη	ti
tηv	ti
tην	tiːn
tης	te̞s
tι	ti
tί	ti
tιμ	tiːm
tίπoτα	tiˈpota
tίποτα	tiˈpota
tις	ti
tο	to
tομ	tom
tόμας	ˈtomas
tόμι	tɔmi
tον	tɔn
tόνι	tɔˈni
tόσο	tɔsɔ
tότε	tɔˈte
tου	tuː
tουλάχιστον	ˈtulaxisdon
tους	tus
tρεις	tris
tρία	trʝa
tσάρλι	tsaɾli
tώρα	tɔːra
u2	ʊ
ucla	ʊklɑː
ufo	ʊfo
ufο	ufɔ
ugh	ʊ
uh-huh	ʔuː
uh	ʔ
ultraviolet	ultivolɛtɛf
um	um
under	ˈʊndɚ
union	ˈjʊnjɔn
unique	ɪˈnik
united	ˈɛnteɾe
unit	uniːt
untranslated	ʔinaˈθima
un	ʔun
uploads	upˈlɔps
upon	ʌpɒn
up	up
usb	usb
used	usɛd
uss	ʊs
us	us
u	u
v8	βa
vaghelis	vaɣeˈlis
vagos44	vaɣos
valentine	valenˈtin
valerie	valeri
valley	vali
val	val
vampire	vaɱˈpiɾe
vamp	βɑmp
vanessa	vaˈnɛsa
van	vaɲ
vargas	vaɾˈɣas
vegas	veɣas
vera	vera
veronica	veɾoniˈka
very	veri
ve	ve
vicky	viki
victoria	ˈvɪktɔria
victor	vikˈtor
vic	viʃ
video	viˈðio
village	viʎaʒi
vincent	ʋinˈtʃɛnt
vince	vintse
violet	violet
vip	viːp
virginia	ʋiɾˈʝiɲa
vi	vi
vivian	vivian
vocκ	vok
vogue	voɣ
voice	ʋɔi̯s
volvo	volvo
von	vo̞n
voudakos	voʊˈðakos
vo	vo
voμίζω	vomizo
v-phobos	ˈvɔfos
vα	va
vαι	vaɪ
v	β
v-	β
vέα	vea
vεκρός	vekros
vέο	veo
vερό	veˈɾo
vιώθω	viˈoθo
vοιάζει	voˈʝazi
vομίζεις	voˈmizis
vομίζω	vomizo
vτε	ʋe
vύχτα	viˈxta
vωρίς	voˈris
wade	vaðe
wait	ɛfka
walker	vaɫeɾ
walking	vaɫiŋ
walk	vaɫ
wallace	væləs
wall	vaɫ
wally	vali
walter	valtɛr
walt	val
wanda	vanða
wang	vaŋ
wanna	ʋana
want	ɛn
ward	vaɾð
warehouse	vaɾeˈxos
warlock	ʋaɾˈlɔk
warner	vaɾˈner
warren	ʋaˈrin
wars	vaɾs
war	vaɾ
washington	waɪˈʃɪŋtən
was	vas
watch	ˈvɛtʃ
water	ˈvɔteɾ
watson	ʋaˈtsɔn
wa	va
wayne	ʋeɪn
way	ve
web	ʋɛf
weenie	viːni
wells	vel
well	vel
welsen	velsen
wendy	ʋɛndi
were	ʋeɾe
wesley	ʋɛsli
western	ˈvɛstərn
west	vest
we	vi
what	ti
when	hen
where	po
which	ti
white	lefki
whitney	ˈwɪtni
whoa	wo̞
whole	ɔl
whoo	ʰu
who	ti
why	ɣi
wife	ɣʝa
wi-fi	viˈfi
wikileaks	vikiˈliːks
wild	viɫ
williams	ˈwɪliəmz
william	ˈwɪliəm
willie	vili
will	viːl
willy	vili
wilson	ˈwɪlsən
wind	viɲ
wing	viŋ
winston	ˈwɪnstən
winter	ˈvintɛr
wish	viʃ
witch4	vitʃa
witchblade	ʋitʃˈbleɪd
with	ɪs
without	ˈkʰaɾi
wolf	ʋɔlf
wolvek	volvek
woman	ɣʊmɪn
wonder	ɔnˈðɛr
wong	ʋoŋ
won	ɔn
woods	foːds
wood	vo
woody	ʋɔdi
word	ɔɾð
work	ɔːk
world	ˈkɔsmo
wouldn	ʊd
would	ʊd
wow	ʋo
wrong	ɾoŋg
wu	ʋu
w	ʋ
wyatt	waɪæt
x1	ks
x2	ks
x-90210team	ksɪnɛnɛtɪm
x-americandadteam	ksæmɛrɪkændædeɪm
x-anger	ksaŋgɛr
xarhli	ksarli
x-b99team	ksɛβɛntim
xbox	ksɔps
x-csi	ksi
x-familyguyteam	ksafaliɣitiɛm
x-fringe	ksfrinɣe
x-gossipgirlteam	ksɔsɪpgɪɹtɪm
xhmikosr	ksmisɾos
x	ks
x-lafemmenikita	kslafemmɛnikita
x-laworderteam	kslawoɾteːm
x-revengeteam	ksɾeβeɲiteːm
xrysa	ksrisa
x-seinfeldteam	ksɛinˈfɛldtim
x-simpsonsteam	ksimpsonsteːm
xsubs	ksups
xsubstv	ksɔpstɛv
x-talesfromthecryptteam	ksˈtælzfrəmðəˌkrɪpttiːm
xαίρομαι	ksai̯romi
xρειάζομαι	ksriˈazome
xριστέ	ksristɛ
xωρίς	ksɔˈris
y1	i
y2	i
ya	ja
yale	jale
yang	jaŋ
yard	jaɾð
yeah	jæ
years	iaɾe
yellow	ʝelo
yes	nɪ
yianna	ʝaˈna
ying	ʝiŋ
yiolanda	jɔlɑnda
y	ʝ
yo	jo
york	jɔrk
you	ʝu
young	ni
your	ʝuɾ
youtube	iuːtʌɪb
yu	ʝu
yuri	juri
yόρκη	jɔrˈci
yπάρχει	iˈparxi
yπάρχουν	iˈparxun
yποτίτλων	ipotiːˈtlon
zachs75	ˈzaks
zach	zax
zack	zak
zac	zag
zen	zen
