00h	ɔh
автодром	aftɔdrɔm
автодроми	aftɔdrɔmi
автоимун	aftɔimun
автокефален	aftɔkɛfalɛn
автокефалност	aftɔkɛfaɫnɔst
автоклав	aftɔkɫaf
автократ	aftɔkrat
автократи	aftɔkrati
автократии	aftɔkratii
автократија	aftɔkratija
автократски	aftɔkratski
автокрос	aftɔkrɔs
автомат	aftɔmat
автомат	avtɔmat
автомати	aftɔmati
автомати	avtɔmaˈti
автоматизам	aftɔmatizam
автоматизации	aftɔmatizatsii
автоматизација	aftɔmatizatsija
автоматизира	aftɔmatiziɾa
автоматизиран	aftɔmatiziɾan
автоматизирајќи	aftɔmatizirajci
автоматизирање	aftɔmatiziɾaɲɛ
автоматизми	aftɔmatizmi
автоматот	avtɔmɔt
автоматска	avtɔˈmatska
автоматски	aftɔmatski
автоматски	avtɔˈmatski
автоматскиот	avtɔmaˈtsiki
автоматско	avtɔˈmatskɔ
автоматче	aftɔmattʃɛ
автомеханика	aftɔmɛxanika
автомеханичар	aftɔmɛxanitʃar
автомеханичари	aftɔmɛxanitʃaɾi
автомеханичарка	aftɔmɛxanitʃarka
автомеханичарки	aftɔmɛxanitʃarki
автомеханички	aftɔmɛxanitʃki
автомобил	aftɔmɔbiɫ
автомобил	avtɔmɔbil
автомобила	avtɔmɔˈbila
автомобили	aftɔmɔbili
автомобили	avtɔmɔˈbili
автомобилите	avtɔmɔˈbilitɛ
автомобилиште	aftɔmɔbiliʃtɛ
автомобилов	avtɔmɔˈbilɔf
автомобилот	avtɔmɔˈbɪlɔt
автомобилска	avtɔmɔˈbilsɛ
автомобилски	aftɔmɔbiɫski
автомобилски	avtɔmɔˈbilsʲki
автономен	aftɔnɔmɛn
автономизира	aftɔnɔmiziɾa
автономија	aftɔnɔmija
автономно	aftɔnɔmnɔ
автопат	aftɔpat
автопат	avtoˈpat
автопати	aftɔpati
автопати	avtopatɪ
автопатот	avtopaːtɔt
автопатски	aftɔpatski
автоперална	aftɔpɛraɫna
автоперална	avtopɛraɫna
автоперални	aftɔpɛraɫni
автопералница	aftɔpɛraɫnitsa
автопилот	aftɔpiɫɔt
автопилот	avtɔpiˈɫɔt
автопилоти	aftɔpiɫɔti
автопилотиве	aftɔpiɫɔtivɛ
автопилотине	aftɔpiɫɔtinɛ
автопилотите	aftɔpiɫɔtitɛ
автопилотов	aftɔpiɫɔtɔf
автопилотон	aftɔpiɫɔtɔn
автопилотот	aftɔpiɫɔtɔt
автопилотот	avtɔpilɔt
автопилоту	aftɔpiɫɔtu
автопортрет	aftɔpɔrtrɛt
автопортрети	aftɔpɔrtrɛti
автор	aftɔr
автор	avˈtɔr
автори	aftɔɾi
автори	avˈtɔri
авторизации	aftɔɾizatsii
авторизација	aftɔɾizatsija
авторизација	avtori'zaːtsija
авторизира	aftɔɾiziɾa
авторитарност	aftɔɾitarnɔst
авторите	avtori'tɛ
авторитет	aftɔɾitɛt
авторитет	avtori'tɛt
авторитетен	aftɔɾitɛtɛn
авторитети	aftɔɾitɛti
авторитетно	aftɔɾitɛtnɔ
авторитетот	avtɔriˈtɛtɔt
авторка	aftɔrka
авторки	aftɔrki
авторов	aftɔɾɔf
авторот	avɔrɔt
авторски	aftɔrski
авторски	avˈtɔrski
авторските	avˈtɔrskiʦi
авторско	aftɔrskɔ
авторство	aftɔrstvɔ
автосервис	aftɔsɛrvis
автосервиси	aftɔsɛrvisi
автостоп	aftɔstɔp
автостопер	aftɔstɔpɛr
автостопери	aftɔstɔpɛɾi
автостоперка	aftɔstɔpɛrka
автостоперки	aftɔstɔpɛrki
автостоперски	aftɔstɔpɛrski
автостопира	aftɔstɔpiɾa
автостопирајќи	aftɔstɔpirajci
автостопирање	aftɔstɔpiɾaɲɛ
автострада	aftɔstrada
автостради	aftɔstradi
автотранспорт	aftɔtranspɔrt
автохтон	aftɔxtɔn
автохтоно	aftɔxtɔnɔ
автоцензура	aftɔtsɛnzuɾa
автошкола	aftɔʃkɔɫa
аг	ag
ага	aga
ага	ˈaga
агалак	agaɫak
агамемнон	agamɛmnon
агата	ˈagata
агенда	ˈagɛnda
агендата	ˈagɛndata
агенор	ˈagɛnɔr
агенс	agɛns
агенс	ˈagɛns
агент	agɛnt
агент	ajˈɛnt
агенте	ˈagɛntɛ
агенти	agɛnti
агенти	ˈagɛnti
агентите	ˈagɛntitɛ
агентка	ajˈɛntka
агентката	ajˈɛntkata
агентке	ajˈɛntkɛ
агентки	agɛntki
агентот	ˈagɛntɔt
агентски	agɛntski
агенту	ˈagɛntu
агентура	agɛntuɾa
агенции	agɛntsii
агенции	ajgɛntsiɛ
агенциите	agɛntsiɛtɛ
агенциски	agɛntsiski
агенција	agɛntsija
агенција	ajɛnˈtsija
агенцијата	ajɛnʦijɛnɛ
аги	agi
агилар	ˈagilar
агитатор	agitatɔr
агитатори	agitatɔɾi
агитира	agitiɾa
аглест	aglɛst
агли	agli
агли	ɑglɪ
аглите	ag'litɛ
агломер	agɫɔmɛr
агломерат	agɫɔmɛrat
агломерати	agɫɔmɛrati
агломерации	agɫɔmɛratsii
агломерација	agɫɔmɛratsija
агломери	agɫɔmɛɾi
аглутинативен	agɫutinativɛn
аглутинативно	agɫutinativnɔ
аглутинација	agɫutinatsija
агнес	agnɛs
агностик	agnɔstik
агностика	agnɔstika
агностици	agnɔstitsi
агностицизам	agnɔstitsizam
аго	ˈago
агол	agɔɫ
агол	ɑgɔɫ
аголен	agɔlɛn
аголот	ˈagɔɫɔt
агонии	agɔnii
агонија	agɔnija
агонија	ˈagɔnija
агонијата	ˈagɔni(j)a
агора	agɔɾa
аграба	ˈagɾaba
аградо	ˈagɾadɔ
аграрен	agraɾɛn
агрегат	agrɛgat
агрегатен	agrɛgatɛn
агрегати	agrɛgati
агрегатно	agrɛgatnɔ
агрегира	agrɛgiɾa
агрегиран	agrɛgiɾan
агрегирање	agrɛgiɾaɲɛ
агресивен	agresivɛn
агресивен	agrɛsivɛn
агресивец	agrɛsivɛts
агресивна	agɾɛsifna
агресивни	agɾɛsifni
агресивно	agresivno
агресивно	agrɛsivnɔ
агресивност	agrɛsivnɔst
агресивност	agɾɛsiˈvnost
агресивци	agrɛsiftsi
агресии	agrɛsii
агресија	agresija
агресија	agrɛsija
агресијата	agresijata
агрикултура	agrikuɫtuɾa
агрипа	ˈagɾipa
агрон	agron
агроном	agrɔnɔm
агрономија	agrɔnɔmija
агрономски	agrɔnɔmski
агротехника	agrɔtɛxnika
агува	aguva
агување	aguvaɲɛ
ад	at
ада	ada
адалинд	ɑːdɑːlind
адам	adam
адам	ɑːdam
адама	adama
адамантиум	adaˈmantiʊm
адамс	ˈadams
адана	adana
адански	adanski
адаптации	adaptatsii
адаптационен	adaptatsiɔnɛn
адаптациски	adaptatsiski
адаптација	adaptatsija
адаптација	adaˈptatsija
адаптер	adaptɛr
адаптери	adaptɛɾi
адаптивен	adaptivɛn
адаптивно	adaptivnɔ
адаптира	adaptiɾa
адаптиран	adaptiɾan
адаптирајќи	adaptirajci
адаптирање	adaptiɾaɲɛ
адвентизам	advɛntizam
адвентистички	advɛntistitʃki
адвокат	advɔkat
адвокат	ɑːdvɔkɑt
адвокати	advɔkati
адвокати	ˈadvɔkati
адвокатите	advɔkɑtɪtɛ
адвокатишта	advɔkatiʃta
адвокатиште	advɔkatiʃtɛ
адвокатка	advɔkatka
адвокатка	ɑdˈvɔkattka
адвокатката	ˈadvɔkattɑ
адвокатке	advɔˈkattkɛ
адвокатки	advɔkatki
адвокатот	advɔkɔt
адвокатска	ˈadvɔkatska
адвокатската	ˈadvɔkatska
адвокатски	advɔkatski
адвокату	ˈadvɔkatu
адвокатура	advɔkatuɾa
адд	ɑːdɛd
аде	ˈadɛ
адекватен	adɛkvatɛn
адекватност	adɛkvatnɔst
адел	ɑdɛɫ
адела	ɑdɛˈlɑ
адет	adɛt
адети	adɛti
ади	adi
адина	ɑdiˈna
адиос	adiɔs
адисабебјанец	adisabɛbjanɛts
адисабебјани	adisabɛbjani
адисабебјанка	adisabɛbjaŋka
адисабебјанки	adisabɛbjaŋki
адисабепски	adisabɛpski
адисон	adiˈsɔn
адитив	aditif
адитивен	aditivɛn
адитивно	aditivnɔ
адлер	ˈadlɛr
административен	administrativɛn
административна	ˈadministratiːvna
административно	administrativnɔ
администратор	administratɔr
администратор	adminɪstraˈtor
администратори	administratɔɾi
администраторка	administratɔrka
администраторки	administratɔrki
администраторски	administratɔrski
администрации	administratsii
администрација	administratsija
администрација	ˈadministratsi(j)a
администрацијата	administraˈtsi(j)a
администрира	administriɾa
адмирал	admiraɫ
адмирал	ˈadmɪral
адмирале	ˈadmɪralɛ
адмирали	admirali
адмиралитет	admiɾalitɛt
адмиралот	ˈadmɪralɔt
адмиралски	admiraɫski
адмиралу	ˈadmɪralu
адолесценција	adɔlɛstsɛntsija
адолф	ˈadɔɫf
адониј	ˈadɔniʃ
адонија	ˈadɔnija
адора	ˈadɔra
адреналин	adrɛlɛˈlin
адреналин	adrɛnalin
адреналинот	adrɛnalɪnɔt
адреналински	adrɛnalinski
адреса	adrɛsa
адресар	adrɛsar
адресат	adrɛsat
адресата	ˈadɾɛsatɑ
адресен	adrɛsɛn
адреси	adrɛsi
адресира	iɾa
адресирано	adrɛsiˈrano
адресите	adrɛsɪtɛ
адресичка	adrɛsitʃka
адресички	adrɛsitʃki
адресница	adrɛsnitsa
адриан	adr̩jan
адријан	adr̩jaːn
адријана	adrʲiˈjana
адут	adut
адут	ɑˈdot
адути	aduti
адјункт	adjuŋkt
адјункти	adjuŋkti
аеробатика	aɛɾɔbatika
аеробатски	aɛɾɔbatski
аеробик	aɛrɔbik
аеробик	ɛɛrɔbik
аеродинамика	aɛɾɔdinamika
аеродинамичен	aɛɾɔdinamitʃɛn
аеродинамично	aɛɾɔdinamitʃnɔ
аеродром	aɛɾɔdrɔm
аеродром	ɛɛrɔdɾɔm
аеродроми	aɛɾɔdrɔmi
аеродроми	ɛɛrɔdɾɔmi
аеродромите	ɛɛrɔdɾɔmɪtɛ
аеродромот	ɛɛrɔdɾɔmɔt
аеродромски	aɛɾɔdrɔmski
аеродромче	aɛɾɔdrɔmtʃɛ
аеродромчиња	aɛɾɔdrɔmtʃiɲa
аеролит	aɛɾɔlit
аеролити	aɛɾɔliti
аерометар	aɛɾɔmɛtar
аерометри	aɛɾɔmɛtri
аеромеханика	aɛɾɔmɛxanika
аеромеханички	aɛɾɔmɛxanitʃki
аеронаутика	aɛɾɔnautika
аеронаутички	aɛɾɔnautitʃki
аеростат	aɛɾɔstat
аеростати	aɛɾɔstati
аерофобија	aɛɾɔfɔbija
ает	aɛt
аждаи	aʒdai
аждаја	aʒdaja
аждер	aʒdɛr
аждери	aʒdɛɾi
аждеришта	aʒdɛɾiʃta
аждериште	aʒdɛɾiʃtɛ
ажи	aj
ажурен	aʒuɾɛn
ажурира	aʒuriɾa
ажуриран	aʒuriɾan
ажурирајќи	aʒuɾirajci
ажурирање	aʒuriɾaɲɛ
ажурирање	ˈaʒuɾiɾaɲɛ
ажурно	aʒurnɔ
аз	az
азазел	azazɛɫ
азамад	azamaːd
азариј	azarij
азарот	azaɾɔt
азбест	azbɛst
азбест	azˈbɛst
азбука	azbuka
азбука	azˈbuka
азбуката	azbukata
азбуки	azbuki
азбучен	azbutʃɛn
азбучен	azˈbutʃɛn
азбучниов	azbutʃnijɔf
азбучнион	azbutʃnijɔn
азбучниот	azbutʃnijɔt
азбучно	azbutʃnɔ
аздиса	azdisa
аздисан	azdisan
аздисува	azdisuva
аздисувајќи	azdisuvajci
аздисување	azdisuvaɲɛ
азербајџан	azɛrbajdʒan
азербејџан	azɛrbɛjdʒan
азербејџанец	azɛrbɛjdʒanɛts
азербејџанка	azɛrbɛjdʒaŋka
азербејџанки	azɛrbɛjdʒaŋka
азербејџански	azɛrbɛjdʒanski
азербејџанци	azɛrbɛjdʒantsi
азиjа	ˈazija
азиец	azijɛts
азиец	aziˈɛts
азиз	aziz
азил	azil
азил	aziɫ
азилант	aziɫant
азиланти	aziɫanti
азилантски	aziɫantski
азили	azili
азиска	aziska
азиски	aziski
азиски	aziːski
азиско	ˈazisko
азија	azija
азија	ˈazija
азијат	azijat
азијати	azijati
азијати	ˈazijati
азијатка	azijatka
азијатки	azijatki
азијатски	azijatski
азијка	azijka
азијки	azijki
азијци	azijtsi
азкабан	azkaˈban
азот	azɔt
азотен	azɔtɛn
азриел	azriɛl
азуми	azumi
азурен	azuɾɛn
аи	ai
аи	aj
аида	ajda
аидид	ajid
аир	air
аир	ajr
аирес	ajrɛs
аирлии	airlii
аирлија	airlija
аиша	ajʃa
ак	ak
ак	ɑk
ак-47	akfortɑnɔtɛ
акo	akɔ
ака	aka
академии	akadɛmii
академик	akadɛmik
академици	akadɛmitsi
академија	akadɛmija
академијата	akɑˈdemiːjɛtɛ
академски	akadɛmski
акадски	akatski
акал	akaɫ
акан	akɑn
акапулко	akapulko
акатор	akatoɾ
акации	akatsii
акација	akatsija
акаши	akaʃi
акање	akaɲɛ
акбари	akˈbari
аква	akva
аквакултура	akvakuɫtuɾa
аквамен	akvaˈmen
акварел	akvarɛɫ
акварелист	akvaɾɛlist
акварелистка	akvaɾɛlistka
аквариум	akvaɾijum
аквариум	akvaˈriːum
аквариуми	akvarijumi
аквариуми	akvaˈriumi
аквариумот	akvaˈriːmut
акведукт	akvɛdukt
акведукти	akvɛdukti
аквитански	akvitanski
аки	aki
акила	akiɫa
акима	akima
акио	akiɔ
аклиматизационен	aklimatizatsiɔnɛn
аклиматизација	aklimatizatsija
аклиматизира	aklimatiziɾa
аклиматизиран	aklimatiziɾan
аклиматизирајќи	aklimatizirajci
аклиматизирање	aklimatiziɾaɲɛ
акме	akmɛ
акна	akna
акнат	aknat
акне	aknɛ
акни	akni
акнува	aknuva
акнуван	aknuvan
акнувајќи	aknuvajci
акнување	aknuvaɲɛ
ако	ako
ако	akɔ
акомодира	akɔmɔdiɾa
акомодиран	akɔmɔdiɾan
акомодирање	akɔmɔdiɾaɲɛ
акра	akra
акран	akran
акранец	akranɛts
акранка	akraŋka
акрански	akranski
акредитација	akrɛditatsija
акредитиви	akrɛditivi
акредитира	akrɛditiɾa
акредитиран	akrɛditiɾan
акредитирајќи	akrɛditirajci
акредитирање	akrɛditiɾaɲɛ
акреп	akrɛp
акри	akri
акрибичен	akribitʃɛn
акрибија	akribija
акробат	akrɔbat
акробат	akrɔˈbat
акробатика	akrɔbatika
акробатка	akrɔbatka
акробатски	akrɔbatski
акробација	akrɔbatsija
акробација	akrɔbaˈtsiʝa
акроним	akrɔnim
акропол	akrɔpɔɫ
акростих	akrɔstix
аксел	aksɛl
аксиологија	aksijɔɫɔgija
аксиолошки	aksiɔɫɔʃki
аксиом	aksiɔm
аксиома	aksiɔma
аксијален	aksijalɛn
аксијално	aksijaɫnɔ
аксоел	aksɔɛl
аксолотл	aksɔɫɔtɫ̩
аксолотли	aksɔɫɔtli
акт	akt
актер	aktɛr
актери	akˈtɛri
актерите	akˈtɛritɛ
актерка	ak'tɛrka
актерка	aktɛrka
актерката	aktɛrˈkata
актерки	ak'tɛrki
актерот	aktɛrɔt
актерска	akˈtɛrska
актерски	aktɛrski
актерство	aktɛrstvɔ
акти	akti
актив	aktif
актива	aktiva
активатор	ˈaktivator
активаторот	aktiˈvatorɔt
активација	aktivatsija
активација	ˈaktivatsija
активен	akti'ven
активен	aktivɛn
активизам	aktivizam
активира	aktiviɾa
активира	aktiˈviɾa
активираа	aktiˈviɾa
активираат	aktiviraat
активирав	aktivirav
активирал	aktiviral
активирам	aktiviram
активираме	aktiˈviramɛ
активиран	aktiviran
активиран	aktiviɾan
активирана	aktiviˈrana
активирани	aktiviˈrani
активирано	aktiviˈrano
активирате	aktiviratɛ
активираш	aktiˈviɾaʃ
активираше	aktiviraʃɛ
активирај	aktiviraj
активирајте	aktivirajitɛ
активирајќи	aktivirajci
активирање	aktiviɾaɲɛ
активирањето	aktsiviˈraɲɛ
активист	aktivist
активист	aktiviʃt
активисти	aktivisti
активистички	aktivistitʃki
активистка	aktivistka
активна	ˈaktifna
активни	akˈtivni
активно	aktivnɔ
активно	ˈaktivnɔ
активност	aktivnɔst
активност	ˈaktivnɔst
активноста	ak'tivnosta
активности	aktiʋisti
активностите	aktiʋɪsˈtɪtɛ
актинидии	aktinidii
актинидија	aktinidija
актиниум	aktinijum
актовка	aktɔfka
актовката	aktɔfˈkata
актовки	aktɔfki
актоса	aktɔsa
актот	aktoːt
актофка	aktɔfka
актуализација	aktualizatsija
актуализира	aktualiziɾa
актуализиран	aktualiziɾan
актуализирајќи	aktualizirajci
актуализирање	aktualiziɾaɲɛ
актуелен	aktuɛlɛn
актуелно	aktuɛɫnɔ
актуелност	aktuɛɫnɔst
акузатив	akuzatif
акузативен	akuzativɛn
акумулатор	akumuɫatɔr
акумулатор	akumuˈlator
акумулаторот	akumuɫaːtɔɾɔt
акумулаторски	akumuɫatɔrski
акумулација	akumuɫatsija
акумулира	akumuliɾa
акумулиран	akumuliɾan
акумулирајќи	akumulirajci
акумулирање	akumuliɾaɲɛ
акупунктура	akupuŋktuɾa
акустика	akustika
акустичен	akustitʃɛn
акустички	akustitʃki
акустична	akustitʃna
акустично	akustitʃnɔ
акутен	akutɛn
акутно	akutnɔ
акушер	akuʃɛr
акушерка	akuʃɛrka
акушерски	akuʃɛrski
акушерство	akuʃɛrstvɔ
акушира	akuʃiɾa
акуширајќи	akuʃirajci
акуширање	akuʃiɾaɲɛ
акцелератор	aktsɛlɛratɔr
акцелераторот	aktselɛraˈrot
акцент	aktsɛnt
акцент	akˈtsɛnt
акцентира	aktsɛntiɾa
акцентиран	aktsɛntiɾan
акцентираност	aktsɛntiɾanɔst
акцентирајќи	aktsɛntirajci
акцентирање	aktsɛntiɾaɲɛ
акцентологија	aktsɛntɔɫɔgija
акцентолошки	aktsɛntɔɫɔʃki
акцентот	ˈaktsɛntɔt
акцентски	aktsɛntski
акцентуација	aktsɛntuatsija
акциза	aktsiza
акцизен	aktsizɛn
акцизи	aktsizi
акции	aktsii
акции	aktsijɛ
акциите	aktsiˈjɛ
акционен	aktsiɔnɛn
акционен	aktsiˈɔnɛn
акционер	aktsijɔnɛr
акционер	aktsiɔˈnɛr
акционери	aktsijɔnɛɾi
акционери	aktsiɔˈnɛri
акционерите	ˈaktsjɔnɛɾɛ
акционерка	aktsijɔnɛrka
акционерки	aktsijɔnɛrki
акционерски	aktsijɔnɛrski
акционерство	aktsijɔnɛrstvɔ
акциски	aktsiski
акција	aktsija
акцијата	akˈtsijatsijɑ
акчии	aktʃii
акчија	aktʃija
акшам	akʃam
ал	al
ал-асад	alasat
ал-зариан	alzaˈri̯an
ал-каеда	alkaeda
ал-каида	ɑɫˈkajdɑ
ал-харази	alxarazi
ала	ala
ала	aɫa
алабама	ala'bama
алабама	aɫabama
алабастер	aɫabastɛr
аладиин	aladiːn
аладин	aladɪn
алаи	alaj
алакеј	alaˈkɛj
алал	alaːl
алал	aɫaɫ
аламеида	alɑmɛjda
аламо	alamo
аламут	alɑˈmut
алан	alɑn
алапача	aɫapatʃa
алапачи	aɫapatʃi
аларик	alɑrik
аларм	alarm
аларм	aɫarm
алармантен	aɫarmantɛn
алармантно	aɫarmantnɔ
алармен	aɫarmɛn
аларми	alarmi
алармирање	alaɾiˈmiɾaɲɛ
алармите	alaɾmitɛ
алармот	alarmot
аластер	alastɛr
аластор	alastɔr
алат	alaːt
алат	aɫat
алатен	aɫatɛn
алати	alati
алати	aɫati
алатите	alatiːtɛ
алатка	ala'tka
алатка	aɫatka
алатки	alaːtki
алатките	alɑtkitɛ
алатничар	aɫatnitʃar
алатничари	aɫatnitʃaɾi
алатот	alatoːt
алах	alaχ
алах	aɫax
алба	alba
албакирки	albakiɾki
албанец	aɫbanɛts
албанизам	aɫbanizam
албанизација	aɫbanizatsija
албанизира	aɫbaniziɾa
албанизиран	aɫbaniziɾan
албанизирано	aɫbaniziɾanɔ
албанизирајќи	aɫbanizirajci
албанизирање	aɫbaniziɾaɲɛ
албанија	albɑnjɑ
албанија	aɫbanija
албанка	aɫbaŋka
албанофобија	aɫbanɔfɔbija
албанска	aɫbanska
албански	alˈbanski
албански	aɫbanski
албанци	aɫbantsi
албанците	albanˈtsite
албанче	aɫbantʃɛ
албатрос	aɫbatrɔs
албени	albɛni
алберт	alˈbɛrt
алберта	albɛrta
алберто	albɛrto
алби	albi
албинизам	aɫbinizam
албино	albiˈno
албум	alˈbum
албум	aɫbum
албуми	albu'mi
албуми	aɫbumi
албумин	aɫbumin
албумот	albumot
албумче	aɫbumtʃɛ
албус	albus
алва	alva
алва	aɫva
алварез	alvaˈrɛs
алваџија	aɫvadʒija
алвеола	aɫvɛɔɫa
алвеоларен	aɫvɛɔɫaɾɛn
алверс	alvɛrs
алви	alvi
алвин	alvin
алвира	alˈvira
алвиче	aɫvitʃɛ
алвичка	aɫvitʃka
алга	aɫga
алгебарски	aɫgɛbarski
алгебра	algɛbra
алгебра	aɫgɛbra
алги	algi
алгите	algitɛ
алгиче	aɫgitʃɛ
алгоритам	algɔriˈtam
алгоритам	aɫgɔritam
алгоритамски	aɫgɔritamski
алгоритми	algɾiˈdɾimɪ
алгоритми	aɫgɔritmi
алгоритмот	algɾiˈdɾɔmɔt
алден	alˈdɛn
алдертри	ɑldɛrtri
алдо	aldo
алегориски	alɛgɔɾiski
алегорија	alɛgɔɾija
алегра	alɛgra
алек	alɛk
алекс	alɛks
алекса	alɛkˈsa
александар	alɛksandar
александар	alɛksanˈdar
александер	alɛksanˈdɛr
александра	alɛksandra
александра	alɛksanˈdra
александре	alɛksanˈdrɛ
александрија	alɛksanˈdriʝa
александрович	alɛksanˈdɾɔvitʃ
алексеј	alɛˈksɛj
алекси	alɛkʃi
алексис	alɛkˈsis
алел	alɛɫ
алели	alɛli
алелуја	alɛɫuja
алелуја	alɛˈluja
ален	alɛn
алерген	alɛrgɛn
алергии	alɛrgii
алергии	alɛrgiɛ
