㔂	lan˨˦
中晝	tioŋ˥˥tau˨˩
中晝時	tioŋ˥˥tau˨˩si˨˦
中晝頓	tioŋ˥˥tau˨˩tǹg1
中晝飯	tioŋ˥˥tau˨˩pŋ˥˥
中晝飯食飽就好歇睏	tioŋ˥˥tau˨˩pŋ˥˥tsiaʔ˦pa˥˧to˧˧ho˥˧hioʔ˨kʰun˨˩
中期	tioŋ˥˥ki˨˦
中校	tioŋ˥˥hau˧˧
中樞	tioŋ˥˥tsʰu˥˥
中止	tioŋ˥˥tsi˥˧
中正	tioŋ˥˥tsiŋ˨˩
中正紀念堂	tioŋ˥˥tsiŋ˨˩ki˨˩liam˧˧tŋ˥˥
中毒	tioŋ˨˩tok˨
中油	tioŋ˥˥iu˨˦
中洲	tioŋ˥˥tsiu˥˥
中狀元	tioŋ˨˩tsioŋ˧˧guan˨˦
中生代	tioŋ˥˥siŋ˥˥tai˧˧
中用	tioŋ˨˩ioŋ˧˧
中盤	tioŋ˥˥pũã˨˦
中研院	tioŋ˥˥gian˥˧ĩ˧˧
中秋	tioŋ˥˥tsʰiu˥˥
中秋節	tioŋ˥˥tsʰiu˥˥tseʔ˨
中秋餅	tioŋ˥˥tsʰiu˥˥pĩã˥˧
中立	tioŋ˥˥lip˦
中等	tioŋ˥˥tiŋ˥˧
中範	tioŋ˥˥pan˧˧
中美	tioŋ˥˥bi˥˧
中脊	tioŋ˥˥tsit˨
中藥	tioŋ˥˥ioʔ˨
中西	tioŋ˥˥se˥˥
中計	tioŋ˨˩ke˨˩
中途	tioŋ˥˥tɔ˨˦
中選會	tioŋ˥˥suan˥˧hue˧˧
中部	tioŋ˥˥pɔ˧˧
中醫	tioŋ˥˥i˥˥
中里	tioŋ˥˥li˥˧
中鋒	tioŋ˥˥hoŋ˥˥
中間	tioŋ˥˥kan˥˥
中音	tioŋ˥˥im˥˥
中風	tioŋ˨˩hoŋ˥˥
串	tshǹg1
串	tsʰuan˨˩
串仔	tshǹg1a˥˧
串聯	tsʰuan˨˩lian˨˦
串講	tsʰuan˨˩koŋ˥˧
串通	tsʰuan˨˩tʰoŋ˥˥
丸	uan˨˦
丸仔	uan˨˦a˥˧
丹	tan˥˥
丹毒	tan˥˥tok˨
丹田	tan˥˥tian˨˦
丹田無力	tan˥˥tian˨˦bo˨˦lat˦
丹紅	tan˥˥hoŋ˨˦
丹鳳	tan˥˥hoŋ˧˧
主	tsu˥˧
主人	tsu˥˧laŋ˨˦
主任	tsu˥˧dzim˧˧
主力	tsu˥˧lik˦
主動	tsu˥˧toŋ˧˧
主動的態度佮拍拚的精神是做人成功的基本條件	tsu˥˧toŋ˧˧e˨˦tʰai˧˧tɔ˧˧kaʔ˨pʰaʔ˨pĩã˨˩e˨˦tsiŋ˥˥sin˨˦si˧˧tso˨˩laŋ˨˦siŋ˨˦koŋ˥˥e˨˦ki˥˥pun˥˧tiau˨˦kĩã˧˧
主唱	tsu˥˧tsʰĩũ˨˩
主因	tsu˥˧in˥˥
主委	tsu˥˧ui˥˧
主婚	tsu˥˧hun˥˥
主婦	tsu˥˧hu˧˧
主宰	tsu˥˧tsãĩ˥˧
主將	tsu˥˧tsioŋ˨˩
主導	tsu˥˧to˧˧
主席	tsu˥˧sik˦
主張	tsu˥˧tĩũ˥˥
主意	tsu˥˧i˨˩
主持	tsu˥˧tsʰi˨˦
主播	tsu˥˧pɔ˨˩
主教	tsu˥˧kau˨˩
主機	tsu˥˧ki˥˥
主機板	tsu˥˧ki˥˥pan˥˧
主權	tsu˥˧kʰuan˨˦
主治	tsu˥˧ti˧˧
主流	tsu˥˧liu˨˦
主演	tsu˥˧ian˥˧
主管	tsu˥˧kuan˥˧
主編	tsu˥˧pian˥˥
主義	tsu˥˧gi˧˧
主菜	tsu˥˧tsʰai˨˩
主要	tsu˥˧iau˨˩
主見	tsu˥˧kian˨˩
主觀	tsu˥˧kuan˥˥
主角	tsu˥˧kak˨
主講	tsu˥˧kaŋ˥˧
主辦	tsu˥˧pan˧˧
主題	tsu˥˧te˨˦
主顧	tsu˥˧kɔ˨˩
主顧客	tsu˥˧kɔ˨˩kʰeʔ˨
主食	tsu˥˧sit˦
主體	tsu˥˧tʰe˥˧
丼	tom˨˦
久	ku˥˧
久久	ku˥˧ku˥˧
久久仔	ku˥˧ku˥˧a˥˧
久仰	kiu˥˧gioŋ˥˧
久來	ku˥˧lai˨˦
久年	ku˥˧ni˨˦
久見	kiu˥˧kian˨˩
久長	ku˥˧tŋ˥˥
久長病	ku˥˧tŋ˥˥pẽ˧˧
么	io˥˥
么二三	io˥˥dzi˧˧sã˥˥
之	tsi˥˥
之中	tsi˥˥tioŋ˥˥
之外	tsi˥˥gua˧˧
之間	tsi˥˥kan˥˥
乍	tsã˨˩
乎	hõ˨
乏	hat˦
乒乓	pʰin˥˥pʰoŋ˥˧
乖	kuai˥˥
乖巧	kuai˥˥kʰa˥˧
乙	it˨
乙等	it˨tiŋ˥˧
九	kau˥˧
九	kiu˥˧
九孔	kau˥˧kʰaŋ˥˧
九層塔	kau˥˧tsan˨˩tʰaʔ˨
九張犁	kau˥˧tĩũ˥˥le˨˦
九德	kiu˥˧tik˨
九曲堂	kiu˥˧kʰiok˨toŋ˨˦
九月颱	kau˥˧gueʔ˦tʰai˥˥
九芎仔	kiu˥˧kioŋ˥˥a˥˧
九芎仔柴	kiu˥˧kioŋ˥˥a˥˧tsʰa˨˦
九讚頭	kau˥˧tsan˨˩tʰau˨˦
九降風	kau˥˧kaŋ˨˩hoŋ˥˥
乞	kʰit˨
乞的	kʰit˨e˨˦
乞符仔	kʰit˨hu˨˦a˥˧
乞雨	kʰit˨hɔ˧˧
乞食	kʰit˨tsiaʔ˦
乞食下大願	kʰit˨tsiaʔ˦he˧˧tua˧˧guan˧˧
乞食也會出頭天	kʰit˨tsiaʔ˦ia˧˧e˧˧tsʰut˨tʰau˨˦tʰĩ˥˥
乞食也有三年好運	kʰit˨tsiaʔ˦ia˧˧u˧˧sã˥˥ni˨˦ho˥˧un˧˧
乞食命	kʰit˨tsiaʔ˦mia˧˧
乞食欲來分錢矣	kʰit˨tsiaʔ˦beʔ˨lai˨˦pun˥˥tsĩ˨˦aʔ˨
乞食琴	kʰit˨tsiaʔ˦kʰim˨˦
乞食趕廟公	kʰit˨tsiaʔ˦kũã˥˧bio˧˧koŋ˥˥
乞食身	kʰit˨tsiaʔ˦sin˥˥
乞食頭	kʰit˨tsiaʔ˦tʰau˨˦
乞龜	kʰit˨ku˥˥
也	ia˧˧
也好	ia˧˧ho˥˧
也是	ia˧˧si˧˧
也是學生	ia˧˧si˧˧hak˦siŋ˥˥
也有三寸煙	ia˧˧u˧˧sã˥˥tsʰun˨˩ian˥˥
也著箠	ia˧˧tioʔ˨tsʰue˨˦
也著糜	ia˧˧tioʔ˨mue˨˦
也著菜佮	ia˧˧tioʔ˨tsʰai˨˩kaʔ˨
也著還人四兩	ia˧˧tioʔ˨hiŋ˨˦laŋ˨˦si˨˩niu˥˧
乳名	dzu˥˧mia˨˦
乾	kan˥˥
乾	kũã˥˥
乾	kʰian˨˦
乾仔孫	kan˥˥a˥˧sun˥˥
乾杯	kan˥˥pue˥˥
亂	luan˧˧
亂七八糟	luan˧˧tsʰi˥˥pa˥˥tsau˥˥
亂世	luan˧˧se˨˩
亂使	luan˧˧su˥˧
亂來	luan˧˧lai˨˦
亂彈	lan˧˧tʰan˨˦
亂操操	luan˧˧tsʰau˥˥tsʰau˥˥
亂源	luan˧˧guan˨˦
亂碼	luan˧˧be˥˧
亂講	luan˧˧koŋ˥˧
亂象	luan˧˧sioŋ˧˧
亂鐘仔	luan˧˧tsiŋ˥˥a˥˧
了	liau˥˧
了不起	liau˥˧put˨kʰi˥˧
了了	liau˥˧liau˥˧
了力	liau˥˧lat˦
了尾仔囝	liau˥˧bue˥˧a˥˧kĩã˥˧
了工	liau˥˧kaŋ˥˥
了工閣蝕本	liau˥˧kaŋ˥˥koʔ˨siʔ˦pun˥˧
了後	liau˥˧au˧˧
了本	liau˥˧pun˥˧
了然	liau˥˧dzian˨˦
了結	liau˥˧kiat˨
了解	liau˥˧kai˥˧
了錢	liau˥˧tsĩ˨˦
了錢生理無人做	liau˥˧tsĩ˨˦siŋ˥˥li˥˧bo˨˦laŋ˨˦tso˨˩
予	hɔ˧˧
予人客方便	hɔ˧˧laŋ˨˦kʰeʔ˨hoŋ˥˥pian˧˧
予人看無	hɔ˧˧laŋ˨˦kʰũã˨˩bo˨˦
予人聽著心肝頭袂爽快	hɔ˧˧laŋ˨˦tʰĩã˥˥tioʔ˨sim˥˥kũã˥˥tʰau˨˦be˧˧soŋ˥˧kʰuai˨˩
予人鼻著強欲反腹	hɔ˧˧laŋ˨˦pʰĩ˧˧tioʔ˨kioŋ˧˧beʔ˨piŋ˥˧pak˨
予伊	hɔ˧˧i˥˥
予伊去啦！莫插伊	hɔ˧˧i˥˥kʰi˨˩lah!1mai˨˩tsʰap˨i˥˥
予伊食去	hɔ˧˧i˥˥tsiaʔ˦kʰi˨˩
予你加無閒	hɔ˧˧li˥˧ke˥˥bo˨˦iŋ˨˦
予你生一个有𡳞脬	hɔ˧˧li˥˧sẽ˥˥tsit˦e˨˦u˧˧lan˧˧pʰa˥˥
予尻川坐數	hɔ˧˧kʰa˥˥tsʰŋ˥˥tsʰe˧˧siau˨˩
事	su˧˧
事主	su˧˧tsu˥˧
事事項項	su˧˧su˧˧haŋ˧˧haŋ˧˧
事件	su˧˧kĩã˧˧
事先	su˧˧sian˥˥
事務	su˧˧bu˧˧
事務所	su˧˧bu˧˧sɔ˥˧
事宜	su˧˧gi˨˦
事實	su˧˧sit˦
事後	su˧˧au˧˧
事故	su˧˧kɔ˨˩
事業	su˧˧giap˦
事物	su˧˧but˦
事理	su˧˧li˥˧
事蹟	su˧˧tsik˨
事項	su˧˧haŋ˧˧
二	dzi˧˧
二九暝	dzi˧˧kau˥˧me˨˦
二九暝家家戶戶攏咧圍爐	dzi˧˧kau˥˧me˨˦ke˥˥ke˥˥hɔ˧˧hɔ˧˧loŋ˥˧teʔ˨ui˨˦lɔ˨˦
二代表	dzi˧˧tai˧˧piau˥˧
二來我無興趣	dzi˧˧lai˨˦gua˥˧bo˨˦hiŋ˨˩tsʰu˨˩
二十出	dzi˧˧tsap˦tsʰut˨
二房	dzi˧˧paŋ˨˦
二手	dzi˧˧tsʰiu˥˧
二手貨	dzi˧˧tsʰiu˥˧hue˨˩
二指	dzi˧˧tsãĩ˥˧
二步七仔	dzi˧˧pɔ˧˧tsʰit˨a˥˧
二氧化碳	dzi˧˧ioŋ˥˧hua˨˩tʰũã˨˩
二水	dzi˧˧tsui˥˧
二結	dzi˧˧kiat˨
二緣	dzi˧˧ian˨˦
二萬坪	dzi˧˧ban˧˧pẽ˨˦
互信	hɔ˧˧sin˨˩
互助	hɔ˧˧tsɔ˧˧
互動	hɔ˧˧toŋ˧˧
互惠	hɔ˧˧hui˧˧
互相	hɔ˧˧sioŋ˥˥
互相落氣	hɔ˧˧sioŋ˥˥lau˨˩kʰui˨˩
互補	hɔ˧˧pɔ˥˧
五	gɔ˧˧
五	ŋɔ˥˧
五仁	ŋɔ˥˧dzin˨˦
五仁月餅	ŋɔ˥˧dzin˨˦gueʔ˦pĩã˥˧
五分仔車	gɔ˧˧hun˥˥a˥˧tsʰia˥˥
五分車	gɔ˧˧hun˥˥tsʰia˥˥
五加皮	ŋɔ˥˧ka˥˥pi˨˦
五十外歲	gɔ˧˧tsap˦gua˧˧hue˨˩
五四三	gɔ˧˧si˨˩sã˥˥
五堵	gɔ˧˧tɔ˥˧
五塊厝	gɔ˧˧te˨˩tsʰu˨˩
五子直	gɔ˧˧dzi˥˧tit˦
五官	ŋɔ˥˧kuan˥˥
五彩	ŋɔ˥˧tsʰai˥˧
五日節	gɔ˧˧dzit˦tseʔ˨
五星級	gɔ˧˧tsʰẽ˥˥kip˨
五月節	gɔ˧˧gueʔ˦tseʔ˨
五柳居	ŋɔ˥˧liu˥˧ki˥˥
五權	ŋɔ˥˧kʰuan˨˦
五權國小	ŋɔ˥˧kʰuan˨˦kok˨sio˥˧
五福	ŋɔ˥˧hok˨
五穀	ŋɔ˥˧kok˨
五筋膎	gɔ˧˧kin˥˥ke˨˦
五肢指頭仔伸出來無平長	gɔ˧˧ki˥˥tsiŋ˥˧tʰau˨˦a˥˧tsʰun˥˥tsʰut˨lai˨˦bo˨˦pẽ˨˦tŋ˥˥
五臟	ŋɔ˥˧tsoŋ˧˧
五花十色	gɔ˧˧hue˥˥tsap˦sik˨
五路	ŋɔ˥˧lɔ˧˧
五金	ŋɔ˥˧kim˥˥
五金行	ŋɔ˥˧kim˥˥haŋ˨˦
五領衫	gɔ˧˧nia˥˧sã˥˥
五香	ŋɔ˥˧hiaŋ˥˥
井	tsẽ˥˧
井水	tsẽ˥˧tsui˥˧
亞太	a˥˥tʰai˨˩
亞東醫院	a˥˥taŋ˥˥pẽ˧˧ĩ˧˧
亞洲	a˥˥tsiu˥˥
亞軍	a˥˥kun˥˥
亞運	a˥˥un˧˧
亞鉛	a˥˥ian˨˦
亞鉛線	a˥˥ian˨˦sũã˨˩
亞鉛鉼	a˥˥ian˨˦pʰĩã˥˧
亡	boŋ˨˦
亡兄	boŋ˨˦hiŋ˥˥
亡國	boŋ˨˦kok˨
亡魂	boŋ˨˦hun˨˦
交	kau˥˥
交	ka˥˥
交	kiau˥˥
交仗	kau˥˥tioŋ˧˧
交付	kau˥˥hu˨˩
交代	kau˥˥tai˨˩
交保	kau˥˥po˥˧
交割	kau˥˥kuaʔ˨
交力坪	ka˥˥lik˦pẽ˨˦
交叉	kau˥˥tsʰe˥˥
交友	kau˥˥iu˥˧
交定	kau˥˥tĩã˧˧
交往	kau˥˥oŋ˥˧
交情	kau˥˥tsiŋ˨˦
交懍恂	ka˥˥lun˥˧sun˥˧
交戰	kau˥˥tsian˨˩
交接	kau˥˥tsiap˨
交插	kau˥˥tsʰap˨
交換	kau˥˥ũã˧˧
交易	kau˥˥ik˦
交易	ka˥˥iaʔ˦
交替	kau˥˥tʰe˨˩
交會	kau˥˥hue˧˧
交朋友愛細膩	kau˥˥piŋ˨˦iu˥˧ai˨˩se˨˩dzi˧˧
交椅	kau˥˥i˥˧
交流	kau˥˥liu˨˦
交涉	kau˥˥siap˦
交結	kau˥˥kiat˨
交繃	kau˥˥pẽ˥˥
交織	kau˥˥tsit˨
交纏	kau˥˥tĩ˨˦
交落	ka˥˥lauʔ˦
交落枕	ka˥˥lauʔ˦tsim˥˧
交落身	ka˥˥lauʔ˦sin˥˥
交葛	kau˥˥kat˨
交談	kau˥˥tam˨˦
交貨	kau˥˥hue˨˩
交通	kau˥˥tʰoŋ˥˥
交關	kau˥˥kuan˥˥
交陪	kau˥˥pue˨˦
交際	kau˥˥tse˨˩
交響曲	kau˥˥hioŋ˥˧kʰik˨
交響樂	kau˥˥hioŋ˥˧gak˦
亥	hai˧˧
亦	ik˦
享受	hiaŋ˥˧siu˧˧
享有	hiaŋ˥˧iu˥˧
享用	hiaŋ˥˧ioŋ˧˧
享福	hiaŋ˥˧hok˨
京戲	kĩã˥˥hi˨˩
亭	tiŋ˨˦
亭仔	tiŋ˨˦a˥˧
亭仔跤	tiŋ˨˦a˥˧kʰa˥˥
人	dzin˨˦
人	laŋ˨˦
人世	dzin˨˦se˨˩
人中	dzin˨˦tioŋ˥˥
人中長的人較長歲壽	dzin˨˦tioŋ˥˥tŋ˥˥e˨˦laŋ˨˦kʰaʔ˨tŋ˥˥hue˨˩siu˧˧
人之初	dzin˨˦tsi˥˥tsʰɔ˥˥
人事	dzin˨˦su˧˧
人事室	dzin˨˦su˧˧sik˨
人事局	dzin˨˦su˧˧kiok˨
人人	laŋ˨˦laŋ˨˦
人倫	dzin˨˦lun˨˦
人兩跤	laŋ˨˦nŋ˥˥kʰa˥˥
人力	dzin˨˦lik˦
人參	dzin˨˦sim˥˥
人參一石	dzin˨˦sim˥˥tsit˦tsioʔ˨
人口	dzin˨˦kʰau˥˧
人命	laŋ˨˦mia˧˧
人和	dzin˨˦ho˨˦
人咧做	laŋ˨˦teʔ˨tso˨˩
人員	dzin˨˦uan˨˦
人在人情在	dzin˨˦tsai˧˧dzin˨˦tsiŋ˨˦tsai˧˧
人士	dzin˨˦su˧˧
人壽	dzin˨˦siu˧˧
人客	laŋ˨˦kʰeʔ˨
人客才會愛來	laŋ˨˦kʰeʔ˨tsiaʔ˨e˧˧ai˨˩lai˨˦
人家	dzin˨˦ke˥˥
人家厝仔	dzin˨˦ke˥˥tsʰu˨˩a˥˧
人就破病	laŋ˨˦to˧˧pʰua˨˩pẽ˧˧
人工	laŋ˨˦kaŋ˥˥
人影	laŋ˨˦ĩã˥˧
人心	dzin˨˦sim˥˥
人心肝	laŋ˨˦sim˥˥kũã˥˥
人性	dzin˨˦siŋ˨˩
人情	dzin˨˦tsiŋ˨˦
人情世事	dzin˨˦tsiŋ˨˦se˨˩su˧˧
人情世事有夠濟	dzin˨˦tsiŋ˨˦se˨˩su˧˧u˧˧kau˨˩tse˧˧
人情世事陪到到	dzin˨˦tsiŋ˨˦se˨˩su˧˧pue˨˦kau˨˩kau˨˩
人情留一線	dzin˨˦tsiŋ˨˦lau˨˦tsit˦sũã˨˩
人懸漢大	laŋ˨˦kuan˨˦han˨˩tua˧˧
人才	laŋ˨˦tsai˨˦
人數	dzin˨˦sɔ˨˩
人文	dzin˨˦bun˨˦
人有七孔	laŋ˨˦u˧˧tsʰit˨kʰoŋ˥˧
人望	dzin˨˦boŋ˧˧
人未到	laŋ˨˦bue˧˧kau˨˩
人格	dzin˨˦keʔ˨
人權	dzin˨˦kʰuan˨˦
人次	dzin˨˦tsʰu˨˩
人欲來揣你算數矣	laŋ˨˦beʔ˨lai˨˦tsʰue˧˧li˥˧sǹg1siau˨˩aʔ˨
人毋管啦！	laŋ˨˦m˥˥kuan˥˧lah!1
人民	dzin˨˦bin˨˦
人氣	dzin˨˦kʰi˨˩
人潮	dzin˨˦tiau˨˦
人濟話就濟	laŋ˨˦tse˧˧ue˧˧to˧˧tse˧˧
人為	dzin˨˦ui˨˦
人無千日好	laŋ˨˦bo˨˦tsʰian˥˥dzit˦ho˥˧
人無照天理	laŋ˨˦bo˨˦tsiau˨˩tʰĩ˥˥li˥˧
人無爽快	laŋ˨˦bo˨˦soŋ˥˧kʰuai˨˩
人物	dzin˨˦but˦
人牽毋行	laŋ˨˦kʰan˥˥m˥˥kĩã˨˦
人生	dzin˨˦siŋ˥˥
人生短短仔	dzin˨˦siŋ˥˥te˥˧te˥˧a˥˧
人的五臟六腑攏是真重要的	laŋ˨˦e˨˦ŋɔ˥˧tsoŋ˧˧liok˨hu˥˧loŋ˥˧si˧˧tsin˥˥tioŋ˧˧iau˨˩e˨˦
人的喙	laŋ˨˦e˨˦tsʰui˨˩
人種	dzin˨˦tsioŋ˥˧
人範	laŋ˨˦pan˧˧
人緣	laŋ˨˦ian˨˦
人群	dzin˨˦kun˨˦
人若予人比並做精牲就足毋值矣！	laŋ˨˦na˧˧hɔ˧˧laŋ˨˦pi˥˧pʰiŋ˧˧tso˨˩tsiŋ˥˥sẽ˥˥to˧˧tsiok˨m˥˥tat˦ah!1
人若肯拍拚	laŋ˨˦na˧˧kʰiŋ˥˧pʰaʔ˨pĩã˨˩
人若衰	laŋ˨˦na˧˧sue˥˥
人講會做翁仔某是頂世人相欠債	laŋ˨˦koŋ˥˧e˧˧tso˨˩aŋ˥˥a˥˧bɔ˥˧si˧˧tiŋ˥˧si˨˩laŋ˨˦sio˥˥kʰiam˨˩tse˨˩
人質	dzin˨˦tsit˨
人身	dzin˨˦sin˥˥
人較無愛佮伊鬥陣	laŋ˨˦kʰaʔ˨bo˨˦ai˨˩kaʔ˨i˥˥tau˨˩tin˧˧
人造	dzin˨˦tso˧˧
人造雨	dzin˨˦tso˧˧hɔ˧˧
人道	dzin˨˦to˧˧
人選	dzin˨˦suan˥˧
人間	dzin˨˦kan˥˥
人際	dzin˨˦tse˨˩
人面	laŋ˨˦bin˧˧
人頭	laŋ˨˦tʰau˨˦
人額	laŋ˨˦giaʔ˦
人類	dzin˨˦lui˧˧
人飼人	laŋ˨˦tsʰi˧˧laŋ˨˦
人馬	dzin˨˦ma˥˧
人體	dzin˨˦tʰe˥˧
仁	dzin˨˦
仁丹	dzin˨˦tan˥˥
仁仁仁	dzin˨˦dzin˨˦dzin˨˦
仁德	dzin˨˦tik˨
仁愛	dzin˨˦ai˨˩
仁慈	dzin˨˦tsu˨˦
仁義	dzin˨˦gi˧˧
仁者	dzin˨˦tsia˥˧
仄	tseʔ˨
仆	pʰak˨
仇	siu˨˦
仇人	siu˨˦dzin˨˦
仇恨	siu˨˦hun˧˧
今	tã˥˥
今仔	tã˥˥a˥˧
今仔日	kin˥˥a˥˧dzit˦
今仔日佇西門町有一陣兄弟咧捙拚	kin˥˥a˥˧dzit˦ti˧˧se˥˥mŋ˥˥tiŋ˥˥u˧˧tsit˦tin˧˧hĩã˥˥ti˧˧teʔ˨tsʰia˥˥pĩã˨˩
今仔日佇高速公路發生一件反車的意外	kin˥˥a˥˧dzit˦ti˧˧ko˥˥sok˨koŋ˥˥lɔ˧˧huat˨siŋ˥˥tsit˦kĩã˧˧piŋ˥˧tsʰia˥˥e˨˦i˨˩gua˧˧
今仔日十六	kin˥˥a˥˧dzit˦tsap˦lak˦
今仔日天氣無好	kin˥˥a˥˧dzit˦tʰĩ˥˥kʰi˨˩bo˨˦ho˥˧
今仔日是大日	kin˥˥a˥˧dzit˦si˧˧tua˧˧dzit˦
今仔日是我的生日	kin˥˥a˥˧dzit˦si˧˧gua˥˧e˨˦sẽ˥˥dzit˦
今仔日有一个和尚來遮化緣	kin˥˥a˥˧dzit˦u˧˧tsit˦e˨˦hue˨˦sĩũ˧˧lai˨˦tsia˥˥hua˨˩ian˨˦
今仔日的日頭真猛	kin˥˥a˥˧dzit˦e˨˦dzit˦tʰau˨˦tsin˥˥me˥˧
今仔日的會議由伊來主持	kin˥˥a˥˧dzit˦e˨˦hue˧˧gi˧˧iu˨˦i˥˥lai˨˦tsu˥˧tsʰi˨˦
今年	kin˥˥ni˨˦
今年六月冬稻仔誠飽穗	kin˥˥ni˨˦lak˦gueʔ˦taŋ˥˥tiu˧˧a˥˧tsĩã˨˦pa˥˧sui˧˧
今年是壬午年	kin˥˥ni˨˦si˧˧dzim˨˦ŋɔ˥˧ni˨˦
今年的雨水真充足	kin˥˥ni˨˦e˨˦hɔ˧˧tsui˥˧tsin˥˥tsʰioŋ˥˥tsiok˨
今後	kim˥˥au˧˧
今才	tã˥˥tsiaʔ˨
今攏害了了矣！	tã˥˥loŋ˥˧hai˧˧liau˥˧liau˥˧ah!1
介入	kai˨˩dzip˦
介在	kai˨˩tsai˧˧
介在你欲做毋做	kai˨˩tsai˧˧li˥˧beʔ˨tso˨˩m˥˥tso˨˩
介紹	kai˨˩siau˧˧
介紹新產品	kai˨˩siau˧˧sin˥˥san˥˧pʰin˥˧
介面	kai˨˩bin˧˧
仔	a˥˧
仕	su˧˧
仕途	su˧˧tɔ˨˦
他人	tʰã˥˥dzin˨˦
他鄉	tʰã˥˥hioŋ˥˥
付	hu˨˩
付出	hu˨˩tsʰut˨
付款	hu˨˩kʰuan˥˧
付費	hu˨˩hui˨˩
付錢	hu˨˩tsĩ˨˦
仙	sian˥˥
仙	sian˥˧
仙丹	sian˥˥tan˥˥
仙人	sian˥˥dzin˨˦
仙人拍鼓有時錯	sian˥˥dzin˨˦pʰaʔ˨kɔ˥˧iu˥˧si˨˦tsʰo˨˩
仙境	sian˥˥kiŋ˥˧
仙女	sian˥˥li˥˧
仙女下凡	sian˥˥li˥˧ha˧˧huan˧˧
仙姑	sian˥˥kɔ˥˥
仙拚仙	sian˥˥pĩã˨˩sian˥˥
仙桃	sian˥˥tʰo˨˦
仙洞	sian˥˥toŋ˧˧
仙草	sian˥˥tsʰau˥˧
仙講都毋聽	sian˥˥koŋ˥˧to˥˥m˥˥tʰĩã˥˥
仙都毋通做歹囝	sian˥˥to˥˥m˥˥tʰaŋ˥˥tso˨˩pʰãĩ˥˧kĩã˥˧
仝	kaŋ˧˧
仝心	kaŋ˧˧sim˥˥
仝款	kaŋ˧˧kʰuan˥˧
仝沿	kaŋ˧˧ian˨˦
仝爸各母	kaŋ˧˧pe˧˧koʔ˨bu˥˧
代	tai˧˧
代	te˧˧
代價	tai˧˧ke˨˩
代先	tai˧˧siŋ˥˥
代先明呼明唱	tai˧˧siŋ˥˥biŋ˨˦hɔ˥˥biŋ˨˦tsʰiaŋ˨˩
代勞	tai˧˧lo˨˦
代名詞	tai˧˧biŋ˨˦su˨˦
代工	tai˧˧kaŋ˥˥
代書	tai˧˧su˥˥
代替	tai˧˧tʰe˨˩
代步	tai˧˧pɔ˧˧
代理	tai˧˧li˥˧
代碼	tai˧˧be˥˧
代筆	tai˧˧pit˨
代號	tai˧˧ho˧˧
代表	tai˧˧piau˥˧
代言人	tai˧˧gian˨˦dzin˨˦
代誌	tai˧˧tsi˨˩
代誌做了真四序	tai˧˧tsi˨˩tso˨˩liau˥˧tsin˥˥su˨˩si˧˧
代誌做到半中站	tai˧˧tsi˨˩tso˨˩kau˨˩pũã˨˩tioŋ˥˥tsam˧˧
代誌做好矣	tai˧˧tsi˨˩tso˨˩ho˥˧aʔ˨
代誌做猶未一半	tai˧˧tsi˨˩tso˨˩iau˥˧bue˧˧tsit˦pũã˨˩
代誌做甲半路就閬港矣	tai˧˧tsi˨˩tso˨˩kaʔ˨pũã˨˩lɔ˧˧to˧˧laŋ˨˩kaŋ˥˧aʔ˨
代誌就去了了矣	tai˧˧tsi˨˩to˧˧kʰi˨˩liau˥˧liau˥˧aʔ˨
代誌就會成功	tai˧˧tsi˨˩to˧˧e˧˧siŋ˨˦koŋ˥˥
代誌已經做一半矣	tai˧˧tsi˨˩i˥˧kiŋ˥˥tso˨˩tsit˦pũã˨˩aʔ˨
代誌按呢一直吊佇半空中嘛毋是辦法	tai˧˧tsi˨˩an˥˧ne˥˥it˨tit˦tiau˨˩ti˧˧pũã˨˩kʰoŋ˥˥tioŋ˥˥ma˧˧m˥˥si˧˧pan˧˧huat˨
代誌會不得了	tai˧˧tsi˨˩e˧˧put˨tik˨liau˥˧
代誌會成袂成	tai˧˧tsi˨˩e˧˧siŋ˨˦be˧˧siŋ˨˦
代謝	tai˧˧sia˧˧
代辦	tai˧˧pan˧˧
代銷	tai˧˧siau˥˥
令	liŋ˧˧
令堂	liŋ˧˧toŋ˨˦
令尊	liŋ˧˧tsun˥˥
以	i˥˧
以上	i˥˧sioŋ˧˧
以下	i˥˧ha˧˧
以你的經驗來看	i˥˧li˥˧e˨˦kiŋ˥˥giam˧˧lai˨˦kʰũã˨˩
以來	i˥˧lai˨˦
以免	i˥˧bian˥˧
以前	i˥˧tsiŋ˨˦
以及	i˥˧kip˦
以外	i˥˧gua˧˧
以往	i˥˧oŋ˥˧
以後	i˥˧au˧˧
以早	i˥˧tsa˥˧
以為	i˥˧ui˨˦
件	kĩã˧˧
任	dzim˧˧
任何	dzim˧˧ho˨˦
任內	dzim˧˧lai˧˧
任務	dzim˧˧bu˧˧
任命	dzim˧˧biŋ˧˧
任意	dzim˧˧i˨˩
任期	dzim˧˧ki˨˦
任職	dzim˧˧tsit˨
份	hun˧˧
份子	hun˧˧tsu˥˧
份量	hun˧˧lioŋ˧˧
份額	hun˧˧giaʔ˦
仿	hoŋ˥˧
仿仔	hoŋ˥˧a˥˧
仿仔雞	hoŋ˥˧a˥˧ke˥˥
企圖	kʰi˨˩tɔ˨˦
企業	kʰi˨˩giap˦
企管	kʰi˨˩kuan˥˧
伊	i˥˥
