5	t
ауторство	autǒːrstʋo
аутостоп	ǎutostop
аутострада	ǎutostraːda
аутосугестија	autosugěstija
аутохтон	autǒxton
аутсајдер	autsǎjder
аутсајдерски	autsǎjderski
аутсајдерски	autsǎjderskiː
афганистан	afganǐstaːn
афганистански	afganǐstaːnskiː
афект	ǎfekt
афектација	afektǎːtsija
афектација	afɛktˈatsijˈa
афектирати	afektǐːrati
афел	ǎfel
афера	afěːra
аферим	afěrim
афикс	ǎfiks
афинитет	afinǐteːt
афирмативан	âfirmatiːʋan
афирмативно	âfirmatiːʋno
афирмација	afirmǎːtsija
афирмиран	afǐrmiːraːn
афирмирати	afirmǐːrati
афоризам	aforǐzam
афорист	afǒrist
афористички	aforǐstitʃkiː
африка	ǎfrika
африка	ˈafrika
африканац	afrikǎːnats
африканизам	afrikanǐzam
африканизација	afrikanizǎːtsija
африканка	afrǐkaːnka
африкански	afrǐkaːnskiː
африката	afrikǎːta
африке	afriːkːi
афрички	ǎfritʃkiː
афродизијак	afrodǐzijak
афродита	afrǒdita
ахат	âxaːt
ахбаб	ǎxbaːb
ахил	ǎxil
ахиму	ahimˈu
ахирет	ǎːxiret
ацетат	atsětaːt
ацетилен	atsetǐleːn
ацетон	atsětoːn
ашенбехер	ǎʃenbexer
ашигџија	aʃǐgdʒija
ашик	ǎʃik
ашиклија	aʃǐklija
ашиклук	aʃǐkluk
ашиковати	ǎʃikoʋati
ађутант	adʑǔtant
ајам	ǎːjam
ајатолах	ajatǒlax
ајвар	ǎjʋaːr
ајде	ǎjde
ајкула	âjkula
ајме	ǎjme
ајмех	ǎjmex
ајмо	ǎjmo
аљамиадо	aʎamiado
аљаска	ǎʎaska
аљаски	ǎʎaskiː
аљкав	âʎkaʋ
аљкаво	âʎkaʋo
аџуван	adʒǔʋaːn
б	b
баба	bâba
бабарога	babarǒːga
бабилонски	bâbiloːnskiː
бабица	bâbitsa
бабице	babitsɛ
бабичити	babitʃɪti
бабо	bǎːbo
бабовина	baːboːxina
бабовић	baboviʃ
бабун	bǎbuːn
бабуна	bǎbuna
бабурак	baːbuːrak
бабурача	bapuraˈtʃa
бабурда	babuurda
баварска	bǎʋaːrska
баварски	bǎʋarski
баварски	bǎʋarskiː
бавити	bâʋiti
багдад	bǎgdaːd
багдадски	bǎgdadskiː
багер	bǎːger
багрем	bǎgrem
бадава	badǎʋa
бадањ	bǎdaɲ
бадем	bǎːdem
бадњак	bâdɲaːk
баждар	bǎʒdaːr
баждарити	baʒdǎːriti
база	bǎːza
базалт	bazlt
базар	bazɑːr
базати	bǎːzati
базга	bǎzga
базга	vazga
баздети	bǎzdeti
баздјети	bǎzdjeti
базен	bǎzeːn
базилика	bɑzilika
базирати	bazǐːrati
бакa	baka
бака	bǎːka
бакалар	bakǎlaːr
бакалница	bakaɫnitsa
бакар	bǎkar
баклава	aklaːva
баклава	baklǎʋa
баковић	bakovitʃ
бакрен	bǎkren
бакрорез	bâkroreːz
бактати	bǎktati
бактериолог	bakteriǒlog
бактериологија	bakteriolǒgija
бактериолошки	bakteriǒloʃkiː
бактерија	bǎkteːrija
баку	bǎku
бакшиш	bǎkʃiʃ
бакља	bâkʎa
бакљада	bakʎǎːda
бакљоноша	bâkʎonoʃa
бала	bâla
балав	bâlaʋ
балавац	bâlaʋats
балавити	bâlaʋiti
балавица	bâlaʋitsa
балада	balǎːda
балалајка	balaɫajka
баланс	bǎlans
балансирати	balansǐːrati
баласт	bǎlast
балван	bǎlʋan
балега	balěːga
балега	bâlega
балегати	balěgati
балегати	balɛgati
балерина	balerǐːna
балет	bǎleːt
балетан	balət̪an
балетеза	balet̪esa
балзам	bǎlzam
балзамирати	balzamǐːrati
балистика	balǐstika
балистички	balǐstitʃki
балистички	balǐstitʃkiː
балити	bâliti
балија	balia
балија	bǎlija
балкан	bǎlkaːn
балканац	balkǎːnats
балканизирати	balkanizǐːrati
балканка	balkˈanˈkˈa
балкански	bǎlkaːnski
балкански	bǎlkaːnskiː
балкон	balkoːn
балкон	bǎlkoːn
балконски	bˈɑlkˈonskˈi
балон	baloɔn
балон	bǎloːn
балонар	balonaɾ
балота	balɔta
балотирати	bavotiːratiː
балсам	β̞alsam
балта	balt̪ɾ
балтик	bǎltik
балтички	bǎltitʃkiː
балчак	bǎltʃak
бамбус	bambuz
бамбус	bǎmbus
бамбусов	bǎmbusoʋ
бамија	bǎmija
бамња	bamʎˈa
бан	bâːn
бан	bɑːn
банак	baːnək
баналан	bonaɑlan
баналан	bǎnaːlan
банализирати	banalizǐːrati
банално	bǎnaːlno
баналност	banalmost
баналност	banǎːlnoːst
банана	banǎːna
банана	banˈana
банање	baːnaːnjɛ
бангавост	bangabˈost
бангати	balˈgˈati
бангкок	bǎngkok
бангладеш	bǎngladeʃ
банда	baːnda
банда	bâːnda
бандера	banděːra
бандистка	banbist̪ka
бандит	bǎndiːt
бандитски	bǎndiːtski
бандитски	bǎndiːtskiː
бандица	banʲvitsa
бандоглав	bandǒglaʋ
бандоглавост	bandǒglaʋoːst
баница	baniˈtsɑ
банија	banjja
банка	bˈanka
банкама	baːnkaːmaː
банкар	bǎnkaːr
банкарски	bǎnkaːrskiː
банкарском	bankarˈskɔm
банкарство	bankaːrstvo
банкет	bǎnkeːt
банкиза	bankiːzɑ
банкина	bankiːnˈa
банкина	bankǐːna
банкнота	banknǒːta
банкократ	bankokɾat
банкрот	bǎnkroːt
банкротер	bankrǒteːr
банкротирати	bankrotǐːrati
банкротирати	bankrtiːraːti
банкротски	bankrutski
бановати	banovati
банути	bǎnuti
банци	banˈtʃi
банчити	bâːntʃiti
бап	ba
бар	bâr
бар	bâːr
бара	bâra
бараба	barǎba
бараба	bˈaɾaba
барабити	berabiti
баражирати	ˈbaraʒiːrati
баражни	baraːʒnɨ
барака	barǎka
баракуда	barakǔːda
баран	bǎran
баратати	barǎtati
барачина	baratʃɛna
барбадос	barbǎːdos
барбадоски	barbǎːdoskiː
барбар	bǎrbar
барбаризам	barbarǐzam
барбаризовати	barbariːzoˈvɑːtiː
барбарски	bǎrbarski
барбарски	bǎrbarskiː
барбарство	bǎrbaːrstʋo
барбика	bǎrbika
барбун	barbuˈn
барбут	barbuːt
барел	bǎrel
барем	bǎrem
барикада	barikǎːda
барити	bʲaːrjti
баритон	baliton
баритон	bǎritoːn
баритона	barǐtona
баритона	beritona
барица	baritʃa
баријера	barijěːra
барка	bâːrka
барок	bǎrok
барокни	bǎrokniː
барометар	bârometar
барон	bǎroːn
барселона	barselǒːna
барут	bǎːrut
барчица	bâːrtʃitsa
баршун	bǎrʃuːn
баршунаст	bǎrʃunast
барјак	bǎrjaːk
барјактар	bariaktaːr
барјактар	barjǎktaːr
барјактарити	barjaktǎːriti
бас	bâs
баск	bâsk
баскијски	bâskiːjski
баскијски	bâskiːjskiː
басна	bâsna
баснослован	basnˈosloˈvɛn
баснослован	bâsnosloːʋan
бастра	bˈɑstra
бат	bât
бат	bâːt
батак	bâtaːk
батаљун	batǎʎuːn
батерија	bǎteːrija
батина	batɪna
батина	bǎtina
батинати	batǐnati
батли	bˈatəlˌi
батлија	bǎtlija
батргати	batrˈgati
батуленка	batulɛnka
бауљати	baǔʎati
бахат	bâxat
бахатити	baxǎtiti
бахато	baxatʊ
бахато	bǎxato
бахатост	bǎxatoːst
бахорити	bâxoriti
бахреин	bǎxrein
бахреински	baxreǐnskiː
бахт	bâxt
бацакати	batsǎkati
бацати	batʃati
бацати	bǎtsati
бацач	bǎtsaːtʃ
бацачица	batsǎtʃitsa
бацањ	baːtsan
бацање	bǎtsaːɲe
бацање	vatsaɲe
бацаћу	batsatʃu
бацил	bǎtsiːl
бацити	baːtsiti
бацити	bǎːtsiti
бачва	bâtʃʋa
бачва	bˈatʃva
бачванин	batʃˈvˈaːnˌn
бачванче	baːtʃvˈaːntʃ
бачвар	bâtʃʋaːr
бачвара	batʃbara
бачка	bâːtʃkaː
бачкавич	batʃkavitʃ
бачки	bâːtʃkiː
баш	bâʃ
баш	bˈas
башица	bwaʃɪtstsa
башкалук	bˈaʃkʌlˈuk
башкарити	bɒʃkariːti
башлика	baʃlɨka
башта	baːʃt
башта	bǎːʃta
баштина	bast̪ina
баштина	bâʃtina
баштиник	bâʃtiniːk
баштинити	bâʃtiniti
баштиница	bâʃtinitsa
баштованка	paʃtovaæmka
баштовански	baʃtovaːnski
баштон	bǎʃtoːn
баштун	bǎʃtuːn
башуна	bˌɑʃˈuna
башут	bˈaʃut
башча	bǎːʃtʃa
башчаршија	bâʃtʃarʃija
башче	bǎːʃtʃe
башчован	baʃtʃǒʋaːn
бајаги	bajǎgi
бајам	bǎjam
бајан	bâːjan
бајат	bǎjat
бајати	bâjati
бајка	bâːjka
бајонет	bajǒneːt
бајонета	bajoněːta
бајослован	bâjosloːʋan
бајрам	bǎjram
бајрамовати	bǎjramoʋati
бајт	bâjt
бајта	bâːjta
бајунет	bajǔneːt
бајунета	bajuněːta
баљезгати	baʎězgati
бањ	bâɲ
бања	bâɲa
бања	bˈaɲˈa
бањак	baːnjak
бањати	bâɲati
бањица	bâɲitsa
баћа	bǎːtɕa
баћушка	bˈatʃuʃka
баџа	baʒa
баџа	bǎːdʒa
бденије	bɪdˈeːniːjɛ
бдети	bdêti
бдјети	bdjêti
беатификација	beatifikǎːtsija
беба	be˩˥ːba˥˩
беба	běːba
бебан	bɛban
бебаст	bɛbast
бебица	bɛbitsa
беванда	běʋaːnda
бег	bˈeɪk
бегати	bêgati
беглајтер	beglǎjter
бегунац	begǔːnats
бегуница	begˈulˈitsˈa
беда	beːda
бедак	bědaːk
бедан	beːɾˈdan
бедан	bêːdan
бедаст	beˈd̪ɐst
бедаст	bêdast
бедастоћа	bedastǒtɕa
бедем	bědem
бединерица	bedǐːneritsa
бедити	beˈɛditʃi
бедник	bêːdniːk
бедно	bêːdno
бедро	bědro
бедуин	bedǔiːn
бежанија	beʒaːne̞ja
бежати	běʒati
беженство	běʒeːnstʋo
беживотан	bêʒiʋotan
без	bêz
без	bɛz
безазлен	bezǎzlen
безазлено	bezǎzleno
безазленост	bezǎzlenoːst
безакон	bezaɾkɔn
безаконик	bezɑːrkoːniːk
безаконит	bezǎːkonit
безаконито	bezǎːkonito
безакоњак	bɛzaːkoɲak
безакоње	bezǎːkoɲe
безалкохолан	bězalkoxoːlan
безбедност	bězbednôːst
безбожан	bězboʒan
безбожац	bězboʒats
безбожник	bězboʒniːk
безбожница	bězboʒnitsa
безбожнички	bězboʒnitʃki
безбожнички	bězboʒnitʃkiː
безбожништво	bězboʒniːʃtʋo
безбожно	bezboʐno
безбожно	bězboʒno
безбожност	bězboʒnoːst
безбожје	bězboːʒje
безболан	bězboːlan
безболно	bězboːlno
безболност	bězboːlnoːst
безбоштво	bězboʃtʋo
безбојан	bêzboːjan
безбојно	bêzboːjno
безбојност	bêzboːjnoːst
безбрижан	bězbriʒan
безбрижно	bězbriʒno
безбрижност	bězbriʒnoːst
безбрк	bɛzbrk
безбрође	bezbrodʒe
безброј	bězbroːj
безбројан	bezbrojɒn
безбројан	bězbroːjan
безвезан	bězʋezan
безвезно	bězʋezno
безверан	be̞zbe̞raːn
безверан	bězʋeːran
безверац	bězʋerats
безверница	bězʋeːrnitsa
безвлашће	bězʋlaːʃtɕe
безвлађе	bězʋlaːdʑe
безводан	bězʋodan
безвоља	bězʋoʎa
безвољан	bêzʋoːʎan
безвољно	bězʋoːʎno
безвредан	bêzʋredan
безвредно	bêzʋredno
безвремен	bězʋremen
безвременост	bězʋremenoːst
безвременски	bězʋremenskiː
безвриједан	bêzʋrijedan
безвриједно	bêzʋrjedno
безвјеран	bězʋjeːran
безвјерац	bězʋjerats
безвјерница	bězʋjeːrnitsa
безглав	bězglaʋ
безглаво	bězglaʋo
безглавост	bězglaʋoːst
безгласан	bězglasan
безгласно	bězglasno
безготовински	bezgotǒʋiːnskiː
безграничан	bêzgranitʃan
безгранично	bêzgranitʃno
безграничност	bêzgranitʃnoːst
безгрешан	bězgreʃan
безгрешно	bězgreʃno
