!ਨਵੀਂ	nəviː
ਅਗੇਤੀ	əgeːti
ਅਗ੍ਰੈਸ਼ਨ	əgɾeːʃən
ਅਚਨਚੇਤ	ətʃəntʃʰeːt̪
ਅਚਲ	ətɕəl
ਅਚਾਨਕ	ətʃaːnkə
ਅਚਾਰੀਆ	ətʃɑːɾiɑː
ਅਚੀਵਮੈਂਟ	ətʃiːʋəmənt
ਅਚੱਲ	ətɕɛlː
ਅਜਨਾਲਾ	əʒənaːlə
ਅਜਮਾ	əʒmɑ
ਅਜਮਾਇਆ	əʐmɑjaː
ਅਜਮਾਉਣ	əʒəmaʊ̯ɳ
ਅਜਮਾਉਣਾ	əʤmɑuːɳɑ
ਅਜਮੇਰ	əʒməɾ
ਅਜਲਾਨ	əʐlɑːn
ਅਜਵਾ	əʒʋɑː
ਅਜ਼ਮਾ	əzmɑ
ਅਜ਼ਹਰ	əˈzər
ਅਜਾਇਬ	ədʒɑːjɪb
ਅਜਾਇਬਘਰ	ədʒɑːjɪbgʱəɾ
ਅਜਾਈਂ	ədʒɑːi̯
ਅਜਾਕਸ	ədʒaːks̪ə
ਅਜਾਤਸ਼ਤਰੂ	ədʒɑːt̪əʃʈəɾuː
ਅਜਾਨ	ədʒɑːn
ਅਜਾਰੇਂਕਾ	ədʒɑːɾeːŋkɑː
ਅਜਿਤ	ədʒɪt̪
ਅਜਿਹੀ	ədʒiː
ਅਜਿਹੀਆ	ədʒiɦiə
ਅਜਿਹੀਆਂ	ədʒiːɦiə̃ː
ਅਜਿੰਕਯ	ədʒɪŋkə
ਅਜਿੰਕੇ	ədʒɪŋkeː
ਅਜੀਤ	ədʒiːt̪
ਅਜੀਤਇੰਦਰ	ədʒiːt̪ɪnd̪əɾ
ਅਜੀਤਪਾਲ	ədʒiːt̪pɑːl
ਅਜੀਬ	ədʒiːb
ਅਜੂਬਾ	ədʒuːbə
ਅਜੇ	ədʒeː
ਅਜੇਤੂ	ədʒeːt̪uː
ਅਜੈ	ədʒɛː
ਅਜੈਬ	ədʒɛːb
ਅਜੋਕੇ	əˈdʒoːkə
ਅਟਕਲ	əʈəkəl
ਅਟਕਲਾਂ	ətkəlɑ̃
ਅਟਕਾ	ətkə
ਅਟਲ	ət̪ːəl
ਅਟਲਾਂਟਾ	ət̪lɑ̃ːt̪ə
ਅਟਲਾਟਾਂ	ət̪ɭɑːt̪ə̃ː
ਅਟਵਾਲ	ət̪waːl
ਅਟਾਰੀ	əʈaːɾiː
ਅਟੈਂਡ	ət̪ːə̃ːd̪
ਅਟੈਕ	ət̪eːk
ਅਡਵਾਂਸ	əɖʋɑːns
ਅਡਵਾਨੀ	əɖʋaːniː
ਅਡਵੈਂਚਰ	əɖʋɛ̃tʃəɾ
ਅਡਾਨੀ	əɖaːniː
ਅਡਾਪਸ਼ਨ	əɖɑpʃən
ਅਡੀਸ਼ਨ	əɗiːʃən
ਅਣਅਧਿਕਾਰਤ	əɳəd̪ɪkɑːɾɪt̪
ਅਣਉੱਚਿਤ	əɳʊtʃɪt
ਅਣਕਿਆਸੇ	əŋkiːjɑːsɛ
ਅਣਗੌਲਿਆ	əŋgɔːliːə
ਅਣਜਾਣ	əɳdʒɑːɳ
ਅਣਜਾਣੇ	ɑɳdʒɑːne
ਅਣਥੱਕ	əɳt̪ʰəkː
ਅਣਦੇਖਿਆ	əɳd̪eːkʰi̯ə
ਅਣਦੇਖੀ	ɑɳdeːkiː
ਅਣਨਿਯਾ	əɳnɪjɑː
ਅਣਪਛਾਤੇ	əɳpəʧaːt̪e
ਅਣਫਿੱਟ	ənpʰɪt̪ː
ਅਣਮਿਣੇ	əɳmɪɳe
ਅਣਲਿਮਟਿਡ	ənlɪmtiːd
ਅਣਵਿਕੇ	əɳʋɪkɛ
ਅਣਸੁਖਾਵੀਂ	ənsʊkʰɑːʋĩː
ਅਣਸੁਣਿਆ	əɳsʊɲjə
ਅਤਰੀ	ət̪ɾiː
ਅਤਲਾ	ət̪ɭɑː
ਅਤਵਾਰ	ətʋaːr
ਅਤਿ	ət̪iː
ਅਤੀਤ	ət̪iːt̪
ਅਤੁਲ	ətʊl
ਅਤੇ	ət̪eː
ਅਥਾਰਟੀ	ət̪ʰɑːɾt̪iː
ਅਥਾਰਿਟੀ	ət̪əɾɪt̪iː
ਅਥਾਹ	ət̪əhə
ਅਥੇ	ət̪ʰeː
ਅਦਬ	əɖəb
ਅਦਭੁਤ	əɗbʱʊt̪
ਅਦਾ	əɖə
ਅਦਾਇਗੀ	əd̪aːjəgiː
ਅਦਾਕਾਰਾ	əd̪aːkaːɾɑː
ਅਦਾਕਾਰਾਂ	əd̪aːkaːɾɑ̃ː
ਅਦਾਕਾਰਾਵਾਂ	əd̪aːkaːɾaːʋãː
ਅਦਾਕਾਰੀ	əd̪aːkaːɾiː
ਅਦਾਰਿਆਂ	əd̪aːɾiɑ̃ː
ਅਦਾਰੇ	əd̪ɑːɾeː
ਅਦਾਲਤ	əd̪ɑːl̪ət̪
ਅਦਾਲਤੀ	əd̪ɑːl̪t̪iː
ਅਦਿਤਿਆ	əd̪ɪt̪iə
ਅਦਿਤਿਆਨਾਥ	əd̪ɪt̪ijɑːn̪ɑːt̪ʰ
ਅਦਿਤੀ	əd̪ɪt̪iː
ਅਦਿੱਤਿਆ	əɗɪtːjɑ
ਅਦੀਬ	ədiːb
ਅਧਾਰ	əɖʌɾ
ਅਧਾਰਤ	əd̪ʱɑːɾt̪ə
ਅਧਾਰਿਤ	əd̪ʱɑːɾɪt̪
ਅਧਿਆਤਮ	əɖʰjɑːt̪m
ਅਧਿਐਨ	əd̪iɑːn
ਅਧਿਕਾਰ	əd̪ɪkɑːr
ਅਧਿਕਾਰਾਂ	əɖɪkɑːɾɑ̃ː
ਅਧਿਕਾਰਿਕ	əd̪ɪkɑːɾɪk
ਅਧਿਕਾਰੀ	əd̪ɪkɑːɾiː
ਅਧਿਸੂਚਿਤ	əd̪ɪsuːtʃɪt̪
ਅਧੀਨ	əɖiːn
ਅਧੀਰ	əɖʱiːr
ਅਧੂਰੀ	əɖʱuːɾi
ਅਨਪੜ੍ਹ	ənpəɽ
ਅਨਪੜ੍ਹਤਾ	ənpəɽt̪ə
ਅਨਮੋਲ	ənmoːl
ਅਨਮੋਲਪ੍ਰੀਤ	ənmoːlpɾiːt
ਅਨਲੋਡਿੰਗ	ənloːɖɪŋ
ਅਨਸ	əns
ਅਨਸਰਾਂ	ənsəɾɑ̃ː
ਅਨਾਜ	ənɑːdʒ
ਅਨਾਥ	ənɑːt̪ʰ
ਅਨਾੜੀ	ənɑːɽiː
ਅਨਾੜੀ'	ənɑːɽiː
ਅਨਿਰੁੱਧ	ənɪɾʊd̪ːʱ
ਅਨਿਲ	ənɪl
ਅਨਿਸ਼ਚਿਤ	ənɪʃtʃɪt̪
ਅਨਿਸ਼ਚਿਤਤਾ	ənɪʃtʃɪt̪t̪ə
ਅਨਿਸ਼ਚਿਤਾ	ənɪʃtʃɪt̪ə
ਅਨੀਤਾ	əniːt̪ə
ਅਨੀਰੁਧ	əniːɾʊd̪ʱ
ਅਨੁ	ənʊ
ਅਨੁਕੂਲ	ənʊkuːl
ਅਨੁਜ	ənʊdʒ
ਅਨੁਜਾ	ənʊdʒə
ਅਨੁਪਮ	ənʊpəm
ਅਨੁਪਾਤ	ənʊpɑːt̪
ਅਨੁਮਾਨ	ənʊmaːn
ਅਨੁਮਾਨ।	ənʊmaːn
ਅਨੁਮਾਨਾਂ	ənʊmɑːnɑ̃
ਅਨੁਮਾਨਿਤ	ənʊmɑːnɪt
ਅਨੁਰਾਗ	ənʊɾɑːg
ਅਨੁਰੋਧ	ənʊɾoːɖ
ਅਨੁਵਾਦ	ənʊʋɑːd
ਅਨੁਸ਼ਕਾ	ənʊʃkə
ਅਨੁਸ਼ਾਸਨ	ənʊʃɑːsən
ਅਨੁਸ਼ਾਸਨੀ	ənʊʃɑːsni
ਅਨੁਸ਼ਕਾ	ənʊʃkə
ਅਨੁਸ਼ਾਸਨ	ənʊʃaːsən
ਅਨੁਸ਼ਾਸਨੀ	ənʊʃɑːsniː
ਅਨੁਸਾਰ	ənʊsaːr
ਅਨੁਸਾਰ ਫਿਲਮ	ənʊsaːɾ‿pʰɪlm
ਅਨੁਸੂਚਿਤ	ənʊsuːtʃɪt̪
ਅਨੂ	ənuː
ਅਨੂਜਾ	ənuːdʒɑ
ਅਨੂਪ	ənuːp
ਅਨੂੰ	ənuː
ਅਨੇਕ	əneːk
ਅਨੇਕਾਂ	əneːkaːŋ
ਅਨੋਖਾ	ənɔkʰə
ਅਨੋਖੀ	ənɔkʰi
ਅਨੋਖੇ	ənɔkʰe
ਅਨੰਤ	ənənt
ਅਨੰਤਨਾਗ	ənənt̪əŋɑːg
ਅਨੰਤਨਾਗਪੁਲਵਾਮਾ	ən̪ə̃ːt̪n̪ɑːgəpʊl̪ʋɑːmɑː
ਅਨੰਤਵੀਰ	ənə̃ːtʋiːr
ਅਨੰਦ	ənənd
ਅਨੰਦਪੁਰ	ənəndpʊɾ
ਅਨੰਨਿਆ	ənənːjə
ਅਪ	əp
ਅਪਕਮਿੰਗ	əpkəmɪŋ
ਅਪਗ੍ਰੇਡ	əpgɾeːɖ
ਅਪਗ੍ਰੇਡੇਸ਼ਨ	əpəgɾeːɖeːʃən
ਅਪਡੇਟ	əpɖeːt̪
ਅਪਣਾਇਆ	əpəɳaɪə
ਅਪਣਾਇਆ।	əpɳaːjɑː
ਅਪਣਾਈ	əpɳaːi
ਅਪਣਾਉਣ	əpɳɑːuɳ
ਅਪਣਾਉਣਾ	əpɳɑːuɳɑː
ਅਪਣਾਏ	əpɳɑːe
ਅਪਣਾਏਗਾ।	əpɳɑːɛgɑː
ਅਪਣਾਏਗੀ	əpəɳaːigiː
ਅਪਣੱਤ	əpəɳəʈː
ਅਪਨਾ	əp̪nə
ਅਪਨਾਵੇ।	əpənɑweː
ਅਪਨੀ	əpniː
ਅਪਮਾਨਜਨਕ	əpːəmaːndʒəŋk
ਅਪਮਾਨਿਤ	əpːəmaːnɪt
ਅਪਰਣਾ	əpəɾɳa
ਅਪਰਾਜਿਤ	əpɾɑːdʒɪt̪
ਅਪਰਾਧ	əpɾɑːd̪ʱ
ਅਪਰਾਧਕ	əpɾɑːd̪ʱk̪
ਅਪਰਾਧਿਕ	əpɾɑːd̪ɪk
ਅਪਰਾਧੀ	əpɾɑːd̪ʱiː
ਅਪਰਾਧੀਆਂ	əpɾɑːd̪ʱiːæ̃ː
ਅਪਲਾਈ	əplaɪiː
ਅਪਲੋਡ	əploːɖ
ਅਪਾਰ	əpɑːr
ਅਪਾਰਸ਼ਕਤੀ	əpɑːɾəʃkɪt̪iː
ਅਪਾਹਜ	əpɑːdʒə
ਅਪੀਲ	əpiːl
ਅਪੀਲਾਂ	əpiːlɑ̃ː
ਅਪੀਲੀ	əpiːliː
ਅਪੀਲੇਟ	əpɪlɛːt
ਅਪੂਰਵੀ	əpuːɾəviː
ਅਪ੍ਰਰੈਲ	əpɾəɾɛːl
ਅਪ੍ਰੈਲ	əpɾɛːl
ਅਪ੍ਰੈਲਨਵੰਬਰ	əpɾɛːlnʋəmbəɾ
ਅਪ੍ਰੈਲਮਈ	əpɾɛːlmɛː
ਅਪ੍ਰੈਲਸਤੰਬਰ	əpɾɛːlst̪əmbəɾ
ਅਪ੫ਤੱਖ	əpət̪kʰ
ਅਪ੫ੈਲ	əpɛl
ਅਪ੫ੈਲਜਨਵਰੀ	əpɪljənwəɾi
ਅਫਗਾਨ	əpʰəgɑːn
ਅਫਗਾਨਾਂ	əpʰəgɑːnɑ̃ː
ਅਫਗਾਨਿਸਤਾਨ	əpʰəgɑːnɪsʈɑːn
ਅਫਰੀਕਾ	əpɾɪkɑː
ਅਫਰੀਕਾਏ	əpɾɪkɑːe
ਅਫਰੀਕੀ	əpɾiːkiː
ਅਫਰੀਦੀ	əpʰɾiːdiː
ਅਫਵਾਹ	əpʰʋɑː
ਅਫਸਰ	əpʰsər
ਅਫਸਰਕਮਡਿਪਟੀ	əpʰsərkəmdɪpʈi
ਅਫਸਰਾਂ	əpʰsəɾɑ̃ː
ਅਫਸੋਸ	əpʰs̪oːs̪
ਅਫ਼ਗਾਨਿਸਤਾਨ	əpʰəgɑːnis̪t̪ɑːn
ਅਫ਼ਰੀਦੀ	əpʰɪɾiːdiː
ਅਫ਼ਸਰ	əpʰsər
ਅਫੇਅਰ	əpʰɛːə̯r
ਅਫਜ਼ਲ	əfzəl
ਅਬਦੁਲ	əbd̪ʊl
ਅਬਦੁੱਲ	əbd̪ʊlː
ਅਬਦੁੱਲਾ	əbd̪ʊlːə
ਅਬਰਾਮ	əbrɑːm
ਅਬਰਾਹਮ	əbrɑːhəm
ਅਬਰਾਹਿਮ	əbrɑːhɪm
ਅਬੂ	əbuː
ਅਬੋਹਰ	əboːr
ਅਭਿਆਨ	əpɪjɑːn
ਅਭਿਆਸ	əpjɑːs
ਅਭਿਜੀਤ	əbidʒiːt̪
ਅਭਿਨੀਤ	əpʰɪniːt̪
ਅਭਿਨੇਤਰੀ	əpɪnɛːt̪ɾiː
ਅਭਿਨੇਤਰੀਆਂ	əbɪneːt̪əɾiːə̃
ਅਭਿਨੇਤਾ	əpɪnːeːt̪ə
ਅਭਿਨੈ	əpʰiːnɛː
ਅਭਿਮਨਯੂ	əbimənəjuː
ਅਭਿਮਨਿਊ	əbiːmniu
ਅਭਿਸ਼ੇਕ	əpʰɪʃɛk
ਅਭਿਸ਼ੇਕ	əbɪʃɛk
ਅਭੀਜੀਤ	əbiːdʒiːt̪
ਅਮਨ	əmn̪
ਅਮਨਅਮਾਨ	ə̃mənə̃mɑ̃ːn
ਅਮਨਆਮਾਨ	əmnɑːmɑːn
ਅਮਨਜੋਤ	ə̃mɑndʒoːt̪
ਅਮਨਦੀਪ	ə̃məndiːp
ਅਮਨਪ੍ਰੀਤ	ə̃mənpɾiːt
ਅਮਰ	əmər
ਅਮਰਜੀਤ	əməɾdʒiːt̪
ਅਮਰਦੀਪ	əmd̪iːp
ਅਮਰਨਾਥ	əˈmɾəˌnɑːt̪ʰ
ਅਮਰਪਾਲ	əməɾpɑːl
ਅਮਰਿੰਦਰ	əməɾɪ̃ːɖəɾ
ਅਮਰੀਕ	əˈmɾiːkə
ਅਮਰੀਕਨ	əmɾiːkən
ਅਮਰੀਕਾ	əmɾiːkɑː
ਅਮਰੀਕਾਚੀਨ	əmɾiːkɑːtʃiːn
ਅਮਰੀਕੀ	əˈmɾiːkɪ
ਅਮਰੀਸ਼	əmɾiːʃ
ਅਮਰੇਲੀ	əˈmɾeːliː
ਅਮਲ	əml̪
ਅਮਲਾ	əmlə
ਅਮਲੀਜਾਮਾ	əmlɪdʒɑːmɑː
ਅਮਲੇ	əmlɛ
ਅਮਸ	əms
ਅਮਾਊਂਟ	əmaʊ̯̃ːt̪
ਅਮਾਨ	əˈmɑːn
ਅਮਿਤ	əmiːt
ਅਮਿਤਾਬ	əmɪt̪aːb
ਅਮਿਤਾਭ	əmɪt̪aːbʱ
ਅਮਿਰ	əmiːr
ਅਮਿੱਟ	əmiːt̪
ਅਮੀਰ	əmiːr
ਅਮੀਰਾਂ	əmiːrɑ̃ː
ਅਮੀਰਾਤ	əmiːrɑːt
ਅਮੀਸ਼ਾ	əmiːʃə
ਅਮੁਜੂ	əmuˈdʒu
ਅਮੇਠੀ	əmeːtiː
ਅਯਾਨ	əjɑːn
ਅਯਾਲੀ	əjɑːliː
ਅਯੋਗ	əjoːg
ਅਰਚਨਾ	əɾtʃnə
ਅਰਜਨ	əɾdʒən
ਅਰਜਨਟੀਨਾ	əɾdʒəntiːnə
ਅਰਜ਼ੀ	əɾzi
ਅਰਜ਼ੀਆਂ	əɾziːə̃
ਅਰਜੁਨ	əɾdʒʊn
ਅਰਜੁਨਾ	əɾdʒʊnə
ਅਰਥ	əɾt̪ʰ
ਅਰਥਚਾਰਾ	əɾt̪ɕʰɑːɾɑː
ਅਰਥਚਾਰੇ	əɾt̪ɕɑːɾe
ਅਰਥਵਿਵਥਾ	əɾt̪ʰbɪʋt̪ʰɑː
ਅਰਥਵਿਵਸਥਾ	əɾt̪ʰbɪʋs̪t̪ʰɑː
ਅਰਥਵਿਵਸਥਾਵਾਂ	əɾt̪ʰbɪʋsəθɑ̃ː
ਅਰਥਸ਼ਾਸ਼ਤਰ	əɾt̪ʰʃaːʃt̪əɾ
ਅਰਥਸ਼ਾਸਤਰੀ	əɾt̪ʰʃɑːs̪t̪ɾiː
ਅਰਥਸਾਸ਼ਤਰੀ	əɾtʰsɑːʃt̪ɾiː
ਅਰਦਾਸ	əɾdɑs
ਅਰਧ	ɑːɾd̪ɪ
ਅਰਪਿੰਦਰ	əɾpɪnd̪əɾ
ਅਰਫੀਨ	əɾpʰiːn
ਅਰਬ	əɾb
ਅਰਬਨ	əɾbən
ਅਰਬਪਤੀ	ərbəpt̪iː
ਅਰਬਾਂ	əɾbɑ̃ː
ਅਰਬਾਜ	əɾbɑːdʒ
ਅਰਬਾਜ਼	əɾbɑz
ਅਰਮਾਨ	əɾmɑːn
ਅਰਰੀਆ	əɾːiːə
ਅਰਵਿੰਦ	əɾbɪnd̪
ਅਰਵਿੰਦਰ	əɾbɪnd̪əɾ
ਅਰਸ਼ਦੀਪ	əɾʃd̪iːp
ਅਰਸਾ	ɑːɾsɑː
ਅਰਸਿਆਂ	ɑɾsi̯ɑ̃
ਅਰਸੇ	ɑɾse
ਅਰਹਾਨ	əɾhaːn
ਅਰਾਈਆਂ	əɾaːiːɑ̃ː
ਅਰਾਈਆਵਾਲਾ	əɾaːjɪɑːʋɑːlə
ਅਰਾਈਵਲ	əɾaːɪʋəl
ਅਰਾਮਕੋ	əɾɑːməkoː
ਅਰਿਜੀਤ	əɾɪdʒiːt̪
ਅਰੁਣ	əruɳ
ਅਰੁਣਾ	əɾʊɳa
ਅਰੁਣਾਚਲ	əɾʊɳaːtʃəl
ਅਰੁਣਾਚਲਮ	əɾʊɳaːtʃəlm
ਅਰੁਣਿਮਾ	əɾuɳiːmə
ਅਰੂਪ	əɾuːp
ਅਰੂਸਾ	ɑːɾuːsɑː
ਅਰੋੜਾ	əɾoɽa
ਅਲ	əl
ਅਲਗ	əlg
ਅਲਜਾਰੀ	əldʒɑːɾiː
ਅਲਟ੍ਰਾਟੈਕ	əɭʈɾɑːt̪eːk
ਅਲਪਾਈਨ	əlpɑːiːn
ਅਲਪੇਸ਼	əlpɛʃ
ਅਲਫਾਬੇਟ	əlfəbeːt
ਅਲਬਸਾਸ	əlbəsɑs
ਅਲਮਾਰੀ	əlmɑːɾiː
ਅਲਰਟ	əlɾət
ਅਲਵਿਦਾ	əlʋɪd̪ə
ਅਲਾਇ	əlaːi
ਅਲਾਇੰਸ	əlaːjə̃ːs
ਅਲਾਉਦੀਨ	əlaːʊd̪iːn
ਅਲਾਟਮੈਂਟ	əlaːt̪mɛːnt̪
ਅਲਾਰਮ	əlɑːɾm
ਅਲਾਵੇਸ	əlɑːʋeːs
ਅਲੀ	əliː
ਅਲੀਗੜ੍ਹ	əliːgəɽ
ਅਲੀਪੇ	əliːpeː
ਅਲੀਬਾਬਾ	əliːbɑːbɑː
ਅਲੁਰ	əlʊr
ਅਲੋਚਨਾ	əlɔtʃnə
ਅਲੋਪ	əloːp
ਅਲੱਗ	ələg
ਅਲੱਗਅਲੱਗ	əlːəgəlːəg
ਅਲੱਗਥਲੱਗ	əɭːgəɭːg
ਅਵਤਾਰ	əʋt̪aːɾ
ਅਵਧੇਸ਼	əʋəɖeʃ
ਅਵਸਥਾ	əʋsəθɑː
ਅਵਸਥੀ	əʋsθiː
ਅਵਾਜ਼	əʋɑːz
ਅਵਾਰਡ	əʋɑːɾɖ
ਅਵਾਰਡਸ	əʋɑːɾɖəs
ਅਵਾਰੇ	əʋaːɾe
ਅਵਿਨਾਸ਼	əʋɪnɑːʃ
ਅਵੇ	əʋeː
ਅਵੈਂਜਰਸ	əʋeːɳdʒəɾs
ਅਸ਼ਲੀਲ	əʃlɪl
ਅਸ਼ਵਨੀ	əʃwəniː
ਅਸ਼ਵਿਨ	əʃwɪn
ਅਸ਼ਵਿਨੀ	əʃwɪniː
ਅਸ਼ੀਰਵਾਦ	əʃiːɾʋaːd
ਅਸ਼ੁੱਧ	əʃʊd̪ːʱ
ਅਸ਼ੋਕ	əʃoːk
ਅਸਗਰ	əsgəɾ
ਅਸਟੇਟ	əsteːt
ਅਸਟ੍ਰੇਲੀਆਈ	əstɾeːliːəɪ
ਅਸਤੀਫ਼ਾ	əst̪iːfə
ਅਸਤੀਫ਼ੇ	əsteːfe
ਅਸਤੀਫਾ	əst̪iːfə
ਅਸਤੀਫੇ	əst̪iːfe
ਅਸਤੀਫ਼ਾ	əstɪfɑ
ਅਸਤੀਫ਼ੇ	əst̪ɪfɛ
ਅਸਥਾਈ	əst̪aːiː
ਅਸਥਿਰਤਾ	əst̪əɾət̪ɑː
ਅਸਦਉਦਦੀਨ	əsɗuːd̪ɪd̪iːn
ਅਸਦੁਦੀਨ	əsd̪ʊd̪iːn
ਅਸਪਾਲ	əspɑːl
ਅਸਫਲ	əsfəl
ਅਸਫਲਤਾ	əsfəlt̪ə
ਅਸਫਲਤਾਵਾਂ	əsfəltɑːʋɑ̃ː
ਅਸਬੇ	əsbeː
ਅਸਮ	əsm
ਅਸਮਰੱਥ	əsmɾət̪ʰ
ਅਸਮਾਨ	əsəmɑːn
ਅਸਮਾਰਾ	əsəmɑːɾɑː
ਅਸਰ	əsər
ਅਸਰ।	əsər
ਅਸਰਦਾਰ	əsəɾd̪aːɾ
ਅਸਲ	əsəl
ਅਸਲੀ	əsli
ਅਸਲੀਅਤ	əsliːət̪
ਅਸਲੀਨਕਲੀ	əsliːnkl̪iː
ਅਸਹਿਜ	əsɪdʒ
ਅਸਹਿਮਤੀ	əsəmt̪iː
ਅਸ਼ਲੀਲ	əʃliːl
ਅਸ਼ਵਿਨ	əʃwɪn
ਅਸ਼ੋਕ	əʃoːk
ਅਸਾਨ	əsɑːn
ਅਸਾਨੀ	əsɑːniː
ਅਸਾਮ	əsäːmə̆
ਅਸਾਮ	əsɑːm
ਅਸਾਮੀ	əsɑːmiː
ਅਸਿਤ	əsɪt
ਅਸਿਸਟ	əsɪst̪
ਅਸਿਸਟੈਂਟ	əsɪst̪ənt̪
ਅਸਿੱਧੇ	əsɪ́dd̪e
ਅਸੀ	əsiː
ਅਸੀਂ	əsī̃ː
ਅਸੀਮ	əsiːm
ਅਸੁਰੱਖਿਅਤ	əsʊrəkʰɪət̪
ਅਸੁਰੱਖਿਆ	əsʊrəkːjɑ
ਅਸੂਲਾਂ	əsúːlɑ̃ː
ਅਸੇਲਾ	əseːlə
ਅਸੈਂਬਲੀ	əsɛ̃ːbliː
ਅਸੈਸਮੈਂਟ	əsɛsment
ਅਸੈਸਰੀਜ਼	əsɛːsɾiːz
ਅਸੈੱਸੀ	əsɛːsiː
ਅਸੋਚੈਮ	əsoːtʃʰeːm
ਅਸਗ਼ਰ	əsəɾ
ਅਸਫ਼ਲ	əsəl
ਅਸੰਤੁਸ਼ਟ	əsə̃t̪uʂʈ
ਅਸੰਭਵ	əsəmbʱʋ
ਅਹਿਤਿਆਤ	əɦɪt̪jɑːt̪
ਅਹਿਮ	əɪm
ਅਹਿਮਦ	əhməd
ਅਹਿਮਦਨਗਰ	əhməd̪ŋgəɾ
ਅਹਿਮਦਾਬਾਦ	əhmɪd̪ɑːbɑːd̪
ਅਹਿਮੀਅਤ	əhɪmiːət̪
ਅਹਿਲ	əhiːl
ਅਹਿਸਾਨ	əɪsɑːn
ਅਹਿਸਾਸ	əɪsɑs
ਅਹੁਦਾ	aɦʊɖə
ਅਹੁਦਿਆਂ	əɦʊdɪ̯ɑ̃
ਅਹੁਦੇ	əhuːd̪eː
ਅਹੁਦੇਦਾਰ	əɦʊd̪eːd̪ɑːr
ਅਹੁਦੇਦਾਰਾਂ	əɦʊd̪eːd̪ɑːɾɑ̃ː
ਅਾ	əː
ਅਾਸਟ੍ਰੇਲੀਅਾ	ɑːstɾeːliːɑː
ਅੌਂਸ	ɔ̃ːs
ਅੌਕੜਾਂ	əʊkəɽɑ̃ː
ਅੌਖਾ	ɔkʰa
ਅੌਖੀ	ɔkʰiː
ਅੌਖੇ	əʊkʰe
ਅੌਰਤ	ɔːɾt
ਅੌਰਤਾਂ	ɔːɾt̪ɑ̃ː
ਅੌਲਖ	ɔːlɘkʰ
ਅੌਸਤ	ɔːst
ਅਖ਼ਤਿਆਰ	əxt̪əjɑːr
ਅਗ਼ਵਾ	əgʋɑ
ਅਜ਼ਮਾਇਆ	əzmɑ́jɑː
ਅਜ਼ਮਾਉਣ	əʐmɑuɳ
ਅਜ਼ੀਮ	əʐiːm
ਅੜਿੱਕਾ	əɽɪkːə
ਅੜਿੱਕੇ	ɑɽɪkːe
ਅੜੇ	əɽe
ਅਫ਼ਗਾਨ	əɸgaːn
ਅਫ਼ਗਾਨਾ	əɸgɑːnɑː
ਅਫ਼ਰੀਕੀ	əpɾiːkiː
ਅਫ਼ਵਾਹ	əfʋɑː
ਅਫ਼ਸਰਾਂ	əɸsɾɑ̃ː
ਅਫ਼ਸੋਸ	əɸs̪oːs̪
ਅੰਕ	əŋk
ਅੰਕਾਂ	əŋkɑ̃ː
ਅੰਕਿਤ	əŋkɪt
ਅੰਕਿਤਾ	əŋkɪt̪aː
ਅੰਕੁਰ	əŋkʊɾ
ਅੰਕੜਾ	əŋkəɽa
ਅੰਕੜਿਆਂ	əŋkəɽiɑ̃
ਅੰਕੜੇ	əŋkəɽe
ਅੰਗ	əŋː
ਅੰਗਦ	əŋgə
ਅੰਗਰੇਜ	əŋgɾeːz
ਅੰਗਰੇਜ਼ਾਂ	əŋgɾeːzɑ̃ː
ਅੰਗਰੇਜ਼ੀ	əŋgɾeːziː
ਅੰਗਰੇਜ਼	əŋgɾeːz
ਅੰਗਰੇਜ਼ਾਂ	əŋgɾeːzɑ̃ː
ਅੰਗਰੇਜ਼ੀ	əŋgɾeːziː
ਅੰਗਹੀਣ	əŋgiːɳ
ਅੰਗਾਰ	əŋgaːɾᵊ
ਅੰਗੂਠੇ	əŋuːʈʰe
ਅੰਜਲੀ	ə̃dʒəli
ਅੰਜਾਮ	ə̃dʒɑːm
ਅੰਜੂ	ə̃dʒuː
ਅੰਡਰ	ə̃ːɳɽ
ਅੰਡੇਮਾਨ	ə̃ɳɖeːmaːn
ਅੰਤ	ə̃t̪
ਅੰਤਮ	ə̃ːt̪m̩
ਅੰਤਰਰਾਸਟਰੀ	ə̃t̪əɾɾɑːsʈɾiː
ਅੰਤਰਰਾਸ਼ਟਰੀ	ə̃ːt̪əɾːɑːʃʈɾiː
ਅੰਤਰਾਸ਼ਟਰੀ	ə̃t̪əɾɑːʃʈɾiː
ਅੰਤਰਿਮ	ə̃ːt̪ɾɪm
ਅੰਤਲੇ	ə̃ːt̪lə
ਅੰਤਿਮ	ə̃ːt̪ɪm
ਅੰਤਿ੍ਮ	ə̃ːt̪ɪm
ਅੰਦਰੂਨੀ	ə̃ːɳɽuːniː
ਅੰਦਾਜ਼	ə̃d̪ɑːd̪z
ਅੰਦਾਜਾ	ə̃ɳd̪ɑːdʒɑː
ਅੰਦਾਜ਼	ə̃ːd̪ə̆z̪
ਅੰਦਾਜ਼ਨ	ə̃ːd̪ə̃ːz̪n̪
ਅੰਦਾਜ਼ੇ	ə̃ːd̪ə̃ːz̪eː
ਅੰਦੋਲਨ	əndɔln̪
ਅੰਦੋਲਨਾਂ	ənd̪oːl̪n̪eː
ਅੰਨਦਾਤਾ	ənɳəd̪aːt̪ə
ਅੰਨਪੁਰਨਾ	ənpʊrnə
