3	tʂɚ
absorbowanych	apsɔrbɔvanɨx
absorbowanym	apsɔrbɔvanɨm
absorbowanymi	apsɔrbɔvanɨmi
absorbowaną	apsɔrbɔvanɔw̃
absorbować	apsɔrbɔvatɕ
absorbował	apsɔrbɔvaw
absorbowała	apsɔrbɔvawa
absorbowałaby	apsɔrbɔvawabɨ
absorbowałabym	apsɔrbɔvawabɨm
absorbowałabyś	apsɔrbɔvawabɨɕ
absorbowałam	apsɔrbɔvawam
absorbowałaś	apsɔrbɔvawaɕ
absorbowałby	apsɔrbɔvawbɨ
absorbowałbym	apsɔrbɔvawbɨm
absorbowałbyś	apsɔrbɔvawbɨɕ
absorbowałem	apsɔrbɔvawɛm
absorbowałeś	apsɔrbɔvawɛɕ
absorbowało	apsɔrbɔvawɔ
absorbowałoby	apsɔrbɔvawɔbɨ
absorbowały	apsɔrbɔvawɨ
absorbowałyby	apsɔrbɔvawɨbɨ
absorbowałybyście	apsɔrbɔvawɨbɨɕtɕɛ
absorbowałybyśmy	apsɔrbɔvawɨbɨɕmɨ
absorbowałyście	apsɔrbɔvawɨɕtɕɛ
absorbowałyśmy	apsɔrbɔvawɨɕmɨ
absorbuj	apsɔrbuj
absorbujcie	apsɔrbujtɕɛ
absorbuje	apsɔrbujɛ
absorbujecie	apsɔrbujɛtɕɛ
absorbujemy	apsɔrbujɛmɨ
absorbujesz	apsɔrbujɛʂ
absorbujmy	apsɔrbujmɨ
absorbują	apsɔrbujɔw̃
absorbując	apsɔrbujɔnts
absorbująca	apsɔrbujɔntsa
absorbujące	apsɔrbujɔntsɛ
absorbującego	apsɔrbujɔntsɛgɔ
absorbującej	apsɔrbujɔntsɛj
absorbującemu	apsɔrbujɔntsɛmu
absorbujący	apsɔrbujɔntsɨ
absorbujących	apsɔrbujɔntsɨx
absorbującym	apsɔrbujɔntsɨm
absorbującymi	apsɔrbujɔntsɨmi
absorbującą	apsɔrbujɔntsɔw̃
absorbuję	apsɔrbujɛ
absorpcja	apsoɾptsja
absorpcja	apsɔrptsja
absorpcjach	apsɔrptsjax
absorpcjami	apsɔrptsjami
absorpcje	apsɔrptsjɛ
absorpcji	apsɔrptsji
absorpcjo	apsɔrptsjɔ
absorpcjom	apsɔrptsjɔm
absorpcjometr	apsɔrptsjɔmɛtr
absorpcjometria	apsɔrptsjɔmɛtrja
absorpcjometrycznie	apsɔrptsjɔmɛtrɨtʂɲɛ
absorpcjometryczny	apsɔrptsjɔmɛtrɨtʂnɨ
absorpcją	apsɔrptsjɔw̃
absorpcję	apsɔrptsjɛ
absorpcyj	apsɔrptsɨj
absorpcyjna	apsɔrptsɨjna
absorpcyjne	apsɔrptsɨjnɛ
absorpcyjnego	apsɔrptsɨjnɛgɔ
absorpcyjnej	apsɔrptsɨjnɛj
absorpcyjnemu	apsɔrptsɨjnɛmu
absorpcyjni	apsɔrptsɨjɲi
absorpcyjnością	apsɔrptsɨjnɔɕtɕɔw̃
absorpcyjność	apsɔrptsɨjnɔɕtɕ
absorpcyjny	apsɔrptsɨjnɨ
absorpcyjnych	apsɔrptsɨjnɨx
absorpcyjnym	apsɔrptsɨjnɨm
absorpcyjnymi	apsɔrptsɨjnɨmi
absorpcyjną	apsɔrptsɨjnɔw̃
absta	apsta
abstemiusz	apstɛmjuʂ
abstencja	apstɛntsja
abstrachować	abstraxɔvatɕ
abstrahowanie	abstrˈaxofaɲjɛ
abstrahowanie	apstraxɔvaɲɛ
abstrahować	apstraxɔvatɕ
abstrahujemy	abztrɛxujɛmɨ
abstrahujesz	abztrɛaxujɛʂ
abstrahują	abztrɛxujɔw̃
abstrahując	abstraɣujams
abstrahując	apstraxujɔw̃its
abstrahuję	abztruxujɛ
abstrakcja	abstraktja
abstrakcja	apstraktsja
abstrakcjach	apstraktsjax
abstrakcjami	apstraktsjami
abstrakcje	apstraktsjɛ
abstrakcji	apstraktsji
abstrakcjo	apstraktsjɔ
abstrakcjom	apstraktsjɔm
abstrakcjonista	apstraktsjɔɲista
abstrakcjonistka	apstraktsjɔɲisdka
abstrakcjonistka	apstraktsjɔɲistka
abstrakcjonistycznie	apstraktsjɔɲistɨtʂɲɛ
abstrakcjonistyczny	apstraktsjɔɲistɨtʂnɨ
abstrakcjonizm	apstraktsjɔɲizm
abstrakcjonizmem	apstraktsjɔɲizmɛm
abstrakcjonizmie	apstraktsjɔɲizmjɛ
abstrakcjonizmowi	apstraktsjɔɲizmɔvi
abstrakcjonizmu	apstraktsjɔɲizmu
abstrakcją	apstraktsjɔw̃
abstrakcję	apstraktsjɛ
abstrakcyj	apstraktsɨj
abstrakcyjna	apstraktsɨjna
abstrakcyjnie	apstraktsɨjɲɛ
abstrakcyjniej	apstraktsɨjɲɛj
abstrakcyjniejszy	apstraktsɨjɲɛjʂɨ
abstrakcyjnościach	apstraktsɨjnɔɕtɕax
abstrakcyjnościami	apstraktsɨjnɔɕtɕami
abstrakcyjnościom	apstraktsɨjnɔɕtɕɔm
abstrakcyjnością	apstraktsɨjnɔɕtɕɔw̃
abstrakcyjność	apstraktsɨjnɔɕtɕ
abstrakcyjny	apstraktsɨjnɨ
abstrakt	apstrakt
abstraktowy	apstraktɔvɨ
abstraktyzacja	apstraktɨzatsja
abstynenci	apstɨnɛntɕi
abstynencie	apstɨnɛntɕɛ
abstynencja	apstɨnɛntsja
abstynencjach	apstɨnɛntsjax
abstynencjami	apstɨnɛntsjami
abstynencje	apstɨnɛntsjɛ
abstynencji	apstɨnɛntsji
abstynencjo	apstɨnɛntsjɔ
abstynencjom	apstɨnɛntsjɔm
abstynencją	apstɨnɛntsjɔw̃
abstynencję	apstɨnɛntsjɛ
abstynencki	apstɨnɛntski
abstynencko	apstɨnɛntskɔ
abstynencyj	apstɨnɛntsɨj
abstynencyja	apstɨnɛntsjɒ
abstynencyjny	apstɨnɛntsɨjnɨ
abstynent	abstɪˈnɛnt
abstynent	apstɨnɛnt
abstynenta	apstɨnɛnta
abstynentach	apstɨnɛntax
abstynentami	apstɨnɛntami
abstynentem	apstɨnɛntɛm
abstynentka	apstɨnɛntka
abstynentom	apstɨnɛntɔm
abstynentowi	apstɨnɛntɔvi
abstynentów	apstɨnɛntuf
absurd	apsurt
absurdach	apsurdax
absurdalista	apsurdalista
absurdalizacja	apsurdalizatsja
absurdalizacjach	apsurdalizatsjax
absurdalizacjami	apsurdalizatsjami
absurdalizacje	apsurdalizatsjɛ
absurdalizacji	apsurdalizatsji
absurdalizacjo	apsurdalizatsjɔ
absurdalizacjom	apsurdalizatsjɔm
absurdalizacją	apsurdalizatsjɔw̃
absurdalizację	apsurdalizatsjɛ
absurdalizacyj	apsurdalizatsɨj
absurdalizowanie	abzurdalizapaɲɛ
absurdalizowanie	apsurdalizɔvaɲɛ
absurdalizować	apsurdalizɔvatɕ
absurdalnie	apsurdalɲɛ
absurdalniej	apsurdalɲɛj
absurdalniejszego	apsurdalɲɛjʂɛgɔ
absurdalniejszy	apsurdalɲɛjʂɨ
absurdalności	apsurdalnɔɕtɕi
absurdalnościach	apsurdalnɔɕtɕax
absurdalnościami	apsurdalnɔɕtɕami
absurdalnościom	apsurdalnɔɕtɕɔm
absurdalnością	apsurdalnɔɕtɕɔw̃
absurdalność	apsurdalnɔɕtɕ
absurdalny	apsurdalnɨ
absurdami	apsurdami
absurdem	apsurdɛm
absurdom	apsurdɔm
absurdowi	apsurdɔvi
absurdu	apsurdu
absurdum	apsurdum
absurdy	apsurdɨ
absurdyczny	apsurdɨtʂnɨ
absurdysta	abzurðɨsda
absurdysta	apsurdɨsta
absurdystach	apsurdɨstax
absurdystami	apsurdɨstami
absurdysto	apsurdɨstɔ
absurdystom	apsurdɨstɔm
absurdysty	apsurdɨstɨ
absurdystyczny	apsurdɨstɨtʂnɨ
absurdystów	apsurdɨstuf
absurdystą	apsurdɨstɔw̃
absurdystę	apsurdɨstɛ
absurdyzm	apsurdɨzm
absurdyzmem	apsurdɨzmɛm
absurdyzmie	apsurdɨzmjɛ
absurdyzmowi	apsurdɨzmɔvi
absurdyzmu	apsurdɨzmu
absurdyści	apsurdɨɕtɕi
absurdyście	apsurdɨɕtɕɛ
absurdzie	apsurdʑɛ
absurdzik	abzurdʑik
absurdzik	apsurdʑik
absurdzika	apsurdʑika
absurdzikach	apsurdʑikax
absurdzikami	apsurdʑikami
absurdziki	apsurdʑiki
absurdzikiem	apsurdʑikjɛm
absurdzikom	apsurdʑikɔm
absurdzikowi	apsurdʑikɔvi
absurdziku	apsurdʑiku
absurdzików	apsurdʑikuf
absurdów	apsurduf
absyd	apsɨt
absyda	apsɨda
absydalny	apsɨdalnɨ
absydka	apsɨtka
absydowy	apsɨdɔvɨ
absyncie	apsɨntɕɛ
absynt	apsɨnt
absyntach	apsɨntax
absyntami	apsɨntami
absyntem	apsɨntɛm
absyntol	apsɨntɔl
absyntom	apsɨntɔm
absyntowi	apsɨntɔvi
absyntowy	apsɨntɔvɨ
absyntu	apsɨntu
absynty	apsɨntɨ
absyntyna	apsɨntɨna
absyntów	apsɨntuf
abszach	apʂax
abszajt	apʂajt
abszejd	apʂejt
abszejd	apʂɛjt
abszejt	apʂejt
abszejt	apʂɛjt
abszejtować	apʂɛjtɔvatɕ
abszet	apʂɛt
abszkurd	apʂkurt
abszlag	apʂlɒk
abszlag	apʃlak
abszlus	apʂlus
abszlusowanie	apʂlusɔvaɲɛ
abszlusować	apʂlusɔvatɕ
abszmak	apʂmak
abszminka	apʂmiŋka
absztych	apʂtɨx
absztychowanie	apʂtɨxɔwaɲi
absztychować	apʂtɨxɔvatɕ
absztyfikant	apʂtɨfikant
absztyfikowanie	apʂtɨfikɔvaɲɛ
absztyfikować	apʂtɨfikɔvatɕ
abszyd	apʂɨt
abszyt	apʂɨt
abszytowanie	apʂɨtɔvaɲɛ
abszytować	apʂɨtɔvatɕ
abszytowy	apʂɨtɔvɨ
abucht	abuxt
abucht	aːbuht
abudża	abudʐa
abugida	abugida
abulia	abulja
abulia	abːolia
abuliczny	abulitʂnɨ
abulik	abulik
abuna	abuna
abunan	abunɒn
abundancja	abundantsja
abutilon	abutilɔn
abuzabijka	abuzabika
abuzywnie	abuzɨvɲɛ
abuzywnością	abuzɨvnɔɕtɕɔw̃
abuzywność	abuzɨvnɔɕtɕ
abuzywny	abuzɨvnɨ
abwera	abavara
abwilski	apvijski
aby	ab
aby	abɨ
abym	abɨm
abys	abɨs
abys	ɒbɨs
abysal	abɨsal
abysalny	abɨsalnɨ
abyć	abɨtɕ
abyś	abɨɕ
abyście	abɨɕtɕɛ
abyśmy	abɨɕmɨ
abłaucha	abwawxa
abślag	apɕlɒk
abślak	apɕlɒk
ac	atsɛ
acan	atsan
acani	atsaɲi
acanka	atsaɾnɨka
accusativus	akuzativus
acefal	atsɛfal
acefalia	atsɛfalja
acefaliczny	atsɛfalitʂnɨ
acenaften	atsɛnaftɛn
acenaftenowy	atsɛnaftɛnɔvɨ
acenokumarol	atsɛnɔkumarɔl
acenol	atseŋɔ
acerola	atsɛrɔla
acerw	ɒtsɛrf
acetal	atsɛtal
acetaldehyd	atsɛtaldɛxɨt
acetalowy	atsɛtalɔvɨ
acetamid	atsɛtamit
acetamidem	atsɛtamidɛm
acetamidowi	atsɛtamidɔvi
acetamidu	atsɛtamidu
acetamidzie	atsɛtamidʑɛ
acetanilid	atsɛtaɲilit
acetarsol	atsɛtarsɔl
acetat	atsɛtat
acetator	atsɛtatɔr
acetatowy	atsɛtatɔvɨ
acetfenetydyna	atsɛtfɛnɛtɨdɨna
acetofenon	atsɛtɔfɛnɔn
acetogliceryd	atsɛtɔglitsɛrɨt
acetoina	atsɛtɔina
acetometr	atsɛtɔmɛtr
aceton	atsɛtɔn
acetonem	atsɛtɔnɛm
acetonemia	atsɛtɔnɛmja
acetonie	atsɛtɔɲɛ
acetonowi	atsɛtɔnɔvi
acetonowy	atsɛtɔnɔvɨ
acetonu	atsɛtɔnu
acetonuria	atsɛtanurja
acetonuria	atsɛtɔnurja
acetyl	atsɛtɨl
acetylacja	atsɛtɨlatsja
acetylen	atsɛtɨlɛn
acetylenek	atsɛtɨlɛnɛk
acetylenem	atsɛtɨlɛnɛm
acetylenie	atsɛtɨlɛɲɛ
acetylenowi	atsɛtɨlɛnɔvi
acetylenownia	atsɛtɨlɛnɔvɲa
acetylenowo	atsɛtɨlɛnɔvɔ
acetylenowy	atsɛtɨlɛnɔvɨ
acetylenu	atsɛtɨlɛnu
acetyloaceton	atsɛtɨlɔatsɛtɔn
acetylobenzen	atsɛtɨlɔbɛnzɛn
acetyloceluloza	atsɛtɨlɔtsɛlulɔza
acetylocelulozowy	atsɛtɨlɔtsɛlulɔzɔvɨ
acetylocholina	atsɛtɨlɔxɔlina
acetylocholina	atsɨtɨlɨxolʲina
acetylocholinesteraza	atsɛtɨlɔxɔlinɛstɛraza
acetylocholinoesteraza	atsɛtɨlɔxɔlinɔɛstɛraza
acetylocholinowy	atsɛtɨlɔxɔlinɔvɨ
acetylocysteina	atsɛtɨlɔtsɨstɛina
acetylodigitoksyna	atsɛtɨlɔdigitɔksɨna
acetyloesteraza	atsɛtɨlɔɛstɛraza
acetylogalaktoza	atsɛtɨlɔgalaktɔza
acetyloglikozamina	atsɛtɨlɔglikɔzamina
acetylohydrolaza	atsɛtɨlɔxɨdrɔlaza
acetylometylokarbinol	atsɛtɨlɔmɛtɨlɔkarbinɔl
acetylopirydyna	atsɛtɨlɔpirɨdɨna
acetylosalicylowy	atsɛtɨlɔsalitsɨlɔvɨ
acetylotransferaza	atsɛtɨlɔtransfɛraza
acetylowanie	atsɛtɨlɔvaɲɛ
acetylować	atsɛtɨlɔvatɕ
acetylowy	atsɛtlɔvɨ
acetylowy	atsɛtɨlɔvɨ
ach	ax
ach	ɒx
acha	axa
achacy	axaʲtsɨ
achajowie	axajovja
achalazja	axalazja
achamenidzki	axamɛɲitski
achanie	axaɲɛ
achat	axat
achatek	axatɛk
achatek	axɒtɛk
achates	axatɛs
achates	axɒtɛs
achatina	axatina
achać	axatɕ
achce	axtsɛ
achcie	axtɕɛ
achcie	ɒxtɕɛ
achcież	ɒxtɕeʂ
achcze	axtʂɛ
acheiropita	axejɛropita
acheiropoieta	axɛjruːpɔjɛta
achemenidzki	axɛmɛɲitski
achileina	axilɛina
achilles	axillɛs
achillesową	axillɛsɔvɔw̃
achnąć	axnɔɲtɕ
acholia	axolja
acholia	axɔlja
achondroplastyczny	axɔndrɔplastɨtʂnɨ
achondroplazja	axondruplasja
achondroplazja	axɔndrɔplazja
achondryt	axɔndrɨt
achroit	axrɔit
achromat	axrɔmat
achromatop	axrɔmatɔp
achromatopsja	axrɔmatɔpsja
achromatopsja	axrɔmatɔpsʲa
achromatopsjo	axrɔmatɔpsjɔ
achromatopsją	axrɔmatɔpsjɔw̃
achromatopsję	axrɔmatɔpsjɛ
achromatycznością	axrɔmatɨtʂnɔɕtɕɔw̃
achromatyczność	axrɔmatɨtʂnɔɕtɕ
achromatyczny	axrɔmatɨtʂnɨ
achromatyna	axrɔmatɨna
achromatynowy	axrɔmatɨnɔvɨ
achromatyzacja	axrɔmatɨzatsja
achromatyzm	axrɔmatɨzm
achronicznością	axrɔɲitʂnɔɕtɕɔw̃
achroniczność	axrɔɲitʂnɔɕtɕ
achroniczny	axrɔɲitʂnɨ
achronologicznie	axrɔnɔlɔgitʂɲɛ
achronologiczny	axrɔnɔlɔgitʂnɨ
achroodekstryna	axrɔɔdɛkstrɨna
achtel	axtel
achtelek	axtɛlɛk
achtelowy	axtɛlɔvɨ
achterdek	axtɛrdɛk
achterluk	axtɛrluk
achterpik	axtɛrpik
achtersztag	axtɛrʂtak
achylia	axɨlja
acpan	atspan
acpani	atspaɲi
acumen	atsoˈmen
acutum-argutum	atsutumargotum
acydemia	atsɨdɛmja
acydofil	atsɨdɔfil
acydofilnością	atsɨdɔfilnɔɕtɕɔw̃
acydofilność	atsɨdɔfilnɔɕtɕ
acydofilny	atsɨdɔfilnɨ
acydofit	atsɨdɔfit
acydofob	atsɨdɔfɔp
acydofobia	atsɨdɔfɔnia
acydoliza	atsɨdɔliza
acydoza	atsɨdɔza
acydymetr	atsɨdɨmɛtr
acydymetria	atsɨdɨmɛtrja
acydymetrycznie	atsɨdɨmɛtrɨtʂɲɛ
acydymetryczny	atsɨdɨmɛtrɨtʂnɨ
acyklicznie	atsɨklitʂɲɛ
acykliczności	atsɨklitʂnɔɕtɕi
acyklicznością	atsɨklitʂnɔɕtɕɔw̃
acykliczność	atsɨklitʂnɔɕtɕ
acykliczny	atsɨklitʂnɨ
acyklowir	atsɨklɔvir
acyklowir	ɨtsɨklɔvir
acyl	atsɨl
acyloglicerol	atseloglitserɔl
acyloglicerole	ɛatsɨlɔglitsɛrolɛ
acylohydrolaza	atsɨlɔxɨdrɔlaza
acylotransferaza	atsɨlɔtransfɛraza
acylotransferazy	watsɨlɔtransfɛrazɨ
acylowanie	atsɨlɔvaɲɛ
acylować	atsɨlɔvatɕ
acylowy	atsɨlɔvɨ
acylowy	ɨtsɨlɔvɨ
acz	atʂ
aczaria	atʃaria
aczasowo	atʂasɔvɔ
aczasowości	atʂasɔvɔɕtɕi
aczasowością	atʂasɔvɔɕtɕɔw̃
aczasowość	atʂasɔvɔɕtɕ
aczasowy	atʂasɔvɨ
aczci	atʂtɕi
aczej	atʂɛj
aczkolek	atʂkɔlɛk
aczkoli	atʂkɔli
aczkolwie	atʂkɔlvjɛ
aczkolwiek	atʂkɔlbjɛk
aczkolwiek	atʂkɔlviɛk
aczkolwiek	atʂkɔlvjɛk
aczkolwiekci	atʂkɔlvjɛktɕi
aczkolwiekciem	atʂkɔlvjɛktɕɛm
ada	ada
adach	adax
adagium	adagjlm
adalat	atala
adam	adam
adam	adːam
adamant	adamant
adamantan	adamantan
adamantan	adamentan
adamantowy	adamantɔvɨ
adamantyn	adamantɨn
adamantyn	adamɒntɨn
adamantynowy	adamantɨnɔvɨ
adamas	adamas
adamaszek	adamaʂɛk
adamaszkowo	adamaʂkɔvɔ
adamaszkowy	adamaʂkɔvɨ
adamczak	adamtʂak
adamczyk	adamtʂɨk
adamek	adamɛk
adamellit	adamɛllit
adament	adamɛnt
adamentny	adamɛntnɨ
adamiak	adamjak
adamiec	adamjɛts
adamiecki	adamjɛtski
adamik	adamik
adamkiewicz	adamkjɛvitʂ
adamkiewicz	adamkɛevitʃ
adamkowicz	adamkɔvitʂ
adamowicz	adamɔvitʂ
adamska	adamska
adamski	adamski
adamsyt	adamsɨt
adamus	adamus
adana	adana
adaptabilności	adaptabilnɔɕtɕi
adaptabilnością	adaptabilnɔɕtɕɔw̃
adaptabilność	adaptabilnɔɕtɕ
adaptabilny	adaptabilnɨ
adaptacja	adaptatsja
adaptacja	adaptatsʲja
adaptacjonizm	adaptatsjɔɲizm
adaptacyjnie	adaptatsɨjɲɛ
adaptacyjności	adaptatsɨjnɔɕtɕi
adaptacyjnością	adaptatsɨjnɔɕtɕɔw̃
adaptacyjność	adaptatsɨjnɔɕtɕ
adaptacyjny	adaptatsɨjnɨ
adaptator	adaptatɔr
adaptatorka	adaptatɔrka
adaptatorski	adaptatɔrski
adaptatywnie	adaptatɨvɲɛ
adaptatywności	adaptatɨvnɔɕtɕi
adaptatywnością	adaptatɨvnɔɕtɕɔw̃
adaptatywność	adaptatɨvnɔɕtɕ
adaptatywny	adaptatɨvnɨ
adapter	adaptɛr
adapter	adaptɯr
adaptera	adaptɛra
adapterach	adaptɛrax
adapterami	adaptɛrami
adapterek	adaptɛrɛk
adapterem	adaptɛrɛm
adapterom	adaptɛrɔm
adapterowi	adaptɛrɔvi
adapterowy	adaptɛrɔvɨ
adapteru	adaptɛru
adaptery	adaptɛrɨ
adapterze	adaptɛʐɛ
adapterów	adaptɛruf
adaptogen	adaptɔgɛn
adaptogenny	adaptɔgɛnnɨ
adaptometr	adaptɔmɛtr
adaptowalnością	adaptɔvalnɔɕtɕɔw̃
adaptowalność	adaptɔvalnɔɕtɕ
adaptowalny	adaptɔvalnɨ
adaptowanie	adaptɔvaɲɛ
adaptować	adaptɔvatɕ
adasiak	adaɕak
adasiek	adaɕɛk
adasiewicz	adaɕɛvitʂ
adasik	adaɕik
adaszkiewicz	adaʂkjɛvitʂ
adaś	adaɕ
adaś	adaʃ
adaś	adɒːʃ
adaśko	adaɕkɔ
adcytacja	attsɨtatsja
adcytowanie	attsɨtɔvaɲɛ
adcytować	attsɨtɔvatɕ
addendum	addɛndum
addukcie	adduktɕɛ
addukcja	adduktsja
addukcyjny	ataktsɨjnɨ
addukt	addukt
adduktach	adduktax
adduktami	adduktami
adduktem	adduktɛm
adduktom	adduktɔm
adduktor	adduktɔr
adduktor	atɔduktɔr
adduktora	adduktɔra
adduktorach	adduktɔrax
adduktorami	adduktɔrami
adduktorem	adduktɔrɛm
adduktorom	adduktɔrɔm
adduktorowi	adduktɔrɔvi
adduktory	adduktɔrɨ
adduktorze	adduktɔʐɛ
adduktorów	adduktɔruf
adduktowi	adduktɔvi
adduktu	adduktu
addukty	adduktɨ
adduktów	adduktuf
addycja	addɨtsja
addycja	addɪtɕja
addycyjnie	addɨtsɨjɲɛ
addycyjności	addɨtsɨjnɔɕtɕi
addycyjnością	addɨtsɨjnɔɕtɕɔw̃
addycyjność	addɨtsɨjnɔɕtɕ
addycyjny	addɨtsɨjnɨ
addykacja	addɨkatsja
addykcja	addɨktsja
addyment	addɨmɛnt
addytamencik	addɨtɒmɛntɕik
addytament	addɨtamɛnt
addytament	addɨtɒmɛnt
addytywnie	addɨtɨvɲɛ
addytywności	addɨtɨvnɔɕtɕi
addytywnością	addɨtɨvnɔɕtɕɔw̃
addytywność	addɨtɨvnɔɕtɕ
addytywność	adidɨtɨvnɔɕtɕ
addytywny	addɨtɨvnɨ
adekwacja	adɛkfatsja
adekwatnie	adɛkfatɲɛ
adekwatniej	adɛkfatɲɛj
adekwatniejszego	adɛkfatɲɛjʂɛgɔ
adekwatniejszy	adɛkfatɲɛjʂɨ
adekwatności	adɛkfatnɔɕtɕi
adekwatnością	adɛkfatnɔɕtɕɔw̃
adekwatność	adɛkfatnɔɕtɕ
adekwatny	adɛkfatnɨ
adekwatny	atɛkʰatnɨ
adela	adəla
adela	adɛla
adelajda	adɛlajda
adelfofagia	adɛlfɔfagja
aden	adɛn
adenina	adɛɲina
adeninowy	adɛɲinɔvɨ
adenka	adnka
adenoid	adɛnɔit
adenoidalny	adɛnɔidalnɨ
adenopatia	adɛnɔpatja
adenotomia	adɛnɔtɔmja
adenowirus	adɛnɔvirus
adenowirusowy	adɛnɔvirusɔvɨ
adenozyna	adɛnɔzɨna
adenozyna	adɨnozɨna
adenozynodwufosforan	adɛnɔzɨnɔdvufɔsfɔran
adenozynomonofosforan	adɛnɔzɨnɔmɔnɔfɔsfɔran
adenozynomonofosforowy	adɛnɔzɛnɔmɔnɔfɔsfɔrɔvɨ
adenozynotrójfosforan	adɛnɔzɨnɔtrujfɔsfɔran
adenozynowy	adɛnɔzɨnɔvɨ
adepci	adɛptɕi
adepci	adɛpːtɕi
adepcie	adɛptɕɛ
adept	adepte
adept	adɛpt
adept	adːept
adepta	adɛpta
adeptach	adɛptax
adeptami	adɛptami
adeptem	adɛptɛm
adeptka	adɛptka
adeptom	adɛptɔm
adeptowi	adɛptɔvi
adeptów	adɛptuf
adermina	adɛrmina
adesywny	adɛsɨvnɨ
adeński	adɛɲski
adhan	atxan
adhd	adɛxadɛ
adherencja	atxɛrɛntsja
adherent	atxɛrɛnt
adherentka	atxɛrɛntka
adhezja	atxɛzja
adhezyjnie	atxɛzɨjɲɛ
adhezyjności	atxɛzɨjnɔɕtɕi
adhezyjnością	atxɛzɨjnɔɕtɕɔw̃
adhezyjność	atxɛzɨjnɔɕtɕ
adhezyjny	atxɛzɨjnɨ
adhokracja	atxɔkratsja
adhortacja	atxɔrtatsja
adhortacyjny	atxɔrtatsɨjnɨ
adhortować	atxɔrtɔvatɕ
adiabata	adjabata
adiabatycznie	adjabatɨtʂɲɛ
adiabatycznością	adjabatɨtʂnɔɕtɕɔw̃
adiabatyczność	adjabatɨtʂnɔɕtɕ
adiabatyczny	adjabatɨtʂnɨ
adiacencki	adjatsɛntski
adiacent	adjatsɛnt
adiafora	adjafɔra
adiaforalny	adjafɔralnɨ
adiaforyczny	adjafɔrɨtʂnɨ
adiaforysta	adjafɔrɨsta
adiaforystyczny	adjafɔrɨstɨtʂnɨ
adiaforyzacja	adjafɔrɨzatsja
adiantowaty	adjantovatɨ
adiantum	adjantum
adiatermiczny	adjatɛrmitʂnɨ
adidas	adidas
adidasy	adidasi
adideacja	adidɛatsja
adiektyw	adjɛktɨf
adiektywalia	adjɛktɨvalja
adiektywalny	adjɛktɨvalnɨ
adiektywizacja	adjɛktɨvizatsja
adiektywizowanie	adjɛktɨvizɔvaɲɛ
adiektywizowany	adjɛktɨvizɔvanɨ
adiektywizować	adjɛktɨvizɔvatɕ
adiektywizując	adjɛktɨvizujɔnts
adiektywizujący	adjɛktɨvizujɔntsɨ
adiektywnością	adjɛktɨvnɔɕtɕɔw̃
adiektywność	adjɛktɨvnɔɕtɕ
adiektywny	adjɛktɨvnɨ
adieu	adjɛ
adio	adjɔ
adios	adijɔs
adipocyt	adipɔtsɨt
adiudykacja	adjudɨkatsja
adiudykacyjny	adjudɨkatsɨjnɨ
adiudykata	adjudɨkata
adiunkcja	adjuŋktsja
adiunkt	adjuŋkt
adiunktka	adjuŋktka
adiunktowa	adjuŋktɔva
adiunktura	adjuŋktura
adiunktywny	adjuŋktɨvnɨ
adiustacja	adjustatsja
adiustacyjny	adjustatsɨjnɨ
adiustator	adjustatɔr
adiustatorka	adjustatɔrka
adiustatorski	adjustatɔrski
adiustowanie	adjustɔvaɲɛ
adiustowany	adjustɔvanɨ
adiustować	adjustɔvatɕ
adiustując	adjustujɔnts
adiustujący	adjustujɔntsɨ
adiutanci	adjutantɕi
adiutancie	adjutantɕɛ
adiutancik	adjutantɕik
adiutancki	adjutantski
adiutant	adjutant
adiutanta	adjutanta
adiutantach	adjutantax
adiutantami	adjutantami
adiutantem	adjutantɛm
adiutantka	adjutantka
adiutantka	atjutantka
adiutantom	adjutantɔm
adiutantostwo	adjutantɔstfɔ
adiutantowa	adjutantɔva
adiutantowanie	adjutantɔvaɲɛ
adiutantować	adjutantɔvatɕ
adiutantowi	adjutantɔvi
adiutantura	adiotantura
adiutantura	adjutantura
adiutantów	adjutantuf
adiutański	adjutaɲski
adiutor	adjutɔr
adiuwant	adjuvant
adiuwantowy	adjuvantɔvɨ
adlatus	adlatus
admanuacja	admanuatsja
admanuować	admanuɔvatɕ
admieracyja	admjɛratsɨjɒ
admin	admin
administracja	admiɲistratsja
administracjach	admiɲistratsjax
administracje	admiɲistratsjɛ
administracji	admiɲistratsji
administracjo	admiɲistratsjɔ
administracjom	admiɲistratsjɔm
administracją	admiɲistratsjɔw̃
administrację	admiɲistratsjɛ
administracyj	admiɲistratsɨj
administracyja	admiɲistratsɨjɒ
administracyjne	atmjɛɲistratsɨjnɛ
administracyjnie	admiɲistratsɨjɲɛ
administracyjno-wykonawcze	ɔdmiɲsdratsɨjnɔvɨkɔnaftʂɛ
administracyjnością	admiɲistratsɨjnɔɕtɕɔw̃
administracyjność	admiɲistratsɨjnɔɕtɕ
administracyjny	admiɲistratsɨjnɨ
administrator	administratɔr
administrator	admiɲistratɔr
administrator	admiɲistrɒtɔr
administratora	admiɲistratɔra
administratorach	admiɲistratɔrax
administratorami	admiɲistratɔrami
administratorce	admiɲistratɔrtsɛ
administratoria	admiɲistratɔrja
administratorka	admiɲistratɔrka
administratorkach	admiɲistratɔrkax
administratorkami	admiɲistratɔrkami
administratorki	admiɲistratɔrki
administratorko	admiɲistratɔrkɔ
administratorkom	admiɲistratɔrkɔm
