'anar'	anaɾ
abanderadas	aβ̞ãn̪d̪eɾað̞as
abanderado	aβ̞ãn̪d̪eɾað̞o
abanderados	aβ̞ãn̪d̪eɾað̞os
abanderamiento	aβ̞ãn̪d̪eɾamjẽn̪t̪o
abanderar	aβ̞ãn̪d̪eɾaɾ
abanderara	aβ̞ãn̪d̪eɾaɾa
abanderaran	aβ̞ãn̪d̪eɾaɾãn
abanderares	aβ̞ãn̪d̪eɾaɾes
abanderaré	aβ̞ãn̪d̪eɾaɾe
abanderas	aβ̞ãn̪d̪eɾas
abanderen	aβ̞ãn̪d̪eɾẽn
abanderes	aβ̞ãn̪d̪eɾes
abanderizada	aβ̞ãn̪d̪eɾiθað̞a
abanderizadas	aβ̞ãn̪d̪eɾiθað̞as
abanderizado	aβ̞ãn̪d̪eɾiθað̞o
abanderizados	aβ̞ãn̪d̪eɾiθað̞os
abanderizar	aβ̞ãn̪d̪eɾiθaɾ
abandero	aβ̞ãn̪d̪eɾo
abanderé	aβ̞ãn̪d̪eɾe
abanderés	aβ̞ãn̪d̪eɾes
abandona	aβ̞ãn̪d̪ona
abandonada	aβ̞ãn̪d̪onað̞a
abandonadas	aβ̞ãn̪d̪onað̞as
abandonado	aβ̞ãn̪d̪onað̞o
abandonados	aβ̞ãn̪d̪onað̞os
abandonamiento	aβ̞ãn̪d̪onamjẽn̪t̪o
abandonamos	aβ̞ãn̪d̪onamos
abandonan	aβ̞ãn̪d̪onãn
abandonando	aβ̞ãn̪d̪onãn̪d̪o
abandonar	aβ̞ãn̪d̪onaɾ
abandonara	aβ̞ãn̪d̪onaɾa
abandonaras	aβ̞ãn̪d̪onaɾas
abandonareis	aβ̞ãn̪d̪onaɾei̯s
abandonaremos	aβ̞ãn̪d̪onaɾemos
abandonares	aβ̞ãn̪d̪onaɾes
abandonará	aβ̞ãn̪d̪onaɾa
abandonarás	aβ̞ãn̪d̪onaɾas
abandonaré	aβ̞ãn̪d̪onaɾe
abandonaríamos	aβ̞ãn̪d̪onaɾiamos
abandonas	aβ̞ãn̪d̪onas
abandonase	aβ̞ãn̪d̪onase
abandonaste	aβ̞ãn̪d̪onast̪e
abandone	aβ̞ãn̪d̪one
abandonemos	aβ̞ãn̪d̪onemos
abandonen	aβ̞ãn̪d̪onẽn
abandones	aβ̞ãn̪d̪ones
abandonismo	aβ̞ãn̪d̪onizmo
abandonista	aβ̞ãn̪d̪onist̪a
abandonista	aβ̞ãn̪t̪õn̪ist̪a
abandonistas	aβ̞ãn̪d̪onist̪as
abandono	aβ̞ãn̪d̪ono
abandonos	aβ̞ãn̪d̪onos
abandonáis	aβ̞ãn̪d̪onai̯s
abandonáramos	aβ̞ãn̪d̪onaɾamos
abandoné	aβ̞ãn̪d̪one
abandonó	aβ̞ãn̪d̪ono
abane	aβ̞ane
abanemos	aβ̞anemos
abanes	aβ̞anes
abanicada	aβ̞anikað̞a
abanicadas	aβ̞anikað̞as
abanicado	aβ̞anikað̞o
abanicados	aβ̞anikað̞os
abanicar	aβ̞anikaɾ
abanicara	aβ̞anikaɾa
abanicares	aβ̞anikaɾes
abanicazo	aβ̞anikaθo
abanicazos	aβ̞anikaθos
abanico	aβ̞aniko
abanillo	aβ̞aniʝo
abano	aβ̞ano
abanos	aβ̞anos
abans	aβ̞ãŋs
abanto	aβ̞ãn̪t̪o
abanáramos	aβ̞anaɾamos
abaratada	aβ̞aɾat̪að̞a
abaratadas	aβ̞aɾat̪að̞as
abaratado	aβ̞aɾat̪að̞o
abaratados	aβ̞aɾat̪að̞os
abaratamiento	aβ̞aɾat̪amjẽn̪t̪o
abaratar	aβ̞aɾat̪aɾ
abaratara	aβ̞aɾat̪aɾa
abaratares	aβ̞aɾat̪aɾes
abaratir	aːbaɾat̪i
abarbetada	aβ̞aɾβ̞et̪að̞a
abarbetadas	aβ̞aɾβ̞et̪að̞as
abarbetado	aβ̞aɾβ̞et̪að̞o
abarbetados	aβ̞aɾβ̞et̪að̞os
abarbetar	aβ̞aɾβ̞et̪aɾ
abarbetara	aβ̞aɾβ̞et̪aɾa
abarbetares	aβ̞aɾβ̞et̪aɾes
abarca	aβ̞aɾka
abarcada	aβ̞aɾkað̞a
abarcadas	aβ̞aɾkað̞as
abarcado	aβ̞aɾkað̞o
abarcador	aβ̞aɾkað̞oɾ
abarcados	aβ̞aɾkað̞os
abarcamos	aβ̞aɾkamos
abarcando	aβ̞aɾkãn̪d̪o
abarcante	aβ̞aɾkãn̪t̪e
abarcar	aβ̞aɾkaɾ
abarcara	aβ̞aɾkaɾa
abarcares	aβ̞aɾkaɾes
abarcaríamos	aβ̞aɾkaɾiamos
abarcáramos	aβ̞aɾkaɾamos
abarloada	aβ̞aɾloað̞a
abarloadas	aβ̞aɾloað̞as
abarloado	aβ̞aɾloað̞o
abarloados	aβ̞aɾloað̞os
abarloar	aβ̞aɾloaɾ
abarloar	labaɾloaɾ
abarloara	aβ̞aɾloaɾa
abarloares	aβ̞aɾloaɾes
abarnegat	aβ̞eɾneɣ̞at̪
abaronar	aːˈβ̞aɾonaɾ
abarquillada	aβ̞aɾkiʝað̞a
abarquilladas	aβ̞aɾkiʝað̞as
abarquillado	aβ̞aɾkiʝað̞o
abarquillados	aβ̞aɾkiʝað̞os
abarquillar	aβ̞aɾkiʝaɾ
abarquillara	aβ̞aɾkiʝaɾa
abarquillares	aβ̞aɾkiʝaɾes
abarraba	aβ̞araβ̞a
abarracada	aβ̞arakað̞a
abarracadas	aβ̞arakað̞as
abarracado	aβ̞arakað̞o
abarracados	aβ̞arakað̞os
abarracar	aβ̞arakaɾ
abarracara	aβ̞arakaɾa
abarracares	aβ̞arakaɾes
abarraces	aβ̞araθes
abarrada	aβ̞arað̞a
abarradas	aβ̞arað̞as
abarrado	aβ̞arað̞o
abarrados	aβ̞arað̞os
abarrar	aβ̞araɾ
abarrara	aβ̞araɾa
abarrares	aβ̞araɾes
abarraz	aβ̞araθ
abarrotada	aβ̞arot̪að̞a
abarrotadas	aβ̞arot̪að̞as
abarrotado	aβ̞arot̪að̞o
abarrotados	aβ̞arot̪að̞os
abarrotar	aβ̞arot̪aɾ
abarrotar	labarot̪aɾ
abarrotara	aβ̞arot̪aɾa
abarrotares	aβ̞arot̪aɾes
abarrote	aβ̞arot̪e
abarrotera	aβ̞arot̪eɾa
abarrotero	aβ̞arot̪eɾo
abarrotería	aβ̞arot̪eɾia
abascal	aβ̞askal
abasidas	aβ̞asið̞as
abassegadora	aβ̞assaɣ̞að̞oɾa
abassegament	aβ̞assaɣ̞amẽn̪t̪
abast	aβ̞ast̪
abasta	aβ̞ast̪a
abastada	aβ̞ast̪að̞a
abastadas	aβ̞ast̪að̞as
abastado	aβ̞ast̪að̞o
abastador	abast̪að̞oɾ
abastados	aβ̞ast̪að̞os
abastamiento	aβ̞ast̪amjẽn̪t̪o
abastamos	aβ̞ast̪amos
abastar	aβ̞ast̪aɾ
abastara	aβ̞ast̪aɾa
abastaras	aβ̞ast̪aɾas
abastarda	aβ̞ast̪aɾð̞a
abastardada	aβ̞ast̪aɾð̞að̞a
abastardadas	aβ̞ast̪aɾð̞að̞as
abastardado	aβ̞ast̪aɾð̞að̞o
abastardados	aβ̞ast̪aɾð̞að̞os
abastardamos	aβ̞ast̪aɾð̞amos
abastardando	aβ̞ast̪aɾð̞ãn̪d̪o
abastardar	aβ̞ast̪aɾð̞aɾ
abastardara	aβ̞ast̪aɾð̞aɾa
abastardaras	aβ̞ast̪aɾð̞aɾas
abastardareis	aβ̞ast̪aɾð̞aɾei̯s
abastardaremos	aβ̞ast̪aɾð̞aɾemos
abastardares	aβ̞ast̪aɾð̞aɾes
abastardará	aβ̞ast̪aɾð̞aɾa
abastardarás	aβ̞ast̪aɾð̞aɾas
abastardaréis	aβ̞ast̪aɾð̞aɾei̯s
abastardaríamos	aβ̞ast̪aɾð̞aɾiamos
abastardas	aβ̞ast̪aɾð̞as
abastardaste	aβ̞ast̪aɾð̞ast̪e
abastarde	aβ̞ast̪aɾð̞e
abastardemos	aβ̞ast̪aɾð̞emos
abastardes	aβ̞ast̪aɾð̞es
abastardo	aβ̞ast̪aɾð̞o
abastardá	aβ̞ast̪aɾð̞a
abastardáramos	aβ̞ast̪aɾð̞aɾamos
abastardáremos	aβ̞ast̪aɾð̞aɾemos
abastardás	aβ̞ast̪aɾð̞as
abastardé	aβ̞ast̪aɾð̞e
abastardés	aβ̞ast̪aɾð̞es
abastareis	aβ̞ast̪aɾei̯s
abastaremos	aβ̞ast̪aɾemos
abastares	aβ̞ast̪aɾes
abastará	aβ̞ast̪aɾa
abastarás	aβ̞ast̪aɾas
abastaríamos	aβ̞ast̪aɾiamos
abastas	aβ̞ast̪as
abastaste	aβ̞ast̪ast̪e
abaste	aβ̞ast̪e
abastecedor	aβ̞ast̪eθeð̞oɾ
abastecedora	aβ̞ast̪eθeð̞oɾa
abastecedoras	aβ̞ast̪eθeð̞oɾas
abastecedores	aβ̞ast̪eθeð̞oɾes
abastecer	aβ̞ast̪eθeɾ
abasteceríamos	aβ̞ast̪eθeɾiamos
abastecida	aβ̞ast̪eθið̞a
abastecidas	aβ̞ast̪eθið̞as
abastecido	aβ̞ast̪eθið̞o
abastecidos	aβ̞ast̪eθið̞os
abastecimiento	aβ̞ast̪eθimjẽn̪t̪o
abasteciéndola	aβ̞ast̪eθjẽn̪d̪ola
abasteciéndolas	aβ̞ast̪eθjẽn̪d̪olas
abasteciéndole	aβ̞ast̪eθjẽn̪d̪ole
abasteciéndoles	aβ̞ast̪eθjẽn̪d̪oles
abasteciéndolo	aβ̞ast̪eθjẽn̪d̪olo
abasteciéndolos	aβ̞ast̪eθjẽn̪d̪olos
abasteciéndome	aβ̞ast̪eθjẽn̪d̪ome
abasteciéndonos	aβ̞ast̪eθjẽn̪d̪onos
abasteciéndoos	aβ̞ast̪eθjẽn̪d̪oos
abasteciéndote	aβ̞ast̪eθjẽn̪d̪ot̪e
abastecíamos	aβ̞ast̪eθiamos
abastemos	aβ̞ast̪emos
abastes	aβ̞ast̪es
abasti	abast̪i
abastiment	abest̪imẽn̪t̪
abastionada	aβ̞ast̪jonað̞a
abastionadas	aβ̞ast̪jonað̞as
abastionado	aβ̞ast̪jonað̞o
abastionados	aβ̞ast̪jonað̞os
abastionar	aβ̞ast̪jonaɾ
abastionares	aβ̞ast̪jonaɾes
abasto	aβ̞ast̪o
abastos	aβ̞ast̪os
abastáramos	aβ̞ast̪aɾamos
abastés	aβ̞ast̪es
abasí	aβ̞asi
abat	abat
abat	aβ̞at̪
abata	aβ̞at̪a
abatamos	aβ̞at̪amos
abatanada	aβ̞at̪anað̞a
abatanadas	aβ̞at̪anað̞as
abatanado	aβ̞at̪anað̞o
abatanados	aβ̞at̪anað̞os
abatanar	aβ̞at̪anaɾ
abatas	aβ̞at̪as
abatata	aβ̞at̪at̪a
abatataba	aβ̞at̪at̪aβ̞a
abatatada	aβ̞at̪at̪að̞a
abatatadas	aβ̞at̪at̪að̞as
abatatado	aβ̞at̪at̪að̞o
abatatados	aβ̞at̪at̪að̞os
abatatar	aβ̞at̪at̪aɾ
abatatarse	aβ̞at̪at̪aɾse
abatate	aβ̞at̪at̪e
abatato	aβ̞at̪at̪o
abate	aβ̞at̪e
abatent	abat̪ẽn̪t̪
abates	aβ̞at̪es
abatible	aβ̞at̪iβ̞le
abatida	aβ̞at̪ið̞a
abatidas	aβ̞at̪ið̞as
abatido	aβ̞at̪ið̞o
abatidos	aβ̞at̪ið̞os
abatiment	kβ̞at̪imẽn̪t̪
abatimiento	aβ̞at̪imjẽn̪t̪o
abatir	aβ̞at̪iɾ
abatiéndola	aβ̞at̪jẽn̪d̪ola
abatiéndolas	aβ̞at̪jẽn̪d̪olas
abatiéndole	aβ̞at̪jẽn̪d̪ole
abatiéndoles	aβ̞at̪jẽn̪d̪oles
abatiéndolo	aβ̞at̪jẽn̪d̪olo
abatiéndolos	aβ̞at̪jẽn̪d̪olos
abatiéndome	aβ̞at̪jẽn̪d̪ome
abatiéndonos	aβ̞at̪jẽn̪d̪onos
abatiéndoos	aβ̞at̪jẽn̪d̪oos
abatiéndote	aβ̞at̪jẽn̪d̪ot̪e
abato	aβ̞at̪o
abatojada	aβ̞at̪oxað̞a
abatojadas	aβ̞at̪oxað̞as
abatojado	aβ̞at̪oxað̞o
abatojados	aβ̞at̪oxað̞os
abatojar	aβ̞at̪oxaɾ
abatojásemos	aβ̞at̪oxasemos
abats	aβ̞at̪s
abatussat	aβ̞at̪ossat̪
abatíamos	aβ̞at̪iamos
abaxial	aβ̞aɣ̞sjal
abaxiales	aβ̞aɣ̞sjales
abazón	aβ̞aθõn
abaá	aβ̞aa
abañaba	aβ̞aɲaβ̞a
abañada	aβ̞aɲað̞a
abañadas	aβ̞aɲað̞as
abañado	aβ̞aɲað̞o
abañados	aβ̞aɲað̞os
abañar	aβ̞aɲaɾ
abañara	aβ̞aɲaɾa
abañares	aβ̞aɲaɾes
abdalong	apð̞alõn̪ɣ̞
abdera	apð̞eɾa
abdica	aβ̞ð̞ika
abdicaciones	aβ̞ð̞ikaθjones
abdicación	aβ̞ð̞ikaθjõn
abdicada	aβ̞ð̞ikað̞a
abdicadas	aβ̞ð̞ikað̞as
abdicado	aβ̞ð̞ikað̞o
abdicados	aβ̞ð̞ikað̞os
abdicamos	aβ̞ð̞ikamos
abdicando	aβ̞ð̞ikãn̪d̪o
abdicar	aβ̞ð̞ikaɾ
abdicara	aβ̞ð̞ikaɾa
abdicaras	aβ̞ð̞ikaɾas
abdicareis	aβ̞ð̞ikaɾei̯s
abdicaremos	aβ̞ð̞ikaɾemos
abdicares	aβ̞ð̞ikaɾes
abdicará	aβ̞ð̞ikaɾa
abdicarás	aβ̞ð̞ikaɾas
abdicaré	aβ̞ð̞ikaɾe
abdicaríamos	aβ̞ð̞ikaɾiamos
abdicas	aβ̞ð̞ikas
abdicaste	aβ̞ð̞ikast̪e
abdicativa	aβ̞ð̞ikat̪iβ̞a
abdicativas	aβ̞ð̞ikat̪iβ̞as
abdicativo	aβ̞ð̞ikat̪iβ̞o
abdicativos	aβ̞ð̞ikat̪iβ̞os
abdico	aβ̞ð̞iko
abdicáramos	aβ̞ð̞ikaɾamos
abdiel	aβ̞ð̞jel
abdique	aβ̞ð̞ike
abdiquemos	aβ̞ð̞ikemos
abdiques	aβ̞ð̞ikes
abdomen	abd̪omẽn̪
abdomen	aβ̞ð̞omẽn
abdominal	aβ̞ð̞ominal
abdominal	ɛbd̪ominal
abdominales	aβ̞ð̞ominales
abdominalmente	aβ̞ð̞ominalmẽn̪t̪e
abdon	abd̪on
abducció	aβ̞ð̞okkio
abducción	aβ̞ð̞uɣ̞θjõn
abduce	aβ̞ð̞uθe
abducen	aβ̞ð̞uθẽn
abduces	aβ̞ð̞uθes
abducid	aβ̞ð̞uθið̞
abducida	aβ̞ð̞uθið̞a
abducidas	aβ̞ð̞uθið̞as
abducidla	aβ̞ð̞uθið̞la
abducidlas	aβ̞ð̞uθið̞las
abducidle	aβ̞ð̞uθið̞le
abducidles	aβ̞ð̞uθið̞les
abducidlo	aβ̞ð̞uθið̞lo
abducidlos	aβ̞ð̞uθið̞los
abducidme	aβ̞ð̞uθið̞me
abducidnos	aβ̞ð̞uθið̞nos
abducido	aβ̞ð̞uθið̞o
abducidos	aβ̞ð̞uθið̞os
abduciendo	aβ̞ð̞uθjẽn̪d̪o
abducila	aβ̞ð̞uθila
abducilas	aβ̞ð̞uθilas
abducile	aβ̞ð̞uθile
abduciles	aβ̞ð̞uθiles
abducilo	aβ̞ð̞uθilo
abducilos	aβ̞ð̞uθilos
abducime	aβ̞ð̞uθime
abducimos	aβ̞ð̞uθimos
abducinos	aβ̞ð̞uθinos
abducir	aβ̞ð̞uθiɾ
abduciremos	aβ̞ð̞uθiɾemos
abducirla	aβ̞ð̞uθiɾla
abducirlas	aβ̞ð̞uθiɾlas
abducirle	aβ̞ð̞uθiɾle
abducirles	aβ̞ð̞uθiɾles
abducirlo	aβ̞ð̞uθiɾlo
abducirlos	aβ̞ð̞uθiɾlos
abducirme	aβ̞ð̞uθiɾme
abducirnos	aβ̞ð̞uθiɾnos
abduciros	aβ̞ð̞uθiɾos
abducirse	aβ̞ð̞uθiɾse
abducirte	aβ̞ð̞uθiɾt̪e
abducirá	aβ̞ð̞uθiɾa
abducirán	aβ̞ð̞uθiɾãn
abducirás	aβ̞ð̞uθiɾas
abduciré	aβ̞ð̞uθiɾe
abduciréis	aβ̞ð̞uθiɾei̯s
abduciría	aβ̞ð̞uθiɾia
abduciríais	aβ̞ð̞uθiɾiai̯s
abduciríamos	aβ̞ð̞uθiɾiamos
abducirían	aβ̞ð̞uθiɾiãn
abducirías	aβ̞ð̞uθiɾias
abducite	aβ̞ð̞uθit̪e
abduciéndola	aβ̞ð̞uθjẽn̪d̪ola
abduciéndolas	aβ̞ð̞uθjẽn̪d̪olas
abduciéndole	aβ̞ð̞uθjẽn̪d̪ole
abduciéndoles	aβ̞ð̞uθjẽn̪d̪oles
abduciéndolo	aβ̞ð̞uθjẽn̪d̪olo
abduciéndolos	aβ̞ð̞uθjẽn̪d̪olos
abduciéndome	aβ̞ð̞uθjẽn̪d̪ome
abduciéndonos	aβ̞ð̞uθjẽn̪d̪onos
abduciéndoos	aβ̞ð̞uθjẽn̪d̪oos
abduciéndose	aβ̞ð̞uθjẽn̪d̪ose
abduciéndote	aβ̞ð̞uθjẽn̪d̪ot̪e
abductor	aβ̞ð̞uɣ̞t̪oɾ
abductora	abð̞oɣ̞t̪oɾa
abducí	aβ̞ð̞uθi
abducía	aβ̞ð̞uθia
abducíais	aβ̞ð̞uθiai̯s
abducíamos	aβ̞ð̞uθiamos
abducían	aβ̞ð̞uθiãn
abducías	aβ̞ð̞uθias
abducíos	aβ̞ð̞uθios
abducís	aβ̞ð̞uθis
abduje	aβ̞ð̞uxe
abdujera	aβ̞ð̞uxeɾa
abdujerais	aβ̞ð̞uxeɾai̯s
abdujeran	aβ̞ð̞uxeɾãn
abdujeras	aβ̞ð̞uxeɾas
abdujere	aβ̞ð̞uxeɾe
abdujereis	aβ̞ð̞uxeɾei̯s
abdujeren	aβ̞ð̞uxeɾẽn
abdujeres	aβ̞ð̞uxeɾes
abdujeron	aβ̞ð̞uxeɾõn
abdujese	aβ̞ð̞uxese
abdujeseis	aβ̞ð̞uxesei̯s
abdujesen	aβ̞ð̞uxesẽn
abdujeses	aβ̞ð̞uxeses
abdujimos	aβ̞ð̞uximos
abdujiste	aβ̞ð̞uxist̪e
abdujisteis	aβ̞ð̞uxist̪ei̯s
abdujo	aβ̞ð̞uxo
abdujéramos	aβ̞ð̞uxeɾamos
abdujéremos	aβ̞ð̞uxeɾemos
abdujésemos	aβ̞ð̞uxesemos
abduzca	aβ̞ð̞uθka
abduzcamos	aβ̞ð̞uθkamos
abduzcan	aβ̞ð̞uθkãn
abduzcas	aβ̞ð̞uθkas
abduzco	aβ̞ð̞uθko
abduzcáis	aβ̞ð̞uθkai̯s
abduzcámonos	aβ̞ð̞uθkamonos
abduzcámoos	aβ̞ð̞uθkamoos
abduzcámosla	aβ̞ð̞uθkamosla
abduzcámoslas	aβ̞ð̞uθkamoslas
abduzcámosle	aβ̞ð̞uθkamosle
abduzcámosles	aβ̞ð̞uθkamosles
abduzcámoslo	aβ̞ð̞uθkamoslo
abduzcámoslos	aβ̞ð̞uθkamoslos
abduzcámoste	aβ̞ð̞uθkamost̪e
abduzcás	aβ̞ð̞uθkas
abdías	aβ̞ð̞ias
abdón	aβ̞ð̞õn
abdúcela	aβ̞ð̞uθela
abdúcelas	aβ̞ð̞uθelas
abdúcele	aβ̞ð̞uθele
abdúceles	aβ̞ð̞uθeles
abdúcelo	aβ̞ð̞uθelo
abdúcelos	aβ̞ð̞uθelos
abdúceme	aβ̞ð̞uθeme
abdúcenos	aβ̞ð̞uθenos
abdúcete	aβ̞ð̞uθet̪e
abdúzcala	aβ̞ð̞uθkala
abdúzcalas	aβ̞ð̞uθkalas
abdúzcale	aβ̞ð̞uθkale
abdúzcales	aβ̞ð̞uθkales
abdúzcalo	aβ̞ð̞uθkalo
abdúzcalos	aβ̞ð̞uθkalos
abdúzcame	aβ̞ð̞uθkame
abdúzcanla	aβ̞ð̞uθkãnla
abdúzcanlas	aβ̞ð̞uθkãnlas
abdúzcanle	aβ̞ð̞uθkãnle
abdúzcanles	aβ̞ð̞uθkãnles
abdúzcanlo	aβ̞ð̞uθkãnlo
abdúzcanlos	aβ̞ð̞uθkãnlos
abdúzcanme	aβ̞ð̞uθkãmme
abdúzcannos	aβ̞ð̞uθkãnnos
abdúzcanos	aβ̞ð̞uθkanos
abdúzcanse	aβ̞ð̞uθkãnse
abdúzcase	aβ̞ð̞uθkase
abe	aβ̞e
abecedario	aβ̞eθeð̞aɾjo
abecedarios	aβ̞eθeð̞aɾjos
abecé	aβ̞eθe
abecés	aβ̞eθes
abedul	aβ̞eð̞ul
abeita	aβ̞ei̯t̪a
abeja	aβ̞exa
abejar	aβ̞exaɾ
abejarrón	aβ̞exarõn
abejaruco	aβ̞exaɾuko
abejas	aβ̞exas
abejeada	aβ̞exeað̞a
abejeadas	aβ̞exeað̞as
abejeado	aβ̞exeað̞o
abejeados	aβ̞exeað̞os
abejear	aβ̞exeaɾ
abejera	aβ̞exeɾa
abejero	aβ̞exeɾo
abejita	aβ̞exit̪a
abejoneada	aβ̞exoneað̞a
abejoneadas	aβ̞exoneað̞as
abejoneado	aβ̞exoneað̞o
abejoneados	aβ̞exoneað̞os
abejonear	aβ̞exoneaɾ
abejorreada	aβ̞exoreað̞a
abejorreadas	aβ̞exoreað̞as
abejorreado	aβ̞exoreað̞o
abejorreados	aβ̞exoreað̞os
abejorrear	aβ̞exoreaɾ
abejorro	aβ̞exoro
abejuno	aβ̞exuno
abejón	aβ̞exõn
abel	abˈɛl
abel	aβ̞el
abelardo	aβ̞elaɾð̞o
abeldada	aβ̞el̪d̪að̞a
abeldadas	aβ̞el̪d̪að̞as
abeldado	aβ̞el̪d̪að̞o
abeldados	aβ̞el̪d̪að̞os
abeldar	aβ̞el̪d̪aɾ
abeliana	aβ̞eljana
abeliano	aβ̞eljano
abelito	aβ̞elit̪o
abelià	aβ̞elli
abellano	aβ̞eʝano
abellenc	aβ̞ellank
abelliment	abelliment̪
abello	aβ̞eʝo
abelmosco	aβ̞elmosko
abelonita	aβ̞elonit̪a
abemolada	aβ̞emolað̞a
abemoladas	aβ̞emolað̞as
abemolado	aβ̞emolað̞o
abemolados	aβ̞emolað̞os
abemolar	aβ̞emolaɾ
abencerraje	aβ̞ẽn̟θeraxe
abendaño	aβ̞ẽn̪d̪aɲo
abentèric	aβ̞ãn̪t̪ɾik
abenuz	aβ̞enuθ
aberci	aβ̞eɾsj
aberració	aβ̞aɾɾakio
aberración	aβ̞eraθjõn
aberrada	aβ̞erað̞a
aberradas	aβ̞erað̞as
aberrado	aβ̞erað̞o
aberrados	aβ̞erað̞os
aberramos	aβ̞eramos
aberrando	aβ̞erãn̪d̪o
aberrant	abarãn̪t̪
aberrante	aβ̞erãn̪t̪e
aberrantes	aβ̞erãn̪t̪es
aberrar	aβ̞eraɾ
aberraríamos	aβ̞eraɾiamos
aberro	aβ̞ero
aberráramos	aβ̞eraɾamos
abertal	aβ̞eɾt̪al
abertales	aβ̞eɾt̪ales
abertura	aβ̞eɾt̪uɾa
abertzale	aβ̞eɾtʃale
abertzale	aβ̞eɾθale
abertzales	aβ̞eɾt̪θales
aberzales	aβ̞eɾθales
abesiva	aβ̞esiβ̞a
abesivas	aβ̞esiβ̞as
abesivo	aβ̞esiβ̞o
abesivos	aβ̞esiβ̞os
abestializar	aβ̞est̪jaliθaɾ
abetal	aβ̞et̪al
abeto	aβ̞et̪o
abetos	aβ̞et̪os
abetunada	aβ̞et̪unað̞a
abetunadas	aβ̞et̪unað̞as
abetunado	aβ̞et̪unað̞o
abetunados	aβ̞et̪unað̞os
abetunar	aβ̞et̪unaɾ
abeuradora	laβ̞euɾad̪oɾa
abeurament	aβ̞auɾamẽn̪t̪
abeuratge	abauɾat̪ɣ̞e
abeyta	aβ̞ei̯t̪a
abhaz	aβaθ
abib	aˈbˈi
abierta	aβ̞jeɾt̪a
abiertamente	aβ̞jeɾt̪amẽn̪t̪e
abierto	aβ̞jeɾt̪o
abigarrada	aβ̞iɣ̞arað̞a
abigarrado	aβ̞iɣ̞arað̞o
abigarramiento	aβ̞iɣ̞aramjẽn̪t̪o
abigarrar	aβ̞iɣ̞araɾ
abigaíl	aβ̞iɣ̞ail
abigaïl	aβ̞jɣ̞ail
abigeato	aβ̞ixeat̪o
abigeo	aβ̞ixeo
abigeu	abixau
abimael	aβ̞imael
abintestato	aβ̞ĩn̪t̪est̪at̪o
abiogènesi	aβ̞ioɣ̞ẽn̪esi
abiogénesis	aβ̞joxenesis
abiotròfia	abiot̪ɾofia
abipón	aβ̞ipõn
abiraterona	aβ̞iɾat̪eɾona
abisagrada	aβ̞isaɣ̞ɾað̞a
abisagradas	aβ̞isaɣ̞ɾað̞as
abisagrado	aβ̞isaɣ̞ɾað̞o
abisagrados	aβ̞isaɣ̞ɾað̞os
abisagrar	aβ̞isaɣ̞ɾaɾ
abisal	aβ̞isal
abisinia	aβ̞isinja
abisinio	aβ̞isinjo
abismada	aβ̞izmað̞a
abismadas	aβ̞izmað̞as
abismado	aβ̞izmað̞o
abismados	aβ̞izmað̞os
abismal	aβ̞izmal
abismamos	aβ̞izmamos
abismar	aβ̞izmaɾ
abismaríamos	aβ̞izmaɾiamos
abismo	aβ̞izmo
abismáramos	aβ̞izmaɾamos
abismós	aβ̞jsmos
abissal	aβ̞jsal
abissinis	aβ̞jzinis
abivas	aβ̞iβ̞as
abiyanés	aβ̞iʝanes
abiyán	aβ̞iʝãn
abiòtic	aβ̞it̪ik
abiòtica	aβ̞it̪ika
abiótica	aβ̞jot̪ika
abióticas	aβ̞jot̪ikas
abiótico	aβ̞jot̪iko
abióticos	aβ̞jot̪ikos
abjad	aβ̞xað̞
abjasia	aβ̞xasja
abjasio	aβ̞xasjo
abjaso	aβ̞xaso
abjecta	abxekt̪e
abjectament	oβ̞xekt̪amẽn̪t̪
abjura	aβ̞xuɾa
abjuración	aβ̞xuɾaθjõn
abjurada	aβ̞xuɾað̞a
abjuradas	aβ̞xuɾað̞as
abjurado	aβ̞xuɾað̞o
abjurados	aβ̞xuɾað̞os
abjuramos	aβ̞xuɾamos
abjurando	aβ̞xuɾãn̪d̪o
abjurar	aβ̞xuɾaɾ
abjuraríamos	aβ̞xuɾaɾiamos
abjuras	aβ̞xuɾas
abjure	aβ̞xuɾe
abjuro	aβ̞xuɾo
abjuráramos	aβ̞xuɾaɾamos
ablacionada	aβ̞laθjonað̞a
ablacionadas	aβ̞laθjonað̞as
ablacionado	aβ̞laθjonað̞o
ablacionados	aβ̞laθjonað̞os
ablacionar	aβ̞laθjonaɾ
ablació	ablaθio
ablación	aβ̞laθjõn
ablactació	aβ̞lakt̪akjo
ablandada	aβ̞lãn̪d̪að̞a
ablandadas	aβ̞lãn̪d̪að̞as
ablandado	aβ̞lãn̪d̪að̞o
ablandador	aβ̞lãn̪d̪að̞oɾ
ablandados	aβ̞lãn̪d̪að̞os
ablandamiento	aβ̞lãn̪d̪amjẽn̪t̪o
ablandar	aβ̞lãn̪d̪aɾ
ablandarse	aβ̞lãn̪d̪aɾse
ablanida	eblanið̞a
ablanir	aβ̞lani
ablanit	aβ̞lanat̪
ablativa	aplat̪iβ̞a
ablativa	aβ̞lat̪iβ̞a
ablativas	aβ̞lat̪iβ̞as
ablativo	aβ̞lat̪iβ̞o
ablativos	aβ̞lat̪iβ̞os
ablebert	ãβ̞laβ̞eɾt̪
ablución	aβ̞luθjõn
