a	aː
achubwyr	aχɪbwɪr
achwyn	aχʊi̯n
achwyn	aːχʊi̯n
achwyniad	aχʊi̯njad
achwyniadau	aχʊi̯njadai̯
achwyniadau	aχʊi̯njadɛ
achwyniadau	aχʊi̯njaːdai̯
achwyniadau	aχʊi̯njaːdɛ
achwynwr	aχʊi̯njʊr
achwynwyr	aχʊi̯nwɪr
achwynydd	aχʊi̯njɪð
achydd	aχɪð
achydd	aːχɪð
achyddiaeth	aχəðjai̯θ
achyddiaeth	aχəðjɛθ
achyddion	aχəðjɔn
achyddol	aχəðɔl
aciwbigo	akɪu̯biːɡɔ
aciwbigo	akɪu̯bɪɡɔ
act	akt
actau	aktai̯
actau	aktɛ
acti	akti
actiniwm	aktɪnjʊm
actio	aktjɔ
actor	aktɔr
actores	aktoːrɛs
actores	aktɔrɛs
actoresau	aktɔrɛsai̯
actoresau	aktɔrɛsɛ
actorion	aktɔrjɔn
acw	akʊ
ad	aːd
adael	adai̯l
adael	adɛl
adael	aːdai̯l
adael	aːdɛl
adain	aːdai̯n
adain	aːdɛn
adainredyn	adai̯nreːdɪn
adainredyn	adai̯nrɛdɪn
adanedd	adanɛð
adanedd	adaːnɛð
adar	adar
adar	aːdar
adara	adaːra
adardai	adardai̯
adardy	adardi
adareg	adarɛɡ
adareg	adaːrɛɡ
adaregol	adareːɡɔl
adaregol	adarɛɡɔl
adaregwyr	adarɛɡwɪr
adaregydd	adareːɡɪð
adaregydd	adarɛɡɪð
adargi	adarɡi
adargraffiad	adarɡrafjad
adargraffiadau	adarɡrafjadai̯
adargraffiadau	adarɡrafjadɛ
adargraffiadau	adarɡrafjaːdai̯
adargraffiadau	adarɡrafjaːdɛ
adargraffu	adarɡrafi
adargwn	adarɡʊn
adarwr	adarʊr
adarwr	adaːrʊr
adarwyr	adarwɪr
adarydd	adaːrɪð
adarydda	adarəða
adaryddiaeth	adarəðjai̯θ
adaryddiaeth	adarəðjɛθ
adaryddion	adarəðjɔn
adawed	adau̯ɛd
adborth	adbɔrθ
adborthion	adbɔrθjɔn
addas	aːðas
addasiad	aðasjad
addasiad	aðaʃad
addasrwydd	aðasrʊi̯ð
addasu	aðasi
addawa	aðau̯a
addaweb	aðau̯ɛb
addawebau	aðau̯eːbai̯
addawebau	aðau̯eːbɛ
addawebau	aðau̯ɛbai̯
addawebau	aðau̯ɛbɛ
addef	aːðɛv
addefiad	aðɛvjad
addewid	aðɛu̯ɪd
addfwyn	aðvʊi̯n
addfwynder	aðvʊi̯ndɛr
addo	aːðɔ
addoldy	aðɔldi
addolgar	aðɔlɡar
addoliad	aðɔljad
addolwr	aðoːlʊr
addolwr	aðɔlʊr
addolwyr	aðɔlwɪr
adduned	aðiːnɛd
adduned	aðɪnɛd
addunedu	aðɪneːdi
addunedu	aðɪnɛdi
addurn	aːðɪrn
addurnau	aðɪrnai̯
addurnau	aðɪrnɛ
addurnedig	aðɪrneːdɪɡ
addurnedig	aðɪrnɛdɪɡ
addurniad	aðɪrnjad
addurno	aðɪrnɔ
addurnol	aðɪrnɔl
addurnwr	aðɪrnjʊr
addysg	aːðɪsɡ
addysga	aðəsɡa
addysgau	aðəsɡai̯
addysgau	aðəsɡɛ
addysgiadol	aðəsɡjaːdɔl
addysgoch	aðəsɡɔχ
addysgodd	aðəsɡɔð
addysgol	aðəsɡɔl
addysgon	aðəsɡɔn
addysgu	aðəsɡi
addysgwch	aðəsɡʊχ
addysgwr	aðəsɡʊr
adeg	adɛɡ
adeg	aːdɛɡ
adegau	adeːɡai̯
adegau	adeːɡɛ
adegau	adɛɡai̯
adegau	adɛɡɛ
adeilad	adei̯lad
adeiladaeth	adei̯laːdai̯θ
adeiladaeth	adei̯laːdɛθ
adeiladaethau	adei̯ladei̯θai̯
adeiladaethau	adei̯ladei̯θɛ
adeiladau	adei̯laːdai̯
adeiladau	adei̯laːdɛ
adeiladau	adɪlaːdɛ
adeiladol	adei̯laːdɔl
adeiladu	adei̯laːdi
adeiladwaith	adei̯ladwai̯θ
adeiladwaith	adei̯ladwɛθ
adeiladweithiau	adei̯ladwei̯θjai̯
adeiladweithiau	adei̯ladwei̯θjɛ
adeiladwr	adei̯laːdʊr
adeiladwyr	adei̯ladwɪr
adeiledd	adei̯lɛð
adeileddiaeth	adei̯lɛðjai̯θ
adeileddiaeth	adei̯lɛðjɛθ
adeileddol	adei̯leːðɔl
adeileddol	adei̯lɛðɔl
adeileddwr	adei̯leːðʊr
adeileddwr	adei̯lɛðʊr
adeiniog	adei̯njɔɡ
aden	adɛn
aden	aːdɛn
adenedigaeth	adɛnɛdiːɡai̯θ
adenedigaeth	adɛnɛdiːɡɛθ
adenedigaeth	adɛnɛdɪɡai̯θ
adenedigaeth	adɛnɛdɪɡɛθ
adenedigaethau	adɛnɛdɪɡei̯θai̯
adenedigaethau	adɛnɛdɪɡei̯θɛ
adennill	adɛnɪɬ
adenydd	adeːnɪð
adenydd	adɛnɪð
aderyn	adeːrɪn
aderyn	adɛrɪn
aderyn	deːrɪn
aderyn	dɛrɪn
adfail	advai̯l
adfeddiannu	advɛðjani
adfeiliad	advei̯ljad
adfeiliadau	advei̯ljadai̯
adfeiliadau	advei̯ljadɛ
adfeiliadau	advei̯ljaːdai̯
adfeiliadau	advei̯ljaːdɛ
adfeiliedig	advei̯ljeːdɪɡ
adfeiliedig	advei̯ljɛdɪɡ
adfeilio	advei̯ljɔ
adfeilion	advei̯ljɔn
adfer	advɛr
adferadwy	advɛradʊi̯
adferadwy	advɛraːdʊi̯
adferaf	adveːra
adferaf	adveːrav
adferaf	advɛra
adferaf	advɛrav
adferant	adveːrant
adferant	advɛrant
adferent	adveːrɛnt
adferent	advɛrɛnt
adferf	advɛrv
adferfol	advɛrvɔl
adferiad	advɛrjad
adferiadau	advɛrjadai̯
adferiadau	advɛrjadɛ
adferiadau	advɛrjaːdai̯
adferiadau	advɛrjaːdɛ
adferiadwyr	advɛrjadəðwɪr
adferiadydd	advɛrjadɪð
adferiadydd	advɛrjaːdɪð
adferiadyddion	advɛrjadəðjɔn
adferiedydd	advɛrjeːdɪð
adferiedydd	advɛrjɛdɪð
adfero	adveːrɔ
adfero	advɛrɔ
adferol	adveːrɔl
adferol	advɛrɔl
adferwr	adveːrʊr
adferwr	advɛrʊr
adferwyr	advɛrwɪr
adfilwr	adviːlʊr
adfilwr	advɪlʊr
adfilwyr	advɪlwɪr
adflas	advlas
adflasau	advlasai̯
adflasau	advlasɛ
adfyd	advɪd
adfydau	advədai̯
adfydau	advədɛ
adfydus	advədɪs
adfyw	advɪu̯
adfywiad	advɪu̯jad
adfywiadau	advɪu̯jadai̯
adfywiadau	advɪu̯jadɛ
adfywiadau	advɪu̯jaːdai̯
adfywiadau	advɪu̯jaːdɛ
adfywio	advɪu̯jɔ
adfywiol	advɪu̯jɔl
adio	adjɔ
adladd	adlað
adlais	adlai̯s
adlam	adlam
adlamau	adlamai̯
adlamau	adlamɛ
adlamu	adlami
adlaw	adlau̯
adlef	adlɛv
adlefau	adleːvai̯
adlefau	adleːvɛ
adlefau	adlɛvai̯
adlefau	adlɛvɛ
adleisiau	adlei̯sjai̯
adleisiau	adlei̯sjɛ
adleisiau	adlei̯ʃai̯
adleisiau	adlei̯ʃɛ
adleisio	adlei̯sjɔ
adleisio	adlei̯ʃɔ
adlen	adlɛn
adleoli	adlɛoːli
adleoli	adlɛɔli
adlewyrch	adlɛu̯ɪrχ
adlewyrchiad	adlɛu̯ərχjad
adlewyrchu	adlɛu̯ərχi
adlewyrchydd	adlɛu̯ərχɪð
adloniad	adlɔnjad
adloniadol	adlɔnjaːdɔl
adloniant	adlɔnjant
adlonni	adlɔni
adlunio	adlɪnjɔ
adlyn	adlɪn
adlynol	adlənɔl
adlynu	adləni
adlŷn	adliːn
adnabod	adnaːbɔd
adnabyddant	adnabəðant
adnabyddi	adnabəði
adnabyddiaeth	adnabəðjai̯θ
adnabyddiaeth	adnabəðjɛθ
adnabyddus	adnabəðɪs
adnabyddwch	adnabəðʊχ
adnabyddwn	adnabəðʊn
adnau	adnai̯
adnau	adnɛ
adnebydd	adneːbɪð
adnebydd	adnɛbɪð
adneuo	adnei̯ɔ
adnewyddiad	adneu̯əðjad
adnewyddu	adneu̯əði
adnod	adnɔd
adnodd	adnɔð
adnoddau	adnɔðaɨ̯
adnoddau	adnɔðɛ
adolygiad	adɔləɡjad
adolygiadau	adɔləɡjaːdai̯
adolygiadau	adɔləɡjaːdɛ
adolygiaeth	adɔləɡjai̯θ
adolygiaeth	adɔləɡjɛθ
adolygol	adɔləɡɔl
adolygu	adɔləɡi
adolygwyr	adɔləɡwɪr
adolygydd	adɔləɡɪð
adra	adra
adran	adran
adre	adrɛ
adref	adrɛ
adref	adrɛv
adrodd	adrɔð
adroddaf	adroːða
adroddaf	adroːðav
adroddaf	adrɔða
adroddaf	adrɔðav
adroddiad	adrɔðjad
adroddwr	adroːðʊr
adroddwr	adrɔðʊr
aduniad	adɪnjad
aduno	adiːnɔ
aduno	adɪnɔ
adwaen	adwai̯n
adwaenai	adwei̯nai̯
adwaenant	adwei̯nant
adwaenech	adwei̯nɛχ
adwaenem	adwei̯nɛm
adwaenent	adwei̯nɛnt
adwaenid	adwei̯nɪd
adwaenir	adwei̯nɪr
adwaenit	adwei̯nɪt
adwaenoch	adwei̯nɔχ
adwaenom	adwei̯nɔm
adwaenost	adwei̯nɔsd
adwaenwch	adwei̯nʊχ
adwaenwn	adwei̯nʊn
adwaenynt	adwei̯nɪnt
adwaith	adwai̯θ
adweinaf	adwei̯nav
adweini	adwei̯ni
adweinid	adwei̯nɪd
adweinir	adwei̯nɪr
adweitheg	adwei̯θɛɡ
adweithegwyr	adwei̯θɛɡwɪr
adweithegydd	adwei̯θeːɡɪð
adweithegydd	adwei̯θɛɡɪð
adweithio	adwei̯θjɔ
adweithiol	adwei̯θjɔl
adweithiwr	adwei̯θjʊr
adweithydd	adwei̯θɪð
adwen	adwɛn
adwthio	adʊθjɔ
adwy	aːdʊi̯
adwyth	aːdʊi̯θ
adwythig	adʊi̯θɪɡ
adyn	aːdɪn
aeaf	ei̯a
aeaf	ei̯av
aech	ai̯χ
aed	ai̯d
aeddfed	ei̯ðvɛd
aeddfedrwydd	ei̯ðvɛdrʊi̯ð
aeddfedu	ei̯ðveːdi
aeddfedu	ei̯ðvɛdi
ael	ai̯l
aeled	ei̯lɛd
aeledau	ei̯leːdɛ
aeledau	ei̯lɛdai̯
aeledau	ei̯lɛdɛ
aeliau	ei̯ljai̯
aeliau	ei̯ljɛ
aelod	ei̯lɔd
aelodaeth	ei̯loːdai̯θ
aelodaeth	ei̯loːdɛθ
aelodaeth	ei̯lɔdɛθ
aelodaethau	ei̯lɔdei̯θai̯
aelodaethau	ei̯lɔdei̯θɛ
aelodau	ei̯loːdai̯
aelodau	ei̯loːdɛ
aelodau	ei̯lɔdai̯
aelodau	ei̯lɔdɛ
aelwyd	ei̯lʊi̯d
aelwydydd	ei̯lʊi̯dɪð
aem	ai̯m
aen	ai̯n
aent	ai̯nt
aer	ai̯r
aer	aːr
aeres	ei̯rɛs
aerobeg	ei̯roːbɛɡ
aerobeg	ei̯rɔbɛɡ
aerobig	ei̯roːbɪɡ
aerobig	ei̯rɔbɪɡ
aeron	ei̯rɔn
aeronen	ei̯roːnɛn
aeronen	ei̯rɔnɛn
aeronog	ei̯roːnɔɡ
aeronog	ei̯rɔnɔɡ
aerwy	ei̯rʊi̯
aet	ai̯t
aeth	ai̯θ
aeth	aːθ
aethai	ei̯θai̯
aethant	ei̯θant
aethech	ei̯θɛχ
aethem	ei̯θɛm
aethent	ei̯θɛnt
aethid	ei̯θɪd
aethit	ei̯θɪt
aethnen	ei̯θnɛn
aethnenni	ei̯θnɛni
aethoch	ei̯θɔχ
aethoch	ɛθɔχ
aethom	ei̯θɔm
aethon	ei̯θɔn
aethon	ɛθɔn
aethont	ei̯θɔnt
aethost	ei̯θɔsd
aethpwyd	ei̯θpʊi̯d
aethus	ei̯θɪs
aethus	iːθɪs
aethwn	ei̯θʊn
aetsh	ai̯tʃ
aetshys	ei̯tʃɪz
af	aː
af	aːv
afal	aːval
afalau	avalai̯
afalau	avalɛ
afalau	avaːlai̯
afalau	avaːlɛ
afalau	valɛ
afalau	vaːlɛ
afallen	avaɬɛn
afallennau	avaɬɛnai̯
afallennau	avaɬɛnɛ
afan	aːvan
afanc	aːvaŋk
afancod	avaŋkɔd
afanen	avaːnɛn
affeithiad	afei̯θjad
affeithio	afei̯θjɔ
affelion	afɛljɔn
affliw	aflɪu̯
affwys	afʊi̯s
affwysau	afʊi̯sai̯
affwysau	afʊi̯sɛ
affwysedd	afʊi̯sɛð
affwysol	afʊi̯sɔl
afiach	avjaχ
afiaith	avjai̯θ
afiechyd	avjeːχɪd
afiechyd	avjɛχɪd
afiechydon	avjɛχədɔn
aflafar	avlaːvar
aflan	avlan
aflendid	avlɛndɪd
afleoli	avlɛoːli
afleoli	avlɛɔli
afles	avlɛs
aflesol	avlɛsɔl
aflonydd	avloːnɪð
aflonydd	avlɔnɪð
aflonyddu	avlɔnəði
aflonyddwch	avlɔnəðʊχ
aflonyddwr	avlɔnəðʊr
afloyw	avlɔi̯u
afloywder	avlɔi̯wdɛr
aflun	avlɪn
afluniaidd	avlɨ̞njai̯ð
aflwydd	avlʊi̯ð
aflwyddiannus	avlʊi̯ðjanɪs
aflwyddiant	avlʊi̯ðjant
aflwyddo	avlʊi̯ðɔ
aflym	avlɪm
aflêr	avleːr
afocado	avɔkadɔ
afocado	avɔkaːdɔ
afocados	avɔkadɔz
afocados	avɔkaːdɔz
afon	aːvɔn
afondaith	avɔndai̯θ
afondeithiau	avɔndei̯θjai̯
afondeithiau	avɔndei̯θjɛ
afonfarch	avɔnvarχ
afonfeirch	avɔnvei̯rχ
afonig	avoːnɪɡ
afonig	avɔnɪɡ
afonol	avoːnɔl
afonol	avɔnɔl
afonydd	avoːnɪð
afonydd	avɔnɪð
afr	avar
afr	avr
afr	aːvar
afradlon	avradlɔn
afradlonedd	avradloːɛð
afradlonedd	avradlɔɛð
afradloni	avradloːni
afradloni	avradlɔni
afradu	avraːdi
afraid	avrai̯d
afreidiau	avrei̯djai̯
afreidiau	avrei̯djɛ
afreolaeth	avrɛoːlai̯θ
afreolaeth	avrɛoːlɛθ
afreolaeth	avrɛɔlai̯θ
afreolaeth	avrɛɔlɛθ
afreolaidd	avrɛoːlai̯ð
afreolaidd	avrɛoːlɛð
afreolaidd	avrɛɔlai̯ð
afreolaidd	avrɛɔlɛð
afresymol	avrɛsəmɔl
afresymoldeb	avrɛsəmɔldɛb
afrifed	avriːvɛd
afrifed	avrɪvɛd
afrosgo	avrɔsɡo
afrwydd	avrʊi̯ð
afu	aːvi
afuad	aviːad
afuau	aviːai̯
afuau	aviːɛ
afwyn	aːvʊi̯n
ag	aɡ
agen	aːɡɛn
agendor	aɡɛndɔr
ager	aːɡɛr
agerau	aɡeːrai̯
agerau	aɡeːrɛ
agerau	aɡɛrai̯
agerdd	aːɡɛrð
agerddlong	aɡɛrðlɔŋ
agerfad	aɡɛrvad
agerlong	aɡɛrlɔŋ
agerlongau	aɡɛrlɔŋai̯
agerlongau	aɡɛrlɔŋɛ
ageru	aɡeːri
ageru	aɡɛri
agor	aːɡɔr
agora	aɡoːra
agora	aɡɔra
agoraf	aɡoːra
agoraf	aɡoːrav
agoraf	aɡɔra
agoraf	aɡɔrav
agorai	aɡoːrai̯
agorai	aɡɔrai̯
agorawd	aɡoːrau̯d
agorawd	aɡɔrau̯d
agored	aɡoːrɛd
agored	aɡɔrɛd
agoret	aɡoːrɛt
agoret	aɡɔrɛt
agorfa	aɡɔrva
agori	aɡoːri
agori	aɡɔri
agoriad	aɡɔrjad
agoriadol	aɡɔrjaːdɔl
agorwr	aɡoːrʊr
agorwr	aɡɔrʊr
agorwyr	aɡɔrwɪr
agorydd	aɡoːrɪð
agorydd	aɡɔrɪð
agos	aːɡɔs
agosatrwydd	aɡɔsatrʊi̯ð
agosrwydd	aɡɔsrʊi̯ð
agosáu	aɡɔsai̯
agwedd	aɡwɛð
agweddi	aɡweːði
agweddi	aɡwɛði
agweddïau	aɡwɛðiːai̯
agweddïau	aɡwɛðiːɛ
ai	ai̯
aidd	ai̯ð
aiff	ai̯f
ail	ai̯l
ailbeintio	ai̯lbei̯ntjɔ
aildrefnu	ai̯ldrevni
ailenedigaeth	ai̯lɛnɛdiːɡai̯θ
ailenedigaeth	ai̯lɛnɛdiːɡɛθ
ailenedigaeth	ai̯lɛnɛdɪɡai̯θ
ailenedigaeth	ai̯lɛnɛdɪɡɛθ
ailfeddiannu	ai̯lvɛðjani
ailgyflwyno	ai̯lɡəvlʊi̯nɔ
ailgyfuniad	ai̯lɡəvɪnjad
ailgyfuno	ai̯lɡəviːnɔ
ailgyfuno	ai̯lɡəvɪnɔ
ailgylchu	ai̯lɡəlχi
aillt	ai̯ɬd
ailosod	ai̯lɔsɔd
ailymgnawdoliad	aɪləmɡnaʊdɔljad
air	ai̯r
ais	ai̯s
ait	ai̯t
alan	alan
alan	aːlan
alannon	alanɔn
alar	alar
alar	aːlar
alarch	aːlarχ
alaw	alau̯
alaw	aːlau̯
alban	alban
albanau	albanai̯
albanau	albanɛ
albanau	albaːnai̯
albanau	albaːnɛ
albwm	albʊm
alcali	alkali
alcohol	alkɔhɔl
aleff	aːlɛf
alfarch	alvarχ
all	aːɬ
alla	aɬa
allai	aɬai̯
allai	aɬɛ
allan	aɬan
allanadlu	aɬanadli
allanfa	aɬanva
allanol	aɬanɔl
allant	aɬant
allblyg	aɬblɪɡ
allen	aɬɛn
aller	aɬɛr
allforiadwy	aɬvɔrjadʊi̯
allforiadwy	aɬvɔrjaːdʊi̯
allforio	aɬvɔrjɔ
allforion	aɬvɔrjɔn
allforiwr	aɬvɔrjʊr
allforwyr	aɬvɔrwɪr
allforyn	aɬvoːrɪn
allforyn	aɬvɔrɪn
allfudo	aɬviːdɔ
allfudo	aɬvɪdɔ
allglofan	aɬɡloːvan
allglofan	aɬɡlɔvan
allgofnodi	aɬɡɔvnoːdi
allgofnodi	aɬɡɔvnɔdi
alli	aɬi
allo	aɬɔ
allor	aɬɔr
allt	aɬd
alltraw	aɬtrau̯
alltro	aɬdrɔ
alltroëdig	aɬtrɔeːdɪɡ
alltroëdig	aɬtrɔɛdɪɡ
alltud	aɬdɪd
allwedd	aɬwɛð
allwedd	aɬwɛθ
allweddell	aɬweːðɛɬ
allweddell	aɬwɛðɛɬ
allweddellau	aɬwɛðɛɬai̯
allweddellau	aɬwɛðɛɬɛ
allwthio	aɬʊθjɔ
almanac	almanak
almanaciau	almanakjai̯
almanaciau	almanakjɛ
almon	almɔn
almonau	almoːnai̯
almonau	almoːnɛ
almonau	almɔnai̯
almonau	almɔnɛ
aloi	aloi̯
alon	alɔn
alon	aːlɔn
alwminiwm	alʊmɪnjʊm
am	am
amaethyddiaeth	amei̯θəðjai̯θ
amaethyddiaeth	amei̯θəðjɛθ
amanita	amanɪta
amau	amɛ
ambell	ambɛɬ
ambeutu	ambei̯ti
ambiti	ambɪti
ambiwlans	ambɪu̯lans
ambiwlansys	ambɪu̯lansɪz
amcan	amkan
amcangyfrif	amkaŋɡəvri
amcangyfrifon	amkaŋɡəvriːvɔn
amcangyfrifon	amkaŋɡəvrɪvɔn
amcanion	amkanjɔn
amcanu	amkani
amcanu	amkaːni
amdan	amdan
amdana	amdaːna
amdanaf	amdaːnav
amdanat	amdaːnat
amdani	amdaːni
amdano	amdaːnɔ
amdanoch	amdaːnɔχ
amdanom	amdaːnɔm
amdanon	amdaːnɔn
amdanot	amdaːnɔt
amdanyn	amdaːnɪn
amdanynt	amdaːnɪnt
amddiffyn	amðɪfɪn
amddiffynnaf	amðɪfənav
ameba	ameːba
ameba	amɛba
americiwm	amɛrɪkjʊm
amethyst	amɛθɪsd
amffibiad	amfɪbjad
amguedd	amɡiːɛð
amgueddfa	amɡiɛðva
amgueddfa	amɡjɛðva
amgyffred	amɡəfrɛd
amgylch	amɡɪlχ
amgylchedd	amɡəlχɛð
amgylcheddol	amɡəlχeːðɔl
amgylcheddol	amɡəlχɛðɔl
amgáu	amɡai̯
amharchus	amharχɪs
amharu	amhaːri
amhenderfynol	amhɛndɛrvənɔl
amhenodol	amhɛnoːdɔl
amhenodol	amhɛnɔdɔl
amherffaith	am̥hɛrfai̯θ
amheuaeth	amhei̯ai̯θ
amheuaeth	amhei̯ɛθ
amheuaf	amhei̯a
amheuaf	amhei̯av
amheus	amheɪs
amhosib	amhɔsɪb
amlach	amlaχ
amlddewis	amlɡɛɬɔɡ
amlen	amlɛn
amlgellog	amlɡɛɬɔɡ
amlhau	amlhai̯
amlochrog	amlɔχrɔɡ
amlwg	amlʊɡ
amlygu	amləɡi
amnaid	amnai̯d
amnaid	amnɛd
amnewid	annɛu̯ɪd
amobr	amɔbr
amod	amɔd
amodau	amoːdai̯
amodau	amoːdɛ
amodau	amɔdai̯
amodau	amɔdɛ
amodi	amoːdi
amodi	amɔdi
amodiad	amɔdjad
amranflew	amranvlɛu̯
amrannau	amranai̯
amrannau	amranɛ
amrant	amrant
amrantiad	amrantjad
amrwd	amrʊd
amrwymo	amrʊi̯mɔ
amryw	amrɪu̯
amrywedd	amrɪu̯jɛð
amrywiad	amrɪu̯jad
amrywiadau	amrɪu̯jadai̯
amrywiadau	amrɪu̯jadɛ
amrywiadau	amrɪu̯jaːdai̯
amrywiadau	amrɪu̯jaːdɛ
amrywiaeth	amrɪu̯jai̯θ
amrywiaeth	amrɪu̯jɛθ
amrywiaethau	amrɪu̯jei̯θai̯
amrywiaethau	amrɪu̯jei̯θɛ
amrywio	amrɪu̯jɔ
amrywiol	amrɪu̯jɔl
amser	amsɛr
amserau	amseːrai̯
amserau	amseːrɛ
amserau	amsɛrai̯
amserau	amsɛrɛ
amseriadur	amsɛrjadɪr
amseriadur	amsɛrjaːdɪr
amseriaduron	amsɛrjadiːrɔn
amseriaduron	amsɛrjadɪrɔn
amserlen	amsɛrlɛn
amserlenni	amsɛrlɛni
amseroedd	amseːrɔi̯ð
amseroedd	amsɛrɔi̯ð
amwys	amʊɨs
amwysedd	amwɨsɛð
anabl	anabl
anabl	aːnabl
anabledd	anablɛð
anableddau	anableːðai̯
anableddau	anableːðɛ
anableddau	anablɛðai̯
anableddau	anablɛðɛ
anaddas	anaːðas
anadlu	anadli
anadnabyddus	anadnabəðɪs
anaeddfed	anei̯ðvɛd
anaeddfedrwydd	anei̯ðvɛdrʊi̯ð
anaerobig	anei̯roːbɪɡ
anaerobig	anei̯rɔbɪɡ
anaf	aːnav
anafa	anava
anafa	anaːva
anafai	anavai̯
anafai	anaːvai̯
anafais	anavai̯s
anafais	anavɛs
anafais	anaːvai̯s
anafais	anaːvɛs
anafes	anavɛs
anafes	anaːvɛs
anafiadau	anavjadai̯
anafiadau	anavjadɛ
anafiadau	anavjaːdai̯
anafiadau	anavjaːdɛ
anafu	anaːvi
anaml	aːnaml
anawsterau	anau̯sdeːrai̯
anawsterau	anau̯sdeːrɛ
anawsterau	anau̯sdɛrai̯
anawsterau	anau̯sdɛrɛ
andwyol	andʊi̯ɔl
aneiri	anei̯ri
aneiriol	anei̯rjɔl
aneirod	anei̯rɔd
anelu	aneːli
anelu	anɛli
anesboniadwy	anɛsbɔnjadʊi̯
anesboniadwy	anɛsbɔnjːdʊi̯
anesgusodol	anɛsɡɪsoːdɔl
anesgusodol	anɛsɡɪsɔdɔl
anfantais	anvantai̯s
anfantais	anvantɛs
anfanteision	anvantei̯sjɔn
anfanteision	anvantei̯ʃɔn
anferth	anvɛrθ
anffawd	anfau̯d
anffodus	anfoːdɪs
anffodus	anfɔdɪs
anffurfiol	anfɪrvjɔl
anffydd	anfið
anffyddiwr	anfəðjʊr
anfodlon	anvɔdlɔn
anfoesol	anvɔi̯sɔl
anfon	anvɔn
anfonaf	anvoːnav
anfonaf	anvɔnav
anfwriadol	anvʊrjadɔl
anfynych	anvənɪχ
angall	aŋaɬ
angau	aŋai̯
angau	aŋɛ
angel	aŋal
angel	aŋɛl
angen	aŋɛn
angenrheidiol	aŋɛnr̥ei̯djɔl
angenrheidrwydd	aŋɛnr̥ei̯drʊi̯ð
anghanfyddadwy	aŋhanvəðadʊi̯
anghanfyddadwy	aŋhanvəðaːdʊi̯
anghenion	aŋhɛnjɔn
anghenraid	aŋhɛnrai̯d
anghenus	aŋheːnɪs
anghenus	aŋhɛnɪs
angheuoedd	aŋhei̯ɔi̯ð
angheuol	aŋhei̯ɔl
anghlod	aŋhlɔd
anghlodau	aŋhloːdai̯
anghlodau	aŋhloːdɛ
anghlodau	aŋhlɔdai̯
anghlodau	aŋhlɔdɛ
anghlodwiw	aŋhlɔdwɪu̯
anghofio	aŋhɔvjɔ
anghofrwydd	aŋhɔvrʊi̯ð
anghofus	aŋhoːvɪs
anghofus	aŋhɔvɪs
anghofuster	aŋhɔvɪsdɛr
anghredadwy	aŋhrɛdadu
anghredadwy	aŋhrɛdadʊi̯
anghredadwy	aŋhrɛdaːdu
anghredadwy	aŋhrɛdaːdʊi̯
anghydfod	aŋhədvɔd
anghydfodau	aŋhədvoːdai̯
anghydfodau	aŋhədvoːdɛ
anghydfodau	aŋhədvɔdai̯
anghydfodau	aŋhədvɔdɛ
anghydradd	aŋhədrað
anghydraddoldeb	aŋhədraðɔldɛb
anghydsynio	aŋhɪdsənjɔ
anghydweld	aŋhɪdwɛld
anghydwelediad	aŋhɪdwɛlɛdjad
anghydwelediadau	aŋhɨ̞dweːlɛdjaːdai̯
anghydwelediadau	aŋhɨ̞dweːlɛdjaːdɛ
anghydwelediadau	aŋhɨ̞dwɛlɛdjadai̯
anghydwelediadau	aŋhɨ̞dwɛlɛdjadɛ
anghyfaddas	aŋhəvaːðas
anghyfartal	aŋhəvartal
anghyfforddus	aŋhəfɔrðɪs
anghyfiawn	aŋ̊həvjau̯n
anghyfiawnder	aŋhəvjau̯ndɛr
anghyflawn	aŋhəvlau̯n
anghyflogaeth	aŋhəvloːɡai̯θ
anghyflogaeth	aŋhəvloːɡɛθ
anghyflogaeth	aŋhəvlɔɡai̯θ
anghyflogaeth	aŋhəvlɔɡɛθ
anghyfreithlon	aŋhəvrei̯θlɔn
anghymdeithasol	aŋhəmdei̯θasɔl
anghymeradwyaeth	aŋhəmeːradʊi̯ai̯θ
anghymeradwyaeth	aŋhəmeːradʊi̯ɛθ
anghymeradwyaeth	aŋhəmɛradʊi̯ai̯θ
anghymeradwyaeth	aŋhəmɛradʊi̯ɛθ
anghymhwyso	aŋhəmhʊi̯sɔ
anghymhwyster	aŋhəmhʊi̯stɛr
anghymreig	aŋhəmrei̯ɡ
anghymreigio	aŋhəmrei̯ɡjɔ
anghymwys	aŋhəmʊi̯s
anghyseinedd	aŋhəsei̯nɛð
anghytgord	aŋhətɡɔrd
anghytgordiau	aŋhətɡɔrdjai̯
anghytgordiau	aŋhətɡɔrdjɛ
anghytundeb	aŋhətɪndɛb
anghytundeb	aŋətɪndɛb
anghytundebau	aŋhətɪndeːbai̯
anghytundebau	aŋhətɪndeːbɛ
anghytundebau	aŋhətɪndɛbai̯
anghytundebau	aŋhətɪndɛbɛ
anghytuno	aŋhətiːnɔ
anghytuno	aŋhətɪnɔ
anghytuno	aŋətiːnɔ
anghytuno	aŋətɪnɔ
anghytûn	aŋhətiːn
anghywir	aŋ̊həwɪr
angladd	aŋlað
angladdau	aŋlaðai̯
angladdau	aŋlaðɛ
angladdau	aŋlaːðai̯
angladdau	aŋlaːðɛ
angof	aŋɔv
angor	aŋɔr
angorau	aŋɔraai̯
angorau	aŋɔraɛ
angorion	aŋɔrjɔn
angylaidd	aŋəlai̯ð
angylaidd	aŋəlɛð
