"бацькаўшчына"	batsʲkau̯ʂtʂɨna
ажыццяўляецца	aʐɨtsːjawlʲaʲetsːa
ажыццяўляліся	aʐɨtsːjau̯lʲaɫʲiʂja
ажыццяўляю	aʂɨtsʲtsʲau̯lʲaju
ажыць	aʐɨtsʲ
азарт	azart
азарыла	azarɨɫa
азбука	azbuka
азбука	azbukãn
азбукі	asbukʲi
азбуцы	asbutsɨ
аздоб	asdob
азербайджан	azʲerbajdʐan
азербайджанец	azʲerbajdʐanʲets
азербайджанка	azʲerbajdʐanka
азербайджанская	osʲerboidʐanskaja
азербайджанскі	azʲerbajdʐanskʲi
азон	azon
азот	azot
азоту	azodu
азэрбайджан	azɛrbajdʐan
азёрных	azjornɨx
азіралася	aːzʲiraɫasja
азіраючыся	azʲirajudʐɨsja
азіраўся	adzʲirau̯sja
азірнулася	azʲirnuɫasja
азірнуліся	azʲirnulʲisja
азія	azʲija
азіяцкі	azʲijatskʲi
ай	aj
айвы	ajvɨ
айсберг	ajzbʲerx
айсбергаў	ajzʲbʲerɣau̯
айфону	ajfonu
айцец	ajtsʲets
айцом	ajtsom
айцішнік	ajtsʲiʂnʲik
айчым	ajtʂɨm
айчына	ajtʂɨna
айчыннай	ajtʂɨnnaj
айчынны	ajtʂɨnnɨ
ака	aka
акадэмкніга	akadɨmknʲiɣa
акадэмік	akadɛmʲik
акадэмічным	okadɛmʲitʂnɨm
акадэмія	akadɛmʲija
аказаць	agazatsʲ
аказвае	akazvaʲe
аказваць	okazvatsʲ
акаймаваны	agajmavonɨ
акалічнасць	akalʲitʂnastsʲ
акалічнасць	akalʲitʂnasʲtsʲ
акалічны	akalʲitʂnɨ
акамянеласць	akamjanʲiɫostsʲ
аканом	akonom
аканомка	akanomka
акацыя	akatsɨja
акварыум	akvarɨum
акварыюм	akvarɨjum
акварэль	akvarɛlʲ
акенцу	akʲentsu
аклады	akɫadɨ
акне	aknʲe
акно	akno
акно	aknɔ
акном	agnom
акну	aknu
акон	akon
аконны	akonnɨ
аконным	agonnɨm
аконнымі	akonnɨmʲi
аконных	akonnɨx
аконныя	agonnɨja
аконца	akontsa
акопах	okopax
акопы	akopɨ
акорд	akord
акорд	akorˈt
акордам	akortam
акорды	akordɨ
акр	ˈakər
акрабатычны	akrabatɨtʂnɨ
акраец	akrajets
акрамя	akramʲa
акром	akrɔm
акруг	akrux
акруга	akruːɣa
акруга	okruɣa
акругі	akruɣʲi
акружае	akruʐaʲe
акружалі	akruʐaɫji
акружаны	akruʐanɨ
акружаюць	akruʐaʲutsʲ
акружыў	agruʐɨw
акрэслены	agrɛzɫʲenɨ
акрэслілі	agraslʲilʲi
акрэсліць	akrɛzlʲitsʲ
аксаміт	aksamʲit
акт	akt
актавай	aktavaj
актор	aktor
актора	aktora
акторам	aktoram
актрыса	aktrɨsa
актрысай	aktrɨsaj
акту	agtu
акты	aktɨ
актывы	aktɨvɨ
актывізаваць	aktɨvʲisavatsʲ
актывізацыя	aktɨvʲisatsɨja
актыўна	agdɨwna
актыўна	aktɨjna
актыўная	faktɨu̯naja
актыўны	aktɨjunɨ
актыўны	aktɨu̯nɨ
акула	akuɫa
акулярах	akulʲarax
акуляры	akulaɾɨ
акуляры	akulʲarɨ
акумулятар	agumulʲatar
акунь	okunʲ
акуня	akunʲa
акуні	akunʲi
акупаваная	akupavanaja
акупаваных	akupavanɨx
акупант	akupant
акупанты	akupandɨ
акупацыя	akupatsɨja
акупляецца	akuplʲaʲetstsa
акупунктура	akupunkturɐ
акурак	akura
акурат	akurat
акуратны	akuratnɨ
акустыку	akustɨku
акустычнага	akustɨtʂnaɣa
акустычны	akustɨtʂnɨ
акустычныя	akustɨtʂnɨja
акут	akut
акушэр	akuʂɛr
акцыю	aktsɨju
акцыя	aktsɨja
акцэнт	aktsɛnt
акцёр	aktsʲor
акцёрамі	aktsʲoramʲi
акцёры	aktsʲorɨ
акім	akim
акім	akʲim
акіян	akʲijan
акіяны	akʲijanɨ
ала	aɫa
алах	aɫax
албанец	aɫbanʲets
албанка	aɫbanka
албанскі	aɫbanskʲi
албанія	aɫbanʲija
але	alʲe
алег	alʲex
алег	aɫˈex
алеем	alʲeʲem
алей	alʲej
алейная	alʲejnaʲa
алейнікава	alʲejnʲikava
алейнікаў	alʲejnʲikau̯
алексей	alɛksˈɛj
ален	alʲen
алена	alʲena
алена	alʲeʲna
алень	alʲenʲ
аленяў	alʲenʲau̯
алені	alʲenʲi
алергалогія	alʲerɣaɫoɣʲija
алергія	alʲerɨɣʲija
алесь	ales
алеська	alʲeska
алеся	alʲesja
алешнік	alʲeʂnʲig
алешнікавым	alʲeʂnʲikavɨm
алешнікавых	alʲeʂnʲikavɨx
алешніку	alʲeʂnʲigu
алею	alʲeʲu
алжыр	aɫʐɨr
алжырац	aɫʐɨrats
алжырка	aɫʐɨrka
аловак	aɫova
аловак	aɫovak
алоўка	aɫowka
алоўку	aɫou̯ku
алтар	aɫtar
алтарах	altarax
алтарнага	altarnaɣa
алфавіт	alfavit
алфавіт	aɫfavʲit
алхімія	au̯ximia
альба	alʲba
альбанія	alʲbanʲija
альбо	albo
альбо	alʲbo
альбом	aɫʲpom
альбомам	aɫʲbomam
альбоме	aɫʲbomʲe
альбомны	aɫʲbomnɨ
альбому	aɫʲbomu
альв	alʲv
альт	alʲt
альтэрнатыва	altɛrnatɨva
альтэрнатыва	alʲtɛrnatɨva
альфабэт	alʲfabɛt
альховы	aɫʲxovɨ
алюміній	alʲumʲinʲij
алюня	alʲnʲa
аля	alʲa
аляксандар	alʲaksandar
аляксандр	alʲaksandr
аляксандра	alʲaksandra
аляксей	alʲaksʲej
алё	alʲo
алёс	alʲos
алі	alʲi
аліва	alˈiva
алігархія	alʲiɣarxʲija
аліна	alʲina
аліса	alisa
аліта	alitˈa
аліўкавых	alʲewkavɨx
амаль	amalʲ
аман	aman
аманімія	amanʲemʲija
амартызацыя	amortyzatsɨja
амары	amarɨ
аматар	amatar
аматар	amat̪aɾ
аматара	amatara
аматарам	amataram
аматарамі	amataramji
аматары	amatarɨ
амбон	ambon
амела	amʲeɫa
амерыка	amʲerɨka
амерыканец	amʲerɨkanʲets
амерыканка	amʲerɨkanka
амерыканскі	amʲerɨkanskʲi
амерыканскі	omʲerɨkonzkʲi
амерыканізм	amʲerɨkanʲizm
амонім	amonim
аморфных	amorfnɨx
ампер	ampʲer
амулеты	amulʲetɨ
амурам	amuram
амяла	amʲaɫa
амёбы	amʲobɨ
аналаг	anaɫaɣ
аналага	anaɫaxa
анальны	anaɫʲnɨ
аналіз	anaɫʲis
аналізатар	anaɫʲizatar
аналізу	anaɫʲizu
аналізуе	onalʲizuʲa
аналітыкі	anaɫjitɨkʲi
аналітычным	anaɫʲitɨtʂnɨm
аналітычныя	onalʲitɨtʂnɨja
анамастыка	anamastɨka
ананас	anamas
ананас	ananas
анархіст	anarxʲist
анастасія	anastasʲija
анатоль	anatːoɫʲ
анатолій	anatolʲij
ангельску	anɣʲelʲsku
ангельскі	angʲelʲskʲi
ангельскі	anɣʲelʲskʲi
ангельшчына	anɣʲelʲʂtʂɨna
ангеліна	anɣʲelʲina
англійская	anɣlʲijskaja
англійскі	anɣlʲijskʲi
англіканскія	anɣɫʲikanskʲija
англія	anɣlʲija
ангола	anɣoɫa
андатра	andotra
андора	andora
андорскі	andorskʲi
андрэ	andrɛ
андрэй	andrɛj
андрэя	andrɛja
анексіраванне	anʲeksʲiravanʲːe
анестэзія	anʲestɛzʲija
анжаліка	anʐalʲika
анжэла	anʐɛɫa
анкары	ankarɨ
анкет	ankʲed
анлайнавы	anlajnavɨ
анна	anna
анод	anot
анодам	anodam
анонсы	anonsɨ
анталогія	antaɫoɣʲija
антаніна	antanʲina
антарктыда	antarktɨda
антарктычных	antarktɨtʂnɨx
антон	anton
антось	antostʃ
антыгуманным	antɨɣumannɨm
антылопа	antɨɫopa
антысавецкіх	antɨsovʲetskʲix
антысемітызм	antɨsʲemʲitɨzm
антысемітызмам	antɨsʲemʲitɨzmam
антысемітызме	antɨsʲemʲitɨzmʲe
антысемітызму	antɨsʲemʲitɨzmu
антычная	antɨtʂnaja
антычны	antɨtʂnɨ
антычных	antɨtʂnɨx
антычныя	antɨtʂnɨja
антэна	antɛna
антэны	antɛnɨ
ану	anu
ануляваць	anulʲavatsʲ
ануліраваць	anulʲiravatsʲ
анучамі	anutʂamʲi
анучах	anutʂax
анучкаю	anutʂkoju
анучкі	anutʂkʲi
анучу	anutʂu
анучы	anutʂɨ
анучы	anutʃɨ
аншлаг	anʂlaɣ
аня	anʲa
анёл	anʲoɫ
анёл	aɲːoɫ
ані	anʲi
аніводны	anʲavodnɨ
анідзе	anidzʲe
аніська	aniska
анісік	anisɪ̞k
анісім	anʲisʲim
аорты	aortɨ
апавядання	apavjadannʲa
ападае	opadaʲe
ападу	apadu
апазнаваць	apaznavatsʲ
апазнаць	apaznatsʲ
апазіцыя	apazʲitsɨja
апазіцыі	apazʲitsɨji
апакаліптычны	apakalʲipdɨtʂnɨ
апалонік	apaɫonʲik
апанаваў	apanavau̯
апаненты	apanʲentɨ
апарат	aparad
апарата	aparata
апаратных	aparatnɨx
апаратуру	aparaturu
апаратуры	aparaturɨ
апарыш	aparɨʂ
апастыль	apastɨlʲ
апачы	apatʂɨ
апекуном	apʲekunom
апекі	apʲekʲi
апельсін	apʲelʲsʲin
апендыцыт	apʲendɨtsɨt
аперацый	apʲeratsɨj
аперацыя	opʲeratsɨja
апетыт	apʲetɨt
апетытны	apʲetɨtnɨ
апладненне	apɫadnʲenʲːe
аплат	apɫad
аплаткі	apɫadkʲi
аплату	apɫatu
аплаты	apɫatɨ
аплачвацца	apɫatʂvatsːa
аплачу	apɫatʂu
аплецены	aplʲetsʲenɨ
аплодненых	apɫodnʲenɨx
аповедаў	apovʲedaw
аповеды	apovʲedɨ
аповесць	apovʲasʲtsʲ
аповяд	apovjat
апокі	opokʲi
апор	apor
апора	apoɾa
апорай	aporaj
апорах	aporax
апорны	apornɨ
апорныя	apornɨja
апору	aporu
апоры	aporɨ
апостраф	apostraf
апосум	aposum
апошняга	apoʂnʲaɣa
апошняя	apoʂnʲaja
апошні	apoʂnʲ
апошні	apoʂnʲi
апошнім	apoʂnʲim
апошнія	apoʂnʲija
апошнія	apoʃnija
апоўдні	apou̯dʲːim
апранацца	apranatsːa
апранаць	apranatsʲ
апранаю	apranaju
апранаюць	apranaʲutsʲ
апране	apranʲe
апранулі	apranulʲi
апранута	apranuta
апранутая	apraːnutaʲa
апранутым	apranutɨm
апранутых	apranutɨx
апрануцца	apranutsːa
апрануць	apranutsʲ
апратаю	aprataju
апрацаваць	apratsavɨtsʲ
апрача	aprɨtʂa
апроч	aprotʂ
апрытомнець	aprɨtomnʲitsʲ
апсіда	apʂʲida
апсіды	apsʲidɨ
аптовым	aptovɨm
аптымізму	aptɨmʲizmu
аптычных	aptɨtʂnɨx
аптычныя	aptɨtʂnɨja
аптэка	aptɛka
аптэкар	aptɛkar
аптэкарка	aptɛkarka
аптэку	apdɛku
аптэцы	aptɛtsɨ
апублікаваныя	opublʲikavanɨja
апублікаваць	apublʲikavatsʲ
апух	apux
апухлы	apuxɫɨ
апушаны	apuʂanɨ
апушаныя	apuʂanɨja
апушчаным	apuʂtʂanɨm
апынуліся	apɨnulʲisja
апытанне	apɨtanʲːe
апытанні	apɨtonnʲi
апытаных	apɨtanɨx
апытаныя	apɨtanɨja
апытаць	opɨtatsʲ
апякаць	apʲakatsʲ
апякаючы	apjakaʲutʂɨ
апяразаны	apjarazanɨ
апяразвае	apjarazvaʲe
апярэдзіць	apjarɛdzʲitsʲ
апярэдзіўшы	apjarɛtsʲiu̯ʂɨ
апёк	apjok
апірышча	apʲirɨʂtʂa
апісальна	opʲisoɫʲna
апісальны	apʲisalʲnɨ
апісанне	apʲisanʲːe
апісання	apʲisannʲa
апісаць	apʲisatsʲ
апісаў	apʲisau̯
апісваць	apʲisvatsʲ
ар'ергард	arjerɣart
ар-нуво	arnuvo
арабскі	arapskʲi
арабскім	arabskʲim
арабы	arabɨ
арабіны	arabʲinɨ
арак	arak
аралі	aralʲi
арангутан	aranɣutan
арандаваныя	arandavanɨja
арандатары	arandatarɨ
аранжавы	aranʐavɨ
аратаму	aratamu
аратар	aratar
араць	aˈratsʲ
арачную	arotʂnuju
арачным	aratʂnɨm
арачнымі	arotʂnɨmɨ
арачных	aratʂnɨx
арачныя	arotʂnɨʲa
араў	arau
арбіты	arbʲitɨ
аргазм	arɣazm
арган	arɣan
арганамі	arxanamʲi
аргане	arɣanʲe
арганнай	arxannaj
арганная	arɣannaja
арганізаваны	arɣaʲːizavonɨ
арганізацыя	arɣanʲizatsɨja
арганізм	arɣaŋizm
арганізма	arɣanʲizma
аргентына	arɣʲentɨna
аргенціна	arɣʲenʲtsʲina
арго	arɣo
арду	ardu
ардынарная	ardɨnarnaja
ардынат	ardɨnat
ардынскі	ardɨnskʲi
аржаны	arʐanɨ
арка	arka
аркадай	arkadaj
аркадзій	arkadzʲij
аркай	arkaj
аркаю	arkaju
арктычных	arktɨtʂnɨx
арктычныя	arktɨtʂnɨja
арку	arku
аркуш	arkuʂ
аркуша	arkuʂa
арлом	arlom
арлы	arɫɨ
арліны	arlʲinɨ
армада	armada
арменія	armʲenʲija
армстронгу	armstronɣu
армэнія	armɛnʲija
армяк	armjak
армян	armʲan
армянка	armʲanka
армянская	armjantskoʲa
армянскі	armʲanskʲi
армянін	armʲanʲin
армія	armja
армія	armʲija
арміяй	armʲijaj
арміі	armjiʲi
арнаментальны	arnamjentalʲnɨ
аро́л	arol
арол	arol
арол	aroɫ
арсеній	arsʲenʲij
арт-нуво	artnuvo
артур	artur
артыкул	artɨkuɫ
артылерыя	artɨlʲerɨʲa
артыст	artist
артыстка	artɨstka
артысткі	artɨstkʲi
артышок	artɨʂok
артэрыя	artɛrɨja
арфа	arfa
арфаграфічны	arfaɣrafitʃnɨ
арфаграфія	arfaɣrafʲija
арфе	arfʲe
архаічна	arxaʲitʂna
архаічную	arxaʲitʂnuju
архаічны	arxaʲitʂnɨ
археалогія	arxʲeaɫoɣʲija
архетыпы	arxʲetɨpɨ
архіва	arxʲiva
архівах	arxʲivax
архівы	arxɨvɨ
архідэі	arxʲidɛʲi
архіп	arxʲip
архіпелаг	arxʲipʲeɫax
архітраў	arxʲitrau̯
архітэктар	arxʲitɛktar
архітэктара	arxʲitɛktara
архітэктарка	arxʲitɛktarka
архітэктарскім	arxʲitɛktorskʲim
архітэктары	arxʲitɛktarɨ
архітэктура	arxʲitɛktura
арцель	arʲtsʲeɫʲ
арцы	artsɨ
арцём	artsʲom
арыгамі	orɨɣamʲi
арыгінал	arɨɣʲinaɫ
арыгінале	arɨgʲinalʲe
арыгінальнай	arɨɣʲinalʲnaj
арыенцір	orɨʲenʲtsʲir
арыстоцель	arɨstotsʲelʲ
арышт	arɨʂt
арыштаваны	arɨʂtavanɨ
арыштаваныя	arɨʂtavanɨja
арышты	arɨʂtɨ
арыяне	arɨjanʲe
арэ	arɛ
арэала	arɛaɫa
арэлі	areɫʲi
арэлі	arɛlʲi
арэна	arɛna
арэнду	arɛntu
арэну	arɛnu
арэны	arɛnɨ
арэх	arɛx
арэхамі	arɛxamʲi
арэхі	arɛxʲi
арэшкі	arɛʂkʲi
аса	asa
асабліва	asablʲiva
асабліва	asbliva
асаблівае	asablivaʲa
асаблівасць	asablʲivaztsʲ
асаблівасці	asablʲivasʲtsʲi
асаблівы	asablʲivɨ
асаблівыя	asablʲivɨja
асабовы	asabovɨ
асабіста	asabistɐ
асабісты	asabjistɨ
асабісты	asabʲistɨ
асабістыя	asobjistɨja
асадныя	asadnɨja
асалоду	aʂaɫodu
асам	asam
асвета	asʲvʲeta
асвечаны	asvʲetʂanɨ
асвойваць	asvojvatsʲ
асвоіць	asvojitsʲ
аселая	asʲeɫaja
аселы	asʲeɫɨ
асенні	asʲenʲːi
асла	asɫa
аслу	asɫu
асманскі	asmanskʲi
асмялеў	asmjalʲeu̯
аснашчаны	asnaʂtʂanɨ
аснова	asnova
асноватворны	asnovatvornɨ
аснове	osnovʲe
аснову	asnovu
асновы	aʂnovɨ
асноўнай	asnownaj
асноўную	asnou̯nuju
асноўным	osnou̯nɨm
асноўнымі	asnou̯nɨmʲi
асноўных	osnou̯nɨx
асоб	asob
асоба	asoba
асобай	asoboj
асобна	aʂobna
асобна	aːsobna
асобнага	asobnaɣa
асобная	asobnaja
асобная	asobnalʲa
асобны	asobnɨ
асобным	asobnɨm
асобных	asobnɨx
асобныя	asobnaja
асобныя	asobnɨʲa
асобнік	asobnʲik
асобнікі	asobnʲikʲi
асобы	aʂobɨ
асотам	asotam
асою	asoju
аспрэчаныя	asprɛtʂanɨʲa
аспрэчыць	asprɛtʂɨtsʲ
аспірантурай	aspʲiranturaj
астаецца	astaʲetstsa
асталася	aʂtaɫasja
асталося	astaɫosja
астанкі	astankʲi
астап	astap
астапенка	astapɛnka
астапчук	astapdʒuk
астатняе	astatnʲaje
астатні	astadʑi
астатнім	astadʲːim
астатніх	astatnʲix
астатнія	astatnʲija
астацца	astatsːa
астачы	astatʂɨ
астравец	astravʲets
астравецкі	astravʲetskʲi
астраном	astranom
астраномія	astranomʲija
астраўлян	astrau̯lʲan
астраўлянам	astrau̯lʲanam
астраўлянамі	astrau̯lʲanamʲi
астраўлянах	astrau̯lʲanax
астраўляне	astrau̯lʲanʲe
астраўлянін	astrau̯lʲanʲin
астраўляніна	astrau̯lʲanʲina
астраўлянінам	astrau̯lʲanʲinam
астраўлянінамі	astrau̯lʲanʲinamʲi
астраўлянінах	astrau̯lʲanʲinax
астраўлянінаў	astrau̯lʲanʲinau̯
астраўляніне	astrau̯lʲanʲinʲe
астраўляніну	astrau̯lʲanʲinu
астраўляніны	astrau̯lʲanʲinɨ
астынем	astɨnʲem
астэроід	astɛrojit
асуджалі	asudʐaɫʲi
асуджаныя	asudʐanɨja
асудзяць	asudzʲatsʲ
асушана	asuʂana
асцылограф	astsɨɫoɣraf
асцярога	asʲtsʲaroɣa
асцярожна	asʲtsʲaroʐna
асцярожны	asʲtsʲaroʐnɨ
асыпаліся	asɨpaɫʲisja
асьвея	asʲlʲeja
асэнсаваным	asɛntavanɨm
асэнсаваць	asɛnsavatsʲ
ася	asʲa
асяроддзе	asʲarodzʲːe
асёл	asʲoɫ
асігнацыі	asʲiɣnatsɨji
