a	a˧˧
cso	ɕo
cßm	ɣom˨
cßn	ɕɛn˥
cst	ts
csu	csʊ
csv	ʃi˥˩ve˧˥
ctf	ʈɨ̀
ct	ɣe˧˥
cto	ʈɔ˥
ct	ʈ
ctu	˥˨tu
ctx	ɟɨk˧
ctytvxdkg	ʈʰɨt˩˧tɨ˨˩vɨ˧˥kɛ˧˥
cty	ʈʰɨ˥
cty	ʈʲ
cư	˨
cưa	cɨə˧
cùa	cuà
çùa	ɕua˨
cứa	ɕɯə˧
cựa	ɣɨə˧
çüa	ɣɨə˧
cuẩ	kɨ
cừa	kɨ̄
của	kɨə˨
cữa	kɨə˧
cûa	kuə˨
cua	kwâ
cúa	kwâ
của	kʷa˧
của	kwa˧
cửa	kʷa˨
cũa	kʷɐ
cuả	kwɑ˧
cửa	kwɨə˨
củameereen	kuə˨˩meː˨˧rɛn˥
cuar	kwɑː
cuatro	kʰwaː˨
cuba	ku˨ba˨
cuban	ku˨˩ban˨˧
cubbies	ku˨˩ʔbi˨˧
cube	kɨ̄ʔ
cubit	kɨ̀t
cub	kɨp˧
cubs	kɨp
cúc	cu˥c
cực	cục
cục	cục˧
cúc-cu	kɨkkɨ
cuchillo	kotʃiʎo˥
cự	cɨ˧
cuc	kʰɨk˧
cúc	kɨ̆k
cức	kɨ̆k
cực	kɨ̆k
cuckoo	kúkú
cưc	kuʔ
cục	kɯ̆k
cu	cu˧
cú	cu˥
cũ	cu˨
củ	cu˧
cứ	cu˨
cụ	cu˧
çû	cu
cucu	kʰukʰ
cucus	kɯ̆kɯ̆
çü	ɕy˨
cuddy	ku˨˩ʔ
cuêi	kwɛj˧
cuên	kɨ̄ɛn
cuesta	kwe˧˥sta
cuevas	kwɛʋa
cuff	kuf˧
cufflinks	kɨ̄ː˨˩lɨ̄ŋ˧˥
cùg	cʊ̆ʔ
cứ	gɨ˧
cứ	gɨ˨
cúi	˨
cuîc	cuɨ̆c
củi	củi
cửi	cuɪ˧
cũi	kɨ̄
cụi	ku˨
cúi	kūi
cùi	ku᷄i
cui	kūj
củi	kūj
cũi	kwɨ˧
cuìng	kwɨ̄ŋ
cujo	kɨ˧
cũ	kʰu˨
cũ	kɨ˧
củ	kɨ˧
cừ	kɨ˧
cữ	kɨ˧
cử	˥kɨ
cú	ku˧
cù	ku˨
cừ	ku˨
cự	ku˨
cụ	˥ku
cü	ky
cử	ky˧
culebra	kule˧bra˥
culebras	ku˩˧le˧˥bra˧˥
culiacan	kulia˨kaːn˨
culi	ku˨li˧
culk	kɨ̆lʔ
cullen	kɨ̆lɛn
cullens	kɨ̄lən
culloden	kʰu˨˩lɔ˧˥dɛn˥
cullpaper	kɨlpaː
culpa	ku˨la˨
culpepper	kʰɨp˥˧pɛ˧˥
culp	kɨ̀p
culver	kɨlvɛ
culverton	kuːl˧ʔvɛ˨˩tɔn˥
cumberland	kuːm˧˥bɜː˨˩mɛːn
cúm	kʰum˧
cụm	kɨm˧
cum	kum˧
cùm	ku˧m
củm	kum˨
cummings	kʰum˧˥mɪŋ˧˥
cumpston	kʰʷɐm˧˥
cún	˨
cún	cun˧
cuneo	kwe˧o
cúng	˨˩
cừng	cɨ̆ŋ
cụng	cụng
cung	cʊŋ˧
cùng	cʊŋ˧
çúng	ɕʊŋ˧
cúng	kʰɨŋ˧
cứng	kʰʷɤŋ˧
củng	kʰʷɨŋ˧
cũng	kɨŋ˧
cưng	kɨŋ˧
cứng	kɨŋ˧
cửng	kɨŋ˧
cụng	kɨŋ˧
cûng	kuŋ˧
củng	kṵŋ
cùng	˨ʔuŋ
cũng	˨ʔuŋ
cuñi	kʰwì
cùn	kūn
cũn	kṵn
cun	kuŋ˧
cứnng	kɨ̆ŋ
cunningham	kʰɨ̄ŋ˧nɨ̄˨
cunoval	ku˨˩no˨˩vaː˨˧
cunt	kʰwə̰n˧
cunts	kuŋ˧
cuòa	kɨ̀ʷa
cuôc	cuôc
cược	cuŏ̆c
cược	cươc
cụôc	cuôc˧
cươc	kɨ̄
cuốc	kɨə̰ʔ
cước	kɨə̰ʔ
cước	kɨ̄k
cuộc	kwɨk˧
cuộc	˨uək
cuốicùng	kɨəj˨kɨŋ˥
cuói	cuói˧
cuối	cuối˧
cuổi	cuỗi˧
cưới	cuoi˧
cười	cuơi˨
cưởi	kʰwɛ̀
cuội	kɨ̀
cươi	kɨ̄
cưới	kɨ̄
cưỡi	kɨ̀
cưỡi	kɨ̄
cuồi	kɨ̀ːj
cuời	kɨ̄j
cười	kɨ̄ʔ
cuôi	kɔ̀j
cuỡi	kwɜ̰j˨
cuối	kwɤj˧
cuốí	kwɨ̀
cườm	cɨə̌m
cuỗm	cuum˧
cuỗm	kɨ̀ʔm
cuôn	cuôn˧
cuốn	cùơn
cuổn	cuŏn
cuộn	cươn
cuongctcclh	kwɔŋ˧ʔkəː˨ʔtɕəː˧˥
cuồng	cùơng
cuongeminem	kɨwŋ˧˥mi˧˥nɛm˧˥
cưỡng	kɨəŋ˧
cương	kɨɤŋ˧
cường	kɨɤŋ˧
cuong	kɨʊŋ˧
cuống	kwɔŋ˧
cưỡng	˨˧uŋ
cường	˨ʔɨəŋ
cuồng	˨ʔuəŋ
cuốn	kwɔn˧
cuồn	kwɔ̄n
cuộn	kwɔ̰n˧
cuôòc	cuôòc
cuớp	kɨəp˧
cướp	kɨəp˧
cướp	˨˧ʈəp
cuột	kwɑ̀t
cupcake	kʰwɐp˧kɐj˨
cupcakes	kʰwɐp˧kɛj˨
cupid	ku˥pʰɪt˩
cúp	˥kɨp
cúp	kuʔ
cups	kɨp
cup	ʈup
cụp	ʈʊp˨
curcio	kɨ̆
curd	kur˧
curebat	kɨ̄˨˩
cure	ku˨
curie	ku˨ri˧
curious	ku˨ri˧ɔ˥jɨ˨
curlew	kuːlɯː
curley	kɨ̄l˧
curl	kɨ̀l
curly	kɨ̀l
curnocopia	ku˩no˧ko˨pi˧a
curoa	kuː˧rɔa˥
curran	kɨ̀
current	˨ku˥n˦t
curry	ku˨˩ri˧
cursed	kur˥ʔ
curse	kur˧
curtain	kɨ̀˧˥ʈiə̰n˨˩
curtains	kɨ̄˧˥ʈiɛ̄n˨˩
curtis	kɨt˨
curt	kɨ̆t
curveball	ku˨˩˨lɔ˧˥
curzon	kuː˨ʔtɕoːn˨˧
cusack	ku˨˩˨sa˧˥k
cuse	kuːj˧
cushing	kuʃiŋ˧
cushko	kuʃko˧
cush	kuʂ
cushman	kuʂ˥man
cusimano	ku˩si˧ma˧no˥
cussins	kuː˨˩sin˨˩
custard	kɨ˧˥tɐ˨˩
custer	kɨ̀s
custody	kʰɨ˧˥tɨ˨˩
customs	kʰɨm˧ʔ
cutback	kʰɨt˨˩bæk˧˥
cutbush	kuʔ˨buʔ˨
cụt	cu˧
cute	˨xu
cuthbert	kuʔtʰβɛt
cutie	kʰwɨ˨
cut	kʰɨt˥
cứt	kɨ̆t
cụt	˨˧kɨ̰t
cút	ku˨
cút	ku˨
cứt	ku˨
cutler	kuʔlɛ̀
cuts	kʰɨt
cutter	kʰɨ̄t
cutting	kuʔ˨˩
cửưa	kuə˧
cuùc	kuʊk˧
cứư	cù
cữu	cuu˧
cựu	˨cuʔʷ
cưu	kiw˧
cúu	ku˨
cứu	ku˨
cựu	ku˨
cừu	kwɨ˨
cửu	kwɨ˧
cứu	ky˧
cứu	ky˨
cừu	kyː˨
cửu	kyw˧
cũung	kɨŋ˧
cứuuuuu	cu˧ʊ˨
cứuuuuuu	ku˥u˥u˥u˥u˥u˥
cuvée	kɨ˧˥vɛ˨˩
cuzar	ku˨˩zɑ˨˧
cuz	ku
cuþng	cu˨tʰʊŋ˥
cv	gʷ
cvr	ɟʷɹ˧
cw	cɔʊ
cwi	kwɨ˧
cw	kw
cyanide	kʰiə˧˥nɛj˧˥
cyanobacteria	kɨəɲɔɲbɛktɛri
cyanua	kiə˧˥naʊa˧˥
cyanure	kiə˧˥nɨ˧˥
cyberdyne	ki˧ber˥diːn˧
cyber	ki˨˩ʔbɛ˨˧
cyberman	ki˧˥ber˨˩maːn˥
cybertron	ki˨˩ber˨˧trɔn˥
cybil	ki˧˥bi˨˩
cyborg	ʃɪ˨˩bɛ˧˥kɨ˥
cych	ɕɨk
cycle	ʈɨk⁴
cyclone	ʃɪ˧˥lɔ˥n
cyclophosphamide	ˈsaːjkɔɣɛʔfaːm
cyclops	kiː˥lɔp˧
cygnus	ki˧n˥ʔ
cýi	ki˥
cýìu	ki˧ʊ
cy	ki˧
cým	cɨm˧
cyn	ɕin˥
cyndie	ɕin˧˥di˨
cyndi	siːn˧ʔdi˨
cynodont	kɨ˨˩nɔ˨˦jə˧˥t
cynthia	siː˧ʔtʰi˨˦nʰaː˥
cýòa	ʈʷaː˨
cýõìi	˨˧ʔi
cýp	cip
cypher	kiː˧ʔfɛ˨˩
cypress	ki˨˩
cyproheptadine	kɨːpɹɔhɛptadiːn
cyprus	ki˨˩pu˨˧
cyrano	kʲi˧a˨na˧o˥
cyril	ki˧˥l
cyrillic	ki˨˩li˧˥k
cyrus	ki˧˥
cytokine	ki˧˥to˥ki˧˥n
cytokines	ki˨˩to˧˥kin˧˥˨˩
cytomegalo	ki˧˥te˩˧ma˧˥lo˧˥
cytoxan	ki˨to˧˥san˥
cýu	˨ʔiʊ
czarina	kaː˨ʐi˨ə˧naː˥
czar	tsaː
czechoslovakia	tʃe˨kɔ˧lɔ˥vɛ˧kɪ˥a
czech	˨ʈek
cþm	ʈom˨
cþp	ʈɨp˧
d13	dɨ˧
d-1	d̥˥i˩
đ1o	ɗo
d2	dɨ˨
d3	dɨ˨
d3mn8	dɯm˧˥
d-4	dɨ˧
d50	d̩
d-50	dɨ˨˩
d6	d̩
d8a6y	dɑj˥
dạ	˨
đá	˧˥
đã	˨
ðã	˨˧
daa	ɗaː
daae	d̩a̰a̰ḛ
daanv	dɑ̄ːn
daario	ɗaː˨˩ri˨˧
daatseiaar	ɗaːtʃiə̰ə
dã	˨ɑ
da-ba	ɗa˨ba˧
dabby	dɑp˧
dabney	ɗaːm˨˧ʔ
dặc	dắc
dac	dak˧
dắc	dăk
đặc	dak˧
dåc	dɑ̰̀
dạc	dɑ̰̂c
dắc	dɑ́k
đắc	ɗak˧
đạc	˧ɗak
đác	ɗawk
đạc	ɗawk
đạc	ɗawk˧
đac	ɗaʔ
đăc	ɗɑk
đắc	ɗɑk˥
đặc	ɗɛk˧
dachau	ɗaː˨˩kɔw˨˧
dách	dɑ̰̀
đách	ɗâːk˧
dachevsky	daː˨˩keɪ˨˩vi˨˩
da	d˩a˧
da	da˧
dá	d˩a˧
dà	dà
dă	dă˧
dẫ	dầ
dạ	˩da˧
đa	˥da
da-da	dáda
da-da-da	d̩a˩d̩a˨d̩a˧
da-da-da-da	da˩da˨da˧da˥
da-da-da-da-da	da˧da˧da˧da˧da˧
dada	dɑ˧˥dɑ˧˥
da-da-die	d̩a˨d̩a˨dī˧
dâ	dɑ˧
då	dɑ˨
daddy	˨˧da˥˧
dad	˥ɗ
dade	dɑ˧˥de
dadich	ɗa˨˩tiʔ
dadier	ɗaː˨˩jɛ˧˥
dadina	ɗa˨˩di˨˧na˨˩
da-dum	d̪a˨dum˧
da	ɗa
dã	˩ɗa
dả	ɗa˨
đá	ɗa˨
đà	˩ɗa
đà	ɗa˨
đă	ɗa˧
đâ	ɗâ˧
đẫ	ɗâ˥
đã	˨ɗa
đã	ɗa˨
đả	˩ɗa
đạ	ɗa˧
ða	˥ɗa
ðá	ɗa˨
đẵ	ɗə˧
đấ	ɗə
đẩ	ɗə
đả	ɗə˧
daedalus	dɛ˨˩lɛ˧˥dɛ˨˩
dae	˥ɗe
daegu	ɗaː˨˩ɣɨ˨˧
daehan	dɛ̀ːxã
dae-ho	dɛ̀ː˨˩
daejeon	ɗaj˥ɛn
daejun	dɛ˧˥jʊn˨
daemon	dɑː˧˥mɔ̄n˨˩
daemons	ɗæːmɔ̄n
daenerys	˨da˧˥e˩˧ne˧˥rɨ˨
dae-su	dɛ˧su˥
dae-suh	dɛ˧su˨
daewoo	dɛw˥ʊ
daffodil	ɗaː˨˩fo˨˧jɛ˧˥
daffs	ɗaːf
daffy	ɗaː˨˩
dagan	dɑ˧˥ɣɑn˨˩
dagda	ɗɑ˧˥ɗɑ˧˥
dag	ɗɑːk˧
đag	ɗɑk˧
dagen	dɑ˧˥gɛn˨
dagger	ɗaː˨˩ɣɛ˧˥
dagget	ɗɑk˧˥
daggett	ɗɑk˧˥
dağı	˥da˧˥gi
dagley	dɑ˧˥lɛ˧˥
dagmar	dɑːg˧˥mɑː˧˥
đagn	ɗɑ̰ŋ˧
dago	ɗaː˨˩
dagon	dɑ˧˥ɔn
dagonet	dɑː˨˧gɔ˨˩nɛ˧˥t
dagradi	dɑ˧˥gɑ˧˥di˧˥
dagu	ɗa˨˩
dah	ɗa˧
dahl	ɗâːl
dahlia	ɗâː˨˩liə˨˧
dahlin	ɗaː˨˩liŋ˧
dahmer	ɗaː˨˩mɛ˨˧
dahn	d̩
dahrk	ɗɛ̰
đài	˧˥
đại	˧˥
đãi	˨ɑj
dài	da˨
dai	dai˧
dái	dai˧
dài	dài˧
dăi	dai˧
dãi	dai˧
dải	da˥i˩
dải	dai˧
dại	dai˧
đái	˧˩dai
daidarabotchi	daɪ˨daɪ˨ra˥ba˨to˨tɕi˥
dại	dɑ˧
ðại	˥di
đai	ɗai˨
đài	˥ɗai
đăi	ɗai˨
đại	ɗai˧
đại	ɗai˧˥
đái	ɗaj˧
đài	ɗâʔ˧
đãi	ɗâʔ˧
daigo	ɗaɪ˧˥ɣo˨
daily	ɗaɪ˨
ðaìm	ɗâim˧
dáin	dɑ̀in
daìng	˨ɑiŋ
dainichi	dai˧ni˨chi˩
dairy	ɗaːj˨
daisuki	da˧i˨su˥ki˧
daisy	dai˧˥si˧˥
ðài	˥tɑj
ðâìu	ɗâìu
daiwa	dai˧wa˧
dakar	ɗa˧˥kaː˨˩
dake	d̪a̰ː˧˥k̟e̤ː˩
dakin	ɗa˨˩ki˧˥n
dakishimete	dakɪʃɪmɛtɛ˥
dakota	dɑkɔt
dakotas	ɗaː˨˩ko˨˧taː˨˩
daksha	dak˧ʂa˧
dalbergia	˥ɗaː˨˩˦ˈleɪ˨˧ɣiː˨ə˨
daldry	dal˧˥dri˧˥
dale	dale˧
daley	ɗa˨˩le˨˧
dal-gu	ɗɑl˧ɣɨ˥
dalia	ɗa˨˩liə˧˥
dali	ɗa˨li˧
đa-li-la	da˨li˧la˥
dalila	ɗa˨li˧la˧
dalip	dɑ˨˩lɪp˧˥
dallas	dɑ˧˥lɑ˧˥
dallo	ɗaː˨˩lɔ˨˧
dalloway	ɗaː˨˩lɔː˨˧wɛː˨˩
dalma	dɑl˧˥mɑ˧
dalmore	ɗɑːl˧˥mɔː˧˥lɛː˧˥
dalokum	d̩a˨˩lo˧˥kɔm˧˥
dalton	dɑl˧˥tɔn˨
daly	dɑl˧˥
đám	˨˧
đàm	˨
đằm	˨˧
đậm	˨
damacus	damaʔkɨ
dama	ɗa˨ma˧
damage	ɗaː˨˩maː˨˧
damani	d̩a˧ma˨ni˧
damascus	da˧˥ma˨˩k˨˩ʔ
damaskinos	ɗa˨ma˧kʰi˨˥nɔ˥
dàm	d̩
dẫm	d̩
dậm	d̩
đăm	d̩
dam	dam˧
dám	˩dam
dám	dám
dăm	dăm˧
dâm	dâm˧
dầm	dâm
dẫm	dặm
dẩm	dặm
dặm	dặm
đám	˨dam
đạm	˩dam
đặm	˩dam
dằm	dâʔ
dấm	dɑm˧
đầm	dɑm˨
đảm	dɑm˧
dặm	d̩ə̰m
đam	ɗam˧
đắm	ɗam˨
đâm	ɗâm˧
đấm	˨ɗam
đấm	ɗam˨
đẫm	ɗam˨
đãm	ɗam˨
đảm	ɗam˨
đàm	ɗɑm˧
đầm	ɗɑm˧
đẫm	ɗəːm
đắm	ɗə̰m˨
đạm	ɗə̰m˧
đậm	˨ɗɛm
dame	d̩˧
damerjian	d̩ə˨˩mɛ˨˧ʐiən
damiana	dama˧ʔi˨a˧na˥
damian	ɗaː˨˩miən˨˩
damián	ɗaːm˨˩i˨˧ɛn˥
damiano	ɗaː˨˩mi˨˩aː˨˩n˥
damien	ɗaː˨˩˨mi˨˩n
damjes06	dɑm˧ʔdʑɛˀ
damm	d̩ɑ̆m
damme	dɑm˧˥
dammit	dæm˧mɪt
damnatio	ɗɑm˧˥nɑʔ˥tʰɔj˥
damn	ɗam˧
damned	ɗam˧˥
damodaran	d̩a˧mo˨da˧raːn
damon	ɗa˨˩mɔn˨˧
dampier	ɗam˨˩j
dắn	˨˧
dạn	˨˩
đàn	˨˩
ðàn	˨˩
dana	dana˧
danaerys	da˨na˩e˧ri˨
dẫn	˩ɑn
dẩn	˨ɑn
danced	ɗaːn˧˥tʃe˩
dance	ɗaːn˨˩
dancer	ɗaːn˨˩ʔ
dancers	ɗaːn˧˥kɛ˨˩
dancin	dɑn˧tʃɪn˥
dancing	ɗaɲ˧˥
dán	d̩
dăn	d̩
dấn	d̩
dần	d̩
dẫn	d̩
dån	d̩
dạn	˩da˨˧
da-n	d̪a̰ːn
dàn	d̪a̤ːn˧
dàn	dǎn
dân	dân˧
dần	dǎn
đạn	˩dan
dán	dɑn˧
dằn	dɑ̀n
dằn	d̩ɑ̀n
dấn	dɑn˧
dãn	d̩ɑ̆n˧
dận	dɑn˧
dandnayak	dãːnʔdɛ̰ːjɛ̰k
dandolo	dãːn˧ʔdoː˨˩
dandridge	dɑːn˧˥drɪtʃ
dandrige	dɑːn˧˥drɪ˧˥ɣɛ˧˥
dandy	dɑːn˧˥di˨
dan	ɗaːn˨
đán	ɗǎːn
đản	˩ɗaːn
đan	ɗan˨
đàn	ɗǎn
đắn	ɗan˧
đắn	ɗa̰n˨
đần	ɗān˨
đãn	ɗǎn
đặn	˩ɗɑ̰
dặn	˩ɗɑn
đản	˥ɗɑn
đạn	ɗɑn˧
đân	ɗə̄n
đần	˩ɗə̰n
dặn	˨ɗɛ̰
đẫn	˩ɗɛ̰n
dane	dane˧
danes	dane˧
danette	d̥a˨˩n̥e˧˥t̥e˧˥
danford	dãːnfoːt
danforth	ɗɑːn˧fɔt
dẳng	˨˧
dấng	˨˧
đáng	˧˥
dangal	ɗaŋ˧˥
danganronpa	ɗaŋ˥gaː˧˥nɔ˥ɾɔŋ˧˥
ðáng	˨˧aŋ
dáng	˨˧ɑŋ
dẳng	˩ɑŋ
dâng	˨˧ɑŋ
dạng	˨ɑŋ
đàng	˨˧ɑŋ
đấng	˨˧ɑŋ
dáng	˩daːŋ
đãng	˩daːŋ
dàng	dɑ̄ŋ
dằng	dɑ̄ŋ
dặng	dɑ̀ŋ
dàng	˥ɗaːŋ
đảng	˩ɗaːŋ
đàng	˥ɗaɲ
dang	ɗaŋ˧
đang	ɗaŋ˧
đáng	ɗaŋ˧
đắng	˥ɗaŋ
đắng	ɗa̰ŋ˧
đẳng	˨˧ɗaŋ
đảng	ɗaŋ˧
đạng	ɗaŋ˧
ðang	˥ɗaŋ
dạng	˨ɗɑŋ
đáng	˨˧ɗɑŋ
đăng	ɗɑ̄ŋ˥
đằng	˨˧ɗɑŋ
đằng	˩ɗɑŋ
đẵng	˨˧ɗɑŋ
đẳng	˨˧ɗɑŋ
đâng	ɗɑŋ˧
đãng	ɗɑŋ˧
đặng	˨˧ɗɑ̰ŋ
danger	ɗaŋ˧˥
dangereux	dɑŋ˧kɛ˧˥wɛk
dangerous	ɗaŋ˧˥ne˨˩
dangle	dɑŋ˧˥
đăng-ten	˧˥ʔaŋ˧˥tɛn˧˥
đấng	˧ʔaŋ
dành	˨˧
danh	˨ɑn
đánh	˧ɑ̀ɲ
dành	dânh
dánh	d̩ɑ̆̀n
dạnh	˨ɗ
đành	˨˧ɗ
đành	ɗâi˨˧
đanh	ɗɑ̄ŋ
đánh	ɗəɲ˧
đảnh	ɗəɲ˧
ðánh	ɗəŋ˧
danica	dāníkā
dani	ɗaː˨˩ni˨˩
daniela	daː˨˩ɲi˨˩ə˨
daniel	daː˨˩ni˨˧əl˥
daniella	dɑː˨˩niə˨˧lə˨
danielle	dă˧˥ni˨˩ɛ˧˥
daniel-san	d̥aː˨ni˧j˥l˦saːn˧
daniels	ɗaː˨˩jɛ̄˧˥l
đa-ni-ên	˩˧˥
däniken	dɛ̀nɪ̂kɛ̀n
daniken	ɗaː˨˩ni˨˩kɛn˥
danil	dāní
danile	d̥aː˨ni˧˥l̥e˧
danilov	dāni˧˥lō˧˥v
danine	ɗaː˨˩ni˨˧n
danka	dɑ̄ŋ˧
danke	ɗaːŋ˧˥kɛ˧˥
danko	dɑ̰ŋ˧kɔ̰˨
danlin	d̩˧aːn˨˩lɪ̄n˥
danna	danna
danner	ɗaː˨˩nɛ˨˧
dannie	d̩ɑ̄ː˧˥
danny1603	dæɲ˧ʔnɨ˨˩
danny	dæ̀n
dano	dɑːn˧
dans	dãːn
danse	ɗaːn˧˥
danseur	dɑn˧˥sɛw˧˥
dansky	ɗaːn˨˩ski˧
danson	dɑ̰̀ːn
dante	ɗaːn˨˩te˧˥
dantes	ɗaːn˨˩˦tɛ˨˩
danton	dɑn˧˥tɔn˨
dantooine	ɗaːn˨˧tuː˨˩jɛn
danube	dāːnwɛ̀
danvers	dɑn˧˥vɛ˧˥
dany	d̪a̰ːj
danyliuk	daɲ˧˥liuk˧˥
danza	dɑ̰n˧˥
danz	dɑn˧
danzer	d̩˧n˨ʔzɛ˥
danzig	dæŋ˧ʔ
danzinger	ɗaːŋ˧˥ʔiŋ˧˥
dáo	dɑu˨
dào	dɑu˧
dảo	dɑu˧
dạo	dɑw˧
dạo	˥ɗaː
ðạo	˩ɗaːo
đáo	˧ɗaːw
đáo	˨ɗaːw
đào	˩ɗaːw
đảo	˩ɗaːw
đạo	˩ɗaːw
đao	ɗaʊ˨
đảo	ɗaʊ˧
dao	ɗaw˨
đào	˨˧ɗaw
đão	˨˧ɗaw
đạo	˨ɗaw
daonguyen	dɑwŋ˧˥
ðaòo	˥ɗɔ̄
daoud	daw˧ʔ
đáp	˧˥
dáp	dáp
dấp	dáp
dập	dap˧
dập	dáp
đắp	ɗap˥
đạp	˩ɗap
đắp	ɗɑ̰p
đáp	ɗəp˧
đấp	ɗəp˧
đạp	ɗəp˧
đặp	ɗəp˨
đập	ɗəp
đập	ɗəp˧
daph	d̩ap
daphne	ɗæːp˥
daphnis	dapʰnɪ̄˧
dappa	ɗa˨˩pa˨˩
đáp-stable	ɗap˧˥staː˧˥
dara	ɗaː˨˩
darbinyan	darbinjan
darby	ɗɑː˨˩bi˨
darcey	ɗaːk˨
darci	ɗaː˨˩ki˧
darcy	dɑː˧˥ʈi
dardanelle	˩da˧˨lan˧˥e˩
dar	ɗaː˨
daredevil	ɗaːj˨˩ɗeː˨˩viːl
dare	ɗaː˨
dareon	ɗaː˨˩jɛn˨˧
darfur	ɗɑː˨fɯː˨
darhk	ɗɛ̀
daria	ɗaː˨˩ɾiə˨˧
darien	daj˨˩jen˧˥
darillium	ɗa˨˩li˧˥lɯm
dario	ɗaː˨˩ɾi˨˧ɔ˥
darius	ɗaː˨˩jɨ˨˧
darkbaby79	ɗɑːk˩bɑːj˨˧seɪ˥n
dark	dɑːk˧
darken	dɑːkʰən˨
darkened	ɗɑːk˨˩teɲ˧˥
darkest	ɗɑːk˧˥tɛ˧˥
darkghost	ɗɑːk˧ɣwɔt˥
darkhold	ɗɑːkhɔ̂ːl
darkling	ɗɑːk˧˥lɪŋ˧
darkmoon	ɗɑːk˨mɯn˥
darkness	ɗɑːkʰ˧ʔ
darknet	ɗɑːk˨˩nɛt˨˩
darko	dɑːkɔ̄
darkonian	ɗɑːkɔɲjɛn
darkonians	ɗaː˨˩kɔ˨˧niən˨˧
darkseid	ɗɛːk˨˩sʰeɪ˧˥t
darktown	ɗɑːk˧˥tɔɲ˧
darkweb	ɗɑːkʋɛp
darla	dɑl˧˥lɑ˧˥
darlene	ɗaː˨˩lɛ˨˧nɛ˥
darlin	ɗaː˨˩li˨˧ŋ
darling	ɗaː˨˩liŋ˥
darmani	ɗaː˨˩maː˨˧ɲi˨˧
darnay	dɑːn˧˥j
darnell	ɗaːn˨˩lɛt˨˩
darpa	ɗaː˨˩
darquandier	ɗɑːkɰɑ̄ŋ˥tʰiɛ̄˧
darrel	dɑːl
darrell	ɗaː˨˩lɛ˧˥
darren	ɗaː˨˩rɛn˨˧
darrgen	ɗɛ˧˥ŋɛ˧˥
darrow	ɗaː˨˩
darryl	ɗaːj˨˩lɛ˨˧
darshan	ɗaː˨˩ʂaːn˨˧
darth	ɗaːt
darthmouth	ɗaːtʰmaʊ
dartmoor	ɗɑː˨˩moː˨˧
dartmouth	ɗɑːt˨mɔːt
darton	ɗaː˨˩toː˨˧
daruma	ɗa˨˩ɾu˨˦ma
darville	ɗaː˨˩viː˨˧lɛ˥
darwin	ɗɑː˨˩wɪn
darwinian	ɗaː˨˩wɪ̄n˨˩iə˧˥
darya	ɗaː˨˩ɾiə˨˧
daryl	ɗaːj˨˩lɨ˨˧
dascomb	ɗaː˨˩kɔm
das	d̩
das	dɑ˨sɑ˧
dasha	ɗa˧˥
dash	ɗaʔ
dasher	ɗaː˨˩ʃe˨˧
dashing	ɗaɪ˨˧
dashkov	ɗâːk
dashrath	dɑ˧ʂ˥lɑ˧ʈ
dashwood	ɗaʔtʰɨəʔ
dassault	ɗaː˨˩saː˨˧w˥t
dass	ɗâːʔ
dassin	dɑ˧˥sɪn˨
dastan	ɗaʔ˧˥tɑn˨˩
dastun	dɑ˧˥tʰu˨˩n
đát	˧˥
đât	˨˧
đạt	˧˥
đặt	˨˩
data	dɑ˧˥tɑ˧˥
dat	dat˧
dát	dát˧
dắt	dắt
dặt	dặ̆t
dạt	dɑ̰t
dắt	d˧˥t
dất	ɗ˨
dật	˨ɗ
đắt	˥˧ɗ
đặt	˩ɗ
đắt	ɗaːt˨˩
dật	ɗat˧
đát	ɗat˨
đất	ɗat˥
đạt	ɗât
đất	ɗə̰t˧
đật	ɗə̰t˧
đăt	ɗəʔ
date	˥˨˧
dateline	dɑː˧˥tɛ˧˥lɛ̄˥n
dates	ɗaːt˨˩
dathan	dɑ˧˥tʰan˧˥
dating	˨˧daːt˥iŋ˧
datoon	ɗa˨toːn˨
datsun	˨˧da˥˧t˨˩s˨˧u˥˧
datuk	ɗa˨˩tʊk˧
dầu	˥ɑu
đầucha	ɗəw˨cha˥
dâu	dau˧
dấu	dau˧
dầu	dau˨
dẫu	dau˧
dẫu	dậu
dãu	dau˧
ðau	˥dau
đauđauđau	ɗaw˩ɗaw˨ɗaw˥
đauđau	ɗaw˨˧
daud	ɗaw˨
dậu	dɨ̆u
dau	ɗaw˨
đau	˨ɗaw
đáu	˨ɗaw
đàu	ɗâw˧
đấu	˨ɗaw
đầu	ɗaw˨
đãu	˨ɗaw
đậu	ɗaw˨
ðâu	˨ɗaw
đâu	ɗəw˧
đâu	ɗəw˨
đấu	ɗəw˨
đầu	˩ɗəw
đầu	ɗəw˧
đẩu	˨˧ɗəw
đậu	ɗəw˨
đầu	ɗɜw˨
đằu	ɗɨ̀u
dấu	˨ɗu
daughter	˨ɔ̄ː
daughtrey	ɗɨ̄ʔ
đâul	ɗəw˧
daunte	ɗaw˨˧
dauntless	ɗəwntlḭʔ
dauta	dau˧˥ta˧˥
davanee	ɗa˨vɐ˧˥nɛ˥
dav	dɑʋ
dave	dɑːv˧
davenport	dɑː˨˩vɛn˧˥fɔː˧˥
davey	dɑː˨vɛ˧
davian	ɗaː˨˩viən˨˧
david	ɗaːj˨˩jɛt˨˩
davidov	dɑː˨˩jɪt˨˩w
davidseanghia	ɗâɪ˧ʔvi˨ʔsɛɪŋ˧˥ja
