aegina	aegino
βασιλεύσει	basileuse
βασιλεύσειας	basileuse̞ɾe̞
βασιλεύσειε	basileusˈeˈe
βασιλεύσειν	basileusene
βασιλεύσετε	basileusete
βασιλεύσετον	basideusketo
βασιλεύσητε	dasileusɛte
βασιλεύσοντα	basileussɛn̪t̪a
βασιλεύσοντι	basideusantj
βασιλεύσουσα	basileusrusa
βασιλεύσουσαι	basiðeusɛɔsai
βασιλεύσω	basileusoo
βασιλεύσωμεν	vasileusɔomɛn
βασιλεύσων	asideuson
βασιλεύω	vasileuo
βασιλεύωμαι	basiðeuomai
βασιλεύων	vasileuo
βασιλεύωσι	vasideuosi
βασιλεύωσιν	basiðeuosin
βασιλεῖ	basilej
βασιλεῦσι	basileusi
βασιλεῦσιν	vasileusin
βασιληΐη	vasileieː
βασιληίδα	basileidˈa
βασιληίδας	basileidas
βασιληίδες	vasileides
βασιληίδι	basileiːdi
βασιληίδων	vasileidon
βασιληίης	β̞asjlees
βασιληίς	basilejs
βασιληίσιν	bæsljlejsi
βασιληίων	basileio
βασιλικάς	basiljkas
βασιλικέ	basiɾike
βασιλικαῖς	vasilikais
βασιλικούς	vasselikˈuz
βασιλικωτάταις	basilikootais
βασιλικωτάτας	basiliko̞o̞tatas
βασιλικωτάτην	basʎikɔotatɛ
βασιλικωτάτοις	vasilikootatuis
βασιλικωτάτου	basediko̞o̞tatu
βασιλικωτάτων	vasilikotado
βασιλικωτέροις	basidi-koɔtɛɾɔis
βασιλικόν	t̪esilikon
βασιλικός	basilikos
βασιλικώτατοι	basilikotatue
βασιλικώτατος	basilikotatos
βασιλικώτεροι	basilikoteroj
βασκάνια	baskˈania
βασκάνιον	baskanion
βασκάνοις	baskanoi
βασκάνου	basɛˈɛɑnɔ
βασκάνους	baskanus
βασκάνων	bas̺kãn̪om
βασκάνῳ	baskad
βασκαίνει	baskaini
βασκαίνετε	basqajnitɪ
βασκαίνομεν	baskainomɛm
βασκαίνω	baskajno
βασκανίαι	baskaniai
βασκανίαις	baskanˈiais
βασκανίαν	bas̺kani̯a
βασκανίοις	baskaniois
βασκανίου	bazkaniu
βασκανίᾳ	bas̺kania
βασκαντικά	bas̺kant̪ika
βασκαντικάς	baskant̪jkas
βασκαντικαί	bas̺kant̪ikai
βασκαντικαῖς	bas̺kant̪ikaes
βασκαντικούς	baskantikuz
βασκαντικῶν	vaskantikoŋ
βασκανωτάταις	baskanõːtɐtajs
βασκανωτάτοις	baskanotatoj
βασκανωτάτων	baskanotato
βασκανώτατε	bas̺kano̞o̞tat̪e
βασκανώτατοι	baskalotatooj
βασκανώτατον	baskanõːt̪at̪o
βαστάζω	bastaztu
βατά	bata
βατάς	batas
βατέ	batɪ
βατή	bat̪e
βατήν	batˈe
βαταί	pataj
βαταῖς	batas
βατοί	batoj
βατούς	batus
βατοῦ	batu
βατραχομυομαχίαν	batrakaumiomakia
βατραχομυομαχίας	padrakomiomakias
βατωτάτας	batutatas
βατωτάτου	batuːtatu
βατωτέρου	batoteɾvʊ
βατωτέρους	batuoterus
βατόν	batɔm
βατός	batas
βατώταται	batɔɔtɑtɑj
βατώτατε	batɔtatɨ
βατώτατον	bato̞o̞tadʊm
βατώτατος	batuotatos
βατώτερα	batuɔtɾa
βατώτεραι	batuoteɾai
βατώτερε	batotere
βατώτεροι	batuoteroj
βατώτερον	batuoteɾon
βατώτερος	batooteros
βατῷ	atoj
βαυβών	balbon
βαυβῶνα	balvo̞na
βαυβῶνας	balbonas
βαυβῶνες	balbo̞nes
βαυβῶνι	balboni
βαυβῶνος	balbonos
βαυβῶσι	balvosi
βαῖεν	baːjɪm
βαῖνε	bajne
βαῖνον	bajnɔm
βδάλλω	bd̪aɾlo
βδελυρίαν	bd̪elydɪam
βδελυρωτάτης	tʃiliuɾɔdat̪es
βδελυρωτέροις	oniluloterois
βδελυρώταται	ɓɨdɛlɛɾɔːtataj
βδελυρώτεροι	briliroteroi
βεβάδικα	bəbəɾɪka
βεβάμεθα	beˈbameθa
βεβάπτισθε	bevaptiste
βεβάπτισμαι	bevaːvtismai
βεβάπτισο	beβaptisˌo
βεβάπτισται	bevaptistai
βεβήκαμεν	bebekamɛn
βεβήλου	beˈveːlu
βεβήλους	beberus
βεβήλων	bebeˈlɔ
βεβήλωσι	bevelos
βεβίασθε	beβiaste
βεβίασται	beˈbiastɐj
βεβίωκα	beβiooka
βεβίωκας	beiookaz
βεβίωκε	bepioke
βεβαίαις	beβaiais
βεβαίαν	beβaian
βεβαίας	beˈvaɪəs
βεβαίοις	bebaiois
βεβαίου	beˈbaiːu
βεβαίους	beˈbajus
βεβαίων	beβ̞aio
βεβαδικέναι	bebaðikẽnai
βεβαιοτάτας	beβaiotatas
βεβαιοτάτοις	bebajotatois
βεβαιοτάτῃ	bebajɔtate
βεβαιοτέρας	bebaioteiras
βεβαιοτέροις	bebaʎoteɾoi̯s
βεβαιοτέρου	bebajoteɾu
βεβαιοτέρους	beβ̞aiotarus
βεβαιοτέρων	eibajoteˈrɔm
βεβαιοτήτων	bebalɔdɛtʊm
βεβαιόταται	bebajotatai
βεβαιότατοι	bebajɔtatɔj
βεβαιότερα	bebajɔtɛɾa
βεβαιότεραι	bebajʊteɾaj
βεβαιότεροι	bebajoteroi
βεβαιότησι	bebajotesɨ
βεβαιότησιν	bebajoteesin
βεβαιότητας	bebajoteetas
βεβαιότητος	beðaiotetos
βεβαμένας	beβamɛlas
βεβαμένοι	bibamenoi
βεβαμένοις	vivamɛnuis
βεβαμένον	vivamˈenum
βεβαμένος	beβamenʊs
βεβαμένου	bebamənu
βεβαμένους	beβamenus
βεβαμένων	beβ̞amẽn̪om
βεβαπτισμένην	bevaptiʃmɛne
βεβαπτισμένοι	beaptisemmenoi
βεβαπτισμένοις	beaptismenois
βεβαπτισμένον	beaptizomenon
βεβασίλευκα	bevassileuka
βεβασίλευκε	bebasileueke
βεβασίλευκεν	evassileulken
βεβασιλευκέναι	bevasileukenei
βεβασιλευκόσι	bebasileukosi
βεβασιλευκόσιν	bebasiˈleukosi
βεβασιλευκότας	bebasid̪eu̯kot̪as
βεβασιλευκότι	bebasileʊkɔtʲ
βεβασιλευκότος	bebassileukotos
βεβασιλευκότων	bebasileukoton
βεβασιλεύκαμεν	beʁasileukamim
βεβηκότας	bebekotas
βεβηκότος	bebikotos
βεβηλώσει	bebeˈlɔse
βεβηλώσεις	bebeloseis
βεβηλώσεσιν	bebeˈlɔsɛsi
βεβλάφασιν	bebraaferoj
βεβλάφατε	bebrapatɪ
βεβλέφαμεν	beblefamɛn
βεβλέφασι	beblepasi
βεβλέφθαι	beblɛptɑj
βεβλέφθω	beblɛpto
βεβλέφθων	bebrɛpton
βεβλασφήμηκα	beblasfeɛmeka
βεβλασφήμηκε	beblasfeemeke
βεβλασφήμηκεν	beblasfemeeken
βεβλασφημήκαμεν	beblasfeimenim
βεβλασφημήκασι	devlasfemekasi
βεβλασφημήκασιν	beblasfemeekasin
βεβλεμμένα	beblemena
βεβλεμμέναι	beblɛmenai
βεβλεμμένας	beblemenas
βεβλεμμένε	beblemele
βεβλεμμένη	beblemani
βεβλεμμένης	bebelemenes
βεβλεμμένοι	beblemenai
βεβλεμμένοις	beblemenais
βεβλεμμένον	beblimnenum
βεβλεμμένος	beblemenos
βεβλεμμένων	beblemenon
βεβλεμμένῃ	beblemele
βεβλεφυῖαι	beblɛfɪjˈɛ
βεβλεφόσι	beblefɔsʃi
βεβλεφόσιν	beblefɔsˈin
βεβλεφότας	bebrepotas
βεβλεφότες	bebletides
βεβλεφότι	bebleforti
βεβλεφότος	beblefotos
βεβλεφότων	beklifoton
βεβοηθήκασι	beboetekasi
βεβοηθήκατε	beboɛsɛkadɛ
βεβοηθηκυίας	beboetsegyias
βεβοηθηκότος	bibɔɛdseiɔtɔs
βεβοηθηκότων	beboetsɛkotom
βεβουλήσθω	bebulestro
βεβουλευκέναι	bevoleukenai
βεβουλευκυίαις	bebuʎeʊkøjɛjs
βεβουλευκυίας	bebulekuiest
βεβουλευκυῖαν	beβ̞olelkeiam
βεβουλευκόσι	beβ̞uleokosi
βεβουλευκότας	beβuleokotas
βεβουλευκότες	bebuuɫeukotez
βεβουλευκότος	bevuljukɔtɔs
βεβουλευκότων	bebuleukotun
βεβουλευμένε	bebuleʊmɛne
βεβουλευμένοι	bebuleumenoi
βεβουλευμένοις	bebuliumenoj
βεβουλευμένος	bebulaumenos
βεβουλευμένους	bebuleumenus
βεβουλευμένῃ	bebuleumene
βεβουλημέναι	bebulemenai
βεβουλημένε	bebuːleːmene
βεβουλημένη	bebuːlemˈene
βεβουλημένης	bebulemenis
βεβουλημένος	bebulemenos
βεβουλημένου	bebuˈlˈɛmɛnˈ
βεβουλημένους	bebulemenʊs
βεβουλημένων	bebulemenon
βεβουλημένῃ	beboːleneni
βεβουλημένῳ	bebulmenai
βεβούλευκα	bebuulɛwk
βεβούλευκας	bebuuleukas
βεβούλευκε	bebulewke
βεβούλευκεν	beβ̞ulewkẽ̞n
βεβούλευμαι	bebuuleumai
βεβούλευνται	be̞buleũntaj
βεβούλευσαι	beˈbulewˈsəj
βεβούλευται	beˈbuleʊˈtaj
βεβούλημαι	bevo̞lemaj
βεβούληνται	bevolentai
βεβούλησθε	bebulɛste
βεβωσῶν	beboːsɔn
βεβώσαις	beboosais
βεβώσης	beboːsɪs
βεβώτων	bebɔtɔm
βεβῶσι	beboːsi
βεβῶτες	bebotez
βεβῶτι	beboti
βεβῶτος	bebotos
βελλερεφόντα	belereponta
βελλερεφόντης	belerespondes
βελλερεφόντου	belerespondu
βελλεροφῶντι	belereponti
βελλεροφῶντος	belerepontos
βελτίον	beltion
βελτίονα	beltionan
βελτίονας	eltiionas
βελτίονος	beltʃinos
βελτίοσι	beltiosi
βελτίοσιν	baltiosɛ
βελτίους	balteio̯s
βελτίστας	belbistas
βελτίστη	beldiste
βελτίστην	eltistein
βελτίστοις	eltistois
βελτίστους	eltistus
βελτίστων	belpiston
βελτίστῳ	eltistoi
βελτίω	beltio
βελτιόνων	beltionon
βενθῶν	bentom
βερενίκην	berˈɛnike
βερενίκης	beɾenikees
βησομέναις	besomenai̯s
βησομένοις	besomenois
βησομένου	besomenu
βησομένων	besomenom
βησόμενοι	besomenej
βιάζεσθε	biadsɛste
βιάζω	viasdo
βιάσεται	biasetai
βιαιοπραγία	piajobraɣia
βιασθήσει	biastese
βιασθήσεσθε	biastesɛse
βιασθήσομαι	biastesemaj
βιασθήσονται	diastesontaj
βιασθήσῃ	biastese
βιασθησόμεθα	biæstesɔmætæ
βιβλία	biːbˈliaː
βιβλίαν	bɪˈbliɐm
βιβλίας	biβlias
βιβλίδιον	biblidiom
βιβλίνοις	biblinois
βιβλίνου	biˈblɪnɔ
βιβλίου	bipliu
βιβλίων	biblio
βιβλαρίδια	biβlaːriːdia
βιβλαρίδιον	biblaridiom
βιβλαριδίοις	biblaridiois
βιβλαριδίου	biːblaːliːdiːu
βιβλαριδίων	biblaridion
βιβλιδίοις	biblibiois
βιβλιδίου	bibliðiw
βιβλιδίων	bivlidion
βιβλιογράφε	bibliograte
βιβλιογράφοι	bibliografoi
βιβλιογράφοις	bibliografois
βιβλιογράφος	biːbliɔgɾɑtɑs
βιβλιογράφους	bibiliogratuz
βιβλιογράφων	bibriograton
βιβλιογραφίαι	bibiliogratiai
βιβλιογραφίαις	bibliografiais
βιβλιογραφίαν	bibriografia
βιβλιοκάπηλε	bibiliokapel
βιβλιοκάπηλοι	bibliokapeloi
βιβλιοκάπηλον	bibliokapelon
βιβλιοκάπηλος	bibliokapeelos
βιβλιοκαπήλου	bibliokapelu
βιβλιοκαπήλους	bibiliokapelus
βιβλιοκαπήλων	ribliokapelon
βιβλιολάθας	bibliolatas
βιβλιοπωλείοις	bibliopoleiois
βιβλιοπωλείῳ	biːblioːpoˈlɛ
βιβλιοπωλεῖα	bibliopoleia
βιβλιοπωλεῖον	bibliopoleion
βιβλιοφορίοις	biblioforiois
βιβλιοφορίου	biblioforio
βιβλιοφορίων	biblioforion
βιβλιοφυλακίοις	biblioaulakiiois
βιβλιοφυλακίων	bibliopylakiom
βιβλιοφόριον	bibiliofolion
βιβλίνη	bibline
βιοτεύει	iodevue
βιοτεύεις	bioteueis
βιοτεύητε	bioteuete
βιοτεύομεν	biotauomim
βιοτεύω	bioteu
βιοτεύωσι	biˈɔtɛuɔz
βιοτεύωσιν	bioteeʊɔse
βιοῖ	bioi
βιωσάντων	diosantoŋ
βιωσάσης	biosasaes
βιωσίμου	iosimu
βιωσίμων	iosimɔn
βιωσασῶν	biosasaõŋ
βιωσκομένων	aviskomenon
βιωσκομένῳ	ioskomenoi
βιωσκόμενε	bio̞s̺ko̞mene
βιωσκόμενοι	ioskominoi
βιωσκόμενον	iooskominom
βιωσκόμενος	bioskomunos
βιωσομένοις	bjosomenoi
βιωσομένους	bio̞s̺omenuz
βιωσομένων	biosormenon
βιωσόμεθα	bjosometa
βιωσόμενον	io̞s̺omenum
βιώσαντα	biosãn̪t̪a
βιώσαντας	biosantaˈs
βιώσαντες	bioosanteθ
βιώσαντι	biosˌanti
βιώσας	biosas
βιώσασαι	iosasaj
βιώσασιν	biosesejm
βιώσει	biose
βιώσεις	biosees
βιώσεσθε	biosɛste
βιώσεσιν	bioosesĩŋ
βιώσιμα	bjoɾsima
βιώσιμε	bios̺ime
βιώσιμοι	iosimoin
βιώσιμον	iosimon
βιώσιμος	biosimos
βιώσονται	bioosuntaj
βλάβει	blabɛ
βλάβεσιν	blaɾesi
βλάβη	brabe
βλάβην	brafɛm
βλάβος	braβ̞os
βλάβους	blabuz
βλάβῃ	blabe
βλάξ	blˈaks
βλάπτει	brapte
βλάπτεις	bratˈes
βλάπτετε	blaːptɛdˌe
βλάπτομεν	braptomɪm
βλάπτουσι	plaptusi
βλάπτω	brapto
βλάστημα	brastɛmɛ
βλάστησι	brasteesi
βλάστησιν	brastɛdek
βλάστησις	blasteesis
βλάσφημοι	blaspemoj
βλάσφημον	blasfemun
βλάψεις	blaβsɛs
βλάψετε	brapsɛdi
βλάψουσι	blapsuzi
βλάψουσιν	blapssluziŋ
βλέμμα	blɛmm
βλέμμασιν	blemmasi
βλέμματος	plemmat̪os
βλέπε	blepe
βλέπει	blepe
βλέπεσθαι	blebestˈaj
βλέπεται	blepetai
βλέπετε	brepete
βλέποι	blepoi
βλέποιεν	blapojn
βλέποιμεν	blepojmem
βλέποιμι	brepojmi
βλέποιο	blaeboio
βλέποις	blepois
βλέποισθε	blaipojste
βλέποιτε	blepojde
βλέποιτο	blepɔitɔ
βλέπομαι	blepomaj
βλέποντα	blaiponta
βλέπονται	blepontai
βλέποντας	glepontas
βλέποντες	glepontes
βλέποντι	blepoˈnti
βλέποντος	blepontos
βλέπου	blabu
βλέπουσα	blaipou
βλέπουσαι	blepusai
βλέπουσαν	blepuusan
βλέπωμαι	blepoomai
βλέπωνται	blepontai
βλέπωσι	bleposi
βλέπῃ	blepe
βλέφθητε	blapseˈde
βλέφθητι	blevθedi
βλέψαι	blapsai
βλέψαιμι	blɛpsajmi
βλέψαιο	blepsaio
βλέψαιτε	blepsajte
βλέψαιτο	blepsajto
βλέψαν	blapsam
βλέψαντα	blapsaˈnta
βλέψαντας	blepsantas
βλέψαντες	brɛpsantes
βλέψασαν	blepsasan
βλέψασθε	blapsasdi
βλέψασι	brɛpsasi
βλέψασιν	blepsasˈɪn
βλέψατε	blepsaˈte
βλέψει	blepsaj
βλέψειε	blepsɛj
βλέψεις	blepses
βλέψεσθαι	blepsestsai
βλέψεσθε	brepsesthi
βλέψεσιν	blapssɛsjn
βλέψεων	blepseon
βλέψεως	blapsˈeos
βλέψηται	blepseedai
βλέψι	blapsi
βλέψιν	bɾəpsiŋ
βλέψις	blepsis
βλέψοιο	brepsoio
βλέψοισθε	blepsojsi
βλέψοιτο	blepsoi̯do
βλέψω	blepso
βλέψωμεν	blapsomen
βλέψωνται	blepsondai
βλέψῃ	brepsɛ
βλίττει	blitˈe
βλίττω	britɔ
βλίττωσι	britɔsi
βλίττωσιν	britˈoːsˈin
βλίττῃ	blite
βλίττῃς	briteis
βλαβεράς	flaveras
βλαβερωτάτην	braveˈrotateːn
βλακί	plaːki
βλακίστατοι	plagistatoi
βλακίστατον	blaːʃistatun
βλακίστατος	blaːgistatos
βλακίστερε	blakistere
βλακίστεροι	brakisteroi
βλακίστερον	blaːkisteron
βλακίστερος	blaːgist̪eɾos
βλακεία	blake̞a
βλακιστάτας	bragistatas
βλακιστάτη	laakistat̪e
βλακιστάτην	blaakistatem
βλακιστάτης	bradist̪at̪el
βλακιστάτοις	bragistatois
βλακιστάτου	plagistatu
βλακιστάτους	blaakistaeus
βλακιστέρα	plagistera
βλακιστέρας	plagistiras
βλακιστέροις	blakisterois
βλακιστέρων	brakisteron
βλακός	blaːkos
βλαξί	blaakse
βλαστάνει	blastane
βλαστάνουσιν	blastanosi
βλαστάνω	blastano
βλαστήμασι	blasteemas̺i
βλαστήμασιν	blasteebasi
βλαστήματι	blasðeemati
βλαστήσει	blastese
βλαστήσεσι	blasteesɛsi
βλαστήσεως	blastˈese
βλασφήμοις	blasfeemois
βλασφήμου	blaspemu
βλασφήμους	blaspeemus
βλασφήμων	blaspemon
βλασφημήσει	blasfemese
βλασφημήσεις	blasfeimesee
βλασφημήσουσι	blaspemesusi
βλασφημήσουσιν	blasfɾemesusi
βλασφημήσω	lasfemeaso
βλασφημίαν	blasfemiam
βλασφημίας	blasfemias
βλεπέσθω	plepesto
βλεπέσθωσαν	plepɛstosam
βλεποίμεθα	plebojmeθa
βλεπομέναις	blepomenais
βλεπομένας	blepomenas
βλεπομένην	blaipomene
βλεπομένης	blepomenes
βλεπομένοις	blebomenois
βλεπομένου	brepomenu
βλεπομένους	blebomenus
βλεπομένων	blepomenon
βλεπουσῶν	blaibuson
βλεπούσαις	blepuusais
βλεπούσας	blepuusas
βλεπούσης	blebuses
βλεπούσῃ	brepuˈse
βλεπόμεναι	blepomenai
βλεπόμενοι	brepomenoi
βλεπόμενον	blaipomenum
βλεπόμενος	blepomenos
βλεπόντων	bleponton
βλεπώμεθα	blaboːmiːt˦a
βλεφθέντας	plesentas
βλεφθέντες	plefentis
βλεφθέντι	blepsenti
βλεφθέντος	blefsentos
βλεφθέντων	blevsenton
βλεφθήτω	blepθed̪o
βλεφθείην	blafsɛlɛm
βλεφθείς	blafθaɾs
βλεψάμενα	blepsaɾmɛna
βλεψάμεναι	blepsamanai
βλεψάμενε	blepsamene
βλεψάμενοι	blepsamenoi
βλεψάμενον	blepsamɛnun
βλεψάμενος	blepsamenos
βλεψάσαις	blepsasais
βλεψάσης	blepsases
βλεψάσθω	blepsastoo
βλεψάσθων	blepsaston
βλεψάσθωσαν	blepsastosa
βλεψάτω	brepsato
βλεψαίμην	blepsajnɛn
βλεψαμέναις	blepsamenais
βλεψαμένας	blepsamɛnas
βλεψαμένη	blepsamɛnɛ
βλεψαμένης	blepsamɛnɛs
βλεψαμένοις	blepsamenois
βλεψαμένου	blepsamɛnu
βλεψαμένων	brepsamenon
βλεψοίμην	blɛpsoimɪm
βλεψομέναις	blepsomenai
βλεψομένας	blepsomenas
βλεψομένη	blepsomne
βλεψομένην	blepsomɛne
βλεψομένης	blepsomenes
βλεψομένοις	blepsomenaiis
βλεψομένου	blepsomenu
βλεψομένους	blepsomenus
βλεψομένων	blepsomenon
βλεψομένῃ	blepsomne
βλεψόμεθα	blapsoometa
βλεψόμενε	blepsomene
βλεψόμενοι	blebsomnoj
βλεψόμενος	blepsomenos
βλωσκέτω	blosketo
