11-a	ɨˈa
adama	əˈdama
adamant	adamant
adamantin	adamantin
adamască	adamaskə
adamclisi	adamklisi
adamism	adamism
adamit	adamit
adams	ˈadams
adamsită	adamsitə
adanca	ˈad̪anka
adanci	ˈadantʃʲ
adancime	ɑdɑnˈtʃime
adancul	ɑˈd̪ankuɫ
adaoge	adaodʒe
adaogere	adaodʒere
adaos	adaos
adapost	ədaˈpost
adapta	adapta
adapta	əˈdapta
adaptabil	adaptabil
adaptabilitate	adaptabilitate
adaptare	adaptare
adaptare	əˈdapt̪are
adaptarea	əˈdapter̪a
adaptaseră	adaptaserə
adaptat	adaptat
adaptat	əˈdaptat
adaptate	əˈd̪apt̪ate
adaptație	adaptatsije
adaptează	əˈdaptetse̯a
adaptez	əˈdaptse̯
adapteze	əˈdaptese
adaptezi	ˈadapteseʒʲ
adaptiv	adaptiv
adaptor	adaptor
adaptăm	adaptəm
adaptăm	əˈd̪aptəm
adaug	əˈdawg
adauga	əˈdawga
adaugat	əˈdawgat
adauge	ədaweʒ
adaugi	əˈdau̯dʒʲ
adaugă	əˈdaugə
adaus	adaus
adca	adka
adco	adko
addams	ˈaddams
adderall	ˌædəˈrɔl
addison	ˈædɪsən
ade	ˈade
adebisi	adebisi
adecva	adekva
adecvare	adekvare
adecvat	adekvat
adecvată	adekvatə
adecvată	ˈadektvətə
adecă	adekə
adeda	adeda
adelaide	ədelaide
adele	əˈdele
ademeneală	ademenĕalə
ademenească	ˌademeˈne̯aʃkə
ademenesc	ˌademeˈnesk
ademeni	ademeni
ademeni	ˈademeni
ademenim	ˈademenim
ademenire	ademenire
ademenit	ademenit
ademenit	ˌademeˈnit
ademenitor	ademenitor
adempțiune	ademptsiune
aden	ˈaden
adenină	adeninə
adenită	adenitə
adenocarcinom	adenokartʃinom
adenofibrom	adenofibrom
adenohipofiză	adenohipofizə
adenoid	adenoid
adenoidită	adenoiditə
adenom	adenom
adenopatie	adenopatije
adenotomie	adenotomije
adept	adept
adeptul	adeptul
adepţi	ˈadepʲtsi
adepţii	ədeptsʲ
adera	adera
aderare	aderare
aderarea	ˈader̪are̯a
aderat	aderat
aderent	aderent
aderență	aderentsə
adermină	aderminə
ades	ades
adese	adese
adesea	adesĕa
adesea	əˈdese̯a
adeseori	adeseor
adeseori	ədeˈzjorʲ
adet	adet
adev	ˈadev
adevar	əˈde̯aɾ
adevarat	ˈadevaˌrat
adevarata	ˌadevaˈrat̪a
adevarate	ˌadevaˈrate
adevarati	ˈadevaɾatʲ
adevaratul	adevaˈratul
adevarul	adevaˈrul
adevarului	adevaˈrulʲ
adevereşte	adəveˈreʃte
adeveri	adeveri
adeveri	ədeveri
adeverință	adeverintsə
adeverire	adeverire
adeveriseră	adeveriserə
adeverit	adeverit
adeverit	ədeveˈrit
adeveritor	adeveritor
adevãrat	ɑdeˈvɑrat
adevãrul	ɑdevɨrʊl
adevă	ɑdeˈvə
adevăr	adevər
adevăr	ədeˈvər
adevăra	adevəra
adevărare	adevərare
adevărat	adevərat
adevărat	ɑdeˈve̯rat
adevărata	adevərata
adevărata	ədeˈvəratə
adevărate	adevərate
adevărate	ədevaˈrate
adevăratei	ədevaˈratej
adevăratele	ədevaˈratele
adevărati	ɑdevəˈratʲ
adevăratul	adevəratul
adevăratul	ɑdevəˈratuɫ
adevăratului	adevaˈɾatuluj
adevărată	ˌadevaˈratə
adevăraţi	ˈadevaɾətsʲ
adevăraţii	adevaˈratsʲ
adevărați	ədevaˈratsʲ
adevărul	adevərul
adevărul	adevəruʎ
adevărului	adevəruluj
adevărului	ədeˈvəruj
adevăruri	adevərur
adevăruri	ədeˈvəruɾʲ
adeziune	adeziune
adeziv	adeziv
adeziv	adeˈziv
adezivitate	adezivitate
adezivă	ədeˈzivə
adi	ˈadi
adia	adija
adiabatic	adijabatik
adiacent	adijatʃent
adiafor	adijafor
adiaforie	adijaforije
adiaforisit	adijaforisit
adiat	adijat
adiată	adijatə
adic	ˈadʲik
adicã	ˈadikə
adică	adikə
adicălea	adikəlĕa
adicătele	adikətele
adicătelea	adikətelĕa
adidas	adidas
adidaşi	adiˈdaʃʲ
adidaşii	ˈadidaʃʲ
adie	adie
adiere	adijere
adiere	ˈadʲere
adierea	ˈadjerjə
adimenire	adimenire
adimenit	adimenit
adimenitor	adimenitor
adinamie	adinamije
adineaori	ədiˈne̯ao̯ri
adineauri	adinĕaur
adineauri	əˈdinjawri
adinioarea	adiniŏarĕa
adins	adins
adio	adio
adio67	adio
adios	adios
adipic	adipik
adipos	adipos
adipozitate	adipozitate
adipsie	adipsije
aditi	əˈditʲ
aditiv	aditiv
aditivitate	aditivitate
aditya	ədi'tija
adiție	aditsije
adiționat	aditsionat
adițiune	aditsiune
adjectiv	adʒektiv
adjectiva	adʒektiva
adjectival	adʒektival
adjectivare	adʒektivare
adjectivat	adʒektivat
adjectiviza	adʒektiviza
adjectivizare	adʒektivizare
adjectivizat	adʒektivizat
adjoncțiune	adʒonktsiune
adjud	adʒud
adjudeca	adʒudeka
adjudecare	adʒudekare
adjudecat	adʒudekat
adjudecat	adʒudeˈkat
adjudecatar	adʒudekatar
adjudecație	adʒudekatsije
adjudecător	adʒudekətor
adjunct	adʒunkt
adjunctul	agʒunktuɫ
adjurație	adʒuratsije
adjutant	adʒutant
adjuvant	adʒuvant
adler	ˈadlɛr
administra	administra
administra	ədminisˈtrə
administrare	administrare
administrare	ədministr̪aɾe
administrarea	administrɑˈre̯a
administrat	administrat
administrat	administraːt
administratia	ədministraˈtsi̯a
administratie	administraˈtie
administrativ	administrativ
administrativ	administraˈtiv
administrative	administrativə
administrativă	ədministraˈtivə
administrator	administrator
administrator	ədmɪnɪstrat̪or
administratorul	ədministratoɾul
administratorului	administra'torulʲ
administraţia	administratsʲa
administraţie	administratsʲe
administraţiei	ədministratsie
administrația	administratsija
administrație	administratsije
administrez	ədmɪnɪˈstrez
administreze	ədmɪnɪˈstrɛze
administrezi	ədmɪnɪˈstrezʲ
administrăm	ədmɪnɪˈstrəm
admir	admir
admir	ɑdmiɾ
admira	admira
admira	əˈdmira
admirabil	admirabil
admirabil	ədmirabil
admirabile	admirabile
admiram	ɑdmiˈram
admirare	admirare
admirat	admirat
admirat	ədmiˈrat
admirativ	admirativ
admiratoare	admiˈrato̯are
admirator	admirator
admirator	ədmiraˈtor
admiratori	admirator
admiratori	əˈdmiratorʲ
admiratorii	admiraˈtorij
admiratorul	ədmiraˈtorul
admiraţi	ədmiˈratsʲ
admiraţia	əˈdmiratsia
admiraţie	ədmiraˈtsie
admirația	admiratsija
admirație	admiratsije
admire	ɑdmiˈre
admiri	ɑdmiˈri
admiră	əˈdmiɾə
admirăm	ɑdmiˈram
admis	admis
admis	adˈmis
admise	əˈdmise
admisibil	admisibil
admisibilitate	admisibilitate
admisie	admisije
admisiune	admisiune
admisă	admiˈsa
admit	əˈdmit
admitanță	admitantsə
admite	admite
admite	ɑdmiˈte
admitem	admitem
admitem	əˈdmitem
admitere	admitere
admitere	admiˈtere
admiterea	ədmiteˈre̯a
admiteți	admitets
admiti	əˈdmitʲ
admită	ədmiˈta
admiţi	admiʃʲ
admonesta	admonesta
admonestare	admonestare
admonestat	admonestat
admonestație	admonestatsije
admonitiv	admonitiv
admonițiune	admonitsiune
adn	ɑd
adn-ul	ɐdnuɫ
adn-ului	ɐdnuˈluj
adnat	adnat
adnota	adnota
adnotare	adnotare
adnotat	adnotat
adnotator	adnotator
adnotație	adnotatsije
adoarme	ˈado̯arme
adoarmă	adoˈarmə
adogmatic	adogmatik
adogmatism	adogmatism
adolescent	adolestʃent
adolescent	adoˈlesent
adolescenta	adoˈlestʃentə
adolescente	adoˈlestʃente
adolescenti	adoˈlestʃentʲ
adolescentin	adolestʃentin
adolescentinism	adolestʃentinism
adolescentă	adoˈlesʃentə
adolescenţi	adoˈlesʃenʈʃʲ
adolescenţii	adoˈlestʃentsʲ
adolescenţilor	adoˈlesʃentsʲolor
adolescenţă	adoˈlestʃenʈə
adolescență	adolestʃentsə
adolf	ˈadolf
adomniței	adomnitsej
adonic	adonik
adonis	adonis
adonis	ˈadonʲ
adopt	əˈdopt
adopta	adopta
adopta	ədoˈpta
adoptare	adoptare
adoptat	adoptat
adoptat	ˌadopˈtat
adoptat-o	ədopt̪a't̪a
adoptate	ədoptate
adoptator	adoptator
adoptată	ˌadopˈtate̯
adoptaţi	ˈadoptatsʲ
adoptați	adoptats
adopte	ədoˈpote
adoptie	ˌadopˈtie
adoptiv	adoptiv
adoptiv	ədoˈptiv
adoptivă	ˌadopˈtivə
adoptăm	ədoˈptəm
adopţi	ədoˈptsʲ
adopţia	ˌadoptsia
adopţii	ədoˈpɕij
adopție	adoptsije
adopțiune	adoptsiune
ador	ˈadɔr
adora	adora
adora	ɑdoˈra
adorabil	adorabil
adorabila	ˌadoreˈbilə
adorabili	ˌadɔraˈbili
adorabilă	ˌadoreˈbilə
adoram	ˈadore̯m
adorare	adorare
adorat	adorat
adorat	ˈadorat
adorator	adorator
adorată	adoratə
adorație	adoratsije
adore	əˈdore
adori	ˈadori
adorm	adorm
adorm	əˈdorm
adormeam	adormĕam
adormi	əˈdormʲ
adormim	əˈdormim
adormire	adormire
adormit	adormit
adormit	ˈadormit
adormite	ˌadormiˈte
adormitor	adormitor
adormită	ədoɾmiˈte̯
adormiţi	ədoɾmitsʲ
adormițele	adormitsele
adoră	ˈadore̯ə
adpres	adpres
adragant	adragant
adral	adral
adrenalina	ədrenaˈlina
adrenalină	adrenalinə
adrenalină	əˈdrɛnalina
adrenergic	adrenerdʒik
adrenocrom	adrenokrom
adresa	adresa
adresa	ˈadresə
adresant	adresant
adresare	adresare
adresat	adresat
adresat	ədrɛˈsat
adresate	ˈadresate
adresată	ədrɛ'sətə
adresaţi	əˈdrɛsətsʲ
adrese	adrese
adrese	əˈdresʲe
adresează	adresĕazə
adresează	ədr̪eˈse̯aʃe̯
adresele	adresele
adresele	ˈadre̯sele
adresez	adresez
adresez	ˈadresez
adreseze	adreseze
adreseze	ədrɛˈseze
adresezi	ədr̪es̪ezi
adresă	əˈdresə
adresăm	ədrɛˈsəm
adrian	əˈdrian
adriana	əˈdriana
adrianna	əˈdrianə
adrien	əˈdriən
adrienne	əˈdriene
adsorbant	adsorbant
adsorbat	adsorbat
adsorbi	adsorbi
adsorbire	adsorbire
adsorbit	adsorbit
adstrat	adstrat
adu	adu
adu-i	adui
adu-l	adul
adu-le	aduˈle
adu-mi	əˈdumi
adu-mi-l	adumil
adu-mi-o	ɑdumio
adu-ne	ədune
adu-o	ɑduo
adu-ti	aduti
adu-ţi	aduʈʲ
aduc	aduk
aduc	ɑdutʃ
aduca	əˈduka
aduce	adutʃe
aduce	aduˈtʃe
aduce-ţi	aduˈtʃʲ
aducea	adutʃ̩a
aducea	əduˈtʃe̯a
aduceai	aduˈtʃej
aduceam	aduˈtʃe̯am
aduceau	ɑduˈtʃe̯aw
aducem	ɑduˈtʃem
aducere	adutʃere
aducere	aduˈtʃere
aducerea	əˈdutʃe̯a
aduceti	əduˈtʃetʲ
aduceti-l	əduˈtʃetʲl
aduceti-mi	əˈdutʃetʲmi
aduceţi	aduˈtʃeʃʲ
aduceţi-i	aduˈtʃetsʲi
aduceţi-l	aduˈtʃeʃʲl
aduceţi-le	aduˈtʃetsʲle
aduceţi-mi	aduˈtʃetsʲmi
aduceţi-o	aduˈtʃeʃʲo
aduceţi-vă	aduˈtʃetsʲvə
aduceți	aduˈtʃetsʲ
aduci	adutʃ
aduci	adutʃʲ
aduct	adukt
aductor	aduktor
aducând	əduˈkɨndʲ
aducă	adukə
aducă	əˈdukə
aducător	adukətor
aducție	aduktsije
aducțiune	aduktsiune
adula	adula
adulare	adulare
adulat	adulat
adulator	adulator
adulație	adulatsije
adulmeca	adulmeka
adulmeca	əˈdulmetʃa
adulmecare	adulmekare
adulmecat	adulmekat
adulmecă	ˈadulmekə
adulmecător	adulmekətor
adult	adult
adult	ˈadult
adulter	adulter
adulter	ˈadulter
adulterare	adulterare
adulterin	adulterin
adulterul	ˌadulˈterul
adultul	ˈadultul
adultă	ˈadultə
adulţi	ˈadultʃʲ
adulţii	ˈadultʃʲ
adulţilor	ˈadultsilor
adulți	ˈadultʃʲ
adumbrire	adumbrire
adumbrit	adumbrit
adun	əˈdun
aduna	aduna
aduna	əˈduna
adunam	əduˈnam
adunare	adunare
adunare	əduˈnare
adunarea	əduˈnare̯a
adunară	adunarə
adunaseră	adunaserə
adunat	adunat
adunat	əduˈnat
adunate	əduˈnate
adunati	əduˈnati
adunatura	ədunatura
adunată	əduˈnətə
adunau	əduˈnaw
adunaţi	əˈdunətsʲ
adunaţi-vă	əduˈnətsʲvə
adune	adune
adune	əˈdune
aduni	əˈdunʲ
adunând	əduˈnɨnd
adună	əˈdunə
adună-i	əˈdunʲai
adună-te	əˈdunəte
adună-ţi	əduˈnətsi
adunăm	əduˈnəm
adunări	əduˈnɨrʲ
adunării	əduˈnɨre̯
adunător	adunətor
adunătură	adunəturə
adunătură	ədunəturə
adurmeca	adurmeka
adurmecare	adurmekare
adurmecat	adurmekat
adus	adus
adus	aduʃ
adus-o	ˈaduso
adusa	əˈdusa
aduse	aduse
aduse	əˈduse
adusese	adusese
adusi	əˈdusʲ
adusă	adusə
adusă	ɑdusə
aduşi	əˈduʃʲ
advecție	advektsije
advent	advent
adventice	adventitʃe
adventism	adventism
adventist	adventist
adventiv	adventiv
adverb	adverb
adverbial	adverbijal
adverbializa	adverbijaliza
adverbializare	adverbijalizare
adverbializat	adverbijalizat
advers	advers
advers	ˈadverʃ
adversar	adversar
adversari	adverˈsari
adversarul	adversarul
adversarului	ˌadversaˈruluj
adversativ	adversativ
adverse	adverse
adverse	ˈadveɾe
adversitate	adversitate
adversă	ˈadversə
advon	advon
adânc	adɨnk
adânc	əˈdɨŋk
adânca	adɨnka
adânca	ɑˈdɨŋka
adâncare	adɨnkare
adâncat	adɨnkat
adâncata	adɨnkata
adânci	adɨntʃ
adânci	ɑˈdɨntʃʲ
adâncime	adɨntʃime
adâncime	əˈdɨmtʃime
adâncimea	adɨntʃimĕa
adâncimea	əˈdɨmtʃime̯a
adâncimi	adɨntʃim
adâncire	adɨntʃire
adâncit	adɨntʃit
adâncitor	adɨntʃitor
adâncitură	adɨntʃiturə
adâncos	adɨnkos
adâncul	əˈdɨmkul
adâncului	adɨnkuluj
adâncuri	adɨnkur
adâncuri	əˈdɨnkuri
adâncurile	adɨnkurile
adâncurile	əˈdɨŋkurile
adâncă	ɑdɨŋkə
adâncătură	adɨnkəturə
adălmaș	adəlmaʃ
adăoga	adəoga
adăogare	adəogare
adăogat	adəogat
adăogire	adəodʒire
adăogit	adəodʒit
adăpa	adəpa
adăpare	adəpare
adăpat	adəpat
adăpost	adəpost
adăpost	ədaˈpost
adăpostească	adəpostĕaskə
adăpostească	əˈd̪apostjaskə
adăpostesc	ədəposteʃ
adăposteşte	ədaˈposteʃte
adăposti	ədaˈpostʲ
adăpostim	əˈd̪apostim
adăpostire	adəpostire
adăpostit	adəpostit
adăpostit	ɑdɨˈpostit
adăpostiţi-vă	ədaˈpostitsʲvə
adăpostul	adəpostul
adăpostul	əˈd̪apostul
adăpostului	adəpostuluj
adăposturi	ɑdəposturi
adăposturile	ɑdɨˈposturule
adăpătoare	adəpətŏare
adăsta	adəsta
adăstare	adəstare
adăstat	adəstat
adăuga	adəuga
adăuga	əˈdʒugə
adăugai	adəugaj
adăugare	adəugare
adăugarea	əˈdʒw̪aɾe̯a
adăugase	adəugase
adăugat	adəugat
adăugat	əˈdʒugat
adăugate	əˈdʒugate
adăugată	əˈdʒugətə
adăugaţi	əˈdʒugətsʲ
adăugați	əˈdʒugətsʲ
adăugi	adəudʒi
adăugire	adəudʒire
adăugit	adəudʒit
adăugă	əˈdaugə
adăugăm	əˈdʒugəm
aed	aed
aelenei	aelenej
aer	ɛr
aere	ɑre
aerian	ajerijan
aerian	ˈaerjan
aeriana	ˈaeriana
aeriană	ajerijanə
aeriană	ɑerjɑnə
aeriene	ˈerjene
aerisi	ajerisi
aerisire	ˈaerisire
aerisirea	ajerisirĕa
aerobic	erobʲik
aerodrom	aerodrom
aerodrom	ˌaeroˈdroːm
aerodromul	aerodromul
aerodromul	ˌaeroˈdromul
aeronautic	aeronautik
aeronava	aeronava
aeronava	əeronava
aeronave	aeronave
aeronave	əeroˈnave
aeronavei	aeronavej
aeronavă	əeroˈnavə
aeroport	aeroport
aeroport	ˈaeroˌport
aeroportul	ˌaeroˈportul
aeroportului	ˌaeroˌpoɾtuˈluj
aeroporturi	ˌaeroˈporturʲ
aeroporturile	ˌaeroˈportʃile
aerovehicul	aerovehikul
aerul	aerul
aerul	ɛerul
aerului	aeruluj
aerului	ˈaeruluj
afabil	afabil
afabilitate	afabilitate
afabulație	afabulatsije
afacere	afatʃere
afacere	ɑfakere
afacerea	afatʃerĕa
afacerea	əfaˈtʃere̯a
afaceri	afatʃer
afaceri	əfaˈtʃerʲ
afacerii	afatʃerij
afacerii	ɑfɑˈtʃerʲ
afacerile	afatʃerile
afacerile	ɑfɑtʃerʲile
afacerilor	ɑfɑtʃerilʲor
afacerism	afatʃerism
afacerist	afatʃerist
afagie	afadʒije
afanisire	afanisire
afanisit	afanisit
afar	ɑfɑr
afara	ɑˈfɑrɑ
afarã	ɑfɑrɑ
afară	afarə
afară	ɑˈfəɾə
afazic	afazik
afazie	afazije
afebril	afebril
afect	afekt
afecta	afekta
afectare	afektare
afectat	afektat
afectata	afekˈtata
afectate	afektate
afectate	afekˈtate
afectată	afek'tate
afectată	afektatə
afectaţi	afek'tsati
afectați	afektats
afecteaza	afekte̯aˈza
afectează	afektĕazə
afectează	afekˈte̯aʒe̯
afecteze	afekˈtese
afectiune	afekˈtsiune
afectiunea	afek'tsiune̯a
afectiv	afektiv
afectivitate	afektivitate
afectuos	afek'tuos
afectuos	afektuos
afectuozitate	afektuozitate
afecţiune	afetʃuˈne
afecţiunea	afetʃuˈenə
afecţiuni	afetʃuni
afecţiunii	afetʃuˈnije
afecțiune	afektsiune
afemeiat	afemejat
afemeiat	afemejɑt
aferat	aferat
aferent	aferent
aferentație	aferentatsije
aferentă	aferentə
afereză	aferezə
aferim	aferim
afet	afet
afgan	afgan
afgan	afˈgan
afgani	afgani
afganistan	afganiˈstan
afghanistan	afganistan
afid	afid
afidă	afidə
afierosire	afijerosire
afierosit	afijerosit
afif	afif
afilia	afilija
afiliat	afilijat
afiliație	afilijatsije
afiliere	afilijere
afin	afin
afinaj	afinaʒ
afinant	afinant
afine	afine
afinet	afinet
afinitate	afinitate
afinitate	afiniˈtate
afiniș	afiniʃ
afinor	afinor
afion	afion
afipt	afipt
afirm	afirm
afirm	afɨrm
afirma	afirma
afirma	afirˈma
afirmare	afirmare
afirmat	afirmat
afirmat	afɨrˈmat
afirmativ	afirmativ
afirmativ	afirˈmativ
afirmaţia	afirˈmatsiə
afirmaţie	afirmatsʲe
afirmaţii	afirˈmatsʲij
afirmaţiile	afirmatsʲile
afirmația	afirmatsija
afirmație	afirmatsije
afirmații	afirmatsij
afirme	afirˈme
afirmi	afirmi
afirmă	afirˈmə
afis	afis
afix	afiks
afixal	afiksal
afiş	afɨʃ
afişa	afiʃa
afişat	afɨˈʃat
afişe	afɨʃe
afişează	afiˈʃe̯aʒe̯
afişele	afiˈʃele
afişezi	afiˈʃezʲ
afişul	afɨˈʃul
afiș	afiʃ
afișa	afiʃa
afișaj	afiʃaʒ
afișare	afiʃare
afișat	afiʃat
afișe	afiʃe
afișează	afiʃĕazə
afișier	afiʃijer
afișor	afiʃor
afla	afla
afla	ɑflə
aflai	ɑflai
aflam	aflam
aflam	ɑflɑm
aflare	aflare
aflarea	ɑfləˈre̯a
aflară	aflarə
aflarăm	aflarəm
aflase	aflase
aflase	ɑf'lasɛ
aflasem	aflasem
aflat	aflat
aflat	ɑfˈlat
aflate	aflate
aflate	ɑflatʲe
aflati	ɑfˈlati
aflată	ɑfˈlɑtə
aflau	aflaw
aflau	ɑfˈlaw
aflaţi	ɑfˈlɑtsʲ
aflați	aflats
aflați	ɑfˈlatsʲ
afle	afle
afli	afli
aflictiv	afliktiv
aflicțiune	afliktsiune
aflii	afliː
afloarei	aflŏarej
afloriment	afloriment
afloroaiei	aflorŏajej
aflu	aflu
afluent	afluent
afluență	afluentsə
aflui	aflui
afluire	afluire
aflux	afluks
aflând	ɑfˈlɨnd
află	ɑflə
aflăm	ɑfləm
aflător	aflətor
afocal	afokal
afon	afon
afonie	afonije
afoniza	afoniza
afonizare	afonizare
aforism	aforism
aforistic	aforistik
afost	afost
afreta	afreta
afretare	afretare
afretat	afretat
africa	ˈafrʲika
african	afrikan
african	ˌafriˈkan
africancă	afrikankə
africane	afriˈkane
africani	afriˈkanʲ
africanist	afrikanist
africanistică	afrikanistikə
africanitate	afrikanitate
africanolog	afrikanolog
africanologie	afrikanolodʒije
africană	ˌafriˈkanə
africat	afrikat
africii	afriˈtʃi
afro	afro
afro-american	afroamerikɨn
afro-americani	afroamerikanʲ
afrodisiac	afrodiziak
afrodita	afro'dita
afrodiziac	afrodizijak
afront	afront
afronta	afronta
afrontare	afrontare
afrontat	afrontat
afrunta	afrunta
afruntare	afruntare
afruntat	afruntat
after	ˈaftɛr
aftoid	aftoid
aftor	aftor
aftos	aftos
aftă	aftə
afuiere	afujere
afum	afum
afuma	afuma
afumare	afumare
afumat	afumat
afumat	afuˈmat
afumată	afumatə
afumată	afumaˈtə
afumați	afumats
afumătoare	afumətŏare
afumător	afumətor
afumătorie	afumətorije
afumătură	afuməturə
afund	afund
afunda	afunda
afundare	afundare
afundat	afundat
afundat	əfun'dat
afundiș	afundiʃ
afundătură	afundəturə
afunzime	afunzime
afurca	afurka
afurcare	afurkare
afurcat	afurkat
afurisanie	afurisanije
afurisenie	afurisenije
afurisire	afurisire
afurisit	afurisit
afurisit	afuriʃit
afurisita	afuriˈsita
afurisite	afuriˈsite
afurisitele	afurɨsitele
afurisitul	afuriˈsitul
afurisitule	afuri'situle
afurisită	afuriˈsitə
afurisiţii	afuriˈʃitsʲ
afâna	afɨna
afânare	afɨnare
afânat	afɨnat
afânător	afɨnətor
ag	ag
ag	ɑg
aga	aga
aga	ˈaga
agabaritic	agabaritik
agalactie	agalaktije
agale	agale
agapă	agapə
agarean	agarĕan
agareancă	agarĕankə
agaricacee	agarikatʃee
agarici	agaritʃ
agarinean	agarinĕan
agasa	agasa
agasant	agasant
agasare	agasare
agasat	agasat
agat	agat
agata	ɑgɑt̪a
agatat	əgəˈtat
agatha	əˈgat̪a
agată	agatə
agavă	agavə
agaţe	ɑgɑˈte
agaţă	ɑgɑtsə
age	ɑdʒe
ageamiu	adʒ̩amiw
agenda	əˈdʒenda
agendă	adʒendə
agendă	əˈdʒendə
agenezie	adʒenezije
agent	adʒent
agent	ˈadʒent
agenta	əˈdʒenta
agentia	ˈadʒentsia
agentii	ˈadʒentsi
agentul	ˈadʒentul
agentule	ˈadʒentule
agentură	adʒenturə
agenţi	ˈadʒentsʲ
agenţia	ˈadʒentsʲja
agenţie	ˈadʒentsʲe
agenţiei	ˈadʒentsjei
agenţii	ˈadʒentsʲij
agenți	adʒents
agenți	ˈadʒentsi
agenția	adʒentsija
agenția	ˈadʒentsia
agenție	adʒentsije
agenție	ˈadʒentsie
agenții	adʒentsij
agenții	ˈadʒentsʲ
agențiile	adʒentsijile
ager	adʒer
ageri	adʒer
agerime	adʒerime
agerire	adʒerire
agerit	adʒerit
agest	adʒest
agestire	adʒestire
agestit	adʒestit
agestru	adʒestru
agfacolor	agfakolor
aggie	ˈagie
agh	ɑg
agheasmă	agʲ̩̩asmə
aghent	agent
aghenție	agentsije
aghesmuire	agesmuire
aghesmuit	agesmuit
agie	adʒije
agil	adʒil
agil	ˈadʒil
agilitate	adʒilitate
agita	adʒita
agita	ɑʤitɑ
agitare	adʒitare
agitat	adʒitat
agitat	əgiˈtat
agitata	ɑʤiˈtɑtɑ
agitate	əgiˈtate
agitatia	əʒiˈtati̯a
agitator	adʒitator
agitatoric	adʒitatorik
agitată	əʒiˈtata
agitau	adʒitaw
agitaţi	əgiˈtatsʲ
agitaţia	əʤitətsia
agitaţie	əʤitəˈtsie
agitați	adʒitats
agitație	adʒitatsije
agitațio	adʒitatsjo
agitațiune	adʒitatsiune
agite	ˈaʤite
agită	əgiˈta
agităm	əgi'təm
agiţi	ɑʤʲitsʲ
aglică	aglikə
aglomera	aglomera
aglomerant	aglomerant
aglomerare	aglomerare
aglomerat	aglomerat
aglomerat	agloˈmerat
aglomerate	agloˈmerate
aglomerată	aglomeratə
aglomerată	agloməˈre̯atə
aglomeraţia	ˌaglomeˈratsia
aglomerație	aglomeratsije
aglosie	aglosije
aglutina	aglutina
aglutinant	aglutinant
aglutinare	aglutinare
aglutinat	aglutinat
aglutinină	aglutininə
aglutinogen	aglutinodʒen
agnat	agnat
agnatostom	agnatostom
agnațiune	agnatsiune
agnes	ˈagnes
agnese	gagˈneʃe
agnew	ˈagnew
agneț	agnets
agnita	agnita
agnomen	agnomen
agnostic	agnostik
agnosticism	agnostitʃism
agnozie	agnozije
agogică	agodʒikə
agonal	agonal
agonia	agonija
agonia	əˈgonia
agonic	agonik
agonie	agonije
agonie	ˈagoniə
agoniseală	agonisĕalə
agonisire	agonisire
agonisit	agonisit
agonistic	agonistik
agoniza	agoniza
agonizant	agonizant
agonizare	agonizare
agonă	agonə
agora	agora
agorafobie	agorafobije
agos	ˈagos
agrafe	əˈgrafə
agrafie	agrafije
agrafă	agrafə
agrafă	əgraˈfə
agral	agral
agramat	agramat
agramatism	agramatism
agranulocitoză	agranulotʃitozə
agrar	agrar
agrarian	agrarijan
agrarianism	agrarijanism
agrava	agrava
agrava	əgraˈva
agravant	agravant
agravare	agravare
agravat	agravat
agravat	əgra'vat
agravează	əgrɑˈve̯asə
agraveze	əˈgraveze
agreabil	əgre̯aˈbil
agreabilă	əgre̯aˈbilə
agrega	agrega
agregare	agregare
agregat	agregat
agregație	agregatsije
agrement	agrement
agrementa	agrementa
agrementare	agrementare
agrementat	agrementat
agresat	agreˈsat
agresată	əgre'sətə
agresiune	agresiune
agresiune	əgreˈsiune
agresiunea	əgreˈsiune̯a
agresiuni	əgreˈsiunʲ
agresiv	agresiv
agresiv	əgreˈsiv
agresive	əgreˈsive
agresivi	agresiv
agresivi	əgreˈsivʲ
agresivitate	agresivitate
agresivitate	əgreˈsivite̯ate
agresivitatea	əgresivite̯a
agresivă	əgreˈsivə
agresor	agresor
agresor	əgreˈsor
