є	jɛ
довженко	dɔu̯ʒɛnkɔ
додома	dɔdɔmɐ
докучаєвськ	dɔkʊtʃajeu̯sʲk
долина	dɔɫɪnɐ
долинська	dɔɫɪnʲsʲkɐ
домініка	dɔmʲinʲikɐ
донбабве	dɔnbabʋe
донбас	dɔnbas
донець	dɔnɛtsʲ
донецьк	dɔnɛtsʲk
донецька	dɔnɛtsʲkɐ
донецьком	dɔnɛtsʲkɔm
донецьку	dɔnɛtsʲkʊ
донеччина	dɔnɛtʃːenɐ
дортмунд	dɔrtmʊnd
дофіне	dɔfʲinɛ
доха	dɔxɐ
дрезден	drɛzden
дрогобич	drɔɦɔbetʃ
дрогобиччина	drɔɦɔbetʃːenɐ
дружба	druʒbɐ
дружківка	drʊʒkʲiu̯kɐ
дубляни	dʊblʲane
дублін	dublʲin
дубно	dubnɔ
дубровиця	dʊbrɔʋetsʲɐ
дуда	dudɐ
дудчани	dʊdʒtʃane
дукля	duklʲɐ
дунай	dʊnai̯
дунаївці	dʊnajiu̯tsʲi
душанбе	dʊʃɐnbɛ
дяченка	dʲɐtʃɛnkɐ
дяченкам	dʲɐtʃɛnkɐm
дяченками	dʲɐtʃɛnkɐme
дяченках	dʲɐtʃɛnkɐx
дяченки	dʲɐtʃɛnke
дяченко	dʲɐtʃɛnkɔ
дяченкові	dʲɐtʃɛnkɔʋʲi
дяченком	dʲɐtʃɛnkɔm
дяченку	dʲɐtʃɛnkʊ
дяченків	dʲɐtʃɛnʲkʲiu̯
діана	dʲianɐ
дідона	dʲidɔnɐ
ділі	dʲilʲi
діоніс	dʲiɔnʲis
е	ɛ
европа	eu̯rɔpɐ
едвард	ɛdʋɐrd
единбург	edenburɦ
единбург	ɛdenbʊrɦ
едмонтон	ɛdmɔntɔn
едо	ɛdɔ
едуард	edʊard
едірне	edʲirnɛ
едіта	edʲitɐ
еквадор	ekʋɐdɔr
елвін	ɛlʲʋʲin
емілія	emʲilʲijɐ
еней	enɛi̯
енергодар	enerɦɔdar
енеїда	enejidɐ
еол	eɔɫ
еоле	eɔɫe
еритрея	eretrɛjɐ
есватіні	esʋɐtʲinʲi
еспанія	espanʲijɐ
естонію	estɔnʲijʊ
естонія	estɔnʲijɐ
естоніє	estɔnʲije
естонією	estɔnʲijejʊ
естонії	estɔnʲiji
есхіл	esʲxʲiɫ
етіопія	etʲiɔpʲijɐ
ефіопія	efʲiɔpʲijɐ
ж	ʒ
жанна	ʒanːɐ
жашків	ʒaʃkʲiu̯
жданівка	ʒdanʲiu̯kɐ
женева	ʒenɛʋɐ
жидачів	ʒedatʃʲiu̯
жиліна	ʒɪlʲinɐ
житомир	ʒetɔmer
житомира	ʒetɔmerɐ
житомире	ʒetɔmere
житомирові	ʒetɔmerɔʋʲi
житомиром	ʒetɔmerɔm
житомиру	ʒetɔmerʊ
житомирщина	ʒetɔmerʃtʃenɐ
житомирі	ʒetɔmerʲi
жмеринка	ʒmɛrenkɐ
жовква	ʒɔu̯kʋɐ
з	z
змі	zʲmʲi
заводське	zɐwɔdzʲsʲkɛ
загреб	zaɦreb
задніпровський	zɐdʲnʲiprɔu̯sʲkei̯
закарпаттю	zɐkɐrpatʲːʊ
закарпаття	zɐkɐrpatʲːɐ
закарпаттям	zɐkɐrpatʲːɐm
закарпатті	zɐkɐrpatʲːi
залужний	zɐɫuʒnei̯
залізне	zɐlʲizne
залізняк	zɐlʲizʲnʲak
заліщики	zɐlʲiʃtʃeke
замбія	zambʲijɐ
замостя	zɐmɔsʲtʲɐ
запоріжжю	zɐporʲiʒʲːʊ
запоріжжя	zɐporʲiʒʲːɐ
запоріжжям	zɐporʲiʒʲːɐm
запоріжжі	zɐporʲiʒʲːi
заставна	zɐstau̯nɐ
захар	zɐxar
захаренко	zɐxarenkɔ
захарій	zɐxarʲii̯
заходу	zaxɔdʊ
захід	zaxʲid
заїр	zɐjir
заґреб	zagreb
збараж	zbarɐʒ
зборів	zbɔrʲiu̯
звенигородка	zʋeneɦɔrɔdkɐ
звягель	zʲʋʲaɦelʲ
здолбунів	zdoɫbunʲiu̯
зевс	zɛu̯s
зеленодольськ	zeɫenɔdɔlʲsʲk
зеленська	zeɫɛnʲsʲkɐ
зеленський	zeɫɛnʲsʲkei̯
землю	zɛmlʲʊ
земля	zemlʲa
землі	zemlʲi
землі	zɛmlʲi
земфіра	zemfʲirɐ
зимогір'я	zemoɦʲirjɐ
зиновій	zenɔʋʲii̯
зиновія	zenɔʋʲijɐ
злін	zʲlʲin
змієносець	zʲmʲijenɔsetsʲ
зміїв	zʲmʲijiu̯
знам'янка	znamjɐnkɐ
золоте	zɔɫɔtɛ
золотоноша	zɔɫɔtɔnɔʃɐ
золочів	zɔɫɔtʃʲiu̯
золочівщина	zɔɫɔtʃʲiu̯ʃtʃenɐ
зореслав	zɔresɫau̯
зореслава	zɔresɫaʋɐ
зоринськ	zɔrenʲsʲk
зорян	zɔrʲan
зоряна	zɔrʲanɐ
зося	zɔsʲɐ
зоя	zɔjɐ
зубенко	zʊbɛnkɔ
зубко	zʊbkɔ
зугрес	zʊɦrɛs
зюльт	zʲulʲt
зімбабве	zʲimbabʋe
зіновій	zʲinɔʋʲii̯
зіновія	zʲinɔʋʲijɐ
зіньків	zʲinʲkʲiu̯
и	ɪ
игдир	eɦdɪr
й	j
йозгат	jɔzɦat
йордан	jɔrdan
йорданія	jɔrdanʲijɐ
йосип	jɔsep
йосипа	jɔsepɐ
йосипенко	jɔsepɛnkɔ
йосипович	jɔsepɔʋetʃ
к	k
кабул	kɐbuɫ
кагарлик	kɐɦɐrɫɪk
кадіївка	kɐdʲijiu̯kɐ
казахстан	kɐzɐxstan
кайдашів	kɐi̯dɐʃʲiu̯
калабрія	kɐɫabrʲijɐ
калинівка	kɐɫɪnʲiu̯kɐ
калуш	kaɫʊʃ
калущина	kaɫʊʃtʃenɐ
кальміуське	kalʲmʲiʊsʲke
калінінград	kɐlʲinʲinɦrad
каліфорнія	kɐlʲifɔrnʲijɐ
кам'янка	kamjɐnkɐ
кам'янське	kɐmjɐnʲsʲkɛ
камбоджа	kɐmbɔdʒɐ
камерун	kɐmerun
кампала	kɐmpaɫɐ
кампанію	kɐmpanʲijʊ
кампанія	kɐmpanʲijɐ
кампанією	kɐmpanʲijejʊ
кампанії	kɐmpanʲiji
каміла	kɐmʲiɫɐ
камілин	kɐmʲiɫen
канада	kɐnadɐ
канберра	kanberːɐ
канзас	kanzɐs
канзас	kɐnzas
канів	kanʲiu̯
капранов	kɐpranɔu̯
каракалпакстан	kɐrɐkɐɫpɐkstan
каракас	kɐrakɐs
карелію	kɐrɛlʲijʊ
карелія	kɐrɛlʲijɐ
кареліє	kɐrɛlʲije
карелією	kɐrɛlʲijejʊ
карелії	kɐrɛlʲiji
карл	karɫ
карлівка	karlʲiu̯kɐ
кармалюк	kɐrmɐlʲuk
карпати	kɐrpate
карінин	kɐrʲinen
кастрі	kɐstʲrʲi
каталонія	kɐtɐɫɔnʲijɐ
катар	katɐr
катерина	kɐterɪnɐ
катеринин	kɐterɪnen
катманду	kɐtmɐndu
катовиці	kɐtɔʋɪtsʲi
катовіце	kɐtɔʋʲitse
катруся	kɐtrusʲɐ
каховка	kɐxɔu̯kɐ
кацапщина	kɐtsapʃtʃenɐ
каїр	kɐjir
квебек	kʋebɛk
кейнс	kɛi̯ns
кельменці	kɛlʲmenʲtsʲi
кельн	kɛlʲn
кельце	kɛlʲtse
кельці	kɛlʲtsʲi
кембридж	kɛmbredʒ
кентуккі	kentukʲːi
кентукі	kentukʲi
кенігсберг	kenʲiɦzbɛrɦ
кенія	kɛnʲijɐ
кеніґсберґ	kenʲigzbɛrg
керч	kɛrtʃ
кипуче	keputʃe
киргизстан	kerɦezstan
киргизстане	kerɦezstane
киргизстанові	kerɦezstanɔʋʲi
киргизстаном	kerɦezstanɔm
киргизстану	kerɦezstanʊ
киргизстані	kerɦezstanʲi
киргизія	kerɦɪzʲijɐ
кириленко	kereɫɛnkɔ
кирило	kerɪɫɔ
кирилович	kerɪɫɔʋetʃ
китай	ketai̯
кишинева	keʃenɛʋɐ
кишиневе	keʃenɛʋe
кишиневом	keʃenɛwɔm
кишиневу	keʃenɛwʊ
кишиневі	keʃenɛʋʲi
кишинів	keʃenʲiu̯
києва	kɪjeʋɐ
києве	kɪjeʋe
києвом	kɪjewɔm
києву	kɪjewʊ
києві	kɪjeʋʲi
київ	kɪjiu̯
київщина	kɪjiu̯ʃtʃenɐ
клавдія	kɫau̯dʲijɐ
кладно	kɫadnɔ
клайпеда	kɫai̯pedɐ
клим	kɫɪm
клименко	kɫemɛnkɔ
кличко	kɫetʃkɔ
клопотенко	kɫɔpɔtɛnkɔ
кобеляки	kɔbelʲake
коваленко	kɔʋɐɫɛnkɔ
коваль	kɔʋalʲ
ковальчук	kɔʋɐlʲtʃuk
ковель	kɔʋelʲ
ковтун	kɔu̯tun
ковтун	kɔu̯tʊn
кодима	kɔdemɐ
козак	kɔzak
козинець	kɔzenɛtsʲ
козир	kɔzer
козятин	kɔzʲaten
колесник	kɔɫɛsnek
коломийщина	kɔɫɔmɪi̯ʃtʃenɐ
коломия	kɔɫɔmɪjɐ
колорадо	kɔɫɔradɔ
колумбія	koɫumbʲijɐ
комарно	kɔmarnɔ
комаровський	kɔmɐrɔu̯sʲkei̯
комсомольськ	kɔmsɔmɔlʲsʲk
комінтерн	kɔmʲintɛrn
конакрі	kɔnɐkrʲi
конлі	kɔnʲlʲi
коннектикут	kɔnːɛktekʊt
конотоп	kɔnɔtɔp
конотіп	kɔnotʲip
константинополь	kɔnstɐntenɔpɔlʲ
копенгаген	kɔpenɦaɦen
копичинці	kɔpɪtʃenʲtsʲi
корець	kɔretsʲ
корея	kɔrɛjɐ
коростень	kɔrɔstenʲ
коростишів	kɔrɔstɪʃʲiu̯
корсика	kɔrsekɐ
корюківка	korʲukʲiu̯kɐ
косово	kɔsɔwɔ
костопіль	kɔstɔpʲilʲ
костюк	kosʲtʲuk
костянтин	kɔsʲtʲɐntɪn
костянтинович	kɔsʲtʲɐntɪnɔʋetʃ
костянтинівка	kɔsʲtʲɐntɪnʲiu̯kɐ
косів	kɔsʲiu̯
косівщина	kɔsʲiu̯ʃtʃenɐ
котляревський	kɔtʲlʲɐrɛu̯sʲkei̯
коцюбинське	kɔtsʲʊbɪnʲsʲke
коцюбинський	kɔtsʲʊbɪnʲsʲkei̯
кошиці	kɔʃetsʲi
кошовий	kɔʃɔʋɪi̯
кравченко	krau̯tʃenkɔ
кравчук	krɐu̯tʃuk
краків	krakʲiu̯
краматорськ	krɐmɐtɔrsʲk
красилів	krɐsɪlʲiu̯
красногорівка	krɐsnɔɦɔrʲiu̯kɐ
красноград	krɐsnɔɦrad
краснодон	krɐsnɔdɔn
красноперекопськ	krɐsnɔperekɔpsʲk
кременець	krɛmenetsʲ
кременчук	krementʃuk
кременчука	krementʃʊka
кременчукові	krementʃʊkɔʋʲi
кременчуком	krementʃʊkɔm
кременчуку	krementʃʊku
кременчуці	krementʃʊtsʲi
кремінна	kremʲinːa
крим	krɪm
криме	krɪme
кримові	krɪmɔʋʲi
кримом	krɪmɔm
криму	kremu
криму	krɪmʊ
кролевець	krɔɫeʋɛtsʲ
кропивницький	krɔpeu̯nɪtsʲkei̯
кропивницьким	krɔpeu̯nɪtsʲkem
кропивницького	krɔpeu̯nɪtsʲkɔɦɔ
кропивницькому	krɔpeu̯nɪtsʲkɔmʊ
ксеркс	ksɛrks
куба	kubɐ
кубань	kʊbanʲ
кувейт	kʊʋɛi̯t
кулеба	kʊɫɛbɐ
куп'янськ	kupjɐnʲsʲk
курахове	kʊraxɔʋe
курбико	kʊrbɪkɔ
курман	kʊrman
курськ	kursʲk
кучма	kutʃmɐ
кушнар	kʊʃnar
ківерці	kʲiʋertsʲi
кігалі	kʲiɦalʲi
кілія	kʲilʲija
кім	kʲim
кінгстаун	kʲinɦstaʊn
кінгстон	kʲinɦstɔn
кіншаса	kʲinʃasɐ
кіпр	kʲipr
кірибаті	kʲirebatʲi
кіровоград	kʲirɔwɔɦrad
кіровоградщина	kʲirɔwɔɦradʃtʃenɐ
кіровськ	kʲirɔu̯sʲk
кіссінгер	kʲisʲːinɦer
кіссінджер	kʲisʲːindʒer
кіссінґер	kʲisʲːinger
кіто	kʲitɔ
кіцмань	kʲitsmɐnʲ
л	ɫ
лаврентій	ɫɐu̯rɛnʲtʲii̯
ладижин	ɫɐdɪʒen
лазар	ɫazɐr
ланівці	ɫanʲiu̯tsʲi
лаос	ɫɐɔs
лариса	ɫɐrɪsɐ
латвію	ɫatʲʋʲijʊ
латвія	ɫatʲʋʲijɐ
латвіє	ɫatʲʋʲije
латвією	ɫatʲʋʲijejʊ
латвії	ɫatʲʋʲiji
лебедин	ɫebedɪn
лев	ɫɛu̯
ленін	ɫɛnʲin
леонтович	ɫeɔntɔʋetʃ
леонтій	ɫeɔnʲtʲii̯
леонід	ɫeonʲid
леонідович	ɫeonʲidɔʋetʃ
лесото	ɫesɔtɔ
лиман	ɫeman
липовець	ɫɪpɔʋetsʲ
лисичанськ	ɫesetʃanʲsʲk
литва	ɫetʋa
литви	ɫetʋɪ
литвиненко	ɫetʋenɛnkɔ
литво	ɫetwɔ
литвою	ɫetwɔjʊ
литву	ɫetwu
литві	ɫetʲʋʲi
лодзь	ɫɔdzʲ
лозова	ɫɔzɔʋa
ломбардія	ɫɔmbardʲijɐ
ломе	ɫɔmɛ
лондон	ɫɔndɔn
лондоні	ɫɔndɔnʲi
лохвиця	ɫɔxʋetsʲɐ
луанда	ɫʊandɐ
лубни	ɫʊbnɪ
луганда	ɫʊɦandɐ
луганськ	ɫʊɦanʲsʲk
луганська	ɫʊɦanʲsʲkɐ
луганськом	ɫʊɦanʲsʲkɔm
луганську	ɫʊɦanʲsʲkʊ
луганщина	ɫʊɦanʃtʃenɐ
лук'ян	ɫʊkjan
лук'яненко	ɫʊkjanenkɔ
лук'янович	ɫʊkjanɔʋetʃ
лука	ɫʊka
лукаш	ɫukɐʃ
лукаш	ɫʊkaʃ
лукашенко	ɫʊkɐʃɛnkɔ
лукія	ɫʊkʲijɐ
лусака	ɫʊsakɐ
лутугине	ɫʊtuɦene
луцьк	ɫutsʲk
луцька	ɫutsʲkɐ
луцьком	ɫutsʲkɔm
луцьку	ɫutsʲkʊ
луїзіана	ɫʊjizʲianɐ
львова	lʲwɔʋɐ
львове	lʲwɔʋe
львовом	lʲwɔwɔm
львову	lʲwɔwʊ
львові	lʲwɔʋʲi
львів	lʲʋʲiu̯
львівщина	lʲʋʲiu̯ʃtʃenɐ
любачів	lʲʊbatʃʲiu̯
любляна	lʲʊblʲanɐ
люблін	lʲublʲin
любов	lʲʊbɔu̯
любомль	lʲubɔmlʲ
люботин	lʲʊbɔtɪn
людмила	lʲʊdmɪɫɐ
люксембург	lʲʊksemburɦ
ляшко	lʲɐʃkɔ
ліберець	lʲiberetsʲ
ліберія	lʲibɛrʲijɐ
лібревіль	lʲibreʋʲilʲ
ліван	lʲiʋan
ліверпуль	lʲiʋerpulʲ
лівія	lʲiʋʲijɐ
лігурія	lʲiɦurʲijɐ
лідс	lʲidzs
лідія	lʲidʲijɐ
лілонгве	lʲiɫɔnɦʋe
лілія	lʲilʲijɐ
ліма	lʲimɐ
лісабон	lʲisɐbɔn
ліхтенштейн	lʲixtenʃtɛi̯n
м	m
м'янма	mjanmɐ
мон	mɔn
маастрихт	mɐastrɪxt
маврикій	mɐu̯rɪkʲii̯
мавританія	mɐu̯retanʲijɐ
мадагаскар	mɐdɐɦɐskar
маджуро	mɐdʒurɔ
мадрид	mɐdrɪd
мадярщина	mɐdʲarʃtʃenɐ
мазепа	mɐzɛpɐ
майя	mai̯jɐ
макаренко	mɐkɐrɛnkɔ
македонія	mɐkedɔnʲijɐ
маковій	mɐkɔʋʲii̯
макіївка	mɐkʲijiu̯kɐ
малаві	mɐɫaʋʲi
малайзія	mɐɫai̯zʲijɐ
маланка	mɐɫankɐ
мале	maɫe
малин	maɫen
малоросія	mɐɫɔrɔsʲijɐ
мальдівам	mɐlʲdʲiʋɐm
мальдівами	mɐlʲdʲiʋɐme
мальдівах	mɐlʲdʲiʋɐx
мальдіви	mɐlʲdʲiʋe
мальдівів	mɐlʲdʲiʋʲiu̯
мальта	malʲtɐ
малі	mɐlʲi
манагуа	mɐnaɦʊɐ
манама	mɐnamɐ
манчестер	mantʃester
манчестер	mɐntʃɛster
маніла	mɐnʲiɫɐ
манітоба	mɐnʲitɔbɐ
мапуту	mɐputʊ
мар'ян	mɐrjan
мар'яна	mɐrjanɐ
мар'їнка	marjinkɐ
маратів	mɐratʲiu̯
марганець	marɦɐnetsʲ
марко	mɐrkɔ
маркович	mɐrkɔʋetʃ
марокко	mɐrɔkːɔ
марс	mars
марта	martɐ
мартин	mɐrtɪn
мартинович	mɐrtɪnɔʋetʃ
маруся	mɐrusʲɐ
марченко	martʃenkɔ
маріуполь	mɐrʲiupɔlʲ
марічка	mɐrʲitʃkɐ
маріюпіль	mɐrʲijupʲilʲ
марія	mɐrʲijɐ
маріїн	mɐrʲijin
масеру	mɐsɛrʊ
маскат	mɐskat
массачусетс	mɐsːɐtʃusets
матвейчук	mɐtʋei̯tʃuk
матвій	mɐtʲʋʲii̯
матвійович	mɐtʲʋʲijɔʋetʃ
матвійчук	mɐtʲʋʲii̯tʃuk
матвієнко	mɐtʲʋʲijɛnkɔ
мбабане	mbɐbane
медведчук	medʋedʒtʃuk
межиріччя	meʒerʲitʃʲːɐ
межиріччя	meʒɪrʲitʃʲːɐ
мексика	mɛksekɐ
меланія	meɫanʲijɐ
мелетій	meɫɛtʲii̯
мелетійович	meɫɛtʲijɔʋetʃ
мельник	mɛlʲnek
мельниченко	melʲnetʃɛnkɔ
мелітополь	melʲitɔpɔlʲ
мелітопіль	melʲitɔpʲilʲ
мен	mɛn
мена	mɛnɐ
менськ	mɛnʲsʲk
мерефа	merɛfɐ
мериленд	mɛreɫend
меркурій	merkurʲii̯
меріленд	mɛrʲiɫend
мехіко	mɛxʲikɔ
микита	mekɪtɐ
микитенко	meketɛnkɔ
микитович	mekɪtɔʋetʃ
микола	mekɔɫɐ
миколай	mekɔɫɐi̯
миколайович	mekɔɫajɔʋetʃ
миколаєва	mekɔɫajeʋɐ
миколаєве	mekɔɫajeʋe
миколаєвом	mekɔɫajewɔm
миколаєву	mekɔɫajewʊ
миколаєві	mekɔɫajeʋʲi
миколаєнко	mekɔɫajenkɔ
миколаїв	mekɔɫajiu̯
миколаївка	mekɔɫajiu̯kɐ
миколаївщина	mekɔɫajiu̯ʃtʃenɐ
миколенко	mekɔɫɛnkɔ
миргород	mɪrɦɔrɔd
мирноград	mernɔɦrad
мирон	merɔn
миронівка	merɔnʲiu̯kɐ
мирослав	merɔsɫau̯
мирослава	merɔsɫaʋɐ
михайленко	mexɐi̯ɫɛnkɔ
михайло	mexai̯ɫɔ
михайлович	mexai̯ɫɔʋetʃ
михайлівна	mexai̯lʲiu̯nɐ
михаїл	mexɐjiɫ
мліїв	mlʲijiu̯
могадішо	mɔɦɐdʲiʃɔ
могильов	mɔɦelʲɔu̯
могилянка	mɔɦelʲankɐ
мозамбік	mɔzɐmbʲik
молдавія	mɔɫdaʋʲijɐ
молдова	mɔɫdɔʋɐ
молдови	mɔɫdɔʋe
молдово	mɔɫdɔwɔ
молдовою	mɔɫdɔwɔjʊ
молдову	mɔɫdɔwʊ
молдові	mɔɫdɔʋʲi
молодогвардійськ	mɔɫɔdɔɦʋɐrdʲii̯sʲk
молочанськ	mɔɫɔtʃanʲsʲk
монако	mɔnakɔ
монастириська	mɔnɐsterɪsʲkɐ
монастирище	mɔnɐsterɪʃtʃe
монголія	mɔnɦɔlʲijɐ
монреаль	mɔnrealʲ
монровія	mɔnrɔʋʲijɐ
монтана	mɔntanɐ
монтевідео	mɔnteʋʲidɛɔ
моравія	mɔraʋʲijɐ
мордор	mɔrdɔr
мороз	mɔrɔz
мороні	mɔrɔnʲi
моршин	mɔrʃen
москва	mɔskʋa
москви	mɔskʋɪ
москво	mɔskwɔ
москвою	mɔskwɔjʊ
москву	mɔskwu
москві	mɔskʋʲi
московія	mɔskɔʋʲijɐ
моспине	mɔspene
мост	mɔst
мостиська	mɔstɪsʲkɐ
мощун	moʃtʃun
мукачеве	mʊkatʃeʋe
мукачево	mʊkatʃewɔ
мукачівщина	mʊkatʃʲiu̯ʃtʃenɐ
мумбай	mʊmbai̯
мурашко	mʊraʃkɔ
мурманськ	murmɐnʲsʲk
мюллер	mʲuɫːer
мюнхен	mʲunxen
мікронезія	mʲikrɔnɛzʲijɐ
мін'юст	mʲinjust
мінерва	mʲinɛrʋɐ
міннесота	mʲinːesɔtɐ
міноборони	mʲinɔbɔrɔne
мінськ	mʲinʲsʲk
мінська	mʲinʲsʲkɐ
мінськом	mʲinʲsʲkɔm
мінську	mʲinʲsʲkʊ
мінцифра	mʲintsɪfrɐ
мірошниченко	mʲirɔʃnetʃɛnkɔ
міссурі	mʲisːurʲi
міссісіпі	mʲisʲːisʲipʲi
місяцеві	mʲisʲɐtseʋʲi
місяцем	mʲisʲɐtsem
місяць	mʲisʲɐtsʲ
місяцю	mʲisʲɐtsʲʊ
місяця	mʲisʲɐtsʲɐ
місяці	mʲisʲɐtsʲi
міусинськ	mʲiʊsɪnʲsʲk
мічиган	mʲitʃeɦan
мічиган	mʲitʃeɦɐn
мічиґан	mʲitʃegan
мічиґан	mʲitʃegɐn
мічурін	mʲitʃurʲin
н	n
нато	natɔ
наврез	nɐu̯rɛz
навруз	nɐu̯ruz
нагасакі	nɐɦɐsakʲi
надвірна	nɐdʲʋʲirnɐ
надвірнянщина	nɐdʲʋʲirnʲanʃtʃenɐ
наддніпрянщина	nɐdːnʲiprʲanʃtʃenɐ
надія	nɐdʲijɐ
надіїн	nɐdʲijin
назар	nɐzar
назарій	nɐzarʲii̯
найп'їдо	nɐi̯pjidɔ
найробі	nɐi̯rɔbʲi
намібія	nɐmʲibʲijɐ
нарин	nɐrɪn
нассау	nasːɐʊ
настя	nasʲtʲɐ
наталя	nɐtalʲɐ
наталія	nɐtalʲijɐ
науру	nɐurʊ
нгерулмуд	nɦeruɫmʊd
нджамена	ndʒɐmɛnɐ
неаполь	neapɔlʲ
небраска	nebraskɐ
нева	neʋa
невада	neʋadɐ
нелін	nɛlʲin
неліна	nɛlʲinɐ
немирів	nemɪrʲiu̯
неоніла	neonʲiɫɐ
непал	nepaɫ
нептун	neptun
неронів	nerɔnʲiu̯
нестор	nɛstɔr
нетребко	netrɛbkɔ
нетішин	netʲiʃen
нечепуренко	netʃepʊrɛnkɔ
никифор	nekɪfɔr
ничипір	netʃɪpʲir
нобелівка	nɔbelʲiu̯kɐ
новоазовськ	nɔwɔɐzɔu̯sʲk
нововолинськ	nɔwɔwɔɫɪnʲsʲk
новогродівка	nɔwɔɦrɔdʲiu̯kɐ
новодністровськ	nɔwɔdʲnʲistrɔu̯sʲk
новодружеськ	nɔwodruʒesʲk
новомиргород	nɔwɔmɪrɦɔrɔd
новомосковськ	nɔwɔmɔskɔu̯sʲk
новоросійськ	nɔwɔrosʲii̯sʲk
новоселиця	nɔwɔsɛɫetsʲɐ
новоукраїнка	nɔwɔʊkrɐjinkɐ
новояворівськ	nɔwɔjawɔrʲiu̯sʲk
ном	nɔm
норвегію	nɔrʋɛɦʲijʊ
норвегія	nɔrʋɛɦʲijɐ
норвегією	nɔrʋɛɦʲijejʊ
норвегії	nɔrʋɛɦʲiji
носова	nɔsɔʋɐ
носівка	nosʲiu̯kɐ
нуакшот	nʊɐkʃɔt
нукуалофа	nʊkʊɐɫɔfɐ
нунавут	nunɐwʊt
нюрнберг	nʲurnberɦ
ніамей	nʲiɐmɛi̯
нігер	nʲiɦer
нігерія	nʲiɦɛrʲijɐ
нідерланди	nʲiderɫande
ніжин	nʲiʒen
нікарагуа	nʲikɐraɦʊɐ
нікополь	nʲikɔpɔlʲ
нікосія	nʲikosʲijɐ
нікіта	nʲikʲitɐ
німеччина	nʲimɛtʃːenɐ
німеччини	nʲimɛtʃːene
німеччино	nʲimɛtʃːenɔ
німеччиною	nʲimɛtʃːenɔjʊ
німеччину	nʲimɛtʃːenʊ
німеччині	nʲimɛtʃːenʲi
ніна	nʲinɐ
нінин	nʲinen
нітра	nʲitrɐ
ніуе	nʲiʊe
ніґер	nʲigɛr
о	ɔ
ордло	ɔrdɫɔ
обухів	obuxʲiu̯
обухівщина	obuxʲiu̯ʃtʃenɐ
обідченко	obʲidʒtʃenkɔ
овруч	ɔu̯rʊtʃ
огайо	ɔɦajɔ
одеса	ɔdɛsɐ
одеси	ɔdɛse
одесо	ɔdɛsɔ
одесою	ɔdɛsɔjʊ
одесу	ɔdɛsʊ
одесі	ɔdɛsʲi
одещина	ɔdɛʃtʃenɐ
океанію	ɔkeanʲijʊ
океанія	ɔkeanʲijɐ
океаніє	ɔkeanʲije
океанією	ɔkeanʲijejʊ
океанії	ɔkeanʲiji
оклагома	ɔkɫɐɦɔmɐ
оклахома	ɔkɫɐxɔmɐ
оксана	ɔksanɐ
оксфорд	ɔksfɔrd
окуджава	ɔkʊdʒaʋɐ
олевськ	ɔɫɛu̯sʲk
олег	ɔɫɛɦ
олегович	ɔɫɛɦɔʋetʃ
олегівна	ɔɫɛɦʲiu̯nɐ
олекса	ɔɫɛksɐ
олександр	ɔɫeksandr
