0k8	ʊkːɑː
rattled	ɾɑːʈːɛːd̪ːʌ
rattlesnakes	ɾɑːt̪ːɭ̪eːsn̪eːk̟eː
rattling	ɾɐʈːɭiŋː
ray	ɾai̯
reading	ɾeːgiŋ
recces	ɾetʃːes
reconvene	ɾeːgoːnʋiːneː
rec	ɾeːtʃ
red	ɾeːd̪
reenlisting	ɾiːn̪l̪iːs̪tiŋ̪
ree-చీ	riːtʃiː
reinsertion	ɾeːn̪s̪iːɾːʈʃʌːn̪
relax	ɾeːlɑx
reliving	ɾeːliːviŋːu
rem	ɾeːm
repairjob	ɾepɑɻdʒɔb
repairmen	ɾepɐːɾmen
repeating	ɾeːpeːtiŋgʊ
re	ɾeː
restocked	ɾeːsːtokːɛːd̪ʱɛː
retainer	ɾejt̪ai̯nɾɛ
retches	ɾet̪tʃes̪
revoir	ɾeːʋoːɾ
revs	ɾeʋs̪
revving	ɾeːvːiŋː
re-ఎన్నికల	ɾeːn̪n̪igɐl̪
re-ప్రవేశం	ɾeːpɾɑʋeːʃɑːm
rhapsody	ɾʌpsɔdi
ridin	ɾiːɖiɳ
riffles	ɾɪfːleː
rigged	ɾigːeː
rightly	ɾaɪtli
right	ɾiːgʈeː
riina	ɾiːna
river	ɾiːbɛɾ
riz	ɾiʒ
rm	ɾɒm
roars	ɽoːɾs
robbing	ɾoːbːiŋ
rockafellers	ɾɔkɑːfɛlɛɾ
rock	ɾokː
rosie	roːʃiː
roxbury	ɾoːguːɾi
roy	ɽoj
rpg	ɹɛːgɛː
r	ɾ
run	ruːn
rusakova	ɾʊsɑkɔʋɑ
rush	ɾuʃ
rustles	ɹʊs̪t̪l̪e
rustling	ɾʊs̪t̪ʊlɪŋgʊ
s83	ʃɑː
sacroiliac	ʃɑːtɾoːɪlɪɑːk
saddle	ʃɐɖːle
sakes	ʃaːkeː
sal	ʃal
sande	ʃande
sante	ʃan̪te
sarge	ʃaɾge
sa	sa
sat-nav	ʃɑːt̪nɑːʋ
sat	ʃɐʈ
sayin	sɛjɪn
scaredy	ʃɑːɾeːd̪i
scaring	ʃɑːɾiŋg
sca	ʃɑː
scatterbrained	ʃɑːt̪ːɛɾɑːɾɛɪ̃ːn̪d̪ʑ
scavs	ʃɑːvʌs
scav	ʃɑːʋ
schmoly	ʃmoːli
schoolin	ʃuːliːn
scrapes	ʃɾɐpɛs
scratchin	ʃɾɐtʃiɳ
screeching	ʃɾiːtʃiŋ
scythes	ʃɪt̪ʌiʃ
seatbelt	ʃiːt̪belt̪
second	ˈsɛkənd̪ʋ
sedata	ʃed̪aːt̪a
seebahlalat-dodie	ʃiːbɑːlɑːt̪ʌd̪oːd̪iː
seein	ʃiːn
see	ʃiː
sentries	ʃɛn̪d̪i
serih	ʃeɾiʔ
service	ʃɛːɾviːs
sewed	ʃeːʋeːd̪u
shafting	ʃɑːftɪŋ
shakily	ʃakiːli
shakin	ʃɐkɪn
shambles	ʃæmb̪l̪e
shamu	ʃamu
shat	ʃɐt̪
sheriff	ʃiɾiːf
shh	ʃ
shiftless	ʃɪft̪l̪eːs̪
shift	ʃɪft
shinier	ʃiːniːr
shithead	ʃɪt̪ʰeːd̪
shithole	ʃiːt̪oːle
shitload	ʃɪt̪ɭoːd̪
shitting	ʃɪtːɪŋ
shitty	ʃɪt̪ːi
shivers	ʃɪvəɾ
shmuck	ʃmʊk
shoo-ఉంటుంది	ʃoːuɳʈuɳdi
shoplifting	ʃɒpɭɪftɪŋ
short	ʃoːɾʈʌ
shoulda	ʃuːɽɑː
showbiz	ʃoʊbɪz
sh	ʃ
shurikens	ʃuriːkɛns
shushing	ʃuʃiŋ
side	sʌi̯de
siesta	ʃiːst̪a
sighing	ʃiːŋ
signore	ʃign̪oːre
silvertorrentorg	ʃɪlʋɛɾtoːɾɛnt̪
simchak	ʃɪmʈʌk
simon	ʃiːmoːn
sinfin	ʃɪn̪fɪn̪
singer	ʃiŋgə
singing	ʃiŋgiŋ
siree	ʃiɾiː
siren	ʃiɾeːn̪
sissy	ʃisi
sizzles	ʃiːz̪l̪eː
sizzling	ʃiːz̪lɪŋ
sjust	ʃʈʊʈʌ
slacking	ʃlɑːkɪŋ
slanty	ʃl̪aːn̪ʈi
slays	ʃlai̯s
sleepyhead	ʃliːpiːheːd
slee	ʃliː
sleet	ʃliːt̪
slinging	ʃliŋiŋ
slithering	ʃliːt̪eːɾiŋ
slowin	ɬoːʋin
slurping	ʃlʊɾpɪŋ
smartass	ʃmɑːɾt̪ɑːs̪
smarty-ప్యాంటు	ʃmɐɾti-pæɳʈu
smoke	ʃmɔːkɛ
snach	ʃɳɐtʃʰ
snake	ʃnɑːkɛ
snapped	ʃnɑːpːɛ
snarls	ʃnɑːɭs
sneezed	ʃneːzeːd̪
sneezy	ʃniːzi
sniffing	ʃnifːiŋː
sniffles	ʃnifːl̪eː
sniffs	ʃnifː
snitching	ʃn̪iʈʃiŋ
snitch	ʃnʌɪtʃ
snobby	ʃn̪oːbi
snores	ʃnoːɾeː
snowing	ʃn̪oːiŋ
snuggie	ʃnʊgːiː
sobbing	soːbːiŋː
sobs	ʃoːbʱ
sob	ʃoːbʌ
socked	ʃɔkːɛ
sockeroo	ʃoːkɛːɾuː
sojust	sɒːdʒʊʈ
someone	soːmeːn̪eː
someones	soːmeːn̪eːs̪
song	soŋ
sonsie	ʃoːns̪iː
son	ʃoːn
sony	soːɲi
sorbonne	soɾoːnːe
so	sɔ
south	soːtʰ
so-క్లిక్	sɔɭ̆ʋɪkːɪk
sparkplug	spɑːrglug
specs	ʃɛkʰ
spics	ʃpiːʈʃ
spicuzza	ʃpiːtʃʊdʒːɐ
splashing	ʃpɑːlʃiŋ
sputtering	spʊt̪ːʌɾiŋ
sputters	ʃput̪ːʌɾːʌ
squatrobics	ʃkʌːtroːbɪks
squats	ʃkʌːʈʌs
squawking	ʃkʌːkɪŋ
squeaked	ʃkɛːkɛːd̪ʌ
squeaking	ʃɪkiːŋ
squeaks	ʃiːkɑːs
squeak	ʃiːkə
squeaky	ʃkɛːki
squealing	ʃkʌiːliŋ
ssh	ʃ
s-stuff	ʃɑːʈʈʌ
s	ʃ
stammers	ʃt̪amːeɾː
stancroft	ʃt̪anʈɾoft
start	ʃt̪aɾt̪ʌ
sta	ʈʌ
staunchest	ʃʈɔːnʧɛʃ
std	st̪d̪
steps	ʃt̪eːps̪
stickler	ʃɪkːɛlɛr
still	ʃt̪ilː
stinking	ʃt̪iŋgi
stinky	ʃʈiŋki
stoneacre	ʃt̪oːn̪eːkɐːrɛː
stop	ʃtɔːp
store	stoːɾe
streberfru	strɛːbɛrfɾuː
stroll	ʃtɾɔːl
strumming	strʊmɪŋ
stuffing	ʃʈʊfːiŋː
stuff	ʃʈʌpː
stupidest	ʃtʊpɪd̪iːʃt̪
styrofoam	ʃt̪iːɾoːfoːm
subs	ʃʊbʌs
sucide	ʃʊtʃiːd̪e
suggestible	ˈsʌgzɛtɪbl̪ə
sumter	ʃumʈer
sunny	ʃʊnːi
supposing	ʃʌpɔsiŋ
survanny	ʃuɾʋanːi
svd	ʃʋɖ
sweaty	ʃʋɛːti
sweltered	ʃʋelʈeɾeːd̪ʌ
swindled	ʃʋind̪lɛd̪ʌ
swingers	ʃɪŋgɛrʌ
swingin	ʃwiŋiŋ
sykes	ʃikɛː
sylvio	ʃɪlviːo
syne	ʃiːnɛ
ta-da	t̪aːd̪a
taihoa	t̪ai̯hoː
takin	ʈaːkɪn̪
taoists	taːwist̪s̪
tapesi	ʈapesi
tap	t̪aːp̚
tardio	t̪aːɾɖio
tarnations	ʈɑːɾnɑːʈʃɑːɾs
ta	t̪aː
taylor	taɪlɔːr
telegraphin	teːgəɭɑːfiːgiːn
tell	t̪elː
tennessee	teːnɛsi
tet	t̪eːʈ
texas	teːgɑːs
thairm	t̪ʰaiɾm
thatjump	ʈɑʈʈʊmʋ
thatjust	t̪aːt̪ʌd̪ʒʌst̪
thats	ʈɑʈʂ
that	t̪aːt̪ʰ
then	ʈeːn
there	ʈɛːɾe
thetemple	teːt̪emːp̚le
thicky-చిక్కటి	ʈikiʈɐ
thicky-మందమైన	θiʋimɐndɛin̪
thingies	ʈiŋgiː
thing	ʈiŋ
thingy	ʈiŋgi
thinkin	ʈiŋkiːn
thousa-	θou̯s̪a
three	t̪riː
throbs	θrobʱ
thudding	ʈuɖiŋː
thuds	θʊd̪s̪
thumb	t̪ʌmbʌ
thumper	ʈʊmʋɾʌ
thumps	θumʋs
thunder	θʌnd̪eɾ
thya	ʈʲɑː
ticking	ʈiːkːiŋː
ticklin	ʈɪkliŋ
tiffany	tɪfɪn
tilapia	tilapɪjə
tingly	ʈiŋgli
tinkles	ʈiŋgleːs
tipsie	ʈipʃi
tires	ʈiɾeːs
tit-head	tɪt̪ʰeːd̪
tits	ʈiʈʂ
titties	ʈiʈi
todd	tɒːɖ
toes	toːs
toey	toje
tomorrow	gɐdʑʌːɾu
top	ʈoːp
to	t̪oː
touchdown	taʊtʃdaʊn
touch	t̪uːtʃ
towels	ʈoːʋeːl̪s̪
townies	taʊniː
town	taʊn
track	t̪ɾakː
transferral	tran̪fɛrːʌɭ
transpo	t̪ɾan̪s̪poː
trapani	ʈɾɐpɐni
tremo	ʈɾeːmoː
trippin	ʈɾipːiŋ
trixie	trɪkʃiː
truck	ʈɾʊk
tryin	tr̪iːn̪
ts	ʈʂ
t	t̪uː
tucked	ʈʊkːɛːd̪ːu
tucker	ʈʊkːəɾ
tumvridarjobb	tumʋɾidaɾdʒɔbː
tupperware	ʈʊpːɛɾɛːɾɛ
turd	ʈuɾɖ
tv	t̪uʋ
tweeting	ʈʋiːɳg
twerp	ʈʋeɾp
twin	t̪iːn̪
twittering	ʈʋiːɾiŋg
two	duː
t-సెల్	ʈɛlʌː
ugliest	ʊglɪst̪i
uh	ʔu
uh-అహ్	əʔə
uh-ఊ	u
uh-హుహ్	ʔuɦuɦ
um	ʊm
uncharged	ʊnʈʌɾgeː
unclouded	ʊn̪kloːd̪eːd̪
uncloudy	ʌnˈklaʊdi
underbrush	ʊndɚbɾʌʃ
undignified	ʌndɪgnɪfɪd
undimmed	ʊnd̪iːmːeː
unh	ʊnʌ
unmolested	ʊnmoːlɛʈʈeːd̪ʱ
un	ʋuːn
unwrap	ʋɑːɾʋʌ
unzipping	ʊn̪dʒipːiŋ
unzips	ʊnʒɪps
uppity	ʊpːiːti
upsy-daisy	ʊpʂiːdaɪziː
up	ʊp
usa	ʊsɑ
uss	ʊsː
us	ʊs
u	u
v8	ʋɔː
vacuum	ʋɑtʃuːm
vagrants	ʋɐgɾɐɳʈʃ
valentine	ʋælənˈteɪn
valium	ʋəliʊm
vandalize	ʋɐn̪d̪aliːz̪e
vanderbilts	ʋɐnd̪eɾbiɭts̪
vandervoort	ʋandeːɾpoːɾʈ
van	ʋaːn
var	ʋaɾ
vehicle	ʋiːdʒiːl
veiwing	ʋejgiŋ
venable	ʋeːn̪bɛːl̪e
very	ʋeːri
ve	ʋe
victoria	ʋɪkʈɾiːjə
victor	ʋɪkːoːɾ
vika	ʋika
vip	ʋip
virginians	ʋiɾgiːniːʃ
virginia	ʋiɾgiːniːə
vitals	ʋɪt̪aɭ
vittles	ʋit̪ːl̪eː
vi	ʋi
vocalizing	ʋoːtɕəliːŋ
voiceprints	ʋɔːjʃprɪnts
vo	ʋoː
vowing	ʋoːɪŋ
v	ʋ
v-బార్	ʋaːɾ
wabash	ʋaːbɑʃ
wack	ʋɑk
wadahlabat-boodalabat	ʋaɖaɭabɐt̪ːboːɖaɭabɐt̪ː
wails	ʋaɪl̪s̪
wakey-wa	ʋakeːʋa
walk	ʋɔːk
wasn	ʋasn̪
watchin	ʋɑːtʃɪn
watercress	ʋɐt̪ːɛrɛs̪ː
waterskiing	ʋɑːt̪eːɾʃiːŋ
water	ʋɐt̪ːeɾ
way	ʋai
wdcpd	ʋɑːɖʋɑːɖʋɑːɖ
weaponized	ʋeːpɔːnɪzɛd̪u
weareing	ʋeːɾiŋg
webisode	ʋeɪbɪsɒːde
webis	ʋeːbɪs
weeping	ʋeːpɪŋ
weinselstein	ʋeːn̪s̪eːl̪ʈʋeːn̪
weka	ʋeːka
well	ʋeːl
west	ʋɛʈʃ
wethers	ʋeːt̪ʃeːɾ
we	ʋeː
wgn	ʋgɪn
whatjust	ʋɐt̪ʈʊʈʃ
what	ʋɐt̪ːʌ
wha	ʋaː
wheelhouse	ʋiːɦeː
whenua	ʋeːnʋaː
when	ʋeːn
where	weːɾe
whimpering	ʋɪmpɛɾiŋ
whimpers	ʋɪmpɛɾs
whining	ʋiːnɪŋ
whippersnappers	ʋɪpːʌɾːɐn̪ːʌpːɐr̪ːʌ
whippersnapper	ʋɪpːɛɾːʌsːɛpːɛɾːʌ
whirring	ʋiɾːiŋː
whirrs	ʋiːɾːʌ
whirs	ʋiːɾs
whir	ʋiːɾ
whispered	ʋɪʃpɪɾɛd̪ʌ
whispers	ʋɪɾːɑːs
whiz	ʋiːz
whoo-hoo	ʋuːʋuː
whooo	ʋoː
whooped	ʋuːpːɛd̪
whoo	ʋuː
whorethy	ʋoːɾeːti
who	woː
why	ʋiː
wh-ఎవరు	ʋɑɾu
wifely	ʋiːfɛli
wife	ʋiːfe
wifey	ʋiːfeː
wii	wiː
willing	ʋɪlɪŋ
will	ʋɪl
wilmont	ʋilmoːnt
wimp	ʋimp
windbag	ʋiːnd̪ɑːg
window	ʋiːnduː
wind	ʋiːnd̪
wined	ʋiːnɛːd̪
winging	ʋiŋiŋ
womany	ʋoːmaːni
wondering	ʋoːnd̪eɾiŋgʌ
wonderin	ʋoːnd̪eːɾiŋ
wonderment	ʋoːn̪d̪eːment̪
wonderstones	ʋoːnd̪eːɾʈoːn̪d̪eː
wonderstone	ʋoːnd̪eːɾstoːneː
wonder	ʋoːnd̪eːr
woolshed	ʋuːlʃɛd̪
wop	ʋoːp
workaholic	ʋoːɾkaːɭɪk
worldwide7477	ʋɔːɭːdʋajd7477
worryin	ʋoɾiːn̪
wrenching	ʋɾeɳtʃiŋ
writin	ʋɾit̪iŋ
wynn	ʋin̪ː
xbox	ʃɑːbɑːk
x	x
x-రే	ʃɾeː
yaah	jɑː
yabbering	jaːb̪ːeɾiŋ̪gu
yagger	jagːeɾ
yah	jɑː
yanking	jaːŋkɪŋ
yeah	jæ
yelps	jelp̚s̪
yeonsak	jɒːnsɑk
yep	jeːp
yeshe	jeʃe
yessa	jɛsːa
y	j
yorbetal	joɾbeːt̪al
young	joːŋ
yourjungle	jʊrʈʌŋgʌlɛ
yourselves	jaːɾuː
youtube	jʊːtʊːb
yowling	jɒːlɪŋ
zaba-డూ-డూ	ʒabaɖuɖu
zandar	ʒan̪d̪aɾ
zarrow	ʒaːɾoː
zartan	ʈʌɾʈan
ze-bonz	zeːbɔnʈʃ
zipper	ʒɪpːɛr
zitis	ʈiːt̪is̪
zits	ʈʂʈʂ
z-డాగ్	ɖaːg
అ	ə
అకస్మాత్తుగా	əkʌsmɑːt̪ːʊgɑ
అంకారించు	aŋkaːɾiɲtʃu
అంకించు	aŋkiɲtʃu
అంకితమైన	əŋkɪt̪amɛi̯n
అంకురించు	aŋkuɾiɲtʃu
అంకుల్	əŋkuɭ
అంకుశం	aŋkuʃam̃
అంకుశము	aŋkuʃamu
అకృత్యము	akɾut̪jamu
అకేలా	əkeːlɑː
అంకోర్మ్యాన్లోనూ	əŋgoːrmjaːnɭoːnuː
అక్కడ	əkaɭːd̪
అక్కడికక్కడే	əkaɭiɭikaɭiː
అక్కడికి	əkaɭiʋi
అక్కడే	əkaɭːd̪e
అక్రమ	əgɾam
అక్రమము	əgɾamu
అక్షరాల	əksɾɔlɔ
అక్షరాలు	əks̪ʐəɾau
అక్షాలు	əksɐlu
అంగజాల	aŋgadʒaːla
అంగజాలవాడు	aŋgadʒaːlaʋaːɖu
అంగజుడు	aŋgadʒuɖu
అంగము	əŋgu
అంగరక్షకుడు	əŋgɐɾkʂɐkuɖu
అంగవించు	aŋgaʋiɲtʃu
అంగవైకల్యము	aŋgaʋajkaljamu
అంగస్	əŋgʌs
అంగారకుడు	əŋgaːɾakuɖu
అంగీ	əŋgiː
అంగీకరించడం	əŋgiːkariɳʈʌm
అంగీకరించదు	əŋgiːkariɳd̪u
అంగీకరించవు	əŋgiːkariɳtɕu
అంగీకరించారు	əŋgiːkɐɾiŋku
అంగీకరించాలి	əŋgiːkariɳʈali
అంగీకరించింది	əŋgiːkɐɾiɳɖu
అంగీకరిస్తాను	əŋgiːkariʈʰaːnu
అంగీకరిస్తారా	əŋgiːkariʈʌːɾɑː
అంగీకరిస్తున్నాను	əŋgiːkariʈʰuːn̪uː
అంగీకరిస్తున్నారు	əŋgiːkariʈʰʊnduː
అంగుళం	əŋguɭam
అంగుళాల	əŋguɭaːl
అంగుళాలు	əŋguɭɑːlu
అగైన్	əgeɪn
అగ్ని	əgɲi
అగ్రస్థానాన్ని	əgɾɐʈʌːn̪ːi
అంగ్రేజి	aŋgɾeːdʒi
అగ్లీ	əgliː
అంచనా	əɳtɕanɑ
అంచు	aɲtʃu
అంచు	əɳʈu
అంచున	əɳʈuɳ
అచేతనం	əʈʈʌn̪ʌm
అచ్చు	atʃːu
అజేయ	əgeː
అజ్ఞాత	əgɲɑːt̪
అజ్ఞానం	əgɲaːniːm
అంటాడు	əɳʈaːɖu
అంటాను	əɳt̪an̪u
అటాబాయ్	əʈaːbɑːj
అంటాయి	əɳʈaɪ
అంటారని	əɳt̪aːɾani
అంటారు	əɳʈaːɾu
అటార్నీ	əʈaːrniː
అంటిపెట్టుకుని	əɳʈipeːʈukuni
అంటుకుంటుంది	əɳʈukuɳʈuɳʈi
అంటుకునే	əɳʈukunɛ
అంటుందో	əɳʈuːn̪d̪oː
అటువంటి	əɖuʋɐɳʈi
అటెండెంట్	əʈendiːnt̪
అటెన్షన్	əʈenʂɳ
అంటే	əntɛ
అంటోన్	əɳʈoːn
అట్టర్లీ	ɐʈːɾʊliː
అడగడానికి	əɖɐgɐɟiː
అడగండి	əɖəgɐɳɖi
అడగదు	əɖɐgɐdu
అడగము	əɖɑgu
అడగరని	əɖəgaɾni
అడగవచ్చు	əɖɐgʋɒtʃːu
అడగవద్దు	əɖəgəvɐɖu
అండజము	aɳɖadʒamu
అండర్గ్రౌండ్	əɳd̪aɾgɾauːnd̪
అడవి	əɖavi
అడవిలో	əɖaviɭo
అడవుల్లో	əɖɐwʊlːo
అడిగాడు	əɖigaːɖu
అడిగారు	əɖigaːɾu
అడిగింది	əɖigiɳdi
అడిగిన	əɖigiɳ
అడిగినప్పుడు	əɖigiɳɐpːuɖu
అడిగే	əɖigeː
అడియోస్	əɖijoːs
అడుగు	əɖugu
అడుగుజాడల్లో	əɖuguɖaɖalːo
అడుగుతాడు	əɖugud̪aːɖu
అడుగుతారు	əɖuguʈaːɾu
అడుగుతుంది	əɖuguɖu
అడుగుతున్నారు	əɖugʌn̪t̪ʌ
అడుగుతూ	əɖuguʈuː
అడుగున	əɖugun
అడుగుల	əɖuguːl
అడెలె	əɖeːle
అండ్	ɐːɳɖ
అడ్డగించడం	əɖːgiɳd̪aɖ̪ː
అడ్డుకుంది	əɖːugundi
అడ్డుకునేందుకు	əɖːugunːuɭːeː
అడ్డుకోవటానికి	əɖːuːkoːʋaːɳki
అడ్డుపడే	əɖːuɖaɖe
అడ్మిరల్	əɖmiɾɑːl̪
అడ్రెస్స్	əɖɾɛsː
అడ్వకేట్	əɖʋəkæːʈ
అణచి	əɳʈʃi
అణచివేయబడింది	əɳatɕiʋejɐbʌɖiɳdi
అణచివేశారు	əɳatʃiʋeːʃaːru
అణు	əɳu
అణ్వాయుధ	əɳʋajuɖʱ
అంత	ənt̪
అంతం	ənt̪am
అంతటా	ənt̪aʈa
అతడి	ʌtɐɖi
అతడిని	əɖɐɖini
అతడు	əɖɐɖu
అతడ్ని	əɖaɖiɳi
అతనంటే	ətn̪en̪ʈe
అతని	əɳi
అతనికి	ət̪aniki
అతనితో	əɭanit̪o
అతనిని	əʈanini
అతనిపై	ətn̪ipeɪ
అతను	ətnu
అతన్ని	ətn̪i
అంతఃపరాన్నజీవి	an̪t̪ahpaɾaːnːadʒiːʋi
అంతరంగిక	ənt̪aɾaŋgig
అంతరంలో	ənt̪arɔŋːo
అంతరాయం	ənt̪arɑːjəm
అంతరాయాన్ని	ənt̪arɑːjɨn̪ːi
అంతరిక్ష	ənt̪arikʂ̄
అంతరిక్షంలోకి	ənt̪arikʂːɐŋki
అంతర్గత	ənt̪aɾgɐd̪a
అంతర్జాతీయ	ənt̪aɾdʒɛn̪t̪aːlɛː
అంతర్యుద్ధంలో	ənt̪aɾjʊd̪ːʌŋːo
అంతర్వాహిని	antarʋaːhini
అంతస్తు	ənt̪ːʌstu
అంతస్తుల	ənt̪ːʌst̪uɭ
అంతస్తులో	ənt̪ːʌstuːloː
అంతా	ənt̪a
అతి	əɭi
అతికాయము	atikaːjamu
అతికించు	at̪ikiɲtʃu
అతిక్రమించారు	əɭikɾamɪnɛːŋgɔː
అతిక్రమించాలి	əɭikiɾamiɳtʃaːli
అతిథి	əɭiɭi
అతిథిగా	ədiːt̪iːt̪igɑː
అతిథులు	əʈiːt̪ʰuːlu
అతిధుల	əɖiɖʌl
అతిపెద్ద	əkaːpʰeɖːə
అతివ్యాప్తి	əɭiʋjaːpʈi
అతిశయోక్తి	əɭiʃojoːkʈi
అతిసారం	əɭʈiˈsaːɾam
అతీతమైన	ətiːtamɛi̯n
అతీంద్రియము	at̪iːnd̪ɾijamu
అతృప్తి	at̪ɾupt̪i
అంతే	ənt̪eː
అంతేకాక	ənt̪eːkɑːkɑ
అంతేకాకుండా	ənt̪eːkɑːkʌːɳɖi
అంత్య	ɐn̪ʈʲə
అంత్యజుడు	an̪t̪jadʒuɖu
అత్యంత	ədiːnt̪ə
అత్యద్భుతంగా	əɭʈʌdbʰud̪ŋɑ
అత్యద్భుతమైన	ədiːd̪bʰuːd̪amɛi̯n
అత్యధిక	ədiːd̪igʌ
అత్యవసరం	əɭiʋasara
అత్యవసర	əɭiʋɐsɐɾ
అత్యవసరము	əɭiʋɐsɐɾɐmu
అత్యాశ	ədiːaːʃ
అత్యుత్తమ	əɭʈuːtːʌm
అందం	and̪am̃
అందం	ɐɖʌm
అందగత్తె	and̪agat̪ːe
అందగత్తె	ənd̪əgat̪ːe
అందగత్తెలు	and̪agat̪ːelu
అందంగా	ənd̪aːŋga
అందగింపు	and̪agimpu
అందచేసింది	əɳɖatʃeːsindi
అందజేశారు	əɳɖadʒeʃaːɾu
అందదు	ənd̪uː
అదనంగా	əɖan̪d̪aːga
అదనపు	əɖən̪pu
అందని	əndani
అందము	and̪amu
అందమును	əɳɖamuːnu
అందమైన	ənd̪amɛjɳ
అందరి	ənd̪aɾi
అందరికీ	ənd̪agiː
అందరిలాగానే	əɳɖariɭɑːgɑːne
అందరు	and̪aɾu
అందరూ	ənd̪ɐruː
అదర్	əɖəɾ
అందలము	and̪alamu
అందలేదు	ənd̪al̪eːdu
అందాజు	and̪aːdʒu
అది	əɖi
అందించటం	andiːn̪tʃʌʈam
అందించడం	andiːn̪d̪ʌɖ̪i
అందించండి	andiːɳʈi
అందించమని	andiːn̪tʃaman̪di
అందించారు	andiːɳtʃaːruː
అందించింది	andiːɲdʑiːndi
అందించిన	andiːɳʈi
అందించినవి	andiːɳtʃiːnʋi
అందించే	andiːɳtʃe
అది-డబ్బు	əɖiɖabːu
అందిందా	andiːnd̪a
అదిలించాడు	ɐd̪iɭiɳɖaː
అందిస్తాయి	ɐn̪d̪is̪t̪aːj
అందిస్తారు	əɳɖis̪t̪aːɾu
అందిస్తుంది	ʌnd̪ɔːd̪uʈu
అందిస్తున్న	əɳɖis̪t̪un̪ː
అందు	and̪u
అందుకుంటారని	ɐn̪d̪ukuɳt̪aɾani
అందుకుంటారు	əɳɖʊkuɳt̪aːɾu
అందుకుంటుంది	əɳd̪ukuɳt̪uɳdi
అందుకున్న	əɳɖuɳː
అందుకొను	and̪ukonu
అందుకోలేని	ʌnd̪ukol̪eːni
అందుకోలేరు	ʌn̪d̪ukolɛru
అందుతుంది	əɳɖuɳɖu
అదుపు	əɖuːpu
అదుపులోకి	əɖuːɭogi
అందుబాటులో	əɳḍʌkɔː
అందుబాటులోకి	ənd̪aːkʌki
అందువలన	ɐn̪d̪uʋɐlən̪
అదృశ్యం	əɖɾɨʃjə
అదృశ్యమయ్యాయి	əɖɾuʃjəmɛjːɑːj
అదృశ్యమవడం	əɖɾuʃjəmaʋaɖɨm
అదృశ్యమవుతుంది	əɖɾuʃjəmoʋʈu
అదృశ్యమైంది	əɖɾɪʃjəmeɪndi
అదృశ్యమైన	əɖɾɪʃjəmeɪn̪
అదృష్టం	əɖɾiʂʈam
అదృష్ట	əɖɾiʂʈʰ
అదృష్టము	əɖɻʈʊmu
అదృష్టవంతులు	əɖɾiʂʈəʋɐnt̪uɭu
అదే	əɖe
అదేవిధంగా	əɖeʋiɖɑːŋgɑ
అద్దం	ɐɖɖɐm
అద్దాన్ని	ɐɖːn̪i
అద్దాలు	ɐɖːɐmu
అద్దె	ɐɖːe
అద్దెకు	ɐɖːegu
అద్భుత	ɐd̪bʰuʈ
అద్భుతం	əɖʋʊt̪am
అద్భుతంగా	ɐd̪bʰud̪ŋɐ
అద్భుతమైన	ɐd̪bʰut̪am̟e̞i̯n̪
అద్భుతమైనవి	əɖʋʊt̪amɛjɛnʋi
అద్భుతాలు	əɖʋuːt̪ɑːlu
అద్వైతం	ad̪ʋajt̪am̃
అద్వైతము	ad̪ʋajt̪amu
అంధకారంలో	əɳd̪ʱkaːɾʌmloː
అంధత్వము	and̪ʱat̪ʋamu
అధిక	əɖʱik
అధికంగా	əɖʰikiŋgɑ
అధికమైన	əɖʱikamɛjɳ
అధికార	əɖʱikɑːɾ
అధికారం	əɖʱikɑːɾɑːm
అధికారాలు	əɖʱikɑːɾɑːlu
అధికారి	əɖʱikɑːɾi
అధికారిక	əɖʱikɑːɾik
అధికారికంగా	əɖʱikɑːɾikɑːŋgɑ
అధికారులు	əɖʱikɑːɾulu
అధిగమించారు	əɖʱigamɪŋːu
అధిగమించింది	əɖʱigəmiɳʈʃuɳʈu
అధిగమించే	əɖʰigəmiːɳʈʃe
అధినేత	ədiːn̪eːt̪
అధిరోహించిన	əɖʱiɾoːkʰiɳɖi
అధ్బుతం	əɖʋʊt̪am
అధ్యక్ష	əɖʌkʂə
అధ్యక్షత	əɖʌkʂʈʌ
అధ్యక్షుడి	əɖʌkʂuɖi
అధ్యక్షుడిగా	əɖʌɭʃuɖigɑ
అధ్యక్షుడు	əɖʲʌkʂuɖu
అధ్యయనం	ɐd̪ʱjajɐn̪ʌm
అధ్వాన్నంగా	əɖʋaːn̪n̪gɑː
అనగా	ənaga
అనంతం	anantaⁿ
అనంతశక్తి	anantaʃakti
అనధికార	ən̪d̪ʱikɑːr̪ʌ
అనవసరంగా	ənəvəsərəŋgə
అనవసరమైనది	ənəvəsərəmɛi̯ndi
అనాటి	əˈn̪aːʈi
అనారోగ్యంతో	ənɑːrogɯɳʈo
అని	əni
అనిపించడం	ən̪iːpintʃad̪aːm
అనిపించవచ్చు	əɳiɭiɳtʃaʋoːtʃːu
అనిపించింది	əɳipikindi
అనిపించు	anipiɲtʃu
అనిపిస్తుందని	ənipʰist̪und̪ani
అనిపిస్తుంది	ən̪iːp̚oːd̪uːrʊ
అనిపిస్తున్నారు	əɳipʰist̪ʊnd̪uɾu
అనిపిస్తోంది	əɳipist̪uːduːrʌ
అనివార్యం	əɳiʋaːɾʲəm
అనిష్ప	əɳiʂp̞
అనుకరించడం	ənʊkɐɾiɳʈʌɽʈʌm
అనుకరించి	ənʊkɐɾiɳi
