"sé"	sɛ
abelhudamente	abˌeludamˈente
abelhudar	aˈβɨʎudɐr
abelhudice	abˈeʎʊdˈisɨ
abelhudo	ˌɐbeʎˈudw
abelhudo	ˌɐbɨʎˈudw
abeliceia	abelisˈeje
abelita	abɨlitɨ
abelite	ablite
abelmosco	abˈeʊmˈoʒkʊ
abelonita	abɛlɔnʲetɐ
abeloura	abɛlˈowra
abelícea	ˌɐbˈelˌisˈɛɐ
abemd	ɐbˈeɪmd
abemolante	aːbˌemˌulˈɐ̃ŋtˈɛ
abencerrage	ɐbˈeɪŋsɨʁˈˈaʒˌe
abencerragens	aːbˌeɪŋsɨʁˈaʒˌeɪŋʒ
abensonhadas	aːbeɪŋsˌuwˈadɐʒ
abençoada	ˌɐbeɪŋsuˈadɐ
abençoados	ˌɐbeɪŋsuˈadʊʒ
abençoar	ˌɐbeɪŋsuˈaɹ
abençoe	ˌɐbeɪŋsˈoɨ
aberas	aˈbɛɾas
abercrombie	ˌɐbɨɾəkɹumbˈiɨ
aberdim	abˌeɾədˈiŋ
aberlindado	ˌɐbɨɾəlˌiŋdˈadw
aberlindar	ɐbˈeɾəlˌiŋdɐɹ
aberrado	abɨxˈadʊ
aberrana	abˌeʁˈɐ̃mɐ
aberrante	ˌɐbɨʁˈɐ̃ŋtɨ
aberração	ɐbˌeʁˌɐsˈɐ̃ʊ̃
aberração	ˌɐbɨʁɐsˈɐ̃ʊ̃
aberrações	ˌɐbɨʁɐsˈõjʒ
aberrações	ˌɐbɨʁˌɐsˈõjʒ
aberrância	ˌɐbɨʁˈɐ̃ŋsjɐ
aberta	abˈɛʁtə
abertada	abˌeɾətˈadɐ
abertal	abˌeʁtˈaʊ
abertamente	aβɛɾt̪ɐmɛn̪tɨ
aberteiro	abˌeʁtˈeɪɾʊ
abertiço	ˌɐbɨɾətˈisw
aberto	aˈbɛrtɔ
aberto	aβɛrtɔ
aberto	ˌɐbˈɛɾətw
abertona	abˌɛɾətˈõnˈɐ
abertos	ˌɐbˈɛɾətʊʒ
abertura	ˌɐbɨɾətˈuɾɐ
abertural	ˌɐbɨɾətuɾˈɑl
abertão	abɨʁtˈaʊ
abes	ˈabɨʒ
abesana	abizɐ̃nɐ
abesantado	ˌɐbɨzˌɐ̃ŋtˈadw
abesantar	abɨsɨŋtaɾ
abescoinha	ɐbˌeʃkˈoɪɲɐ
abespinhada	ˌɐvɨʃpiɲˈadɐ
abespinhadiço	ɐbˌeʃpˈiɲɐdˈisʊ
abespinhado	ɐbˈeʃpiɲˈadʊ
abespinhar	abˌeʃpiɲˈaɹ
abespinháveis	ˌɐbˈeʃpiɲˈavˌeɪʃ
abespinhável	ˌɐbɨʃpiɲˈavˌɛl
abessalão	abˌesalˈɐ̃ʊ̃
abessino	ˌɐbɨsˈinˌu
abessivo	ˌɐbɨsˈivw
abestado	abˌestˈaðo
abestado	ˌɐbɨʃtˈadw
abestalhado	ˌɐbɨʃtaʎˈadw
abestação	ɐbˌɨʃtɐsˈɐ̃ʊ̃
abestializar	abestˈializˈaɾ
abestiar	abˌeʃtˈaɹ
abeta	abˈetɐ
abetardado	abetɐɾədˈadʊ
abetardinha	ˌɐbɨtˈaɾədˌiŋjɐ
abete	aːbeˈtːe
abetesgado	abɨtɨzgado
abetino	ˌɐbɨtˈiŋu
abeto	abeatʊ
abetoinha	abtˈoɪɲɐ
abetoiro	abtˈoiɾʊ
abetouro	abˌɨtˈowɾʊ
abetualha	abtuaʎa
abetumado	ˌɐbˌetumˈadw
abevacuação	ˌɐbɨvˌɐkwɐsˈɐ̃ʊ̃
abf	ˈabf
abgregar	abˌegɾɨgˈaɹ
abgregação	ˌɐbgɹɨgɐsˈɐ̃ʊ̃
abheda	abˈeðɐ
abi	ab
abi	ɐbˈi
abia	ˌɐbˈiɐ
abianos	abˌiɐ̃ŋuz
abiatar	abjetaɾ
abibe	abibio
abic	ɐbˈik
abicado	ˌɐbikˈadw
abicadoiro	ɐbikadɔiɾʊ
abicadouro	abikadouɾo
abicalçados	ˌɐbikˌɑlsˈadʊʒ
abicamento	abikɐmˈeɪŋtʊ
abicar	abikaɾ
abichado	ˌɐviʃˈadw
abichanado	abistˈanadʊ
abicharar	abˈiʃɐɾˈaɹ
abichornado	abˌiʃaʁənˈadʊ
abicorar	abikurak
abideno	abˌidˈeɪŋu
abidiel	ˌɐbidiˈɛl
abidocomes	abedokomis
abiec	ˌɐbiˈek
abiegno	abjɛːgnɔ
abieiro	abiei̯rɔ
abienos	abiezos
abietado	ˌɐbjɨtˈadw
abietena	abjɛtɔna
abietita	abjet̪et̪a
abieto	abjˈetʊ
abietoide	abʲietˈɔidɨ
abietáceo	ˌɐbjɨtˈaʒjw
abietênico	abjetˈenɛkɔ
abifa	ˌɐbˈifɐ
abifarma	ˌɐbifˈaɾəmɐ
abifumo	ˌɐbifˈumw
abigail	abigajʊ
abigail	ˌɐbigɐˈil
abigarrado	ˌɐbigɐʁˈadw
abigarrar	ˌɐbjgˌɐ̃ɾˈaɹ
abige	ˌɐbˈiʒɨ
abigodado	ˌɐbigudˈadw
abigodar	abˌigˌudˈaɹ
abigraf	ˌɐbigɹˈaf
abilio	ˌɐbilˈiʊ
abilo	abjelu
abilolado	ˌɐbilulˈadw
abilolar	aβ̞ilolaɾ
abilolação	ɐbˌiɾulɐsˈɐ̃ʊ̃
abimael	ɐbːimaˈɛl
abimael	ˌɐbimɐˈɛl
abimaq	ˌɐbimˈak
abimeleque	abimɛlɛkj
abinadabe	abinadaba
abinee	ˌɐbinˈiɨ
abio	abjɒ
abiofilia	ˌɐbiofˌilˈiɐ
abiogenesia	ɐbjˌuʒˌenɨʒˈiɐ
abiogênese	abiogeneze
abiola	ˌɐbiˈɔlɐ
abiológico	ɐbˌiolˈɔʒikʊ
abiombado	ˌɐbiˌõŋbˈadw
abiombar	abioŋβaɾ
abiorana	abjoɾɔnˈa
abiori	abjoaɾi
abiose	abioʄi
abioto	abjˈoðo
abiotrófico	ˌɐbjutɾˈɔfikw
abiove	ˌɐbiˈɔvɨ
abipla	ˌɐbˈiplɐ
abiplast	ˌɐbiplˈaʃt
abipão	abipau̯
abiq	ɐbˈik
abiquara	abjkwaɾa
abiqueirado	ˌɐbikˌeɪɾˈadw
abiquim	ˌɐbikˈim
abiriano	aːbjɾˈiɐ̃nʊ
abirritante	ˌɐbɨʁitˈɐ̃ŋtɨ
abirritar	abɪʁjtaɾ
abisagrar	abizagra
abisca	abˈiʃkɐ
abiscoitado	ɐbˈiʃkwitˈadw
abiscoitador	abˌiskuitadˈɔɹ
abiscoitar	abˌiskutˈaɹ
abiscoutado	ˌɐbiʃkultˈadw
abiscoutador	abiskɔutadauɾ
abiscoutar	abiskoɫtˈaːr
abiselar	ɐvizˈelɐɹ
abish	ɐbˈiʒ
abismado	ˌɐbiʒmˈadw
abismado	ˌɐbɨʒmˈadw
abismador	ɐbˈismadˈoɾ
abismalmente	abismalment̪ɪ
abismamento	abismamɛnto
abismante	ˌɐbɨʒmˈɐ̃ŋtɨ
abismo	abˈismʊ
abismo	abˈiʒmʊ
abismo	ˌɐbˈiʒmw
abismável	ˌɐbiʒmˈavˌɛl
abisonhar	abizõɲˈaɹ
abispar	abispar
abissal	abisˈaʊ
abissar	aβisˈaɹ
abissolítico	abisʊlˈitjkˌɔ
abitadura	abˌitɐdˈuɾɐ
abito	abjetˈo
abitolar	abitˈɾˈlaɾ
abitrigo	ˌɐbitɹˈigw
abitões	ˌɐbitˈõjʒ
abiu-piloso	ˌɐbjupˌilˈozʊ
abiu-roxo	abiuʃoʃo
abiurana	abjurɐnˈa
abjecção	ˌɐbʒɨsˈɐ̃ʊ̃
abjeição	ˌɐbʒɨjsˈɐ̃ʊ̃
abjetamente	abʒetamente
abjeto	abɟʝɛtɔ
abjudicador	ˌɐbʒudikˈadˈoɹ
abjudicação	ˌɐbʒudikɐsˈɐ̃ʊ̃
abjudicáveis	ˌɐbʒudikˈaveiʒ
abjugar	abixugˈaɹ
abjugativo	abʒˈˈgˈativɔ
abjurador	ɐbʒˌuɾɐdˈoɹ
abjuramento	apʒuɾamento
abjurando	abʒuɾəando
abjuratório	aːbʒuɾəatˈɔɾjw
abjuração	ˌɐbʒuɾɐsˈɐ̃ʊ̃
abjurgatório	ˌɐbʒuɾəgˌɐtˈɔjw
abjurgação	ˌɐbʒuɾəgɐsˈɐ̃ʊ̃
abkházia	ˌɐbkˈazjɐ
abl	ˈabl
ablactado	ablaktˈaðo
ablaquear	aːblakˈeɪɐɹ
ablaqueação	ɐblɐkˈeɐsˈɐ̃ʊ̃
ablaquecer	ablakˈɛsˈeɾ
ablastina	ˌɐblɐʃtˈinɐ
ablastêmico	aːblastɛmjkɔ
ablatado	ablataðo
ablativo	ablatʃivu
ablator	aβ̞lat̪uɾ
ablação	ablɐsˈɐ̃ʊ̃
ablefaria	ˌɐblɨfɐɾˈiɐ
ablegação	ˌɐblˌegɐsˈɐ̃ʊ̃
ableia	aβ̞leja
ableitado	ˌɐblɨitˈadw
ablocar	ablokaːx
ablocação	ɐblˌukɐsˈɐ̃ʊ̃
abluir	ablwˈiʁ
ablutofobia	ablutufobie
ablução	ablusˈɛ̃w
abláquia	ablakja
abn	ˈabn
abnegado	ˌɐbnɨgˈadw
abnegador	abnɛgadu
abnegados	ˌɐbnɨgˈadʊʒ
abnegar	ˌɐgnɨgˈaʁ
abnegação	ˌɐbnɨgɐsˈɐ̃ʊ̃
abnelécteno	abnelɛktɛnʊ
abner	abˈɛnˌeʁ
abneto	abnɛt
abnodar	abinɔdɑr
abnodoso	ˌɐbnudˈuzw
abnor	ɐbnˈoɹ
abnormal	anoɾmɑl
abnormalidade	apnʊɾmalidɐdˈe
abnormidade	abnoxamidadɨ
abnormidade	ˌɐbnɔɾəmidˈadɨ
abnt	ˈabnt
abnuência	ˌɐdnuˈeɪŋsjɐ
aboamento	abˌoɐmˈeɪŋtʊ
aboar	aboʁ
abobadar	abobad̪aɾ
abobadilha	aːbˌubadˈiʎɐ
abobadilheiro	abˌɔbadˈiʎeɪɾʊ
abobado	ˌɐbubˈadw
abobalhado	abobɐʎadw
abobalhar	abɔvaʎaɾ
abobalhação	ɐbˌɔbˌɐʎɐsˈɐ̃ʊ̃
abobar	abobˈa
aboborar	aboborˈaɹ
aboboreira	aːbˈobʊɾɨiɾɐ
aboborinha	aːbˈˌɔbˈɹɪnhˌɐ
abobra	abɔbrɛ
abobrinha	abˌɔbɹɪɲˈa
abobrinha	ˌɐbubɹˈiɲɐ
abobrinhas	ˌɐbubɹˈiɲɐʒ
abocadura	ɐbˈɔkɐdˈuɾɐ
abocamento	ˌɐbukɐmˈeɪŋtw
abocanha	ˌɐbukˈɐ̃ɲɐ
abocanhada	abokaɲadda
abocanhado	ˌɐbˌukɐ̃ɲˈadw
abocanhador	ɐbˌukˈɐ̃ɲɐdˈoɾə
abocanhamento	ˌɐbukˌɐ̃ɲamˈeɪŋtʊ
abocanhar	aːbˌɔkɐ̃ɲˈaɹ
abocanhar	ˌɐbukɐ̃ɲˈaɹ
abocanhou	ˌɐbukɐ̃ɲˈow
abocanhável	abokɐ̃ɲˈavˌɛlˈ
abocar	abokˈa
abocardado	ˌɐbukɐɾədˈadw
abocardamento	ˌɐbukˌaɾədɐmˈeɪŋtʊ
abocardar	ɐbːukˈaɾədˈaɹ
aboche	ɐbˈɔʃtɨ
aboclusão	abˌukluzˈɐ̃ʊ̃
abodega	abodɛɣa
abodegueiro	abˌɔðɨgˈeɪɾʊ
aboemado	abʊimadu
abogão	abˌogˈɐ̃ʊ̃
aboiado	ˌɐboɪˈadw
aboirana	abˌoeɾˈɐ̃nˌɐ
aboiz	abɔis
abojamento	ˌɐbuʒɐmˈeɪŋtʊ
abojar	abojˈaɾ
abolachar	abˌolɐ̃ʃˈaɹ
abolado	abolaˈdo
aboladura	abˈolɐdˈuɾa
abolar	abola
abole	ˌɐbˈɔlɨ
aboleimado	abˈoleimˈadˈo
aboletados	ˌɐmul�itˈadʊʒ
aboletamento	aːbʊljt̪ɐmɛn̪tʊ
aboletar	aːbolˈetˈaɹ
aboleto	apoleto
abolfo	aːbˈowfu
abolhar	aboʝaɾ
abolibilidade	ɐbˌulˌibˌilidˈadɨ
abolibilidade	ˌɐbulˌibˌilidˈadɨ
abolicionistamente	abɾoljsioŋistamintɨ
abolicismo	ˌɐbulisˈiʒmw
abolicista	abˌulisˈiʃtɐ
abolicístico	abolisiʃtiko
abolida	ˌɐbulˈidɐ
abolidas	ˌɐbulˈidɐʒ
abolido	abˌɔlˈidʊ
abolido	ˌɐbulˈidw
abolidor	abɔliduɾʒ
abolim	aːbˌɔlˈiŋ
abolimento	ˌɐbulimˈeɪŋtʊ
abolinado	ˌɐbulˌinˈadw
abolinar	abɔlinaħ
abolir	ˌɐbulˈiɹ
aboliu	ˌɐbulˈiʊ
abolição	ˌɐbulisˈɐ̃ʊ̃
abolorecer	abɔlɔleseɾ
abolível	abɔlˈivˌɛl
abomasite	abɔmɐzitɛ
abomaso	aːbˌumˈazw
abombachado	ɐbˈoŋbˌɐʃˈadʊ
abombado	aːbˌɐ̃ʊ̃bɐdˈɔ
abombamento	ɐbˌɔmbɐmˈeɪŋtʊ
abombar	abõmbaɾ
abomina	ˌɐbumˈinɐ
abominado	ˌɐbominˈadw
abominador	abomʲenador
abominando	ˌɐbominˈɐ̃ŋdw
abominar	abomina
abominar	ˌɐbuminˈaɹ
abominava	ˌɐbˌumˌinˈavɐ
abominação	ˌɐbomˌinɐsˈɐ̃ʊ̃
abominável	apomɪnˈavˌɛl
abominável	ˌɐbuminˈavˌɛl
abomínio	aːbˌumˈiŋˌiʊ
abonado	abonado
abonador	abonadoɾ
abonamento	abonamˈeɪŋtʊ
abonança	aːbˌɔnˈɐ̃ŋsɐ
abonançador	ˌɐbunˌɐ̃ŋsɐdˈoɹ
abonaxi	abonaʃ
abondar	aːbˌõŋdˈaɹ
abono	ˌɐbˈonw
abonos	ˌɐbˈonʊʒ
aboquejar	abokexaɾ
aborbitação	ɐbˌuɾəbitɐsˈɐ̃ʊ̃
aborbulhamento	ɐbˌuɾəbuʎˈɐ̃mˈeɪŋtʊ
aborcar	abokˈaɹ
aborda	abɔdɐ
aborda	ˌɐbˈɔɾədɐ
abordabilidade	ˌɐbˈoɾənɐbˌilidˈadɨ
abordada	ˌɐbuɾədˈadɐ
abordada	ˌɐbɔɾədˈadɐ
abordadas	ˌɐbuɾədˈadɐʒ
abordado	abɔɣadadʊ
abordado	ˌɐbuɾədˈadw
abordador	abɔɾˈdadoʁ
abordados	ˌɐbuɾədˈadʊʒ
abordagem	ˌɐbuɾədˈaʒeɪŋ
abordagem	ˌɐbuɾədˈaʒˌeɪŋ
abordagens	ˌɐbuɾədˈaʒeɪŋʒ
abordando	ˌɐbuɾədˈɐ̃ŋdw
abordante	aburdantɛ
abordará	ˌɐbuɾədɐɾˈa
abordo	aˈbɔʁdo
abordoado	ˌɐbuɾəduˈadw
abordoar	abˌoʁdwˈaʁ
abordou	ˌɐbuɾədˈow
abordável	ˌɐbuɾədˈavˌɛl
abordável	ˌɐbɔɾətˈavˌɛl
aboriginal	ˈabˌuɾiʒinˈɑl
aborletar	abuɣletaɾ
abornalar	aboɣ̞nalaɾ
aborrascado	ˌɐbˌuʁˌɐʃkˈadʊ
aborrece	ˌɐbuʁˈɛsɨ
aborrecedor	ˌɐbʊʁesˌedˈoɹ
aborrecer	aboɣɨseɾ
aborrecer	ˌɐbuʁɨsˈeɹ
aborreci	abˌɔʁɨsi
aborrecia	ˌɐbˌuʁɨsˈiɐ
aborrecida	ˌɐbuʁɨsˈidɐ
aborrecida	ˌɐbʊʁɨsˈidɐ
aborrecido	abˌuʁɨsˈidʊ
aborrecido	ˌɐbuʁɨsˈidw
aborrecido	ˌɐbˈɔʁɨkˈidʊ
aborrecidos	ˌɐbuʁɨsˈidʊʒ
aborrecimento	ˌɐbuʁˌesimˈeɪŋtw
aborrecimentos	ˌɐbuʁˌesimˈeɪŋtʊʒ
aborregado	ˌɐbuʁɨgˈadw
aborreçam	abʊʁesam
aborrido	ˌɐbʊʁˈidʊ
aborrimento	ˌɐbʊʁimˈeɪŋtʊ
aborrir	ˈabˈoxˈˈjˈx
aborso	abɔrsu
abortado	ˌɐbuɾətˈadw
abortamento	ˌɐbˌuɾətɐmˈeɪŋtw
abortando	ˌɐbuɾətˈɐ̃ŋdw
abortação	ɐbˌuɾətɐsˈɐ̃ʊ̃
aborteiro	ˌɐbɨɾəteɪɾʊ
aborticida	ˌɐbɔɾətiʃˈidɐ
abortista	aburtʃizta
abortividade	ˌɐbʊɾətˌividˈadɨ
abortividade	ˌɐbˌuɾətivˈidɐdɨ
abortivo	abˌuɾətˈivw
abortivos	ˌɐbˈoɾətˈivˌuz
aborto	ˌɐbˈoɾətw
abortos	abortus
abortos	ˌɐbˈoɾətʊʒ
abortou	ˌɐbuɾətˈow
aborção	ɐbˈoʁˌsɐ̃ʊ̃
aborícolas	abuɾikulɐʃ
aborígene	abˌuɾˈiʒˌenɪ
aborígenes	aboɾiʒenes
aborígenes	ˌɐbuɾˈiʒɨnɨʒ
aborígines	ˌɐbuɾˈiʒinɨʒ
aboscar	aboska
abostelar	abost̪elaɾ
abotecar	abotˈekˈaɾ
abotequinado	abutɨkinadu
aboticado	ˌɐbutikˈadw
abotijamento	ˌɐbutiʒɐmˈeɪŋtw
abotinado	ˌɐbutinˈadw
abotoada	ˌɐbutˌuˈadɐ
abotoadura	ˌɐbutˌuɐdˈuɾɐ
abotoar	ˌɐbutuˈaɹ
abotoação	ˌɐbutˌuɐsˈɐ̃ʊ̃
abotoeira	abˌɔtʊˈeɪɾɐ
abotrofera	abˈotɹˈɔfˈɛɾɐ
abou	ɐbˈow
abougar	aːbogaɾ
about	ɐbˈowt
above	abov
above	ˌɐbˈɔvɨ
aboveda	aːbˌovˈedɐ
abovila	ˌɐbuvˈilɐ
aboçado	ˌɐbusˈadw
aboçadura	ɐbˌusɐdˈuɾɐ
aboçamento	ˌɐbusɐmˈeɪŋtw
aboçar	abosˈaɾ
abpd	ˈabpd
abr	ˈabɹ
abra	abra
abra	ˈabɹɐ
abraamístico	abɾɐ̃ʊ̃mˈiʃtikʊ
abrac	ɐbɹˈak
abracadabresco	ˌɐbrɐkˈadɐbɹˈeskʊ
abracadabrista	abrɐkˈadɐbɹˈiʃtɐ
abracaf	ˌɐbɹɐkˈaf
abracalã	aːbɹɐkˈɐlɐ̃
abracei	apɾasej
abracos	ˌɐbɹˈasʊʒ
abrad	ɐbɹˈad
abradante	abɾɐdˈɐ̃ŋtˌɨ
abradar	aɾɐdˈaɹ
abradif	ˌɐbɹɐdˈif
abraham	ˌɐbɹˈaɐ̃ʊ̃
abrahams	ˌɐbɹɐˈɐ̃mʒ
abrahão	ˌɐbɹɐˈɐ̃ʊ̃
abram	ˈabɹɐ̃ʊ̃
abramczyk	ˌɐbɹɐ̃mkzˈik
abramge	ˌɐbɹˈɐ̃mʒɨ
abramo	ˌɐbɹˈɐ̃mw
abrams	ɐbɹˈɐ̃mʒ
abrancar	abɾanˈkɐr
abranches	ˌɐbɹˈɐ̃ŋʃɨʒ
abrandadura	ˌɐbɹɐ̃ŋdˈadˈuɾɐ
abrandamento	ˌɐbɹɐ̃ŋdɐmˈeɪŋtw
abrandar	ˌɐbɹɐ̃ŋdˈaɹ
abrandaram	ˌɐbɹɐ̃ŋdˈaɾɐ̃ʊ̃
abrandecer	ˌɐbɹɐ̃ŋdɨsˈeʁ
abrandecimento	ˌɐbɹɐ̃ŋdˌesimˈeɪŋtʊ
abrandou	ˌɐbɹɐ̃ŋdˈow
abrange	ˌɐbɹˈɐ̃ŋʒɨ
abrangem	ˌɐbɹˈɐ̃ŋʒeɪŋ
abrangendo	ˌɐbɹɐ̃ŋʒˈeɪŋdw
abrangentes	ˌɐbɹɐ̃ŋʒˈeɪŋtɨʒ
abranger	abɾɐ̃ŋʒˈeɹ
abranger	ˌɐbɹɐ̃ŋʒˈeɹ
abrangerá	abɹɐ̃ŋʒeɾa
abrangeu	ˌɐbɹɐ̃ŋʒˈeʊ
abrangia	ˌɐbɹɐ̃ŋʒˈiɐ
abrangimento	ˌɐbɹɐ̃ŋʒimˈeɪŋtʊ
abrangência	abɹɐ̃ŋʒˈeɪŋsjɐ
abrangência	ˌɐbɹɐ̃ŋʒˈeɪŋsjɐ
abrangível	ˌɐbɹɐ̃ŋˈivˌɛl
abranquecimento	ɐbɹˌɐ̃ŋkˈesimˈeɪŋtʊ
abranquia	abɾankˈiɐ
abranquídeos	ɐbɹˈankɪdeʊʒ
abrantes	ˌɐbɹˈɐ̃ŋtɨʒ
abrapp	ɐbɹˈap
abraquiocéfalo	abɾakɨʊsˈɛfɐlʊ
abras	ˈabɹɐʒ
abrasado	ˌɐbɹɐzˈadw
abrasador	ˌɐbɹɐzɐdˈoɹ
abrasador	ˌɐbɹɐzˈadˈoɹ
abrasadura	ɐbɹˈazɐdˈuɾɐ
abrasante	abrazinte
abrasar-se	ɐbɹɨsˈaɹsɨ
abrasileirado	ɐbɹˌɐzilˈeɪɾˈadʊ
abrasivamente	ɐbɾɐzivɐmˈeɪŋtɨ
abrasividade	abɾasividadɨ
abrasivos	abɾasˈivʊʒ
abrasp	ɐbɹˈaʃp
abrasão	abɾɐsˈaʊ̃
abrasão	ɐbɹɐsˈɐ̃ʊ̃
abrasão	ɐbɾɐzˈɐ̃ʊ̃
abravest	ˌɐbɹɐvˈeʃt
abraâmida	aːbɹaˈɐ̃ɐ̃mjdɐ
abraâmio	abɾaðˈɐ̃mjʊ
abraão	abɾaɐ̃ʊ
abraão	abɾɐ̃o
abraão	ɐbɹɐ̃ˈɐ̃w
abraão	ˌɐbɹɐˈɐ̃ʊ̃
abraça	ˌɐbɹˈasɐ
abraçada	ˌɐbɹɐsˈadɐ
abraçadas	ˌɐbɹɐsˈadɐʒ
abraçado	abɾasˈadʊ
abraçado	ˌɐbɹɐsˈadw
abraçados	ˌɐbɹɐsˈadʊʒ
abraçadura	ˌɐbɹɐsˈadˌuɾɨ
abraçam	ˌɐbɹˈasɐ̃ʊ̃
abraçamento	ˌɐbɹɐsɐmˈeɪŋtw
abraçamos	ˌɐbɹɐsˈamʊʒ
abraçando	ˌɐbɹɐsˈɐ̃ŋdw
abraçante	ˌɐbɹɐsˈɐ̃ŋtɨ
abraçar	abrasar
abraçar	abɾasˈaɾ
abraçar	ˌɐbɹɐsˈaɹ
abraçar-se	ˌɐbɹɐsˈaɹse
abraçaram	ˌɐbɹɐsˈaɾɐ̃ʊ̃
abraçaram	ˌɐbɾɐsˈaɾɐ̃ʊ̃
abraçava	ˌɐbɹɐsˈavɐ
abraço	abɾas
abraço	abɾaθo
abraço	ɐbɾˈaʃʊ
abraço	ˌɐbɹˈasw
abraços	ˌɐbɹˈasʊʒ
abraços	ˌɐbɹˈasˈos
abraços	ˌɐbɹˈasˈʊʒ
abraços	ˌɐbɹˈaθʊʒ
abraçou	ˌɐbɹɐsˈow
abraçá	ˌɐbɹɐsˈa
abração	ˌɐbɹɐsˈɐ̃ʊ̃
abre	abrim
abre	ˈabɹɨ
abre-alas	ˈabreˈalas
abre-boca	ˌɐbɹɨbˈoka
abre-garrafas	ˌɐbɹigɐʁˈafɐʒ
abre-latas	abrelatas
abreação	ˌɐbɹiɐsˈɐ̃ʊ̃
abrem	ˈabɹeɪŋ
abrenunciação	ɐbɹɨnˈũŋsjɐsˈɐ̃ʊ̃
abres	abris
abreu	ɐbɹˈeʊ
abreugráfico	ˌɐbɹeˈowgɹˈafikʊ
abreviadamente	ɐbɹˌɨviˈadɐmˈeɪŋtɨ
abreviado	ˌɐbɹɨviˈadw
abreviador	ˌɐbrɨvjˈadw
abreviando	ˌɐbɹɨviˈɐ̃ŋdw
abreviar	ˌɐbɹɨviˈaɹ
abreviativo	ˌɐbɹɨviatˈivw
abreviatura	ˌɐbrɨviˈatˈuɾˈɐ
abreviatura	ˌɐbɹɨvˌiɐtˈuɾɐ
abreviaturas	ˌɐbɹɨvˌiɐtˈuɾɐʒ
abreviatório	ˌɐbrɨviatˈɔɾjw
abreviação	ˌɐbɨvˌiɐsˈɐ̃ʊ̃
abreviação	ˌɐbɹɨvˌiɐsˈɐ̃ʊ̃
abreviações	ˌɐbɹɨvjaθˈõjʒ
abreviável	ˌɐbrɨviˈavˌɛl
abri	ɐbɹˈi
abria	abria
abria	ˌɐbɹˈiɐ
abriam	abrijam
abriam	ˌɐbɹˈiɐ̃ʊ̃
abricote	aːbrikˈot
abricoteiro	abɾˈikotˈeɪɾʊ
abricozeiro	abɹˈikuzˌeɪɾʊ
abricó	ˌɐbɹikˈɔ
abricó-da-flórida	ɐbɹikˈɔdɐflˈɔɾidɐ
abricó-da-praia	ɐbɹikˈɔdɐpɹˈaɪɐ
abricó-de-macaco	ˌɐbɹikˈɔdɨmˌɐkˈakʊ
abricó-do-brasil	ˌɐbɹikˈɔdʊbɹɐzˈil
abrideias	abrideies
abrideira	abɾiðˈeɪɾɐ
abridela	abɾiðˈɛlˈa
abridor	aˈbɹiduɾə
abridor	ˌɐbɹidˈoɹ
abridura	abridurɨ
abriga	abriga
abriga	ˌɐbɹˈigɐ
abrigada	abɾigˈadɨ
abrigadas	ˌɐbɹigˈadɐʒ
abrigado	ˌɐbɹigˈadw
abrigadoiro	abrigadoi̯rɔ
abrigados	ˌɐbɹigˈadʊʒ
abrigadouro	ɐbˌɹigɐdˈowɾʊ
abrigam	ˌɐbɹˈigɐ̃ʊ̃
abrigamento	abɾigamˈeɪŋtʊ
abrigando	ˌɐbɹigˈɐ̃ŋdw
abrigar	ˌɐbɹigˈaɹ
abrigar	ˌɐbɹiɣˈaɹ
abrigará	ˌɐbɹigɐɾˈa
abrigarão	ɐbɹiʒarˈɐ̃ʊ̃
abrigasse	abɾɨgˈaʃsɨ
abrigava	ɐbɹˌigˈavɐ
abrigava	ˌɐbɹigˈavɐ
abrigavam	abrˌigˈavɐ̃ʊ̃
abrigo	ambrigo
abrigo	ˌɐbɹˈigw
abrigoir	abrigwio
abrigou	ˌɐbɹigˈow
abril	abɾiu
abril	abɾiʊ
abril	ɐbɹˈil
abrilhantadista	abɹiʎˈɐ̃ŋtɐdˈiʃtʊ
abrimento	ˌɐbɹimˈeɪŋtʊ
abrimos	abrimos
abrimos	ˌɐbɹˈimʊʒ
abrin	ɐbɹˈin
abrina	abrinɐ
abrindo	ˌɐbɹˈiŋdw
abrinq	ɐbɹˈiŋk
abrir	abriɐ
abrir	abriɾ
abrir	ɐbɹˈiɹ
abriram	ˌɐbɹˈiɾɐ̃ʊ̃
abriras	abɾiɾa
abriremos	abriremʊs
abriria	ˌɐbɹiɾˈiɐ
abririam	ˌɐbɹiɾˈiɐ̃
abririam	ˌɐbɹiɾˈiɐ̃ʊ̃
abririas	ˌɐbɹiɾˈiɐʒ
abrirmos	abriɾmʊs
abrirá	abɹɪɾa
abrirá	ˌɐbɹiɾˈa
abrirão	ˌɐbɹiɾˈɐ̃ʊ̃
abriríamos	ˌɐbɹiɾˈiɐmʊʒ
abrismo	ˌɐbrˈiʒmw
abrisse	ˌɐbɹˈisɨ
abrissem	ˌɐbɹˈiseɪŋ
abrição	ɐbɹɨsˈɐ̃ʊ̃
abro	abro
abro	ˈabɹw
abrocadado	ˌɐbɹukɐdˈadw
abrochador	ɐbɹˌoʃɐdˈoɹ
abrochadura	abɹˈoʃɐdˈuɾɐ
abrochar	abrˈoʃˈaːx
abrocoma	abrˈokomɐ
abrofilo	abrofilo
abrolhada	abɾuʝadɐ
abrolhado	ˌɐbɹuʎˈadw
abrolhador	ɐbɹˈowjɐdˈoɹ
abrolhos	ˌɐbɹˈoʎʊʒ
