aakkonen	ˈɑɑkkonen
ahertaja	ˈɑherˌtɑjɑ
ähinä	ˈæhinæ
ähistä	ˈæhistæ
ahjo	ˈɑhjo
ähkää	ˈæhkææ
ähkäistä	ˈæhkæistæ
ähkäisy	ˈæhkæisy
ähke	ˈæhke
ahkeraan	ˈɑhkerɑɑn
ahkera	ˈɑhkerɑ
ahkeraliisa	ˈɑhkerɑˌliisɑ
ahkerasti	ˈɑhkeˌrɑsti
ahkeroida	ˈɑhkeˌroidɑ
ahkerointi	ˈɑhkeˌrointi
ahkeruus	ˈɑhkeruus
ähkiä	ˈæhkiæ
ähkinä	ˈæhkinæ
ahkio	ˈɑhkio
ähkyä	ˈæhkyæ
ähky	ˈæhky
ahma	ˈɑhmɑ
ahmaista	ˈɑhmɑistɑ
ahmaisu	ˈɑhmɑisu
ahmatti	ˈɑhmɑtti
ahmia	ˈɑhmiɑ
ahmimishäiriö	ˈɑhmimisˌhæiriø
ahminta	ˈɑhmintɑ
ahnaasti	ˈɑhnɑɑsti
ahnas	ˈɑhnɑs
ahnaus	ˈɑhnɑus
ahne	ˈɑhne
ahneesti	ˈɑhneesti
ahnehdinta	ˈɑhnehˌdintɑ
ahnehtia	ˈɑhnehˌtiɑ
ahnehtija	ˈɑhnehˌtijɑ
ahneus	ˈɑhneus
aho	ˈɑho
ahomansikka	ˈɑhoˌmɑnsikkɑ
ahoniitty	ˈɑhoˌniitty
ahrain	ˈɑhrɑin
ahtaa	ˈɑhtɑɑ
ahtaaja	ˈɑhtɑɑjɑ
ahtaalla	ˈɑhtɑɑllɑ
ahtaalle	ˈɑhtɑɑlle
ahtaasti	ˈɑhtɑɑsti
ahtauma	ˈɑhtɑumɑ
ahtaus	ˈɑhtɑus
ahtausliike	ˈɑhtɑusˌliike
ahtaustyö	ˈɑhtɑˌustyø
ahtauttaa	ˈɑhtɑˌuttɑɑ
ahtautua	ˈɑhtɑuˌtuɑ
ahtautuma	ˈɑhtɑuˌtumɑ
ahteri	ˈɑhteri
ahti	ˈɑhti
ahti	ˈɑhti
ahtisaarna	ˈɑhtiˌsɑɑrnɑ
ahtoilma	ˈɑhtoilmɑ
ahtojää	ˈɑhtojææ
ahtopaine	ˈɑhtoˌpɑine
ahtoutua	ˈɑhtouˌtuɑ
ahven	ˈɑhven
ahvenheinä	ˈɑhvenˌheinæ
ahvenruoho	ˈɑhvenˌruoho
ahvenvita	ˈɑhvenˌvitɑ
ai	ˈɑi
aidanne	ˈɑidɑnne
aidanrako	ˈɑidɑnˌrɑko
aidanseiväs	ˈɑidɑnˌseivæs
aidanvieri	ˈɑidɑnˌvieri
aidas	ˈɑidɑs
aidaskääpä	ˈɑidɑsˌkææpæ
aidata	ˈɑidɑtɑ
äidillinen	ˈæidilˌlinen
äidillisesti	ˈæidilliˌsesti
äidillisyys	ˈæidilˌlisyys
äidinäiti	ˈæidiˌnæiti
äidinisä	ˈæidiˌnisæ
äidinkasvot	ˈæidinˌkɑsvot
äidinkielenkoe	ˈæidinˌkielenˌkoe
äidinkielenopettaja	ˈæidinˌkielenoˌpettɑjɑ
äidinkieli	ˈæidinˌkieli
äidinkielinen	ˈæidinˌkielinen
äidinmaidonvastike	ˈæidinˌmɑidonˌvɑstike
äidinmaito	ˈæidinˌmɑito
äidinmaitokeskus	ˈæidinˌmɑitoˌkeskus
äidinonni	ˈæidiˌnonni
äidinperintö	ˈæidinpeˌrintø
äidinpuoleinen	ˈæidinˌpuoleinen
äidinrakkaus	ˈæidinˌrɑkkɑus
äidinvaisto	ˈæidinˌvɑisto
äiditellä	ˈæidiˌtellæ
äiditön	ˈæiditøn
aidoittaa	ˈɑidoittɑɑ
aidosti	ˈɑidosti
aids	ˈɑids
aids-potilas	ˈɑidspoˌtilɑs
aie	ˈɑie
aiemmin	ˈɑiemmin
aiempi	ˈɑiempi
aiennus	ˈɑiennus
aientaa	ˈɑientɑɑ
aiepöytäkirja	ˈɑieˌpøytæˌkirjɑ
aiesopimus	ˈɑieˌsopimus
aihe	ˈɑihe
aiheellinen	ˈɑiheelˌlinen
aiheellisesti	ˈɑiheelliˌsesti
aiheellistaa	ˈɑiheelˌlistɑɑ
aiheellistua	ˈɑiheelˌlistuɑ
aiheellisuus	ˈɑiheelˌlisuus
aiheenmukainen	ˈɑiheenmuˌkɑinen
aiheenvalinta	ˈɑiheenvɑˌlintɑ
aiheeton	ˈɑiheeton
aiheettomasti	ˈɑiheettoˌmɑsti
aiheettomuus	ˈɑiheetˌtomuus
aihelma	ˈɑihelmɑ
aihepiiri	ˈɑiheˌpiiri
aihetodiste	ˈɑihetoˌdiste
aiheuttaa	ˈɑiheˌuttɑɑ
aiheuttaja	ˈɑiheˌuttɑjɑ
aiheutua	ˈɑiheuˌtuɑ
aiheutus	ˈɑiheutus
aihio	ˈɑihio
äijä	ˈæijæ
aijai	ˈɑijɑi
äijänkäppänä	ˈæijænˌkæppænæ
äijänkäppyrä	ˈæijænˌkæppyræ
aikaa	ˈɑikɑɑ
aika-ajo	ˈɑikɑɑjo
aikaan	ˈɑikɑɑn
aikaansaada	ˈɑikɑɑnˌsɑɑdɑ
aikaansaamaton	ˈɑikɑɑnˌsɑɑmɑton
aikaansaamattomuus	ˈɑikɑɑnˌsɑɑmɑtˌtomuus
aikaansaannos	ˈɑikɑɑnˌsɑɑnnos
aikaansaanti	ˈɑikɑɑnˌsɑɑnti
aikaansaapa	ˈɑikɑɑnˌsɑɑpɑ
aikaansaava	ˈɑikɑɑnˌsɑɑvɑ
aika-arvo	ˈɑikɑɑrvo
aika	ˈɑikɑ
aikaero	ˈɑikɑˌero
aikaerorasitus	ˈɑikɑˌeroˌrɑsitus
aikaihminen	ˈɑikɑihˌminen
aikailla	ˈɑikɑillɑ
aikailu	ˈɑikɑilu
aikainen	ˈɑikɑinen
aikaisemmin	ˈɑikɑiˌsemmin
aikaisin	ˈɑikɑisin
aikaisintaan	ˈɑikɑiˌsintɑɑn
aikaistaa	ˈɑikɑistɑɑ
aikaistua	ˈɑikɑisˌtuɑ
aikaistus	ˈɑikɑistus
aikaisuus	ˈɑikɑisuus
aikajakso	ˈɑikɑˌjɑkso
aikajärjestys	ˈɑikɑˌjærjestys
aikakauppa	ˈɑikɑkɑˌuppɑ
aikakausi	ˈɑikɑˌkɑusi
aikakausjulkaisu	ˈɑikɑkɑˌusjulˌkɑisu
aikakauskirja	ˈɑikɑkɑˌuskirjɑ
aikakauslehdistö	ˈɑikɑkɑˌuslehˌdistø
aikakauslehti	ˈɑikɑkɑˌuslehti
aikakirja	ˈɑikɑˌkirjɑ
aikakone	ˈɑikɑˌkone
aikakysymys	ˈɑikɑˌkysymys
aikakytkin	ˈɑikɑˌkytkin
aikalainen	ˈɑikɑˌlɑinen
aikalaukaisin	ˈɑikɑˌlɑukɑisin
aikalisä	ˈɑikɑˌlisæ
aikalukko	ˈɑikɑˌlukko
aikaluokka	ˈɑikɑˌluokkɑ
aikamäärä	ˈɑikɑˌmææræ
aikamatka	ˈɑikɑˌmɑtkɑ
aikamatkailu	ˈɑikɑmɑtˌkɑilu
aikamatkustus	ˈɑikɑˌmɑtkustus
aikamerkki	ˈɑikɑˌmerkki
aikamies	ˈɑikɑmies
aikamiespoika	ˈɑikɑˌmiespoikɑ
aikamiina	ˈɑikɑˌmiinɑ
aikamitta	ˈɑikɑˌmittɑ
aikamoinen	ˈɑikɑˌmoinen
aikamuoto	ˈɑikɑˌmuoto
aikanaan	ˈɑikɑnɑɑn
aikansa	ˈɑikɑnsɑ
aikapalkka	ˈɑikɑˌpɑlkkɑ
aikapalkkainen	ˈɑikɑpɑlkˌkɑinen
aikapalkkaus	ˈɑikɑˌpɑlkkɑus
aikapeli	ˈɑikɑˌpeli
aikapommi	ˈɑikɑˌpommi
aikapula	ˈɑikɑˌpulɑ
aikarahtaus	ˈɑikɑˌrɑhtɑus
aikarajoitus	ˈɑikɑrɑˌjoitus
aikasytytin	ˈɑikɑˌsytytin
aikasytytteinen	ˈɑikɑsyˌtytteinen
aikasytytyksinen	ˈɑikɑˌsytyˌtyksinen
aikasytytys	ˈɑikɑˌsytytys
aikataulu	ˈɑikɑˌtɑulu
aikatauluttaa	ˈɑikɑˌtɑuluttɑɑ
aikatiedotus	ˈɑikɑˌtiedotus
aikaurakka	ˈɑikɑuˌrɑkkɑ
aikauttaa	ˈɑikɑˌuttɑɑ
aikautus	ˈɑikɑutus
aikaväli	ˈɑikɑˌvæli
aikavalotus	ˈɑikɑˌvɑlotus
aikavaraus	ˈɑikɑˌvɑrɑus
aikaveloitus	ˈɑikɑveˌloitus
aikavyöhyke	ˈɑikɑˌvyøhyke
aikayksikkö	ˈɑikɑˌyksikkø
aikido	ˈɑikido
aikoa	ˈɑikoɑ
aikoinaan	ˈɑikoinɑɑn
aikojaan	ˈɑikojɑɑn
aikomus	ˈɑikomus
aikuinen	ˈɑikuinen
aikuisikä	ˈɑikuiˌsikæ
aikuiskaste	ˈɑikuisˌkɑste
aikuiskasvatus	ˈɑikuisˌkɑsvɑtus
aikuiskoulutus	ˈɑikuisˌkoulutus
aikuisopetus	ˈɑikuiˌsopetus
aikuisopiskelija	ˈɑikuisoˌpiskeˌlijɑ
aikuistua	ˈɑikuisˌtuɑ
aikuisuus	ˈɑikuisuus
ailahdella	ˈɑilɑhˌdellɑ
ailahdus	ˈɑilɑhdus
ailahtaa	ˈɑilɑhtɑɑ
ailahtelu	ˈɑilɑhˌtelu
ailakki	ˈɑilɑkki
äimä	ˈæimæ
äimäneula	ˈæimæˌneulɑ
äimäruoho	ˈæimæˌruoho
äimistellä	ˈæimisˌtellæ
äimistyä	ˈæimisˌtyæ
aimo	ˈɑimo
aina	ˈɑinɑ
ainainen	ˈɑinɑinen
ainaiseksi	ˈɑinɑiˌseksi
ainaisjäsen	ˈɑinɑisˌjæsen
ainaisvakuutus	ˈɑinɑisvɑˌkuutus
ainakaan	ˈɑinɑkɑɑn
ainakin	ˈɑinɑkin
ainavihanta	ˈɑinɑviˌhɑntɑ
aine	ˈɑine
aineellinen	ˈɑineelˌlinen
aineellistaa	ˈɑineelˌlistɑɑ
aineellistua	ˈɑineelˌlistuɑ
aineellistuma	ˈɑineelˌlistumɑ
aineellisuus	ˈɑineelˌlisuus
aineenkirjoittaja	ˈɑineenkirˌjoittɑjɑ
aineenkoetus	ˈɑineenˌkoetus
aineenopettaja	ˈɑineenoˌpettɑjɑ
aineenvaihdunta	ˈɑineenˌvɑihduntɑ
aineenvaihduntahäiriö	ˈɑineenˌvɑihduntɑˌhæiriø
aineeton	ˈɑineeton
aineettomuus	ˈɑineetˌtomuus
ainehiukkanen	ˈɑinehiˌukkɑnen
aineistaa	ˈɑineistɑɑ
aineisto	ˈɑineisto
aineistokoe	ˈɑineisˌtokoe
aineistua	ˈɑineisˌtuɑ
aineistuma	ˈɑineisˌtumɑ
ainejakoinen	ˈɑinejɑˌkoinen
ainejärjestö	ˈɑineˌjærjestø
ainekirjoitus	ˈɑinekirˌjoitus
ainekoostumus	ˈɑineˌkoostumus
aineksenkeruu	ˈɑinekˌsenkeruu
aineluokka	ˈɑineˌluokkɑ
aineluokkajärjestelmä	ˈɑineˌluokkɑˌjærjesˌtelmæ
ainemäärä	ˈɑineˌmææræ
aineopinnot	ˈɑineoˌpinnot
aineosa	ˈɑineˌosɑ
ainesana	ˈɑineˌsɑnɑ
aines	ˈɑines
aineseos	ˈɑineˌseos
aineskokoelma	ˈɑinesˌkokoˌelmɑ
ainesosa	ˈɑineˌsosɑ
ainespuu	ˈɑinespuu
aineyhdistelmä	ˈɑineˌyhdisˌtelmæ
ainiaaksi	ˈɑiniˌɑɑksi
ainiaan	ˈɑiniɑɑn
ainiaksi	ˈɑiniˌɑksi
ainian	ˈɑiniɑn
ainoa	ˈɑinoɑ
ainoalaatuinen	ˈɑinoɑˌlɑɑtuinen
ainoalaatuisuus	ˈɑinoɑˌlɑɑtuisuus
ainoastaan	ˈɑinoˌɑstɑɑn
aino	ˈɑino
ainoiskappale	ˈɑinoisˌkɑppɑle
ainokainen	ˈɑinoˌkɑinen
ainu	ˈɑinu
ainut	ˈɑinut
ainutkertainen	ˈɑinutkerˌtɑinen
ainutkertaisuus	ˈɑinutkerˌtɑisuus
ainutlaatuinen	ˈɑinutˌlɑɑtuinen
ainutlaatuisuus	ˈɑinutˌlɑɑtuisuus
aioli	ˈɑioli
airedalenterrieri	ˈɑiredɑˌlenterˌrieri
airo	ˈɑiro
aironlapa	ˈɑironˌlɑpɑ
aironveto	ˈɑironˌveto
airopari	ˈɑiroˌpɑri
airut	ˈɑirut
aisa	ˈɑisɑ
aisakello	ˈɑisɑˌkello
aisankannattaja	ˈɑisɑnˌkɑnnɑtˌtɑjɑ
aisapari	ˈɑisɑˌpɑri
aisata	ˈɑisɑtɑ
aisaus	ˈɑisɑus
äiskä	ˈæiskæ
aistia	ˈɑistiɑ
aisti	ˈɑisti
aistienvarainen	ˈɑistienvɑˌrɑinen
aistiharha	ˈɑistiˌhɑrhɑ
aistihavainto	ˈɑistihɑˌvɑinto
aistikas	ˈɑistikɑs
aistikkaasti	ˈɑistikˌkɑɑsti
aistikkuus	ˈɑistikkuus
aistillinen	ˈɑistilˌlinen
aistillisesti	ˈɑistilliˌsesti
aistillisuus	ˈɑistilˌlisuus
aistimaailma	ˈɑistiˌmɑɑilmɑ
aistimus	ˈɑistimus
aistin	ˈɑistin
aistinelin	ˈɑistiˌnelin
aistinsolu	ˈɑistinˌsolu
aistivaikutelma	ˈɑistiˌvɑikuˌtelmɑ
aistivammainen	ˈɑistivɑmˌmɑinen
aita	ˈɑitɑ
aitajuoksija	ˈɑitɑˌjuoksijɑ
aitajuoksu	ˈɑitɑˌjuoksu
aitapensas	ˈɑitɑˌpensɑs
aitaus	ˈɑitɑus
äitelä	ˈæitelæ
äitelästi	ˈæiteˌlæsti
äitelyys	ˈæitelyys
äiti	ˈæiti
äitienpäivä	ˈæitienˌpæivæ
äitienpäiväkortti	ˈæitienˌpæivæˌkortti
äitienpäiväruusu	ˈæitienˌpæivæˌruusu
äitihahmo	ˈæitiˌhɑhmo
äitijumala	ˈæitiˌjumɑlɑ
äitijumalatar	ˈæitiˌjumɑˌlɑtɑr
äitikulta	ˈæitiˌkultɑ
äitimuori	ˈæitiˌmuori
äitimyytti	ˈæitiˌmyytti
aitio	ˈɑitio
aitiopaikka	ˈɑitioˌpɑikkɑ
äitipuoli	ˈæitiˌpuoli
äitivainaja	ˈæitiˌvɑinɑjɑ
äitiys	ˈæitiys
äitiysavustus	ˈæitiysɑˌvustus
äitiysavustuspakkaus	ˈæitiysɑˌvustusˌpɑkkɑus
äitiyshuolto	ˈæitiysˌhuolto
äitiyshuoltotyö	ˈæitiysˌhuoltotyø
äitiysjumppa	ˈæitiˌysjumppɑ
äitiyskuolleisuus	ˈæitiysˌkuolleisuus
äitiysliivit	ˈæitiysˌliivit
äitiysloma	ˈæitiˌyslomɑ
äitiysmekko	ˈæitiˌysmekko
äitiysneuvola	ˈæitiysˌneuvolɑ
äitiyspäiväraha	ˈæitiysˌpæivæˌrɑhɑ
äitiyspakkaus	ˈæitiˌyspɑkˌkɑus
äitiyspoliklinikka	ˈæitiˌyspoˌlikliˌnikkɑ
äitiysraha	ˈæitiˌysrɑhɑ
äitiysvaate	ˈæitiysˌvɑɑte
äitiysvapaa	ˈæitiˌysvɑpɑɑ
äitiysvoimistelu	ˈæitiysˌvoimisˌtelu
aitoa	ˈɑitoɑ
aitoamaryllis	ˈɑitoˌɑmɑˌryllis
aito	ˈɑito
aitoperäinen	ˈɑitopeˌræinen
aitosuomalainen	ˈɑitoˌsuomɑˌlɑinen
aitosuomalaisuus	ˈɑitoˌsuomɑˌlɑisuus
aitosyöpä	ˈɑitoˌsyøpæ
aitotumallinen	ˈɑitotuˌmɑllinen
aitous	ˈɑitous
aitovieri	ˈɑitoˌvieri
aitta	ˈɑittɑ
aituri	ˈɑituri
äityä	ˈæityæ
aivan	ˈɑivɑn
aivastaa	ˈɑivɑstɑɑ
aivastella	ˈɑivɑsˌtellɑ
aivastus	ˈɑivɑstus
aivastuttaa	ˈɑivɑsˌtuttɑɑ
aivina	ˈɑivinɑ
aivipisto	ˈɑiviˌpisto
aivoaine	ˈɑivoˌɑine
aivo	ˈɑivo
aivofilmi	ˈɑivoˌfilmi
aivohalvaus	ˈɑivoˌhɑlvɑus
aivohermo	ˈɑivoˌhermo
aivoinvalidi	ˈɑivoinˌvɑlidi
aivoitus	ˈɑivoitus
aivojenpesu	ˈɑivoˌjenpesu
aivokalvo	ˈɑivoˌkɑlvo
aivokalvontulehdus	ˈɑivoˌkɑlvontuˌlehdus
aivokammio	ˈɑivoˌkɑmmio
aivokapasiteetti	ˈɑivoˌkɑpɑsiˌteetti
aivokasvain	ˈɑivoˌkɑsvɑin
aivokäyrä	ˈɑivoˌkæyræ
aivokirurgi	ˈɑivokiˌrurgi
aivokuolema	ˈɑivoˌkuolemɑ
aivokuollut	ˈɑivoˌkuollut
aivokuori	ˈɑivoˌkuori
aivokurkiainen	ˈɑivoˌkurkiˌɑinen
aivokuume	ˈɑivoˌkuume
aivokuva	ˈɑivoˌkuvɑ
aivokuvaus	ˈɑivoˌkuvɑus
aivoleikkaus	ˈɑivoˌleikkɑus
aivolisäke	ˈɑivoˌlisæke
aivopaine	ˈɑivoˌpɑine
aivopestä	ˈɑivoˌpestæ
aivopesu	ˈɑivoˌpesu
aivopuolisko	ˈɑivoˌpuolisko
aivoriihi	ˈɑivoˌriihi
aivorunko	ˈɑivoˌrunko
aivosähkökäyrä	ˈɑivoˌsæhkøˌkæyræ
aivosairaus	ˈɑivoˌsɑirɑus
aivo-selkäydinneste	ˈɑivoselˌkæydinˌneste
aivosolu	ˈɑivoˌsolu
aivosto	ˈɑivosto
aivosyntyinen	ˈɑivosynˌtyinen
aivotärähdys	ˈɑivotæˌræhdys
aivot	ˈɑivot
aivotoiminta	ˈɑivoˌtoimintɑ
aivotrusti	ˈɑivotˌrusti
aivotulehdus	ˈɑivotuˌlehdus
aivotyö	ˈɑivotyø
aivovamma	ˈɑivoˌvɑmmɑ
aivovammainen	ˈɑivovɑmˌmɑinen
aivovaurio	ˈɑivoˌvɑurio
aivovauriolapsi	ˈɑivoˌvɑurioˌlɑpsi
aivoverenkierto	ˈɑivoveˌrenkierto
aivoverenvuoto	ˈɑivoveˌrenvuoto
aivoveritulppa	ˈɑivoˌveriˌtulppɑ
aivovienti	ˈɑivoˌvienti
aivovoimistelu	ˈɑivoˌvoimisˌtelu
aivovuoto	ˈɑivoˌvuoto
ajaa	ˈɑjɑɑ
ajaantua	ˈɑjɑɑnˌtuɑ
ajaja	ˈɑjɑjɑ
ajallaan	ˈɑjɑllɑɑn
ajallinen	ˈɑjɑlˌlinen
ajallisesti	ˈɑjɑlliˌsesti
ajallisuus	ˈɑjɑlˌlisuus
ajan	ˈɑjɑn
ajanhaaskaus	ˈɑjɑnˌhɑɑskɑus
ajanhukka	ˈɑjɑnˌhukkɑ
ajanjako	ˈɑjɑnˌjɑko
ajanjakso	ˈɑjɑnˌjɑkso
ajankohta	ˈɑjɑnˌkohtɑ
ajankohtainen	ˈɑjɑnkohˌtɑinen
ajankohtaisohjelma	ˈɑjɑnkohˌtɑisohˌjelmɑ
ajankohtaistaa	ˈɑjɑnkohˌtɑistɑɑ
ajankohtaistua	ˈɑjɑnkohˌtɑistuɑ
ajankohtaisuus	ˈɑjɑnkohˌtɑisuus
ajankulu	ˈɑjɑnˌkulu
ajankuluke	ˈɑjɑnˌkuluke
ajankuva	ˈɑjɑnˌkuvɑ
ajankuvaus	ˈɑjɑnˌkuvɑus
ajanlasku	ˈɑjɑnˌlɑsku
ajanmääritys	ˈɑjɑnˌmææritys
ajanmittaus	ˈɑjɑnˌmittɑus
ajanmukainen	ˈɑjɑnmuˌkɑinen
ajanmukaisesti	ˈɑjɑnmuˌkɑisesti
ajanmukaistaa	ˈɑjɑnmuˌkɑistɑɑ
ajanmukaistua	ˈɑjɑnmuˌkɑistuɑ
ajanmukaisuus	ˈɑjɑnmuˌkɑisuus
ajanottaja	ˈɑjɑˌnottɑjɑ
ajanotto	ˈɑjɑˌnotto
ajanpuute	ˈɑjɑnˌpuute
ajansäästö	ˈɑjɑnˌsææstø
ajantasainen	ˈɑjɑntɑˌsɑinen
ajantasaistaa	ˈɑjɑntɑˌsɑistɑɑ
ajantasaistus	ˈɑjɑntɑˌsɑistus
ajantasaisuus	ˈɑjɑntɑˌsɑisuus
ajantasajärjestelmä	ˈɑjɑnˌtɑsɑˌjærjesˌtelmæ
ajantasakäsittely	ˈɑjɑnˌtɑsɑkæˌsittely
ajantilaus	ˈɑjɑnˌtilɑus
ajantuhlaus	ˈɑjɑnˌtuhlɑus
ajanvaraus	ˈɑjɑnˌvɑrɑus
ajanvieteautomaatti	ˈɑjɑnˌvieteˌɑutoˌmɑɑtti
ajanviete	ˈɑjɑnˌviete
ajanvietekirja	ˈɑjɑnˌvieteˌkirjɑ
ajanvietelehti	ˈɑjɑnˌvieteˌlehti
ajanvieteohjelma	ˈɑjɑnˌvieteˌohjelmɑ
ajanvietepeli	ˈɑjɑnˌvieteˌpeli
ajanvietteellinen	ˈɑjɑnˌvietteelˌlinen
ajanvietto	ˈɑjɑnˌvietto
ajassaan	ˈɑjɑssɑɑn
ajassa	ˈɑjɑssɑ
ajastaa	ˈɑjɑstɑɑ
ajastaika	ˈɑjɑsˌtɑikɑ
ajastin	ˈɑjɑstin
ajastus	ˈɑjɑstus
ajatella	ˈɑjɑˌtellɑ
ajatelma	ˈɑjɑˌtelmɑ
ajatollah	ˈɑjɑˌtollɑh
ajaton	ˈɑjɑton
ajattaa	ˈɑjɑttɑɑ
ajattelematon	ˈɑjɑtˌteleˌmɑton
ajattelemattomasti	ˈɑjɑtˌteleˌmɑttoˌmɑsti
ajattelemattomuus	ˈɑjɑtˌteleˌmɑttomuus
ajattelija	ˈɑjɑtˌtelijɑ
ajattelu	ˈɑjɑtˌtelu
ajattelukyky	ˈɑjɑtˌteluˌkyky
ajattelukykyinen	ˈɑjɑtˌtelukyˌkyinen
ajattelutapa	ˈɑjɑtˌteluˌtɑpɑ
ajatteluttaa	ˈɑjɑtteˌluttɑɑ
ajattelutyö	ˈɑjɑtˌtelutyø
ajattomasti	ˈɑjɑttoˌmɑsti
ajattomuus	ˈɑjɑtˌtomuus
ajatuksekas	ˈɑjɑˌtuksekɑs
ajatuksellinen	ˈɑjɑˌtukselˌlinen
ajatuksellisesti	ˈɑjɑˌtukselliˌsesti
ajatuksenjuoksu	ˈɑjɑˌtuksenˌjuoksu
ajatuksenkulku	ˈɑjɑˌtuksenˌkulku
ajatuksenriento	ˈɑjɑˌtuksenˌriento
ajatuksensiirto	ˈɑjɑˌtuksenˌsiirto
ajatuksenvapaus	ˈɑjɑˌtuksenˌvɑpɑus
ajatukseton	ˈɑjɑˌtukseton
ajatuksettomasti	ˈɑjɑˌtuksettoˌmɑsti
ajatuksettomuus	ˈɑjɑˌtuksetˌtomuus
ajatus	ˈɑjɑtus
ajatusharha	ˈɑjɑˌtushɑrhɑ
ajatuskatko	ˈɑjɑˌtuskɑtko
ajatusketju	ˈɑjɑˌtusketju
ajatuskoe	ˈɑjɑˌtuskoe
ajatuskupla	ˈɑjɑˌtuskuplɑ
ajatusmaailma	ˈɑjɑtusˌmɑɑilmɑ
ajatusrakennelma	ˈɑjɑˌtusrɑˌkennelmɑ
ajatussisällys	ˈɑjɑˌtussiˌsællys
ajatussisältö	ˈɑjɑˌtussiˌsæltø
ajatussuunta	ˈɑjɑtusˌsuuntɑ
ajatustapa	ˈɑjɑˌtustɑpɑ
ajatustenlukija	ˈɑjɑˌtustenˌlukijɑ
ajatustenluku	ˈɑjɑˌtustenˌluku
ajatustensiirto	ˈɑjɑˌtustenˌsiirto
ajatustenvaihto	ˈɑjɑˌtustenˌvɑihto
ajatustoiminta	ˈɑjɑtusˌtoimintɑ
ajatustyö	ˈɑjɑˌtustyø
ajatusviiva	ˈɑjɑtusˌviivɑ
ajatusvirhe	ˈɑjɑˌtusvirhe
ajatusvoimistelu	ˈɑjɑtusˌvoimisˌtelu
ajatusyhteys	ˈɑjɑtuˌsyhteys
ajautua	ˈɑjɑuˌtuɑ
ajelehtia	ˈɑjeˌlehtiɑ
ajella	ˈɑjellɑ
ajelu	ˈɑjelu
ajeluttaa	ˈɑjeˌluttɑɑ
ajettavuus	ˈɑjetˌtɑvuus
ajettua	ˈɑjetˌtuɑ
ajettuma	ˈɑjetˌtumɑ
ajetuksissa	ˈɑjeˌtuksissɑ
ajoaika	ˈɑjoˌɑikɑ
ajoankkuri	ˈɑjoˌɑnkkuri
ajo	ˈɑjo
ajoharjoittelu	ˈɑjohɑrˌjoittelu
ajoharjoittelurata	ˈɑjohɑrˌjoitteˌlurɑtɑ
ajoissa	ˈɑjoissɑ
ajoittaa	ˈɑjoittɑɑ
ajoittain	ˈɑjoittɑin
ajoittainen	ˈɑjoitˌtɑinen
ajoittaisuus	ˈɑjoitˌtɑisuus
ajoittua	ˈɑjoitˌtuɑ
ajoitus	ˈɑjoitus
ajojää	ˈɑjojææ
ajojahti	ˈɑjoˌjɑhti
ajokaista	ˈɑjoˌkɑistɑ
ajokas	ˈɑjokɑs
ajokeli	ˈɑjoˌkeli
ajokelpoinen	ˈɑjokelˌpoinen
ajokielto	ˈɑjoˌkielto
ajokilometri	ˈɑjoˌkiloˌmetri
ajokki	ˈɑjokki
ajokoe	ˈɑjoˌkoe
ajokoira	ˈɑjoˌkoirɑ
ajokoirametsästys	ˈɑjoˌkoirɑˌmetsæstys
ajokortti	ˈɑjoˌkortti
ajokunto	ˈɑjoˌkunto
ajokuntoinen	ˈɑjokunˌtoinen
ajolähtö	ˈɑjoˌlæhtø
ajolinja	ˈɑjoˌlinjɑ
ajomatka	ˈɑjoˌmɑtkɑ
ajomestari	ˈɑjoˌmestɑri
ajometsästys	ˈɑjoˌmetsæstys
ajomies	ˈɑjomies
ajomiina	ˈɑjoˌmiinɑ
ajonestin	ˈɑjoˌnestin
ajonestolaite	ˈɑjoˌnestoˌlɑite
ajoneuvo	ˈɑjoˌneuvo
ajoneuvoyhdistelmä	ˈɑjoˌneuvoˌyhdisˌtelmæ
ajonopeus	ˈɑjoˌnopeus
ajo-ohje	ˈɑjoohje
ajo-ominaisuus	ˈɑjoomiˌnɑisuus
ajo-opetus	ˈɑjooˌpetus
ajopäiväkirja	ˈɑjoˌpæivæˌkirjɑ
ajopeli	ˈɑjoˌpeli
ajopiirturi	ˈɑjoˌpiirturi
ajoporo	ˈɑjoˌporo
ajopuu	ˈɑjopuu
ajopuuteoria	ˈɑjoˌpuuteˌoriɑ
ajopyynti	ˈɑjoˌpyynti
ajorata	ˈɑjoˌrɑtɑ
ajos	ˈɑjos
ajosuunta	ˈɑjoˌsuuntɑ
ajotaito	ˈɑjoˌtɑito
ajotekniikka	ˈɑjotekˌniikkɑ
ajotie	ˈɑjotie
ajotietokone	ˈɑjoˌtietoˌkone
ajotilanne	ˈɑjotiˌlɑnne
ajoturvallisuus	ˈɑjoˌturvɑlˌlisuus
ajoura	ˈɑjourɑ
ajovalot	ˈɑjoˌvɑlot
ajoverkko	ˈɑjoˌverkko
ajoviima	ˈɑjoˌviimɑ
ajuri	ˈɑjuri
ajuruoho	ˈɑjuˌruoho
äkääntyä	ˈækæænˌtyæ
akaatti	ˈɑkɑɑtti
äkäillä	ˈækæillæ
äkäily	ˈækæily
äkäinen	ˈækæinen
äkäisesti	ˈækæiˌsesti
äkäisyys	ˈækæisyys
akallinen	ˈɑkɑlˌlinen
äkämä	ˈækæmæ
äkämäbakteeri	ˈækæmæˌbɑkteeri
