aaberg	ˈɑbɚg
accessible	æksˈɛsəbəl
accessing	ˈæksˌɛsɪŋ
accession	ækˈseʃən	["verb","noun"]
accession	əksˈɛʃən
accessorial	æksəˈsɒɹɪəl	["adjective","noun"]
accessories	æksˈɛsɚiz
accessorize	æksˈɛsɚˌaɪz
accessorized	æksˈɛsɚˌaɪzd
accessorize	əkˈsesəɹaɪz	["verb"]
accessory	ækˈsesəɹɪ	["adjective"]
accessory	æksˈɛsɚi
accetta	ɑtʃˈɛtə
acciaccatura	əˌtʃækəˈtjʊəɹə	["noun"]
accidence	ˈæksədəns	["noun"]
accident	ˈæksədənt
accident	ˈæksədənt	["noun"]
accidental	ˌæksədˈɛntəl
accidental	ˌæksɪˈdentəl	["adjective","noun"]
accidentally	ˌæksəˈdentəlɪ	["adverb"]
accidentally	ˌæksədˈɛntəli
accidently	ˈæksədəntli
accident's	ˈæksədənts
accidents	ˈæksədənts
accidie	ˈæksɪdɪ	["noun"]
accion	ˈætʃiən
accipiter	ækˈsɪpətə	["noun"]
accipitrine	ækˈsɪpətɹaɪn	["adjective","noun"]
accival	ˈæsɪvˌɑl
acclaimed	əklˈeɪmd
acclaimed	əˈkleɪmd	["verb","adjective"]
acclaim	əklˈeɪm
acclaiming	əklˈeɪmɪŋ
acclaiming	əˈkleɪmɪŋ	["verb"]
acclaim's	əklˈeɪmz
acclaims	əklˈeɪmz
acclaims	əˈkleɪmz	["verb","noun"]
acclamation	ˌækləmˈeɪʃən
acclimate	ˈækləmˌeɪt
acclimated	ˈækləmˌeɪtɪd
acclimated	ˈæklɪmeɪtəd	["verb","adjective"]
acclimate	əˈklaɪmət	["verb"]
acclimation	ˌækləmˈeɪʃən
acclimation	ækləˈmeɪʃən	["noun"]
acclimatization	əˌklaɪmətəˈzeɪʃən	["noun"]
acclimatize	əˈklaɪməˌtaɪz	["verb"]
acclivity	əˈklɪvətɪ	["noun"]
acco	ˈækoʊ
accokeek	ˈækoʊkik
accola	ɑkˈoʊlə
accolade	ˈækəlˌeɪd
accolade	ˈækəˌleɪd	["verb","noun"]
accolades	ˈækəlˌeɪdz
accomando	ɑkoʊmˈɑndoʊ
accommodated	əkˈɑmədˌeɪtɪd
accommodate	əkˈɑmədˌeɪt
accommodate	əˈkɒməˌdeɪt	["verb","adjective"]
accommodates	əkˈɑmədˌeɪts
accommodating	əkˈɑmədˌeɪtɪŋ
accommodating	əˈkɒməˌdeɪtɪŋ	["verb","adjective"]
accommodation	əkˌɑmədˈeɪʃən
accommodation	əˌkɒməˈdeɪʃən	["noun"]
accommodations	əkˌɑmədˈeɪʃənz
accommodative	əkˈɑmədˌeɪtɪv
accommodative	əˈkɒməˌdeɪtɪv	["adjective"]
accompanied	əkˈʌmpənid
accompanied	əˈkʌmpnɪd	["verb","adjective"]
accompanies	əkˈʌmpəniz
accompaniment	əˈkʌmpənɪmənt	["noun"]
accompaniment	əkˈʌmpnimənt
accompaniments	əkˈʌmpnimənts
accompanist	əkˈʌmpənɪst
accompanist	əˈkʌmpənɪst	["noun"]
accompany	əkˈʌmpəni
accompany	əˈkʌmpənɪ	["verb"]
accompanying	əkˈʌmpəniɪŋ
accompanying	əˈkʌmpənɪɪŋ	["verb","adjective","noun"]
accomplice	əkˈɑmplɪs
accomplice	əˈkʌmplɪs	["noun"]
accomplices	əkˈɑmplɪsɪz
accompli	əkˈɑmpli
accomplishable	əˈkɒmplɪʃəbəl	["adjective"]
accomplished	əkˈɑmplɪʃt
accomplished	əˈkɒmplɪʃt	["verb","adjective"]
accomplishes	əkˈɑmplɪʃɪz
accomplish	əkˈɑmplɪʃ
accomplish	əˈkʌmplɪʃ	["verb"]
accomplishing	əkˈɑmplɪʃɪŋ
accomplishment	əkˈɑmplɪʃmənt
accomplishment	əˈkʌmplɪʃmənt	["noun"]
accomplishments	əkˈɑmplɪʃmənts
accomplishments	əˈkʌmplɪʃmənts	["noun"]
accor	ˈækˌɔɹ
accordance	əˈkɔːdəns	["noun"]
accordance	əkˈɔɹdəns
accordant	əˈkɔːdənt	["adjective"]
accorded	əˈkɔːdɪd	["verb"]
accorded	əkˈɔɹdɪd
accord	əkˈɔɹd
according	əˈkɔːdɪŋ	["verb","adjective","adverb"]
according	əkˈɔɹdɪŋ
accordingly	əˈkɔːɹdɪŋlɪ	["adverb"]
accordingly	əkˈɔɹdɪŋli
accordion	əˈkɔːdɪˌən	["verb","noun"]
accordion	əkˈɔɹdiən
accordions	əkˈɔɹdiənz
accord's	əkˈɔɹdz
accords	əkˈɔɹdz
accor's	ˈækɚz
accosted	əkˈɔstɪd
accost	əˈkɒst	["verb","noun"]
accost	əkˈɔst
accosting	əkˈɔstɪŋ
accouchement	əˈkuːʃmənt	["noun"]
accoucheur	ˌækʊˈʃɜː	["noun"]
accountability	əkˈaʊntəbˌɪlɪti
accountable	əkˈaʊntəbəl
accountable	əˈkaʊntəbəl	["adjective"]
accountancy	əkˈaʊntənsi
accountancy	əˈkaʊntənsɪ	["noun"]
accountant	əˈkæʊntəənt	["noun"]
accountant	əkˈaʊntənt
accountant's	əkˈaʊntənts
accountants	əkˈaʊntənts
accounted	əkˈaʊntɪd
accounted	əˈkaʊntɪd	["verb"]
accountemp	əkˈaʊntˌɛmp
accountemps	əkˈaʊntˌɛmps
account	əkˈaʊnt
account	əˈkaʊnt	["noun"]
accounting	əkˈaʊntɪŋ
accounting	əˈkaʊntɪŋ	["verb","adjective","noun"]
account's	əkˈaʊnts
accounts	əkˈaʊnts
accounts	əˈkaʊnts	["verb","noun"]
accouterment	əkˈutɚmənt
accouterment	əˈkʊtəmənt	["noun"]
accouterments	əˈkuːtəmənts	["noun"]
accouterments	əkˈutɚmənts
accoutre	əˈkuːtə	["verb"]
accoutrement	əkˈutɚmənt
accoutrement	əˈkʊtəmənt	["noun"]
accoutrements	əkˈutɚmənts
accra	ˈækɹə
accreditation	əˌkɹedɪˈteɪʃən	["noun"]
accreditation	əkɹˌɛdətˈeɪʃən
accreditations	əkɹˌɛdətˈeɪʃənz
accredited	əkɹˈɛdɪtɪd
accredit	əˈkɹedɪt	["verb"]
accredit	əkɹˈɛdɪt
accrediting	əˈkɹedɪtɪŋ	["verb"]
accrediting	əkɹˈɛdətɪŋ
accredits	əˈkɹedɪts	["verb"]
accreted	əkɹˈitɪd
accrete	əˈkɹɪt	["verb","adjective"]
accretion	əkɹˈiʃən
accretion	əˈkɹɪʃən	["noun"]
accretive	əˈkɹɪtɪv	["adjective"]
accrual	əˈkɹuːəl	["noun"]
accrual	əkɹˈuəl
accruals	əkɹˈuəlz
accrued	əˈkɹuːd	["verb","adjective"]
accrued	əkɹˈud
accrue	əkɹˈu
accrues	əˈkɹuːz	["verb","noun"]
accrues	əkɹˈuz
accruing	əˈkɹuːɪŋ	["verb"]
accruing	əkɹˈuɪŋ
accu	ˈækju
accuhealth	ˈækjuhˌɛlθ
acculturate	əˈkʌltʃəˌɹeɪt	["verb"]
acculturation	əˌkʌltʃəˈɹeɪʃən	["noun"]
accumbent	əˈkʌmbənt	["adjective","noun"]
accumulated	əˈkjuːmjʊleɪtɪd	["verb"]
accumulated	əkjˈumjəlˌeɪtɪd
accumulate	əˈkjuːmjʊˌleɪt	["verb","adjective"]
accumulate	əkjˈumjəlˌeɪt
accumulates	əkjˈumjəlˌeɪts
accumulating	əkjˈumjəlˌeɪtɪŋ
accumulation	əˌkjuːmjəˈleɪʃən	["noun"]
accumulation	əkjˌumjəlˈeɪʃən
accumulations	əkjˌumjəlˈeɪʃənz
accumulative	əkjˈumjəlˌeɪtɪv
accumulative	əˈkjʊmjəˌleɪtɪv	["adjective"]
accumulatively	əkjˈumjəlˌeɪtɪvli
accumulatively	əkjˈumjəlɪtɪvli
accumulator	əkjˈumjəlˌeɪtɚ
accumulator	əˈkjʊmjəˌleɪtə	["noun"]
accumulators	əkjˈumjəlˌeɪtɚz
accuracies	ˈækjɚəsiz
accuracy	ˈækjɚəsi
accuracy	ˈækjʊrəsɪ	["noun"]
accurate	ˈækjəɹɪt	["adjective"]
accurate	ˈækjɚɪt
accurately	ˈækjəɹɪtlɪ	["adverb"]
accurately	ˈækjɚɪtli
accuray	ˈækjɚˌeɪ
accuray's	ˈækjɚˌeɪz
accuride	ˈækjɚˌaɪd
accursed	ækˈɚsɪd
accursed	ækˈɚst
accursed	əˈkɜːsɪd	["verb","adjective"]
accurse	əˈkɜːɹs	["verb"]
accurso	ɑkˈʊɹsoʊ
accurst	æˈkɜːst	["verb","adjective"]
accusal	əˈkjʊzəl	["noun"]
accusation	ˌækjəˈzeɪʃən	["noun"]
accusation	ˌækjuzˈeɪʃən
accusations	ˌækjuzˈeɪʃənz
accusative	əˈkjuːzətɪv	["adjective","noun"]
accusative	əkjˈuzɪtɪv
accusatorial	əˌkjʊzəˈtɔːɪəl	["adjective"]
accusatory	əkjˈuzətˌɔɹi
accusatory	əˈkjʊzəˌtɔːɪ	["adjective"]
accused	əkjˈuzd
accused	əˈkjʊzd	["verb","adjective","noun"]
accuse	əˈkjuːz	["verb","noun"]
accuse	əkjˈuz
accuser	əˑˈkjuːzə	["noun"]
accuser	əkjˈuzɚ
accusers	əkjˈuzɚz
accuses	əˈkjuːzɪz	["verb"]
accuses	əkjˈuzɪz
accusing	əˈkjuːzɪŋ	["verb","adjective","noun"]
accusing	əkjˈuzɪŋ
accusingly	əkjˈuzɪŋli
accustomed	əkˈʌstəmd
accustomed	əˈkʌstəmd	["adjective"]
accustom	əkˈʌstəm
accutane	ˈækjutˌeɪn
acecomm	ˈeɪskɑm
aced	ˈeɪst
aced	eɪst	["verb"]
acedia	əˈsiːdɪə	["noun"]
ace	ˈeɪs
ace	eɪs	["verb","adjective","noun"]
acephalous	əˈsefələs	["adjective"]
acerb	əˈsɜːb	["adjective"]
acerbic	əsˈɛɹbɪk
acerbic	əˈsɜːɹbɪk	["adjective"]
acerbity	əˈsɜːbɪtɪ	["noun"]
acer	ˈeɪsɚ
acero	əsˈɛɹoʊ
acero	əsjˈɛɹoʊ
acero	əθˈɛɹoʊ
acerra	əsˈɛɹə
aces	ˈeɪsɪz
aces	ˈeɪsɪz	["verb","noun"]
acetabular	ˌæsɪˈtæbjʊlə	["adjective"]
acetabulum	ˌæsɪˈtæbjʊləm	["noun"]
acetal	ˈæsɪˌtæl	["noun"]
acetaldehyde	ˌæsɪˈtældəˌhaɪd	["noun"]
acetaminophen	əsˌitəmˈɪnəfən
acetaminophen	əˌsɪtəˈmɪnəfən	["noun"]
acetate	ˈæsətˌeɪt
acetic	əsˈɛtɪk
acetic	əsˈitɪk
aceto	ɑsˈɛtoʊ
acetochlor	ɑsˈɛtoʊklˌɔɹ
acetone	ˈæsətəʊn	["noun"]
acetone	ˈæsətˌoʊn
acetosyringone	əsˌɛtoʊsˈɪɹɪŋgɔn
acetous	əˈsiːtəs	["adjective"]
acetylcholine	əsˌɛtəlkˈoʊlin
acetylcholine	əsˌitəlkˈoʊlin
acetylene	əˈsetəlˌɪn	["noun"]
acetylene	əsˈɛtəlˌin
acetyl	əˈsiːtaɪl	["noun"]
acevedo	æsəvˈeɪdoʊ
aceves	ɑsˈeɪvɛs
acey	ˈeɪsi
achaean	ətʃˈiən
acharia	ætʃˈɑɹiə
acharya	ætʃˈɑɹiə
achatz	ˈækəts
achebe	ɑtʃˈeɪbi
ached	ˈeɪkt
ached	eɪkt	["verb"]
achee	ətʃˈi
ache	ˈeɪk
ache	eɪk	["verb","noun"]
achenbach	ˈækɪnbɑk
achenbaum	ˈækənbˌaʊm
achene	əˈkiːn	["noun"]
achene	əkˈin
achenes	əkˈinz
aches	ˈeɪks
aches	eɪks	["verb","noun"]
acheson	ˈætʃəsən
acheson's	ˈætʃəsənz
achesons	ˈætʃəsənz
achey	ˈætʃi
achier	ˈeɪkɪə	["adjective"]
achievable	ətʃˈivəbəl
achievable	əˈtʃɪvəbəl	["adjective"]
achieva	ətʃˈivə
achieved	əˈtʃiːvd	["verb","adjective"]
achieved	ətʃˈivd
achieve	əˈtʃiːv	["verb"]
achieve	ətʃˈiv
achievement	əˈtʃiːvmənt	["noun"]
achievement	ətʃˈivmənt
achievements	əˈtʃiːvmənts	["noun"]
achievements	ətʃˈivmənts
achiever	ətʃˈivɚ
achievers	ətʃˈivɚz
achieves	əˈtʃiːvz	["verb"]
achieves	ətʃˈivz
achieving	əˈtʃiːvɪŋ	["verb","noun"]
achieving	ətʃˈivɪŋ
achille	əkˈɪli
achilles	əkˈɪliz
aching	ˈeɪkɪŋ
aching	ˈeɪkɪŋ	["verb","adjective","noun"]
achingly	ˈeɪkɪŋli
achiote	ˌɒkiːˈəʊtɪ	["noun"]
achmed	ˈɑhmɛd
achoa	ətʃˈoʊə
achoa's	ətʃˈoʊəz
achondroplastic	eɪkɒndɹəˈplæstɪk	["adjective"]
achoo	ætʃˈu
achord	ˈækɔɹd
achor	ˈeɪkɚ
achorn	ˈækɚn
achromat	ˈækɹəʊmæt	["noun"]
achromatic	ˌækɹəʊˈmætɪk	["adjective"]
achtenberg	ˈæktɛnbɚg
achterberg	ˈæktɚbɚg
achy	ˈeɪki
achy	eɪkɪ	["adjective"]
acid	ˈæsɪd
acid	ˈæsɪd	["adjective","noun"]
acidic	əsˈɪdɪk
acidic	əˈsɪdɪk	["adjective"]
acidification	əsˌɪdəfəkˈeɪʃən
acidification	əˌsɪdɪfɪˈkeɪʃən	["noun"]
acidified	əsˈɪdəfˌaɪd
acidifies	əsˈɪdəfˌaɪz
acidify	əsˈɪdəfˌaɪ
acidity	əsˈɪdəti
acidity	əˈsɪdɪtɪ	["noun"]
acidly	ˈæsɪdli
acidophil	əˈsɪdəfɪl	["noun"]
acidophilic	ˌæsɪdəʊˈfɪlɪk	["adjective"]
acidophilus	ˌæsɪdˈɒfɪləs	["noun"]
acidosis	ˌæsɪdˈoʊsəs
acids	ˈæsɪdz
acids	ˈæsɪdz	["noun"]
acidulate	əˈsɪdʒʊleɪt	["verb"]
acidulous	əˈsɪdjʊləs	["adjective"]
aciduria	ˌæsɪdˈʊɹiə
acierno	ɑsˈɪɹnoʊ
acing	ˈeɪsɪŋ	["verb"]
acinus	ˈæsɪnəs	["noun"]
ack	ˈæk
ackee	əˈkiː	["noun"]
acker	ˈækɚ
ackerley	ˈækɚli
ackerly	ˈækɚli
ackerman	ˈækɚmən
ackermann	ˈækɚmən
ackermanville	ˈækɚmənvɪl
acker's	ˈækɚz
ackerson	ˈækɚsən
ackert	ˈækɚt
ackhouse	ˈækhˌaʊs
ackland	ˈæklənd
ackles	ˈækəlz
ackley	ˈækli
acklin	ˈæklɪn
ackman	ˈækmən
acknowledgeable	æknˈɑlɪdʒəbəl
acknowledge	æknˈɑlɪdʒ
acknowledged	æknˈɑlɪdʒd
acknowledge	əkˈnɒlɪdʒ	["verb"]
acknowledgement	æknˈɑlɪdʒmənt
acknowledgements	æknˈɑlɪdʒmənts
acknowledges	æknˈɑlɪdʒɪz
acknowledging	æknˈɑlɪdʒɪŋ
acknowledgment	æknˈɑlɪdʒmənt
acknowledgment	əkˈnɒlɪdʒmənt	["noun"]
acknowledgments	æknˈɑlɪdʒmənts
acknowleged	æknˈɑlɪdʒd
ackroyd	ˈækɹˌɔɪd
ackroyd's	ˈækɹˌɔɪdz
acmat	ˈækmæt
acmat's	ˈækmæts
acme	ˈækmi
acme	ˈækmɪ	["noun"]
acme's	ˈækmiz
acne	ˈækni
acne	ˈæknɪ	["noun"]
acocella	ɑkoʊtʃˈɛlə
acoff	ˈækɔf
acog	əkˈɔg
acolyte	ˈækəlˌaɪt
acolyte	ˈækəlaɪt	["noun"]
acolytes	ˈækəlˌaɪts
aconite	ˈækənaɪt	["noun"]
acord	əkˈɔɹd
acordia	əkˈɔɹdiə
acorn	ˈeɪkɔːn	["noun"]
acorn	ˈeɪkɔɹn
acorn's	ˈeɪkɔɹnz
acorns	ˈeɪkɔɹnz
acosta	əkˈɔstə
acott	ˈeɪkɑt
acotyledon	ˈeɪkɒtəliːdˌən	["noun"]
acoustical	əkˈustɪkəl
acoustically	əkˈustɪkli
acoustic	əˈkuːstɪk	["adjective","noun"]
acoustic	əkˈustɪk
acoustics	əˈkuːstɪks	["noun"]
acoustics	əkˈustɪks
acquaintance	əkwˈeɪntəns
acquaintance	əˈkweɪntəns	["noun"]
acquaintances	əkwˈeɪntənsɪz
acquaintanceship	əkwˈeɪntənsʃɪp
acquainted	əˈkweɪntəd	["verb","adjective"]
acquainted	əkwˈeɪntɪd
acquaint	əkwˈeɪnt
acquaint	əˈkweɪnt	["verb","adjective"]
acquaviva	ɑkwɑvˈivə
acquiesce	ˌækwiˈɛs
acquiesce	ˌækwɪˈes	["verb"]
acquiesced	ˌækwiˈɛst
acquiescence	ˈækwiːˌesəns	["noun"]
acquiescence	ˌækwiˈɛsəns
acquiescent	ˌækwiˈɛsənt
acquiescent	æˈkwɪesənt	["adjective"]
acquiescing	ˌækwiˈɛsɪŋ
acquired	əˈkwaɪəd	["verb","adjective"]
acquired	əkwˈaɪɚd
acquire	əˈkwaɪə	["verb"]
acquire	əkwˈaɪɚ
acquirement	əˈkwaɪəɹmənt	["noun"]
acquirer	əkwˈaɪɚɚ
acquirer's	əkwˈaɪɚɚz
acquirers	əkwˈaɪɚɚz
acquires	əkwˈaɪɚz
acquiring	əˈkwaɪəɹɪŋ	["verb"]
acquiring	əkwˈaɪɹɪŋ
acquisition	ˌækwɪzˈɪʃən
acquisition	ækwɪˈzɪʃən	["noun"]
acquisition's	ˌækwɪzˈɪʃənz
acquisitions	ˌækwɪzˈɪʃənz
acquisitive	əkwˈɪzɪtɪv
acquistion	ækwɪzˈɪʃən
acquistions	ækwɪzˈɪʃənz
acquitaine	ˈækwɪtˌeɪn
acquit	əkwˈɪt
acquits	əkwˈɪts
acquits	əˈkwɪts	["verb"]
acquittal	əkwˈɪtəl
acquittal	əˈkwɪtəl	["noun"]
acquittals	əkwˈɪtəlz
acquittance	əˈkwɪtəns	["verb","noun"]
acquitted	əkwˈɪtɪd
acquitting	əkwˈɪtɪŋ
acreage	ˈeɪkəɹɪdʒ	["noun"]
acreage	ˈeɪkɚɪdʒ
acree	əkɹˈi
acre	ˈeɪkə	["noun"]
acre	ˈeɪkɚ
acres	ˈeɪkəz	["noun"]
acres	ˈeɪkɚz
acrey	ˈækɹi
acri	ˈɑkɹi
acrid	ˈækɹɪd
acrid	ˈækɹɪd	["adjective"]
acrimonious	ˌækɹɪmˈoʊniəs
acrimony	ˈækɹɪmˌoʊni
acro	ˈækɹoʊ
acrobat	ˈækɹəbˌæt
acrobat	ˈækɹəbæt	["noun"]
acrobatic	ˌækɹəbˈætɪk
acrobatics	ˌækɹəbˈætɪks
acrobats	ˈækɹəbˌæts
acrocyanosis	ˌækɹəʊˌsaɪəˈnəʊsɪs	["noun"]
acrolein	ˈækɹoʊlˌin
acronym	ˈækɹənɪm
acronym	ˈækɹənɪm	["verb","noun"]
acronyms	ˈækɹənɪmz
acronyms	ˈækɹənɪmz	["verb","noun"]
acropolises	æˈkɹɒpɒlɪsɪz	["noun"]
acropolis	əkɹˈɑpələs
acropolis	əˈkɹɒpəlɪs	["noun"]
across	əˈkɹɒs	["adverb","preposition","noun"]
across	əkɹˈɔs
acrostic	əˈkɹɒstɪk	["noun"]
acrylic	əkɹˈɪlɪk
acrylic	əˈkɹɪlɪk	["adjective","noun"]
acrylics	əkɹˈɪlɪks
acrylics	əˈkɹɪlɪks	["noun"]
acta	ˈæktə
act	ˈækt
act	æk	["verb","noun"]
actava	ˌæktˈɑvə
actava's	ˌæktˈɑvəz
actavas	ˌæktˈɑvəz
acted	ˈæktɪd
acted	ˈæktɪd	["verb"]
actel	ˈæktɛl
actigall	ˈæktɪgɔl
actin	ˈæktən
acting	ˈæktɪŋ
acting	ˈæktɪŋ	["verb","adjective","noun"]
actinide	ˈæktɪnˌaɪd
actinide	ˈæktɪnaɪd	["noun"]
actinidia	ˌæktɪnˈɪdiə
actinium	ækˈtɪnɪəm	["noun"]
actinomycete	ˌæktɪnəˈmaɪsiːt	["noun"]
actinomycosis	æktˌɪnoʊmˌaɪkˈoʊsɪs
actionable	ˈækʃənəbəl
actionable	ˈækʃənəbəl	["adjective"]
action	ˈækʃən
action	ˈækʃən	["verb","interjection","noun"]
action's	ˈækʃənz
actions	ˈækʃənz
actions	ˈækʃənz	["verb","noun"]
activase	ˈæktɪvˌeɪz
activate	ˈæktɪvˌeɪt
activate	ˈæktɪˌveɪt	["verb"]
activated	ˈæktɪvˌeɪtɪd
activates	ˈæktɪvˌeɪts
activating	ˈæktɪvˌeɪtɪŋ
activation	ˌæktɪvˈeɪʃən
activation	æktɪˈveɪʃən	["noun"]
activator	ˈæktɪvˌeɪtɚ
active	ˈæktɪv
active	ˈæktɪv	["adjective","noun"]
actively	ˈæktɪvli
active's	ˈæktɪvz
actives	ˈæktɪvz
activision	ˈæktɪvˌɪʒən
activism	ˈæktɪvɪzəəm	["noun"]
activism	ˈæktɪvˌɪzəm
activist	ˈæktɪvɪst
activist	ˈæktɪvɪst	["adjective","noun"]
activists	ˈæktɪvɪsts
activities	æktˈɪvɪtiz
activities	ækˈtɪvɪtɪz	["noun"]
activity	ækˈtɪvətɪ	["noun"]
activity	æktˈɪvɪti
actmedia	æktmˈidiə
actodine	ˈæktoʊdˌaɪn
acton	ˈæktən
actor	ˈæktə	["noun"]
actor	ˈæktɚ
actor's	ˈæktɚz
actors	ˈæktɚz
actress	ˈæktɹəs
actress	ˈæktɹəs	["noun"]
actresses	ˈæktɹəsɪz
actress's	ˈæktɹəsɪz
acts	æks	["verb","noun"]
act's	ˈækts
acts	ˈækts
actual	ˈæktʃjʊəl	["adjective","noun"]
actual	ˈæktʃuəl
actuality	ˌæktjʊˈælɪtɪ	["noun"]
actuality	ˌæktʃuˈæləti
actualize	ˈæktʃuəlˌaɪz
actually	ˈæktʃəli
actually	ˈæktʃuəli
actuarial	æktjʊˈeəɹɪəl	["adjective"]
actuarial	ˌæktʃuˈɛɹiəl
actuaries	ˈæktʃuˌɛɹiz
actuary	ˈæktʃuˌɛɹi
actuate	ˈæktʃuwˌeɪt
actuator	ˈæktjuːeɪtəɹ	["noun"]
actuator	ˈæktʃuˌeɪtɚ
actuators	ˈæktʃuˌeɪtɚz
actus	ˈæktəs
acuff	əkˈʌf
acuity	əˈkjuːɪtɪ	["noun"]
acuity	əkjˈuəti
acumen	əˈkjuːmən	["noun"]
acumen	əkjˈumən
acuminate	əˈkjuːmɪneɪt	["verb","adjective"]
acuna	ɑkˈunə
acupuncture	ˈækjupˌʌŋktʃɚ
acupuncture	ˈækjʊˌpʌŋktʃə	["verb","noun"]
acura	ˈækjɚə
acura's	ˈækjɚəz
acuras	ˈækjɚəz
acushla	əˈkʊʃlə	["noun"]
acuson	ˌækjˈusən
acustar	ˈækjustˌɑɹ
acusyst	ˈækjusɪst
acute	əkjˈut
acutely	əkjˈutli
acuteness	əkjˈutnəs
acyclovir	əsˈɪkloʊvˌɪɹ
acyl	ˈæsɪl	["noun"]
adabel	ˈædəbɛl
adabelle	ˈædəbˌɛl
adachi	ɑdˈɑki
ad	ˈæd
ada	ˈeɪdə
adage	ˈædɪdʒ
adage	ˈædɪdʒ	["noun"]
adagio	ədˈɑʒioʊ
adah	ˈædɑ
adaire	ɑdˈɛɹ
adair	ədˈɛɹ
adak	ədˈæk
adalah	ɑdˈɑlə
adalia	ɑdˈɑliə
adam	ˈædəm
adamant	ˈædəmænt	["adjective","noun"]
adamant	ˈædəmənt
adamantly	ˈædəməntli
adamcik	ˈɑdəmtʃɪk
adamczak	ˈɑdəmtʃæk
adamczyk	ˈɑdəmtʃɪk
adame	ɑdˈɑmi
adamec	ədˈɑmɛk
adamek	ədˈɑmɛk
adames	ədˈeɪmz
adami	ɑdˈɑmi
adamik	ədˈɑmɪk
adamina	ɑdɑmˈinə
adamkus	ˈædəmkəs
adamo	ɑdˈɑmoʊ
adamowicz	ədˈɑməvɪtʃ
adam's	ˈædəmz
adams	ˈædəmz
adamski	ədˈæmski
adamson	ˈædəmsən
adams's	ˈædəmzɪz
adamstown	ˈædəmztˌaʊn
adan	ˈeɪdən
adapso	ədˈæpsoʊ
adaptability	ədˌæptəbˈɪləti
adaptability	ədæptəˈbɪlɪtɪ	["noun"]
adaptable	ədˈæptəbəl
adaptable	əˈdæptəbəl	["adjective"]
adaptaplex	ədˈæptəplˌɛks
adaptation	ˌædæptˈeɪʃən
adaptation	ˌædæpˈteɪʃən	["noun"]
adaptations	ˌædæptˈeɪʃənz
adaptec	ədˈæptˌɛk
adaptec's	ədˈæptˌɛks
adapted	ədˈæptɪd
adapted	əˈdæptɪd	["verb","adjective"]
adapter	əˈdæptə	["noun"]
adapter	ədˈæptɚ
adapters	ədˈæptɚz
adapt	ədˈæpt
adapt	əˈdæpt	["verb","adjective"]
adapting	ədˈæptɪŋ
adaption	əˈdæpʃən	["noun"]
adaptive	ədˈæptɪv
adaptive	əˈdæptɪv	["adjective"]
adaptor	ədˈæptɚ
adaptors	ədˈæptɚz
adapts	ədˈæpts
adarand	ˈædəɹˌænd
adar	ədˈɑɹ
ada's	ˈeɪdəz
adas	ˈeɪdəz
aday	ədˈeɪ
adaza	ədˈɑzə
adblock	ˈædblˌɑk
adcock	ədkˈɑk
adcox	ədkˈɑks
add	ˈæd
add	æd	["verb","noun"]
addair	ədˈɛɹ
addams	ˈædəmz
addax	ˈædæks	["noun"]
added	ˈædəd	["verb"]
added	ˈædɪd
addend	ˈædend	["verb","noun"]
addendum	əˈdendəm	["noun"]
addendum	ədˈɛndəm
addendums	ədˈɛndəmz
addeo	ˈɑdioʊ
adder	ˈædɚ
adderley	ədˈɚli
addicks	ˈædɪks
addict	ˈædˌɪkt
addict	ˈædɪkt	["verb","noun"]
addicted	ədˈɪktɪd
addicted	əˈdɪktɪd	["verb","adjective"]
addict	ədˈɪkt
addicting	ədˈɪktɪŋ
addicting	əˈdɪktɪŋ	["verb","adjective"]
addiction	ədˈɪkʃən
addiction	əˈdɪkʃən	["noun"]
addictions	ədˈɪkʃənz
addictive	ədˈɪktɪv
addictive	əˈdɪktɪv	["adjective","noun"]
addicts	ˈædˌɪkts
addicts	ədˈɪkts
addidases	ədˈidəsɪz
addidas	ədˈidəs
addidas's	ədˈidəsɪz
addie	ˈædi
adding	ˈædɪŋ
adding	ˈædɪŋ	["verb"]
addington	ˈædɪŋtən
addis	ˈɑdɪs
addison	ˈædɪsən
addison's	ˈædɪsənz
addition	æˈdɪʃən	["noun"]
additional	ədˈɪʃənəl
additional	əˈdɪʃənəl	["adjective","noun"]
additionally	ədˈɪʃənəli
addition	ədˈɪʃən
additions	ədˈɪʃənz
additions	əˈdɪʃənz	["noun"]
additive	ˈædɪtɪv
additive	ˈædɪtɪv	["adjective","noun"]
additives	ˈædɪtɪvz
addle	ˈædəl
addle	ˈædəl	["verb"]
addled	ˈædəld
addled	ˈædəld	["verb","adjective"]
addleman	ˈædəlmən
addles	ˈædəlz	["verb","noun"]
addressable	ədɹˈɛsəbəl
address	æˈdɹes	["verb","noun"]
address	ˈædɹˌɛs
addressed	əˈdɹest	["verb","adjective"]
addressed	ədɹˈɛst
addressee	ˌædɹɛsˈi
addresses	ˈædɹˈɛsɪz
addresses	əˈdɹesɪz	["verb","noun"]
addresses	ədɹˈɛsɪz
address	ədɹˈɛs
addressing	əˈdɹesɪŋ	["verb","noun"]
addressing	ədɹˈɛsɪŋ
adds	ˈædz
adds	ædz	["verb","noun"]
adduce	əˈdjuːs	["verb"]
adduci	ɑdˈutʃi
adduct	ˈædʌkt
adduct	ədˈʌkt
adduction	əˈdʌkʃən	["noun"]
adductor	əˈdʌktəɹ	["noun"]
addwest	ˌædwˈɛst
addy	ˈædi
addyston	ˈædistən
