aberaeron	abɛreɨ̯rɔn
adolygiadau	adɔləɡjadɛ
adolygiaeth	adɔləɡjaɨ̯θ
adolygiaeth	adɔləɡjɛθ
adolygol	adɔləɡɔl
adolygu	adɔləɡɨ̞
adolygwyr	adɔləɡwɨ̞r
adolygydd	adɔləɡɨ̞ð
adra	adra
adran	adran
adre	adra
adre	adrɛ
adref	adra
adref	adrɛ
adref	adrɛv
adrodd	adrɔð
adroddaf	adrɔða
adroddaf	adrɔðav
adroddiad	adrɔðjad
adroddwr	adrɔðʊr
aduniad	adɨ̞njad
aduno	adɨ̞nɔ
adwaen	adwaɨ̯n
adwaenai	adweɨ̯nai̯
adwaenant	adweɨ̯nant
adwaenech	adweɨ̯nɛχ
adwaenem	adweɨ̯nɛm
adwaenent	adweɨ̯nɛnt
adwaenid	adweɨ̯nɪd
adwaenir	adweɨ̯nɪr
adwaenit	adweɨ̯nɪt
adwaenoch	adweɨ̯nɔχ
adwaenom	adweɨ̯nɔm
adwaenost	adweɨ̯nɔsd
adwaenwch	adweɨ̯nʊχ
adwaenwn	adweɨ̯nʊn
adwaenynt	adweɨ̯nɨ̞nt
adwaith	adwai̯θ
adweinaf	adwei̯nav
adweini	adwei̯ni
adweinid	adwei̯nɪd
adweinir	adwei̯nɪr
adweitheg	adwei̯θɛɡ
adweithegwyr	adwei̯θɛɡwɨ̞r
adweithegydd	adwei̯θɛɡɨ̞ð
adweithio	adwei̯θjɔ
adweithiol	adwei̯θjɔl
adweithiwr	adwei̯θjʊr
adweithydd	adwei̯θɨ̞ð
adwen	adwɛn
adwthio	adʊθjɔ
adwy	adʊɨ̯
adwyth	adʊɨ̯θ
adwythig	adʊɨ̯θɪɡ
adyn	adɨ̞n
aeaf	eɨ̯a
aeaf	eɨ̯av
aech	aːɨ̯χ
aed	aːɨ̯d
aeddfed	eɨ̯ðvɛd
aeddfedrwydd	eɨ̯ðvɛdrʊɨ̯ð
aeddfedu	eɨ̯ðvɛdɨ̞
ael	aːɨ̯l
aeled	eɨ̯lɛd
aeledau	eɨ̯lɛda
aeledau	eɨ̯lɛdaɨ̯
aeledau	eɨ̯lɛdɛ
aeliau	eɨ̯lja
aeliau	eɨ̯ljaɨ̯
aeliau	eɨ̯ljɛ
aelod	eɨ̯lɔd
aelodaeth	eɨ̯lɔdaɨ̯θ
aelodaeth	eɨ̯lɔdɛθ
aelodaethau	eɨ̯lɔdeɨ̯θa
aelodaethau	eɨ̯lɔdeɨ̯θaɨ̯
aelodaethau	eɨ̯lɔdeɨ̯θɛ
aelodau	eɨ̯lɔda
aelodau	eɨ̯lɔdaɨ̯
aelodau	eɨ̯lɔdɛ
aelwyd	eɨ̯lʊɨ̯d
aelwydydd	eɨ̯lʊɨ̯dɨ̞ð
aem	aːɨ̯m
aen	aːɨ̯n
aent	aːɨ̯nt
aer	aːɨ̯r
aeres	eɨ̯rɛs
aerobeg	eɨ̯rɔbɛɡ
aerobig	eɨ̯rɔbɪɡ
aeron	eɨ̯rɔn
aeronen	eɨ̯rɔnan
aeronen	eɨ̯rɔnɛn
aeronog	eɨ̯rɔnɔɡ
aerwy	eɨ̯rʊɨ̯
aet	aːɨ̯t
aeth	aːɨ̯θ
aeth	aːθ
aethai	eɨ̯θai̯
aethant	eɨ̯θant
aethech	eɨ̯θɛχ
aethem	eɨ̯θɛm
aethent	eɨ̯θɛnt
aethid	eɨ̯θɪd
aethit	eɨ̯θɪt
aethnen	eɨ̯θnɛn
aethnenni	eɨ̯θnɛnɪ
aethoch	eɨ̯θɔχ
aethom	eɨ̯θɔm
aethon	eɨ̯θɔn
aethont	eɨ̯θɔnt
aethost	eɨ̯θɔsd
aethpwyd	eɨ̯θpʊɨ̯d
aethus	eɨ̯θɨ̞s
aethwn	eɨ̯θʊn
aetsh	aːɨ̯tʃ
aetshys	eɨ̯tʃɨ̞s
af	aː
af	aːv
afal	aval
afalau	avala
afalau	avalaɨ̯
afalau	avalɛ
afalau	vala
afalau	valɛ
afallen	avaɬɛn
afallennau	avaɬɛna
afallennau	avaɬɛnaɨ̯
afallennau	avaɬɛnɛ
afan	avan
afanc	avaŋk
afancod	avaŋkɔd
afanen	avanɛn
affeithiad	afei̯θjad
affeithio	afei̯θjɔ
affelion	afɛljɔn
affliw	aflɪu̯
affwys	afʊɨ̯s
affwysau	afʊɨ̯sa
affwysau	afʊɨ̯saɨ̯
affwysau	afʊɨ̯sɛ
affwysedd	afʊɨ̯sɛð
affwysol	afʊɨ̯sɔl
afiach	avjaχ
afiaith	avjai̯θ
afiechyd	avjɛχɨ̞d
afiechydon	avjɛχədɔn
aflafar	avlavar
aflan	avlan
aflendid	avlɛndɪd
afleoli	avlɛɔlɪ
afles	avlɛs
aflesol	avlɛsɔl
aflonydd	avlɔnɨ̞ð
aflonyddu	avlɔnəðɨ̞
aflonyddwch	avlɔnəðʊχ
aflonyddwr	avlɔnəðʊr
afloyw	avlɔɨ̯u
afloywder	avlɔɨ̯wdɛr
aflun	avlɨn
afluniaidd	avlɨ̞njai̯ð
aflwydd	avlʊɨ̯ð
aflwyddiannus	avlʊɨ̯ðjanɨ̞s
aflwyddiant	avlʊɨ̯ðjant
aflwyddo	avlʊɨ̯ðɔ
aflym	avlɨ̞m
aflêr	avleːr
afocado	avɔkadɔ
afocados	avɔkadɔs
afon	avɔn
afondaith	avɔndai̯θ
afondeithiau	avɔndei̯θja
afondeithiau	avɔndei̯θjaɨ̯
afondeithiau	avɔndei̯θjɛ
afonfarch	avɔnvarχ
afonfeirch	avɔnvei̯rχ
afonig	avɔnɪɡ
afonol	avɔnɔl
afonydd	avɔnɨ̞ð
afr	avr
afradlon	avradlɔn
afradlonedd	avradlɔnɛð
afradloni	avradlɔnɪ
afradu	avradɨ̞
afraid	avrai̯d
afreidiau	avrei̯dja
afreidiau	avrei̯djaɨ̯
afreidiau	avrei̯djɛ
afreolaeth	avrɛɔlaɨ̯θ
afreolaeth	avrɛɔlɛθ
afreolaidd	avrɛɔlai̯ð
afreolaidd	avrɛɔlɛð
afreolus	avrɛoːlɪs
afreolus	avrɛɔlɨ̞s
afreolus	avrɛɔlɪs
afresymol	avrɛsəmɔl
afresymoldeb	avrɛsəmɔldɛb
afrifed	avrɪvɛd
afrosgo	avrɔsɡo
afrwydd	avrʊɨ̯ð
afu	avɨ̞
afuad	avɨːad
afuau	avɨːa
afuau	avɨːaɨ̯
afuau	avɨːɛ
afwyn	avʊɨ̯n
ag	aɡ
agen	aɡɛn
agendor	aɡɛndɔr
ager	aɡɛr
agerau	aɡɛra
agerau	aɡɛraɨ̯
agerau	aɡɛrɛ
agerdd	aɡɛrð
agerddlong	aɡɛrðlɔŋ
agerfad	aɡɛrvad
agerlong	aɡɛrlɔŋ
agerlongau	aɡɛrlɔŋa
agerlongau	aɡɛrlɔŋaɨ̯
agerlongau	aɡɛrlɔŋɛ
ageru	aɡɛrɨ̞
agor	aɡɔr
agora	aɡɔra
agoraf	aɡɔra
agoraf	aɡɔrav
agorai	aɡɔrai̯
agorawd	aɡɔrau̯d
agored	aɡɔrad
agored	aɡɔrɛd
agoret	aɡɔrɛt
agorfa	aɡɔrva
agori	aɡɔri
agoriad	aɡɔrjad
agoriadol	aɡɔrjadɔl
agorwr	aɡɔrʊr
agorwyr	aɡɔrwɨ̞r
agorydd	aɡɔrɨ̞ð
agos	aɡɔs
agosatrwydd	aɡɔsatrʊɨ̯ð
agosrwydd	aɡɔsrʊɨ̯ð
agosáu	aɡɔsaɨ̯
agwedd	aɡwɛð
agweddi	aɡwɛðɪ
agweddïau	aɡwɛðiːa
agweddïau	aɡwɛðiːaɨ̯
agweddïau	aɡwɛðiːɛ
ai	ai̯
aidd	ai̯ð
aiff	ai̯f
ail	ai̯l
ailbeintio	ai̯lbei̯ntjɔ
aildrefnu	ai̯ldrevnɨ̞
ailenedigaeth	ai̯lɛnɛdɪɡaɨ̯θ
ailenedigaeth	ai̯lɛnɛdɪɡɛθ
ailfeddiannu	ai̯lvɛðjanɨ̞
ailgyflwyno	ai̯lɡəvlʊɨ̯nɔ
ailgyfuniad	ai̯lɡəvɨ̞njad
ailgyfuno	ai̯lɡəvɨ̞nɔ
ailgylchu	ai̯lɡəlχɨ
aillt	ai̯ɬd
ailosod	ai̯lɔsɔd
ailwampio	ai̯lwampjɔ
ailymgnawdoliad	aɪləmɡnaʊdɔljad
air	ai̯r
ais	ai̯s
ait	ai̯t
alan	alan
alannon	alanɔn
alar	alar
alar	aːlar
alarch	alarχ
alaw	alau̯
alban	alban
albanau	albana
albanau	albanaɨ̯
albanau	albanɛ
albwm	albʊm
alcali	alkali
alcohol	alkɔhɔl
aleff	alɛf
alfarch	alvarχ
all	aɬ
alla	aɬa
allai	aɬai̯
allai	aɬɛ
allan	aɬan
allanadlu	aɬanadlɨ̞
allanfa	aɬanva
allanol	aɬanɔl
allant	aɬant
allblyg	aɬblɨ̞ɡ
allen	aɬɛn
aller	aɬɛr
allforiadwy	aɬvɔrjadʊɨ̯
allforio	aɬvɔrjɔ
allforion	aɬvɔrjɔn
allforiwr	aɬvɔrjʊr
allforwyr	aɬvɔrwɨ̞r
allforyn	aɬvɔrɨ̞n
allfudo	aɬvɨ̞dɔ
allglofan	aɬɡlɔvan
allgofnodi	aɬɡɔvnɔdi
alli	aɬi
allo	aɬɔ
allor	aɬɔr
allt	aːɬd
alltraw	aɬtrau̯
alltrawes	aɬtrau̯as
alltro	aɬdrɔ
alltroëdig	aɬtrɔɛdɪɡ
alltud	aɬdɨ̞d
allwedd	aɬwɛð
allweddell	aɬwɛðɛɬ
allweddellau	aɬwɛðɛɬa
allweddellau	aɬwɛðɛɬaɨ̯
allweddellau	aɬwɛðɛɬɛ
allwthio	aɬʊθjɔ
almanac	almanak
almanaciau	almanakja
almanaciau	almanakjaɨ̯
almanaciau	almanakjɛ
almon	almɔn
almonau	almɔna
almonau	almɔnaɨ̯
almonau	almɔnɛ
aloi	aloi̯
alon	alɔn
alwminiwm	alʊmɪnjʊm
am	am
amaethyddiaeth	ameɨ̯θəðjaɨ̯θ
amaethyddiaeth	ameɨ̯θəðjɛθ
amanita	amanɪta
amau	ama
amau	amɛ
ambell	ambaɬ
ambell	ambɛɬ
ambeutu	ambeɨ̯tɨ̞
ambiti	ambɪtɪ
ambiwlans	ambɪu̯lans
ambiwlansys	ambɪu̯lansɨ̞s
amcan	amkan
amcangyfrif	amkaŋɡəvrɪ
amcangyfrifon	amkaŋɡəvrɪvɔn
amcanion	amkanjɔn
amcanu	amkanɨ̞
amdan	amdan
amdana	amdana
amdanaf	amdanav
amdanat	amdanat
amdani	amdanɪ
amdano	amdanɔ
amdanoch	amdanɔχ
amdanom	amdanɔm
amdanon	amdanɔn
amdanot	amdanɔt
amdanyn	amdanɨ̞n
amdanynt	amdanɨ̞nt
amddiffyn	amðɪfɨ̞n
amddiffynnaf	amðɪfənav
ameba	amɛba
americiwm	amɛrɪkjʊm
amethyst	amɛθɨ̞sd
amffibiad	amfɪbjad
amguedd	amɡɨːɛð
amgueddfa	amɡɨ̞ɛðva
amgyffred	amɡəfrɛd
amgylch	amɡɨ̞lχ
amgylchedd	amɡəlχɛð
amgylcheddol	amɡəlχɛðɔl
amgáu	amɡaɨ̯
amharchus	amharχɨ̞s
amharu	amharɨ̞
amhenderfynol	amhɛndɛrvənɔl
amhenodol	amhɛnɔdɔl
amherffaith	am̥hɛrfai̯θ
amheuaeth	amheɨ̯aɨ̯θ
amheuaeth	amheɨ̯ɛθ
amheuaf	amheɨ̯a
amheuaf	amheɨ̯av
amheus	amheɨ̯s
amhosib	amhɔsɪb
amlach	amlaχ
amlddewis	amlɡɛɬɔɡ
amlen	amlɛn
amlgellog	amlɡɛɬɔɡ
amlhau	amlhaɨ̯
amlochrog	amlɔχrɔɡ
amlwg	amlʊɡ
amlygu	amləɡɨ
amnaid	amnad
amnaid	amnai̯d
amnaid	amnɛd
amnewid	annɛu̯ɪd
amobr	amɔbr
amod	amɔd
amodau	amɔda
amodau	amɔdaɨ̯
amodau	amɔdɛ
amodi	amɔdi
amodiad	amɔdjad
amranflew	amranvlɛu̯
amrannau	amrana
amrannau	amranaɨ̯
amrannau	amranɛ
amrant	amrant
amrantiad	amrantjad
amrwd	amrʊd
amrwymo	amrʊɨ̯mɔ
amryw	amrɨu̯
amryw	amrɪu̯
amrywedd	amrɨu̯jɛð
amrywedd	amrɪu̯jɛð
amrywiad	amrɨ̞u̯jad
amrywiad	amrɪu̯jad
amrywiadau	amrɨ̞u̯jada
amrywiadau	amrɨ̞u̯jadaɨ̯
amrywiadau	amrɨ̞u̯jadɛ
amrywiadau	amrɪu̯jada
amrywiadau	amrɪu̯jadaɨ̯
amrywiadau	amrɪu̯jadɛ
amrywiaeth	amrɨu̯jaɨ̯ð
amrywiaeth	amrɨu̯jɛθ
amrywiaeth	amrɪu̯jaɨ̯ð
amrywiaeth	amrɪu̯jɛθ
amrywiaethau	amrɨ̞u̯jeɨ̯θa
amrywiaethau	amrɨ̞u̯jeɨ̯θaɨ̯
amrywiaethau	amrɨ̞u̯jeɨ̯θɛ
amrywiaethau	amrɪu̯jeɨ̯θa
amrywiaethau	amrɪu̯jeɨ̯θaɨ̯
amrywiaethau	amrɪu̯jeɨ̯θɛ
amrywio	amrɨu̯jɔ
amrywio	amrɪu̯jɔ
amrywiol	amrɨu̯jɔl
amrywiol	amrɪu̯jɔl
amser	amsar
amser	amsɛr
amserau	amsɛra
amserau	amsɛraɨ̯
amserau	amsɛrɛ
amseriadur	amsɛrjadɨ̞r
amseriaduron	amsɛrjadɨ̞rɔn
amserlen	amsɛrlɛn
amserlenni	amsɛrlɛni
amseroedd	amsɛrɔɨ̯ð
amwys	amʊɨs
amwysedd	amwɨsɛð
amynedd	amənɛð
amyneddgar	amənɛðɡar
anabl	anabl
anabledd	anablað
anabledd	anablɛð
anableddau	anablɛða
anableddau	anablɛðaɨ̯
anableddau	anablɛðɛ
anaddas	anaðas
anadlu	anadlɨ̞
anadnabyddus	anadnabəðɨ̞s
anaeddfed	aneɨ̯ðvɛd
anaeddfedrwydd	aneɨ̯ðvɛdrʊɨ̯ð
anaerobig	aneɨ̯rɔbɪɡ
anaf	anav
anafa	anava
anafai	anavai̯
anafais	anavai̯s
anafais	anavɛs
anafais	anavɪʃ
anafes	anavɛs
anafes	anavɪʃ
anafiadau	anavjada
anafiadau	anavjadaɨ̯
anafiadau	anavjadɛ
anafu	anavɨ̞
anaml	anaml
anawsterau	anau̯sdɛra
anawsterau	anau̯sdɛraɨ̯
anawsterau	anau̯sdɛrɛ
andwyol	andʊɨ̯ɔl
aneiri	anei̯ri
aneiriol	anei̯rjɔl
aneirod	anei̯rɔd
anelu	anɛlɨ̞
anesboniadwy	anɛsbɔnjadʊɨ̯
anesgusodol	anɛsɡɨ̞sɔdɔl
anfantais	anvantai̯s
anfantais	anvantɛs
anfanteision	anvantei̯ʃɔn
anferth	anvarθ
anferth	anvɛrθ
anffawd	anfau̯d
anffodus	anfɔdɨ̞s
anffurfiol	anfɨ̞rvjɔl
anffydd	anfɨð
anffyddiwr	anfəðjʊr
anfodlon	anvɔdlɔn
anfoesol	anvoːɨ̯sɔl
anfon	anvɔn
anfonaf	anvɔnav
anfwriadol	anvʊrjadɔl
anfynych	anvənɨ̞χ
angall	aŋaɬ
angau	aŋa
angau	aŋaɨ̯
angau	aŋɛ
angel	aŋal
angel	aŋɛl
angen	aŋan
angen	aŋɛn
angenrheidiol	aŋɛnr̥ei̯djɔl
angenrheidrwydd	aŋɛnr̥ei̯drʊɨ̯ð
anghanfyddadwy	aŋhanvəðadʊɨ̯
anghenion	aŋhɛnjɔn
anghenraid	aŋhɛnrai̯d
anghenus	aŋhɛnɨ̞s
angheuoedd	aŋheɨ̯ɔɨ̯ð
angheuol	aŋheɨ̯ɔl
anghlod	aŋhlɔd
anghlodau	aŋhlɔda
anghlodau	aŋhlɔdaɨ̯
anghlodau	aŋhlɔdɛ
anghlodwiw	aŋhlɔdwɪu̯
anghofio	aŋhɔvjɔ
anghofrwydd	aŋhɔvrʊɨ̯ð
anghofus	aŋhɔvɨ̞s
anghofuster	aŋhɔvɨ̞sdɛr
anghredadwy	aŋhrɛdadu
anghredadwy	aŋhrɛdadʊɨ̯
anghydfod	aŋhədvɔd
anghydfodau	aŋhədvɔda
anghydfodau	aŋhədvɔdaɨ̯
anghydfodau	aŋhədvɔdɛ
anghydradd	aŋhədrað
anghydraddoldeb	aŋhədraðɔldɛb
anghydsynio	aŋhɨ̞dsənjɔ
anghydweld	aŋhɨ̞dwɛld
anghydwelediad	aŋhɨ̞dwɛlɛdjad
anghydwelediadau	aŋhɨ̞dwɛlɛdjada
anghydwelediadau	aŋhɨ̞dwɛlɛdjadaɨ̯
anghydwelediadau	aŋhɨ̞dwɛlɛdjadɛ
anghyfaddas	aŋhəvaðas
anghyfartal	aŋhəvartal
anghyfforddus	aŋhəfɔrðɨ̞s
anghyfiawn	aŋ̊həvjau̯n
anghyfiawnder	aŋhəvjau̯ndɛr
anghyflawn	aŋhəvlau̯n
anghyflogaeth	aŋhəvlɔɡaɨ̯θ
anghyflogaeth	aŋhəvlɔɡɛθ
anghyfreithlon	aŋhəvrei̯θlɔn
anghymdeithasol	aŋhəmdei̯θasɔl
anghymeradwyaeth	aŋhəmɛradʊɨ̯aɨ̯θ
anghymeradwyaeth	aŋhəmɛradʊɨ̯ɛθ
anghymhwyso	aŋhəmhʊɨ̯sɔ
anghymhwyster	aŋhəmhʊɨ̯stɛr
anghymreig	aŋhəmrei̯ɡ
anghymreigio	aŋhəmrei̯ɡjɔ
anghymwys	aŋhəmʊɨ̯s
anghyseinedd	aŋhəsei̯nɛð
anghytgord	aŋhətɡɔrd
anghytgordiau	aŋhətɡɔrdja
anghytgordiau	aŋhətɡɔrdjaɨ̯
anghytgordiau	aŋhətɡɔrdjɛ
anghytundeb	aŋhətɨ̞ndɛb
anghytundebau	aŋhətɨ̞ndɛba
anghytundebau	aŋhətɨ̞ndɛbaɨ̯
anghytundebau	aŋhətɨ̞ndɛbɛ
anghytuno	aŋhətɨnɔ
anghytuno	aŋətɨnɔ
anghytûn	aŋhətɨːn
anghywir	aŋ̊həwɪr
angladd	aŋlað
angladdau	aŋlaða
angladdau	aŋlaðaɨ̯
angladdau	aŋlaðɛ
angof	aŋɔv
angor	aŋɔr
angorau	aŋɔraa
angorau	aŋɔraɛ
angorau	aŋɔraɨ̯
angorion	aŋɔrjɔn
angylaidd	aŋəlai̯ð
angylaidd	aŋəlɛð
angyles	aŋəlɛs
angylesau	aŋəlɛsa
angylesau	aŋəlɛsaɨ̯
angylesau	aŋəlɛsɛ
angylion	aŋəljɔn
anhap	anhap
anhapus	anhapɨ̞s
anhawster	anhau̯sdar
anhawster	anhau̯sdɛr
anheddau	anhɛða
anheddau	anhɛðaɨ̯
anheddau	anhɛðɛ
anhryloyw	anhrəlɔɨ̯u
anhryloywder	anr̥əlɔɨ̯wdɛr
anhwylder	anhʊɨ̯ldɛr
anhwylderau	anhʊɨ̯ldɛra
anhwylderau	anhʊɨ̯ldɛraɨ̯
anhwylderau	anhʊɨ̯ldɛrɛ
anhyblyg	anhəblɨ̞ɡ
anhygoel	anhəɡɔɨ̯l
anhysbys	anhəsbɨ̞s
anial	anjal
anialwch	anjalʊχ
anian	anjan
anianau	anjana
anianau	anjanaɨ̯
anianau	anjanɛ
anifail	anɪvai̯l
anifail	anɪvɛl
animeiddiad	anɪmei̯ðjad
animeiddiadau	anɪmei̯ðjjada
animeiddiadau	anɪmei̯ðjjadaɨ̯
animeiddiadau	anɪmei̯ðjjadɛ
animeiddio	anɪmei̯ðjɔ
animeiddiwr	anɪmei̯ðjʊr
animeiddwyr	anɪmei̯ðwɨ̞r
anlwc	anlʊk
anlwcus	anlʊkɨ̞s
annedd	anað
annedd	anɛð
anner	anɛr
annerbyniol	anɛrbənjol
annerch	anɛrχ
annhebyg	anhɛbɨ̞ɡ
annhebyg	anhɛbɪɡ
annhebygol	anhɛbəɡɔl
annhebygrwydd	anhɛbəɡrʊɨ̯ð
annheg	anheːɡ
annherfynol	anhɛrvənɔl
annibynadwy	anɪbənadu
annibynadwy	anɪbənadʊɨ̯
anniddorol	anɪðɔrɔl
annoeth	anɔɨ̯θ
annog	anɔɡ
annwyd	anʊɨ̯d
annwyl	anʊɨ̯l
anobaith	anɔbaiθ
anobaith	anɔbɛθ
anobeithiau	anɔbei̯θja
anobeithiau	anɔbei̯θjaɨ̯
anobeithiau	anɔbei̯θjɛ
anobeithio	anɔbei̯θjɔ
anobeithiol	anɔbei̯θjɔl
anodd	anɔð
anoddach	anɔðaχ
anoddaf	anɔða
anoddaf	anɔðav
anodded	anɔðɛd
anogaf	anɔɡa
anogaf	anɔɡav
anrheg	anr̥ɛɡ
anrhydedd	anr̥ədɛð
anrhydeddu	anr̥ədɛðɨ̞
anrhydeddus	anr̥ədɛðɨ̞s
ansawdd	ansau̯ð
ansoddair	ansɔðai̯r
ansoddeiriau	ansɔðei̯rja
ansoddeiriau	ansɔðei̯rjaɨ̯
ansoddeiriau	ansɔðei̯rjɛ
ansoddeiriol	ansɔðeːrjɔl
anthem	anθɛm
anthemau	anθɛma
anthemau	anθɛmaɨ̯
anthemau	anθɛmɛ
anther	anθɛr
anti	antɪ
antimoni	antɪmɔnɪ
antur	antɨ̞r
anturiaeth	antɨ̞rjaiθ
anturiaeth	antɨ̞rjɛθ
anturiaethau	antɪrjaiθaɨ
anturion	antɪrjɔn
anuniongyrchol	anɨ̞njɔŋɡərχɔl
anwaraidd	anwarai̯ð
anwedd	anwɛð
anweddiad	anwɛðjad
anweddu	anwɛðɨ̞
anweddus	anwɛðɨ̞s
anweladwy	anwɛladʊɨ̯
anweledig	anwɛlɛdɪɡ
anwes	anwas
anwes	anwɛs
anwir	anwɪr
anwybod	anwɨ̞bɔd
anwybodus	anwɨ̞bɔdɨ̞s
anwybyddu	anwɨ̞bəðɨ̞
anwythiad	anʊɨ̯θjad
anwythiant	anʊɨ̯θjant
anwytho	anʊɨ̯θɔ
anwythol	anʊɨ̯θɔl
anwythydd	anʊɨ̯θɨ̞ð
ap	ap
apeliadau	apɛljadaɨ̯
apeliadau	apɛljadɛ
apeliadau	jada
apostol	apɔsdɔl
apostolion	apɔsdɔljɔn
apwyntiad	apʊɨ̯ntjad
apwyntio	apʊɨ̯ntjo
apêl	apeːl
ar	ar
aradr	arad
aradr	aradr
araf	ara
araf	arav
arafodd	aravɔð
arafu	aravɨ̞
arafwch	aravʊχ
arall	araɬ
arallfyd	araɬvɨ̞d
aran	aran
aranianoliaeth	aranjanɔljaɨ̯θ
aranianoliaeth	aranjanɔljɛθ
arbed	arbɛd
arbedaf	arbɛda
arbedaf	arbɛdav
arbenigo	arbɛnɪɡɔ
arbennig	arbɛnɪɡ
arbrawf	arbrau̯v
arbrofi	arbrɔvɪ
arch	arχ
archangel	arχaŋal
archangel	arχaŋɛl
archangylion	arχaŋəljɔn
archdderwydd	arχðɛrwɨ̞ð
archdeyrniaeth	arχdeɨ̯rnjaɨ̯θ
archdeyrniaeth	arχdeɨ̯rnjɛθ
archdeyrniaethau	arχdeɨ̯rnjeɨ̯θa
archdeyrniaethau	arχdeɨ̯rnjeɨ̯θaɨ̯
archdeyrniaethau	arχdeɨ̯rnjeɨ̯θɛ
archeb	arχɛb
archebion	arχɛbjɔn
archebu	arχɛbɨ̞
archesgob	arχɛsɡɔb
archesgobion	arχɛsɡɔbjɔn
archfarchnad	arχvarχnad
archfarchnadoedd	arχvarχnadɔɨ̯ð
archoll	arχɔɬ
archolli	arχɔɬi
archser	arχsɛr
archseren	arχsɛrɛn
archwilio	arχwɪljɔ
ardal	ardal
ardaloedd	ardalɔɨ̯ð
ardd	arð
ardd	aːrð
arddaf	arðav
arddangos	arðaŋɔs
arddangosfa	arðaŋɡɔsva
arddangosfeydd	arðaŋɡɔsveɨ̯ð
arddansoddiad	arðansɔðjad
arddansoddiaeth	arðansɔðjɛθ
arddel	arðal
arddel	arðɛl
arddelw	arðɛl
arddelw	arðɛlu
arddelwon	arðɛlwɔn
ardderchog	arðɛrχɔɡ
arddio	arðjɔ
arddodi	arðɔdɪ
arddodiad	arðɔdjad
arddodiaid	arðɔdjai̯d
arddodiaid	arðɔdjɛd
arddwrn	arðʊrn
arddyrnau	arðərna
arddyrnau	arðərnaɨ̯
arddyrnau	arðərnɛ
ardir	ardɪr
aredaf	arɛda
aredaf	arɛdav
aredig	arɛdɪɡ
aren	arɛn
arennau	arɛna
arennau	arɛnaɨ̯
arennau	arɛnɛ
arestiad	arɛsdjad
arestiadau	arɛsdjada
arestiadau	arɛsdjadaɨ̯
arestiadau	arɛsdjadɛ
arestio	arɛsdjɔ
arf	arv
arfau	arva
arfau	arvaɨ̯
arfau	arvɛ
arfbais	arvbai̯s
arfbeisiau	arvbei̯ʃa
arfbeisiau	arvbei̯ʃaɨ̯
arfbeisiau	arvbei̯ʃɛ
arfedd	arvað
arfedd	arvɛð
arfeddion	arvɛðjɔn
arfeddog	arvɛðɔɡ
arfer	arvar
arfer	arvɛr
arferol	arvɛrɔl
arfod	arvɔd
arfodau	arvɔd
arfodau	arvɔda
arfodau	arvɔdaɨ̯
arfodau	arvɔdɛ
arfodion	arvɔdjɔn
arg	arɡ
argaen	arɡaɨ̯n
argaenau	arɡeɨ̯na
argaenau	arɡeɨ̯naɨ̯
argaenau	arɡeɨ̯nɛ
arglawdd	arɡlau̯ð
arglwydd	arɡlʊɨ̯ð
arglwyddes	arɡlʊɨ̯ðɛs
arglwyddesau	arɡlʊɨ̯ðɛsa
arglwyddesau	arɡlʊɨ̯ðɛsaɨ̯
arglwyddesau	arɡlʊɨ̯ðɛsɛ
arglwyddi	arɡlʊɨ̯ðɪ
argoel	arɡɔɨ̯l
argoelion	arɡɔi̯ljɔn
argoelion	arɡɔɨ̯ljɔn
argon	arɡɔn
argraff	arɡraf
argraffiad	arɡrafjad
argraffiadaeth	arɡrafjadaɨ̯θ
argraffiadaeth	arɡrafjadɛθ
argraffiadau	arɡrafjada
argraffiadau	arɡrafjadaɨ̯
argraffiadau	arɡrafjadɛ
argraffiadol	arɡrafjadɔl
argraffiadwyr	arɡrafjadwɨ̞r
argraffiadydd	arɡrafjadɨ̞ð
argraffu	arɡrafɨ̞
argraffwr	arɡrafʊr
argraffwyr	arɡrafwɨ̞r
argraffydd	arɡrafɨ̞ð
argraffyddion	arɡrafəðjɔn
argrafiadau	arɡrafjada
argrafiadau	arɡrafjadaɨ̯
argrafiadau	arɡrafjadɛ
argyfwng	arɡəvʊŋ
argyfyngau	arɡəvəŋa
argyfyngau	arɡəvəŋaɨ̯
argyfyngau	arɡəvəŋɛ
argyfyngus	arɡəvəŋɨ̞s
arholi	arhɔlɪ
arholiad	arhɔljad
arholiadau	arhɔljada
arholiadau	arhɔljadaɨ̯
arholiadau	arhɔljadɛ
arholiadau	arɔljada
arholiadau	arɔljadɛ
arhosa	arhɔsa
arhosaf	arhɔsav
arhosan	arhɔsan
arhosfa	arhɔsva
arhosiad	arhɔʃad
arhosle	arhɔslɛ
arhosoch	arhɔsɔχ
arhosodd	arhɔsɔð
arhosol	arhɔsɔl
arhoson	arhɔsɔn
arhoswch	arhɔsʊχ
arial	arjal
arian	arjan
ariannog	arjanɔɡ
ariannwr	arjanʊr
arianrhod	arjanr̥ɔd
arlais	arlai̯s
arlludd	arɬɨ̞ð
arllwys	arɬʊɨ̯s
arllwysaf	arɬʊɨ̯sa
arllwysaf	arɬʊɨ̯sav
arloesi	arlɔɨ̯sɪ
arlwy	arluɨ̯
arlwyau	arlʊɨ̯a
arlwyau	arlʊɨ̯aɨ̯
arlwyau	arlʊɨ̯ɛ
arlywydd	arɬəu̯ɨ̞ð
