א	ʔ
איכשהו	ʔiχˈʃav
איכשהוא	ʔixsehava
איל	ʔil
אילאי	ʔilaj
אילו	ilːo
אילולא	ʔilulɑ
אילי	ʔilːi
איליה	ʔilja
איליי	ʔilːi
איליין	ajlajin
אילינוי	ʔilaniː
אילם	ʔilm
אילמת	ilmɑt
אילן	ʔilːan
אילנה	ʔilˈna
אילסה	ilsa
אילץ	ʔilats
אילצה	ilˈtsa
אילצו	iltsu
אים	aj
אימא	ima
אימה	ʔima
אימהות	ʔimaːt
אימהית	ʔimaːit
אימו	ʔimːo
אימוג	imɔg
אימון	imɔn
אימוני	ʔimaˈni
אימונים	ʔimaˈnɔn
אימוץ	ʔimaʈ
אימות	ʔimaːt
אימי	ʔiːmi
אי-מייל	ajmajl
אימייל	ʔimajl
אימיילים	ʔimajlim
אימים	ajm
אימך	imɛx
אימם	imː
אימן	imɑn
אימנו	imnʊ
אימנת	imnath
אימנתי	imnati
אימפוטנט	ʔimpuˈtent
אימפולסיבי	impuɫˈsivi
אימפריה	impiˈre
אימפריית	impriθijot
אימץ	imˈts
אימצה	imˈtsa
אימצו	imtsu
אימצתי	imtsati
אימרה	ʔimaʁa
אימרו	ʔimro
אימרי	ʔimaʁi
אימת	ajmet
אין	ʔin
אינגה	ʔinga
אינגליש	ɪŋgˈliʃ
אינגלנד	ʔiŋˈglaːnd
אינגלס	ʔiŋgɛls
אינגריד	ʔingʁiːd
אינגרם	ʔingʁam
אינדי	ʔindi
אינדיאנה	ʔindaˈjana
אינדיאני	ʔindaˈʒani
אינדיאנים	indjɑnɪm
אינדיאנית	indjani
אינדיקציה	indikˈtsja
אינה	ʔinɑ
אינו	ʔinɔ
אי-נוחות	ajnuˈχot
אינויאשה	ʔinwaʃa
אינז	ʔinz
אינטואיציה	ʔintuˈʔitsja
אינטימי	ʔintimːi
אינטימיות	ʔintimˈjot
אינטימיים	ʔintimim
אינטימית	ʔintimˈit
אינטל	ʔintɛl
אינטליגנטי	ʔintaligenti
אינטליגנטית	ʔintaligenˈtit
אינטליגנציה	ʔintalignˈtsiʔo
אינטלקטואלי	ʔintɛlɛkˈtualɪ
אינטלקטואלית	ʔintɛlɛkˈtualit
אינטנסיבי	ʔintɛnsiˈbi
אינטנסיבית	ʔintɛnsiˈvit
אינטראקציה	ʔintɾɑkˈtsjɑ
אינטראקציה	ʔintʁäʔäqtsjä
אינטרנט	ʔinteʁne̞t
אינטרנט	ʔintɛrˈnet
אינטרנשיונל	ʔintɛrnʃɛnɛl
אינטרס	ʔintʁes
אינטרסים	ʔintɾɛsɪm
אינטרפול	ʔintɛɾpoˈlo
איני	ʔini
אינך	ʔinχ
אינכם	ʔinχɑm
אינם	ʔinm
אינן	ʔinː
איננה	ʔinːa
איננו	ʔinnuː
אינני	ʔinni
אינס	ʔins
אינסולין	ʔinsulɪn
אינסוף	ʔinsuf
אינסופי	ʔinsofi
אינסופיות	ʔinsufiˈjot
אינסופיים	ʔinsufiːm
אינסופית	ʔinsuˈfit
אינסטינקט	ʔinstintˈkɔt
אינסטינקטים	ʔinstintˈkɔt
אינסטרומנטלית	ʔinstʁumɛntˈliti
אינספור	ʔinsfor
אינפורמציה	ʔinformatsjɑ
אינפרא	ʔinfra
אינצ	ʔints
אינץ	ʔints
אינשטיין	ʔinʃtejn
איסוף	ʔisɔf
איסור	ʔisɔr
איסט	ist
איסטווד	istˈvud
איסטון	ʔiːsˈton
איסטמן	istman
איסטנבול	istɑnˈbɔl
איסלנד	ʔisland
איעלם	ʔiʕalm
איפה	ʔifˈfo
איפהשהו	ʔifˈʃe
איפוא	ʔifuːʔ
איפוק	ʔifok
איפור	ʔifɔr
אי-פעם	ajpaʕm
איפשהו	ʔifˈʃeʔu
איפשר	ʔifˈʃɛr
איצ	ʔits
איצטדיון	ʔitstidiɔn
איציק	itsik
איקס	ʔiks
איקרוס	ʔikɑˈɾus
איראה	ʔiʁa
איראן	ʔiˈran
אירגון	ʔiʁgɔn
אירגן	ʔiʁgan
אירגנתי	ʔiʁgɑnɑti
אירגע	ʔiʁga
אירה	ʔiːra
אירו	ʔiʁo
אירובי	ʔiʁuˈbi
אירווינג	ʔiːɾviŋ
אירוח	ʔiroχ
אירוטי	ʔiroːˈti
אירוני	ʔiroˈni
אירוניה	ʔiʁoˈnija
אירוסים	ʔiʁoˈsim
אירוסין	ʔiʁoˈsin
אירוע	ʔiʁoʕ
אירועי	ʔiʁoˈʕi
אירועים	ʔiʁoˈʔim
אירופאי	ʔiʁoˈpɑj
אירופאית	ʔiʁoˈpaʔit
אירופה	ʔiʁoˈpo
אירי	ʔiˈʁi
אירים	ʔiːʁim
אירינה	ʔiʁiˈna
איריס	ʔiˈʁis
אירית	ʔiʁit
איריתתת	ʔiʁit
אירלנד	ʔiʁˈland
אירמה	ʔiʁma
אירן	ʔiʁan
אירנה	ʔiʁna
אירע	ʔiʁɑ
אירעה	ʔiʁʔa
איש	ʔiːʃ
איש	ʔiʃ
אישאר	ʔiʃɑr
אישה	ʔiʃa
אישה	ʔiʃä
אישום	ʔiʃum
אישומי	ʔiʃuːmi
אישומים	ʔiʃuːmim
אישונים	ʔiʃɔn
אישור	ʔiʃuʁ
אישורי	ʔiʃuːri
אישורים	ʔiʃuːruʔ
אישורך	ʔiʃuːr
איש-זאב	ʔiʃˈzaʕ
אישי	ʔaʃi
אישיות	ʔiʃiˈjot
אישיים	ʔiʃim
אישית	ʔiʃti
אי-שם	ajʃam
אישן	ʔiʃn
אישר	ʔiʃʁ
אישרה	ʔiʃˈra
אישרו	ʔiʃru
אישרת	ʔiʃˈʁet
אישרתי	ʔiʃˈʁet
אישתו	ʔiʃθo
אישתי	ʔiʃθi
אישתך	ʔiʃteχ
אית	ʔit
איתה	ʔiːθɑ
איתו	ʔiːθo
איתור	ʔiθoʁ
איתות	ʔiθot
איתי	ʔiːti
איתך	itˈχe
איתכם	ʔiθˈxɛm
איתכן	ʔiθˈχɛn
איתם	ʔiθam
איתן	ʔitˈan
איתנה	ʔiθˈnɑ
איתנו	ʔiθo
איתר	ʔiθer
איתרה	ʔiθaʁa
איתרו	ʔiθro
איתרנו	ʔiθerˈnu
איתרת	ʔiθerɛt
איתרתי	ʔiθaʁti
אך	ʔax
אכאיב	ʔaxɑjiv
אכבד	ɑkˈvɛð
אכבה	ɑkˈva
אכבר	ɑkˈbɛr
אכה	ʔaχa
אכוון	ʔaxuːn
אכול	ɑχɔl
אכזב	ʔaxˈzɛv
אכזבה	ʔaxˈzva
אכזבת	ʔaxˈzivɛt
אכזבתי	ʔaxzbeθi
אכזר	ʔaxˈzɛr
אכזרי	ʔaxzɛri
אכזריות	ʔaxziˈroʔ
אכזריים	ʔaxzɑɾiːm
אכזרית	ɑχˈzɛʁit
אכחיש	ɑxɑχiʃ
אכיל	ʔaxil
אכילה	ʔaxiːla
אכילס	ʔaxilːs
אכילת	ʔaχiˈlet
אכין	ʔaxin
אכיפת	ʔaxifet
אכיר	ʔaxir
אכל	ʔaxal
אכלה	ɑkˈlɑ
אכלו	ʔaxˈlu
אכלי	ʔaxˈli
אכלנו	ʔaxˈlɛnu
אכלת	ʔaχˈlat
אכלתי	ɑkˈlɛt
אכלתם	ʔaχleθem
אכן	ʔaxen
אכניס	ʔaxˈnis
אכנס	ʔaxˈnes
אכנע	ʔaxne
אכסה	ʔaksɑ
אכסח	ʔaksax
אכסניה	ɑkʃɑniʔɑ
אכסניית	ʔaksnejet
אכעס	ʔaxˈʔes
אכפיל	ʔaxfiːl
אכפת	ʔaxˈpet
אכפתי	ʔaxˈpeti
אכפתיות	ʔaxpeˈtijot
אכריז	ʔaxriːz
אכריח	ʔaxriːx
אכשל	ʔaxˈʃal
אכתוב	ɑkˈtɔv
אל	al
אל	ʔal
אַל	ʔal
אלא	ɑlɑ
אלאדין	ʔalɑdiːn
אל-איי	ɑlaj
אלבה	alva
אלבום	albuːm
אלבומי	albomi
אלבומים	albomuːm
אלבי	alvi
אלביס	alˈbis
אלבמה	alvamɑ
אלברט	ɑlˈbɛʁt
אלברטו	alβeɾto
אלבש	alvas
אלג	alg
אלגברה	algɛˈbra
אלגוריתם	algoˈʁitam
אלגנטי	ɑlgɑnˈti
אלגנטיות	alganˈtijot
אלגנטית	algantiθ
אלגרה	algera
אלד	ɑlɛd
אלדו	alduː
אלדוס	ʔalˈdos
אלדן	ɑlˈden
אלדר	ʔalder
אלדרמן	ɑldɛrman
אלה	ɑlɑ
אלהים	ʔælɑːhɪm
אלו	ʔalo
אלואיז	ʔaloˈʔiz
אלוהה	ʔalɔhu
אלוהי	ʔalɔhɑj
אלוהיי	ʔalɔhɑj
אלוהים	elohim
א-לוהים	ʔalɔhɑj
אלוהים	ʔalɔhɛm
אלוהים	ʔɛloːhiːm
אלוהינו	ʔalɔhiːno
אלוהית	ʔalɔhit
אלווארז	alvarz
אלווד	alɔvɔt
אלווה	alva
אלווי	alvi
אלווין	alvɪn
אלוויס	alvis
אלוורז	aluvɛʁz
אלומיניום	ʔalominjuːm
אלון	ʔaˈlon
אלונזו	alɔnzo
אלונקה	alɔnˈkɑ
אלוף	alof
אלופה	alofa
אלופי	ʔalofe
אלופים	alofim
אלופת	alopet
אלוקים	ʔalokim
אלות	alot
אלזה	alˈze
אלחוט	alχot
אלחוטי	ʔalχoti
אלחוטית	alχuθit
אלחם	ʔalχem
אלחנדרו	alχanˈdɛru
אלחץ	ʔalˈχets
אלטו	ʔalˈto
אלטון	ʔalˈton
אלטמן	ɑlˈtman
אלטרנטיבה	altɛrnɛtiva
אלטרנטיבה	ʔalteʁnätivä
אלי	ʔali
אליאס	ʔaljɑs
אליבי	alevi
אליה	ʔaljɑ
אליהו	ʔaleːho
אליהם	ʔallem
אליהן	ʔaliːhɛm
אליו	aljo
אליוט	ʔaliot
אליזבט	ʔalizˈbet
אליזבת	ʔalizˈbet
אליזה	ʔalɪˈzɑ
אליי	ʔaliː
אלייג	ʔalij
אלייה	ʔaliːjɑ
אלייז	ʔaliz
אלייזה	ʔaljiza
אלייך	ʔalaj
אליין	ʔaliːn
אליינה	ʔaliːna
אליך	ʔalˈiχ
אליכם	ʔaleːxem
אליכן	ʔaleːxn
אליל	ʔalil
אלילה	ʔalilɑ
אלילים	ʔalilim
אלים	ʔælim
אלימה	ʔaliːma
אלימות	ʔaljɑmɛs
אלימים	ʔaleːmiːm
אלין	aljin
אלינה	ʔalina
אלינו	alɪnuː
אלינור	ʔaljinɔr
אליס	ʔalɪs
אליסה	ʔaliˈsa
אליסון	ɑliˈson
אליסטר	ʔalɪsˈtɛr
אליסיה	ʔaliˈsiʃa
אליפויות	ʔaliːpuːtˈejt
אליפות	alifuːt
אלישה	ʔalɪʃa
אלישיה	ʔalɪˈʃa
אלך	alex
אלכוהול	ʔalkoχuːl
אלכוהולי	ʔalχoˈhuːli
אלכוהוליסט	alkovalist
אלכוהוליסטים	ʔalkovaˈχolistim
אלכוהוליסטית	alkovaˈlistit
אלכס	ʔalɛks
אלכסה	ɑlˈkʃɑ
אלכסי	ɑlˈχeːsi
אלכסיי	ɑlχesi
אלכסיס	ʔalˈkʃis
אלכסנדר	ɑlˈkʃɑndɛr
אלכסנדרה	ʔalksaˈneðɾa
אלכסנדריה	ʔalˈkʃandɛriʔ
אללה	ʔalːa
אלם	alm
אלמד	almɛd
אלמה	alma
אלמו	almu
אלמוגים	almugim
אלמוות	ʔalmuːθ
אלמוני	almuni
אלמונית	almonit
אלמידה	almiða
אלמלא	almɛla
אלמן	alˈman
אלמנה	almɛnɑ
אלמנות	almunut
אלמנט	almɛnt
אלמנטים	almentem
אלמנטרי	ʔalmenˈtʁi
אלמנתו	almɛnθo
אלמר	almɛr
אלן	ʔalˈn
אלנה	ʔalˈna
אלסה	alsa
אלסוורת	ɑlsuvɛrtʃ
אלסי	alsi
אלסקה	alˈsɛkɑ
אלף	alf
אלפא	alpɑ
אלפה	ʔalfe
אלפונס	alfonos
אלפונסו	alfonso
אלפי	ʔalfi
אלפיות	alfiˈjot
אלפייה	alfiːjɑ
אלפיים	alfiːm
אלפים	ʔalˈfim
אלפרד	alfɛɹɛd
אלפרדו	alpɾedo
אלצהיימר	ʔaltsaˈimer
אלק	ɑlɛk
אל-קאעידה	alqaʕiːða
אלקטרה	ɑlˈkɛtɾɑ
אלקטרומגנטי	ɑlketromɑnˈgeti
אלקטרומגנטית	ʔalketromagnˈti
אלקטרוני	ɛlketroni
אלקטרוניים	ɛlketroˈniːm
אלקטרונים	ɑlketronim
אלקטרוניקה	ɑlketroˈnika
אלקטרונית	ɑlketroˈnit
אלקטרז	ɑlkɛtʁɛz
אלקטריק	ɛlkɛtʁik
אלקינס	ɑlkins
אלקסיס	ɑlksis
אל-קעידה	ʔalqaˈʔiða
אלרגי	alɾegi
אלרגיה	alɾgiʔa
אלרגיות	ʔalɾigitej
אלרגית	alɾegit
אלרום	ʔalʁom
אלריק	ɑlˈɾiːk
אלש	alʃ
אלשין	alʃin
אלת	alθ
אלתור	ʔalθoʁ
אמ	ɑm
אם	im
אמ	ʔæm
אמ	ʔam
אם	ʔim
אמא	ɑmɑ
אִמָא	ima
אמא	ʔimä
אמאל	ɑmɑl
אם-אר-איי	imʁai
אמארה	ɑmɑrɑ
אמבולנס	ɑmbolɑns
אמבולנס	ʔambulans
אמבולנסים	ɑmboˈlɛnsim
אמבט	amˈbat
אמבטיה	ɑmbɑtijɑ
אמבטיות	ɑmbɑtijɔt
אמבטיית	ambɑtijɑt
אמבר	ɑmˈbɛr
אמברוז	ɑmbruːz
אמה	ɑmɑ
אמהאם	ɑmɑm
אמהות	ɑmɔt
אמו	ʔamuː
אמון	amɔn
אמונה	emˈona
אמונו	emɔnʊ
אמונות	emɔnɔt
אמוני	amiˈni
אמוניה	amoniʔa
אמונים	ʔamɔnɪm
אמונך	ʔamunɑx
אמונם	ɑmonam
אמונתו	ʔamonoθo
אמונתי	ʔamɔnˈte
אמונתך	ʔamɔnɛtχ
אמונתם	emɔnɑtɑm
אמור	ɑmɔr
אמורה	ʔamoˈra
אמורות	emɔrot
אמורי	amiˈri
אמורים	emɔːrɪm
אמות	ɑːmot
אמזוג	ɑmzog
אמחץ	ʔamˈχats
אמחק	ʔɑmˈχɑk
אמט	ɑmɛt
אמי	ami
אמיגו	amigo
אמיט	amiːt
אמיל	amiːl
אמילי	amiːli
אמיליה	amiˈliʃa
אמיליו	amiˈlo
אמין	amiːn
אמינה	amiˈna
אמינות	emɪˈnots
אמינים	amiːn
אמיץ	amˈʦ
אמיצה	amiʦa
אמיצות	ʔamiˈtsot
אמיצים	amiˈtsim
אמיר	amiʁ
אמירה	amiˈra
אמירת	emɪrɑt
אמיתות	amiθot
אמיתי	amiːti
אמיתיות	amiˈtijot
אמיתיים	amiˈtim
אמיתית	amiθit
אמך	ɑmɛ
אמכור	ʔamˈxor
אם-כך	imˈkɑx
אמכם	ʔamˈxem
אמל	amɛl
אמלא	ɑmˈlɑ
אמלי	emli
אמליה	amˈlija
אמליץ	amliʦ
אממ	amː
אמם	ɑmɑm
אמממ	ɑmɑm
אמן	ɑmɛn
אמנדה	amˈnɛmda
אמנה	amˈnɑ
אמנו	amˈnu
אמנויות	amnitej
אמנות	ɑːmoˈnet
אמנותי	ʔamˈnetsi
אמנותית	ʔamˈnutiθ
אמנזיה	amnziː
אמני	ɑmˈni
אמנים	amˈnim
אמנית	emˈnit
אמנם	amˈnem
אמנע	amˈna
אמנת	amˈnɔt
אמס	ɑms
אמסור	ɑmˈsɔr
אמסטרדם	ɑmstreˈdam
אמפ	ɑmf
אמפייר	ɑmˈpiʔer
אמפתיה	ʔemˈfitja
אמצא	ɑmˈtsa
אמצוץ	ʔɛmˈtsuts
אמציא	ɑmˈtsiʔa
אמצע	ʔɛmˈtsaʕ
אמצעי	ʔamˈtsi
אמצעים	ʔɛmˈtsɛʕ
אמק	ɑmɛk
אמר	ʔamer
אמרה	ɑmˈrɑ
אמרו	ɑːmɛruː
אמרי	ʔameʁi
אמריקאי	ʔamriˈkai
אמריקאיות	ɑmiʁikiot
אמריקאיים	ɑmirikiʔim
אמריקאים	ʔamerikiʔim
אמריקאית	ɑmiʁikaʔit
אמריקה	ɑːmeˈrikɑ
אמריקן	ɑmiˈɾikan
אמריקני	ʔamɪˈɾikni
אמריקניים	ʔamiʁikine
אמריקנים	ʔamɪˈrikɑn
אמריקנית	ʔamiʁikiˈnit
אמרנו	ɑmɛrnu
אמרסון	emɛrsɔn
אמרת	ɑmeret
אמרתה	ʔamˈrɔt
אמרתי	ɑmɛrɑtʰi
אמרתם	ɑmɛʁɑtɛm
אמש	ɑmɛʃ
אמשוך	ʔamˈʃuχ
אמשיך	ɑmˈʃix
אמת	ɑmɛt
אמת	ʔe̞me̞t
אמתי	ɑmˈti
אמתיים	ɑmɛti
אמתין	ɑmˈtiːn
אמתית	ɑmɛtˈhit
אנ	ʔan
אן	ʔan
אנא	ana
אנאבל	anaˈbel
אנאלי	anaˈli
אנאליס	ʔanaˈlis
אנאקין	ʔanɑˈkin
אן-בי-סי	ʔanbisi
אנבל	ɑnˈbɛl
אנבת	ɑnɑvɛt
אנג	ɑng
אנגוס	ɑnˈgus
אנגל	ɑngɛl
אנגלי	ɑnˈgli
אנגליה	ɑngliˈja
אנגלים	ɑngɛlɛs
אנגלית	ɛnglɪ
אנגן	ɑngɛn
אנד	ɑnɛd
אנדו	ɑndo
אנדי	andi
אנדלר	andɫer
אנדר	ɑndɛr
אנדראה	andɾe
אנדרדוג	ɑndɾodug
אנדרה	andʁe
אנדרו	ɑndʁo
אנדרואיד	ɑndruˈʔid
אנדרווד	ɑndruːd
אנדרוז	ɑndʁoʒ
אנדרומדה	ɑndʁoˈmoða
אנדרוס	ɑndʁos
אנדרטה	andɛrˈtɛ
אנדרי	andri
אנדריאה	andriˈe
אנדריי	ɑndreː
אנדרס	ɑndɛrs
אנדרסון	ɑndɛrˈsɔn
אנדרסן	ɑndɛrˈsɛn
אנה	ɑnɑ
אנהג	ɑnɣɑ
אן-הו	ʔanho
אנהל	ʔanχal
אנו	avnu
אנואר	ʔanwaːr
אנוביס	ɑnɔˈvis
אנוח	ʔanuχ
אנוכי	ɔnojxi
אנוכי	ʔanuχi
אנוכיות	ʔanuχit
אנוכיים	ʔanuχim
אנוכית	ʔanuχit
אנומליה	ɑnɔmˈlɑjɑ
אנונימי	ɑnɔnɪmi
אנונימיות	ɑnɔnimˈjot
אנונימיים	ɑnɔnimim
אנונימית	ɑnɔnimit
אנוס	ʔanɔs
אנוש	ʔanuʃ
אנושות	ʔanuˈʃot
אנושי	ʔanuʃi
אנושיות	ʔanuˈʃojot
אנושיים	ʔanuˈʃajm
אנושית	ɑnɔˈʃit
אנזו	ɑnˈzo
אן-זי-טי	ɑnzite
אנזים	ɑnˈzɪm
אנחה	ʔanχa
אנחות	ʔanχuːθ
אנחל	ʔanχal
אנחנו	ɑnχnu
אנחנו	ʔanχnu
אנחש	ʔanax
אנט	ɑnt
אנטארקטיקה	ɑntɑrkɛtʦikɑ
אנטואן	ɑntoˈʔɑn
אנטואנט	ɑntoʔɑn
אנטולי	ɑntoli
אנטומיה	ɑntɔmijɑ
אנטון	ɑnˈton
אנטוני	ɑntoˈni
אנטוניה	ɑntɔˈnijɑ
אנטוניו	ɑntoˈniɔ
אנטוניוס	ɑntoˈnius
אנטוש	ɑntoʃ
אנטי	anti
אנטיביוטיקה	ɑntibiotika
אנטנה	ʔanˈtana
אנטרפרייז	ɑntʁefʁɑjz
אני	ani
אני-	ani
אֲנִי	ani
-אני	ʔani
אני	ʔäni
אני-אני	aniani
אניגמה	anigma
אניד	anið
אניה	aniː
אניח	ʔanix
אניטה	aniˈta
אנימציה	animtsjɑ
אנין	ʔanin
אנינג	ʔaniŋ
אניס	aniːs
אניסטון	ʔanisˈton
אניקה	anika
אנכי	ʔanxi
אנכית	ʔanχit
אנל	ʔanɛl
אנליסט	ʔanaliːst
אן-מארי	ʔanmari
אנמיה	ʔanmija
אנני	ani
אננס	ʔanːs
אנס	ɑns
אנסה	ɑnˈsɑ
אנסו	ɑnˈso
אנסון	ɑnˈsɔn
אנסח	ɑnsɑx
אנסטסיה	ɑnˈsʁestɑsjɑ
אנסים	ɑnsim
אנסת	ʔasanet
אנסתי	ʔansete
אנעל	ʔanɑl
אנצ	ants
אנצח	ʔantsɑx
אנצל	ɑnˈtsɛl
אנק	ɑnɛk
אנקה	ɑnˈkɑ
אנקום	ɑnˈkum
אנר	ʔɛnɛr
אנרגיה	ɑnɾgi
אנרגיות	ɑnɾgiˈjɔt
אנרגיית	ɑnɾgiˈjɔt
אנרגית	ʔanʁiʒit
אן-רובר	ɑnroˈbɛr
אנרי	ʔanri
אנריקה	ɑnɛrɪkɑ
אנריקו	ʔanriˈko
אנרכיה	ʔanɑɾˈχiʔ
אנשא	ʔanʃa
אנשובי	ʔanʃovi
אנשי	ʔanˈʃi
אנשיה	ʔanʃija
אנשיו	ʔanˈʃiː
אנשי-זאב	ʔansajzaʕb
אנשיי	ɑnˈʃej
אנשייך	ʔanˈʃejx
אנשיך	ʔanˈʃix
אנשים	ʔanʃim
אנשינו	ʔanʃinuː
אנשך	ʔanˈʃax
אנשק	ʔanˈʃek
אנתוני	ɑntoni
אנתק	ɑntɑk
אנתרקס	ɑntʁɑks
אס	ɑs
אסא	ʔasa
אסבול	ɑsboːl
אסביר	ɑsbiʁ
אסגור	asgur
אסגיר	ɑsgiʁ
אסד	ʔasad
אסדי	ɑsdiː
אסדר	ɑsˈdɛr
אסדת	ʔasˈdɛt
אסובב	ɑsɔvɛv
אסון	ʔasˈon
אסונות	asɔneː
אסוף	ʔasof
אסוקה	ʔasuːkɑ
אסור	ɑsˈsʊr
אסורה	ɑsʊˈrɔ
אסורים	ʔasurim
אסטבאן	ɑstɑˈvɑn
אסטבן	ɛsteˈvan
אסטה	ɑsˈtɑ
אסטון	ɑsˈton
אסטור	ɑstɔr
אסטין	ɛstin
אסטל	ɛstal
אסטלה	ɛsˈtɛlɑ
אסטמה	ʔastaˈma
אסטר	ɑsˈtɛr
אסטרדה	ɑsˈtʁɑdɑ
אסטרואיד	ɑstro'ʔid
אסטרואידים	ɑstro'ʔidim
אסטרונאוט	ɑstronoːt
אסטרונאוטים	ɑstronoˈnotim
אסטרטגי	ɑstratɛgi
אסטרטגיה	ɑstratɛgijɑ
אסטרטגיות	ɑstratigite
אסטרטגיית	ɑstratɛgijɑt
אסטרטגית	ɑstratɛgit
אסטריד	ɑstʁiːd
אסטריקס	ɑstʁiks
אסי	ʔasi
אסיאתי	asiˈati
אסיאתית	ʔasiˈjɑθ
אסיד	ʔasiːd
אסיה	ʔasiː
אסיח	ʔasiχ
אסייג	asig
אסיים	ʔasiːm
אסייתי	ʔasiˈjati
אסייתית	ʔasiˈjit
אסים	ʔasim
אסימון	asɪmoːn
אסימונים	ʔasimaˈnon
אסיע	ʔasiʕ
אסיפה	ʔasiːfɑ
אסיפת	ʔasiˈfat
אסיר	ɑsɪr
אסירה	ʔasɪra
אסירות	ɑsɪˈɾɛt
אסירי	ʔasɪri
אסירים	ɑsɪˈrim
אסירת	ɑsɪrɛt
אסכים	ʔasˈkim
אסכן	asˈχen
אסלה	ʔasˈla
אסלח	ʔaslaχ
אסם	ʔasem
אסמוך	ʔasmoχ
אסמס	ɑsˈmas
אסע	ʔasa
אסף	ʔasaf
אספה	aspa
אספו	ɑsˈpu
אספוזיטו	ʔaspoˈzito
אספור	ʔaspoʁ
אספי	ɑsˈfi
אספינוזה	ʔaspinoˈzo
אספיק	ʔaspiˈk
אספירין	ʔaspiˈrin
אספן	ɑsˈpɛn
אספנו	asˈpno
אספנים	ʔasfaˈnɛj
אספסוף	ʔaspaˈsuf
אספק	ɑsˈpɛk
אספקה	ʔasˈpɛkɑ
אספקת	ɑsˈpɛket
אספר	asˈpɛr
אספרגוס	ʔaspaʁugus
אספרסו	ʔaspɾosu
אספת	ʔasfat
אספתי	ɑsˈfat
אסקובר	ʔeskɔbɛr
אסקס	ʔɛskɛs
אסר	ɑsɛr
אסרב	ʔasɛrv
אסרה	ʔasˈra
אסרו	ɑsˈru
אסתבך	ʔastaˈvek
אסתדר	ɑstɛdˈɛr
אסתובב	ʔastaˈbav
אסתום	ɑsˈtɔm
אסתיר	ɑstiʁ
אסתכל	ʔastaχal
אסתכן	ɑsθexn
אסתלק	ɑstɛlɛk
אסתמה	ɑsˈtɛmɑ
אסתפק	ʔasˈtifek
אסתר	ɑsˈtɛr
אסתר	estejr
אסתר	estər
אע	ʔaʕ
אעבוד	ʔaʕoˈdiːd
אעבור	ʔaˈʕuʁ
אעביר	ʔaviʁ
אעדיף	ʔaˈdiːf
אעדכן	ʔaˈʔadken
אעדר	ʔaˈʕeðer
אעוף	ʔaf
אעז	ʔeːz
אעזוב	ʔazuːb
אעזור	ʔaˈʕoːr
אעיד	ʔaˈʕið
אעיף	ʔaˈʕif
אעיר	ʔaˈʕiʁ
אעכב	ʔɛkæv
אעלה	ʔaˈle
אעלם	ʔaʕlæm
אעמוד	ʔaˈmuːd
אעמיד	ʔaˈmið
אענה	ʔaˈʕa
אעניק	ʔaʕniːk
אעסיק	ʔɑsɪk
אעצור	ʔaʕtsʊr
אעקוב	ʔaʔobo
אעקור	ʔaʕqoʁ
אערוך	ʔaʁuχ
אעריך	ʔɛriχ
אעשה	ʔaʃa
אעשן	ʔaʃn
אפ	af
אף	af
אף-אחד	afˈaχad
אף-אחת	afˈaχat
אפאצ	ʔafaʈ
אפ-בי-איי	afbei
אפביאיי	afbei
אף-בי-איי	afbiaj
אףביאיי	afbiaj
אףביאיי	afviaj
אפגוש	afgoʃ
אפגניסטן	ʔafganiˈstan
אפגע	afˈga
אפגש	ʔafgeʃ
אפה	ʔaˈfa
אפו	afu
אפוא	afuː
אפוד	ʔaˈpuːd
אפוטרופוס	ʔafotroˈpos
אפוי	afoj
אפול	ʔaˈpɔl
אפולו	ʔapulo
אפונה	afona
אפונים	ʔafoniːm
אפוף	ʔafuf
אפופיס	ʔapopis
אפוצץ	afots
אפוקליפסה	afokliˈpsa
אפור	ʔafɔr
אפורה	ʔafuːra
אפורים	ʔafuˈriːm
אפחד	afˈχɔd
אפטר	afˈtɛr
אפי	afi
אפידורל	afidˈɔːɾɛl
אפייה	ʔafiːjɑ
אפיל	ʔafiːl
אפילה	ʔafiˈla
אפילו	ʔafiˈluː
אפילפסיה	ʔafiːlpsiː
אפים	afim
אפינפרין	afinfinɛʁ
אפיפיור	afiˈpiːoʁ
אפיק	ʔafiːk
אפיקורוס	epikoʁos
אפית	ʔafiθ
אפיתי	ʔafiˈθi
אפך	ʔafex
אפל	ɑpɛl
אפלבי	afelˈbi
אפלה	ʔafla
אפלות	afloʈ
אפלטון	ʔafletɔn
אפליה	ʔaflija
אפלים	afˈlim
אפליקציה	ʔapliˈkʦijɑ
אפליקציית	ʔaplikˈtsijɑt
אפלק	afˈleg
אפנה	afna
אפס	afs
אפסי	afsi
אפסיד	afˈsid
אפסים	afˈsim
אפסיק	afˈsik
אפספס	ʔafsaf
אפעיל	ʔafˈʕil
אפעל	ʔafˈʕɛl
אפפא	afpa
אף-פעם	afpaˈma
אפצה	afˈtsə
אפקח	afˈkax
אפקט	afˈket
אפקטיבי	afˈketiv
אפקטים	afˈkets
אפר	ʔafɛr
אפרד	afˈɾad
אפרו	ʔafro
אפרודיטה	afrodiˈta
אפרוח	afroχ
אפרוחים	afroˈχim
אפרופו	afroˈpo
אפרוץ	afˈrots
אפרוש	afruʃ
אפריל	avˈril
אפרים	afˈrim
אפריע	afriʔ
אפריקאי	afriki
אפריקאים	afrikiʔim
אפריקאית	afrikiʔit
אפריקה	afriˈka
אפריקני	afriˈkini
אפרם	afˈʁam
אפרסם	afˈrasm
