-аж	ˈɑɹd
авансовый	avˈɑnsʌvʌj
авансовым	avˈɑnsʌvym
авансовых	avˈɑnsʌvyx
авансом	avantsɨm
авансом	avˈɑnsʌm
авансцена	avanstsɛna
авансцена	avanstsˈɛna
авансцене	avanstsˈɛni
авансцену	avanstsˈɛnu
авансцены	avantsʲtsɛnɨ
авансцены	avˈɑnstsyny
авансы	avˈɑnsy
авант	avˈɑnt
авантаж	avantˈɑʃ
авантажа	avant̪aʝa
авантажен	avantaʒɨm
авантажна	avantadʒna
авантажна	avˈɑntʌʒna
авантажную	avantˈɑʒnuju
аванти	avˈɑntɪ
авантуриновая	avanturʲinovaja
авантюр	avantˈuˌr
авантюра	avantˈuˌra
авантюрам	avantsʲuram
авантюрам	avantˈuˌrʌm
авантюрами	avantˈuˌrʌmɪ
авантюрах	avantˈuˌrʌx
авантюре	avantˈuˌri
авантюрен	avantsʲurʲen
авантюризм	avʌntuˌrˈizm
авантюризма	avʌntuˌrˈizma
авантюризме	avʌnturizmʌ
авантюризмом	avʌntuˌrˈizmʌm
авантюризму	avʌntuˌrˈizmu
авантюрин	avʲanʲtsʲurʲin
авантюрист	avʌntuˌrˈist
авантюриста	avʌntuˌrˈista
авантюристам	avʌntuˌrˈistʌm
авантюристами	avʌntuˌrˈistʌmɪ
авантюристически	avʌntuˌrˈistitʃiskɪ
авантюристические	avʌntuˌristˈitʃiskijɪ
авантюристический	avʌntuˌristˈitʃiskij
авантюристической	avʌntuˌristˈitʃiskʌj
авантюристка	avʌntuˌrˈistka
авантюристки	avʌntuˌrˈistkɪ
авантюристкой	avantˈuˌristkʌj
авантюристку	avantˈuˌristku
авантюристов	avʌntuˌrˈistʌf
авантюристом	avʌntuˌrˈistʌm
авантюристу	avʌntuˌrˈistu
авантюристы	avʌntuˌrˈisty
авантюрна	avantsʲurna
авантюрная	avantˈuˌrnʌja
авантюрно-приключенческий	ʌvʌntˈurnʌprikɭuˌtʃˈenˈtʃeskˈi
авантюрного	avantˈuˌrnʌvʌ
авантюрное	avantˈuˌrnʌjɪ
авантюрной	avantˈuˌrnʌj
авантюрные	avantˈuˌrnyjɪ
авантюрный	avantˈuˌrnyj
авантюрным	avantˈuˌrnym
авантюрных	avantˈuˌrnyx
авантюрой	avantˈuˌrʌj
авантюру	avantˈuˌru
авантюры	avantˈuˌry
авапуи	avˈɑpuɪ
авар	ˈɑvʌr
авара	avˈɑra
аварам	avˈɑrʌm
аварами	avˈɑrʌmɪ
авардан	avˈɑrdʌn
авардана	avˈɑrdʌna
аварец	avarʲets
аварец	ɑːvɑːeʃ
авари	avˈɑrɪ
аварией	avˈɑrijij
авариек	avarʲijik
аварии	avari
аварии	avˈɑriɪ
аварии	aːvˈaːriː
аварий	avˈɑrij
аварийку	avˈɑrijku
аварийная	avarˈijnʌja
аварийно	avarˈijnʌ
аварийно-спасательные	avarˈijnʌspasˈɑtiɭnyjɪ
аварийно-спасательных	avarˈijnʌspasˈɑtiɭnyx
аварийного	avarˈijnʌvʌ
аварийное	avarˈijnʌjɪ
аварийной	avarʲijnɨj
аварийной	avarˈijnʌj
аварийном	avarˈijnʌm
аварийному	avarˈijnʌmu
аварийности	avarˈijnʌstɪ
аварийную	avarˈijnuju
аварийные	avarˈijnyjɪ
аварийный	avarˈijnyj
аварийный	ʌvʌrˈejnyj
аварийным	avarˈijnym
аварийными	avarˈijnymɪ
аварийных	avarˈijnyx
аварийщики	avarˈijɕikɪ
аварик	ɑːvɑːrɪk
аварис	avˈɑris
аварию	avˈɑriju
авария	avˈɑrija
авариям	avˈɑrijam
авариями	avarˈijamɪ
авариях	avˈɑrijax
аварки	avarkʲi
аваров	avˈɑrʌf
аварра	avˈɑrra
аварры	avˈɑrry
аварская	avarskaʲa
аварский	ɑvarski
аварского	avˈɑrskʌvʌ
аварськ	avˈɑrsk
аварца	avartsˈa
аварцами	abartsamʲi
аварцев	avˈɑrtsyf
аварцев	ɑvɑrtsɯv
аварцы	avˈɑrtsy
аварцы	ɑvartsʏ
авары	avare
авары	avˈɑry
аварэ	avˈɑrɛ
аватар	avatˈɑr
аватар	avat̪aɾ
аватара	avatˈɑra
аватаре	avˈɑtʌri
аватарка	avatara
аватаров	avatˈɑrʌf
аватарой	avatˈɑrʌj
аватары	avatara
аватары	avatˈɑry
авать	avˈɑt
авача	avˈatʃa
авачинской	avatʃˈinskʌj
авачинскую	avatʃˈinskuju
авва	ˈɑvva
аввакум	avvakˈum
аввакум	avˈakum
аввакума	avvakˈuma
аввакумовича	avvakumovʲitʂʲe
аввакуму	avvˈɑkumu
авварон	avvˈɑrʌn
авварона	avvˈɑrʌna
аввп	ˈɑffp
аввы	ˈɑvvy
авг	ˈɑfk
авг.	avg
авгарь	ˈɑvgʌr
авгиев	avgij
авгиевы	ˈɑvgijivy
авгиевых	avgijˈevyx
авгита	avgʲitˈa
авгиты	afgitɪ
авгия	avgʲiːja
авгия	avgˈija
авгур	avgˈur
авгура	apgura
авгура	avgˈura
авгуров	afɣurov
авгуров	avgˈurʌf
авгурский	afgurskj
авгурское	afgurskʌjɛ
авгуру	afguɾu
авгуры	avgˈury
август	au̯gust
август	avgʊst
август	ˈɑvgust
август-сентябрь	ˈɑvgustsintˈɑbr
августа	aːvˈgusta
августа	ɑfgustɑn
августа	ˈɑvgusta
августами	afgustamɛ
августе	ˈɑvgusti
августе-сентябре	ˈɑvgustisintabrˈe
августейшая	avgustˈejʃʌja
августейшего	avgustˈejʃyvʌ
августейшее	avgustˈejʃyjɪ
августейшей	avgustˈejʃyj
августейшем	avgustˈejʃym
августейшему	avgustˈejʃymu
августейшие	avgustˈejʃyjɪ
августейший	avgustˈejʃyj
августейшим	avgustˈejʃym
августейшими	avgustˈejʃymɪ
августейших	avgustˈejʃyx
августейшую	avgustˈejʃuju
августен	avgˈustin
августиан	avgustˈiʌn
августианы	avgustˈiʌny
августин	avgˈustin
августина	avgˈustina
августина	ʌvgusˈtɪnʌ
августине	avgˈustini
августинец	aːvgustˈˈinˈis
августинка	ʌvgusˈtinko
августино	avgˈustinʌ
августинович	ʌvgˈusˈtinovitʃ
августином	avgustˈinʌm
августинского	avgustˈinskʌvʌ
августину	avgˈustinu
августинцев	avgustˈintsyf
августинцы	avgusˈtɪnˈtsy
августины	avgˈustiny
августов	avgˈustʌf
августович	avgustˈovitʃ
августовна	avgˈustʌvna
августовной	avgustˈovnʌj
августовны	avgˈustʌvny
августовская	ˈɑvgustʌfskʌja
августовские	abgustovskijɯ
августовские	ˈɑvgustʌfskijɪ
августовский	ˈɑvgustʌfskij
августовским	ˈɑvgustʌfskim
августовскими	ʔɑfguːstɑvskɪmi
августовских	avgustˈofskix
августовского	ˈɑvgustʌfskʌvʌ
августовское	ˈɑvgustʌfskʌjɪ
августовской	avgustovskaj
августовской	ˈɑvgustʌfskʌj
августовском	ˈɑvgustʌfskʌm
августовскую	ˈɑvgustʌfskuju
августой	ˈɑvgustʌj
августок	avgustok
августом	ˈɑvgustʌm
августу	ˈɑvgustu
августы	ˈɑvgusty
авд	ˈɑft
авдеев	avdˈejif
авдеева	avdˈejiva
авдеевич	avdˈejivitʃ
авдеевича	avdˈejivitʃʌ
авдеевна	avdˈejivna
авдеевой	avdˈejivʌj
авдееву	avdˈejivu
авдеевым	avdˈejivym
авдеенко	avdˈejinkʌ
авдеич	avdˈeitʃ
авдеича	avdˈeitʃʌ
авдей	avdsʲe
авдей	ˈɑvdij
авдея	avdˈeja
авдиев	avdˈijif
авдиева	avdˈijiva
авдиевна	avdʲivna
авдий	ˈɑvdij
авдика	avdˈika
авдитор	avdˈitʌr
авдию	avdˈiju
авдия	ˈɑvdija
авдотка	afdotka
авдотка	amdotka
авдотке	avdotkʲi
авдотки	abdotkʲi
авдотье	avdˈotjjɪ
авдотьев	avdˈotjjif
авдотьева	avdˈotjjiva
авдотьевым	avdʌtjjˈevym
авдотьей	avdˈotjjij
авдотьи	avdˈotjɪ
авдотьин	avdˈotjin
авдотью	avdˈotjju
авдотья	au̯nodʲija
авдотья	avdˈotjja
авдошка	afdoʂka
аве	ˈɑvi
авек	avˈek
авел	ˈɑviɭ
авеле	avˈeɭi
авелевича	avʲelʲɛvitʃe
авелем	ˈɑviɭim
авелир	avˈeɭir
авелира	avˈeɭira
авель	ˈɑviɭ
авелю	ˈɑviɭuˌ
авеля	ˈɑviɭʌ
авен	ˈɑvin
авен-тайна	ˈɑvintˈɑjna
авена	avˈena
авенариус	avinˈɑrius
авенариуса	avinˈɑriusa
авендря	avˈendrʌ
авенида	avjanʲida
авенида	avˈenida
авениде	avˈenidi
авениды	avʲinʲidɨ
авенир	avʲinʲir
авенир	avˈenir
авенира	avˈenira
авенировича	avʲinʲiravʲitʂa
авениром	avinˈirʌm
авениру	avˈeniru
авеноль	avˈenʌɭ
авентайн	avˈentʌjn
авентюра	avˈentuˌra
авеню	avinˈuˌ
авеню	avʲinʲu
авербах	avˈerbʌx
авербаха	avˈerbʌxa
авербух	avˈerbux
авербух	ɑvʲirʲbux
аверелл	avˈeriɭɭ
авери	avˈerɪ
авериевича	avˈerijɪvˈitʃi
аверин	avˈerin
аверина	avˈerina
аверинцев	avˈerintsyf
аверинцева	avˈerintsyva
аверк	avˈerk
аверка	avˈerka
аверкиев	avˈerkijif
аверкиева	avirkˈijiva
аверкиевой	avirkˈijivʌj
аверкий	avˈerkij
аверкия	avˈerkija
аверку	avˈerku
аверн	ˈɑvirn
авернон	avˈernʌn
авернона	avˈernʌna
аверов	avˈerʌf
аверон	avˈeron
аверочкин	avirˈotʃkin
аверроэс	avirrˈoɛs
аверроэса	avirrˈoɛsa
аверса	avjersa
аверсе	avˈersi
аверсив	avʲerʂʲif
аверсин	avˈersin
аверсина	avˈersina
аверсный	avʲersnaj
аверсу	avʲersu
аверченко	avˈertʃinkʌ
аверьян	avˈerɪjjan
аверьяна	avˈerɪjjana
аверьянов	avirɪjˈjanʌf
аверьянова	avirɪjˈjanʌva
аверьянович	avirɪjˈjanʌvitʃ
аверьяну	avˈerɪjjanu
аверьяныч	avirɪjˈjanytʃ
аверьяныча	avirɪjˈjanytʃʌ
авес	ˈɑvis
авесса	avˈessa
авессалом	avissaɭˈom
авессалома	avissˈɑɭʌma
авессаломе	avissˈɑɭʌmi
авессаломом	avissaɭˈomʌm
авессалому	avissaɭˈomu
авеста	avˈesta
авесте	avʲesʲtsʲe
авесте	avˈesti
авестского	avʲaztskovo
авестскому	avʲestskamu
авесты	avʲestɨ
авесты	avˈesty
авжеж	ˈɑvʒyʃ
авзар	ˈɑvzʌr
авзония	afzonʲija
авзония	avzˈonija
авзонская	afsnskaja
ави	ˈɑvɪ
авиа	alia
авиа	ˈɑvia
авиабаз	aviˈɑbʌs
авиабаза	aviabˈɑza
авиабазе	aviabˈɑʑi
авиабазой	aviabˈɑzʌj
авиабазу	aviabˈɑzu
авиабазы	aviˈɑbʌzy
авиабилет	aviˈɑbiɭit
авиабилета	aviˈɑbiɭita
авиабилетов	aviʌbiɭˈetʌf
авиабилеты	aviʌbiɭˈety
авиабой	ɑvʲeaboj
авиабомб	aviˈɑbʌmp
авиабомба	aviabˈomba
авиабомбами	aviˈɑbʌmbʌmɪ
авиабомбе	avʲabombʲe
авиабомбы	aviˈɑbʌmby
авиабою	afʲaboju
авиабоя	avʲeaboʲːa
авиабригады	aviˈɑbrigʌdy
авиагоризонт	aviʌgʌrizˈont
авиагруппа	aviagrupa
авиагруппа	aviagrˈuppa
авиагруппы	aviˈɑgruppy
авиадесанта	avjadizanta
авиадесанту	avjadesantu
авиадивизии	aviadˈiviʑiɪ
авиадивизия	aviadˈiviʑija
авиадиспетчер	aviʌdispˈettʃir
авиазавода	aviˈɑzʌvʌda
авиазавода	avʲazavoda
авиазаводе	aviʌzavˈodi
авиакатастроф	aviakˈɑtʌstrʌf
авиакатастрофа	aviakˈɑtʌstrʌfa
авиакатастрофе	aviʌkʌtastrˈofi
авиакатастрофу	aviakˈɑtʌstrʌfu
авиакатастрофы	aviakˈɑtʌstrʌfy
авиакомпании	aviakampanʲiʲi
авиакомпании	aviʌkʌmpˈɑniɪ
авиакомпаний	aviʌkʌmpˈɑnij
авиакомпанию	aviʌkʌmpˈɑniju
авиакомпания	aviʌkʌmpˈɑnija
авиаконструктор	aviakˈonstruktʌr
авиаконструктора	aviakˈonstruktʌra
авиакорпус	aviˈɑkʌrpus
авиакорпуса	aviˈɑkʌrpusa
авиакрыла	aviˈɑkryɭa
авиакрыло	aviʌkryɭˈo
авиалайнер	aviaɭˈɑjnir
авиалайнер	ɑvʲiɑɫɑjnʲer
авиалайнера	aviaɭˈɑjnira
авиалайнере	aviˈɑɭʌjniri
авиалайнеров	aviaɭˈɑjnirʌf
авиалайнеры	aviˈɑɭʌjniry
авиалинии	aviaɭˈiniɪ
авиалиний	aviaɭˈinij
авиалиниях	aviaɭˈinijax
авиаматка	avjamatka
авиамаяка	avʲiamajaka
авиамаяки	avjemajki
авиамеханик	ˈɑɭiɑmixˈɑnik
авиамоделистов	aviʌmʌdiɭˈistʌf
авианаводчик	avianˈɑvʌdtʃik
авианаводчику	avʲanavodtʂʲiku
авианосец	avianˈosits
авианосная	aviˈɑnʌsnʌja
авианосного	avianˈosnʌvʌ
авианосной	aviˈɑnʌsnʌj
авианосца	avianˈostsa
авианосцам	aviˈɑnʌstsʌm
авианосцами	avianosamʲi
авианосцами	avianˈostsʌmɪ
авианосцами	avijanostsamʲi
авианосцах	aviˈɑnʌstsʌx
авианосце	aviˈɑnʌstsy
авианосцев	avianˈostsyf
авианосцем	aviˈɑnʌstsym
авианосцу	aviˈɑnʌstsu
авианосцы	avianˈostsy
авиаотряд	aviˈɑˈɑdrˈɑt
авиаотряда	aviˈɑʌtrʌda
авиапарка	avjaparka
авиаперевозчик	ˈɑviɪpirivˈˈoɕik
авиаперевозчики	ʌvˈiʌpirɪvˈoɕikɪ
авиапирата	aʋiapirata
авиаполк	aviˈɑpʌɭk
авиаполка	aviʌpʌɭkˈɑ
авиаполков	aviˈɑpʌɭkʌf
авиаполку	aviˈɑpʌɭku
авиапочта	avijapotʃta
авиапочтой	aviapˈotʃtʌj
авиаприбора	avijapribora
авиапромышленности	aviʌprʌmˈyʃɭinnʌstɪ
авиаразведка	aviˈɑrʌzvidka
авиаразведка	avˈjɑrazvˈedkʌ
авиаразведки	aviˈɑrʌzvitkɪ
авиарейда	aviareida
авиарейс	aviaris
авиарейсов	aviarˈejsʌf
авиарейсы	aviarˈejsy
авиарий	aviaːri
авиасалоне	aviˈɑsʌɭʌni
авиатехники	aviˈɑtixnikɪ
авиатики	avijatʲikʲi
авиатор	aviˈɑtʌr
авиатора	aviˈɑtʌra
авиаторам	aviˈɑtʌrʌm
авиаторами	aviˈɑtʌrʌmɪ
авиаторов	aviˈɑtʌrʌf
авиатором	aviˈɑtʌrʌm
авиаторские	aviˈɑtʌrskijɪ
авиатору	aviˈɑtʌru
авиаторы	aviˈɑtʌry
авиаугона	aviˈɑɫgˈona
авиаударам	aviˈɑuˈdɑrʌm
авиафар	aviˈɑfʌr
авиафара	aviˈɑfʌra
авиафаре	ɑːvjɑːfaːreː
авиафобия	avʲijafobʲija
авиацией	aviˈɑtsyjij
авиации	aviˈɑtsyɪ
авиационная	aviʌtsyˈonnʌja
авиационного	aviʌtsyˈonnʌvʌ
авиационное	aviʌtsyˈonnʌjɪ
авиационной	aviʌtsyˈonnʌj
авиационном	aviʌtsyˈonnʌm
авиационному	aviatsˈyʌnnʌmu
авиационную	aviatsˈyʌnnuju
авиационные	aviʌtsyˈonnyjɪ
авиационный	aviʌtsyˈonnyj
авиационным	aviʌtsyˈonnym
авиационными	aviʌtsyˈonnymɪ
авиационных	aviʌtsyˈonnyx
авиацию	aviatsio
авиацию	aviˈɑtsyju
авиация	avijatsɨja
авиация	aviˈɑtsyja
авиация	avʲijatsɨja
авиачасти	aviatʃˈɑstɪ
авиаэскадрильи	aviaˈɛskʌdriɭjɪ
авигдор	avˈigdʌr
авигдора	avˈigdʌra
авигея	avˈigija
авидья	avˈidjja
авиенда	avˈijinda
авиенде	avˈijindi
авиендой	avijˈendʌj
авиенду	avˈijindu
авиенды	avˈijindy
авиетка	avijˈetka
авиетка	avˈitka
авиетке	avˈijitki
авиетки	avˈijitkɪ
авиетку	avˈijitku
авиеток	avijˈetʌk
авиз	aliz
авизент	avizɛnt
авизента	avʲizɛnta
авизироваться	avʲizʲiravatsːa
авизо	avizɔ
авизо	avˈiza
авизо	avˈizʌ
авизовка	avizovka
авизовки	avʲisofkʲi
авийон	avˈijʌn
авик	avˈik
авила	avˈiɭa
авиле	avˈiɭi
авилес	avelies
авилов	avˈiɭʌf
авилова	avˈiɭʌva
авиловой	aviɭˈovʌj
авилову	avˈiɭʌvu
авилу	avˈiɭu
авилы	avˈiɭy
авимелех	avimˈeɭix
авимелеха	avimˈeɭixa
авимелеху	avimˈeɭixu
авин	ˈɑvin
авинер	avˈinir
авиньон	avinʲːon
авиньон	avinˈon
авиньона	avinˈona
авиньоне	avinˈoni
авиньоном	avinˈonʌm
авиньонского	avinˈonskʌvʌ
авиола	avˈiʌɭa
авиолу	avˈiʌɭu
авиолы	avˈiʌɭy
авионика	avionjka
авис	ˈɑvis
ависа	avˈisa
ависага	avˈisʌga
ависты	avistɨ
авитали	avˈitʌɭɪ
авиталь	avˈitʌɭ
авитаминоз	avitʌminˈos
авитаминоза	avitˈɑminʌza
авито	avito
авиценна	avitsˈɛnna
авиценна	ovʲitsɛnna
авиценны	avˈitsynny
авишка	avʲiska
авиэйшн	avˈiɛjʃn
авия	avˈija
авксентий	afksjɛntsʲi
авксентий	afksˈentij
авксентия	afksˈentija
авксентьев	afksʲent̪zʲif
авксентьев	afksˈentjjif
авксентьева	afksˈentjjiva
авксентьевича	afksintjjˈevitʃʌ
авксо	avɨkse
авл	avo
авл	ˈɑvɭ
авла	ˈɑvɭa
авлабарской	avɭabˈɑrskʌj
