-am	ɔːm
adnék	ɒdneːk
adod	ɒdod
adod	ɒdoːd
adogat	adɔgɒt
adogat	ɒdoːgɒt
adogatás	ɒdugɒtaːʃ
adogatóvonal	ɒogɒtoːvonɒl
adok	adak
adok	ɒdok
adolf	ɒdolf
adolár	ɑːdɔlaːr
adom	odom
adom	ɒdom
adoma	adomɔ
adománnyal	ɒdomaːɲːɒl
adománnyá	ɒdomaːɲːaː
adomány	adomaːɲ
adomány	ɒdomaːɲ
adomány	ɒdoːmaːj
adománya	ɒdomaːɲɒ
adományai	ɒdomaːɲɒji
adományaid	ɒdomaːɲɒjid
adományaik	ɒdomaːɲɒjik
adományaim	ɒdomaːɲɒjim
adományaink	ɒdomaːɲɒjiŋk
adományainkra	pɒtomaːɲɒinkrɒ
adományaitok	ɒdomaːɲɒjitok
adományba	ɒdomaːɲbɒ
adományban	ɒdomaːɲbɒn
adománybirtok	aːdomaːɲvirtok
adományból	ɒdomaːɲboːl
adománygyűjtő	ɒdoːmaːɲɟøːjːøːtøː
adományhoz	ɒdomaːɲɦoz
adományig	ɒdomaːɲig
adományként	ɒdomaːɲkeːnt
adománynak	ɒdomaːɲnɒk
adománynál	ɒdomaːɲnaːl
adományod	ɒdomaːɲod
adományok	ɒdomaːɲok
adományokat	ɒdomaːɲokɒt
adományokat	ɒdoːmaːɲokɒt
adományokba	ɒdomaːɲogbɒ
adományokban	ɒdomaːɲogbɒn
adományokból	ɒdomaːɲogboːl
adományokhoz	ɒdomaːɲokhoz
adományokig	ɒdomaːɲokig
adományokkal	ɒdomaːɲokːɒl
adományokká	ɒdomaːɲokːaː
adományokként	ɒdomaːɲokːeːnt
adományoknak	ɒdomaːɲoknɒk
adományoknál	ɒdomaːɲoknaːl
adományokon	ɒdomaːɲokon
adományokra	ɒdomaːɲokrɒ
adományokról	ɒdomaːɲokroːl
adományoktól	ɒdomaːɲoktoːl
adományokért	ɒdomaːɲokeːrt
adományom	ɒdomaːɲom
adományon	ɒdomaːɲon
adományos	hɒdomaːɲoʃ
adományotok	ɒdomaːɲotok
adományoz	aðomaːɲuːz
adományoz	ɒdomaːɲoz
adományoz	ɒdomaːɲɒz
adományozott	ɒdoːmaːɲoːzotː
adományozott	ɒtomaːɲɒzotː
adományozta	ɒdomaːɲostɒ
adományozás	ɒdomaːɲozaːʃ
adományozások	ɒdomaːɲozaːʃok
adományra	ɒdomaːɲrɒ
adományról	ɒdomaːɲroːl
adományt	ɒdomaːɲt
adománytól	ɒdomaːɲtoːl
adományuk	ɒdomaːɲuk
adományul	ɒdomaːɲul
adományunk	ɒdomaːɲuŋk
adományért	ɒdomaːɲeːrt
adomázik	aːtomaːzik
adony	adoɲ
adony	ɒdoɲ
adoptál	adoktaːj
adoptál	ɒdoptaːl
adoptál	ɒdɒptaːl
adoptálás	ɒdoptaːlaːʃ
adoptálás	ɒdɒptaːlaːʃ
adoptálások	ɒdoptaːlaːʃok
adorján	ɒdorjaːn
adorjánháza	ɒdɔrjaːnhaːzɒ
adott	ɒdotː
adottak	ɒdotːɒk
adottakat	ɒdotːɒkɒt
adottakba	ɒdotːɒgbɒ
adottakban	ɒdotːɒgbɒn
adottakból	ɒdotːɒgboːl
adottakhoz	ɒdotːɒkhoz
adottakig	ɒdotːɒkig
adottakkal	ɒdotːɒkːɒl
adottakká	ɒdotːɒkːaː
adottakként	ɒdotːɒkːeːnt
adottaknak	ɒdotːɒknɒk
adottaknál	ɒdotːɒknaːl
adottakon	ɒdotːɒkon
adottakra	ɒdotːɒkrɒ
adottakról	ɒdotːɒkroːl
adottaktól	ɒdotːɒktoːl
adottakért	ɒdotːɒkeːrt
adottal	ɒdotːɒl
adottat	ɒdotːɒt
adottba	ɒdodbɒ
adotthoz	ɒdothoz
adottig	ɒdotːig
adottként	ɒdotkeːnt
adottnál	ɒdotnaːl
adotton	ɒdotːon
adottra	ɒdotrɒ
adottról	ɒdotroːl
adottság	ɒdotʃaːg
adottság	ɒdotːʃːɒg
adottságok	ɒdotʃːaːgok
adottságok	ɒdɒtʃaːgok
adottá	ɒdotːaː
adottért	ɒdotːeːrt
adottól	ɒdotːoːl
adrenalin	odrenolin
adrenalin	ɒdrɛnɒlin
adrenalin	ɔdrɛmalɛn
adrenalint	ɒdrɛlɒlint
adresz	adrɛs
adri	ɒdri
adri	ɔdri
adrian	ɒdriɒn
adriana	ɒdriɒnɒ
adrianna	ɒdriːɒnːɒ
adriannel	ɒdriɒnɛl
adriant	ɒdriɒnt
adric	ɒdɾitʃ
adrienn	adriɛn
adrienn	ɒdrijɛnː
adrián	aːdɾiɑːn
adrián	ɔdriɑn
adsz	ots
adsz	ɒtsː
adszorbens	ɒbsorbenʃ
adsztrátum	aːtstraːtum
adta	ɒdtɒ
adtad	ɒdtɒd
adtak	ɒdtɒk
adtak	ɒtːɒk
adtalak	ɒtːɒlɒk
adtam	ɑtˈtɑm
adtam	ɒdtɒm
adtatok	ɒdtɒtok
adtatok	ɒtːɒtok
adtok	ɒtːk
adtok	ɒtːok
adtuk	ɒdtuk
adtuk	ɒtːok
adtuk	ɒtːuk
adtunk	ɒdtuŋk
adtunk	ɒtːunˈk
adtunk	ɒtːuŋk
adták	pɒtːaːk
adták	ɒdtaːk
adták	ɒtːaːk
adtál	ɒdtaːl
adtál	ɒtːaːl
adtátok	ɒtːaːtok
adu	adu
adu	ɒdu
adu	ɒduː
aduba	ɒdubɒ
aduban	ɒdubɒn
aduból	ɒduboːl
adud	ɒdud
aduhoz	ɒduɦoz
adui	ɒduji
aduid	ɒdujid
aduig	ɒdujig
aduik	ɒdujik
aduim	ɒdujim
aduink	ɒdujiŋk
aduitok	ɒdujitok
aduja	ɒdujɒ
adujuk	ɒdujuk
aduk	ɒduk
adukat	ɒdukɒt
adukba	ɒdugbɒ
adukban	ɒdugbɒn
adukból	ɒdugboːl
adukhoz	ɒdukhoz
adukig	ɒdukig
adukkal	ɒdukːɒl
adukká	ɒdukːaː
adukként	ɒdukːeːnt
aduknak	ɒduknɒk
aduknál	ɒduknaːl
adukon	ɒdukon
adukra	ɒdukrɒ
adukról	ɒdukroːl
aduktól	ɒduktoːl
aduként	ɒdukeːnt
adukért	ɒdukeːrt
adum	ɒdum
adun	ɒdun
adunak	ɒdunɒk
adunk	ɒdunk
adunk	ɒduŋk
adunál	ɒdunaːl
adura	ɒdurɒ
aduról	ɒduroːl
adut	ɒdut
adutok	ɒdutok
adutt	hɒtutː
adutól	ɒdutoːl
aduval	ɒduvɒl
aduvá	ɒduvaː
aduért	ɒdujeːrt
adva	otɔva
adva	ɒdvɒ
advent	advent
adventi	advɛntɪ
adventista	adventista
adventista	ɒdvɛntiʃtɒ
ady	ati
ady	ɒdi
adzsa-gbe	adʒogbe
adzsar	ɑːdʒɑːr
adás	ad̪aːʃ
adás	aːdaːʃ
adás	ɒdaːʃ
adás	ɒːdɒːʃ
adása	ɑːdəˈʃɑː
adása	ɒdaːʃɒ
adásba	ɒdaːʃbɒ
adásban	ɒdaːʃbɒn
adásidő	aːdaːʃidøː
adások	ɒdaːʃok
adást	ɒdaːʃt
adásunkat	ɒdaːʃuŋkɒt
adásvétel	ɒːdaːʃveːtɛl
adásvételi	aːgaːʃveːtɛli
adásvételi	ɒdaːʃveːdɛli
adásztevel	aːdaːʃtɛvɛl
adél	aːdeːl
adél	aːdɛːl
adél	ɒdeːl
adélka	atjɛka
adó	adu
adó	ɒdoː
adó-vevő	ɒdoːvɛvøː
adóba	ɒdoːbɒ
adóban	ɒdoːbɒn
adóbehajtás	aːdoːbehaːjtaːʃ
adóbevallás	ɒdoːbɛvɒlːaːʃ
adóbevallás	ɒdoːbɛvɒlːɒʃ
adóbevallása	ɒdoːbeːvɒlaːʃɒ
adóbevallások	ɒdoːbɛvɒlːaːʃok
adóbevallásokat	ɒdoːbɛvɒlːaːʃokɒt
adóbevallást	ɒdoːbɛvɒlːaːʃt
adóbevételek	ɒdoːbɛʋeːdɛlɛk
adóbélyeg	aːdoːbeːjɛg
adóbélyeg	ɒdoːbeːjɛg
adóbérlő	ɒdoːbeːrloː
adóból	ɒdoːboːl
adócsalás	aːdoːtʃɒlaːʃ
adócsalás	ɒdoːtʃɒlaːʃ
adócsalási	aːdoːtʃɒlaːʃi
adócsalások	ɒdoːtʃɒlaːʃok
adócsalást	ɒdoːtʃɒlaːʃt
adócsaló	aːdoːtʃɒloː
adócsökkentés	ɒdoːtʃøkːɛnteːʃ
adócsökkentések	ɒdoːtʃøkːɛnteːʃɛk
adód	ɒdoːd
adódik	adoːdik
adódik	ɒdoːdik
adódik	ɒdoːd̪ik
adódott	aːdoːdotː
adódott	ɒdoːdot
adódtak	ɒdoːtːɒk
adódó	adoːdoː
adódóan	ɒdoːdoːɒn
adóelengedés	ˈɒdoːɛlɛngɛdeːʃ
adóellenőr	aːdoːvɛlːɛnøːr
adófelszólamlás	ɒdoːfɛlsolɒmlaːʃ
adófizetés	aːdoːˈfizɛteːʃ
adófizető	aːdoːˈfizɛtøː
adófizető	ɒdoːfizɛtøː
adófizetők	ɒdoːfiʒɛtøk
adóforradalom	aːdoːforːadɒlom
adóhatóság	ɒdoːɦɒtoːʃaːg
adóhivatal	ɒdoːhivɒtɒl
adóhivatal	ɒdoːivɒtɒl
adóhivatalnok	aːdoːhivɒtaːlnɒk
adóhoz	ɒdoːɦoz
adóhátralék	aːdoːhaːtrɒleːg
adói	ɒdoːji
adóig	ɒdoːjig
adóigazolás	aːdoːigɒzolaːʃ
adóigazolás	aːdoːigɒzoːlaːʃ
adóik	ɒdoːjik
adóink	ɒdoːjiŋk
adója	ɒdoːjɒ
adójuk	ɒdoːjuk
adójóváírás	ɒdoːjoːʋaːeːraːʃ
adójövedelem	ɒdoːjøvɛdɛlɛn
adók	aːduːk
adók	ɒdoːk
adókat	ɒdoːkɒt
adókat	ɒduːkɒt
adókba	ɒdoːgbɒ
adókban	ɒdoːgbɒn
adókból	ɒdoːgboːl
adókedvezmény	ɒdoːkɛdvɛzmeːɲ
adókedvezmények	ɒdoːkɛdvɛzmɛɲɛk
adókhoz	ɒdoːkhoz
adókig	ɒdoːkig
adókkal	ɒdoːkːɒl
adókká	ɒdoːkːaː
adókként	ɒdoːkːeːnt
adóknak	ɒdoːknɒk
adóknál	ɒdoːknaːl
adókon	ɒdoːkon
adókra	ɒdoːkrɒ
adókról	ɒdoːkroːl
adóktól	ɒdoːktoːl
adókulcs	ɒdoːkultʃ
adókulcsok	ɒdoːkultʃok
adókulcsot	aːdoːkuɬtʃot
adóként	ɒdoːkeːnt
adókért	ɒdoːkeːrt
adólajstrom	aːdoːlɒiʃtrom
adólámpa	aːdoːlaːmpa
adóm	ɒdoːm
adómentes	ɒdoːmɛntɛʃ
adómentes	ɒdoːmɛntɛʃt
adómentesség	ɒdoːmɛntɛʃːeːg
adómentességek	ɒdoːmɛntɛʃːeːgɛk
adón	ɒdoːn
adónak	ɒdoːnɒk
adónem	ɒduːnɛm
adónk	ɒdoːŋk
adónál	ɒdoːnaːl
adóparadicsom	ɒdoːparɒːdiːtʃɒm
adóparadicsom	ɒdoːpɒrɒditʃom
adóparadicsomok	ɒdoːpɒrɒditʃomok
adópénztár	aːdoːpenstaːr
adóra	ɒdoːrɒ
adóról	ɒdoːroːl
adós	aduːs
adós	aːdoːʃ
adós	ɒdoːʃ
adósa	ɒdoʃɒ
adóslevél	ˈɒdoːʃlɛveːl
adósmentés	aːdoːʃmɛnːteːʃ
adósmentő	aːdoːʃmɛnntøː
adósod	ɒdoːʃɒd
adósok	ɒdoːʃok
adósom	ɒdoːʃom
adósság	ɒdoʃːaːg
adósság	ɒdoːʃːaːg
adóssága	ɒdoʃːɒgɒ
adósságcsapda	ɒdoːʃːaːktʃɒbdɒ
adósságok	ɒdoːʃːaːgok
adósságom	ɒdoʃːɒgom
adósságot	ɒdoʃːɒgot
adósságállomány	ɒdoːʃːaːgaːlomaːɲ
adósságállománya	ɒdoːʃːaːgaːlomaːɲɒ
adósságállományát	ɒdoːʃːaːgaːllomaːɲɒt
adósságát	ɒdoʃːaːgaːt
adószakértő	aːdoːsɒkeːrteː
adószakértők	aːdoːsɒkeːrtoːk
adószedés	aːdoːsɛdeːʃ
adószedő	aːdoːsɛdøː
adószedő	ɒdoːsɛdøː
adószedők	ɒdoːsɛdøːk
adót	ɒdoːt
adóteher	ˈɒdoːtɛhɛr
adótiszt	aːtoːtist
adótok	ɒdoːtok
adótárgy	aːdoːltaːrɟ
adótól	ɒdoːtoːl
adóval	ɒdoːvɒl
adóvevő	ɒdoˈveːvøː
adóvá	ɒdoːvaː
adóvégrehajtás	ˈɒdoːveːgrɛhɒjtaːʃ
adózatlan	aðoːzatlɑn
adózhat	ɒdoːshɒt
adózik	ɒdoːzik
adóznak	aːdoːznɒk
adózok	ɒdoːzok
adóztat	aːdoːstɒt
adózás	ɒdoːzaːʃ
adózó	ɒdoːzoː
adózók	ɒdoːzoːk
adóív	aːdoːʋiːv
aerobic	oɛroˈbik
aerobik	aɛroˈbik
aerobik	ɒɛrobik
aerodinamika	ɔɛrɔdinamika
aerofon	aɛrofon
aeronómia	ajronomia
aeroplán	aːɛroːplaːn
aeroszol	ɒɛrosol
aerotropizmus	ɒɛroːtropizmuʃ
aeryn	ɒɛrɨn
aeá	ɒɛaː
afar	afɑr
afelett	aːfɛlɛt
afelé	afeli
afelé	aːfɛleː
afelé	ɒfɛlɛ
afelől	aːfeːløːl
afelől	aːfɛløːl
afelől	ɒfɛløːl
affekta	affekta
affektus	affektus
affektáció	affɛktaːtsio
affektál	afɛktaːl
affektál	aːfɛktaːl
affektáló	aːfɛktaːloː
affektív	afɛktiːv
affene	ɒfːɛnɛ
affin	ɒfːin
affinitás	aːfinitaːʃ
affixumok	ɒfːiksumok
afféle	afːile
afféle	ɒfːeːlɛ
afféle	ɒfːɛlɛ
afganisztán	ɒfgɒnɪstaːn
afganisztán	ɒvgɒnistaːn
afganisztánba	ɒfgɒnɪstaːnbɒ
afganisztánban	ɒfgɒnɪstaːnbɒn
afganisztánból	ɒfgɒnɪstaːnboːl
afganisztáni	ɒfgɒnɪstaːni
afganisztáni	ɒvgɒnistaːni
afgán	ɑfˈkɑn
afgán	ɒfgaːn
afgán	ɒvgaːn
afgáni	afgani
afgánok	ɒvgaːnok
aforisztikus	ɑfɑristiːkuːʃ
aforizma	afoːrismɔ
aforizma	ɒforizmɒ
aforizmák	ɒforizmaːk
afrik	ɔfrik
afrika	ɒfrikɒ
afrika	ˈɒfrikɒ
afrikaans	ɒfrikaːns
afrikai	afrikoːiː
afrikai	ɑfriːkɑji
afrikai	ɒfrikɒji
afrikai	ɒfriˈkɒj
afrikaiak	ɒfrikɒjijɒk
afrikander	ofrikondɛr
afrikanista	afriˈkɑniʃtɛ
afrikanista	ɒfrikɒniʃtɒ
afrikanisták	ɒfrikɒniʃtaːk
afrikába	ɒfriˈkaːbɒ
afrikában	ɒfriˈkaːbɒn
afro	ɒfro
afro-amerikai	ɒfroɒmɛrikɒj
afroamerikai	ˈɒfroɒmɛrɒkɒj
afrodité	ofrodit̪e
afrodiziákum	aːfrodisiakum
afroeurázsia	ɒfɾueuɾaːʒiɒ
afroázsiai	ɑːfroɑːɑʒiɑi
afta	aʃta
after	ɒftɛr
afázia	ɑfɑðiɑ
afónia	afuːnia
aga	aga
aga	ɒgɒ
again	ɒgeɪn
agaként	ɒgɒkeːnt
agamemnón	ɒgɒmɛmnoːn
aganccsal	ɒgɒntʃɒl
aganccsá	ɒgɒntʃaː
agancs	aːgoɲtʃ
agancs	ɒgɒntʃ
agancs	ɒgːɒntʃ
agancsa	ɒgɒntʃɒ
agancsai	ɒgɒntʃɒji
agancsaid	ɒgɒntʃɒjid
agancsaik	ɒgɒntʃɒjik
agancsaim	ɒgɒntʃɒjim
agancsaink	ɒgɒntʃɒjiŋk
agancsaitok	ɒgɒntʃɒjitok
agancsba	ɒgɒndʒbɒ
agancsban	ɒgɒndʒbɒn
agancsból	ɒgɒndʒboːl
agancshoz	ɒgɒntʃhoz
agancsig	ɒgɒntʃig
agancsként	ɒgɒntʃkeːnt
agancsnak	ɒgɒntʃnɒk
agancsnál	ɒgɒntʃnaːl
agancsod	ɒgɒntʃod
agancsok	ɒgɒntʃok
agancsokat	ɒgɒntʃokɒt
agancsokba	ɒgɒntʃogbɒ
agancsokban	ɒgɒntʃogbɒn
agancsokból	ɒgɒntʃogboːl
agancsokhoz	ɒgɒntʃokhoz
agancsokig	ɒgɒntʃokig
agancsokkal	ɒgɒntʃokːɒl
agancsokká	ɒgɒntʃokːaː
agancsokként	ɒgɒntʃokːeːnt
agancsoknak	ɒgɒntʃoknɒk
agancsoknál	ɒgɒntʃoknaːl
agancsokon	ɒgɒntʃokon
agancsokra	ɒgɒntʃokrɒ
agancsokról	ɒgɒntʃokroːl
agancsoktól	ɒgɒntʃoktoːl
agancsokért	ɒgɒntʃokeːrt
agancsom	ɒgɒntʃom
agancson	ɒgɒntʃon
agancsos	agɑntʃɔʃ
agancsot	ɒgɒntʃot
agancsotok	ɒgɒntʃotok
agancsra	ɒgɒntʃrɒ
agancsról	ɒgɒntʃroːl
agancstól	ɒgɒntʃtoːl
agancsuk	ɒgɒntʃuk
agancsunk	ɒgɒntʃuŋk
agancsért	ɒgɒntʃeːrt
agarak	ɒgɒrɒk
agarakkal	ɒgɒrɒkːɒl
agarász	ogorɛs
agarászat	aːgaraɛsɛt
agarászik	aːgoraːsik
agatha	ɒgɒtɒ
age	ɒgɛ
agg	ɒgː
aggaszt	ɑgɑst
aggaszt	ɒggɒst
aggaszt	ɒgːɒst
aggasztja	ɒgɒstjɒ
aggasztó	ɒggɒstoː
aggj	ɒgʝ
aggkor	ɒkːor
agglegény	ɒglɛgeːɲ
agglegények	ɒglɛgeːɲɛk
agglomerációja	ɒglomɛraːtsioːjɒ
agglomerációjához	ɒglomɛraːtsioːjaːhoz
agglomerátum	ɒglomɛraːtum
agglomerátumok	ɒglomɛraːtumok
agglutinál	aːglutinaːl
aggodalmad	ɒgːodɒlmɒd
aggodalmak	ɒgːodɒlmɒk
aggodalmaskodik	ɒgːodɒlmɒʃkodik
aggodalmat	ɒgːodɒlmɒt
aggodalmát	ɒgːodɒlmaːt
aggodalom	ɒgodɒlom
aggodalom	ɒgːodɒlom
aggodalomra	ɒgːodɒlomrɒ
aggok	ɒgːok
aggregát	aːgrɛgaːt
aggregátor	ɒgrɛgaːtor
aggsz	ɒks
aggszűz	ɒksyːz
aggyal	ɒɟːɒl
aggyá	ɒɟːaː
aggály	ɒgːaːj
aggályok	ɒgːaːjok
aggályokat	ɒgːaːjokɒt
aggályos	aːgːaːjoʃ
aggályoskodik	ɒgːaːjoʃkoːdik
aggályoskodás	ɒgːaːjoʃkodaːʃ
aggályoskodó	aːnkaːjoʃkodoː
aggályt	ɒgːaːjt
aggódd	ɒgːoːdː
aggódik	ɒgoːdik
aggódik	ɒgːoːdik
aggódj	ɒgoːɟ
aggódj	ɒgːoːɟː
aggódjak	ɒgoːɟɒk
aggódjanak	ɒgoːɟɒnɒk
aggódjatok	ɒgoːɟɒtok
aggódna	ɒgːøːdnɒ
aggódni	ɒgːoːdni
aggódni	ɒgːøːdɲi
aggódnia	ɒgːøːdɲɒ
aggódniuk	aːgoːdniuk
aggódniuk	ˈɒgoːdɲuk
aggódnod	ˈɒgoːdnɔd
aggódnom	ɒgːøːdnɔm
aggódnotok	ɒgːøːdnɒtok
aggódnunk	ɒgoːdnunk
aggódnál	ɒgoːdnɑːl
aggódnék	ɒgːøːdneːk
aggódok	ɒgoːdok
aggódom	ɒgːoːdom
aggódott	ɒgoːdot
aggódsz	ɒgːoːts
aggódtak	ɒgoːtɒk
aggódtam	ɒgoːtːɒm
aggódtál	ɒgːoːtːaːl
aggódunk	ɒgoːduŋk
aggódás	aːgoːdaːʃ
aggódás	ɒgoːdaːʃ
aggódás	ɒgːoːdaːʃ
aggódást	ɒgoːdaːʃt
aggódó	ɒgːoːdoː
aggódóbb	ɒgːoːdoːbː
aggófű	agːoːfi
agilis	abjlis
agilis	aːgiʁiʃ
agility	ɒgiliti
agilitás	ɒgiliːtaːʃ
agitáció	ɒgitaːtsio
agitál	ɒgitaːl
agitálás	aːgitaːlaːʃ
agitátor	aːgitaːtor
aglaja	oglojo
aglája	aːglaːja
agnes	ɒgnɛʃ
agnoszkál	ɔgnuskaːl
agonistákkal	ɒgoniʃtaːgɒl
agos	ɒgoʃ
agrammatizmus	ɒgrɒmmɒtiːzmuʃ
agranulocitózis	ɒgrɒnulɒtitoːziʃ
agresszivitás	ɒgrɛsːivitaːʃ
agresszivitások	ɒgrɛsːivitaːʃok
agresszió	ɒgrɛsːijoː
agressziók	ɒgrɛsːijoːk
agresszor	aːgresːor
agresszor	ogrɛssor
agresszorja	ogrɛssorɛjɒ
agresszív	ɒgrɛsiːv
agresszív	ɒgrɛsːiːv
agresszívabb	ɒgrɛsːiːvɒbː
agresszívebb	ɒgrɛsːiːvɛbː
agronómus	ɒgronoːmuʃ
agronómusok	ɒgronoːmuʃok
agrotechnika	aːgrɔtɛxnika
agráf	ograf
agrár	ogɾaːr
agráregyetem	ograːrɛɟɛtɛl
agrárgazdaság	ɒgraːrgoʒdɒʃaːg
agrárkérdés	ɒgɾɒːɾkeːrdeːʃ
agrárolló	ɒgraːrolːoː
agrárpolitika	aːgraːrpolitika
agrárproletárok	ɒgraːrproːlɛtaːɾok
agrárszocialista	ɦɒgɾaːrsɔkiɒlistɒ
agrárszocializmus	ɒgraːrsɒsiɒlizmuʃ
agrártagozat	ɒgraːrtpɒgozɒt
agrártermelés	ograːrtɛrmɛleːʃ
agrártermelő	aːkraːrtɛrmɛløː
agrártudomány	aːkraːrtudomaːɲ
agrárállam	aːgraːraːlːɒm
agul	aːgˈul
agy	ɒɟ
agya	ɒɟɒ
agyabugyál	aːɟɒbuːɟaːl
agyad	ɒɟɒd
agyadat	ɒɟɒdɒt
agyadba	ɒɟɒdbɒ
agyadban	ɒɟɒdbɒn
agyadra	ɒɟɒdrɒ
agyafúrt	ɒɟɒfuːrt
agyafúrtabb	ɒɟɒfuːrtɒbː
agyag	ɒɟɒg
agyagedény	bɒɟɒgɛdeːɲ
agyagedény	ɒɟɒgɛdiːɲ
agyagföld	hɒɟɒkføld
agyaggalamb	ɒɟɒgɒlɒmb
agyaggranulátum	ɒɟɒgrɒnulaːtum
agyaghadsereg	ɒɟɒkhɒtʃːɛrɛg
agyaghadseregek	ɒɟɒkhɒtʃːɛrɛgɛk
agyagművesség	ɒɟɒmyːvɛʃːeːg
agyagok	ɒɟɒgok
agyagos	aːɟɒgoʃ
agyagosszergény	aːɟɒgoʃsɛrˈgeːɲ
agyagozik	aːɟɒgoːzig
agyagpipa	aɟokpipa
agyagszín	aːɟɒkziːn
agyagszínű	ɒɟɒksiːnyː
agyagsárga	aɟɒkʃaːrgɒ
agyagtábla	ɒɟɒgtɒːblɒ
agyagáru	aːɟɒgaːru
agyagásvány	aːɟɒgaːʃvaːɲ
agyak	ɒɟɒk
agyalapi	hɒɟɒlɒpi
agyalapi	ɒɟɒlɒpi
agyalni	ɒɟɒlni
agyalok	ɒɟɒlɒk
agyalsz	ɒɟɒls
agyaltam	ɒɟɒltɒm
agyalágyult	mɒɟɒlaːɟult
agyalágyult	ɒɟɒlaːɟult
agyam	ɒɟɒm
agyamat	ɒɟɒmɒt
agyamba	ɒɟɒmbɒ
agyamban	ɒɟɒmbɒn
agyament	aːɟɒment
agyamon	ɒɟɒmon
agyamra	ɒɟɒmɾɒ
agyar	ɒɟɒr
agyarak	ɒɟɒrɒk
agyarfa	aːgɒrfɒ
agyarú	ɒɟɒruː
agyas	ɒɟɒʃ
agyat	ɒɟɒt
agyatlan	ɒɟɒtlɒn
agyatok	ɒɟɒtok
agyba	ɒɟbɒ
agyba-főbe	ɒɟbɒfoːbɛ
agyban	ɒɟbɒn
agyelszívás	ɒɟɛlsiːvaːʃ
agyfélteke	ɒcfeːltɛkɛ
agyfüggelékmirigy	ɒɟfygːɛleːkmiːriːɟ
agyhalott	ɒchɒlotː
agyhalott	ɒɟhɒlɒtː
agyhalál	ɒchɒlaːl
agyhullám	ɒchulːaːm
agyhártyagyulladások	ɒchaːrcɒɟulːɒdaːʃok
agyi	ɒɟi
agyideg	ɒɟidɛg
agyidegek	ɒɟidɛgɛk
agyidegmagvak	ɒɟidɛkmaɣvɒk
agykapacitás	ɒɟkapɒzidɒːʃ
agykoponya	ɒckopoɲɒ
agykárosodás	ɒckaːroʃodaːʃ
agykárosodást	ɒɟkaːroʃoːdaːʃt
agykéreg	ɒckeːrɛg
agykérgek	ɒckeːrgɛk
agymenésnek	aɟmɛneːʃnɛk
agymosott	ɒɟmɒʃotː
agynak	ɒɟɲɒk
agyon	ɒɟon
agyoncsap	ɒɟontʃɒp
agyondicsér	ɒɟonditʃeːr
agyondolgoztat	hɒɟondolgoztat
agyonhallgatott	ɒɟonhɒlgɒtotː
agyonkínoz	ɒɟomkiːnos
agyonlő	ɒɟonløː
agyonlőtte	ɒɟonløːtːe
agyonszúr	ɒɟonsuːr
agyontapos	ɒɟontɒpos
agyonvág	ɒɟoɱvaːg
agyonüt	aɟɒnyt
agyonüt	ɒɟonyt
agyrázkódás	ɒɟraːskodaːʃ
agyrázkódás	ɒɟraːskoːdaːʃ
agyrázkódás	ɒɟraːskudaːʃ
agyrázkódása	ɒɟɾaːskodaːʃɒ
agyrázkódások	ɒɟraːskoːdaːʃok
agyrázkódást	ɒɟraːskodaːst
agyrész	aɟres
agysebészet	ɒcʃɛbeːsɛt
agyszélhűdést	ɒtseːlɦyːdeːʃt
agysérülések	aɟʃeːrylɛʃɛk
agytröszt	ɒɟtrøʃt
agyturkász	ɒɟturkaːʃ
agyuk	ɒɟuk
agyukat	ɒɟukɒt
agyunk	ɒɟuŋk
agyunkat	ɒɟuŋkɒt
agyvelőgyulladás	ɒɟvɛløːɟulːɒdaːʃ
agyvelőgyulladások	ɒɟvɛløːɟulːɒdaːʃok
agyváltó	ɒɟvaːrtoː
agyvérzés	ɒɟveːrzeːʃ
agyvérzés	ɒɟveːʁeːʃ
agyvérzése	ɒɟveːʁeːʃeː
agyvérzések	ɒɟveːrzeːʃɛk
agyvérzéses	ɒɟveːrzeːʃeʃ
agyvérzést	ɒɟveːɾzeːʃt
agyába	ɒɟɒbɒ
agyában	ɒɟɒbɒn
agyából	ɒɟɒbol
agyának	ɒɟiɒnɒk
agyára	ɒɟaːrɒ
agyát	ɒɟaːt
agyával	ɒɟɒvɒl
agyérkatasztrófák	aːɟeːrkɒtɒstroːpaːk
agyú	ɒɟuː
agába	ɒgaːbɒ
agában	ɒgaːbɒn
agából	ɒgaːboːl
agád	ɒgaːd
agához	ɒgaːɦoz
agái	ɒgaːji
agáid	ɒgaːjid
agáig	ɒgaːjig
agáik	ɒgaːjik
agáim	ɒgaːjim
agáink	ɒgaːjiŋk
agáit	ɒgaːjit
agáitok	ɒgaːjitok
agája	ɒgaːjɒ
agájuk	ɒgaːjuk
agák	ɒgaːk
agákat	ɒgaːkɒt
agákba	ɒgaːgbɒ
agákban	ɒgaːgbɒn
agákból	ɒgaːgboːl
agákhoz	ɒgaːkhoz
agákig	ɒgaːkig
agákkal	ɒgaːkːɒl
agákká	ɒgaːkːaː
agákként	ɒgaːkːeːnt
agáknak	ɒgaːknɒk
agáknál	ɒgaːknaːl
agákon	ɒgaːkon
agákra	ɒgaːkrɒ
agákról	ɒgaːkroːl
agáktól	ɒgaːktoːl
agákért	ɒgaːkeːrt
agám	ɒgaːm
agán	ɒgaːn
agának	ɒgaːnɒk
agánk	ɒgaːŋk
agánál	ɒgaːnaːl
agár	aːgaːr
agár	ɒgaːr
agára	ɒgaːrɒ
agárd	ɒgaːrd
