00-ig	ɒːg
adnék	ɒdneːk
adnia	ɒdniɒ
adnia	ɒdnijɒ
adni	ɒdni
adniuk	ɒdnijuk
adniuk	ɒdɲuk
adnod	ɒdnoːd
adnod	ɒdnod
adnom	ɒdnom
adnotok	ɒdnotok
adnunk	ɒdnuŋk
adó	ɒdoː
adóba	ɒdoːbɒ
adóban	ɒdoːbɒn
adóbélyeg	ɒdoːbeːjɛg
adóbevallás	ɒdoːbɛvɒlːaːʃ
adóbevallásokat	ɒdoːbɛvɒlːaːʃokɒt
adóbevallások	ɒdoːbɛvɒlːaːʃok
adóbevallást	ɒdoːbɛvɒlːaːʃt
adóból	ɒdoːboːl
adócsalás	ɒdoːtʃɒlaːʃ
adócsalásokat	ɒdoːtʃɒlaːʃokɒt
adócsalások	ɒdoːtʃɒlaːʃok
adócsalást	ɒdoːtʃɒlaːʃt
adócsökkentés	ɒdoːtʃøkːɛnteːʃ
adócsökkentések	ɒdoːtʃøkːɛnteːʃɛk
adod	ɒdoːd
adód	ɒdoːd
adod	ɒdod
adódik	ɒdoːdik
adódóan	ɒdoːdoːɒn
adódott	ɒdoːdot
adódtak	ɒdoːtːɒk
adóért	ɒdoːjeːrt
adófizető	ɒdoːfizɛtøː
adófizetők	ɒdoːfiʒɛtøk
adóhatóság	ɒdoːɦɒtoːʃaːg
adóhivatal	ɒdoːhivɒtɒl
adóhoz	ɒdoːɦoz
adói	ɒdoːji
adóid	ɒdoːjid
adóig	ɒdoːjig
adóik	ɒdoːjik
adóim	ɒdoːjim
adóink	ɒdoːjiŋk
adóitok	ɒdoːjitok
adója	ɒdoːjɒ
adójuk	ɒdoːjuk
adókat	ɒdoːkɒt
adók	ɒdoːk
adok	ɒdok
adókba	ɒdoːgbɒ
adókban	ɒdoːgbɒn
adókból	ɒdoːgboːl
adókedvezmény	ɒdoːkɛdvɛzmeːɲ
adóként	ɒdoːkeːnt
adókért	ɒdoːkeːrt
adókhoz	ɒdoːkhoz
adókig	ɒdoːkig
adókká	ɒdoːkːaː
adókkal	ɒdoːkːɒl
adókként	ɒdoːkːeːnt
adóknak	ɒdoːknɒk
adóknál	ɒdoːknaːl
adókon	ɒdoːkon
adókra	ɒdoːkrɒ
adókról	ɒdoːkroːl
adóktól	ɒdoːktoːl
adókulcs	ɒdoːkultʃ
adókulcsok	ɒdoːkultʃok
adolf	ɒdolf
adománnyá	ɒdomaːɲːaː
adománnyal	ɒdomaːɲːɒl
adománya	ɒdomaːɲɒ
adományai	ɒdomaːɲɒji
adományaid	ɒdomaːɲɒjid
adományaik	ɒdomaːɲɒjik
adományaim	ɒdomaːɲɒjim
adományaink	ɒdomaːɲɒjiŋk
adományaitok	ɒdomaːɲɒjitok
adomány	ɒdoːmaːj
adomány	ɒdomaːɲ
adományba	ɒdomaːɲbɒ
adományban	ɒdomaːɲbɒn
adományból	ɒdomaːɲboːl
adományért	ɒdomaːɲeːrt
adománygyűjtő	ɒdoːmaːɲɟøːjːøːtøː
adományhoz	ɒdomaːɲɦoz
adományig	ɒdomaːɲig
adományként	ɒdomaːɲkeːnt
adománynak	ɒdomaːɲnɒk
adománynál	ɒdomaːɲnaːl
adományod	ɒdomaːɲod
adományokat	ɒdoːmaːɲokɒt
adományokat	ɒdomaːɲokɒt
adományok	ɒdomaːɲok
adományokba	ɒdomaːɲogbɒ
adományokban	ɒdomaːɲogbɒn
adományokból	ɒdomaːɲogboːl
adományokért	ɒdomaːɲokeːrt
adományokhoz	ɒdomaːɲokhoz
adományokig	ɒdomaːɲokig
adományokká	ɒdomaːɲokːaː
adományokkal	ɒdomaːɲokːɒl
adományokként	ɒdomaːɲokːeːnt
adományoknak	ɒdomaːɲoknɒk
adományoknál	ɒdomaːɲoknaːl
adományokon	ɒdomaːɲokon
adományokra	ɒdomaːɲokrɒ
adományokról	ɒdomaːɲokroːl
adományoktól	ɒdomaːɲoktoːl
adományom	ɒdomaːɲom
adományon	ɒdomaːɲon
adományotok	ɒdomaːɲotok
adományozás	ɒdomaːɲozaːʃ
adományozások	ɒdomaːɲozaːʃok
adományoz	ɒdomaːɲoz
adományozott	ɒdoːmaːɲoːzotː
adományozta	ɒdomaːɲostɒ
adományra	ɒdomaːɲrɒ
adományról	ɒdomaːɲroːl
adományt	ɒdomaːɲt
adománytól	ɒdomaːɲtoːl
adományuk	ɒdomaːɲuk
adományul	ɒdomaːɲul
adományunk	ɒdomaːɲuŋk
adóm	ɒdoːm
adom	ɒdom
adómentes	ɒdoːmɛntɛʃ
adómentesség	ɒdoːmɛntɛʃːeːg
adómentességek	ɒdoːmɛntɛʃːeːgɛk
adónak	ɒdoːnɒk
adónál	ɒdoːnaːl
adón	ɒdoːn
adónk	ɒdoːŋk
adony	ɒdoɲ
adóparadicsom	ɒdoːpɒrɒditʃom
adóparadicsomok	ɒdoːpɒrɒditʃomok
adoptálás	ɒdoptaːlaːʃ
adoptálások	ɒdoptaːlaːʃok
adoptál	ɒdoptaːl
adóra	ɒdoːrɒ
adorján	ɒdorjaːn
adóról	ɒdoːroːl
adósa	ɒdoʃɒ
adós	ɒdoːʃ
adósod	ɒdoːʃɒd
adósok	ɒdoːʃok
adósom	ɒdoːʃom
adóssága	ɒdoʃːɒgɒ
adósságát	ɒdoʃːaːgaːt
adósság	ɒdoːʃːaːg
adósság	ɒdoʃːaːg
adósságok	ɒdoːʃːaːgok
adósságom	ɒdoʃːɒgom
adósságot	ɒdoʃːɒgot
adószedő	ɒdoːsɛdøː
adószedők	ɒdoːsɛdøːk
adót	ɒdoːt
adótok	ɒdoːtok
adótól	ɒdoːtoːl
adottá	ɒdotːaː
adottakat	ɒdotːɒkɒt
adottak	ɒdotːɒk
adottakba	ɒdotːɒgbɒ
adottakban	ɒdotːɒgbɒn
adottakból	ɒdotːɒgboːl
adottakért	ɒdotːɒkeːrt
adottakhoz	ɒdotːɒkhoz
adottakig	ɒdotːɒkig
adottakká	ɒdotːɒkːaː
adottakkal	ɒdotːɒkːɒl
adottakként	ɒdotːɒkːeːnt
adottaknak	ɒdotːɒknɒk
adottaknál	ɒdotːɒknaːl
adottakon	ɒdotːɒkon
adottakra	ɒdotːɒkrɒ
adottakról	ɒdotːɒkroːl
adottaktól	ɒdotːɒktoːl
adottal	ɒdotːɒl
adottat	ɒdotːɒt
adott	ɒdotː
adottba	ɒdodbɒ
adottban	ɒdodbɒn
adottból	ɒdodboːl
adottért	ɒdotːeːrt
adotthoz	ɒdothoz
adottig	ɒdotːig
adottként	ɒdotkeːnt
adottnak	ɒdotnɒk
adottnál	ɒdotnaːl
adottól	ɒdotːoːl
adotton	ɒdotːon
adottra	ɒdotrɒ
adottról	ɒdotroːl
adottság	ɒdotːʃːɒg
adottság	ɒdotʃːaːg
adottságok	ɒdotʃːaːgok
adóvá	ɒdoːvaː
adóval	ɒdoːvɒl
adóvevő	ɒdoˈveːvøː
adózás	ɒdoːzaːʃ
adózhat	ɒdoːshɒt
adózik	ɒdoːzik
adózó	ɒdoːzoː
adózók	ɒdoːzoːk
adózok	ɒdoːzok
adrenalin	ɒdrɛnɒlin
adrenalint	ɒdrɛlɒlint
adriana	ɒdriɒnɒ
adrian	ɒdriɒn
adrianna	ɒdriːɒnːɒ
adriannel	ɒdriɒnɛl
adriant	ɒdriɒnt
adri	ɒdri
adric	ɒdɾitʃ
adrienn	ɒdrijɛnː
adsz	ɒdʒ
adsz	ɒtsː
adszorpció	ɒtsorptsijoː
adszorpciók	ɒtsorptsijoːk
adta	ɒdtɒ
adta	ɒtːɒ
adtad	ɒdtɒd
adtad	ɒtːɒd
adták	ɒdtaːk
adtak	ɒdtɒk
adták	ɒtːaːk
adtak	ɒtːɒk
adtalak	ɒtːɒlɒk
adtál	ɒdtaːl
adtál	ɒtːaːl
adtam	ɒdtɒm
adtam	ɒtːɒm
adtatok	ɒdtɒtok
adtátok	ɒtːaːtok
adtatok	ɒtːɒtok
adtok	ɒtːk
adtok	ɒtːok
adtuk	ɒdtuk
adtuk	ɒtːuk
adtunk	ɒdtuŋk
adtunk	ɒtːuŋk
adu	ɒdu
adu	ɒduː
aduba	ɒdubɒ
aduban	ɒdubɒn
aduból	ɒduboːl
adud	ɒdud
aduért	ɒdujeːrt
aduhoz	ɒduɦoz
adui	ɒduji
aduid	ɒdujid
aduig	ɒdujig
aduik	ɒdujik
aduim	ɒdujim
aduink	ɒdujiŋk
aduitok	ɒdujitok
aduja	ɒdujɒ
adujuk	ɒdujuk
adukat	ɒdukɒt
aduk	ɒduk
adukba	ɒdugbɒ
adukban	ɒdugbɒn
adukból	ɒdugboːl
aduként	ɒdukeːnt
adukért	ɒdukeːrt
adukhoz	ɒdukhoz
adukig	ɒdukig
adukká	ɒdukːaː
adukkal	ɒdukːɒl
adukként	ɒdukːeːnt
aduknak	ɒduknɒk
aduknál	ɒduknaːl
adukon	ɒdukon
adukra	ɒdukrɒ
adukról	ɒdukroːl
aduktól	ɒduktoːl
adum	ɒdum
adunak	ɒdunɒk
adunál	ɒdunaːl
adun	ɒdun
adunk	ɒdunk
adunk	ɒduŋk
adura	ɒdurɒ
aduról	ɒduroːl
adut	ɒdut
adutok	ɒdutok
adutól	ɒdutoːl
aduvá	ɒduvaː
aduval	ɒduvɒl
adva	ɒdvɒ
adventista	ɒdvɛntiʃtɒ
ady	ɒdi
aeá	ɒɛaː
ae	ɒj
aerobik	ɒɛrobik
aeroszol	ɒɛrosol
aeryn	ɒɛrɨn
áfa	aːfɒ
áfák	aːfaːk
afelé	ɒfɛlɛ
afelől	ɒfɛløːl
afféle	ɒfːeːlɛ
afféle	ɒfːɛlɛ
affene	ɒfːɛnɛ
affin	ɒfːin
affixum	ɒfːiksum
affixumok	ɒfːiksumok
afgán	ɒfgaːn
afgán	ɒvgaːn
afganisztán	ɒfgɒnɪstaːn
afganisztán	ɒvgɒnistaːn
afganisztánba	ɒfgɒnɪstaːnbɒ
afganisztánban	ɒfgɒnɪstaːnbɒn
afganisztánból	ɒfgɒnɪstaːnboːl
afganisztáni	ɒfgɒnɪstaːni
afganisztáni	ɒvgɒnistaːni
afgánok	ɒvgaːnok
áfium	aːfijum
áfiumok	aːfijumok
áfonya	aːfoɲɒ
áfonya	ɒfoɲɒ
áfonyák	aːfoɲaːk
áfonyás	ɒfoɲaːʃ
aforizma	ɒforizmɒ
aforizmák	ɒforizmaːk
afrikaans	ɒfrikaːns
afrika	ˈɒfrikɒ
afrika	ɒfrikɒ
afrikába	ɒfriˈkaːbɒ
afrikában	ɒfriˈkaːbɒn
afrikából	ɒfriˈkaːbolg
afrikaiak	ɒfrikɒjijɒk
afrikai	ɒfriˈkɒj
afrikai	ɒfrikɒji
afrikanista	ɒfrikɒniʃtɒ
afrikanisták	ɒfrikɒniʃtaːk
afroamerikai	ˈɒfroɒmɛrɒkɒj
afro-amerikai	ɒfroɒmɛrikɒj
afro	ɒfro
after	ɒftɛr
ág	aːg
ága	aːgɒ
aga	ɒgɒ
ága	ɒgɒ
agába	ɒgaːbɒ
ágában	aːgaːbɒn
agában	ɒgaːbɒn
ágában	ɒgaːbɒn
agából	ɒgaːboːl
agád	ɒgaːd
agáért	ɒgaːjeːrt
agához	ɒgaːɦoz
agái	ɒgaːji
agáid	ɒgaːjid
agáig	ɒgaːjig
agáik	ɒgaːjik
agáim	ɒgaːjim
again	ɒgeɪn
agáink	ɒgaːjiŋk
agáit	ɒgaːjit
agáitok	ɒgaːjitok
agája	ɒgaːjɒ
agájuk	ɒgaːjuk
ágak	aːgɒk
agákat	ɒgaːkɒt
ágak	ɒːgɒk
agák	ɒgaːk
agákba	ɒgaːgbɒ
agákban	ɒgaːgbɒn
agákból	ɒgaːgboːl
agaként	ɒgɒkeːnt
agákért	ɒgaːkeːrt
agákhoz	ɒgaːkhoz
agákig	ɒgaːkig
agákká	ɒgaːkːaː
agákkal	ɒgaːkːɒl
agákként	ɒgaːkːeːnt
agáknak	ɒgaːknɒk
agáknál	ɒgaːknaːl
agákon	ɒgaːkon
agákra	ɒgaːkrɒ
agákról	ɒgaːkroːl
agáktól	ɒgaːktoːl
agám	ɒgaːm
agamemnón	ɒgɒmɛmnoːn
agának	ɒgaːnɒk
agánál	ɒgaːnaːl
agán	ɒgaːn
aganccsá	ɒgɒntʃaː
aganccsal	ɒgɒntʃɒl
agancsa	ɒgɒntʃɒ
agancsai	ɒgɒntʃɒji
agancsaid	ɒgɒntʃɒjid
agancsaik	ɒgɒntʃɒjik
agancsaim	ɒgɒntʃɒjim
agancsaink	ɒgɒntʃɒjiŋk
agancsaitok	ɒgɒntʃɒjitok
agancs	ɒgːɒntʃ
agancs	ɒgɒntʃ
agancsba	ɒgɒndʒbɒ
agancsban	ɒgɒndʒbɒn
agancsból	ɒgɒndʒboːl
agancsért	ɒgɒntʃeːrt
agancshoz	ɒgɒntʃhoz
agancsig	ɒgɒntʃig
agancsként	ɒgɒntʃkeːnt
agancsnak	ɒgɒntʃnɒk
agancsnál	ɒgɒntʃnaːl
agancsod	ɒgɒntʃod
agancsokat	ɒgɒntʃokɒt
agancsok	ɒgɒntʃok
agancsokba	ɒgɒntʃogbɒ
agancsokban	ɒgɒntʃogbɒn
agancsokból	ɒgɒntʃogboːl
agancsokért	ɒgɒntʃokeːrt
agancsokhoz	ɒgɒntʃokhoz
agancsokig	ɒgɒntʃokig
agancsokká	ɒgɒntʃokːaː
agancsokkal	ɒgɒntʃokːɒl
agancsokként	ɒgɒntʃokːeːnt
agancsoknak	ɒgɒntʃoknɒk
agancsoknál	ɒgɒntʃoknaːl
agancsokon	ɒgɒntʃokon
agancsokra	ɒgɒntʃokrɒ
agancsokról	ɒgɒntʃokroːl
agancsoktól	ɒgɒntʃoktoːl
agancsom	ɒgɒntʃom
agancson	ɒgɒntʃon
agancsot	ɒgɒntʃot
agancsotok	ɒgɒntʃotok
agancsra	ɒgɒntʃrɒ
agancsról	ɒgɒntʃroːl
agancstól	ɒgɒntʃtoːl
agancsuk	ɒgɒntʃuk
agancsunk	ɒgɒntʃuŋk
agánk	ɒgaːŋk
agára	ɒgaːrɒ
agarak	ɒgɒrɒk
agarakkal	ɒgɒrɒkːɒl
agár	ɒgaːr
agárd	ɒgaːrd
agáról	ɒgaːroːl
ágat	aːgɒt
agát	ɒgaːt
ágat	ɒgɒt
agatha	ɒgɒtɒ
agátok	ɒgaːtok
agától	ɒgaːtoːl
agává	ɒgaːvaː
agával	ɒgaːvɒl
ágazat	aːgɒzɒt
ágazati	aːgɒzɒti
ágazatok	aːgɒzɒtok
ágazik	aːgɒzik
ág	ɒg
ágba	aːgbɒ
age	ɒgɛ
ágens	aːgɛnʃ
ágensek	aːgɛnʃɛk
aggály	ɒgːaːj
aggályokat	ɒgːaːjokɒt
aggályok	ɒgːaːjok
aggályt	ɒgːaːjt
aggaszt	ɒgːɒst
aggaszt	ɒggɒst
aggasztja	ɒgɒstjɒ
aggasztó	ɒggɒstoː
agg	ɒgː
aggj	ɒgʝ
aggkor	ɒkːor
agglegény	ɒglɛgeːɲ
agglegények	ɒglɛgeːɲɛk
agglomeráció	ɒglomɛraːtsijoː
agglomerációk	ɒglomɛraːtsijoːk
agglomerátum	ɒglomɛraːtum
agglomerátumok	ɒglomɛraːtumok
aggodalmad	ɒgːodɒlmɒd
aggodalmak	ɒgːodɒlmɒk
aggodalmaskodik	ɒgːodɒlmɒʃkodik
aggodalmát	ɒgːodɒlmaːt
aggodalmat	ɒgːodɒlmɒt
aggodalom	ɒgːodɒlom
aggodalomra	ɒgːodɒlomrɒ
aggódás	ɒgːoːdaːʃ
aggódás	ɒgoːdaːʃ
aggódást	ɒgoːdaːʃt
aggódd	ɒgːoːdː
aggódik	ɒgːoːdik
aggódik	ɒgoːdik
aggódjak	ɒgoːɟɒk
aggódjanak	ɒgoːɟɒnɒk
aggódjatok	ɒgoːɟɒtok
aggódj	ɒgːoːɟː
aggódj	ɒgoːɟ
aggódjon	ɒgoːɟon
aggódjunk	ɒgoːɟuŋk
aggódna	ɒgːøːdnɒ
aggódnak	ɒgːøːdnɒk
aggódnál	ɒgoːdnɑːl
aggódnék	ɒgːøːdneːk
aggódnia	ɒgːøːdɲɒ
aggódni	ɒgːoːdni
aggódni	ɒgːøːdɲi
aggódniuk	ˈɒgoːdɲuk
aggódnod	ˈɒgoːdnɔd
aggódnom	ɒgːøːdnɔm
aggódnotok	ɒgːøːdnɒtok
aggódnunk	ɒgoːdnunk
aggódó	ɒgːoːdoː
aggódó	ɒgoːdoː
aggódóbb	ɒgːoːdoːbː
aggódok	ɒgoːdok
aggódom	ɒgːoːdom
aggódott	ɒgoːdot
aggódsz	ɒgːoːts
aggódtak	ɒgoːtɒk
aggódtál	ɒgːoːtːaːl
aggódtam	ɒgoːtːɒm
aggódtok	ɒgːøːtːok
aggódtunk	ɒgːøːtːuŋk
aggódunk	ɒgoːduŋk
aggok	ɒgːok
aggsz	ɒks
aggyá	ɒɟːaː
aggyal	ɒɟːɒl
ági	aːgi
ágica	aːgitsɒ
ágika	aːgikɒ
agility	ɒgiliti
agitáció	ɒgitaːtsijoː
agitációk	ɒgitaːtsijoːk
agitál	ɒgitaːl
ágnes	aːgnɛʃ
agnes	ɒgnɛʃ
ágon	aːgon
ágon	ɒːgon
agos	ɒgoʃ
ágoston	aːgoʃton
ágota	aːgotɒ
ágra	aːgrɒ
agrárolló	ɒgraːrolːoː
agresszió	ɒgrɛsːijoː
agressziók	ɒgrɛsːijoːk
agresszívabb	ɒgrɛsːiːvɒbː
agresszív	ɒgrɛsːiːv
agresszív	ɒgrɛsiːv
agresszívebb	ɒgrɛsːiːvɛbː
agresszivitás	ɒgrɛsːivitaːʃ
agresszivitások	ɒgrɛsːivitaːʃok
ágról	aːgroːl
ágrólszakadt	aːgroːlsɒkɒtː
ágrólszakadtak	aːgroːlsɒkɒtːɒk
agronómus	ɒgronoːmuʃ
agronómusok	ɒgronoːmuʃok
ágú	aːguː
ágy	aːɟ
ágya	aːɟɒ
agya	ɒɟɒ
ágya	ɒɟɒ
agyába	ɒɟɒbɒ
ágyába	ɒɟɒbɒ
agyában	ɒɟɒbɒn
ágyában	ɒɟɒbɒn
agyából	ɒɟɒbol
agyadat	ɒɟɒdɒt
agyad	ɒɟɒd
ágyad	ɒɟɒd
agyadba	ɒɟɒdbɒ
ágyadba	ɒɟɒdbɒ
agyadban	ɒɟɒdbɒn
ágyadban	ɒɟɒdbɒn
agyadra	ɒɟɒdrɒ
agyafúrtabb	ɒɟɒfuːrtɒbː
agyafúrt	ɒɟɒfuːrt
agyag	ɒɟɒg
agyaghadsereg	ɒɟɒkhɒtʃːɛrɛg
agyaghadseregek	ɒɟɒkhɒtʃːɛrɛgɛk
agyagok	ɒɟɒgok
agyagszínű	ɒɟɒksiːnyː
ágyak	aːɟɒk
agyak	ɒɟɒk
ágyak	ɒɟɒk
ágyakban	aːɟɒgbɒn
agyalágyult	ɒɟɒlaːɟult
agyalapi	ɒɟɒlɒpi
agyalni	ɒɟɒlni
agyalok	ɒɟɒlɒk
agyalsz	ɒɟɒls
agyaltam	ɒɟɒltɒm
agyamat	ɒɟɒmɒt
agyam	ɒɟɒm
ágyam	ɒɟɒm
agyamba	ɒɟɒmbɒ
ágyamba	ɒɟɒmbɒ
agyamban	ɒɟɒmbɒn
ágyamban	ɒɟɒmbɒn
agyamon	ɒɟɒmon
ágyamon	ɒɟɒmon
agyamra	ɒɟɒmɾɒ
agyának	ɒɟiɒnɒk
ágyán	ɒɟaːn
agyára	ɒɟaːrɒ
agyarak	ɒɟɒrɒk
agyar	ɒɟɒr
agyarú	ɒɟɒruː
ágyás	aːɟaːʃ
ágyas	aːɟɒʃ
agyas	ɒɟɒʃ
ágyas	ɒɟɒʃ
ágyások	aːɟaːʃok
ágyasok	aːɟɒʃok
ágyát	aːɟaːt
ágyat	aːɟɒt
agyát	ɒɟaːt
ágyát	ɒɟaːt
agyat	ɒɟɒt
ágyat	ɒɟɒt
agyatlan	ɒɟɒtlɒn
agyatok	ɒɟɒtok
agyával	ɒɟɒvɒl
ágyaz	aːɟɒz
ágyazz	aːɟɒzː
agy	ɒɟ
ágy	ɒɟ
ágyba	aːɟbɒ
agyba	ɒɟbɒ
ágyba	ɒɟbɒ
ágyban	aːɟbɒn
agyban	ɒɟbɒn
ágyban	ɒɟbɒn
ágybetét	aːɟbɛteːt
ágybetétek	aːɟbɛteːtɛk
ágyból	ɒɟbol
ágyék	aːɟeːk
ágyékcsigolya	aːɟeːktʃigojɒ
ágyékcsigolyák	aːɟeːktʃigojaːk
agyelszívás	ɒɟɛlsiːvaːʃ
agyfélteke	ɒcfeːltɛkɛ
agyhalál	ɒchɒlaːl
agyhalott	ɒchɒlotː
agyhalott	ɒɟhɒlɒtː
agyhártya	ɒchaːrcɒ
agyhártyagyulladás	ɒchaːrcɒɟulːɒdaːʃ
agyhártyagyulladások	ɒchaːrcɒɟulːɒdaːʃok
agyhártyák	ɒchaːrcaːk
ágyhoz	aːchoz
ágyhoz	ɒɟoʃ
agyhullám	ɒchulːaːm
ágyi	aːɟi
agyi	ɒɟi
agyideg	ɒɟidɛg
agyidegek	ɒɟidɛgɛk
agykárosodás	ɒckaːroʃodaːʃ
agykárosodást	ɒɟkaːroʃoːdaːʃt
agykéreg	ɒckeːrɛg
agykérgek	ɒckeːrgɛk
agykoponya	ɒckopoɲɒ
agykoponyák	ɒckopoɲaːk
ágyláb	aːɟlaːb
ágylábak	aːɟlaːbɒk
agynak	ɒɟɲɒk
ágynemű	ˈaːɟnɛmyː
ágynemű	aːɟnɛmyː
ágyneműk	aːɟnɛmyːk
ágyneműt	ˈaːɟnɛmyt
ágyon	aːɟon
agyon	ɒɟon
ágyon	ɒɟon
agyoncsap	ɒɟontʃɒp
agyondicsér	ɒɟonditʃeːr
agyonlő	ɒɟonløː
agyonszúr	ɒɟonsuːr
agyonüt	ɒɟonyt
agyonvág	ɒɟoɱvaːg
ágyra	ɒɟrɒ
agyrázkódása	ɒɟɾaːskodaːʃɒ
agyrázkódás	ɒɟraːskoːdaːʃ
agyrázkódás	ɒɟraːskodaːʃ
agyrázkódások	ɒɟraːskoːdaːʃok
agyrázkódást	ɒɟraːskodaːst
ágyról	ɒɟorol
agysebészet	ɒcʃɛbeːsɛt
ágytál	aːctaːl
ágytálak	aːctaːlɒk
ágytól	aːctoːl
agytröszt	ɒctrøst
agytröszt	ɒɟtrøʃt
agyturkász	ɒɟturkaːʃ
ágyú	aːɟu
ágyú	aːɟuː
agyú	ɒɟuː
ágyú	ɒɟuː
ágyúgolyó	aːɟuːgojoː
ágyúgolyók	aːɟuːgojoːk
ágyúk	aːɟuːk
ágyuk	aːɟuk
ágyúkat	ɒɟuːkɒt
agyukat	ɒɟukɒt
ágyúk	ɒɟuːk
agyuk	ɒɟuk
ágyúnaszád	aːɟuːnɒsaːd
ágyúnaszádok	aːɟuːnɒsaːdok
agyunkat	ɒɟuŋkɒt
agyunk	ɒɟuŋk
ágyunk	ɒɟuŋk
ágyunkban	ɒɟuŋkbɒn
ágyút	ɒɟuːt
ágyútöltelék	aːɟuːtøltɛleːk
ágyútöltelékek	aːɟuːtøltɛleːkɛk
ágyúval	ɒɟuːvɒl
ágyúz	aːɟuːz
ágyúzás	aːɟuːzaːʃ
ágyúzhat	aːɟuːshɒt
agyvelőgyulladás	ɒɟvɛløːɟulːɒdaːʃ
agyvelőgyulladások	ɒɟvɛløːɟulːɒdaːʃok
agyvérzés	ɒɟveːrzeːʃ
agyvérzés	ɒɟveːʁeːʃ
agyvérzése	ɒɟveːʁeːʃeː
agyvérzések	ɒɟveːrzeːʃɛk
agyvérzést	ɒɟveːɾzeːʃt
aha	ɒhɒ
aham	ɒhɒm
ahány	aːɦaːɲ
ahány	ɒɦaːɲ
ahányszor	aːhaːnysor
ahányszor	ɒɦaːɲsor
ah	ɒ
áh	ɒː
ah	ɒx
ahelyett	ɒhɛjɛt
ahelyett	ɒɦɛjɛtː
ahha	ɒhɒ
ahh	ɒ
áhh	ɒː
ahhh	ɒ
ahhoz	ɒɦoz
ahhoz	ɒxɒz
áhít	aːɦiːt
ahjumma	ɒhumːɒ
ahjusshi	ɒjushːi
ahjussi	ɒjussi
ahmad	ɒxmɒd
ahm	ɒm
ahmed	ɒxmɛd
ahn	ɒn
ahogyan	ɒhoɟɒn
ahogyan	ɒɦoɟɒn
ahogy	ɒhoɟ
ahogy	ɒɦoɟ
ahoi	aːhoj
ahol	ɒhol
ahol	ɒɦol
ahonnan	ɒhonːɒn
ahonnan	ɒɦonːɒn
ahonnét	ɒhonːet
ahová	ɒhoːvɒ
ahova	ɒhɔvɒ
ahová	ɒɦovaː
ahova	ɒɦovɒ
ahoz	ɒhos
ahsoka	ɒʃokɒ
aiatt	ɒjɒt
ai	ɒi
aida	ɒjdɒ
aidan	ɒi̯dɒn
aiden	ɒjden
aids	ɒjds
aids	eːts
aids	eːtsː
aids-es	ɒjɟɛʃ
aigoo	ɒjguː
áii	ɒiː
áiij	aiːj
aikidó	ɒjikidoː
aikidók	ɒjikidoːk
aikuro	ajkuroː
áilj	ɒj
aimee	ɒjmɛː
ain	ɒjn
ainhoa	ɒiɲoɒ
air	ɒɪr
airlines	ɒjlɪnɛz
aisha	ɒiʃɒ
aish	ɒiʃ
ajaj	aːjɒj
ajak	ɒjɒk
ajakbalzsam	ɒjɒgbɒlʒɒm
ajakbalzsamok	ɒjɒgbɒlʒɒmok
ajakír	ɒjɒkiːr
ajakos	ɒjɒkoʃ
ajakrúzs	ɒjɒkruːʒ
ajakrúzsok	ɒjɒkruːʒok
ajándéka	ɒjaːndeːkɒ
ajándékai	ɒjaːndeːkɒji
ajándékaid	ɒjaːndeːkɒjid
ajándékaik	ɒjaːndeːkɒjik
ajándékaim	ɒjaːndeːkɒjim
ajándékaink	ɒjaːndeːkɒjiŋk
ajándékaitok	ɒjaːndeːkɒjitok
ajándékát	ɒjaːndeːkaːt
ajándék	ɒjaːndeːk
ajándékba	ɒjaːndeːgbɒ
ajándékba	ɒjaːndeːkbɒ
ajándékban	ɒjaːndeːgbɒn
ajándékból	ɒjaːndeːgboːl
ajándékbolt	ɒjaːndeːgbolt
ajándékboltért	ɒjaːndeːgbolteːrt
ajándékboltig	ɒjaːndeːgboltig
ajándékboltként	ɒjaːndeːgboltkeːnt
ajándékboltnak	ɒjaːndeːgboltnɒk
ajándékboltokat	ɒjaːndeːgboltokɒt
ajándékboltok	ɒjaːndeːgboltok
ajándékboltokért	ɒjaːndeːgboltokeːrt
ajándékboltokig	ɒjaːndeːgboltokig
ajándékboltokká	ɒjaːndeːgboltokːaː
ajándékboltokkal	ɒjaːndeːgboltokːɒl
ajándékboltokként	ɒjaːndeːgboltokːeːnt
ajándékboltoknak	ɒjaːndeːgboltoknɒk
ajándékboltot	ɒjaːndeːgboltot
ajándékbolttá	ɒjaːndeːgboltaː
ajándékbolttal	ɒjaːndeːgboltɒl
ajándékért	ɒjaːndeːkeːrt
ajándékhoz	ɒjaːndeːkhoz
ajándékig	ɒjaːndeːkig
ajándékká	ɒjaːndeːkːaː
ajándékkal	ɒjaːndeːkːɒl
ajándékként	ɒjaːndeːkːeːnt
ajándékként	ɒjaːndeːkɛnt
ajándéknak	ɒjaːndeːknɒk
ajándéknak	ɒjɒndeːknɒk
ajándéknál	ɒjaːndeːknaːl
ajándékodat	ɒjaːndeːkot
ajándékod	ɒjaːndeːkod
ajándékod	ɒjaːndeːkɔd
ajándékokat	ɒjaːndeːkɒkɒt
ajándékokat	ɒjaːndeːkokɒt
ajándékok	ɒjaːndeːkɒk
ajándékok	ɒjaːndeːkok
ajándékokba	ɒjaːndeːkogbɒ
ajándékokban	ɒjaːndeːkogbɒn
ajándékokból	ɒjaːndeːkogboːl
ajándékokért	ɒjaːndeːkokeːrt
