ــ	æ
أترين	ʔatˈriːn
أَتَزَوَّجَ	ʔatazawwadʒ
أتزوّج	ʔattuːdʒ
أتزوج	ʔatˈzowd
أتزوجك	ʔatˈzuwʒʊk
أتزوجه	ʔatzuɣu
أتزوجها	ʔattuzawgaha
أتسأل	ʔatsˤɑlɑ
أَتَسَاءَلَ	ʔatasaːʔal
أتساءل	ʔatsˤɑːlɑː
أَتسائلُ	ˈʔatasˤiːlu
أتسائل	ʔatˈsˤɑjl
أتسبب	ʔatˈsˁɑbg
أتستطيع	ʔattastɪˈgiːʔ
أتستطيعين	ʔattastɑʕijjin
أتسكع	ʔatsikaʕ
أتسلق	ʔatslag
أتسلل	ʔatsallal
أتسمح	ʔatsumiħ
أتسمحين	ʔatsmiħin
أتسمع	ʔatsimiʕ
أتسمعني	ʔatsimuʕani
أتسمعين	ʔatsmaʕin
أتسمعينني	ʔatsmaʕinni
أتسوق	ʔatˈsuːq
أَتْشٍ	aːtʃ
أتش	ʔatʃ
أتشاجر	ˈɑtˤɑʒˈɑɾ
أتشرف	ˈɑtˤʃraf
أَتُشْرِفُ	ʔataʃarraf
أتشعر	ʔatˤaʃˤuːr
أتشعرين	ʔatˤaʃˤɪrˈiːn
أتشوق	ɑtˈʃoʊq
أتصال	ˈɑtˤɑsˤɑl
أتصدق	ˈɑtˤɑsˈdɑq
أتصدقين	ˈɑtˤɑsˈdɪqɪn
أتصرف	ʔatˤsˤɑrˈf
أتصرّف	ʔatˤsˤɑrˈf
أَتَصِلُ	ʔatasˤall
أتصل	ʔatˈsˤal
أَتَصِلُ	ʔattasˤil
أتّصل	ʔatˈtˤasˤ
أتصلت	ʔatˈsˤalˈlˤat
أتصلوا	ʔatˈsˤɑlɑ
أتصلي	ɑtˤɑsˈliː
أتصور	ˈɑtˤsˤuːr
أَتَصُورُ	ʔatasˤawwar
أتصوّر	ʔatˤsˤuːr
أتضح	ˈɑtˤɑħ
أَتَّضِحُ	ʔattadˤiħ
أتضوّر	ʔatˈdˤɑrˤ
أتضور	ʔatˤtˤuːr
أتطفل	ʔatˈtˤafal
أَتَطَّلِعُ	ʔatatˤallaʕ
أتطلع	ʔatˈtˤɑlˤɑʕ
أتطلّع	ʔatˈtˤɑlˤʕ
أتطوع	ʔatˈtˤuːʕ
أتظاهر	ʔattæðˤɑːhir
أتظن	ʔatˈtˤan
أتظنّ	ʔatˈtˤan
أتظنني	ʔatˈtˤunːi
أتظنه	ʔatˈðˤanh
أتظنون	ʔatˈðˤuːnun
أتظنين	ʔatˈðˤanin
أَتْعَابٌ	ʔatʕaːb
أتعاطف	ʔatˈtˤɑːfɪtˤ
أتعاطى	ʔataʕaːtˤi
أتعافى	ʔatˈʕaːfi
أَتَعَامُلٌ	ʔataʕaːmal
أتعامل	ʔatˈtaːʕal
أتعايش	ʔatˈtˤɑjɪʃ
أتعب	ʔatˈtˈæb
أَتَعِبَ	ʔatʕab
أَتَعِبَ	ʔatʕaba
أَتَعِبَ	ʔutʕab
أَتَعِبَ	ʔutʕib
أتعتقد	ʔattuʕudiːʕ
أتعتقدون	ʔattuʕuːdʔuːn
أتعتقدي	ʔattuʕuʕiː
أتعتقدين	ʔattuʕuːʕin
أَتُعْجِبُ	ʔataʕadʒab
أتعجب	ʔatˈʕæb
أتعدني	ʔatˈʕadni
أَتَعَرَّضَ	ʔataʕarradˤ
أتعرض	ʔatˈtaʕraʕ
أتعرف	ʔatarafaʕ
أَتَعْرُفُ	ʔataʕarraf
أتَعْرفُ	ʔatˈʕarfu
أتعرّف	ʔatˤaʕraf
أتعرفان	ʔatˤaɾˈfɑːn
أتعرفه	ʔatarafa
أتعرفها	ʔatˈɑrˤɑfˈɑhɑ
أتعرفون	ʔatarafaʕuːn
أتعرفي	ʔatˈʕarfi
أتعرفين	ʔatˈraːfˈiːn
أتعرق	ʔatˈʕarq
أتعقب	ʔatˈʕab
أَتَعْلَمُ	ʔataʕallam
أتعلّم	ʔatˈʕælːam
أتعلم	ʔatˈʕalma
أتعلمُ	ʔatˈʕalmu
أتعلمان	ʔatˈʕalman
أتعلمون	ʔatˈʕalmuːn
أتعلمي	ʔatˈʕælmi
أتعلمين	ʔatˈʕælimˌn
أتعمد	ʔatˈʕamːad
أتعمل	ʔatˈʕamal
أتعملين	ʔatˈʕamalˈin
أتعنى	ʔatˈʕanːa
أتعني	ʔatˈʕanij
أتعنين	ʔatˈʕɪnː
أتعهد	ʔatˈʕahda
أتغير	ʔatˈɣajr
أتفاجأ	ʔatfajaʔ
أتفاق	ˈʔatˤːag
أتفحص	ʔatfahðˈsˤ
أتفعل	ˈɑtˤɑfɑˈl
أَتَّفِقُ	uttufiqa
أتفق	ʔatˈfɑq
أَتَّفِقُ	ʔattafiq
أَتَّفِقُ	ʔuttafaq
أتفقد	ʔatfiqda
أتفقنا	ʔatˈfɑqnɑ
أتفكر	ʔatˈfɑkɾ
أَتَفْهَمُ	ʔatafahham
أتفهّم	ʔatˈfaham
أتفهم	ʔatfam
أَتَفْهَمُ	ʔatiffhm
أتفهمني	ʔatfamhani
أتفهمون	ʔatfahmuːn
أتفهمين	ʔatfahmin
أتفهمينني	ʔatfahminni
أتفوه	ʔatˈfuːh
أتقاضى	ʔatqaːði
أتقاعد	ʔatˈqɑːʕd
أتقبل	ʔatˈtˤɑbɑl
أَتُقَدِّمُ	ʔataqaddam
أتقدم	ʔatˈtadʒam
أتقصد	ʔatqɑsˤɑd
أتقصدين	ʔatqasˈdiːn
أتقن	ʔatˈqan
أَتْقَنَ	ʔatqan
أَتْقَنَ	ʔatqana
أَتْقَنَ	ʔatqanna
أَتْقَنَ	ʔutqan
أَتْقَنَ	ʔutqin
أتقول	ʔatˈqoːl
أتقولين	ʔatqɑwˈliːn
أتقوم	ʔatˈtamˤuːn
أتقيأ	ʔatˈqɑjʔɑ
أَتَكَلَّمَ	ʔatakallam
أَتكلّمُ	ʔatˈkallːamʊ
أتكلّم	ʔatˈkallam
أَتكلّمَ	ʔatˈkallama
أتكلم	ˈʔatkalma
أتلاعب	ˈɑtlaːʕɑb
أتلانتا	ˈɑtlatˤɑntˤɑ
أتلانتا	ʔatlaːntaː
أتلانتس	ˈɑtlatants
أتلانتيك	ˈɑtlanitˤik
أتلتيكو	ʔatlitiːkuː
أتلفت	ɑtˈlɑft
أتلقى	ˈɑtˤlɑqˤ
أتلك	ʔatlaka
أَتَمَّ	ʔatamm
أَتَمَّ	ʔatamma
أتم	ʔatem
أَتَمَّ	ʔatimm
أَتَمَّ	ʔutamm
أَتَمَّ	ʔutimm
أتمازحني	ˈɑtmaːðˤɑhni
أتمانع	ʔatˈmɑːnʕ
أتمانعين	ʔatˈmaːnɑːʕin
أتمتع	ʔatamtʕ
أتمرن	ʔatˈmarn
أتمزح	ʔatˈmizħ
أتمزحين	ʔatˈmizħin
أتمسك	ʔatˈmask
أتمشى	ʔatˈmaʃi
أَتَمَّكُنَّ	ʔatamakkan
أَتَمَّكُنَّ	ʔatammakunna
أَتَمَّكُنَّ	ʔatammkunna
أَتَمَّكُنَّ	ʔatimmkunna
أتمكّن	ʔatˈmɑkˤn
أتمكن	ʔatˈmɪkan
أَتَمَّكُنَّ	ʔutimmkunna
أتملك	ʔatˈmɑlɑk
أتممت	ˈɑtːamːat
أتمناه	ʔatamina
أتمنّى	ʔatmanː
أَتمنّى	ʔatmanː
أتمنـى	ʔatˈmanna
أتمنى	ʔatmnaː
أتمني	ˈʔatmanaj
أتنازل	ʔatˈnaːzˤil
أَتَنَاوَلَ	ʔatanaːwal
أتناول	ʔatˈnaːwul
أتنفس	ʔatˈnifas
أتهم	ʔatˈham
أتو	ʔato
أتوا	ʔatˈwɑ
أتواجد	ʔatwaːdʒ
أتواصل	ʔatˈtuːʕaːl
أتوتر	ʔatoːtˤir
أتوجد	ʔatɑwgɪd
أَتُوَجِّهُ	ʔatauadʒah
أتوجه	ʔatˈuːdʒa
أَتُوَجِّهُ	ʔutawwidʒh
أتود	ʔatowd
أتودّ	ʔatowdˈː
أتودين	ʔatˈuːdin
أتودّين	ʔatˈuːdin
أتورط	ʔatˈuːratˤ
أتوسّل	ʔatowsil
أتوسل	ʔatusːl
أتوق	ʔatoːq
أَتَوَقَّعَ	ʔatauaqqaʕ
أتوقع	ʔatˈtɑjɑg
أتوقّع	ʔatˈuːqˤʕ
أَتَوَقَّعَ	ʔutauaqqaʕ
أتوقعه	ʔatˈuːqˤʕa
أَتَوَقَّفَ	ʔatauaqqaf
أتوقف	ʔatˈtɑgˤ
أتوقّف	ʔatˈuːgˤ
أتولى	ʔatˈuːli
أتولّى	ʔatˈuːliː
أتوود	ʔatˈwuːd
أَتَى	ʔataː
أتى	ʔatiː
أتي	ʔatiː
أتيت	ʔatiːt
أتيتِ	ʔatiːti
أتيتُ	ʔatiːtʊ
أتيتَ	ʔatite
أتيتم	ʔatiːtam
أتيتما	ʔatiːtma
أتيتي	ˈʔatiːti
أُتِيحُ	ʔutiːħ
أُتِيحُ	ʔutiːħa
أتيحت	ˈʔatiːħat
أتيلا	ʔatɪlɑ
أتينا	ʔatˈiːna
أثاث	ˈɑθɑθ
أثَاثٌ	ʔaθaːθ
أَثَارَ	ʔaθaːra
أثار	ʔɑθɑr
أَثَارَ	ʔuθaːr
أثارت	ʔaθaːrat
أثبات	ˈʔaθbaːt
أثبت	ʔatˈbiθ
أَثْبَتَ	ʔaθabta
أَثْبَتَ	ʔaθabti
أَثْبَتَ	ʔaθabtu
أَثْبَتَ	ʔaθbat
أَثْبَتَ	ʔaθbata
أَثْبَتَ	ʔaθbatta
أَثْبَتَ	ʔaθbatti
أَثْبَتَ	ʔaθbattu
أَثْبَتَ	ʔaθbut
أَثْبَتَ	ʔuθabbit
أَثْبَتَ	ʔuθbat
أَثْبَتَ	ʔuθbit
أثبتت	ʔatˈbiðat
أثبتوا	ʔatˈbiθuː
أثبتي	ˈɑθbeti
أثداء	ˈɑθðaːʔ
أثّر	ʔaθːara
أثر	ʔaθar
أَثِرْ	ʔaθar
أَثِرْ	ʔaθara
أَثِرْ	ʔaθir
أَثِرْ	ʔaθirr
أَثِرْ	ʔaθr
أَثِرْ	ʔaθra
أَثِرْ	ʔaθurr
أَثِرْ	ʔaθθara
أَثَّرَا	ʔaθaraː
أَثَّرَا	ʔaθiraː
أَثَّرَا	ʔaθraː
أثراً	ʔaθran
أَثَّرَا	ʔaθθaraː
أثرت	ʔaθˈɾet
أثره	ʔaθra
أثرها	ʔaθra
أَثْرَى	ʔaθraː
أَثْرَى	ʔuθraː
أَثِّرِي	ʔaθarajja
أَثِّرِي	ʔaθariː
أَثِّرِي	ʔaθarii
أَثِّرِي	ʔaθarijj
أَثِّرِي	ʔaθirajja
أَثِّرِي	ʔaθiriː
أَثِّرِي	ʔaθirii
أَثِّرِي	ʔaθirijja
أثري	ʔaθri
أَثِّرِي	ʔaθriː
أَثِّرِي	ʔuθriː
أَثْرِيَاءُ	ʔaθriːaːʔ
أثرياء	ʔaθˈriːʔa
أثرية	ˈɑtˤrijɑ
أثْق	ʔaθiq
أثقُ	ʔaθu
أثق	ʔaθʔ
أثْقَالٌ	ʔaθqaːl
أثقل	ʔaθqal
أَثْقَلَ	ʔaθqal
أَثْقَلَ	ʔaθqala
أَثْقَلَ	ʔaθqul
أَثْقَلَ	ʔuθaqqil
أَثْقَلَ	ʔuθqal
أَثْقَلَ	ʔuθqil
أَثَمَّ	ʔaθam
أَثَمَّ	ʔaθima
أَثَمَّ	ʔaθθama
أَثَمَانٍ	ʔaθmaːn
أثمّة	ˈɑθmæ
أثمة	ʔaθma
أَثَمَرٌ	ʔaθmara
أَثَمَرٌ	ʔaθmur
أَثَمَرٌ	ʔuθmir
أثمل	ʔaθmil
أَثَمَنٌ	ʔaθimna
أَثَمَنٌ	ʔaθman
أَثَمَنٌ	ʔaθθamna
أثمن	ˈʔoθmen
أَثَمَنٌ	ʔuθammin
أَثْنَاءَ	ʔaθnaːʔ
أَثْنَاءَ	ʔaθnaːʔa
أَثْنَاءَ	ʔaθnaːʔi
أثناء	ʔdˈɾaːmɑ
أثنان	ʔaθnaːn
أَثْنَى	ʔaθnaː
أَثْنَى	ʔuθannaː
أَثْنَى	ʔuθnaː
أُثْنِي	ʔaθniː
أُثْنِي	ʔuθanniː
أُثْنِي	ʔuθniː
أثنين	ʔaθˈniːn
أَثَوَابٌ	ʔaθwaːb
أثير	ɑɪθɑr
أُثِيرُ	ʔaθiːr
أُثِيرُ	ʔuθiːr
أُثِيرُ	ʔuθiːra
أثينا	ˈæθiːnæ
أَثَيْنَا	ʔaθiːnaː
أثيوبيا	ʔaθjuːbiːaː
أثيوبيا	ʔaθjuːbijjaː
أجاب	gɑːʕib
أَجَابَ	ʔadʒaːba
أَجَابَ	ʔudʒaːb
أجابت	ʔɑgɑβet
أَجَابَهُ	ʔadʒaːbahu
أَجَابَهُ	ʔudʒaːbih
أجاثا	ˈʔɑdʒɑθɑ
أَجَادٌّ	ʔadʒaːda
أَجَادٌّ	ʔudʒaːd
أَجَازَ	ʔadʒaːza
أَجَازَ	ʔudʒaːz
أجازة	ʔɪˈzæːda
أجاشي	ˈɑdʒɑʃi
أَجَانِبٌ	ʔadʒaːnib
أجانب	ʔɑˈgɑbɪn
أَجَانِبٌ	ʔudʒaːnib
أجاي	ˈʔadʒaj
أَجِبُ	ʔadʒb
أَجِبُ	ʔadʒib
أَجِبُ	ʔadʒubb
أجب	ʔɑgab
أجبت	ˈʔɑgbet
أَجْبَرَ	ʔadʒbara
أَجْبَرَ	ʔadʒbur
أجبر	ˈʔgabɾ
أَجْبَرَ	ʔudʒabbir
أَجْبَرَ	ʔudʒbar
أَجْبَرَ	ʔudʒbir
أجبرت	ˈʔɑgbɑrt
أجبرتني	ˈʔadʒbartini
أجبرك	ˈʔgabɾek
أجبرني	ˈʔgabreni
أجبره	ˈʔadʒbarah
أجبني	ʔɑgˈbɑni
أجتماع	ʔadˈdusˤaːb
أَجْتَمِعُ	ʔadʒtamiʕ
أَجِدُ	ʔadʒadd
أَجِدُ	ʔadʒadda
أجد	ʔadʒd
أَجِدُ	ʔadʒd
أَجِدُ	ʔadʒid
أَجِدُ	ʔadʒidd
أَجِدُ	ʔudʒidd
أَجُدَّادٌ	ʔadʒdaːd
أجدادنا	ʔadʒdɑːdna
أجدادي	ʔadʒdaːdi
أجدد	ʔadʒded
أَجَدَّدَ	ʔudʒaddid
أَجَدُرَ	ʔadʒdar
أَجَدُرَ	ʔadʒdara
أَجَدُرَ	ʔadʒdur
أَجَدُرَ	ʔudʒaddir
أَجَدُرَ	ʔudʒdir
أجدك	ʔadʒdak
أجدكِ	ʔadʒdi
أجده	ˈʔadʒda
أجدها	ʔadʒda
أجدهم	ʔadʒdahem
أَجْدَى	ʔadʒdaː
أَجْدَى	ʔudʒdaː
أَجْرِ	ʔadʒara
أَجْرِ	ʔadʒarra
أَجْرِ	ʔadʒr
أَجْرِ	ʔadʒurr
أجر	ˈʔgar
أَجْرِ	ʔudʒar
أَجْرِ	ʔudʒirr
أجرؤ	ʔgruʔ
أَجَرَّا	ʔadʒaraː
أَجَرَّا	ʔadʒarraː
أَجَرَّا	ʔadʒraː
أجراً	ˈʔgɾan
أَجَرَّا	ʔudʒaraː
أجراء	ʔaroːdʒi
أَجِرَاءٌ	ʔudʒaraːʔ
أجراس	ˈɑgɾɑs
أَجْرَاسٌ	ʔadʒraːs
أَجَرَّبَ	ʔadʒrab
أجرب	ˈʔɑʒɑɾb
أجرّب	ˈʔgerb
أَجَرَّبَ	ʔudʒarrib
أجربه	ˈʔɑdʒɑbɑ
أجرة	ˈʔadʒra
أجرت	ʔadʒart
أجرح	ˈʔgarħ
أجرحك	ʔgarhuk
أجرك	ˈʔɑrdʒɑrˤ
أجره	ʔgɾa
أجروا	ˈʔɑdʒɾɑw
أَجَرَى	ʔadʒraː
أجرى	ʔgari
أَجَرَى	ʔudʒraː
أَجْرِي	ʔadʒrajja
أَجْرِي	ʔadʒriː
أَجْرِي	ʔadʒrii
أَجْرِي	ʔadʒrijj
أجري	ʔɑgrɪ
أَجْرِي	ʔudʒariː
أَجْرِي	ʔudʒriː
أَجْرِي	ʔudʒriːa
أجريت	ˈɑgɾit
أجريتُ	ˈʔɑgɾeːtʊ
أجريتها	ʔadʒɪretˤa
أجرينا	ˈʔgɪrɪnɑ
أَجَزَاءٌ	ʔadʒzaːʔ
أجزاء	ʔɑˈʒɑˤːze
أجزم	ˈʔadʒzam
أَجَزَمَ	ʔadʒzim
أجساد	ˈɑdʒsɑdˤ
أَجُسَادٌ	ʔadʒsaːd
أجسادنا	ˈɑdʒsɑːdˤnɑ
أجسادهم	ʔadʒsaːdahum
أجسام	ˈɑdʒsaːm
أَجْسَامٌ	ʔadʒsaːm
أجسامنا	ˈɑʒsɑːmnɑ
أَجَعَلَ	ʔadʒʕal
أجعل	ʔɑgmal
أجعلك	ʔadʒɑlɑk
أجعلكِ	ʔadʒɑlki
أجعله	ʔadʒala
أجعلها	ʔɑgʒalħɑ
أجعلهم	ʔadʒmaːlħum
أجَل	ˈɑgal
أجــل	ˈɑgʒal
أَجَلْ	ʔadʒal
أَجَلْ	ʔadʒala
أَجَلْ	ʔadʒall
أَجَلْ	ʔadʒalla
أَجَلْ	ʔadʒill
أجـل	ʔadʒl
أجل	ʔadʒl
أَجَلْ	ʔadʒl
أجلِ	ˈʔadʒli
أجـــل	ˈʔɑgl
أجل	ˈʔɑgl
أجلّ	ˈʔɑʒlˤ
أَجَلْ	ʔudʒill
أَجَّلَا	ʔadʒalaː
أَجَّلَا	ʔadʒallaː
أَجَّلَا	ʔadʒlaː
أجلب	ʔadʒlæb
أجلبه	ˈʔɑglæh
أجلبها	ˈʔɑgælbehɑ
أجلبي	ˈʔadʒlbi
أجلس	ʔadʒlas
أَجَلَسَ	ʔadʒlasa
أَجَلَسَ	ʔadʒlis
أَجَلَسَ	ʔudʒlas
أَجَلَسَ	ʔudʒlis
أجلسوا	ʔadʒlasuː
أجلسي	ˈʔadʒlsi
أجلكَ	ʔadʒlaka
أجلك	ʔadʒlek
أجلكِ	ˈʔadʒliki
أجلكم	ʔadʒlakum
أجلنا	ˈʔadʒla
أجله	ˈʔɑglæ
أجلها	ˈʔɑglæhɑ
أجلهم	ˈʔadʒlam
أَجَلَى	ʔadʒlaː
أجلى	ˈʔgalle
أَجَلَى	ʔudʒallaː
أَجَلَى	ʔudʒlaː
أجلي	ʔadʒli
أجمع	ˈɑʒmag
أَجْمَعَ	ʔadʒmaʕ
أَجْمَعَ	ʔadʒmaʕa
أَجْمَعَ	ʔudʒammiʕ
أَجْمَعَ	ʔudʒmaʕ
أَجْمَعَ	ʔudʒmiʕ
أجمعين	ˈɑʒmɑˈgeːn
أجمل	ʔadʒmal
أَجْمَلَ	ʔadʒmal
أَجْمَلَ	ʔadʒmala
أَجْمَلَ	ʔadʒmul
أَجْمَلَ	ʔudʒammil
أَجْمَلَ	ʔudʒmal
أَجْمَلَ	ʔudʒmil
أجن	ʔgin
أَجِنَاسٌ	ʔadʒnaːs
أَجْنَبِيٌّ	ʔadʒnabijj
أجنبي	ˈʔidʒni
أجنبية	ˈʔidʒnæbijjɑ
أجنحة	ˈʔidʒnæhæ
أجني	ʔadʒni
أَجَهَّزَ	ʔadʒhaz
أَجَهَّزَ	ʔadʒhaza
أجهز	ʔɑhɑz
أَجَهَّزَ	ʔudʒahhiz
أَجَهَّزَ	ʔudʒhiz
أجهزة	ʔahˈdɪˈzah
أَجَهْلٌ	ʔadʒhal
أجهل	ˈʔɑhdʒel
أَجَهْلٌ	ʔudʒahhil
أَجِوَاءٌ	ʔadʒwaːʔ
أجواء	ˈʔgjaː
أجوبة	ˈʔɑdʒoːba
أَجُودُ	ʔadʒuːd
أَجُودُ	ʔadʒwad
أجود	ʔɑdʒuːd
أَجَوْرٌ	ʔadʒuːr
أجور	ˈʔɑːgoːr
أَجَوْرٌ	ʔudʒuːr
أَجَوْفٌ	ʔadʒwaf
أَجَوْفٌ	ʔudʒawwif
أَجيءُ	ʔadʒiːʔu
أجيء	ʔɪjjɑː
أَجْيَالٌ	ʔadʒjaːl
أجيال	ˈʔɑdʒiːl
أجيب	ʔɑjɪb
أُجِيبُ	ʔudʒiːb
أجيبوا	ʔagiːbuː
أجيبي	ˈʔidʒiːbi
أجيبيني	ʔadʒiːbiːni
أجيد	ˈʔɑdʒiːd
أجيده	ˈɑdʒiːðah
أَجِيرٌ	ʔadʒiːr
أَجِيرٌ	ʔudʒajjir
أَجِيرٌ	ʔudʒiːr
أحادثك	ʔahad̪aθka
أحادي	ˈɑħædi
أَحَادِّيٌّ	ʔuħaːdijj
أَحَادِيثُ	ʔaħaːdiːθ
أحاديث	ʔahadiθ
أحارب	ˈʔaħaːrib
أحاسيس	ˈʔaħaːsis
أَحَاطَ	ʔaħaːtˤa
أَحَاطَ	ʔuħaːtˤ
أحافظ	ˈɑħɑfɪz
أَحَالٌ	ʔaħaːla
أَحَالٌ	ʔuħaːl
أحاول	ʔaħaːma
أحاولُ	ʔaħaːmaːlu
أحـاول	ˈʔaħoːl
أُحاول	ʔuːħaːjib
أُحاولُ	ʔuħaːjju
أَحَاوَلَ	ʔuħaːwil
أَحْبُّ	ˈɑhbː
أَحُبٌّ	ʔaħabb
أَحُبٌّ	ʔaħabba
أحـب	ʔahb
أَحُبٌّ	ʔaħb
أحبّ	ʔahˈbɑ
أحبُ	ʔahbu
أحبُّ	ʔahˈbub
أحب	ʔahib
أَحبُّ	ʔahibː
أَحُبٌّ	ʔaħibb
أُحب	ʔuhb
أَحُبٌّ	ʔuħibb
أحباء	ʔahbaːʔ
أَحِبَّاءُ	ʔaħibbaːʔ
أحبائي	ʔahbahaːji
أَحَبَابٌ	ʔaħbaːb
أحببتِ	ʔahbabti
أحببتُ	ʔahbabtu
أحببت	ʔahˈbebt
أحببتك	ʔahbabtak
أحببتكِ	ʔahbabtiki
أحببتني	ʔahbabtni
أحببته	ʔahbibteh
أحببتها	ʔahbabbaha
أحببتهم	ʔahbibtuhhum
أحببنا	ʔahˈbɑbnɑ
أحبت	ˈɑħbat
أحبتك	ˈɑħbɪtki
أحبته	ʔahbaθa
أحبذ	ʔahbið
أحبّذ	ʔahbɪð
أَحْبَطَ	ʔaħbatˤa
أَحْبَطَ	ʔaħbitˤ
أَحْبَطَ	ʔuħbatˤ
أَحْبَطَ	ʔuħbitˤ
أَحَبَّكَ	ʔaħabbaka
أَحَبَّكَ	ʔaħabbaki
أَحَبَّكَ	ʔaħabbka
أَحَبَّكَ	ʔaħabbki
أحبـك	ʔahbak
أحبك	ʔahbak
أحبكَ	ʔahbak
أحبّك	ʔahbak
أحبّكَ	ʔahbɑk
أَحَبَّكَ	ʔaħbik
أحبكِ	ʔahbiki
أحبّكِ	ʔahˈbɪkki
أَحَبَّكَ	ʔaħbka
أَحَبَّكَ	ʔaħbki
أَحبُّك	ʔahˈbuk
أَحَبَّكَ	ʔaħbuk
أَحَبَّكَ	ʔaħibbka
أَحَبَّكَ	ʔaħibbki
أَحَبَّكَ	ʔuħabbik
أُحبك	ʔuhbuk
أَحَبَّكَ	ʔuħibbka
أَحَبَّكَ	ʔuħibbki
أحبكم	ʔahbukum
أحبكما	ʔahibkama
أحبني	ʔahˈbunij
أحبه	ˈɑħbe
أحبّه	ʔahˈbih
أَحبُّه	ʔahˈbubuh
أحبها	ʔahba
أحبّها	ʔahibʃa
أحبهم	ʔahbahhum
أحبوا	ʔahibʔuː
أحتاج	ˈɑhtɑdʒ
أحتاجُ	ˈɑhtɑdʒu
أَحتاجُ	ˈɑhtɑdʒu
أحتـاج	ˈɑhtɑj
أَحْتَاجُ	ʔaħtaːdʒ
أحتاجك	ˈɑhtɑdʒɑk
أحتاجكِ	ˈɑhtɑdʒi
أَحتاجُك	ˈɑhtɑdʒuːk
أحتاجه	ˈɑhtɑhu
أحتاجها	ˈɑhtɑdʒæh
أحتج	ˈɑhtɑɣ
أحتجت	ˈɑhtɑhdʒet
أحترام	ˈɑħtˤɑrɑm
أحترامي	ʔaħtaraːmi
أحترس	ˈaħtars
أحترق	ˈɑħtˤɑrˤɑq
أحترم	ʔaħtaram
أَحْتَرِمُ	ʔaħtarim
أحترمك	ˈɑħtaramak
أحتسي	ˈɑhtˤisˤi
أحتضر	ˈɑhtˤɪdˤɑr
أحتفظ	ˈaħtafaʕ
أَحْتَفِظُ	ʔaħtafiðˤ
أحتفظت	ʔaħtafˈtˈt
أحتفل	ˈɑhtˤɑflˤ
أحتمال	ˈɑħtimaːl
أحتمل	ˈaħtamal
أحجار	ˈɑħdʒɑr
أَحَجَّارٌ	ʔaħdʒaːr
أَحَجَّامٌ	ʔaħdʒaːm
أحجز	ˈɑħges
أَحَجْمٌ	ʔaħdʒama
أَحَجْمٌ	ʔaħdʒum
أَحَجْمٌ	ʔuħdʒam
أَحَجْمٌ	ʔuħdʒim
أحجية	ˈʔaħdʒijjæ
أحَد	ʔahad
أَحَدٌّ	ʔaħad
أَحَدٌّ	ʔaħadd
أَحَدٌّ	ʔaħadda
أحـد	ʔahd
أحد	ʔahd
أحــد	ˈʔaħd
أَحَدٌّ	ʔaħd
أحدَ	ʔahda
أَحَدٌّ	ʔaħda
أحدِ	ʔahdi
أحدٍ	ʔahdin
أحدٌ	ʔahdun
أحدُ	ʔahdʊ
أَحَدٌّ	ʔaħħada
أَحَدٌّ	ʔaħidd
أَحَدٌّ	ʔaħudd
أَحَدٌّ	ʔuħidd
أحدا	ʔahada
أحداً	ʔahada
أحداَ	ʔahada
أحدًا	ʔahada
أحداث	ʔaħdaːt
أَحِدَاثٌ	ʔaħdaːθ
أَحَدَثَ	ʔaħdaθ
أَحَدَثَ	ʔaħdaθa
أَحَدَثَ	ʔaħduθ
أحدث	ʔɑhdɑθ
أَحَدَثَ	ʔuħdaθ
أَحَدَثَ	ʔuħdiθ
أحدثت	ʔɑhdˈdˤart
أحدثك	ʔɑhdɑrˈdʊk
أحدد	ʔaħdama
أحدق	ʔahdiq
أحدكم	ʔahdʊm
أحدكما	ʔahdaðˈkaː
أحدنا	ʔaħdana
أحدها	ʔaħda
أحدهم	ʔaħdhum
أحدهما	ʔaħdihama
أحدى	ʔahadiː
أحذر	ˈɑħðˤɑr
أَحَذَّرَ	ʔaħðar
أَحَذَّرَ	ʔuħaððir
أحذرك	ʔaħðurki
أحذّرك	ˈʔaħðˤɾek
أحذركم	ʔaħðurkum
أحذية	ˈʔaħdiː
أحذيتك	ʔaħðeːtˈik
أحذيتي	ˈʔaħdizti
أَحُرٌّ	ʔaħarr
أَحُرٌّ	ʔaħirr
أَحُرٌّ	ʔaħr
أَحُرٌّ	ʔaħurr
أحرار	ˈɑħrɑːr
أَحَرَّارٌ	ʔaħraːr
أحراراً	ʔaħraːran
أَحَرَجٌ	ʔaħradʒ
أَحَرَجٌ	ʔaħradʒa
أَحَرَجٌ	ʔuħarridʒ
أَحَرَجٌ	ʔuħradʒ
أَحَرَجٌ	ʔuħridʒ
أحرر	ʔaħraʔ
أَحْرَزَ	ʔaħraz
أَحْرَزَ	ʔaħraza
أَحْرَزَ	ʔaħruz
أحرز	ʔɑhˈrɑz
أَحْرَزَ	ʔuħarriz
أَحْرَزَ	ʔuħraz
أَحْرَزَ	ʔuħriz
أحرزت	ˈɑħɾazt
أحرزنا	ʔaħrazna
أَحِرْصٌ	ʔaħrasˤ
أَحِرْصٌ	ʔaħrisˤ
أحرص	ʔɑhˈrɑsˤ
أحرف	ʔaħraf
أَحَرْفٌ	ʔaħrif
أَحَرْفٌ	ʔaħruf
أَحَرْفٌ	ʔuħarrif
أحرق	ʔaħraq
أَحَرْقٌ	ʔaħraqa
أَحَرْقٌ	ʔaħriq
أَحَرْقٌ	ʔaħruq
