3	ʏ̞tʃ
qardaş	kaɾtaɾ
qardaş	kɑːɾdɑːʃ
qardaşarvadı	kaɾˈdɑʃɑrmɑˈdɯ
qardaşlıq	gɑrdɑʃdɯχ
qardaşlıq	gɑrdɑʃɫɯχ
qardaşlıq	kɑɾdɑʃtɯg
qardaşqızı	gɑɾˈdɑʃˈkɯzɯ
qarmaq	kɑrmɑx
qarqara	kɑːrgɑːɾa
qars	gɑːs
qartal	gɑɾtɑl
qarıldamaq	kɑˈrɯltɑmɑx
qarın	gɑrɯn
qarın	kɑˈrɯn
qarınca	gɑrɯndzɑ
qarınca	gɑrɯndʒɑ
qarınqulu	gɑrɯnguɫu
qarınsız	kaɾɯnsɯz
qarışdırmaq	gɑrɯʃtɯrmɑχ
qarışmaq	gɑrɯʃmɑχ
qarışmaq	kɑɾˈɯ̞ʃmɑq
qarışqa	gɑrɯʃgɑ
qarışqa	gɑrɯʃkɑ
qarışıq	gɑrɯʃɯχ
qarşı	gɑrʃɯ
qarşıda	kɑrʃɨda
qarşıdurma	kɑrʃiduɾma
qarşılamaq	gɑrʃɯɫɑmɑχ
qarşılanmaq	kɑrʃɯlɑnmɑq
qarşılıqlı	gɑrʃɯɫɯɣɫɯ
qarşılıqlı	kɑɾʃɯɫɯ̞χɫæ
qarşısında	gɑrʃɯsɯndɑ
qarət	gɑːræt
qasım	dɑsɯm
qasımov	kasɯmɔv
qasıq	gɑsɯx
qasıq	kasɯ̞
qasırğa	gɑsɯrɣa
qasırğa	kɑsɯ̞rʁɑ
qat	gæt
qat	gɑt
qat	kat̪
qat-qat	kɑtɑt
qatar	katɑr
qatil	kɑːt̪el
qatlamaq	kɑtɫɑmɑq
qatmaq	kˈatmˈaɾ
qatqı	ɑtkɯ
qatı	gɑtɯ
qatı	kɑtɯ̞
qatılaşdırmaq	katɯlɑʃtɯrmɑq
qatılıq	kɑtɯ̞ɫɯ̞
qatıq	gɑtɯχ
qatır	kɑtɯ̞r
qatışıq	gɑtɯʃɯχ
qavramaq	kɑvramˈax
qax	gɑx
qaya	gɑjɑ
qaya	kaja
qayda	gɑjdɑ
qaydalı	kajdaɫɯ̞
qaydasında	gɑjdɑsɯndɑ
qaydasız	kaːjdasɯz
qaymaq	kajmaħ
qaynama	kajnɑma
qaynamaq	gɑjnɑmɑχ
qaynamaq	kajnamaħ
qaynar	qɑjnɑɾ
qaynatmaq	gɑjnɑtmɑχ
qaynatmaq	kajnɑtmaː
qaysı	kajsɯ̞
qaytan	kajton
qaytarmaq	gejtærmɑχ
qaytarmaq	gɑjtɑrmɑχ
qaytarmaq	kɑjtɑrmɑɦ
qayçı	gejtsi
qayçı	gɑjtʃɯ
qayğı	gɑjɣɯ
qayğı	kɑjˈʁɯ
qayğıkeş	gɑjɣɯkeʃ
qayı	kajɯ
qayıdış	gɑjɯdɯʃ
qayın	kʊ̞jˈɯ̞n
qayınana	gɑjɯnɑnɑ
qayınata	gɑjɯnɑtɑ
qayınata	kajˈnɑtɑ
qayıq	ɢɑjɯ̞χ
qayıqçı	kajɯɟtʃɯ
qayırmaq	gejiɾmɑχ
qayırmaq	geːɾmɑχ
qayırmaq	gɑjɯrmɑχ
qayırmaq	ɣɑːrmɑχ
qayıtmaq	gejitmɑχ
qayıtmaq	geːtmɑχ
qayıtmaq	gɑjɯtmɑχ
qaz	gaz
qaz	gɑz
qazan	kazam
qazanc	gɑzɑndz
qazanc	gɑzɑndʒ
qazanc	kazantʃ
qazanclı	kɑzɑŋʒðɯ̞
qazandırmaq	kazɑndɯrmɑq
qazanmaq	gɑzɑmːɑχ
qazanmaq	gɑzɑnmɑχ
qazança	kazantʃa
qazanılmaq	gɑzɑnɯɫmɑx
qazanılmış	gɑzɑnɯɫmɯʃ
qazi	qɑːzi
qazlı	kazɫa
qazmaq	gazmɑq
qazmaq	gɑzmɑχ
qazolin	gazoʎin
qazsız	gazsɯz
qazıntı	gɑzɯntɯ
qazıntı	kʊ̞zɯ̞ntɯ̞
qaçaq	gɑtsɑχ
qaçaq	gɑtʃɑχ
qaçaqaç	gɑtsɑgɑts
qaçaqaç	gɑtʃɑgɑtʃ
qaçaqmal	gɑtsɑɣmɑɫ
qaçaqmal	gɑtʃɑɣmɑɫ
qaçaqmalçılıq	gɑtsɑɣmɑɫtsɯɫɯχ
qaçaqmalçılıq	gɑtʃɑɣmɑɫtʃɯɫɯχ
qaçmaq	gɑtsmɑχ
qaçmaq	gɑtʃmɑχ
qaçmaq	katʃmaq
qaçqın	gɑtsgɯn
qaçqın	gɑtʃgɯn
qaçqın	katʃkɯn
qaçınmaq	gɑtsɯmːɑx
qaçınmaq	gɑtsɯnmɑx
qaçınmaq	gɑtʃɯmːɑx
qaçınmaq	gɑtʃɯnmɑx
qaçırmaq	gɑtsɯrmɑχ
qaçırmaq	gɑtʃɯrmɑχ
qaçış	gɑtsɯʃ
qaçış	gɑtʃɯʃ
qaş	gɑʃ
qaş	kaz
qaş-kaman	gɑˈʃkjɑmɑn
qaşqaldaq	gɑʃgɑldɑχ
qaşımaq	gɑʃɯmɑχ
qaşımaq	kɑʃɯ̞mɑq
qaşınmaq	gɑʃɯnmɑχ
qaşıq	gɑʃɯχ
qaşıq	kɑʂɯ̞x
qeyd	geːt
qeyri	gejri
qiblə	giblæ
qida	kɪda
qiqabayt	gɪgabajt
qiyam	kɪ̞jɑm
qiyamçı	kijamtʃɪ
qiymət	gijmæt
qlamur	klamur
qlobal	gɫˈoˈʌbˈɑɫ
qloballaşma	gɫɑbɑɫˈɑʃmɑ
qlobus	kɫobuz
qoboy	goboj
qoca	godzɑ
qoca	godʒɑ
qocalma	kodʒɑlma
qocalıq	godzɑɫɯχ
qocalıq	godʒɑɫɯχ
qohum	gohum
qohum	koːˈhuːn
qohumluq	gohumɫuχ
qol	goɫ
qol	kɔːl
qolac	goɫɑdz
qolac	goɫɑdʒ
qoltuq	goɫtuχ
qonaq	gonɑχ
qonaqlıq	gonɑɣɫɯɣ
qonaqlıq	gonɑɣɫɯχ
qonaqpərvər	gonɑχpærvær
qonaqpərəst	gonɑχpæræst
qondarma	kɔndaɾma
qonur	komuɾ
qonşu	gonʃu
qoparmaq	gopɑrmɑx
qopmaq	gopmɑχ
qor	gor
qorumaq	gorumɑχ
qoruq	kɔrux
qoruqçu	goruχtsu
qoruqçu	goruχtʃu
qorxaq	gorχɑχ
qorxaqlıq	gorχɑɣɫɯχ
qorxmaq	gorxmɑx
qorxmaz	gorχmɑz
qorxu	gorχu
qorxu	kˈorxo
qorxusuz	kɑɾxuzsuz
qorxutmaq	gorχutmɑχ
qovmaq	govmɑχ
qovulma	govuɫma
qovulmaq	govuɫmaχ
qovun	gohun
qovun	govun
qoydurmaq	gojdurmɑχ
qoymaq	gojmɑχ
qoymaq	kojmah
qoyun-quzu	kojynkuzu
qoz	goz
qoz	koːs
qozluq	kuzluʁ
qoç	koːtʃ
qoşa	koʃa
qoşmaq	goʃmaχ
qoşulmaq	goʃuɫmaχ
qoşun	goʃun
qradus	gradus
qrafik	gɾˈɑfik
qram	ɣ̞ɾõm
qranit	granʲits
qrant	gɾˈant
qraz	kɾaz
qrip	grip
qu	gu
qucaq	gudzɑx
qucaq	gudʒɑx
qucaq	kudʒaq
qucaqlamaq	gudzaɣɫɑmɑχ
qucaqlamaq	gudʒaɣɫɑmɑχ
qucaqlaşmaq	gudzaɣɫɑʃmɑχ
qucaqlaşmaq	gudʒaɣɫɑʃmɑχ
qudurmaq	kuduɾmɑq
quduz	ɾudˈus
quduzluq	guduzɫuχ
qul	guɫ
qul	ku
qulaq	guɫɑχ
quldar	kuldɑɾ
qulluq	kulluχ
qumar	umɑɾ
qumarxana	kumɑrχana
qumbara	gumbɑrɑ
qumuq	gumuχ
qundaq	gundax
qunduz	gunduz
qunduz	kuŋˈduz
ququ	kubu
qurama	kʊɾama
qurban	kuɾˈbɑn
qurbağa	gurbɑɣɑ
qurd	gurdu
qurdalamaq	kuɾdɑlɑmɑq
qurma	kuɾmɑ
qurmaq	gurmɑχ
qurnaz	gurnɑz
qurtarmaq	gurtɑrmɑχ
qurtarmaq	kutarmɑχ
qurtarmaq	kuɾtɑɾmɑq
qurtulmaq	gurtuɫmɑχ
qurtulmaq	gutuɫmɑχ
quru	guru
qurucu	kuɾudʒu
quruluş	kuɾuluʃ
qurum	gurum
qurum	kruːm
qurut	quɾut
qurutma	kuɾutma
qurutmaq	gurutmɑχ
qurğuşun	kˌuɾɣusˈum
qusmaq	gusmɑχ
qusmaq	kusmɑq
qutab	gutɑb
qutab	kutab
qutab	kutɑb
quyruq	gujruɣ
quyruq	qujrux
quyu	guju
quyu	kujuː
quzey	guzej
quzu	kuzɯ
quş	guʃ
quşi	guʃi
qviana	kvjana
qönçə	gʌntʃɑ
qövm	gœvm
qüllə	gylːæ
qüllə	kylˈlæ
qüsn	gysn
qüsursuz	kasursuz
qütb	kut
qıcıqlandırmaq	gɯdzɯɣɫɑndɯrmɑχ
qıcıqlandırmaq	gɯdʒɯɣɫɑndɯrmɑχ
qıdıqlamaq	gɯdɯɣɫɑmɑχ
qıf	gɯf
qıf	kffɛ
qıfıl	gɯfɯɫ
qıfıllı	gɯfɯɫːɯ
qıfılçı	gɯfɯɫtsɯ
qıfılçı	gɯfɯɫtʃɯ
qıjı	gɯʒɯ
qılan	kɫɑn
qılmaq	gɯɫmɑχ
qılquyruq	kˈɯlguirux
qılınmaq	gɯɫɯmːɑχ
qılınmaq	gɯɫɯnmɑχ
qınamaq	gɯnɑmɑχ
qınamaq	kɯ̞nɑmɑh
qınaq	gɯnɑχ
qıpçaq	kɯptʃaɐ
qır	gɯr
qıraq	gɯrɑχ
qıraqlar	gɯrɑɣɫɑr
qırağı	gɯrɑɣɯ
qırma	gɾmɑ
qırmaq	gɯrmɑχ
qırmızı	gɯrmɯzɯ
qırmızı	ɣɯrmɯzɯ
qırpmaq	gɯrpmɑχ
qırxayaq	gɯrχɑjɑχ
qırxayaq	kɯ̞rχɑjɑq
qırxmaq	gɯrχmɑχ
qırğı	kɯ̞rʁɯ̞
qırğın	gɯrɣɯn
qırğın	kɯ̞rʁɯ̞n
qırıcı	gɯɾɯdʒe
qısa	gɯsɑ
qısa	kisa
qısaltmaq	kɯ̞sɑɫtmɑq
qıt	gɯt
qıt	qɯtˈ
qıvrım	gɯvrɯm
qıvrım	gɯvˈrɯm
qıymaq	gɯjmɑχ
qıyıq	kɯ̞jɯ̞ʁ
qızarmaq	gɯzɑrmɑq
qızdırma	gɯzdɯɾma
qızdırmaq	gɯzdɯrmaχ
qızlıq	gɯzdɯχ
qızlıq	gɯzɫɯχ
qızlıq	kɯ̞zdɯ̞q
qızmaq	gɯzmɑχ
qızxanım	kɯ̞sχɑnɯ̞m
qızğın	kɯ̞zʁɯ̞n
qızılazar	kɯ̞zɯ̞ɫæzɑr
qızılbalıq	gɯzɯɫbɑɫɯχ
qızılqaz	gɯzɯɫgɑz
qızılqaz	kɯˈzɯlgɑz
qızılquş	gɯzɯɫguʃ
qızışdırmaq	kɯzɯʃtɯrmɑq
qızışmaq	gɯzɯʃmɑχ
qıç	gutʃ
qığlamaq	gɯɣɫɑmɑχ
qığılcım	gɯɣɯɫdzɯm
qığılcım	gɯɣɯɫdʒɯm
qış	gɯʃ
qışlaq	gɯʃlɑχ
qışlaq	gɯʃtɑχ
qışqırmaq	gɯʃgɯrmɑχ
qışqırmaq	kɯʃkɯrmɑχ
qəbil	kæbʲiːl
qəbilə	qæbʲiɫæ
qəbir	gæbir
qəbir	kæbʲir
qəbiristan	gæbristɑn
qəbul	kɑːbul
qəddar	kætːɑr
qədim	gædim
qədim	keˈdim
qədər	gædæɾ
qədər	χædær
qəfəs	gæfæs
qəhbə	gæhbæ
qəhbə	gæhpæ
qəhbə	gˈæhpˈæhˈ
qəhbəlik	gæhbælij
qəhbəlik	gæhbælik
qəhbəlik	gæhpælij
qəhbəlik	gæhpælik
qəhrəman	gæhræmɑn
qəhrəmanlıq	gæhræmɑnɫɯχ
qəhrəmanzadə	kæhrämɑŋzɑdæ
qəhvə	gæhvæ
qəlb	gælb
qəlb	kˈælp
qəlbən	gæɫbæn
qəliz	gæliz
qəliz	kaliz
qəlyan	gæljɑn
qələbə	gælæbæ
qələt	kælɛt
qəm	kɑːm
qəmgin	kemkim
qəməngiz	gæmæŋɟiz
qəməri	kæmærʲɪ
qənd	gænd
qənirsiz	gænirsiz
qənnadı	kænmadɯ̞
qəpik	gæpih
qəpik	gæpij
qəpik	gæpik
qəpik	gæpiç
qərar	dæɾˈɑɾ
qərarsız	kɑrɑːrsɯz
qərb	gˈæɾb
qəribə	gæriːbæ
qərinə	tæɾiːnæ
qərənfil	gæɾænfil
qəsd	kast
qəssab	gæsːɑb
qətl	gætl
qətran	katram
qətrə	gætræ
qəzet	gæzet
qəzet	gæzæt
qəzəl	gazæl
qəzəl	gæzæl
rabat	ɾabat
rabitə	rɑːbitæ
radio	rˈaːdɪo
radon	radon
rafael	rɑfajɛl
rafiq	ɾɑːfik
rahat	rɑhɑt
rahat	ɾɑɦat
rahatlıq	rɑhɑtlɯχ
rahibə	raːhiːbæ
rama	rɑmɑ
ramazan	ɾɑmazaːn
ramil	ɾɑmɪl
ramilə	ɾɑmʲiˈlæ
ramiz	ɾɑmiz
rasim	ɾɑːsɪm
rauf	rˈɑlf
razyana	ɾɑzɫjɑnɑ
razı	raza
razılıq	ɾɑzɯ̞ɫɯ̞q
razıyam	ɾɑːzɯjɑm
redaksiya	redakˈsija
region	regjon
rejim	ɾeʒɯm
rejissor	reʒisːor
reklam	ɾeklam
rep	ɾɛp
respublika	rɛspublʲika
rezin	ɾezin
riayət	riɑjæt
risk	rˈɪsk
riyakar	ɾɯjɑkɑr
rok	ɾɔk
rokstar	ɾɒˈkstaɾ
rol	ɾɔɫ
roma	roma
roman	ɾɔman
royal	rajal
rozetka	rɑzetkɑ
rozmarin	ɾozmaɾin
roşka	roʃa
rubin	lubin
ruhani	ruhɑːni
ruhi	ruːhi
rus	ɾus
rusiya	rusʲija
ruslaşma	ɾusɫɑʃmɑ
ruzigar	ruziɟar
ruzigar	ryzdʒar
ruzigar	ryzɟar
ruznamə	ruznɑmæ
rza	rza
röya	roja
rüsvay	rˈʏsvaj
rütubət	rutubet
rüşvət	ryʃvæt
rüşvətxorluq	ryʃvætxorɫux
rüşvətxorluq	ryʃvætxorːux
rəf	ɾaf
rəfiqə	ræfiːgæ
rəftar	rɛftɑr
rəhbər	ræhbær
rəhilə	ræhʲiɫæ
rəhm	ræhm
rəhmətlik	ræhmætːi
rəng	ræŋg
rəngləmək	ræŋlæmæk
rəqib	ɾægˈid
rəqsanə	rækˈsaːnæ
rəsm	ræsʲɪm
rəssam	ɾɒssam
rəsul	ɾɛsˈul
rəsədxana	ræsædxɑnɑ
rəvac	rævadz
rəvac	rævɑdʒ
rəvayət	rævɑːjæt
rəğbət	ræɣbæt
rəğmən	ræɣmæn
saat	sɑhɑt
saat	sɑɑt
saat	sɑːt
saatsaz	saːtsɑz
sabah	sɑbɑh
sabah	zɑvɑχ
sabit	sɑːbis
sabit	sɑːbit
sabun	saːbum
sabunçu	saːbuntʃu
sac	sɑdz
sac	sɑdʒ
sac	sɑtʃ
sadalamaq	sɑdɑɫɑmɑχ
sadaq	sɑdɑχ
sadə	sɑːdæ
sadəcə	sɑdɑdʒɑ
saf	sˈaf
saflıq	sɑfˈlɯx
safura	safura
sahib	sɑhib
sahib	sɑhɪb
sahə	sɑhɛ
sait	sajt
sakit	sakit
sakramento	sakramɛnto
saksafon	saksafon
sal	saːv
sal	sɑɫ
salam	salɑp
salam	saˈlam
salamat	sælɑmɑt
salamat	sɑɫɑmɑt
salamlaşmaq	saˈlɑnlɑʃmɑq
salat	saɫat
saldo	sajdo
salmaq	salmaq
salmaq	sɑɫmɑχ
salon	saˈvɑm
salxım	saɫqɯm
saman	sɑmɑn
saman	sɑˈmɑn
saman	sɑːmɑn
sami	sɑmi
samir	saːmiɾ
samiyə	sɑmijæ
samux	samuχ
sanatoriya	sanatorja
sancaq	tɑːndʒɑːx
sancı	saˈndʒɛ
sandıq	sandɯˈq
sanitar	sʌnʲitˈɑr
saniyə	sɑːnijæ
sanki	sɑnki
sanmaq	sɑmˈmɑh
sap	sap
saplama	sapɫɑma
saplamaq	sɑpɫɑmɑχ
saplaq	sɑplɑx
sapsarı	sapsara
saqqal	sɑkgɑɫ
saqqal	sɑkːɑɫ
saqqız	sɑkːɯz
sar	sɑr
sara	sara
saralmaq	sɑrɑlmɑq
saraltmaq	saˈraltmɑq
saray	saraj
sarkazm	sɑrkazm
sarmaq	sɑrmɑh
sarplıq	sɑrpɫɯχ
sarsıtmaq	sɑrsɯtmaχ
sarvan	sɑɾvɑn
sarı	sɑrɯ
sarımsaq	saɾɯmsaː
sarımtıl	saːrɯmtɯl
sarışın	saɾʃɯn
sataşmaq	sɑtɑʃmɑχ
satira	satsʲira
satmaq	sɑtmɑχ
satqın	sɑtgɯn
satqın	sɑtˈkɯm
satıcı	sɑtɯdzɯ
satıcı	sɑtɯdʒɯ
satılmaq	sɑtɯ̞ɫmɑh
satış	satɯɾ
satış	sɑtɯʃ
savab	sɑvɑb
savab	sɑˈvɑb
savad	sɑwɑt
savadsız	sɑwatsɯz
savayı	sɑvɑːjɯ
savaş	sɑvɑʃ
saxlamaq	sɑhlɑmɑq
saxlamaq	sɑχlɑmɑχ
saxsı	sɑχsɯ
saxta	sɑqtɑ
say	saj
sayaq	sɑjɑχ
saymaq	sajma
saymaq	sɑjmɑχ
saymazlıq	sɑjmɑzɫɯ̞q
sayt	sɑjt
sayt	sˈaɪt
sayğı	sɑjɣɯ
sayıq	sɑjɯ̞q
sayıq	sɑjɯχ
saz	sɑz
sazaq	sazaʁ
saziş	ʃɑːziʃ
saç	sɑts
saç	sɑtʃ
saçaq	satʃa
saçlı	sɑtʃɫɑ
saçmaq	sɑtsmɑχ
saçmaq	sɑtʃma
saçmaq	sɑtʃmɑχ
sağ	sɑɣ
sağalmaq	sɑɣɑɫmɑχ
sağaltmaq	sɑɣɑɫtmɑχ
sağdış	sɑɣdɯʃ
sağlam	saɢlam
sağlıq	sɑɣlɯɁ
sağlıq	sɑɣɫɯx
sağmal	sɑɣmɑɫ
sağmaq	sɑɣmɑχ
sağsağan	sɑxsaɣan
sağır	sɑʁɯ̞r
sehr	sɛhɪr
sehrbaz	sejɾbaz
sehrkar	sɛhɪɾkɑɾ
seks	sˈɪks
sel	sɛl
selik	seˈli
senat	seˈnɑt
senator	senator
sertifikat	sɛɾtifikatˈ
sevda	sevdɑ
sevda	seʁdɑ
sevda	sœjdɑ
sevda	sœydɑ
sevgi	sevgi
sevgi	sevɟi
sevgili	sevgili
sevgisiz	sevdʒisiz
sevgisiz	sevgisiz
sevib-sevilmək	sevipsevilmej
sevinc	sevinˈtʃ
sevindirici	sevindiridzi
sevindirici	sevindiridʒi
sevindirmək	sevindirmæj
sevindirmək	sevindirmæk
sevindirmək	seˈvindilmæk
sevinmək	sevinmæj
sevinmək	sevinmæk
sevinmək	sœjynmɑχ
sevmək	sevmæj
sevmək	sevmæk
sevmək	sœjmɑχ
seyrək	sejræc
sezmək	sezmæj
sezmək	sezmæk
seçici	setsidzi
seçici	setʃidʒi
seçici	seˈtʃitʃi
seçim	setsim
seçim	setʃim
seçim	seˈtʃim
seçki	setski
seçki	setʃki
seçmək	setsmæj
seçmək	setsmæk
seçmək	setʃmej
seçmək	setʃmæj
seçmək	setʃmæk
seçmək	seʃmɑχ
seçməz	sæʃˈmæs
sfera	sfæɾɑ
sicim	ɒsidʒim
sidik	sidiː
sidr	sidr
sidr	sɪ̞dɪ̞r
siftə	siftæ
sik	sˈik
sikkə	sʲikːæ
sikmək	sikmæj
sikmək	sikmæk
sikmək	sikmæç
silahlanmaq	silɑhlɑmːaχ
silahlı	siɫɑhɫɯ
silikon	silikoːn
silk	silc
silmək	silmæk
silmək	silmɛj
sima	sæmɑ
simic	simidz
simic	simidʒ
simiclik	simidzlitʃ
simiclik	simidʒlij
simiclik	simidʒlik
sincab	sindzɑb
sincab	sindʒɑb
sinir	seniɾ
sink	sʲɪŋk
sinonim	seˈnˈoˌnim
sinə	siˈnæ
siqaret	sigarˈets
siqaret	sigɑret
sirdaş	sʲiɾdɑʂ
sirkə	sirkæ
sistem	sʲistem
siyahı	sijɑːhɯ
siyasət	sijɑsæt
siyasət	sijɑːsˈɛt
sizinki	sizɪnki
sizə	siza
siçan	setʃem
skandium	skandzium
skat	skat
slavyan	sɫavjɛn
slovak	sɫɑvɑk
slovakiya	sɫɑvakia
sloveniya	sɫovˈenijɪ
soba	sobɑ
soda	sɔda
sofiya	sofia
sol	soɫ
sol	sɔː
solaxay	soɫɑχɑj
soldış	soɫdɯʃ
solmaq	soɫmɑx
solo	soːo
son	son
sonra	sonra
sonra	sonram
sonra	sonrɑ
sonra	soɾa
sonradan	sonraˈdan
sonrakı	sonraki
sonsuz	soɾsuz
sonuncu	sonundzu
sonuncu	sonundʒu
sonuncu	sonunˈdʒu
sorma	sɔɾma
sormaq	sormɑχ
sosial	sˌusiˈɑl
sosialist	sɔsialˈist
sosializm	sosiɑlizm
sosializm	sosjɑlizm
sosializm	sɑsiɑlizm
soxasox	soχɑsoχ
soxmaq	soχmɑχ
soxulcan	soxuɫdzɑn
soxulcan	soxuɫdʒɑn
soxulma	suhulma
soy	sɔj
soya	soja
soyad	sojɑd
soyad	sɔjad
soydaş	sojdaʃ
soymaq	sojma
soymaq	sojmɑχ
soyuducu	sojududzu
soyuducu	sojududʒu
soyunmaq	sojumːɑχ
soyuq	sojuχ
soyutma	sojutmɑ
soyutmaq	sojutmɑχ
soğan	soˈɣun
spagetti	spaget̪t̪e
spirt	spiːrt
ssenari	sːenɑri
standart	stɑndaɾˈt
statistik	stˈatʃistik
status	stɑtʊs
step	stˈɛp
stul	stuɫ
stəkan	iscæn
stəkan	iscɑn
stəkan	istæcɑn
stəkan	stæcɑn
su	su
su	sˈo
sual	sɫɑːl
subasar	subasɑɾ
subay	subɑj
subay	supai̯
subsidiya	subsidjɑ
subyekt	subjɛkt
sufi	suːfj
suiti	suiti
sulamaq	suɫɑmɑx
sultan	sul̪t̪ɑn
sumax	sumɑh
sumka	sumkɑ
sumqayıt	sumgajɪt
sunami	sunaˈmi
surət	suːræt
susamaq	susɑmɑχ
susdurmaq	susdurmaχ
susdurmaq	susturmaχ
susdurmaq	susturmɑq
susma	sʊ̞smɑ
susmaq	susmaχ
susmaq	susmɑq
sutka	sutka
suzumaq	suzumɑq
söhbət	sœhbæt
söhbət	sœhpæt
söhbət	sœjbæt
söhbət	sœːbæt
sökmək	sœhmɑχ
sökmək	sœkmæj
sökmək	sœkmæk
sökmək	sœtʃmɑχ
sökmək	sœçmɑχ
söküntü	sœkynty
söküntü	sœtʃynty
söndürmək	sœndyrmæj
söndürmək	sœndyrmæk
söndürmək	sœndyrmɑχ
sönmək	sœjmæj
sönmək	sœnmæk
söykəmək	sœjkæmæj
söykəmək	sœjkæmæk
söykənmək	sœjkænmæj
söykənmək	sœjkænmæk
söyləmək	sœjlæmæj
söyləmək	sœjlæmæk
söymək	sœjmæj
söymək	sœjmæk
söymək	sœjmɑχ
söyüş	sœjyʃ
söz	sœz
sözbaz	søzˈbɑz
sübut	sybut
süd	sˈyd
süfrə	syfræ
sülh	sylh
sümük	symyj
sümük	symyk
sünni	synːi
sünnət	synnæt
süqut	suːgˈuːt
sürdürmək	syrdyrmej
sürfə	sʏɾfæ
sürgün	syrɟyn
sürmə	sʏrmæ
sürmək	syrmæj
sürmək	syrmæk
sürmək	syrmɑχ
sürtgü	syrtdʒy
sürtgü	syrtɟy
sürtkü	syrtcy
sürtkü	syrttʃy
sürü	syry
sürücü	syrydzy
sürücü	syrydʒy
sürüşkən	syryʃcæn
sürüşkən	syryʃɟæn
sürət	syɾɛt
sürətli	syrɛtli
sürətləndirmək	syrætlændirmæk
sürətlənmə	syrætlæmːæ
sürətlənmə	syrætlænmæ
sürətlənmək	syrætlæmːæk
sürətlənmək	syrætlænmæk
süst	sʏst
süysün	syjsyn
süzmək	syzmæj
süzmək	syzmæk
süzənək	suðɑnæj
sıfır	sɯfɯɾ
sınamaq	sɯnɑmɑx
sınaq	sɯ̞nɑh
sındırmaq	sɯndɯrmɑq
sındırmaq	sɯndɯrmɑχ
sınmaq	sɯmːɑχ
sınıxmaq	sɯnɯxmaħ
sıra	sɯra
sıralamaq	sɯrɑɫɑmɑq
sıravi	sravʲi
sırf	ˈsɯɾf
sırtılmaq	sɯ̞rtɯ̞ɫmɑq
sırtıq	sɯˈrtɯx
sırtıq	sɯ̞rtɯ̞q
sırğa	sɯrɣɑ
sırğa	sɯ̞rɯ̞ʁa
sıxlıq	sɯxɫɯx
sıxma	sɯ̞χmɑ
sıxmaq	sɯχmaχ
sıxılma	sɯ̞χɯ̞ɫmɑ
sıxılmaq	sɯ̞χɯ̞ɫmɑq
sıyırmaq	sɯjɯrmɑχ
sıyırqac	sɯjɯrgadz
sıyırqac	sɯjɯrgadʒ
sıyırqac	sɯjɯrɣadz
sıyırqac	sɯjɯrɣadʒ
sızma	suzma
sızılma	sɯzɯlmu
sızılmaq	sɯzɯlmɑq
sıçmaq	sɯtsmɑχ
sıçmaq	sɯtʃmɑχ
sıçramaq	sɯtsrɑmx
sıçramaq	sɯtʃrɑmx
sıçratma	sɯtʃɫatma
sıçrayış	sɯtsrɑjɯʃ
sıçrayış	sɯtʃrɑjɯʃ
sığmaq	sɯɣmɑχ
sığortalamaq	sɯɣortɑɫɑmɑχ
sığın	sɯ̞ʁɯ̞n
sığınmaq	sɯɣɯnmɑχ
sığışdırmaq	sɯˈɣɯʃtɯɾmɑq
səbha	sæbhɑ
səbirsiz	sæbrsiz
səbirsizlik	sæbrsizlic
səbəb	sæbæb
səda	sada
sədd	sæd
sədr	sɛdr
səfalət	sæfɑːlæt
səfil	sæfil
səfir	sæfir
səfir	sæfɪ̞r
səfər	sæfær
səfər	sɑfɑɾ
səfərbər	sæfɑrbɑːr
səhm	sˈɑhˈm
səhnə	sæhnæ
səhra	sɑhɾɑ
səhv	sæf
səhər	sæhær
səhər	sɑhɑr
səkkizinci	sæccizindʒi
səksəninci	sæçsænindʒi
səliqəsiz	sælʲigæsæz
sələf	sælæf
sələf	ˈsælɛf
səma	sæmɑ
səma	sɑmɑ
səmimi	sæmimi
səminə	sæminæ
səməd	sɑmɛd
səmərə	sæmæræ
sən	sen
səndemə	sændemæ
səngin	sændʒin
səngin	sæŋgin
səngək	sæŋæg
səngək	sæŋæh
sənə	sɛnæ
səpmək	sæpmæj
səpələmək	sæfæˈlæmæj
sərbaz	særbɑz
sərbəst	sæɾˈbɪst
sərfəli	sæɾfæˈli
sərin	særin
sərinləmək	særinːæmæj
sərinləmək	særinːæmæk
səriştə	særiʃtæ
sərlövhə	særlœvhæ
sərnişin	særniʃin
sərraf	særːɑf
sərt	sært
sərt	sɛɾt
sərxoş	særχoʃ
sərçə	særtsæ
sərçə	særtʃæ
sərəncam	sæɾendʒɑm
səs	sæs
səsləmək	sæslamæj
səslənmək	sæsɫæmˈmæj
səsvermə	sæsvermæ
səsyazma	pæsjɑːzmɑː
səy	saj
səyahət	sæjɑːhæt
səyyarə	sæjɑɾæ
tab	tʰɑːm
tabaşir	tɑbɑːʃir
tabe	tɑːbe
tabur	tabur
tac	tɑdz
tac	tɑdʒ
tac	tɔdʒ
tacikistan	tɑːdʒɛkistɑːn
tacir	tɑːdzir
tacir	tɑːdʒir
taksi	takˈsi
taktika	tɑktikɑ
taktiki	tɑktiki
tala	saɫa
tala	tɑɫɑ
talamaq	tɑɫɑmɑx
tale	tɑːleh
talış	tɑɫɯ̞ʂ
tam	sˈɑm
