'z	z
njihov	nji˥˩ːxɔʋ
njihov	nji˩˥ːxɔʋ
njihovi	nixɔʋi
njun	nju˩˥ːn
nlp	nələpə˥˩
no	no
noben	nˈˌoːjbˈɛn
nobeno	nɔpɛnɔ
nocoj	nɔtso˩˥ːj
noga	no˩˥ːga
noga	nˈoːga
nogavica	nɔgaʋi˩˥ːtsa
noge	nɔgɛ
nogomet	nɔgɔmɛ́t
noht	no˥˩ːxt
noht	nˈɔx
noj	no˥˩j
noj	no˥˩ːj
nominativ	no˥˩ːminatiʋ
nor	no˥˩r
norca	nortsa
normalen	nˈɔrmalˈɛn
norveška	nɔrʋe˥˩ːʃka
norveški	nɔrʋe˥˩ːʃki
norveško	nɔrʋe˥˩ːʃkɔ
norveščina	nɔrʋe˥˩ːʃtʃina
norvežan	nɔrʋiʒan
norvežan	nɔrʋɛʒa˥˩n
norvežan	nɔrʋɛʒa˥˩ːn
norvežanka	nɔrʋɛʒa˥˩ːnka
nos	nos
nos	no˥˩ːs
nosač	nosatʃ
noseča	nʊsɛtʃa
nosečnica	nosɛtʃnitsa
nosečnica	nɔse˥˩ːtʃnitsa
nosečnost	nosɛtʃnɔst
nosilec	nosilets
nosilec	nɔsi˥˩ːləts
nositi	nɔsi˥˩ːti
nositi	nɔsi˩˥ːti
nosni	nosni
nosnica	nɔsnitsa
nosnice	nosnʲitsɛ
nosno	nʊsnɔ
nosorog	nɔsɔro˥˩ːk
nota	no˥˩ːta
nota	nuta
noter	no˥˩ːtɛr
noter	no˩˥ːtɛr
notri	no˥˩ːtri
notri	no˩˥ːtri
nov	no˥˩ʋ
november	nɔʋɛ̀ːmbər
novic	nɔvits
novica	nɔvitsa
novice	nɔvitse
novico	nɔvitsɔ
novih	nɔʋix
novinar	nɔvinar
novinec	nɔʋi˥˩ːnəts
noč	no˥˩ːtʃ
nočna	nɔtʃna
nočni	nɔtʃni
nož	no˥˩ʃ
nožna	nɔʒna
nožni	nɔʒni
nuna	nu˩˥ːna
nàs	as
o	o
obadva	ubadʋa
obala	oˈbala
obdelanih	ɔbdɛˈlaniːx
obed	ɔbɛ́t
obema	o˩˥ːbma˥˩
obet	apet
obisk	ɔbisk
obiskal	ɔbiskau
obiskati	o˩˥ːbɛska˥˩ːti
obiskovati	ɔbiskɔʋa˩˥ːti
običajno	ɔbitʃajno
objaviti	ɔbja˩˥ːʋiti
objektiv	ɔbjɛktiu
objem	ɔbjɛ́m
objeti	ɔbje˩˥ːti
oblak	ɔblak
oblak	ɔbla˥˩ːk
oblake	ablakɛ
oblast	oblast
oblast	ɔbla˥˩ːst
obleka	ɔble˥˩ːka
obletnica	ɔblɛtsnitsa
obleči	ɔblɛtʃi
oblika	ɔbli˥˩ːka
oblikosloven	ɔblikɔslo˥˩ːʋən
obljuba	abljubˌa
obljubiti	ɔbljubi˥˩ːti
obljubiti	ɔbljubi˩˥ːti
obljubiti	ɔblju˥˩ːbiti
obljubiti	ɔblju˩˥ːbiti
obmodek	ɔbmo˥˩ːdək
obmorska	ɔbmɔrska
oboa	o˥˩ːbɔa
obramba	ɔbra˥˩ːmba
obraniti	ɔbrani˥˩ːti
obraniti	ɔbrani˩˥ːti
obraz	ɔbras
obraz	ɔbra˥˩s
obraza	ˈɔbraːza
obrazen	ɔbra˥˩ːzən
obrazilo	ɔbrazi˩˥ːlɔ
obrazom	ɔbraːzɔm
obrazu	ɔbraːzu
obrezovanje	ɔbrɛzɔʋa˩˥ːnjɛ
obriti	ɔbriti
obrok	ɔbrok
obrt	abrt
obrv	ɔbə˥˩rʋ
obsedenost	ɔpse˥˩ːdɛnɔst
observatorij	ɔpsɛrʋato˥˩ːrij
obsečnica	ɔpse˥˩ːtʃnitsa
obsodba	ɔpsoɔdba
obsojati	ɔpsoːjati
obsojenec	ɔpsoːjɛnets
obtožba	ɔptɔːʐba
obuje	obujɛ
obujejo	ɔbujɛjɔ
obujemo	ɔbujɛmɔ
obujeta	ɔbujɛta
obujete	obujɛtɛ
obuješ	ɔbujaʃ
obuti	ɔbu˩˥ːti
občina	ɔptʃina
občudovalec	o˩˥ːptʃʊdo˩˥ːʋa˥˩lɛts
občutljiv	ɔptʃutlji˩˥ːʋ
ocizla	oː˩ːtsi˩˥ːzla
od	ɔd
odbira	ɔdbira
odbor	ɔdbɔr
oddajati	ɔtdaːjati
oddajnik	ɔdda˥˩ːjnik
oddajo	pɔddajɔ
oddih	pɔddix
odeja	ɔdɛ́ːja
oder	ɔdɑr
odgovor	ɔdgo˥˩ːʋɔr
odgovor	ɔdgɔvɔr
odgovora	ɔdgɔvɔra
odgovoriti	ɔdgɔʋɔri˥˩ːti
odgovoriti	ɔdgɔʋɔri˩˥ːti
odgovorna	ɔdgɔvɔrna
odideš	odidɛʃ
odjaviti	ɔdja˩˥ːʋiti
odkrili	podkrili
odkrit	ɔtkɾit
odkriti	pɔdkriti
odletele	odlɛtɛlɛ
odličen	ɔdli˩˥ːtʃən
odličnejši	ɔdli˩˥ːtʃnɛjʃi
odlok	odlɔk
odločba	ɔdlo˥˩ːdʒba
odločen	ˈɔdlˈˈoːtʃˈən
odločitev	ɔdlɔtʃitɛu
odločitve	ɔdloːtʃitʋɛ
odnesi	odne˥˩ːsi
odnos	ɔdno˥˩s
odnos	ɔdnɔs
odpirač	ɔtpiˈraːtʃ
odpoklicati	o˥˩ːdpo˥˩ːklitsatɛ
odporen	ɔtpɔran
odpri	pɔtpri
odrešenik	ɔdrɛʃɛni˩˥ːk
odslužiti	odsluʒiti
odvetnik	ɔdʋe˥˩ːtnik
odvisen	ɔdʋi˩˥ːsən
odvreti	ɔdʋre˩˥ːti
odvrzi	ɔdvɛrzi
ogaben	ɔgabɛn
ogal	ɔga˥˩ːʋ
ogel	o˥˩ːgəʋ
ogel	o˩˥ːgəʋ
ogenj	o˩˥ːgən
oglas	ɔgla˥˩s
oglas	ˈɔglˈas
oglasiti	oglasiti
ogledala	oglɛdala
ogledalo	ɔglɛda˩˥ːlɔ
oglje	o˥˩ːgljɛ
ogljik	ɔglji˥˩ːk
ogor	o˥˩ːgɔr
ogor	ɔgo˥˩ːr
ograja	ograja
ograja	ɔgra˥˩ːja
ograja	ɔgra˩˥ːja
ograjen	ɔgrajɛm
ogrizek	ogrizɛk
ogromna	ɔgrɔvna
ogroziti	ɔgrɔzi˥˩ːti
ogroziti	ɔgrɔzi˩˥ːti
ogrožati	ɔgro˩˥ːʒati
ogrska	o˩˥ːgərska
oja	oja
oje	ɔje˥˩ː
okarina	ɔkari˥˩ːna
oklepaj	oklɛpaj
oklepaj	ɔklɛpa˥˩ːj
okli	okli
okna	ˈokna
okno	o˩˥ːknɔ
oko	o˥˩ːkɔ
oko	ɔko˥˩ː
okopati	ɔko˩˥ːpati
okopati	ɔkɔpa˩˥ːti
okopavati	ɔkɔpa˥˩ːʋati
okostje	ɔko˥˩ːstjɛ
okrasek	ɔkrasɛk
okrogel	ɔkro˩˥ːgəʋ
oktober	ɔkto˩˥ːbər
oktober	ɔktuˈbɛr
okulistika	ɔkulistika
okusen	ɔku˥˩ːsən
okusen	ɔku˩˥ːsən
okusiti	okusiti
okužba	ɔkuʐba
ol	o˥˩ːl
ol	o˥˩ːʋ
oligarhija	ɔligarxi˥˩ːja
olje	o˩˥ːljɛ
omaka	ɔma˥˩ːka
omamiti	omamiti
oman	o˥˩ːman
omela	omela
omrežni	omrɛʒni
on	on
ona	o˩˥ːna
one	o˩˥ːnɛ
onesnaževati	o˥˩ːnɛsnaʒɛva˥˩ːti
oni	o˩˥ːni
ono	o˩˥ːnɔ
ono	ɔno˥˩ː
ontogenija	ɔntɔgeˈnja
opat	ɔpa˥˩ːt
opatija	ɔpati˥˩ːja
opatinja	ɔpa˥˩ːtinja
opazovati	ɔpazɔʋa˩˥ːti
opeka	opɛka
opeka	ɔpe˥˩ːka
opeklina	opeklina
opereta	ɔpɛre˥˩ːta
opica	o˥˩ːpitsa
opoldne	ɔpɔudnɛ
opomba	ɔpo˥˩ːmba
oporoka	ɔpɔro˥˩ːka
opravki	ɔprau̯ki
oprostite	ɔprɔsti˥˩ːtɛ
optika	o˩˥ːptika
optičen	o˩˥ːptitʃən
opuščaj	ɔpuʃtʃa˥˩ːj
orada	ɔrara
oranža	ɔra˥˩ːnʒa
oranžen	ɔranʒɛn
oranžen	ɔra˥˩ːnʒən
oreh	o˩˥ːrɛx
oreh	ɔrɛx
orel	o˩˥ːrəʋ
organizacija	ɔrganiza˩˥ːtsija
orgazem	ɔrga˩˥ːzəm
orgazmičen	ɔrga˩˥ːzmitʃən
orgija	o˩˥ːrgija
orgle	o˥˩ːrglɛ
orhideja	ɔrxidɛ́ːja
orjak	ɔrja˩˥ːk
orlič	ɔrli˥˩tʃ
orodje	ɔro˥˩ːdjɛ
orodnik	ɔro˥˩ːdnik
orodnik	ɔrɔdnʲik
osa	o˩˥ːsa
osa	ɔsɐ
ose	asɛ
oseba	ɔse˥˩ːba
osebe	osɛbɛ
oseben	ɔse˥˩ːbən
osebne	osɛbnɛ
osebnost	ɔsɛbnɔst
osel	o˩˥ːsəʋ
osem	awˈsɛm
osem	o˩˥ːsəm
osemdeset	o˩˥ːsəmdɛsɛt
osemnajst	o˥˩ːsəmnajst
osemnajst	o˩˥ːsəmnajst
osemnajst	ɔsəmna˩˥ːjst
osemnajst	ɔsɛmnaːjsɨt
osma	ɔsma
osmij	o˩˥ːsmij
osnoven	ɔsno˥˩ːʋən
osnovne	ɔsnɔʋnɛ
osnovnejši	ɔsno˥˩ːʋnɛjʃi
osončje	ɔso˥˩ːntʃjɛ
ost	o˥˩ːst
ostajati	ɔstajati
ostanejo	ostanɛjo˥˩ː
ostati	ɔsta˩˥ːti
oster	o˩˥ːstər
ostriga	ɔstri˥˩ːga
ostrivec	ɔstri˥˩ːʋəts
osvajati	ɔsvajati
otava	ɔta˩˥ːʋa
oteti	ɔte˩˥ːti
otlica	otlitsa
otok	o˩˥ːtɔk
otok	ɔtɔk
otomanski	ɔtɔma˥˩ːnski
otor	ɔto˥˩r
otoški	ɔtɔrʃki
otrok	o˩˥ːtrɔk
otrok	ɔtro˥˩k
otroki	ɔtɾɔki
otroku	ɔtrɔku
otroče	ɔtrɔtʃɛ́
otročji	ɔtro˩˥ːtʃji
otvoriti	ɔtʋo˥˩ːriti
otvoriti	ɔtʋo˩˥ːriti
ovca	o˩˥ːʋtsa
ovce	ɔʋtsɛ
oven	o˩˥ːʋən
oves	o˩˥ːʋəs
ovratnik	ɔʋra˥˩ːtnik
ovčar	ɔʋtʃa˩˥ːr
ozek	o˩˥ːzək
oziroma	ɔzirɔma
oziroma	ɔzi˥˩ːrɔma
oznaka	ɔzna˥˩ːka
označba	oznatʃba
ozrem	ozrɛm
ozvezdje	ɔzʋe˥˩ːzdjɛ
očala	otʃala
očala	ɔtʃa˥˩ːla
oče	o˩˥ːtʃɛ
očim	aːtʃim
očim	o˥˩ːtʃim
očim	o˩˥ːtʃim
očiten	otʃitɛn
očiten	ɔtʃi˩˥ːtən
očitnejši	ɔtʃi˩˥ːtnɛjʃi
očitno	ɔtʃitnɔ
očku	ɔtʃku
ošiliti	ɔʃi˩˥ːliti
ožemati	ɔʒe˥˩ːmati
ožeti	ɔʒe˩˥ːti
ožji	o˥˩ːʒji
p	pɛ
pa	fa
pa	pa
padalo	naˈdalɔ
padalo	pada˩˥ːlɔ
padati	pa˥˩ːdati
padati	pa˩˥ːdati
padec	pa˥˩ːdəts
paglavec	pa˩˥ːglaʋəts
pahor	pa˩˥ːxɔr
pajek	pa˥˩ːjək
pajkovec	pajkɔbɛts
paket	paˈkeːt
paladij	paladj
paladij	pala˩˥ːdij
paladin	paladi˥˩ːn
palača	pala˩˥ːtʃa
palec	pa˥˩ːləts
paleolitik	palɛɔli˩˥ːtik
palestina	palɛsti˥˩ːna
palindrom	palindro˥˩ːm
palma	pa˥˩ːlma
pamet	pa˩˥ːmɛt
pamet	pˈamɛt
pameti	pamete
panj	pa˥˩ːn
panjski	panˈski
panoga	panoga
panogi	paɑnɔgi
panožica	pɑnɔʒitsa
panožice	panoʒitsɛ
papagaj	papaga˥˩ːj
papež	papɛʃ
papeža	pa˥˩ːpe˥˩ːʒa˥˩ː
papiga	pa˥˩ːpiga
papir	papi˥˩ːr
papirje	papirja
par	pa˩˥ːr
paradižnik	paradi˥˩ːʒnik
paradoks	parado˥˩ːks
paranoja	parano˥˩ːja
parfum	parfu˥˩ːm
pariz	paris
pariz	pari˥˩ːs
parlamenta	parlamenta
parlamentarne	parlamentˈarne
pas	paz
past	pa˥˩ːst
pasti	paste
pasti	pa˩˥ːsti
pastir	pasti˩˥ːr
patologija	patɔlɔgi˥˩ːja
patološki	patɔlo˥˩ːʃki
paula	pau̯la
pav	pau̯
pav	pa˥˩ːʋ
pavel	pa˥˩ːʋəl
pavliha	pau̯lʲixa
pazder	pazde˥˩ːr
pazder	pazde˩˥ːr
pazderje	pazde˥˩ːrjɛ
pazduha	pa˥˩ːzduxa
pazila	bazila
pač	pa˥˩tʃ
pecilni	petsˈilnˈi
pedagogika	pɛdago˩˥ːgika
pega	pjɛga
pegatka	pɛga˥˩ːtka
pehati	pe˥˩ːxati
pehati	pəxa˩˥ːti
pek	pe˥˩ːk
pek	pe˩˥ːk
peka	pɛkɐ
pekač	kəkˈatʃ
pekel	pəkə˥˩ʋ
pekel	pə˩˥kəʋ
peklu	pɛklʊ
peljati	keljati
peljati	pɛlja˩˥ːti
pena	pe˩˥ːna
pendrek	pɛnˈdrɛk
penicilín	penitsilin
penis	penis
penis	pe˥˩ːnis
pentlja	peˈnlja
pepel	pɛpe˥˩ːʋ
pepel	pɛpɛo
pepelka	pɛpe˥˩ːlka
pepelka	pɛpɛlkɐ
pereti	pɛre˩˥ːti
perilu	peɾilu
pernica	pʲernitsa
pero	pɛro˥˩ː
peron	pɛro˥˩ːn
perut	pɛru˥˩ːt
perutnina	pɛrutni˩˥ːna
perverzija	pɛrʋɛrzi˥˩ːja
perverzija	pɛrʋɛ̀ːrzija
pes	pə˥˩s
pes	pɛ́s
pesa	pesa
pesek	pe˩˥ːsək
pesem	pe˥˩ːsəm
pesjak	beˈsjak
pesnik	pe˥˩ːsnik
pesništvo	pe˥˩ːsniʃtʋɔ
pester	pe˩˥ːstər
pestič	pɛsti˥˩tʃ
pestrejši	pe˩˥ːstrɛjʃi
pet	pe˥˩ːt
pet	pɛ́ːt
peta	peta
peta	pɛ̀ːta
petdeset	pe˥˩ːddɛsɛt
petek	pe˩˥ːtək
petek	pe˩˥ːtɛk
petelin	pɛtɛ̀ːlin
peter	pe˩˥ːtər
peteršilj	pɛtɛrʃi˥˩l
peteršilj	pɛtɛrʃi˥˩ːl
peti	pe˩˥ːti
peti	pɛ̀ːti
petica	pətˈitsˈa
petje	petja
petnajst	pe˥˩ːtnajst
petnajst	pɛtna˩˥ːjst
petsto	pe̞t̪st̪o
pevec	pe˩˥ːʋəts
pevec	pɛjvɛts
pezdir	pɛzdi˥˩ːr
pezdir	pɛzdi˩˥ːr
peč	pe˥˩ːtʃ
pečat	pɛtʃa˥˩ːt
pečenka	pɛtʂɛnka
peči	pɛ̀ːtʃi
phati	pxa˩˥ːti
pi	pi˥˩ː
pianist	pijani˥˩ːst
pianistka	pjanistka
pica	pi˥˩ːtsa
pica	pi˩˥ːtsa
pihati	pi˩˥ːxati
pij	pj
pijana	piana
pijanec	pianets
pijavka	pija˥˩ːʋka
pijača	pija˩˥ːtʃa
pijača	pjatʃa
pije	pijɐ
pikapolonica	pikapɔlo˥˩ːnitsa
pil	pi˥˩ːl
pil	pi˩˥ːl
pila	pi˥˩ːla
pila	pi˩˥ːla
pilot	pilˈot
pingvin	pingʋi˥˩ːn
pintarič	pi˩˥ːntaritʃ
pionirski	pionirski
pipa	pi˩˥ːpa
pipistrel	pipistral
pira	pi˩˥ːra
piramida	pirami˥˩ːda
piramida	pirmida
pirat	firat
pirc	pɪrts
pisanjem	piˈsanjɛm
pisarna	pisa˥˩ːrna
pisarna	pisa˩˥ːrna
pisatelj	pisa˥˩ːtɛl
pisateljica	pʲisatɨljitsa
pisati	pisa˩˥ːti
pisati	pi˩˥ːsati
pisker	piskɐr
pismo	pismɔ
pistacija	pista˩˥ːtsija
pita	pi˩˥ːta
pitagora	pita˩˥ːgɔra
pitagora	pʲitagɔra
piti	pi˩˥ːti
piton	pito˥˩ːn
piva	piva
pivo	pi˩˥ːʋɔ
pizda	bizda
pizda	pi˥˩ːzda
pizda	pi˩˥ːzda
pišete	piːʃete
piškav	piʃkau
piškot	piʃkɔt
pištola	piʃto˥˩ːla
piščanec	piʃtʃa˩˥ːnəts
pižama	pʲiʐama
plamen	pla˩˥ːmɛn
plamenec	plame˥˩ːnəts
plamenec	plame˩˥ːnəts
planet	plane˥˩ːt
planet	planˈet
planeta	planet̪a
planeti	plamɛti
planetu	planitu
planinšek	planinʃak
planke	plˈankə
plastičen	plastɪtʃɛn
platana	plata˥˩ːna
platina	pla˥˩ːtina
platišče	platiʃtʃe
platnica	platʁitsa
plav	plau̯
plavati	pla˥˩ːʋati
plavje	plaujɛ
plavut	plavut
plavutka	plavutka
plaz	pla˥˩ːs
plazilec	plazi˥˩ːlɛts
plača	plaːtʃˈa
plačam	platʂam
plačati	platʃatɛ
plačati	platʃa˩˥ːti
plačati	pla˩˥ːtʃati
plačo	platʃo
plašč	pla˩˥ːʃtʃ
plaža	pla˩˥ːʒa
plemeniti	plemeniti
ples	pleas
ples	ple˥˩ːs
plesa	plˈeɪsˌa
plesalec	plesalɛts
plesati	ple˩˥ːsati
plesati	plɛsa˩˥ːti
plesen	ple˥˩ːsən
pleskavica	plesgavitsa
plesti	plɛ̀ːsti
pleten	plˈten
pletenina	pletɛnina
pleti	ple˩˥ːti
pletna	plˈɛtnˈɑ
pleva	ple˩˥ːʋa
plezali	plezal
plitvice	plitvitsɛ
pljuča	plju˩˥ːtʃa
pljuča	plʲutʃa
pljučnica	plju˥˩ːtʃnitsa
pljučnica	plʲutʃnitsa
plod	plo˥˩ːt
ploden	plo˩˥ːdən
ploden	plˈɔdən
plodnejši	plo˩˥ːdnɛjʃi
plosk	plo˥˩sk
pločevinka	plɔtʃɛʋi˥˩ːnka
plošča	plˈoʃtʃa
ploščad	pluʃtʃat
ploščat	plˈoʃtʃat
plug	plu˥˩k
plug	plu˥˩ːk
plus	plˈʊs
pluta	fluta
pluta	plu˩˥ːta
pluti	plu˩˥ːti
plutokracija	plutɔkratsi˥˩ːja
pluton	plu˥˩ːtɔn
plutonij	pluto˩˥ːnij
po	pɔ
po	pɔː
pobegi	pobɛgi
pobili	pobili
pobirati	pobirati
poceni	pɔtse˩˥ːni
pod	po˥˩t
podaj	pɔdaj
podaljšati	pɔda˥˩ːlʃati
podarim	pɔdɐrʲim
podatek	pɔdatɛk
podatki	pɔdatki
podatkov	pɔdatkɔu̯
podcelina	po˩˥ttsɛli˩˥ːna
pode	pɔ̂dɛ
podel	po˩˥ːdəʋ
podelati	podelati
podgane	pɔdganɛ
podhranjen	pɔtxramjɛn
poditi	pɔdˈiti
podivjati	pɔdiʋjati
podkev	po˩˥ːtkəʋ
podkovan	pɔtkɔvan
podkovati	pɔtkɔʋa˩˥ːti
podla	po˩˥ːdla
podlasica	pɔdla˩˥ːsitsa
podlejši	po˩˥ːdlɛjʃi
podleči	pɔdle˩˥ːtʃi
podlež	pɔdlɛʃ
podlost	podlɔst
podlunšek	podlunʃɛk
podmornica	pɔdmo˥˩ːrnitsa
podnebje	pɔtnɛbjɛ
podoba	pɔdo˥˩ːba
podobe	pɔdɔbe
podoben	kɔdɔbɛn
podoben	pɔdo˩˥ːbən
podobnejši	pɔdo˩˥ːbnɛjʃi
podoknica	pɔdɔknitsa
podoknice	pɔdɔknitsɛ
podpis	putpis
podpičje	po˥˩tpi˥˩ːtʃjɛ
podpora	pɔtpɔra
podpori	pɔtpɔri
podporo	pɔdpɔrɔ
podroben	pɔdro˥˩ːbən
podrobnejši	pɔdro˥˩ːbnɛjʃi
podrobnost	pɔdro˥˩ːbnɔst
podrobnosti	pɔdrɔbnɔsti
področje	pɔdɾɔtʃjɛ
področju	pɔdrɔtʃjʊ
podstrešje	pɔtstrɛʃɛ
podvoz	pɔtɔɦɔs
podvreči	pɔtvrɛtʃi
podčrtaj	pɔtʃɐrtaj
podžigálec	pɔdʒigalɛts
pofukan	pɔfu˥˩ːkan
pofukati	pɔfu˥˩ːkati
pogača	pɔga˩˥ːtʃa
pogačar	pɔga˥˩ːtʃar
pogačnik	pɔgatʃnɛk
pogleda	poglɛda
pogledala	pˈoːglˈədˈala
pogledaš	pɔglɛ˥˩da˥˩ʃ
poglejta	poglɛjta
pogodba	pɔgo˥˩ːdba
pogoj	pɔgo˥˩j
pogojnik	pɔgo˥˩ːjnik
pogoltniti	pɔgo˩˥ːʋtniti
pogosteje	pɔgo˥˩ːstɛjɛ
pogostejše	pɔgo˥˩ːstɛjʃɛ
pogosten	pɔgɔstɛm
pogosto	pɔgo˥˩ːstɔ
pogovor	pɔgo˥˩ːʋɔr
pogovoren	pɔgo˥˩ːʋɔrən
pogovoriti	pɔgɔʋɔri˥˩ːti
pogreti	po˥˩ːgri˩˥ːti˥˩
pogrešala	pɔgrɛʃala
pogrešam	pɔgrɛʃɔm
pogrešati	pɔgre˩˥ːʃati
poguma	poguma
pogumen	pɔgu˩˥ːmən
pogumen	pˈɔgˈumˈan
pogumna	pugumna
pogumnejši	pɔgu˩˥ːmnɛjʃi
pogumnih	pogumnix
pohištvo	pɔxi˥˩ːʃtʋɔ
pohorje	po˥˩ːxɔrjɛ
pojasniti	pɔjasni˥˩ːti
pojasniti	pɔjasni˩˥ːti
pojasniti	pɔja˥˩ːsniti
pojasniti	pɔja˩˥ːsniti
pojavnost	pɔjau̯nɔst
pojedina	pɔjɛdina
pojutrišnjem	po˥˩ːjutriʃnʲɛm
pojutrišnjem	pɔju˥˩ːtriʃnjɛm
pok	pok
pokazati	pɔkaza˩˥ːti
pokažeš	pokaˈʒɛʃ
pokažite	pokaʒite
poker	po˩˥ːkər
poklekniti	pɔkle˩˥ːkniti
poklekniti	pɔklɛkni˥˩ːti
poklic	pɔkli˥˩ːts
poklicati	pɔkli˩˥ːtsati
poklicu	puklitsːu
pokličeš	pokli˥˩tʃɛʃ
pokličite	poklitʃitɛ
pokljuka	pokljuka
poklopca	pɔklɔptsa
pokol	pɔko˥˩l
pokop	pɔko˥˩p
pokovka	pɔkɔlka
pokrov	pɔkro˥˩ʋ
pokrovka	pɔkrɔu̯ka
pol	pɔn̪
polagati	pɔlaːgati
polbrat	po˥˩ːʋbra˥˩t
poldan	po˥˩ːʋdan
polder	pɔldar
polenovka	pɔle˩˥ːnɔʋka
polenta	polenta
polet	pˌɔlˈɛt
poletje	pɔle˥˩ːtjɛ
polh	po˥˩ːʋx
polh	po˩˥ːʋx
polica	politsa
polica	pɔli˩˥ːtsa
policaja	pɔlitsaja
policija	pɔlitsi˥˩ːja
policijski	pɔlitsiski
policist	pɔlitsist
policist	pɔlitsi˥˩ːst
policista	pɔlitsista
policisti	pɔlitsisti
policistka	pɔlitsi˥˩ːstka
politeizem	pɔlitɛi˩˥ːzəm
politika	pɔlʲitika
politični	po˥˩ːliti˥˩ːtʃni˥˩ː
polizati	pɔliza˩˥ːti
poljakinja	pɔlja˩˥ːkinja
poljane	pɔljˈane
poljanšek	pɔlja˩˥ːnʃək
polje	po˥˩ːljɛ
polje	pɔlje˥˩ː
polje	pɔlʲe
poljedelstvo	pɔljɛde˥˩ːlstʋɔ
poljska	po˥˩ːlska
poljska	pɔlska
poljski	po˥˩ːlski
poljsko	po˥˩ːlskɔ
poljub	pɔljup
poljubi	poljubi
poljubiti	pɔljubi˥˩ːti
poljubiti	pɔljubi˩˥ːti
poljubiti	pɔlju˥˩ːbiti
poljubiti	pɔlju˩˥ːbiti
poljščina	po˥˩ːlʃtʃina
polkovnica	pɔlko˥˩ːʋnitsa
polkrog	po˥˩ːlkro˥˩ːk
polmer	pɔlme˥˩ːr
polmer	pɔʋme˥˩ːr
polmesec	po˥˩ːlme˥˩ːsɛts
poln	po˥˩ːʋn
poln	pɔːn
polnejši	po˩˥ːʋnɛjʃi
polonij	pɔlo˩˥ːnij
polotok	po˥˩ːlɔtɔk
polovica	pɔlɔʋi˩˥ːtsa
položaj	pɔlɔʒajɔ
položaju	pɔlɔʒajʊ
položnica	pɔlɔʒnitsa
polulam	polulam
polzeti	pɔʋze˩˥ːti
polž	po˥˩ːʋʃ
polž	po˩˥ːʋʃ
pomaga	pomaga
pomagati	pɔmaga˩˥ːti
pomagač	pomagatʃ
pomaranča	pɔmara˥˩ːntʃa
pomarančen	pɔmarantʃɔn
pome	pome
pomemben	pɔme˩˥ːmbən
pomembna	pomembna
pomembnejši	pɔme˥˩ːmbnɛjʃi
pomembnejši	pɔme˩˥ːmbnɛjʃi
pomembnost	pɔme˥˩ːmbnɔst
pomembnost	pɔme˩˥ːmbnɔst
pomen	pɔmɛ́n
pomenoslovje	pɔmɛnɔslo˥˩ːʋjɛ
pomenski	pɔme˥˩ːnski
pomigati	pomigati
pomislili	pomislili
pomiti	pomiti
pomlad	pɔmla˥˩ːt
pomniti	po˥˩ːmniti
pomoč	pɔmo˥˩ːtʃ
pomočnik	pomo˥˩ːtʃni˥˩ːk
ponarediti	pɔnarɛdi˥˩ːti
ponarediti	pɔnarɛdi˩˥ːti
ponedeljek	pɔnɛde˥˩ːljək
ponos	pɔno˥˩s
ponosen	pˈɔ̃ɛnɔsən
ponosna	pɔnosna
ponosni	pɔnɔsnɛ
ponoči	pɔnɔtʃe
ponudila	pɔnudila
ponudim	pɔnuˈdiˈm
popačenka	pɔpa˥˩ːtʃɛnka
popek	po˥˩ːpək
popek	pɔpɛk
poper	po˩˥ːpər
poper	pɔpɛr
poplava	pɔplava
poplava	pɔpla˥˩ːʋa
popoldan	pɔpo˥˩ːʋdan
popoldan	pɔpɔu̯dan
popravi	pɔprɑ˥˩ːʋi
popraviti	pɔpra˥˩ːʋite
por	po˥˩r
por	po˥˩ːr
porabiti	po˥˩ːra˥˩ːbiti
porcelan	pɔrtsɛla˥˩ːn
porcija	pɔrtsia
poreden	po˥˩ːre˥˩ːdon
porednež	po˥˩ːrɛdnɛʃ
porekla	porekla
pornograf	pɔrnɔgra˥˩ːf
pornografija	pɔrnɔgrafi˥˩ːja
pornografski	pɔrnɔgra˥˩ːfski
porod	po˩˥ːrɔt
porod	pɔro˥˩t
poroka	pɔrɔka
porota	pɔrɔta
porotnik	pɔrutnik
poročan	pɔrɔtʃan
poročena	pɔrɔtʃɛna
poročilo	pɔrɔtʃi˩˥ːlɔ
poročiti	pɔrɔtʃiti
poročnica	pɔro˥˩ːtʃnitsa
poročnik	pɔro˥˩ːtʃnik
portfelj	pɔrtfe˥˩ːl
portoriko	pɔrtɔri˥˩ːkɔ
portret	pɔrtre˥˩ːt
portugalec	pɔrtuga˥˩ːləts
portugalec	pʊrtugalɛts
portugalka	pɔrtuga˥˩ːlka
portugalska	pɔrtuga˥˩ːlska
portugalski	pɔrtuga˥˩ːlski
portugalsko	pɔrtuga˥˩ːlskɔ
portugalščina	pɔrtugalʃtʃinɛ
portugalščina	pɔrtuga˥˩ːlʃtʃina
posameznik	pɔsa˥˩ːmɛznik
posamičen	pɔsamitʃɛn
posebej	pɔse˥˩ːbɛj
posebne	pɔsɪbnɛ
posebni	pɔsɛbni
posebno	pɔsɛbno
posel	po˩˥ːsəʋ
poskakovati	pɔskakɔvati
poskus	puzkuz
poskusite	pɔskuːsita
poskusiti	pɔsku˩˥ːsiti
poskušaj	pɔskuʃaj
poskušali	poskuʃali
poskušati	pɔsku˩˥ːʃati
posla	posla
