!sil	sˈil
'c'que	skə
adapterai	adaptʁˈe
adapteront	adaptʁˈɔ̃t
adapté	adaptˈe
adaptée	adaptˈe
adaptées	adaptˈez
adaptés	adaptˈez
adas	adas
addam	adˈam
addhéma	ademˈa
addict	adˈikt
addiction	adiksjˈɔ̃
addition	adisjˈɔ̃
additionna	adisjɔnˈa
additionne	adisjˈɔn
additionnel	adisjɔnˈɛl
additionnels	adisjɔnˈɛlz
additionner	adisjɔnˈe
additionné	adisjɔnˈe
additions	adisjˈɔ̃z
adecco	adɛkˈo
adege	ˈadʒ
adelina	adlinˈa
adeline	adlˈin
adelphi	adɛlfˈi
adepte	adˈɛpt
adeptes	adˈɛptz
adhère	adˈɛʁ
adhèrent	adˈɛʁt
adhé	adˈe
adhéraient	adeʁˈɛt
adhérait	adeʁˈɛt
adhérant	adeʁˈɑ̃
adhérence	adeʁˈɑ̃s
adhérences	adeʁˈɑ̃sz
adhérent	adeʁˈɑ̃
adhérente	adeʁˈɑ̃t
adhérentes	adeʁˈɑ̃tz
adhérents	adeʁˈɑ̃z
adhérer	adeʁˈe
adhéré	adeʁˈe
adhésifs	adezˈifz
adhésion	adezjˈɔ̃
adhésive	adezˈiv
adidas	adidˈaz
adieu	adjˈø
adieux	adjˈøz
adina	adina
adine	adin
adj	ˈadʒ
adjacent	adʒasˈɑ̃
adjacente	adʒasˈɑ̃t
adjacents	adʒasˈɑ̃z
adjani	adʒanˈi
adjectifs	adʒɛktˈifz
adjoint	adʒwˈɛ̃
adjointe	adʒwˈɛ̃t
adjoints	adʒwˈɛ̃z
adjudants	adʒydˈɑ̃z
adjudicataires	adʒydikatˈɛʁz
adjugé	adʒyʒˈe
adjurations	adʒyʁasjˈɔ̃z
adjurer	adʒyʁˈe
adjurèrent	adʒyʁˈɛʁt
adjuvants	adʒyvˈɑ̃z
adjuvents	adʒˈyvz
admet	admˈɛt
admets	admˈɛz
admettaient	admɛtˈɛt
admettait	admɛtˈɛt
admettait-il	admɛtˈɛtil
admettant	admɛtˈɑ̃
admettent	admˈɛtt
admettez	admɛtˈez
admettez-le	admɛtˈelə-
admettez-vous	admɛtˈevuz
admettiez	admɛtjˈez
admettons	admɛtˈɔ̃z
admettre	admˈɛtʁ
admettriez	admɛtʁiˈez
admi	admˈi
administra	administʁˈa
administrait	administʁˈɛt
administrateur	administʁatˈœʁ
administrateurs	administʁatˈœʁz
administrati	administʁatˈi
administratif	administʁatˈif
administratifs	administʁatˈifz
administration	administʁasjˈɔ̃
administrations	administʁasjˈɔ̃z
administrative	administʁatˈiv
administrativement	administʁativmˈɑ̃
administratives	administʁatˈivz
administratrice	administʁatʁˈis
administrent	adminˈistʁt
administrer	administʁˈe
administré	administʁˈe
administrée	administʁˈe
administrés	administʁˈez
admira	admiʁˈa
admirable	admiʁˈabl
admirablement	admiʁabləmˈɑ̃
admirables	admiʁˈablz
admiraient	admiʁˈɛt
admirait	admiʁˈɛt
admirant	admiʁˈɑ̃
admirat	admiʁˈa
admirateur	admiʁatˈœʁ
admirateurs	admiʁatˈœʁz
admiratif	admiʁatˈif
admiration	admiʁasjˈɔ̃
admirations	admiʁasjˈɔ̃z
admirative	admiʁatˈiv
admiratives	admiʁatˈivz
admiratrice	admiʁatʁˈis
admire	admˈiʁ
admirent	admˈiʁt
admirer	admiʁˈe
admirerait	admiʁʁˈɛt
admirèrent	admiʁˈɛʁt
admiré	admiʁˈe
admirée	admiʁˈe
admirées	admiʁˈez
admirés	admiʁˈez
admis	admˈi
admise	admˈiz
admises	admˈizz
admissible	admisˈibl
admissibles	admisˈiblz
admit	admˈi
admonestation	admonɛstasjˈɔ̃
admît	admˈi
ado	adˈo
adobe	adˈɔb
adolescence	adolɛsˈɑ̃s
adolescent	adolɛsˈɑ̃
adolescente	adolɛsˈɑ̃t
adolescentes	adolɛsˈɑ̃tz
adolescents	adolɛsˈɑ̃z
adolphe	adˈɔlf
adoniser	adonizˈe
adonne	adˈɔn
adonné	adɔnˈe
adonnés	adɔnˈez
adopta	adɔptˈa
adoptable	adɔptˈabl
adoptait	adɔptˈɛt
adoptant	adɔptˈɑ̃
adopte	adˈɔpt
adoptent	adˈɔptt
adopter	adɔptˈe
adopterez	adɔptʁˈez
adopteront	adɔptʁˈɔ̃t
adoptez	adɔptˈez
adoptif	adɔptˈif
adoption	adɔpsjˈɔ̃
adoptive	adɔptˈiv
adoptons	adɔptˈɔ̃z
adopté	adɔptˈe
adoptée	adɔptˈe
adoptées	adɔptˈez
adoptés	adɔptˈez
adorable	adoʁˈabl
adorablement	adoʁabləmˈɑ̃
adorables	adoʁˈablz
adorait	adoʁˈɛt
adorant	adoʁˈɑ̃
adorateur	adoʁatˈœʁ
adoration	adoʁasjˈɔ̃
adore	adˈɔʁ
adorent	adˈoʁt
adorer	adoʁˈe
adores	adˈoʁz
adorez	adoʁˈez
adorez-vous	adoʁˈevuz
adorions	adoʁjˈɔ̃z
adorno	adɔʁnˈo
adorons	adoʁˈɔ̃z
adoré	adoʁˈe
adorée	adoʁˈe
adorés	adoʁˈez
ados	adˈoz
adossé	adɔsˈe
adossée	adɔsˈe
adossés	adɔsˈez
adouberies	adubəʁˈiz
adouci	adusˈi
adoucie	adusˈi
adoucir	adusˈiʁ
adoucis	adusˈi
adoucissaient	adusisˈɛt
adoucissait	adusisˈɛt
adoucissant	adusisˈɑ̃
adoucissement	adusismˈɑ̃
adressa	adʁɛsˈa
adressait	adʁɛsˈɛt
adressant	adʁɛsˈɑ̃
adresse	adʁˈɛs
adresse-là	adʁˈɛslˈa
adressent	adʁˈɛst
adresser	adʁɛsˈe
adresses	adʁˈɛsz
adressez	adʁɛsˈez
adressez-vous	adʁɛsˈevuz
adressiez	adʁɛsjˈez
adressions	adʁɛsjˈɔ̃z
adressons	adʁɛsˈɔ̃z
adressât	adʁɛsˈaː
adressèrent	adʁɛsˈɛʁt
adressé	adʁɛsˈe
adressée	adʁɛsˈe
adressées	adʁɛsˈez
adressés	adʁɛsˈez
adriana	adʁianˈa
adriatique	adʁiatˈik
adrien	adʁiˈɛ̃
adroit	adʁwˈa
adroite	adʁwˈat
adroitement	adʁwatmˈɑ̃
adroits	adʁwˈaz
adsum	adsˈɔm
adulations	adylasjˈɔ̃z
adule	adˈyl
adulte	adˈylt
adultes	adˈyltz
adultère	adyltˈɛʁ
adultères	adyltˈɛʁz
adultérin	adylteʁˈɛ̃
adulé	adylˈe
adulée	adylˈe
advance	advˈɑ̃s
advenait	advnˈɛt
advenir	advnˈiʁ
adventure	advɑ̃tˈyʁ
advenu	advnˈy
adversaire	advɛʁsˈɛʁ
adversaires	advɛʁsˈɛʁz
adverse	advˈɛʁs
adverses	advˈɛʁsz
advienne	advjˈɛn
advient	advjˈɛ̃
advint	advˈɛ̃
advînt	advˈɛ̃
adyar	adjˈaʁ
adèle	adˈɛl
adé	adˈe
adélaïde	adelaˈid
adélie	adelˈi
adélina	adelinˈa
adémar	ademˈaʁ
adénoïdes	adenɔˈidz
adéquat	adekwˈa
adéquate	adekwˈat
adéquates	adekwˈatz
adéquation	adekwasjˈɔ̃
ae	ˈe
aen	ˈɑ̃
aeneus	ɑ̃ˈøz
aes	ˈez
afa	afˈa
affabilité	afabilitˈe
affable	afˈabl
affables	afˈablz
affabulation	afabylasjˈɔ̃
affadissantes	afadisˈɑ̃tz
affai	afˈe
affaibli	afɛblˈi
affaiblie	afɛblˈi
affaiblies	afɛblˈiz
affaiblir	afɛblˈiʁ
affaiblis	afɛblˈi
affaiblissement	afɛblismˈɑ̃
affaire	afˈɛʁ
affaire-là	afˈɛʁlˈa
affaires	afˈɛʁz
affaires-là	afˈɛʁlˈa
affairiste	afɛʁˈist
affairé	afɛʁˈe
affairée	afɛʁˈe
affairés	afɛʁˈez
affaissement	afɛsmˈɑ̃
affaissements	afɛsmˈɑ̃z
affaissé	afɛsˈe
affaissée	afɛsˈe
affaissés	afɛsˈez
affalé	afalˈe
affalée	afalˈe
affalés	afalˈez
affamant	afamˈɑ̃
affamé	afamˈe
affamée	afamˈe
affamés	afamˈez
affecta	afɛktˈa
affectaient	afɛktˈɛt
affectait	afɛktˈɛt
affectant	afɛktˈɑ̃
affectation	afɛktasjˈɔ̃
affectations	afɛktasjˈɔ̃z
affecte	afˈɛkt
affectent	afˈɛktt
affecter	afɛktˈe
affectez	afɛktˈez
affectif	afɛktˈif
affectifs	afɛktˈifz
affection	afɛksjˈɔ̃
affectionnaient	afɛksjɔnˈɛt
affectionnait	afɛksjɔnˈɛt
affectionne	afɛksjˈɔn
affectionner	afɛksjɔnˈe
affectionné	afɛksjɔnˈe
affectionnés	afɛksjɔnˈez
affections	afɛksjˈɔ̃z
affective	afɛktˈiv
affects	afˈɛktz
affectueuse	afɛktyˈøz
affectueusement	afɛktyøzmˈɑ̃
affectueuses	afɛktyˈøzz
affectueux	afɛktyˈøz
affecté	afɛktˈe
affectée	afɛktˈe
affectées	afɛktˈez
affectés	afɛktˈez
affermi	afɛʁmˈi
affermissant	afɛʁmisˈɑ̃
affermissement	afɛʁmismˈɑ̃
affermit	afɛʁmˈi
affermées	afɛʁmˈez
affichage	afiʃˈaʒ
affichait	afiʃˈɛt
affichant	afiʃˈɑ̃
affiche	afˈiʃ
affichent	afˈiʃt
afficher	afiʃˈe
affiches	afˈiʃz
affichettes	afiʃˈɛtz
affiché	afiʃˈe
affichée	afiʃˈe
affichées	afiʃˈez
affichés	afiʃˈez
affilié	afiljˈe
affiliées	afiljˈez
affiliés	afiljˈez
affilure	afilˈyʁ
affilé	afilˈe
affilée	afilˈe
affilés	afilˈez
affinité	afinitˈe
affinités	afinitˈez
affiné	afinˈe
affinés	afinˈez
affirma	afiʁmˈa
affirmaient	afiʁmˈɛt
affirmait	afiʁmˈɛt
affirmait-elle	afiʁmˈɛtɛl
affirmait-il	afiʁmˈɛtil
affirmait-on	afiʁmˈɛtɔ̃n
affirmant	afiʁmˈɑ̃
affirmatif	afiʁmatˈif
affirmation	afiʁmasjˈɔ̃
affirmations	afiʁmasjˈɔ̃z
affirmative	afiʁmatˈiv
affirmativement	afiʁmativmˈɑ̃
affirme	afˈiʁm
affirment	afˈiʁmt
affirmer	afiʁmˈe
affirmera	afiʁməʁˈa
affirmerait	afiʁməʁˈɛt
affirmerons	afiʁməʁˈɔ̃z
affirmeront	afiʁməʁˈɔ̃t
affirmez	afiʁmˈez
affirmez-vous	afiʁmˈevuz
affirmons	afiʁmˈɔ̃z
affirmèrent	afiʁmˈɛʁt
affirmé	afiʁmˈe
affirmée	afiʁmˈe
affleuraient	afløʁˈɛt
affleurait	afløʁˈɛt
affleurer	afløʁˈe
affleureraient	afløʁʁˈɛt
affliction	afliksjˈɔ̃
afflictions	afliksjˈɔ̃z
affligeant	afliʒˈɑ̃
affliger	afliʒˈe
affligé	afliʒˈe
affligée	afliʒˈe
affligés	afliʒˈez
afflua	aflyˈa
affluaient	aflyˈɛt
affluaient-elles	aflyˈɛtɛlz
affluait	aflyˈɛt
affluent	aflyˈɑ̃
affluents	aflyˈɑ̃z
affluer	aflyˈe
affluerait	aflyʁˈɛt
afflueront	aflyʁˈɔ̃t
afflux	aflˈy
affoir	afwˈaʁ
affolait	afolˈɛt
affolant	afolˈɑ̃
affolement	afolmˈɑ̃
affolent	afolˈɑ̃
affoler	afolˈe
affolons	afolˈɔ̃z
affolé	afolˈe
affolée	afolˈe
affolées	afolˈez
affolés	afolˈez
affouages	afwˈaʒz
affouillements	afujmˈɑ̃z
affouillées	afujˈez
affourchée	afuʁʃˈe
affranchi	afʁɑ̃ʃˈi
affranchie	afʁɑ̃ʃˈi
affranchir	afʁɑ̃ʃˈiʁ
affranchis	afʁɑ̃ʃˈi
affres	ˈafʁz
affreuse	afʁˈøz
affreusement	afʁøzmˈɑ̃
affreuses	afʁˈøzz
affreux	afʁˈøz
affriandant	afʁiɑ̃dˈɑ̃
affriande	afʁiˈɑ̃d
affriandent	afʁiˈɑ̃dt
affront	afʁˈɔ̃t
affronta	afʁɔ̃tˈa
affrontant	afʁɔ̃tˈɑ̃
affronte	afʁˈɔ̃t
affrontement	afʁɔ̃tmˈɑ̃
affrontements	afʁɔ̃tmˈɑ̃z
affrontent	afʁˈɔ̃tt
affronter	afʁɔ̃tˈe
affrontera	afʁɔ̃tʁˈa
affronterait	afʁɔ̃tʁˈɛt
affronteux	afʁɔ̃tˈøz
affronts	afʁˈɔ̃z
affrontèrent	afʁɔ̃tˈɛʁt
affrontés	afʁɔ̃tˈez
affréteurs	afʁetˈœʁz
affrété	afʁetˈe
affublait	afyblˈɛt
affublé	afyblˈe
affublées	afyblˈez
affuté	afytˈe
afférents	afeʁˈɑ̃z
affôlés	afolˈez
affût	afˈyː
affûtant	afytˈɑ̃
affûts	afˈyːz
affûtées	afytˈez
afghan	afgˈɑ̃
afghane	afgˈan
afghans	afgˈɑ̃z
afin	afˌɛ̃
afn	ˈafn
afp	ˈafp
afpa	afpˈa
afraid	afʁˈɛd
afric	afʁˈik
africain	afʁikˈɛ̃
africaine	afʁikˈɛn
africaines	afʁikˈɛnz
africains	afʁikˈɛ̃z
africaniste	afʁikanˈist
afrique	afʁˈik
afro	afʁˈo
after	ˈaftəɹ
afé	afˈe
ag	ˈag
aga	agˈa
agace	agˈas
agacement	agasmˈɑ̃
agacements	agasmˈɑ̃z
agacent	agˈast
agacer	agasˈe
agaceraient	agasʁˈɛt
agacez	agasˈez
agacé	agasˈe
agacés	agasˈez
again	agˈɛ̃
against	agˈɛ̃st
agals	agˈalz
agam	agam
agamemnon	agamɛmnˈɔ̃
agares	agˈaʁz
agariciformes	agaʁisifˈɔʁmz
agatchs	agˈatʃz
agatha	ˈagɐθəɹ
agatharchide	ˈagɐθˌɑːkaɪd
agaçaient	agasˈɛt
agaçait	agasˈɛt
agaçant	agasˈɑ̃
agaçante	agasˈɑ̃t
agde	ˈagd
age	ˈaʒ
agen	aʒˈɛn
agen-d'aveyron	aʒˈɛndavɛʁˈɔ̃
agence	aʒˈɑ̃s
agencement	aʒɑ̃smˈɑ̃
agences	aʒˈɑ̃sz
agenda	aʒɛ̃dˈa
agendas	aʒɛ̃dˈaz
agenouillez	aʒnujˈez
agenouillé	aʒnujˈe
agenouillée	aʒnujˈe
agenouillés	aʒnujˈez
agent	aʒˈɑ̃
agents	aʒˈɑ̃z
agf	ˈagf
agglo	aglˈo
agglomère	aglomˈɛʁ
agglomèrent	aglomˈɛʁt
agglomération	aglomeʁasjˈɔ̃
agglomérations	aglomeʁasjˈɔ̃z
agglomérer	aglomeʁˈe
aggloméré	aglomeʁˈe
agglomérées	aglomeʁˈez
agglutine	aglytˈin
agglutiner	aglytinˈe
aggravait	agʁavˈɛt
aggravantes	agʁavˈɑ̃tz
aggravation	agʁavasjˈɔ̃
aggrave	agʁˈav
aggravent	agʁˈavt
aggraver	agʁavˈe
aggravera	agʁavʁˈa
aggravez	agʁavˈez
aggravé	agʁavˈe
aggravée	agʁavˈe
aggressif	agʁɛsˈif
agha	agˈa
agi	aʒˈi
agile	aʒˈil
agiles	aʒˈilz
agilité	aʒilitˈe
agios	aʒjˈoz
agir	aʒˈiʁ
agira	aʒiʁˈa
agirait	aʒiʁˈɛt
agirent	aʒˈiʁt
agirez	aʒiʁˈez
agirons	aʒiʁˈɔ̃z
agis	aʒˈi
agissaient	aʒisˈɛt
agissait	aʒisˈɛt
agissait-il	aʒisˈɛtil
agissant	aʒisˈɑ̃
agissements	aʒismˈɑ̃z
agissent	aʒˈist
agissez	aʒisˈez
agissons	aʒisˈɔ̃z
agit	aʒˈi
agita	aʒitˈa
agitaient	aʒitˈɛt
agitait	aʒitˈɛt
agitant	aʒitˈɑ̃
agitateur	aʒitatˈœʁ
agitation	aʒitasjˈɔ̃
agitations	aʒitasjˈɔ̃z
agite	aʒˈit
agitent	aʒˈitt
agiter	aʒitˈe
agitèrent	aʒitˈɛʁt
agité	aʒitˈe
agitée	aʒitˈe
agitées	aʒitˈez
agités	aʒitˈez
aglu	aglˈy
agneau	aɲˈo
agneaux	aɲˈoz
agnès	aɲˈɛs
agon-coutainville	agˈɔ̃kutɛ̃vˈil
agonie	agonˈi
agonisaient	agonizˈɛt
agonisait	agonizˈɛt
agonisant	agonizˈɑ̃
agonisante	agonizˈɑ̃t
agonisants	agonizˈɑ̃z
agonise	agonˈiz
agoniser	agonizˈe
agonisé	agonizˈe
agoraph	agoʁˈaf
agoraphobe	agoʁafˈɔb
agord	agˈɔʁ
agoutis	agutˈi
agrache	agʁˈaʃ
agrafe	agʁˈaf
agrafes	agʁˈafz
agrandi	agʁɑ̃dˈi
agrandie	agʁɑ̃dˈi
agrandies	agʁɑ̃dˈiz
agrandir	agʁɑ̃dˈiʁ
agrandis	agʁɑ̃dˈi
agrandissait	agʁɑ̃disˈɛt
agrandissement	agʁɑ̃dismˈɑ̃
agrandissez	agʁɑ̃disˈez
agrandit	agʁɑ̃dˈi
agressait	agʁɛsˈɛt
agresse	agʁˈɛs
agressent	agʁˈɛst
agresser	agʁɛsˈe
agresseur	agʁɛsˈœʁ
agresseur-là	agʁɛsˈœʁlˈa
agresseurs	agʁɛsˈœʁz
agressif	agʁɛsˈif
agressifs	agʁɛsˈifz
agression	agʁɛsjˈɔ̃
agressions	agʁɛsjˈɔ̃z
agressive	agʁɛsˈiv
agressives	agʁɛsˈivz
agressivité	agʁɛsivitˈe
agressé	agʁɛsˈe
agressée	agʁɛsˈe
agressées	agʁɛsˈez
agressés	agʁɛsˈez
agreste	agʁˈɛst
agrestes	agʁˈɛstz
agricolas	agʁikolˈaz
agricole	agʁikˈɔl
agricoles	agʁikˈolz
agriculteur	agʁikyltˈœʁ
agriculteurs	agʁikyltˈœʁz
agriculture	agʁikyltˈyʁ
agrippe	agʁˈip
agrippées	agʁipˈez
agrippés	agʁipˈez
agro	agʁˈo
agroalimentaire	agʁɔalimɑ̃tˈɛʁ
agrès	agʁˈɛ
agré	agʁˈe
agréable	agʁeˈabl
agréablement	agʁeabləmˈɑ̃
agréables	agʁeˈablz
agréait	agʁeˈɛt
agrée	agʁˈe
agrée-t-elle	agʁˈetɛl
agréer	agʁeˈe
agrégation	agʁegasjˈɔ̃
agrégations	agʁegasjˈɔ̃z
agrégé	agʁeʒˈe
agrégée	agʁeʒˈe
agrégés	agʁeʒˈez
agrément	agʁemˈɑ̃
agréments	agʁemˈɑ̃z
agrémenté	agʁemɑ̃tˈe
agrémentée	agʁemɑ̃tˈe
agrémentées	agʁemɑ̃tˈez
agréât	agʁeˈaː
agréé	agʁeˈe
agréés	agʁeˈez
aguerri	agɛʁˈi
aguerrie	agɛʁˈi
aguerris	agɛʁˈi
aguets	agˈɛz
aguiché	agiʃˈe
aguilon	agilˈɔ̃
agée	aʒˈe
agées	aʒˈez
agénor	aʒenˈɔʁ
ah	ˈa
aha	aˈa
ahah	aˈa
ahead	ɐhˈɛd
ahm	ˈam
ahmad	amˈad
ahmed	ˈaxmɛd
ahmet	amˈɛt
ahrr	ˈaʁ
ahuillé	ayijˈe
ahun	aˈœ̃n
ahuri	ayʁˈi
ahurie	ayʁˈi
ahuris	ayʁˈi
ahurissant	ayʁisˈɑ̃
ahurissantes	ayʁisˈɑ̃tz
ahurissement	ayʁismˈɑ̃
ai	a
ai	ˈe
ai-je	ɛʒ
aid	ˈɛd
aida	ɛdˈa
aidaient	ɛdˈɛt
aidais	ɛdˈɛz
aidait	ɛdˈɛt
aidant	ɛdˈɑ̃
aidants	ɛdˈɑ̃z
aide	ˈɛd
aide-de-camp	ˈɛddə-kˈɑ̃
aide-moi	ˈɛdmwˌa
aide-mémoire	ˈɛdmemwˈaʁ
aide-soignante	ˈɛdswaɲˈɑ̃t
aident	ˈɛdt
aider	ɛdˈe
aidera	ɛdʁˈa
aiderai	ɛdʁˈe
aiderais	ɛdʁˈɛz
aiderait	ɛdʁˈɛt
aideras	ɛdʁˈaz
aiderons	ɛdʁˈɔ̃z
aideront	ɛdʁˈɔ̃t
aides	ˈɛdz
aides-de-camp	ˈɛddə-kˈɑ̃
aides-soignantes	ˈɛdswaɲˈɑ̃tz
aides-soignants	ˈɛdswaɲˈɑ̃z
aidez	ɛdˈez
aidez-la	ɛdˈela-
aidez-moi	ɛdˈemwˌa
aidez-nous	ɛdˈenuz
aidiez	ɛdjˈez
aidât	ɛdˈaː
aidé	ɛdˈe
aidée	ɛdˈe
aidées	ɛdˈez
aidés	ɛdˈez
aie	ˈɛ
aient	ɛt
aients	ɛz
aies	ˈɛz
aigle	ˈɛgl
aigles	ˈɛglz
aigles-siffleurs	ˈɛglsiflˈœʁz
aiglun	ɛglˈœ̃
aignan	ɛɲˈɑ̃
aigre	ˈɛgʁ
aigrefeuille	ɛgʁəfˈœj
aigrefeuille-sur-maine	ɛgʁəfˈœjsyʁmˈɛn
aigrefins	ɛgʁəfˈɛ̃z
aigrement	ɛgʁəmˈɑ̃
aigres	ˈɛgʁz
aigrette	ɛgʁˈɛt
aigrettes	ɛgʁˈɛtz
aigreur	ɛgʁˈœʁ
aigreurs	ɛgʁˈœʁz
aigri	ɛgʁˈi
aigrie	ɛgʁˈi
aigris	ɛgʁˈi
aigrit	ɛgʁˈi
aigu	ɛgˈy
aiguade	ɛgˈad
aigue	ˈɛg
aigueblanche	ɛgblˈɑ̃ʃ
aiguefonde	ɛgfˈɔ̃d
aigueperse	ɛgpˈɛʁs
aigues-mortes	ˈɛgmˈɔʁtz
aigues-vives	ˈɛgvˈivz
aiguilhe	ɛgyˈil
aiguille	ɛgyˈij
aiguiller	ɛgyijˈe
aiguilles	ɛgyˈijz
aiguillettes	ɛgyijˈɛtz
aiguillon	ɛgyijˈɔ̃
aiguillonnait	ɛgyijɔnˈɛt
aiguillonne	ɛgyijˈɔn
aiguillonnés	ɛgyijɔnˈez
aiguillons	ɛgyijˈɔ̃z
aiguillé	ɛgyijˈe
aiguisa	ɛgizˈa
aiguisant	ɛgizˈɑ̃
aiguise	ɛgˈiz
aiguiser	ɛgizˈe
aiguisé	ɛgizˈe
aiguisée	ɛgizˈe
aiguisées	ɛgizˈez
aiguisés	ɛgizˈez
aiguière	ɛgjˈɛʁ
aiguières	ɛgjˈɛʁz
aigurande	ɛgyʁˈɑ̃d
aigus	ɛgˈy
aiguë	ɛgˈy
aiguës	ɛgˈyz
ail	ˈaj
aile	ˈɛl
aile-d'ange	ˈɛldˈɑ̃ʒ
aileron	ɛlʁˈɔ̃
ailerons	ɛlʁˈɔ̃z
ailes	ˈɛlz
aille	ˈaj
aillent	ˈajt
ailles	ˈajz
ailleurs	ajˈœʁz
aillevillers	ajvijˈez
aillez	ajˈez
aillé	ajˈe
ailée	ɛlˈe
ailées	ɛlˈez
ailés	ɛlˈez
aim	ˈɛ̃
aima	ɛmˈa
aimable	ɛmˈabl
aimable-josephine	ɛmˈablʒozɛfˈin
aimables	ɛmˈablz
aimaient	ɛmˈɛt
aimais	ɛmˈɛz
aimait	ɛmˈɛt
aimant	ɛmˈɑ̃
aimantation	ɛmɑ̃tasjˈɔ̃
aimante	ɛmˈɑ̃t
aimantes	ɛmˈɑ̃tz
aimants	ɛmˈɑ̃z
aimantée	ɛmɑ̃tˈe
aimard	ɛmˈaʁ
aimas	ɛmˈaz
aime	ˈɛm
aime-le	ˈɛmlə-
aime-moi	ˈɛmmwˌa
aime-t-elle	ˈɛmtɛl
aime-t-il	ˈɛmtil
aime-t-on	ˈɛmtɔ̃n
aiment	ˈɛmt
aiment-ils	ˈɛmtilz
aimer	ɛmˈe
aimera	ɛmʁˈa
aimerai	ɛmʁˈe
aimeraient	ɛmʁˈɛt
aimerais	ɛmʁˈɛz
aimerait	ɛmʁˈɛt
aimeras	ɛmʁˈaz
aimerez	ɛmʁˈez
aimerez-vous	ɛmʁˈevuz
aimeriez	ɛməʁjˈez
aimeriez-vous	ɛməʁjˈevuz
aimerions	ɛməʁjˈɔ̃z
aimerons	ɛmʁˈɔ̃z
aimeront	ɛmʁˈɔ̃t
aimes	ˈɛmz
aimes-tu	ˈɛmty
aimez	ɛmˈez
aimez-en	ɛmˈezɑ̃n
aimez-moi	ɛmˈemwˌa
aimez-vous	ɛmˈevuz
aimiez	ɛmjˈez
aimions	ɛmjˈɔ̃z
aimons	ɛmˈɔ̃z
aimâmes	ɛmˈaːmz
aimâtes	ɛmˈaːtz
aimèrent	ɛmˈɛʁt
aimé	ɛmˈe
aimée	ɛmˈe
aimées	ɛmˈez
aimés	ɛmˈez
ain	ˈɛ̃
ainsi	ɛ̃sˌi
air	ˈɛʁ
airaults	ɛʁˈoz
airbag	ɛʁbˈag
airbus	ɛʁbˈys
aire	ˈɛʁ
aire-sur-la-lys	ˈɛʁsyʁla-lˈis
aires	ˈɛʁz
airs	ˈɛʁz
airs-là	ˈɛʁlˈa
ais	ˈɛz
aisance	ɛzˈɑ̃s
aise	ˈɛz
aises	ˈɛzz
aisne	ˈɛsn
aisselle	ɛsˈɛl
aisselles	ɛsˈɛlz
aisé	ɛzˈe
aisée	ɛzˈe
aisées	ɛzˈez
aisément	ɛzemˈɑ̃
aisés	ɛzˈez
ait	ˈɛt
aix	ˈɛks
aix-d'angillon	ˈɛksdɑ̃ʒijˈɔ̃
aix-en-provence	ˈɛksɑ̃pʁovˈɑ̃s
aix-les-bains	ˈɛksle-bˈɛ̃z
aixe-sur-vienne	ˈɛkssyʁvjˈɛn
ajaccio	aʒaksjˈo
ajax	aʒˈaks
ajoncs	aʒˈɔ̃z
ajourna	aʒuʁnˈa
ajournant	aʒuʁnˈɑ̃
ajouta	aʒutˈa
ajouta-t-elle	aʒutˈatɛl
ajouta-t-il	aʒutˈatil
ajoutai-je	aʒutˈeʒ
ajoutaient	aʒutˈɛt
ajoutaient-ils	aʒutˈɛtilz
ajoutait	aʒutˈɛt
ajoutait-elle	aʒutˈɛtɛl
ajoutait-il	aʒutˈɛtil
ajoutant	aʒutˈɑ̃
ajoute	aʒˈut
ajoutent	aʒˈutt
ajouter	aʒutˈe
ajouterai	aʒutʁˈe
ajouterait	aʒutʁˈɛt
ajouterons	aʒutʁˈɔ̃z
ajoutez	aʒutˈez
ajoutez-lui	aʒutˈelyi
ajoutez-y	aʒutˈezi
ajoutons	aʒutˈɔ̃z
ajoutons-y	aʒutˈɔ̃zi
ajoutât-il	aʒutˈaːtil
ajoutèrent	aʒutˈɛʁt
ajoutèrent-elles	aʒutˈɛʁtɛlz
ajouté	aʒutˈe
ajoutée	aʒutˈe
ajoutées	aʒutˈez
ajoutés	aʒutˈez
ajusta	aʒystˈa
ajustaient	aʒystˈɛt
ajustait	aʒystˈɛt
ajustant	aʒystˈɑ̃
ajustements	aʒystmˈɑ̃z
ajuster	aʒystˈe
ajusteur	aʒystˈœʁ
ajusteurs	aʒystˈœʁz
ajustons	aʒystˈɔ̃z
ajusté	aʒystˈe
ajustée	aʒystˈe
ajustées	aʒystˈez
ajustés	aʒystˈez
aki	akˈi
akim	akˈim
al	ˈal
al-mansor	ˈalmɑ̃sˈɔʁ
aladin	aladˈɛ̃
alain	alˈɛ̃
alain-fournier	alˈɛ̃fuʁnjˈe
alains	alˈɛ̃z
alairac	alɛʁˈak
alais	alˈɛz
alamans	alamˈanz
alambiqués	alɑ̃bikˈez
alan	alˈan
alano	alanˈo
alar	alˈaʁ
alaric	alaʁˈik
alarma	alaʁmˈa
alarmant	alaʁmˈɑ̃
alarme	alˈaʁm
alarmer	alaʁmˈe
alarmes	alˈaʁmz
alarmiste	alaʁmˈist
alarmé	alaʁmˈe
alarmés	alaʁmˈez
alaska	alaskˈa
alata	alatˈa
alauzet	alozˈɛ
alba	alba
alban	albˈɑ̃
albanais	albanˈɛz
albanaise	albanˈɛz
albatros	albatʁˈɔs
alberges	albˈɛʁʒz
albermale	albɛʁmˈal
albert	albˈɛʁ
