10منٹ	ɒnməɳʈ
اسکوپ	əskoːp
اسکور	əskuːr
اسکول	əskul
اسکی	əski
اسکین	əskɪn
اسکینڈل	ɪskæ̃ːndəl
اسکینڈلوں	əskæ̃ːnd̪əlõː
اسکے	əske
اسلئے	əsliːe
اسلام	ɪslɑːm
اسلحہ	əslaɦə
اسلحے	əsləɦeː
اسلیے	əsliːe
اسماعیل	ɪsmɑːˈʔiːl
اسمبلی	ɪsmʊlɪ
اسمگلر	ɪsmɛgləɾ
اسمگلنگ	ɪsmɛglæŋ
اسناد	əsnɑːd
اسنگتی	əsəŋgiː
اسو	əsʊ
اسی	əˈsiː
اِسی	ɪsi
اسینوف	əsɪnɔf
اسے	əsɛ
اْسے	əsɛ
اِسے	ɪse
اش	əʃ
اشارہ	əʃɑːrɑː
اشاروں	əʃɑːroːŋ
اشارے	əʃɑːɾeː
اشتراک	əʃt̪ɾæk
اشتراک	ɪʃt̪eɾɑːk
اشتمالیت	ɪʃt̪emɑːlɪjət̪
اشتہاری	ɪʃt̪ʰɑːɾiː
اشرافیہ	əʃraːfiː
اشراوی	əʃraːvi
اشکال	əʃkɑl
اشیاٗ	əʃjɑː
اشیاء	əʃiːɑː
اشیاءاور	əʃiɑːoːr
اص	ɑs
اصرار	ɛssəɾɑr
اصطبل	əsˈt̪æbəl
اصطلاح	ɪsˈt̪ɑlaːh
اصل	ɪsːəl
اصلاح	ɪslɑːh
اصلاحات	ɪslɑːxɑːt
اصلی	əsliː
اصلیت	əsliːt
اصول	əsɔl
اصولاً	əsʊlæ̃
اصولوں	əsʊlõː
اضافہ	ɑːd̪ɑːfə
اضافی	ɑːdʒɑːfi
اضافے	ɑɖɑfe
ـاط	ɑːt̪
ٌاط	ɑːt̪
َاط	ɑːt̪
ّاط	ɑːt̪
ْاط	ɑːt̪
اط	əʈ
ِاط	ɪt̪ː
اطµµ	ɑt̪ːʊ
اطµه	ɑt̪ʰe
اطءà	ɑt̪ːe
اطء	ɑt̪eː
اطءض	ɑt̪ːɑɪd̪ʒ
اطءضءِ	ɑt̪ːeːd̪s̪eː
اطءط	ɑt̪ːʌt̪
اطءظ	ɑt̪ːeːz̪
اطءلہ	ɑːt̪eːlə
اطؤ	ɑt̪uː
اطاعت	əˈt̪æːʋət̪
اطالوی	ɪtɑːlʋiː
اطراف	əˈt̪rɑːf
اطلاع	ətɪlɑːʔ
اطلاعات	ətɪlɑːʔɑːteːs
اطلاق	ɪt̪lɑːq
اطمینان	ɪtmiːnɑːn
اظہار	əʒɑːɦɑːr
اظہجµç	əʒhɑdʒmɑs
اظہخءّ	əˈzahkʌ
اعµé	əɪmɪ
اعتبار	eːt̪bɑːɾ
اعتبار	eːt̪ebɑːɾ
اعتبار	eʔt̪ɪbɑːɾ
اعتبار	əɪtɪbɑr
اعتراض	əɪtʃɾɑːz
اعتراضات	ɑːʋtɑːɾɑːʒɑːt
اعتراف	ɪkɾɑfʲ
اعترافات	əɪt̪ɾɑfɑːt̪ɑ
اعتماد	eʔt̪emɑːd̪
اعتماد	eʔt̪ɪmɑːd̪
اعتماد	ɪʋtɪmɑd
اعتمادی	ɑːt̪mɑːdiː
اعداد	ɑːʋɑːd̪
اعزاز	əɪzɑz
اعصاب	əʋsɑːb
اعصابی	əɪsɑːbi
اعضاء	ɑːɪzɑː
اعلان	əɪlɑːn
اعلی	əʋˈliː
اعلیٰ	əʋˈliː
اعمال	əˈʋɑːməl
اغوا	əgʋɑː
اغواء	əɣwaː
اف	ɑf
افتادہ	aftɑːd̪ə
افراتفری	əfɾaːtfɾiː
افراد	əfɾɑːd
افریقہ	ɑːfriːqə
افزا	əfzɑ
افزائش	əfzɑːiʃ
افزائی	əfzaːi
افزاش	əfzaʃ
افسانوں	əfsənõː
افسانوی	əfsənaːviː
افسر	əfsər
افسران	əfsərɑːn
افسوس	əfsuːs
افسوسناک	əfsuːsnɑːk
افغانستان	afɣɑnɪstɑːn
افق	əfɣ
افلاطون	əflaːt̪uːn
افواج	əfwaːdʒ
افواہ	əfʋɑh
افواہوں	əfʋɑːhõː
افواہیں	əfʋɑ̄hẽː
افوہ	əfʊ
اق	əq
اقتدار	əqt̪əd̪ɑr
اقتصاد	ɪktsɑːd
اقتصادی	ɪktsɑːdiː
اقدار	əqd̪ɑːr
اقدام	ɑːqd̪ɑːm
اقدامات	əqd̪ɑːmɑːt̪
اقرار	əqraːr
اقرارً	əqraːraː
اقسام	əqsɑːm
اقلیت	əqliːt̪
اقلیدسی	ɑːqleːd̪s̪iː
اقوام	əqɑːmɑː
ٌاك	ɑk
َاك	ɑk
اك	ək
ِاك	ɪk
اكءِ	əˈki
ٌاكءِ	ʔɑkɪ
اكءز	əˈkɑz
ّاكہ	ɑːkə
اكہ	əkə
اک	ək
اکاؤنٹ	əˈkɔ̃ːt̪
اکاؤنٹس	əˈkɔ̃ːʈs
اکاب	əˈkɑb
اکبر	əˈkəβər
اکتوبر	əkoːt̪ʊbər
اکتیس	əkt̪ɪs
اکثر	əkˈt̪ʃər
اکثریت	əˈkəθriːt
اکٹھا	əkʈʰə
اکٹھی	əkt̪ʰiː
اکٹھے	əkʈʰe
اکر	əkr
اکڑکر	əkəɽkəɾ
اکسایا	əksɑjɑ
اککا	əkkə
اکلوتی	əkloːti
اکھاڑ	əˈkʰɑːɽ
اْکھڑے	əxɽe
اکیڈمی	əkiːɖəmiː
اکیس	əkiːs
اکیلا	əkiːlə
اکیلی	əkeːli
اکیلے	əkiːlə
اُگائیں	ʊgɑːeːn
اُگائے	ʊgɑːje
اگاتے	əgɑːte
اگتا	əgt̪ə
اگتے	əgte
اگر	əgər
اگرچہ	əgərtʃʰe
اگردوت	əgəɾd̪ʊt̪
اگست	əgʌst
اگستس	əgʌst̪s
اگل	əgəl
اگلا	əglə
اگلوا	əgləʋɑ
اگلوانا	əglʋɑːnɑ
اگلی	əgli
اگلے	əgle
اگے	əgeː
ال	æl
الائیڈ	ɑːlɑɪd
الادا	ɑlɑd̪ɑ
الارم	ɑlɑɾm
الاسکا	ælɑsˈkɑ
الاطالیہ	ɑlɑtɑˈliːjɑ
الاقوامی	ælɑqwɑmi
الامکان	ælæmˈkɑːn
البانیہ	ælbəniː
البتہ	ælβet̪ʰæ
البلاوی	ælbəlɑːʋiː
البم	ælbæm
الپس	ɑlpəs
التجا	ɪltɑdʒɑ
الٹ	ɑlʈ
الٹا	ɑlʈɑ
اْلٹا	əɭt̪aː
الٹنے	əɭʈne
الجزیرہ	ælgɪzɪrɑ
اْلجھن	əlgʒən
الجھن	əlgʒʱən
الجھی	ɛlgʲʰiː
الحاد	ɦɑːd
الحال	ɦɑːl
الحمد	ɦʊmd
الدین	əɽˈdiːn
الرحمان	ɾəhˈmɑːn
الرحمٰن	ɾəhæmæːn
الرحیم	ɾəhɪm
الزام	ælzɑm
الزامات	ælzɑmɑt
السّبت	ɪsːæbət
السلام	ælsælæm
السيرابيوم	ɪsɪɾɑːbiːʊm
الشان	æʃæn
الظواہری	ælðʒɑːhɾi
العین	ælˈʋajn
الف	ælif
الفا	ælfɑ
الفاط	æfɑt̪ː
الفاظ	ælfɑːz
الفاظوں	ælfɑːzoːn
الفریڈ	ælfɾiːɖ
القاعدہ	ɑlqɑːˈʔiːdɑ
الکوتی	əlkʊti
الکویتی	əlkʊʋiːti
الگ	ælg
الله	ɑllɑh
اللہ	ɑllə
الماری	ælˈmaːri
المصری	əlmʊsˈriː
المناک	ælmɑnɑk
الموت	ælmuːt
الموتی	ælmoːti
المیڈا	ælˈmiːdɑː
الٰہی	ɑːlɑːhiː
الہیٰ	ɑlɑhiː
الوت	ɑlʊt
الوداع	ælwɑdɑːʕ
الویل	ælwɪl
الیکٹرانک	əleɪkʈrɑnɪk
الیکٹرانکس	ɛlɪktəˈɾɑŋks
الیگزینڈر	ɑlɪgzɑnd̪r̪
الیگزینڈرا	ælɪgzænd̪rɑ
الینا	əlinɑ
ام	ɑm
امء	əːm
امارات	ɑmɑrɑːt
امام	ɑmɑm
اماں	əˈmɑ̃
امپیکٹ	əmpɪkt
امت	ɪmɑt
امتحان	ɪmtɑˈɦɑːn
اُمتیں	ʔʊmt̪ɪŋ
امداد	əmd̪ɑːd̪
امدادی	əmdɑːdi
امر	əˈmɾ
امراء	əˈmɾɑː
امریکا	əˈmɾiːkə
امریکن	əˈmɾiːkən
امریکہ	əˈmɾiːkə
امریکی	əˈmɾiːki
امریکیوں	əmiːɾɪkijoːn
امکان	əˈmɑkɑn
امکانات	əˈmʊkɑːnɑːt̪
املاک	əmlɑːk
امم	ɑmː
امن	əˈmən
اموات	əmuːwaːt
امور	əmoːr
امورِ	əmoːri
امی	əmi
امیجنگ	əmiːdʒəŋ
امید	əmiːd
اْمید	əmiːd
امید	ʊmːiːd̪
امیدواروں	əmiːd̪ʋɑːroːŋ
امیدیں	əmiːd̪eːn
امیر	əmiːr
امیر	ʔəmiːɾ
امیگریشن	əmigɾɪʃən
امیلیہ	əmiːliə
اْن	ə̃
ان	ən
اِن	ɪn
انا	əˈnɑ
اناج	əˈnɑdʒ
اناڑی	ənɑːɽiː
اناکانڈا	ənaːkənda
انتباہ	ənteˈbɑːh
انتخاب	əntəxɑb
انتخابات	ɪntəxɑbɑːt̪
انتردیشیی	ənt̪əɾd̪ɪʃiː
انتطار	ɑːnt̪t̪ɑːr
انتظار	ɪntɑˈzɑr
انتظام	ɪnt̪ezɑːm
انتظام	ɪntɪzɑm
انتظامی	əntəzmɑːi
انتظامیہ	ɪntəzmɑːjə
انتفاضہ	ɪnt̪əfaːɪdʒʰə
انتقال	ɪntəqɑl
انتقام	ɪntɑːqɑːm
انتھک	ənt̪ʰk
انتہا	ənt̪ʰɑ
انتہائی	ənt̪ʰɑːɪ
انتیس	əntiːs
انٹر	ɑ̃ːt̪əɾ
انٹرایکٹو	ənt̪əɾɑɪkʈʊ
انٹرپول	ɪnt̪əɾpuːl
انٹرفیس	ənt̪əɾfeɪs
انٹرنیٹ	ənt̪əɾneːt̪
انٹرنیشنل	ənt̪ɾəneːʃəɭ
انٹرویو	ənt̪roːiː
انٹرویوز	ənt̪roːʋeːz
انٹری	əntriː
انٹیل	ənt̪eːl
انٹیلی	əntiːliː
انجام	ənˈgɑm
انجان	ənˈgən
انجکشن	əŋgɪʃn
انجن	əŋgən
انجنیئر	əŋgiːnɪr
انجوائے	əŋgoʊɑː
انجیکشن	əŋgɪkʃən
انجینئر	əŋgiːnɛːr
انجینئرنگ	əŋgiːnɛːrɪŋ
انچ	əntʃ
انچارج	əntʃərg
انحراف	ənhərɑf
انحصار	ənhəsɑr
انخلاء	əŋkʰlɑː
انداز	əndaːz
اندازہ	əndaːzə
اندر	ənd̪əɾ
اندراج	ənd̪ɾɑːg
اندراجات	ɑːnd̪rədʒət̪s
اندرتھا	əndəɾtʰɑ
اندردخش	ənd̪rəd̪oːkʃ
اندرونی	ənd̪roːniː
اندریاس	əndɾiːɑːs
اندکار	ənd̪kɑːr
اندھا	ə̃d̪ʰə
اندھوں	ə̃d̪ʰoːn
اندھیر	ənd̪ʱiːr
اندھیرا	ənd̪ʱiːrɑː
اندھیرے	ənd̪ʱiːre
اندھے	ənd̪ʰeː
اندوز	əndoːz
اندوشواس	ənd̪oːʃwaːs
انڈسٹریز	ə̃ɳɖs̪t̪riːz̪
انڈسٹریل	ə̃nd̪s̪t̪riːl̪
انڈکوش	əndkoːʃ
انڈیا	ənd̪ɪjə
انڈیکس	əndɪkəs
انڈین	ənd̪ɪn
انڈے	ənd̪eː
انسان	ənsɑːn
انسان	ɪnsaːn
انسانوں	ənsɑːnõː
انسانی	ɪnsɑːniː
انسانیت	ɪnsɑːniːt̪
انسٹرکٹر	ɪnst̪rɪkt̪ər
انسٹیٹیوٹ	ɪnstitiːʔ
انسداد	ɪnsd̪əd̪
انشاءاللہ	ɪnʃɑːɪllɑː
انشانکن	ɪnʃɑːnˈkən
انشورنس	ə̃ʃoːrəns
انصاف	ənsɑf
انضباطی	ɪnʈʌbɑːt̪iː
انضمام	ənzaːm
انعام	ənˈʋɑːm
انعامی	ənæːmɪ
انعقاد	ɪnʋɑːqɑːd
انفرادی	ənfəɾɑːd̪iː
انفرمری	ənfəɾməɾiː
انفنٹری	ənfɪnˈtɾiː
انقلاب	ənroːlaːq
انکار	ənkɑːr
انکشافات	ənkɪʃɑːfɑːt
انکل	əŋkəl
انکوڈنگ	ənkoːɖiŋ
انکی	əŋki
انگر	əŋgər
انگریزی	əŋgreːziː
انگلی	əŋgəli
اْنگلی	əŋgliː
انگلینڈ	ɪŋgəˈlɑːnd
انگلیوں	əŋglijõː
انگوٹھوں	əŋgoːʈʰoːn
انگوٹھی	əŋgoʈʰi
انگوٹی	əŋgoʈi
انگیز	əŋgiz
انمانگی	ənməngi
اننا	ənnə
انھوں	ə̃hõː
انھیں	ə̃ɦẽː
انھیںاور	ənɦẽːnɔːr
انہر	əˈnɛr
اْنہوں	ə̃hõː
انہوں	ənaːhõː
انہيں	ənɛ̃
انہی	əˈnɛː
انہین	ənaːɪn
اْنہیں	ə̃heːn
انہیں	əˈnɛ̄
اِنہیں	ɪnhẽː
انے	əne
اھ	ə
اِہç	əɪhɪ
اہ	ə
اہاب	əɦɑːb
اہتمام	əɦtɑmɑl
اہج	əɦdʒ
اہداف	əɦd̪əf
اہل	əɦl
اہلکار	əɦl̪kɑːr
اہلکاروں	əɦlkɑːɾõː
اہم	əɦəm
اہمیت	əɦmiːt
اہنے	əɦne
اہوائی	əhoːɑi
او	ɔː
اوائل	ɔːwɑːɪl
اوباما	ɔːbɑːmɑː
اوبامہ	ɔːbɑːmə
اوبرائن	ɔːbɾɑɪn
اوپر	ɔːpəɾ
اوپن	ɔːpən
اُوٹ	ʊt̪ː
اودان	ɔːd̪ən
اور	ɔːr
اورات	ɔːɾɑːt
اورپھر	ɔːrpʰəɾ
اورتحفہ	ɔːrt̪əɦəfə
اورجب	ɔːrgʌb
اورہر	ɔːrɛr
اوسط	ɑːst̪ʊ
اوقات	ɔːqɑːt
اوقاتِ	ɔːqɑːt̪i
اوقیانوس	ɔːkjɑːnɔːs
اوکردوست	ɔːkəɾd̪oːst̪
اوکیناوا	ɔːkɪnɑːwɑː
اوکے	ɔːkeː
اول	ɔːl
اولاد	ɔːlɑːd
اولادوں	əwlɑːd̪õː
اولگا	ɔːlgɑː
اولمپس	ɔːlmɪps
اولمپک	ɔːlmɪk
اولین	ɔːliːn
اونٹ	ɔːnʈ
اونٹوں	ɔːnʈoː
اونچائی	ɔːntʃɑːi
اونچی	ɔːntʃi
اونچے	ɔːntʃeː
اوہ	əʊ
اوہائیو	ɔːɦɑɪo
اوہایو	ɔːhɑːjoː
اوہو	əʊɦoː
اوور	ɔːr
اویوساییک	əʋjoːsɑːjɪk
اى	əj
ای	əj
ایئر	ɛːr
ایا	ɑjɑ
ایبٹ	ɛːbət
ایبل	ɛːbəl
ایپل	əpəl
ایٹم	əɪt̪m
ایج	ɛːdʒ
ایجاد	ɛːdʒɑːd̪
ایجنٹ	əjgənt
ایجنٹس	əɪgənts
ایجنٹوں	əɪgənʈoːŋ
ایجنڈا	əjngɑːnɑː
ایجنڈے	əjgənɟeː
ایجنسی	əɪgənsi
ایجنسیوں	əɪgənsiˑoːn
ایچ	əɪtʃ
ایڈ	ɛːd
ایڈجسٹ	ɛːdʒʌsteː
ایڈریس	ɛːdrɛs
ایڈز	ɛːd̪z
ایڈمرل	ɛːd̪mərl̪
ایڈوائزر	ɛːd̪ʋɑːɪzər
ایڈورڈ	əɪɖʊrɽ
ایڈولف	ɛːd̪ol̪f
ایڈونٹسٹ	əɪɖoːn̪t̪s̪t̪
ایڈیٹر	ɛːdɪt̪əɾ
ایران	ɑːrɑːn
ایرانی	ɪrɑːnɪ
ایرر	ɛːrɾ
ایرک	ɛːɾk
ایرن	ɛːrən
ایرو	ɛːroː
ایریا	ɛːrijɑː
ایریزونا	ɑːɾɪzoːnɑː
ایڑھی	əɪɽʰiː
ایڑھیاں	əɪɽʰijɑ̃
ایس	ɛːs
ایسا	ɛsɑ
ایسانہیں	əjsɑnɑhɛ̃
ایسٹ	ɛːst̪
ایسٹرن	ɛːst̪ɪɾən
ایسڈ	ɛːsɪd
ایسوبی	ɛːsoːbiː
ایسی	əɪsɪ
ایسے	əjsɛ
ایف	ɛːf
ایک	əɪk
ایکٹ	əɪkʈ
ایکٹر	əɪkt̪əɾ
ایکٹو	ɑɪkt̪ʊ
ایکٹیویشن	ɛkt̪iːʋɪʃə̃n
ایکسپرٹ	ɛkspeːɾt
ایکسپلور	ɛksplɔːr
ایکسچینج	ɛkstʃɪng
ایکسرے	əɪksəɾe
ایکسلریشن	ɛksɛlɾɪʃn
ایکشن	əɪkʃən
ایکو	əɪko
ایکواڈور	əjkʋɑːd̪ʊr
ایکی	ɛːki
ایگزیکٹو	ɛgzɪkˈtoː
ایل	ɛːl
ایلن	ɛːlən
ایم	ɛːm
ایمان	əjmɑːn
ایماندار	əjmɑːnd̪ɑːr
ایمانداری	əjmɑːnd̪əɾiː
ایمبولینس	ɛmbʊlɪns
ایمپائر	ɪmpɑːɾ
ایمرجنسی	əɪmərdʒənsi
ایملی	əiməli
این	əjn
اینا	əjnɑ
ایناکانڈا	əjnəkɑːndə
اینٹینا	əɪnt̪ɪnɑː
اینجل	əiŋgəl
اینجلس	ɛːngəls
ایندھن	ɪnd̪ʱən
اینڈ	ɛːnd
اینڈی	ɛnɟiː
اینریکے	əĩnɾiːkɛ
اینکر	əiŋkəɾ
اینکرز	ɛːnkrɛz
اینگما	əjŋmɑ
ایوانِ	ɛːvɑːn
ایوب	ajob
ایونٹ	ɑjɔ̃ːt̪
ایونز	ɑjuns
ایونیو	əjuniːo
اے	æː
َب	ɑb
ـب	b
ب	ɓ
بçار	bəˈsɑr
بï	beː
بïء	beː
بûµé	buːmɛ
بùئ	buːɛ
بٌ	ʔ
بءِ	beː
بآت	beːʈ
بؤ	boː
بؤأك	boʔæk
بؤأكµµ	boʔək
بؤإً	boʔə
بؤإًاد	boːɑːd
بؤب	boːb
بئ	beː
با	ba
باؤل	boːl
باؤنڈ	boːnd̪
بائبل	baːɪbəl
بائڈ	baːɪɖ
بائنری	beːnɪriː
بائیں	baːɪẽː
بااختیار	baːxt̪iɑːr
باب	bɑb
بابت	baːbɪt
باپ	baːp
بات	baːt
باتھ	baːt̪ʰ
باتوں	baːtõː
باتیں	baːt̪eːn
باخبر	baːxbar
باد	bɑːd
بادءِ	baːd̪eː
بادشاہ	baːd̪ʃɑːh
بادشاہت	baːd̪ʌʃɑːɦət̪
بادشاہوں	baːd̪ʌʃɑ̄ːõː
بادشاہی	baːd̪ʌʃɑːhiː
بادل	baːd̪əl
بادلوں	baːd̪ɪlõː
باڈی	baːdiː
بار	baːr
بارت	baːɾt
بارٹیںڈر	baːɾʈeːɳɖəɾ
بارڈر	baːɾd̪əɾ
بارز	baːrɪz
بارسیلونا	baːrsiːlʊnɑ
بارش	baːrʃ
بارنس	baːrnis
بارہ	baːɾə
بارود	baːruːd
بارودی	baːɾuːdiː
باری	baɾiː
بارے	baːreː
باز	baːz
بازار	baːzɑːr
بازو	baːzoː
بازی	beːzɪ
بازیابی	beːzɑːjiːɑːbiː
بازیافت	baːziːaft
باڑ	baːɽ
باڑے	baɽe
باس	baːs
باسٹرڈ	baːst̪əɾd̪
باسی	beːsi
باصلاحیت	beɑsliːɑhiːt
باضابطہ	baːɪdʒɑbɪt̪ʰɑ
باط	baːt̪
باعث	beːʔaθ
باغ	baːɣ
باغی	baːɣi
باغیوں	baːɣiːõː
بافتوں	beːft̪oːŋ
باقائدہ	baːqɑːiːdə
باقاعدگی	baːqɑːdʒdʒi
باقاعدہ	baːqɑːd̪eː
باقی	baqi
باقیات	baːqijɑːt̪
باقیوں	baqijõː
باکس	baːks
باکسنگ	baːkseŋ
باگو	baːgoː
بال	baːl
بالآخر	baːlɑːxɑːrɪ
بالا	baːlə
بالاتر	baːlɑːt̪r̪
بالادستی	baːlɑːd̪ɑːs̪tiː
بالٹک	baːlʈk
بالٹی	baːlt̪iː
بالٹیمور	baːlʈiːmuːr
بالڈون	baːlɖoːn
بالغ	bagəl
بالفرض	baːlfarɪdʒ
بالفعل	bɪlfeːl
بالکل	baːlkal
بالکونی	baːlkoːniː
بالو	baːloː
بالوں	baːlõː
بام	baːm
بامقصد	baːmʔɑsˈd
بانٹ	baːn̪ʈ
بانٹیں	baːnʈeː
باندھ	bɑːnd̪ʱ
باندھتے	ɑ̃ːd̪ʱt̪eː
باندھنے	ɑːnd̪ʱne
باندھیں	ɑ̃ːd̪ʱeːn
بانڈ	baːnd̪
بانڈز	baːndz
بانیوں	banjõː
باںد	baːnd̪
باہر	baːɦər
باہری	baːɦriː
باہمی	baːɦmiː
باہوں	baːɦõː
باوجود	baːwɑːdʒɪd
باورچی	baʊɾtʃi
بای	baɪ
بب	beːb
بپتسما	beːpt̪səma
بپتسمہ	beːpt̪səme
بةأئ	beːɑɪ
بت	beːt
بتا	beːt̪ɑː
بتاءو	beːtɑːuː
بتاؤ	ɪt̪ɑːu
بتاؤنگا	ɪt̪ɑːu̯ŋɑː
بتاؤں	beːt̪ɔ̃ː
بتائيں	beːt̪ɑi̯n
بتائی	ɪtɑi
بتائیں	beːt̪ɑ̃eːn
بتائیے	beːtɑːiːeː
بتائے	beːt̪ɑːeː
بتاتا	beːt̪ɑːt̪ɑː
بتاتی	beːt̪ɑːtiː
بتاتے	ɪt̪ɑːteː
بتانا	beːt̪ɑːnɑː
بتانے	beːt̪ɑːneː
بتاو	ɪt̪ɑːʊ
بتاوں	beːtɑ̃ː
بتایئے	beːt̪ɑːjeː
بتایا	beːtɑːjɑː
بتھ	ɪt̪ʰ
بْتوں	ɪt̪ʊ̃
بتیجیاں	beːtiːdʒɑ̃
بتیس	beːt̪is
بٹ	ɪt̪
بٹا	ɑt̪t̪ɑ
بٹالینوں	ɑːt̪ɑːlɪnõː
بٹس	ɑːt̪s
بٹن	ɓʊʈːən
بٹوے	ɓʊʈʊe
بج	beg
بجاؤ	bedʒɔː
بجائے	bedʒɑːeː
بجانے	bedʒɑːneː
بجتی	begti
بجٹ	begʈ
بجلی	begli
بجنا	begnə
بجھادو	beɪdʒʰɑːdoː
بجھایا	bəgʲɑːjɑː
بُجھایا	bugʲʰɑjɑ
بجے	bedʒeː
بچ	ɓɪtʃ
بچا	ɓətʃɑ
بچاؤ	betʃɑːo
بچائی	ɓəˈtʃɑːi
بچائیں	betʃɑːeːn
بچائے	ɪt̪seː
بچاتا	betʃɑːt̪ɑː
بچالو	betʃɑːloː
بچانا	ɓəˈtʃɑːnɑ
بچانے	ɓəʈʌne
بچاو	betʃɑːʊ
بچایا	ɓəˈtʃɑːjɑː
بچپن	beʈpən
بچت	ɓɪt̪t̪
بچتا	ɓɪtʃt̪ə
بچنا	ɪt̪s
بچنے	ɓəʈne
بچھانے	ɓɪtʃʰɑːne
بچھے	ɓɪtʃʰeː
بچہ	bətʃtʃɑː
بچہ	ɓəˈtʃʰə
بچو	ɓəˈtʃoː
بچوں	ɓəˈtʃoːn
بچی	betʃiː
بچے	ɓəˈtʃeː
بحال	bəˈɦɑːl
بحالی	bəɣɑːliː
بحث	bəxˈtʃ
بحر	baʈʈʰ
بحرالکاہل	ɪɪnbʌɾɑːlkɑːɦɑːl
بحران	ɦɾɑːn
بحری	bəˈɾiː
بحرین	bɛɦɾiːn
بحریہ	ɪˈbɪɾiɑː
بحوالے	bəɣɑːlɛ
بحیرہ	beːɾə
بخ	ɓəx
بخار	baχɑr
بخارات	bəxɑːrɑːt̪
بخارسٹ	bəxɑːrsət
بختی	bəxtiː
بخش	baʃkʰ
بخشش	ɑːkʃʃ
بخشوں	ɓəʃgõː
بخشی	ɓəxʃi
بخل	ɓɪxl
بخوبی	bəxʊbiː
بخیر	baχeɾ
بد	beːd
بدبختی	beːdbəxtiː
بدبو	beːdboː
بدبودار	beːd̪poːd̪ɑːr
بدتر	beːd̪t̪eːr
بدترین	beːd̪rɪstɪn
بدتمیزی	beːd̪t̪eːmizɪ
بدروح	beːdrʊx
بدسلوکی	beːdsɪluːkiː
بدسورت	beːds̪oːɾt̪
بدسورتی	beːds̪uːɾtiː
بدعنوان	beːdoːrʌn
بدقسمتی	beːdqɑsmʌti
بدکار	beːd̪kɑːr
بدل	beːd̪l̪
بدلا	beːdlɑ
بدلتا	beːld̪eːt̪ə
بدلتے	bəɽlte
بدلنا	beːd̪l̪nɑː
بدلنے	beːdl̪neː
بدلہ	beːd̪lə
بدلے	beːdl̪eː
بدماش	beːd̪mɑːʃ
بدمعاش	beːd̪mɑːʃ
بدن	beːdən
بدنام	beːd̪nɑːm
بدھ	beːd̪ʱ
بدوش	beːd̪oːʃ
بدی	beːdi
بدیا	beːdiː
بڈھا	ɓʊɖʰɑː
بڈھے	ɓʊɽʰe
بڈی	beːdiː
بر	ɓəɾ
برآمد	beraːməd
برآں	beraːŋ
برا	brɑː
بْرا	ɪ
براؤن	brɔ̃ːu̯n
براؤننگ	brɔ̃ːŋ
برائن	brɑːɪn
برائی	beːraːiː
برائیوں	ɪɾɑːjɪ̃ː
برائے	beːɾɑːeː
برابر	bəɾɑːbər
برادر	bəˈɾaːd̪ər
برادری	brɑːd̪rɪ
براڈوے	brɑːd̪oːe
برازیل	brɑːzɪl
براک	brɑk
برانڈ	brɑːnd̪
برانڈٹ	brɑːnd̪ʈ
برانڈڈ	brɑːnɖː
برانڈز	brɑːndz
براہ	brɑː
براوو-foxtrot	bəɾɑːʋoːfɔːktʃɔːt
براوو	ɪɾɑːuː
برباد	ɪɾbɑːd̪
بربط	beɾat̪ː
برتاؤ	ɾʌtɔː
برتر	ɪɾt̪eɾ
برتری	beːrt̪riː
برتن	ɪɾt̪ən
برتھا	ɾeːt̪ʰɑː
برٹس	ɪɾt̪s
بُرج	buːrɪdʒ
برجیوں	beɾdʒijõː
برخاستگی	ɪɾkʰɑːst̪iː
برخاف	ɪɾkʰɑf
برداشت	ɾeːd̪ɑːʃt̪
بردر	ɪɾd̪eːr
بردوست	ɪɾd̪oːst̪
برڈ	ɪɾd̪
برسات	ɪɾsɑːt̪
برسوں	ɪɾsõː
برطانوی	brət̪əŋʋiː
برطانیہ	ɪɾtɑːniːɑː
برطاو	ɾʊtɑːu
برطرف	ɪɾtɑfɪɾ
برعکس	beɾɑkʰs
برف	bəɾəf
برف	ɪ
برفباری	ɪɾɑfɑbɑɾiː
برقرار	ɪɾqɑːɾɑːr
برکت	beɾəkət
برگر	beːɾgeːr
برلن	beːrlən
برن	ɪɾn
برہمچری	brəɦɛmtʃri
بروز	ɪɾoːz
بروس	ɪɾoːs
بروک	brɔːk
بروکلن	brɔːkələn
بری	beri
بریڈفورڈ	beːɾɪd̪fʊɾɑːd̪
بریڈلی	beːɾɪd̪liː
بریڈلے	beːɾɑːd̪leː
بریفنگ	beːɾiːfŋ
بریفنگز	beːɾifŋeːs
بریک	beɾɪk
بریکٹ	beɾɪkt̪
بریکر	beɾɪkkəɾ
بریکنگ	beːɾiːkŋ
بریکوں	beɾiːkoːn
بریگیڈ	beːɾiːgɪːd
بریگیڈیئر	ˌbɾiːgiːˈgɛːɾ
برینئر	beːɾiːneːr
برینئیر	beːɾiːneːɾ
برینڈن	bræːnd̪ən
بریویا	beːɾiːvijɑː
برے	beː
بز	βuz
بزدل	bezd̪əl
بزدلی	bezd̪liː
بْزْرگ	beːzərg
بْزرگ	bezɾeg
بزرگوار	bezəɾgʋɑːr
بڑ	ɓəɽ
بڑا	ɓəɽɑ
بڑپپن	ɓəɽpːən
بڑھ	ɓəɽʱ
بڑھا	ɓəɽʱə
بڑھائے	ɓəɽʱɑːe
بڑھاپے	ɓəɽʱɑːpeː
