㓟皮	pʰɐi̯˥pʰei̯˨˩
一就一，二就二	jɐt̚˥tsɐu̯˨jɐt̚˥jiː˨tsɐu̯˨jiː˨
一山還有一山高	jɐt̚˥saːn˥waːn˨˩jɐu̯˩˧jɐt̚˥saːn˥kou̯˥
一岩一窟	jɐt̚˥ŋaːm˨˩jɐt̚˥fɐt̚˥
一巖一窟	jɐt̚˥ŋaːm˨˩jɐt̚˥fɐt̚˥
一己之見	jɐt̚˥kʰei̯̯˧˥tsiː˥kiːn˧
一己私慾	jɐt̚˥kʰei̯̯˧˥siː˥jʊk̚˨
一帆風順	jɐt̚˥faːn˨˩fʊŋ˥sɵn˨
一席之地	jɐt̚˥tsik̚˨tsiː˥tei̯˨
一帶	jɐt̚˥taːi̯˧
一帶一路	jɐt̚˥taːi̯˧jɐt̚˥lou̯˨
一帶而過	jɐt̚˥taːi̯˧jiː˨˩kʷɔː˧
一干嘢	jɐt̚˥kɔːn˥jɛː˩˧
一年一度	jɐt̚˥niːn˨˩jɐt̚˥tʰou̯̯˨
一年三造	jɐt̚˥niːn˨˩saːm˥tsou̯˨
一年之計在於春，一日之計在於晨	jɐt̚˥niːn˨˩tsiː˥kɐi̯˧tsɔːi̯˨jyː˥tsʰɵn˥jɐt̚˥jɐt̚˨tsiː˥kɐi̯˧tsɔːi̯˨jyː˥sɐn˨˩
一年到頭	jɐt̚˥niːn˨˩tʰou̯̯˧tʰɐu̯˨˩
一年半載	jɐt̚˥niːn˨˩puːn˧tsɔːi̯˧˥
一年多次	jɐt̚˥niːn˨˩tɔː˥tsʰiː˧
一度	jɐt̚˥tʰou̯̯˨
一廂情願	jɐt̚˥sœːŋ˥tsʰeŋ˨˩jyːn˨
一式一樣	jɐt̚˥sik̚˥jɐt̚˥jœːŋ˨
一式二份	jɐt̚˥sik̚˥jiː˨fɐn˨
一式兩份	jɐt̚˥sik̚˥lœːŋ˩˧fɐn˨
一張臺	jɐt̚˥tsœːŋ˥tʰɔːi̯˨˩
一彈指頃	jɐt̚˥taːn˨tsiː˧˥kʰeŋ˧˥
一往情深	jɐt̚˥wɔːŋ˩˧tsʰeŋ˨˩sɐm˥
一往無前	jɐt̚˥wɔːŋ˩˧mou̯˨˩tsʰiːn˨˩
一往直前	jɐt̚˥wɔːŋ˩˧tsik̚˨tsʰiːn˨˩
一律	jɐt̚˥lɵt̚˨
一心	jɐt̚˥sɐm˥
一心一意	jɐt̚˥sɐm˥jɐt̚˥jiː˧
一心二用	jɐt̚˥sɐm˥jiː˨jʊŋ˨
一心向上	jɐt̚˥sɐm˥hœːŋ˧sœːŋ˨
一忍再忍	jɐt̚˥jɐn˧˥tsɔːi̯˧jɐn˧˥
一念之仁	jɐt̚˥niːm˨tsiː˥jɐn˨˩
一念之差	jɐt̚˥niːm˨tsiː˥tsʰaː˥
一怒之下	jɐt̚˥nou̯˨tsiː˥haː˨
一怔	jɐt̚˥tseŋ˥
一息間	jɐt̚˥sik̚˥kaːn˥
一意孤行	jɐt̚˥jiː˧kuː˥hɐŋ˨˩
一應	jɐt̚˥jeŋ˧
一應俱全	jɐt̚˥jeŋ˧kʰɵy̯˥tsʰyːn˨˩
一懷愁緒	jɐt̚˥waːi̯˨˩sɐu̯˨˩sɵy̯˩˧
一成不變	jɐt̚˥seŋ˨˩pɐt̚˥piːn˧
一戙都冇	jɐt̚˥tʊŋ˨tʰou̯̯˥mou̯˩˧
一戰	jɐt̚˥tsiːn˧
一手	jɐt̚˥sɐu̯˧˥
一手一腳	jɐt̚˥sɐu̯˧˥jɐt̚˥kœːk̚˧
一手包辦	jɐt̚˥sɐu̯˧˥paːu̯˥paːn˨
一手遮天	jɐt̚˥sɐu̯˧˥tsɛː˥tʰiːn˥
一技之長	jɐt̚˥kʰei̯̯˨tsiː˥tsʰœːŋ˨˩
一技傍身	jɐt̚˥kʰei̯̯˨pʰɔːŋ˨˩sɐn˥
一把好手	jɐt̚˥paː˧˥hou̯˧˥sɐu̯˧˥
一把年紀	jɐt̚˥paː˧˥niːn˨˩kʰei̯̯˧˥
一把火	jɐt̚˥paː˧˥fɔː˧˥
一折兩段	jɐt̚˥tsit̚˧lœːŋ˩˧tyːn˨
一抽一掕	jɐt̚˥tsʰɐu̯˥jɐt̚˥lɐŋ˧
一抽二掕	jɐt̚˥tsʰɐu̯˥jiː˨lɐŋ˧
一抽二褦	jɐt̚˥tsʰɐu̯˥jiː˨lɐŋ˧
一抽二褦	jɐt̚˥tsʰɐu̯˥jiː˨nɐŋ˧
一抿子	jɐt̚˥mɐn˩˧tsiː˧˥
一拍兩散	jɐt̚˥pʰaːk̚˧lœːŋ˩˧saːn˧
一拍即合	jɐt̚˥pʰaːk̚˧tsik̚˥hɐp̚˨
一拍拖	jɐt̚˥pʰaːk̚˧tʰɔː˥
一按	jɐt̚˥ɔːn˧
一掃而光	jɐt̚˥sou̯˧jiː˨˩kʷɔːŋ˥
一掃而空	jɐt̚˥sou̯˧jiː˨˩hʊŋ˥
一排	jɐt̚˥pʰaːi̯˨˩
一搊一掕	jɐt̚˥tsʰɐu̯˥jɐt̚˥lɐŋ˧
一搊二掕	jɐt̚˥tsʰɐu̯˥jiː˨lɐŋ˧
一搊二褦	jɐt̚˥tsʰɐu̯˥jiː˨nɐŋ˧
一搭一檔	jɐt̚˥taːp̚˧jɐt̚˥tɔːŋ˧
一搵到	jɐt̚˥wɐn˧˥tʰou̯̯˧
一摞	jɐt̚˥lɔː˧
一撇嘢	jɐt̚˥pʰit̚˧jɛː˩˧
一撇水	jɐt̚˥pʰit̚˧sɵy̯˧˥
一撻即着	jɐt̚˥tʰaːt̚˥tsik̚˥tsœːk̚˨
一擊入洞	jɐt̚˥kʰik̚̚˥jɐp̚˨tʊŋ˨
一擔擔	jɐt̚˥taːm˧taːm˥
一擗泥	jɐt̚˥pʰɛːk̚˨nɐi̯˨˩
一擲千金	jɐt̚˥tsaːk̚˨tsʰiːn˥kɐm˥
一支公	jɐt̚˥tsiː˥kʊŋ˥
一改	jɐt̚˥kɔːi̯˧˥
一改故轍	jɐt̚˥kɔːi̯˧˥kuː˧tsʰiːt̚˧
一敗塗地	jɐt̚˥paːi̯˨tʰou̯˨˩tei̯˨
一文不值	jɐt̚˥mɐn˨˩pɐt̚˥tsik̚˨
一文不名	jɐt̚˥mɐn˨˩pɐt̚˥meŋ˨˩
一文雞	jɐt̚˥mɐn˨˩kɐi̯˥
一斤嘢	jɐt̚˥kɐn˥jɛː˩˧
一方	jɐt̚˥fɔːŋ˥
一方面	jɐt̚˥fɔːŋ˥miːn˨
一於	jɐt̚˥jyː˥
一於係噉	jɐt̚˥jyː˥hɐi̯˨kɐm˧˥
一於唔䎺	jɐt̚˥jyː˥m̩˨˩tsɐi̯˧
一於唔制	jɐt̚˥jyː˥m̩˨˩tsɐi̯˧
一於噉話	jɐt̚˥jyː˥kɐm˧˥waː˨
一旁	jɐt̚˥pʰɔːŋ˨˩
一族	jɐt̚˥tsʊk̚˨
一日	jɐt̚˥jɐt̚˨
一日三秋	jɐt̚˥jɐt̚˨saːm˥tsʰɐu̯˥
一日之雅	jɐt̚˥jɐt̚˨tsiː˥ŋaː˩˧
一日到黑	jɐt̚˥jɐt̚˨tʰou̯̯˧hɐk̚˥
一日千里	jɐt̚˥jɐt̚˨tsʰiːn˥lei̯˩˧
一日最衰	jɐt̚˥jɐt̚˨tsɵy̯˧sɵy̯˥
一旦	jɐt̚˥taːn˧
一早	jɐt̚˥tsou̯˧˥
一星半點	jɐt̚˥seŋ˥puːn˧tiːm˧˥
一時	jɐt̚˥siː˨˩
一時一事	jɐt̚˥siː˨˩jɐt̚˥siː˨
一時一樣	jɐt̚˥siː˨˩jɐt̚˥jœːŋ˨
一時三刻	jɐt̚˥siː˨˩saːm˥hɐk̚˥
一時之間	jɐt̚˥siː˨˩tsiː˥kaːn˥
一時半刻	jɐt̚˥siː˨˩puːn˧hɐk̚˥
一時半晌	jɐt̚˥siː˨˩puːn˧hœːŋ˧˥
一時半會	jɐt̚˥siː˨˩puːn˧wuːi̯˨
一時口快	jɐt̚˥siː˨˩hɐu̯˧˥faːi̯˧
一時唔偷雞就做保長	jɐt̚˥siː˨˩m̩˨˩tʰɐu̯˥kɐi̯˥tsɐu̯˨tsou̯˨pʰou̯̯˧˥tsœːŋ˧˥
一時時	jɐt̚˥siː˧˥siː˨˩
一時時	jɐt̚˥siː˨˩siː˨˩
一時間	jɐt̚˥siː˨˩kaːn˥
一晝一戙	jɐt̚˥tsɐu̯˧jɐt̚˥tʊŋ˨
一暴十寒	jɐt̚˥pʰou̯̯˨sɐp̚˨hɔːn˨˩
一曝十寒	jɐt̚˥pʊk̚˨sɐp̚˨hɔːn˨˩
一會	jɐt̚˥wuːi̯˨
一會兒	jɐt̚˥wuːi̯˨jiː˨˩
一月	jɐt̚˥jyːt̚˨
一朕味	jɐt̚˥tsɐm˨mei̯˨
一朕菸	jɐt̚˥tsɐm˨jiːn˥
一朕風	jɐt̚˥tsɐm˨fʊŋ˥
一望無垠	jɐt̚˥mɔːŋ˨mou̯˨˩ŋɐn˨˩
一望無邊	jɐt̚˥mɔːŋ˨mou̯˨˩piːn˥
一望無際	jɐt̚˥mɔːŋ˨mou̯˨˩tsɐi̯˧
一朝一夕	jɐt̚˥tsiːu̯˥jɐt̚˥tsik̚˨
一朝天子一朝臣	jɐt̚˥tsʰiːu̯˨˩tʰiːn˥tsiː˧˥jɐt̚˥tsʰiːu̯˨˩sɐn˨˩
一朝得志	jɐt̚˥tsiːu̯˥tɐk̚˥tsiː˧
一朝早	jɐt̚˥tsiːu̯˥tsou̯˧˥
一期一會	jɐt̚˥kʰei̯˨˩jɐt̚˥wuːi̯˨
一木難支	jɐt̚˥mʊk̚˨naːn˨˩tsiː˥
一本	jɐt̚˥puːn˧˥
一本正經	jɐt̚˥puːn˧˥tseŋ˧keŋ˥
一本萬利	jɐt̚˥puːn˧˥maːn˨lei̯˨
一本通書睇到老	jɐt̚˥puːn˧˥tʰʊŋ˥syː˥tʰɐi̯˧˥tʰou̯̯˧lou̯˩˧
一朵鮮花插在牛糞上	jɐt̚˥tɔː˧˥siːn˥faː˥tsʰaːp̚˧tsɔːi̯˨ŋɐu̯˨˩fɐn˧sœːŋ˨
一杯羹	jɐt̚˥puːi̯˥kɐŋ˥
一東一西	jɐt̚˥tʊŋ˥jɐt̚˥sɐi̯˥
一板三眼	jɐt̚˥paːn˧˥saːm˥ŋaːn˩˧
一枕黃粱	jɐt̚˥tsɐm˧˥wɔːŋ˨˩lœːŋ˨˩
一枝之棲	jɐt̚˥tsiː˥tsiː˥tsʰɐi̯˥
一枝公	jɐt̚˥tsiː˥kʊŋ˥
一枝獨秀	jɐt̚˥tsiː˥tʊk̚˨sɐu̯˧
一柴	jɐt̚˥tsʰaːi̯˨˩
一根筋	jɐt̚˥kɐn˥kɐn˥
一桿進洞	jɐt̚˥kɔːn˥tsɵn˧tʊŋ˨
一條冷	jɐt̚˥tʰiːu̯˨˩laːŋ˥
一條女	jɐt̚˥tʰiːu̯˨˩nɵy̯˧˥
一條心	jɐt̚˥tʰiːu̯˨˩sɐm˥
一條氣	jɐt̚˥tʰiːu̯˨˩hei̯˧
一條龍	jɐt̚˥tʰiːu̯˨˩lʊŋ˨˩
一棚人	jɐt̚˥pʰaːŋ˨˩jɐn˨˩
一棟嘢	jɐt̚˥tʊŋ˨jɛː˩˧
一棟都冇	jɐt̚˥tʊŋ˨tʰou̯̯˥mou̯˩˧
一概	jɐt̚˥kʰɔːi̯˧
一概而論	jɐt̚˥kʰɔːi̯˧jiː˨˩lɵn˨
一樓一	jɐt̚˥lɐu̯˨˩jɐt̚˥
一樓一鳯	jɐt̚˥lɐu̯˨˩jɐt̚˥fʊŋ˧˥
一樓一鳳	jɐt̚˥lɐu̯˨˩jɐt̚˥fʊŋ˨
一模一樣	jɐt̚˥mou̯˨˩jɐt̚˥jœːŋ˨
一樣	jɐt̚˥jœːŋ˨
一樣㗎	jɐt̚˥jœːŋ˨kaː˧˥
一樣米養百樣人	jɐt̚˥jœːŋ˨mɐi̯˩˧jœːŋ˩˧paːk̚˧jœːŋ˨jɐn˨˩
一樹梨花壓海棠	jɐt̚˥syː˨lei̯˨˩faː˥aːt̚˧hɔːi̯˧˥tʰɔːŋ˨˩
一橫一棟	jɐt̚˥waːŋ˨˩jɐt̚˥tʊŋ˨
一次函數	jɐt̚˥tsʰiː˧haːm˨˩sou̯˧
一次又一次	jɐt̚˥tsʰiː˧jɐu̯˨jɐt̚˥tsʰiː˧
一次方程	jɐt̚˥tsʰiː˧fɔːŋ˥tsʰeŋ˨˩
一次生兩次熟	jɐt̚˥tsʰiː˧saːŋ˥lœːŋ˩˧tsʰiː˧sʊk̚˨
一次總付	jɐt̚˥tsʰiː˧tsʊŋ˧˥fuː˨
一次過	jɐt̚˥tsʰiː˧kʷɔː˧
一步	jɐt̚˥pʰou̯̯˨
一步一趨	jɐt̚˥pʰou̯̯˨jɐt̚˥tsʰɵy̯˥
一步步	jɐt̚˥pʰou̯̯˨pʰou̯̯˨
一步登天	jɐt̚˥pʰou̯̯˨tɐŋ˥tʰiːn˥
一段仔	jɐt̚˥tyːn˨tsɐi̯˧˥
一殼眼淚	jɐt̚˥hɔːk̚˧ŋaːn˩˧lɵy̯˨
一毛不拔	jɐt̚˥mou̯˨˩pɐt̚˥pɐt̚˨
一氣呵成	jɐt̚˥hei̯˧hɔː˥seŋ˨˩
一氧化物	jɐt̚˥jœːŋ˩˧faː˧mɐt̚˨
一氧化碳	jɐt̚˥jœːŋ˩˧faː˧tʰaːn˧
一氽水	jɐt̚˥tsʰyːn˥sɵy̯˧˥
一池死水	jɐt̚˥tsʰiː˨˩sei̯˧˥sɵy̯˧˥
一池秋水	jɐt̚˥tsʰiː˨˩tsʰɐu̯˥sɵy̯˧˥
一決勝負	jɐt̚˥kʰyːt̚˧seŋ˧fuː˨
一決雌雄	jɐt̚˥kʰyːt̚˧tsʰiː˥hʊŋ˨˩
一沈百踩	jɐt̚˥tsʰɐm˨˩paːk̚˧tsʰaːi̯˧˥
一沉百踩	jɐt̚˥tsʰɐm˨˩paːk̚˧tsʰaːi̯˧˥
一波三折	jɐt̚˥pɔː˥saːm˥tsit̚˧
一波未平，一波又起	jɐt̚˥pɔː˥mei̯˨pʰeŋ˨˩jɐt̚˥pɔː˥jɐu̯˨hei̯˧˥
一注香	jɐt̚˥tsyː˧hœːŋ˥
一洗塵俗	jɐt̚˥sɐi̯˧˥tsʰɐn˨˩tsʊk̚˨
一派謊言	jɐt̚˥pʰaːi̯˧fɔːŋ˥jiːn˨˩
一流	jɐt̚˥lɐu̯˨˩
一浪接一浪	jɐt̚˥lɔːŋ˨tsiːp̚˧jɐt̚˥lɔːŋ˨
一淠淠	jɐt̚˥pʰei̯˧pʰei̯˧
一清二楚	jɐt̚˥tsʰeŋ˥jiː˨tsʰɔː˧˥
一清如水	jɐt̚˥tsʰeŋ˥jyː˨˩sɵy̯˧˥
一清早	jɐt̚˥tsʰeŋ˥tsou̯˧˥
一湯一飯	jɐt̚˥tʰɔːŋ˥jɐt̚˥faːn˨
一溜菸	jɐt̚˥lɐu̯˨jiːn˥
一滾就熟	jɐt̚˥kʷɐn˧˥tsɐu̯˨sʊk̚˨
一潭死水	jɐt̚˥tʰaːm˨˩sei̯˧˥sɵy̯˧˥
一瀉千里	jɐt̚˥sɛː˧tsʰiːn˥lei̯˩˧
一炮多響	jɐt̚˥pʰaːu̯˧tɔː˥hœːŋ˧˥
一炮打響	jɐt̚˥pʰaːu̯˧taː˧˥hœːŋ˧˥
一炮而紅	jɐt̚˥pʰaːu̯˧jiː˨˩hʊŋ˨˩
一炮過	jɐt̚˥pʰaːu̯˧kʷɔː˧
一無可取	jɐt̚˥mou̯˨˩hɔː˧˥tsʰɵy̯˧˥
一無所動	jɐt̚˥mou̯˨˩sɔː˧˥tʊŋ˨
一無所得	jɐt̚˥mou̯˨˩sɔː˧˥tɐk̚˥
一無所恃	jɐt̚˥mou̯˨˩sɔː˧˥tsʰiː˩˧
一無所有	jɐt̚˥mou̯˨˩sɔː˧˥jɐu̯˩˧
一無所知	jɐt̚˥mou̯˨˩sɔː˧˥tsiː˥
一無所聞	jɐt̚˥mou̯˨˩sɔː˧˥mɐn˨˩
一無所長	jɐt̚˥mou̯˨˩sɔː˧˥tsʰœːŋ˨˩
一無是處	jɐt̚˥mou̯˨˩siː˨tsʰyː˧
一無長物	jɐt̚˥mou̯˨˩tsʰœːŋ˨˩mɐt̚˨
一爲神功，二爲弟子	jɐt̚˥wɐi̯˨sɐn˨˩kʊŋ˥jiː˨wɐi̯˨tɐi̯˨tsiː˧˥
一片	jɐt̚˥pʰiːn˧
一片丹心	jɐt̚˥pʰiːn˧taːn˥sɐm˥
一片光明	jɐt̚˥pʰiːn˧˥kʷɔːŋ˥meŋ˨˩
一片癡心	jɐt̚˥pʰiːn˧tsʰiː˥sɐm˥
一物治一物，糯米治木虱	jɐt̚˥mɐt̚˨tsiː˨jɐt̚˥mɐt̚˨nɔː˨mɐi̯˩˧tsiː˨mʊk̚˨sɐt̚˥
一物治一物，糯米治木蝨	jɐt̚˥mɐt̚˨tsiː˨jɐt̚˥mɐt̚˨nɔː˨mɐi̯˩˧tsiː˨mʊk̚˨sɐt̚˥
一猜嘢	jɐt̚˥tsʰaː˥jɛː˩˧
一獲熟	jɐt̚˥wɔːk̚˨sʊk̚˨
一班嘩鬼	jɐt̚˥paːn˥waː˥kʷɐi̯˧˥
一理通百理明	jɐt̚˥lei̯˩˧tʰʊŋ˥paːk̚˧lei̯˩˧meŋ˨˩
一生	jɐt̚˥sɐŋ˥
一生一世	jɐt̚˥sɐŋ˥jɐt̚˥sɐi̯˧
一生出嚟	jɐt̚˥sɐŋ˥tsʰɵt̚˥lɐi̯˨˩
一生所愛	jɐt̚˥sɐŋ˥sɔː˧˥ɔːi̯˧
一番	jɐt̚˥faːn˥
一番苦心	jɐt̚˥faːn˥fuː˧˥sɐm˥
一疋布咁長	jɐt̚˥pʰɐt̚˥pʰou̯̯˧kɐm˧tsʰœːŋ˨˩
一病不起	jɐt̚˥pɛːŋ˨pɐt̚˥hei̯˧˥
一瘸一拐	jɐt̚˥kʰɛː˨˩jɐt̚˥kʷaːi̯˧˥
一發不可收拾	jɐt̚˥faːt̚˧pɐt̚˥hɔː˧˥sɐu̯˥sɐp̚˨
一白遮三醜	jɐt̚˥paːk̚˨tsɛː˥saːm˥tsʰɐu̯˧˥
一百	jɐt̚˥paːk̚˧
一百一	jɐt̚˥paːk̚˧jɐt̚˥
一皇兩后	jɐt̚˥wɔːŋ˨˩lœːŋ˩˧hɐu̯˨
一皇多后	jɐt̚˥wɔːŋ˨˩tɔː˥hɐu̯˨
一皇雙后	jɐt̚˥wɔːŋ˨˩sœːŋ˥hɐu̯˨
一皮嘢	jɐt̚˥pʰei̯˨˩jɛː˩˧
一盅兩件	jɐt̚˥tsʊŋ˥lœːŋ˩˧kiːn˨
一盞香	jɐt̚˥tsaːn˧˥hœːŋ˥
一盤散沙	jɐt̚˥pʰuːn˨˩saːn˧˥saː˥
一盤水	jɐt̚˥pʰuːn˨˩sɵy̯˧˥
一目了然	jɐt̚˥mʊk̚˨liːu̯˩˧jiːn˨˩
一目瞭然	jɐt̚˥mʊk̚˨liːu̯˩˧jiːn˨˩
一直	jɐt̚˥tsik̚˨
一直往前	jɐt̚˥tsik̚˨wɔːŋ˩˧tsʰiːn˨˩
一直落去	jɐt̚˥tsik̚˨lɔːk̚˨hɵy̯˧
一相情願	jɐt̚˥sœːŋ˥tsʰeŋ˨˩jyːn˨
一眼	jɐt̚˥ŋaːn˩˧
一眼望去	jɐt̚˥ŋaːn˩˧mɔːŋ˨hɵy̯˧
一眼看穿	jɐt̚˥ŋaːn˩˧hɔːn˧tsʰyːn˥
一眼關七	jɐt̚˥ŋaːn˩˧kʷaːn˥tsʰɐt̚˥
一睇見	jɐt̚˥tʰɐi̯˧˥kiːn˧
一瞬間	jɐt̚˥sɵn˧kaːn˥
一矢中的	jɐt̚˥tsʰiː˧˥tsʊŋ˧tʰik̚̚˥
一矢雙鵰	jɐt̚˥tsʰiː˧˥sœːŋ˥tiːu̯˥
一知半解	jɐt̚˥tsiː˥puːn˧kaːi̯˧˥
一石二鳥	jɐt̚˥sɛːk̚˨jiː˨niːu̯˩˧
一石兩鳥	jɐt̚˥sɛːk̚˨lœːŋ˩˧niːu̯˩˧
一碌叱噉	jɐt̚˥lʊk̚˥tsʰik̚˥kɐm˧˥
一碌木	jɐt̚˥lʊk̚˥mʊk̚˨
一碌杉	jɐt̚˥lɔːk̚˥tsʰaːm˧
一碌碌	jɐt̚˥lʊk̚˥lʊk̚˥
一碌葛	jɐt̚˥lʊk̚˥kɔːt̚˧
一碌蔗	jɐt̚˥lʊk̚˥tsɛː˧
一碌鳩	jɐt̚˥lʊk̚˥kɐu̯˥
一神教	jɐt̚˥sɐn˨˩kaːu̯˧
一窩蜂	jɐt̚˥wɔː˥fʊŋ˥
一窮二白	jɐt̚˥kʰʊŋ˨˩jiː˨paːk̚˨
一窺究竟	jɐt̚˥kʷʰɐi̯˥kɐu̯˧keŋ˧˥
一窿蛇	jɐt̚˥lʊŋ˨˩sɛː˨˩
一竅不通	jɐt̚˥hiːu̯˧pɐt̚˥tʰʊŋ˥
一竹篙打一船人	jɐt̚˥tsʊk̚˥kou̯˥taː˧˥jɐt̚˥syːn˨˩jɐn˨˩
一竹篙揇沉一船人	jɐt̚˥tsʊk̚˥kou̯˥naːm˩˧tsʰɐm˨˩jɐt̚˥syːn˨˩jɐn˨˩
一笑了之	jɐt̚˥siːu̯˧liːu̯˩˧tsiː˥
一笑置之	jɐt̚˥siːu̯˧tsiː˧tsiː˥
一筆不苟	jɐt̚˥pɐt̚˥pɐt̚˥kɐu̯˧˥
一筆勾銷	jɐt̚˥pɐt̚˥ŋɐu̯˥siːu̯˥
一筆抹殺	jɐt̚˥pɐt̚˥muːt̚˧saːt̚˧
一筆抹煞	jɐt̚˥pɐt̚˥muːt̚˧saːt̚˧
一筆還一筆	jɐt̚˥pɐt̚˥waːn˨˩jɐt̚˥pɐt̚˥
一等兵	jɐt̚˥tɐŋ˧˥peŋ˥
一等票	jɐt̚˥tɐŋ˧˥pʰiːu̯˧
一等艙	jɐt̚˥tɐŋ˧˥tsʰɔːŋ˥
一箭定江山	jɐt̚˥tsiːn˧teŋ˨kɔːŋ˥saːn˥
一箭雙鵰	jɐt̚˥tsiːn˧sœːŋ˥tiːu̯˥
一箸夾中	jɐt̚˥tsyː˨kaːp̚˧tsʊŋ˥
一箸菜	jɐt̚˥tsyː˨tsʰɔːi̯˧
一節淡三墟	jɐt̚˥tsit̚˧taːm˨saːm˥hɵy̯˥
一節詩	jɐt̚˥tsit̚˧siː˥
一籌莫展	jɐt̚˥tsʰɐu̯˨˩mɔːk̚˨tsiːn˧˥
一籮籮	jɐt̚˥lɔː˨˩lɔː˨˩
一粒女	jɐt̚˥nɐp̚˥nɵy̯˩˧
一粒神	jɐt̚˥nɐp̚˥sɐn˨˩
一粒臣	jɐt̚˥nɐp̚˥sɐn˧˥
一粒色	jɐt̚˥nɐp̚˥sik̚˥
一粒花	jɐt̚˥nɐp̚˥faː˥
一粒荔枝三把火	jɐt̚˥nɐp̚˥lɐi̯˨tsiː˥saːm˥paː˧˥fɔː˧˥
一粒骰噉	jɐt̚˥nɐp̚˥sik̚˥kɐm˧˥
一系列	jɐt̚˥hɐi̯˨liːt̚˨
一紙空文	jɐt̚˥tsiː˧˥hʊŋ˥mɐn˨˩
一級	jɐt̚˥kʰɐp̚˥
一級士官	jɐt̚˥kʰɐp̚˥siː˨kuːn˥
一級頭	jɐt̚˥kʰɐp̚˥tʰɐu̯˨˩
一索得男	jɐt̚˥sɔːk̚˧tɐk̚˥naːm˨˩
一絕	jɐt̚˥tsyːt̚˨
一絲	jɐt̚˥siː˥
一絲一毫	jɐt̚˥siː˥jɐt̚˥hou̯˨˩
一絲不掛	jɐt̚˥siː˥pɐt̚˥kʷaː˧
一絲不苟	jɐt̚˥siː˥pɐt̚˥kɐu̯˧˥
一網成擒	jɐt̚˥mɔːŋ˩˧seŋ˨˩kʰɐm˨˩
一網打盡	jɐt̚˥mɔːŋ˩˧taː˧˥tsɵn˨
一線	jɐt̚˥siːn˧
一線之差	jɐt̚˥siːn˧tsiː˥tsʰaː˥
一線之間	jɐt̚˥siːn˧tsiː˥kaːn˥
一線微光	jɐt̚˥siːn˧mei̯˨˩kʷɔːŋ˥
一老一幼	jɐt̚˥lou̯˩˧jɐt̚˥jɐu̯˧
一而再，再而三	jɐt̚˥jiː˨˩tsɔːi̯˧tsɔːi̯˧jiː˨˩saːm˥
一聲不吭	jɐt̚˥seŋ˥pɐt̚˥hɐŋ˥
一聲不響	jɐt̚˥sɛːŋ˥pɐt̚˥hœːŋ˧˥
一聲令下	jɐt̚˥seŋ˥leŋ˨haː˨
一肚屎計	jɐt̚˥tʰou̯˩˧siː˧˥kɐi̯˧˥
一肚氣	jɐt̚˥tʰou̯˩˧hei̯˧
一肚火	jɐt̚˥tʰou̯˩˧fɔː˧˥
一肚皮	jɐt̚˥tʰou̯˩˧pʰei̯˨˩
一股子	jɐt̚˥kuː˧˥tsiː˧˥
一股腦	jɐt̚˥kuː˧˥nou̯˩˧
一胎制	jɐt̚˥tʰɔːi̯˥tsɐi̯˧
一胎化	jɐt̚˥tʰɔːi̯˥faː˧
一脈相傳	jɐt̚˥mɐk̚˨sœːŋ˥tsʰyːn˨˩
一脈相承	jɐt̚˥mɐk̚˨sœːŋ˥seŋ˨˩
一腔熱誠	jɐt̚˥hɔːŋ˥jiːt̚˨seŋ˨˩
一腳牛屎	jɐt̚˥kœːk̚˧ŋɐu̯˨˩siː˧˥
一腳踏兩船	jɐt̚˥kœːk̚˧taːp̚˨lœːŋ˩˧syːn˨˩
一腳踏幾船	jɐt̚˥kœːk̚˧taːp̚˨kʰei̯̯˧˥syːn˨˩
一腳踢	jɐt̚˥kœːk̚˧tʰɛːk̚˧
一臂之力	jɐt̚˥pʰei̯̯˧tsiː˥lik̚˨
一致	jɐt̚˥tsiː˧
一舉	jɐt̚˥kɵy̯˧˥
一舉一動	jɐt̚˥kɵy̯˧˥jɐt̚˥tʊŋ˨
一舉兩得	jɐt̚˥kɵy̯˧˥lœːŋ˩˧tɐk̚˥
一舉成功	jɐt̚˥kɵy̯˧˥seŋ˨˩kʊŋ˥
一舉成名	jɐt̚˥kɵy̯˧˥seŋ˨˩meŋ˨˩
一舉手一投足	jɐt̚˥kɵy̯˧˥sɐu̯˧˥jɐt̚˥tʰɐu̯˨˩tsʊk̚˥
一舊木	jɐt̚˥kɐu̯˨mʊk̚˨
一舊舊	jɐt̚˥kɐu̯˨kɐu̯˨
一舊雲	jɐt̚˥kɐu̯˨wɐn˨˩
一般	jɐt̚˥puːn˥
一般人	jɐt̚˥puːn˥jɐn˨˩
一般來說	jɐt̚˥puːn˥lɔːi̯˨˩syːt̚˧
一般原則	jɐt̚˥puːn˥jyːn˨˩tsɐk̚˥
一般地講	jɐt̚˥puːn˥tei̯˨kɔːŋ˧˥
一般常識	jɐt̚˥puːn˥sœːŋ˨˩sik̚˥
一般情形	jɐt̚˥puːn˥tsʰeŋ˨˩jeŋ˨˩
一般狀況	jɐt̚˥puːn˥tsɔːŋ˨fɔːŋ˧
一般而言	jɐt̚˥puːn˥jiː˨˩jiːn˨˩
一般規定	jɐt̚˥puːn˥kʷʰɐi̯˥teŋ˨
一般說來	jɐt̚˥puːn˥syːt̚˧lɔːi̯˨˩
一般貿易	jɐt̚˥puːn˥mɐu̯˨jik̚˨
